Mid-Atlantic Mixed Regional Championship,Club - Mixed ,22,9,2018
https://play.usaultimate.org/events/Mid-Atlantic-Mixed-Regional-Championship-2018/schedule/Mixed/Club-Mixed
AMP,1
Alloy,8 Bit Heroes,13,6,"09/22/2018, 09:00",Pool C
Distelfink,Fake Newport News,13,6,"09/22/2018, 09:00",Pool C
Alloy,Fake Newport News,13,4,"09/22/2018, 11:00",Pool C
Distelfink,8 Bit Heroes,12,11,"09/22/2018, 11:00",Pool C
Alloy,Distelfink,13,2,"09/22/2018, 13:00",Pool C
8 Bit Heroes,Fake Newport News,15,13,"09/22/2018, 13:00",Pool C
pool,Pool D
Loco,Sparkle Ponies,13,8,"09/22/2018, 09:00",Pool D
Rally,The Bandits,13,4,"09/22/2018, 09:00",Pool D
Loco,The Bandits,13,6,"09/22/2018, 11:00",Pool D
Rally,Sparkle Ponies,13,11,"09/22/2018, 11:00",Pool D
Loco,Rally,13,8,"09/22/2018, 13:00",Pool D
Sparkle Ponies,The Bandits,13,10,"09/22/2018, 13:00",Pool D
b,r,e,a,k
clusters,Round 4 Crossovers
cluster,Crossovers
AMP,Alloy,15,9,"09/22/2018, 15:00",
Space Heater,Loco,13,2,"09/22/2018, 15:00",
Rally,Legion,14,9,"09/22/2018, 15:00",
Distelfink,Ant Madness,8,12,"09/22/2018, 15:00",
Jughandle,Sparkle Ponies,14,9,"09/22/2018, 15:00",
HVAC,8 Bit Heroes,8,15,"09/22/2018, 15:00",
b,r,e,a,k
brackets,Brackets
bracket,1st/2nd Place
AMP,Space Heater,13,9,"09/23/2018, 13:00",1st/2nd Place
AMP,Loco,15,3,"09/23/2018, 11:00",1st Semifinals
Alloy,Space Heater,11,13,"09/23/2018, 11:00",1st Semifinals
8 Bit Heroes,Space Heater,5,15,"09/23/2018, 09:00",1st Quarters
AMP,Jughandle,15,10,"09/23/2018, 09:00",1st Quarters
Loco,Ant Madness,15,6,"09/23/2018, 09:00",1st Quarters
Alloy,Rally,15,11,"09/23/2018, 09:00",1st Quarters
bracket,3rd/4th Place
Jughandle,Loco,14,12,"09/23/2018, 15:00",3rd/4th Place
Jughandle,Alloy,12,11,"09/23/2018, 13:00",3rd Semifinals
Rally,Loco,10,12,"09/23/2018, 13:00",3rd Semifinals
Jughandle,Ant Madness,15,6,"09/23/2018, 11:00",3rd Quarters
Rally,8 Bit Heroes,15,6,"09/23/2018, 11:00",3rd Quarters
bracket,7th/8th Place
Ant Madness,8 Bit Heroes,11,12,"09/23/2018, 13:00",7th/8th Place
bracket,5th/6th Place
Alloy,Rally,0,0,"09/23/2018, 15:00",5th/6th Place
bracket,9th/10th Place
Legion,Distelfink,8,6,"09/23/2018, 13:00",9th/10th Place
Legion,HVAC,14,6,"09/23/2018, 11:00",9th Semifinals
Sparkle Ponies,Distelfink,7,10,"09/23/2018, 11:00",9th Semifinals
Legion,Crucible,15,9,"09/23/2018, 09:00",9th Quarters
The Process,HVAC,13,14,"09/23/2018, 09:00",9th Quarters
Sparkle Ponies,Fake Newport News,15,6,"09/23/2018, 09:00",9th Quarters
The Bandits,Distelfink,5,13,"09/23/2018, 09:00",9th Quarters
bracket,11th/12th Place
HVAC,Sparkle Ponies,10,8,"09/23/2018, 13:00",11th/12th Place
bracket,13th/14th Place
Crucible,The Bandits,3,7,"09/23/2018, 13:00",13th/14th Place
Crucible,The Process,11,9,"09/23/2018, 11:00",13th Semifinals
Fake Newport News,The Bandits,5,13,"09/23/2018, 11:00",13th Semifinals
bracket,15th/16th Place
The Process,Fake Newport News,9,0,"09/23/2018, 13:00",15th/16th Place
b,r,e,a,k
