Northeast Mixed Regional Championship,Club - Mixed ,22,9,2018
Devens,MA,2018-09-22,2018-09-23
https://play.usaultimate.org/events/Northeast-Mixed-Regional-Championship-2018/schedule/Mixed/Club-Mixed
Wild Card,1
21,Megan Vanderhooft
21,Michael Mason
21,Olivia Prosak
33,William Thornton
49,Lamia Farah
b,r,e,a,k
Birds,16
0,Brandon Eng
0,Brian Walsh
0,Chris Walsh
0,Allison Dowling
0,Danica Vasa
0,John Shelley
0,Madison Cannon
0,Madison Asher
0,Marisa Gargaro
0,Matthew Auletta
0,Veronica Auletta
1,May Patino
8,Angela Petrus
10,Patricia Burks
11,Josiah Zoodsma
15,James Green
17,Whitney McCarthy
21,Christopher Cabot
22,Marisa Taliercio
24,Benjamin Sokolowsky
30,Jessica Jolley
31,Collin Bartoldus
38,Will Burks
40,Justin Thomas
42,Kevin Burke
54,Daniel Stern
96,Eric Cannella
b,r,e,a,k
XIST,4
1,Robert Smith
2,Karen Chalif
3,Gary Dixon
6,Jessica Shatkin
7,Ryan Drost
9,Isaiah Bryant
10,Tricia Smit
11,Angel Li
12,Joe Babbino
14,Robert Rickert
15,Matthew Baum
16,Sasinya Scott
17,Kevin Ludwig
18,Caitlyn Hauswirth
19,Tim Gilboy
21,Cara Brown
22,Alexander Hem
24,Julie Xia
28,Rachel Attix
33,Brian Varis
36,Matt Wiener
42,Tim Kominos
44,Ruthie Tabatchnick
52,Sarah Kay Dela Cruz
80,Hannah Garfield
85,Jacqueline Lee
88,David Koch
b,r,e,a,k
Metro North,5
1,Theodore Mason
2,Jenna Forman
5,Dwight Harris
6,Diana Cornell
8,Alex Grintsvayg
9,Austin Raymond
10,Matt Chun
12,Emma Stoltze
13,Erin Leonard
14,Joseph Ouellette
20,Sarah Heffernan
21,Molly McCauley
22,Darren McAuliffe
23,Allison Springer
24,Seth Canetti
25,Trey (George) Katzenbach
26,Andrew Bosco
27,Maureen McCamley
32,Lauren Doyle
36,Adam Stern
39,Brent Anderson
42,Mary Glickman
47,Lucas Murphy
80,John Palmer
81,Sean Murray
88,Nicole Hair
92,Bryan Forman
b,r,e,a,k
Garbage Plates,10
0,Akash Patel
0,ALEXANDER NEE
0,Amanda Davis
0,Anissa Elahi
0,Bradford Montgomery
0,Jiashi Han
0,KATIE VAUGHAN
0,Ken (KJ) Dziak
0,Kyle Morgan
0,Madeline Schwenker-Punnett
0,Marisa Wilson
0,Matthew Rybak
0,Matthew Cameron
0,CARTER MIDDLETON
0,Chelsea Rybak
0,Christine Purtell
0,Daniel Horrigan
0,Dudley Loew
0,Wilson Gardner
10,Erin Sullivan
10,Laura Mendomo
11,NICOLE MEO
11,Briana Newman
13,William Johnson
20,Becky Gravenstede
28,Angela Dana
88,Nate August
b,r,e,a,k
Titan NE,15
0,Brad Smith
0,Chris Zybert
0,ADAM JOHNSTON
0,Erica Tangney
0,Jared Jandreau
0,Kristen Stasinowsky
0,Kylie Thibodeau-Harvey
0,Laura Cassetty
0,Meredith Duffy
0,Nicholas Adolph
0,Nora Hoover
0,Olivia Arent
0,Kacy Thibodeau-Harvey
0,Scott Stailing
0,Tim Cardoso
0,Valerie Willocq
4,Ciaran Shaughnessy
9,John Sullivan
11,Paul Rees II
20,Ashton Wollett
21,Taylor Stewart
35,Corey Flynn
40,Holden Cookson
41,Lewis Seton
43,Jessica Jandreau
47,Kevin Chen
56,Jen Beatty
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Wild Card,UNION,13,7,"09/22/2018, 09:00",Pool A,Final
Heartless,Sunken Circus,8,11,"09/22/2018, 09:00",Pool A,Final
Wild Card,Sunken Circus,14,9,"09/22/2018, 11:00",Pool A,Final
Heartless,UNION,14,15,"09/22/2018, 11:00",Pool A,Final
Wild Card,Heartless,15,6,"09/22/2018, 13:00",Pool A,Final
UNION,Sunken Circus,10,8,"09/22/2018, 13:00",Pool A,Final
pool,Pool B
Snake Country,The Feminists,13,4,"09/22/2018, 09:00",Pool B,Final
Happy Valley,Grand Army,8,14,"09/22/2018, 09:00",Pool B,Final
Snake Country,Grand Army,14,5,"09/22/2018, 11:00",Pool B,Final
Happy Valley,The Feminists,15,12,"09/22/2018, 11:00",Pool B,Final
Snake Country,Happy Valley,15,3,"09/22/2018, 13:00",Pool B,Final
The Feminists,Grand Army,7,12,"09/22/2018, 13:00",Pool B,Final
pool,Pool C
Slow White,Darkwing,15,6,"09/22/2018, 09:00",Pool C,Final
League of Shadows,Birds,11,10,"09/22/2018, 09:00",Pool C,Final
Slow White,Birds,15,1,"09/22/2018, 11:00",Pool C,Final
League of Shadows,Darkwing,12,8,"09/22/2018, 11:00",Pool C,Final
Slow White,League of Shadows,14,9,"09/22/2018, 13:00",Pool C,Final
Darkwing,Birds,12,9,"09/22/2018, 13:00",Pool C,Final
pool,Pool D
XIST,Garbage Plates,15,6,"09/22/2018, 09:00",Pool D,Final
Metro North,Titan NE,15,4,"09/22/2018, 09:00",Pool D,Final
XIST,Titan NE,13,7,"09/22/2018, 11:00",Pool D,Final
Metro North,Garbage Plates,11,10,"09/22/2018, 11:00",Pool D,Final
XIST,Metro North,13,11,"09/22/2018, 13:00",Pool D,Final
Garbage Plates,Titan NE,12,8,"09/22/2018, 13:00",Pool D,Final
b,r,e,a,k
clusters,Saturday Crossovers
cluster,Crossover
Wild Card,Slow White,13,15,"09/22/2018, 15:00",,Final
Snake Country,XIST,15,10,"09/22/2018, 15:00",,Final
Metro North,Happy Valley,15,11,"09/22/2018, 15:00",,Final
League of Shadows,Sunken Circus,15,7,"09/22/2018, 15:00",,Final
Grand Army,Garbage Plates,12,9,"09/22/2018, 15:00",,Final
UNION,Darkwing,15,9,"09/22/2018, 15:00",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
XIST,Snake Country,11,15,"09/23/2018, 13:00",1st and 2nd Place,Final
Grand Army,XIST,8,15,"09/23/2018, 11:00",1st Place Semis,Final
Metro North,Snake Country,11,15,"09/23/2018, 11:00",1st Place Semis,Final
Slow White,Grand Army,10,15,"09/23/2018, 09:00",1st Place Quarters,Final
UNION,XIST,10,13,"09/23/2018, 09:00",1st Place Quarters,Final
Wild Card,Metro North,12,13,"09/23/2018, 09:00",1st Place Quarters,Final
League of Shadows,Snake Country,10,14,"09/23/2018, 09:00",1st Place Quarters,Final
bracket,3rd Place Bracket
Slow White,Wild Card,13,12,"09/23/2018, 15:00",3rd Place,Final
Slow White,Metro North,15,9,"09/23/2018, 13:00",3rd Place Semis,Final
Wild Card,Grand Army,15,7,"09/23/2018, 13:00",3rd Place Semis,Final
Slow White,UNION,15,10,"09/23/2018, 11:00",3rd Place Quarters,Final
Wild Card,League of Shadows,13,8,"09/23/2018, 11:00",3rd Place Quarters,Final
bracket,5th Place Bracket
Metro North,Grand Army,0,0,"09/23/2018, 15:00",5th Place,Cancelled
bracket,7th Place Bracket
UNION,League of Shadows,11,9,"09/23/2018, 13:00",7th Place,Final
bracket,9th Place Bracket
The Feminists,Happy Valley,1,0,"09/23/2018, 13:00",9th Place,Final
Garbage Plates,The Feminists,11,15,"09/23/2018, 11:00",9th Place Semis,Final
Happy Valley,Titan NE,15,9,"09/23/2018, 11:00",9th Place Semis,Final
Garbage Plates,Birds,12,11,"09/23/2018, 09:00",9th Place Quarters,Final
The Feminists,Sunken Circus,15,11,"09/23/2018, 09:00",9th Place Quarters,Final
Heartless,Happy Valley,0,1,"09/23/2018, 09:00",9th Place Quarters,Final
Titan NE,Darkwing,11,9,"09/23/2018, 09:00",9th Place Quarters,Final
bracket,11th Place Bracket
Garbage Plates,Titan NE,1,0,"09/23/2018, 13:00",11th Place,Final
bracket,13th Place Bracket
Birds,Darkwing,10,14,"09/23/2018, 13:00",13th Place,Final
Birds,Sunken Circus,12,7,"09/23/2018, 11:00",13th Place Semis,Final
Heartless,Darkwing,10,15,"09/23/2018, 11:00",13th Place Semis,Final
bracket,15th Place Bracket
Sunken Circus,Heartless,0,0,"09/23/2018, 13:00",15th Place,Cancelled
b,r,e,a,k
