Presidents' Day Invitational Powered by Savage 2018,College - Men ,17,2,2018
https://play.usaultimate.org/events/Presidents-Day-Invitational-Tournament-2018/schedule/Men/CollegeMen/
Oregon,1
85,Siddhesh Naik
b,r,e,a,k
Washington,2
3,Nicholas Roberts
6,Luke Rodriguez
8,William Ojemann
9,Spencer Lofink
02,Porter Jones
04,Gabriel Ross
05,Jakob Steen
07,Maximilian Landa
10,Quinn Marshall
12,Weicheng Lou
13,Jason Peacher-Ton
14,Steven Benaloh
15,Derek Mourad
17,Will Simms
18,Matthew Liu
19,Alva Wei
20,Conor Courtney
22,Zach Airth
23,Xiao Dong Liu
27,Peter Johnson
29,Michael Buyco
30,Nels Schimek
31,Khoi Nguyen
34,Elias Baldwin
38,Manuel Eckert
44,Noah Kregenow
77,Nicolas Leitmann-Niimi
b,r,e,a,k
Oregon State,7
00,Tyler MacMaster
03,Drew Peterschmidt
04,Nick Maher
06,Andrew Lewis
08,Andrew McCullough
09,James Palmiter
11,Aaron Peterschmidt
12,Dan Baumgartner
17,Tobias Bird
18,Conner Stillwell
22,Sebastian Coslow
26,Taylor White
28,George Rear
32,Michael Woo
36,Adam Schneiderhan
45,Zach Heiden
47,Lukas Dumestre
62,Quinn Buermeyer
67,Aaron Rogers
77,Jack Hubner
79,Benjamin Liu-May
82,Owen Welch
b,r,e,a,k
Cornell,18
0,Plato Deliyannis
0,Andrew Gavin
0,Binli Huang
0,Gabriel Curran
0,Graham Cohen
0,Maximilian Kong
0,Noah Schulman
0,Yi Fan Wang
1,Christopher Wan
2,Maxwell Tomsick
07,Eliyahu Lehmann 
08,Jineet Patel
10,Spencer DeRoos
11,Zachary Chen
14,Sam VanNoy
15,Aidan Mackenzie
17,David Maniloff
18,Vincent Calderon
21,Randy Tang
26,Matt Burke
33,Evan Greenberg
43,Leo Decter
47,Patrick Voorhees
55,Pablo Avila
55,JOSHUA KLEIN
81,Maxwell Wrobel
b,r,e,a,k
San Diego State,15
0,Daniel Robinson
0,Steven Silverglate
02,Mitch Wellman
04,Brian Haley
05,Brady Dove
06,JJ Rogers
08,Michael Brogan
13,Harrison Hayes
16,Joseph Huppert
17,Zachary Leon
18,Joshua Schroeder
21,Tyler Best
22,Tim Anaya
23,Rodman Stuhlmuller
24,Robert Horewitz
26,Ryan Wilbanks
28,Nathan Machak
30,Hayden McAdoo
31,Daniel Patton
37,Daniel Koble
39,Noble Schlueter
50,Matthew Jensen
94,Josiah Reeve
b,r,e,a,k
California-San Diego,10
0,Adam Stafford
0,Andrew Ma
0,Anton Panis
0,Ben Kumler
0,Bernard Suwirjo
0,Blake Gabel
0,Ethan Li
0,Gaoweiang Dong
0,Isaac Rehg
0,James Kasic
0,James McGuinness
0,Jules Fogarty
0,Kiran Potula
0,Quomel Imani
0,Ryan Amely-Shannon
0,Shawn Krystkowiak
0,Tyler Koo
1,Jackie Wong
2,Bryce Lozinski
3,Michael Huang
08,Mazden Mastromauro
14,John Geller
24,Eric Hytönen
36,Stefan Samu
64,Chris Luke
70,Sequoya Daniels
72,Gene He
97,Zachary Murez
b,r,e,a,k
Colorado,3
0,Alex Atkins
02,Alex Tatum
03,Ben Goldman
04,Jack Drumright
05,Saeed Semrin
06,Erik Hotaling
07,Sean Chapel
09,Matthew Loughridge 
12,Girish Narayanswamy
13,Gregory Blumer
16,Christopher Larson
17,Zane Barber
19,Isaac Chestler
21,Jason Otsuki
22,Thomas Brewster
23,Noah Pollack
24,Mathieu Agee
32,Sam Hammar
33,Christopher Ward
34,Michael Fruge
39,Jack Ziemer
42,Jacob Reed
88,Quinn Finer
b,r,e,a,k
Cal Poly-SLO,6
02,Chris Kaspar
03,Simon Krauter
08,Dillon Whited
09,Nathan Pettyjohn
10,Jeremy Dolezal-Ng
11,Hudson Stuck
13,Theodore Watkins
14,Dean Otsuka
15,Allen Zhai
17,Joshua (Slater) Levey
19,Conor Schofield
20,Sean Liston
21,Caleb Merriam
22,William Wilcox
24,Nate Johnson
26,Jansen Selenis
28,Morgan Sommer
31,Samuel Wedegaertner
33,Ian Sweeney
35,Justin Ting
41,Orr Goldberg
42,Keaton Bates
52,Andrew Stratford
57,Jackson Rhodes
87,Matthew Ryan
95,Jake Biancur
b,r,e,a,k
California-Santa Barbara,14
0,Mitchell Solkov
0,Nathan Steinert
1,Jeffrey Frye
2,Stefan Crigler
3,Isaac Hsu
8,Bailey Wu
11,Adonay Bahta
12,Alexandre Kupelian
15,Brice Redmond
17,Robert Odum
19,David Vanderzee
21,Jason Zeidman
22,Duncan Brin
23,Patrick Godfrey
23,Stephen Smoots
24,Arthur Pan
26,Brendan Champlin
32,Kieran Bates
34,Sean Flaherty
37,Kyle Johnson
42,Marcel Osborne
43,Xavier Prochaska
99,Max de Visser
b,r,e,a,k
Chicago,11
2,Peter Bound
3,Kaden Han
5,Kenneth Debacker
10,David Ran
13,Judah Newman
14,Eric Weine
18,Evan Gorstein
19,Dylan Petiprin
21,Guilherme Soares
23,Jeff Zhao
25,Hayden Mans
27,Milan Rivas
29,Isaac Harris
32,Sean McSweeney
40,Alan Countess
42,Timothy Koay
45,Will Clay
56,DeAngelo Barragan
94,Jason  Vallee
b,r,e,a,k
Southern California,5
0,Alexander Tovar
0,Camilo Barrera
0,Ghenki Okumoto
0,Gideon Elson
0,Jonathan Jalajas
0,Max Moon
0,Max Hattem
0,Randy Hoang
2,Sam Cook
3,Ricky Kirkpatrick
4,Wyatt Paul
8,Diego Frankel
14,Tyler Prime
17,Brian Greenbaum
18,Phillip Yang
29,David Sealand
44,Daniel Rabinovich
45,Michael Sylvester
55,Drew Okenfuss
75,Benjamin Ma
b,r,e,a,k
Western Washington,4
0,Ryan Schluter
03,Dennis Casio
05,Logan Chantelois
10,ADAM CHOI
11,Ian Browning
12,Curren Hamlet
13,Graham Manson
14,Oliver Fox
15,EARL LE
17,Christopher Penuelas
19,Jonas Golden
20,Daniel Mah
21,Joshua Kent
22,Liam O'Neill
23,Yuval Arian
24,Amanze Oleru
27,Aaron Glickman
29,Kunyao  Zhang 
38,Alexander Grey
43,Daniel Lorigan
55,Morgan Higgins
63,Victor Ramirez
80,Liam Bateman
89,Tim Klacik
97,John George
98,Aldous Root
99,Gavin Maxwell
b,r,e,a,k
California,12
1,Neil Thomas
2,Nick Sparago
3,Mason Chupka
6,Maxwell Fenton
6,Alexander Pan
8,Jesus Avila
9,Elliot Davis
10,Ben Chiu
10,Suraj Patel
11,Glenn Wysen
12,Munis Thahir
14,Joshua Yuan
15,Jacob Bruner
16,Dylan Maxwell
17,Ashwin Vaidyanathan
18,Jacob McCurdy
21,Derek Tang
22,Christopher Lung
23,Trevor Aquino
25,Tommy Lin
26,Rajiv Sambharya
59,Liam Kreiss
77,Brian Kooperberg
81,Ben Bavonese
b,r,e,a,k
Utah State,13
0,ADAM PACK
0,Alan Huang
0,Elijah Kimmel
0,Jacob Stachewicz
0,JACOB MANNA
0,Joshua Webster
0,Skyler Jones
0,Teagan Jackson
0,Camron Manker
2,Derek Smith
7,Aleksandar Maccabee
23,Bradley Collette
88,Christian Berger
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Oregon,Santa Clara,13,8,"02/17/2018, 09:00",Pool A
Oregon,UCLA,13,10,"02/17/2018, 10:30",Pool A
UCLA,Santa Clara,10,13,"02/17/2018, 12:00",Pool A
Utah,UCLA,12,10,"02/17/2018, 23:00",Pool A
Oregon,Illinois,13,8,"02/18/2018, 02:00",Pool A
Oregon,Utah,13,8,"02/18/2018, 03:30",Pool A
Illinois,Santa Clara,13,7,"02/18/2018, 03:30",Pool A
Illinois,UCLA,12,11,"02/18/2018, 05:00",Pool A
Utah,Santa Clara,12,11,"02/18/2018, 05:00",Pool A
Utah,Illinois,13,8,"02/18/2018, 14:30",Pool A
pool,Pool B
Washington,Cornell,13,6,"02/17/2018, 09:00",Pool B
Oregon State,San Diego State,13,7,"02/17/2018, 09:00",Pool B
Oregon State,California-San Diego,13,9,"02/17/2018, 10:30",Pool B
Washington,San Diego State,13,4,"02/17/2018, 10:30",Pool B
Washington,California-San Diego,13,7,"02/17/2018, 12:00",Pool B
San Diego State,Cornell,2,13,"02/17/2018, 12:00",Pool B
Washington,Oregon State,12,7,"02/17/2018, 13:30",Pool B
California-San Diego,Cornell,5,8,"02/17/2018, 13:30",Pool B
California-San Diego,San Diego State,7,9,"02/17/2018, 15:00",Pool B
Oregon State,Cornell,10,9,"02/17/2018, 15:00",Pool B
pool,Pool C
Colorado,Cal Poly-SLO,12,10,"02/17/2018, 13:00",Pool C
Chicago,California-Santa Barbara,9,11,"02/17/2018, 13:00",Pool C
Colorado,Chicago,15,2,"02/17/2018, 14:30",Pool C
Cal Poly-SLO,California-Santa Barbara,15,7,"02/17/2018, 14:30",Pool C
Colorado,California-Santa Barbara,13,12,"02/17/2018, 16:00",Pool C
Cal Poly-SLO,Chicago,15,9,"02/17/2018, 16:00",Pool C
pool,Pool D
Western Washington,California,13,10,"02/17/2018, 13:00",Pool D
Southern California,Utah State,13,7,"02/17/2018, 13:00",Pool D
Western Washington,Utah State,15,6,"02/17/2018, 14:30",Pool D
Southern California,California,12,11,"02/17/2018, 14:30",Pool D
Western Washington,Southern California,12,13,"02/17/2018, 16:00",Pool D
California,Utah State,15,3,"02/17/2018, 16:00",Pool D
b,r,e,a,k
pools,Power Pools
pool,Pool E
Cal Poly-SLO,Cornell,14,6,"02/18/2018, 09:00",Pool E
Oregon,Cornell,14,7,"02/18/2018, 10:30",Pool E
Oregon,Cal Poly-SLO,15,10,"02/18/2018, 12:00",Pool E
pool,Pool F
Washington,Western Washington,11,7,"02/18/2018, 12:00",Pool F
Western Washington,Illinois,13,10,"02/18/2018, 23:00",Pool F
Washington,Illinois,13,6,"02/19/2018, 12:30",Pool F
pool,Pool G
Colorado,California,12,11,"02/18/2018, 10:30",Pool G
Utah,California,7,15,"02/18/2018, 23:00",Pool G
Colorado,Utah,14,6,"02/19/2018, 02:00",Pool G
pool,Pool H
Oregon State,California-Santa Barbara,10,11,"02/18/2018, 09:00",Pool H
Southern California,California-Santa Barbara,13,9,"02/18/2018, 10:30",Pool H
Southern California,Oregon State,9,12,"02/18/2018, 12:00",Pool H
pool,Pool I
Chicago,California-San Diego,11,10,"02/18/2018, 09:00",Pool I
Santa Clara,California-San Diego,11,8,"02/18/2018, 10:30",Pool I
Santa Clara,Chicago,7,14,"02/18/2018, 12:00",Pool I
pool,Pool J
Utah State,UCLA,5,15,"02/18/2018, 09:00",Pool J
San Diego State,UCLA,4,15,"02/18/2018, 10:30",Pool J
San Diego State,Utah State,11,10,"02/18/2018, 12:00",Pool J
b,r,e,a,k
clusters,9th Place Cross-Over Round
cluster,9th Place Cross Over Game
Cornell,Chicago,9,8,"02/19/2018, 08:30",
California-Santa Barbara,San Diego State,6,10,"02/19/2018, 08:30",
Utah,UCLA,8,10,"02/19/2018, 22:30",
Illinois,Santa Clara,11,9,"02/19/2018, 22:30",
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Oregon,Cal Poly-SLO,12,9,"02/19/2018, 14:30",Finals
Oregon,California,13,10,"02/19/2018, 13:00",Semi-Finals
Colorado,Cal Poly-SLO,9,11,"02/19/2018, 13:00",Semi-Finals
Oregon,Western Washington,12,7,"02/18/2018, 13:30",Quarter-Finals
Oregon State,California,9,12,"02/18/2018, 13:30",Quarter-Finals
Colorado,Southern California,11,7,"02/18/2018, 13:30",Quarter-Finals
Washington,Cal Poly-SLO,9,12,"02/18/2018, 13:30",Quarter-Finals
bracket,3rd Place 
California,Colorado,10,7,"02/19/2018, 14:30",3rd Place Game
bracket,5th Place Bracket
Western Washington,Southern California,10,9,"02/19/2018, 11:30",5th Place Finals
Western Washington,Oregon State,12,9,"02/19/2018, 10:00",5th Place Semis
Southern California,Washington,11,6,"02/19/2018, 10:00",5th Place Semis
bracket,7th Place
Oregon State,Washington,6,12,"02/19/2018, 11:30",7th Place Game
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place Bracket
Cornell,Illinois,4,15,"02/20/2018, 01:30",9th Place Finals
Cornell,UCLA,9,8,"02/19/2018, 10:00",9th Place Semis
San Diego State,Illinois,7,11,"02/20/2018, 00:00",9th Place Semis
bracket,11th Place 
UCLA,San Diego State,1,0,"02/19/2018, 11:30",11th Place Game
bracket,13th Place Bracket
California-Santa Barbara,Utah,0,0,"02/20/2018, 04:30",13th Place Finals
Chicago,California-Santa Barbara,8,14,"02/19/2018, 13:00",13th Place Semis
Utah,Santa Clara,1,0,"02/20/2018, 03:00",13th Place Semis
bracket,15th Place
Chicago,Santa Clara,0,0,"02/19/2018, 14:30",15th Place Game
bracket,17th Place
California-San Diego,Utah State,12,7,"02/19/2018, 08:30",17th Place Game
b,r,e,a,k
