Mid-Atlantic Men's Regional Championship,Club - Men ,22,9,2018
Frederica,DE,2018-09-22,2018-09-23
https://play.usaultimate.org/events/Mid-Atlantic-Mens-Regional-Championship-2018/schedule/Men/Club-Men/
Pittsburgh Temper,1
69,Kevin Versteeg
b,r,e,a,k
Garden State Ultimate,11
teamInfo,,"Princeton, New Jersey",http://gardenstateultimate.com/,,https://twitter.com/gardenstateulti
coaches,Eileen Murray,Gregory Stolowski
0,Brian Magerr
0,Conor Kline
0,Jesse Hynes
0,Matt Lefebvre
0,Roosevelt Ward
2,Andrew O'Connor
3,Elliot Lee
4,Jordan Richmond
5,Michael Campanella
6,Miles Eckardt
6,Jibran Mieser
8,Sean Reischel
9,Kevin Wang
10,Shashank Alladi
11,Scott Xu
12,Bobby Puhak
16,Alex Liu
23,Angelo Olcese
25,Charlie Patten
26,Colin Masino
34,Jacob Price
46,Tristan Yarter
61,Matthew Weintraub
64,Benjamin Levy
77,Bo Li
82,Marques Brownlee
96,David Wenzel
b,r,e,a,k
Richmond Floodwall,5
teamInfo,,"Richmond, Virginia",,https://www.facebook.com/FloodwallUltimate?fref=ts,
0,Akram Abudheer
0,Garrett Braun
0,Jameson Hinkle
0,Jericho Payne
0,Justin Morrison
0,Tim Jackson
0,Torin Porter
0,Trent Cooper
0,Morgan Robinson
0,Paolo Yalung
3,Curtis Farmer
4,Matthew Beaudet
7,Danny Krug
8,Kristopher Harrison
9,Aaron Reynolds
10,Matthew Reynolds
12,Justin Keller
13,Ethan Downs
18,William McGovern
21,Jack Field
23,Sam Gillespie
25,Douglas Self
29,Benjamin Tannenwald
29,Josh (Red) Reynolds
40,Alex Jenkins
46,Benjamin Scharadin
81,Tyler Berkeley
b,r,e,a,k
Town Hall Stars,14
teamInfo,,"College Park, Maryland",,,
0,Jack Hermann
00,Jeremy Knopf
00,Justin Argauer
00,Liam Toal
00,Mac Keller
00,Mason Banner
00,Raymond Tann
00,Robert Krasnansky
00,Samuel Brecker
00,Taylor Knapp
00,Tejas Mavanur
00,Udit Sharma
00,William Xu
00,Adam Ehrenberg
00,Austin Chau
00,Brian Oluwo
00,Christopher Leung
00,Colin McLaughlin
00,Collier Cobb
00,Daniel Friedman-Brown
00,DOUGLAS LAVIN
00,Ethan Tsirulik
00,Grant Simons
20,Isaac Kinton
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Pittsburgh Temper,Rumspringa,13,6,"09/22/2018, 11:00",Pool A,Final
John Doe,Watchdogs,13,8,"09/22/2018, 11:00",Pool A,Final
Pittsburgh Temper,Watchdogs,13,5,"09/22/2018, 13:00",Pool A,Final
John Doe,Rumspringa,13,9,"09/22/2018, 13:00",Pool A,Final
Pittsburgh Temper,John Doe,13,6,"09/22/2018, 15:00",Pool A,Final
Rumspringa,Watchdogs,13,6,"09/22/2018, 15:00",Pool A,Final
pool,Pool B
Truck Stop,Slag Dump,13,3,"09/22/2018, 11:00",Pool B,Final
CITYWIDE Special,Bomb Squad,13,2,"09/22/2018, 11:00",Pool B,Final
Truck Stop,Bomb Squad,13,1,"09/22/2018, 13:00",Pool B,Final
CITYWIDE Special,Slag Dump,13,10,"09/22/2018, 13:00",Pool B,Final
Truck Stop,CITYWIDE Special,13,1,"09/22/2018, 15:00",Pool B,Final
Slag Dump,Bomb Squad,13,7,"09/22/2018, 15:00",Pool B,Final
pool,Pool C
Patrol,JAWN,13,6,"09/22/2018, 11:00",Pool C,Final
Oakgrove Boys,Adelphos,13,6,"09/22/2018, 11:00",Pool C,Final
Patrol,Adelphos,13,3,"09/22/2018, 13:00",Pool C,Final
Oakgrove Boys,JAWN,13,5,"09/22/2018, 13:00",Pool C,Final
Patrol,Oakgrove Boys,13,10,"09/22/2018, 15:00",Pool C,Final
JAWN,Adelphos,11,8,"09/22/2018, 15:00",Pool C,Final
pool,Pool D
Medicine Men,Garden State Ultimate,12,14,"09/22/2018, 11:00",Pool D,Final
Richmond Floodwall,Town Hall Stars,13,7,"09/22/2018, 11:00",Pool D,Final
Medicine Men,Town Hall Stars,13,4,"09/22/2018, 13:00",Pool D,Final
Richmond Floodwall,Garden State Ultimate,13,9,"09/22/2018, 13:00",Pool D,Final
Medicine Men,Richmond Floodwall,13,6,"09/22/2018, 15:00",Pool D,Final
Garden State Ultimate,Town Hall Stars,13,5,"09/22/2018, 15:00",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Pittsburgh Temper,Truck Stop,6,15,"09/23/2018, 13:00",1st Place Finals,Final
Pittsburgh Temper,Medicine Men,15,4,"09/22/2018, 17:00",1st Place Semis,Final
Patrol,Truck Stop,7,15,"09/22/2018, 17:00",1st Place Semis,Final
bracket,2nd Place Bracket
Pittsburgh Temper,Patrol,14,13,"09/23/2018, 15:00",2nd Place Finals,Final
Medicine Men,Patrol,13,14,"09/23/2018, 13:00",2nd Place Semis,Final
Medicine Men,CITYWIDE Special,14,13,"09/23/2018, 11:00",2nd Place Quarters,Final
Garden State Ultimate,Patrol,10,13,"09/23/2018, 11:00",2nd Place Quarters,Final
Richmond Floodwall,CITYWIDE Special,11,14,"09/23/2018, 09:00",2nd Place Prequarters,Final
John Doe,Garden State Ultimate,8,15,"09/23/2018, 09:00",2nd Place Prequarters,Final
Oakgrove Boys,Richmond Floodwall,11,13,"09/22/2018, 17:00",2nd Place Play In,Final
Rumspringa,CITYWIDE Special,10,15,"09/22/2018, 17:00",2nd Place Play In,Final
John Doe,Slag Dump,15,7,"09/22/2018, 17:00",2nd Place Play In,Final
JAWN,Garden State Ultimate,2,15,"09/22/2018, 17:00",2nd Place Play In,Final
bracket,7th Place
Richmond Floodwall,John Doe,13,15,"09/23/2018, 11:00",7th Place,Final
bracket,9th Place Bracket
Rumspringa,Slag Dump,13,15,"09/23/2018, 11:00",9th Place Finals,Final
Oakgrove Boys,Rumspringa,12,15,"09/23/2018, 09:00",9th Place Semis,Final
Slag Dump,JAWN,15,10,"09/23/2018, 09:00",9th Place Semis,Final
bracket,11th Place
Oakgrove Boys,JAWN,15,13,"09/23/2018, 11:00",11th Place,Final
bracket,13th Place Bracket
Watchdogs,Adelphos,10,15,"09/23/2018, 11:00",13th Place Finals,Final
Watchdogs,Town Hall Stars,15,10,"09/23/2018, 09:00",13th Place Semis,Final
Adelphos,Bomb Squad,14,13,"09/23/2018, 09:00",13th Place Semis,Final
bracket,15th Place 
Town Hall Stars,Bomb Squad,0,0,"09/23/2018, 11:00",15th Place,Scheduled
b,r,e,a,k
