Club Terminus 2018,Club - Men ,21,7,2018
https://play.usaultimate.org/events/Club-Terminus-2018/schedule/Men/Club-Men/
Chain Lightning,1
61,Caleb Stanish
77,Michael Hultquist
88,Corey Silvestri
b,r,e,a,k
Southern Hospitality,7
0,Billy O'Bryan
0,Brandon Beers
0,Chris Walls
0,Garris Bugg
0,Harrison Lott
0,Mark Shannon
0,Martin Newman
0,Matthew Green
0,Mitchell Corder
0,Noah Runyan
0,Trois White
0,William Bianca
0,William Thompson
5,Eric Sjostrom
9,Dustin Register
12,Jackson Crouch
18,Trey  Leonard
19,William Dickens
22,Luke Smith
28,Reid Thackerson
35,Blake Stratton
55,Sam Smith
59,Daniel Conner
b,r,e,a,k
Bullet,6
0,Alex Edinger
0,Collin Cassidy
0,Conner Stoll
0,Justin Hill
0,Norman Cherry
0,Sam Diffin
0,Samuel Trent
0,Scott Main
0,Travis Terrell
0,Victor Pria
1,Jay Burnett
3,Henry Laseter
9,Foster Boales
00,Patrick Trent
10,Adam Burgess
13,Ryan Murphy
14,Charles Loudermilk
18,Charles Robertson
24,Noah Cohen
25,Robert Hunt
28,Mack Hodges
42,Jon Fey
48,Andrew Fortier
50,Ross Barnes
50,William Johnson
b,r,e,a,k
Tanasi,3
0,Alan Huels
0,Brian Newsom
0,Clay Thomas
0,John Lithio
0,James Smith
0,Jared Trevor
0,Nicholas Stewart
0,Roger King
0,Ryder Pierce
2,Brendn Swam
5,Neil Place
12,Bryan Sansbury
14,William White
15,Ryan Seay
18,Yanni Killebrew
22,John Carden
23,Matthew Smith
23,Josh Johnson
24,Justin Badgett
24,Matthew Sui
24,Michael Ball
25,Andrew Geisel
28,Nicholas Baldwin
32,Mathew Taylor
42,Watson Anderson
64,Bryan Sandidge
71,Corey Foster
b,r,e,a,k
Memphis Belle,11
0,Dodgen Swanson
0,John Laubscher
0,Josh Bowden
0,Mitchell McConnell
0,Owen Barry
0,Philip Throckmorton
0,Ryan Moran
0,Thomas Merrill
1,Seth Faris
7,Andy Ballard
7,Bradley Kennedy
8,Riley Pope
10,BOONE MCCLELLAN
11,Jon Thomas Williams
14,Peter Barry
18,Adam Kiser
19,Zac Petty
20,Richard Szabo
21,Cameron  Boswell 
27,Garrett Wilson
28,Thomas Duke
32,Tucker  Griggs
49,Sullivan Wilkes
54,Tanner Cherry
77,Jeff Williams
b,r,e,a,k
Holy City Heathens,14
03,Asa Julien
04,Christopher Richmond
07,Ziv Agasi
08,Mike Sasko
09,Mason Huebsch
11,Stephen Young
15,Jonah Price
17,Matthew Hajek
18,Oddom Vong
21,E.C. Gibbs
22,William Swan
26,Ryan Pennell
27,Vincent James
30,Brandon Massey
40,Michael Johnson
65,THOMAS SUGGS
67,Bryon Pearson
69,Daniel Greene
81,Blake Paulson
96,Matthew Lustbader
b,r,e,a,k
Lost Boys,4
0,Brett Egger
3,Adam Bailey
4,Joshua Wilson
7,William Carmichael
8,Matthew Hogue
9,Thomas Loar
11,Joel Wooten
12,Connor Kinzie
13,Jacob Luksik
16,Clarence Frady
17,Christopher Church
18,Jake Barton
19,Kenneth Peters
20,Chuck Turner
21,Stephen Trello
23,John Bonas
24,Robert Huffman
26,Christian Gaeta
33,Devon Rogers
37,Matthew Wright
43,Robert Locke
44,Reid O'Brien
45,Lukas McClamrock
69,Kevin Tran
77,Bryan Kohut
86,Devin Waldrop
98,Lucas Tarnowski
b,r,e,a,k
Brickhouse,12
0,Conor Chickos
01,James Lockamy
02,Bailey Laberteaux
03,Austin von Alten
07,Henry Poe
11,Andrew Li
12,Austin Maune
13,Kevin Huerta
15,David Jones
21,Ethan Bloodworth
24,Michael Lee
25,Avery Acierno
27,Christopher Humphrey
28,Caleb Avery
29,Joshua Smith
33,Seth Lee
42,Jordan Perry
50,Thomas Williams
66,Michael Sweeney
80,Alexander Davis
81,Rhys Gretsch
88,Jeffrey He
93,Matthew Ellis
b,r,e,a,k
Ironmen,5
0,Crayton Patterson
0,Immanuel drew
0,Jacob Lipford
0,Landon Sagle
0,Mac Harris
0,West Dickens
1,Cameron Elmore
2,Kaleb Frames
3,John Verhayden
5,Payton Garlington
8,Jordan Chambliss
9,James  Poe
10,Scott Stone
11,Nathan Burch
15,Matt Green
16,Max Goldsmith
17,Jason Russell
21,Zach Griffin
21,Sean Williamson
23,Alexander Hill
23,Joshua Thomas
24,Fletcher Hare
24,Travis Midkiff
35,Morgan Cauthen
81,Amit Tzivion
b,r,e,a,k
Swamp Horse,13
0,Brandon French
0,Chase Stein
0,Christopher Cawley
0,James Krenger
0,Mark Mendelevitz
0,Mathew Johnson
0,Mieshko Debicki
0,Nick Hunter
0,Noah Lawrence
0,Riley Robertson
0,Joshua Newman
0,Stuart Hughes
0,Thomas  Brodeur
0,Walker Larson
2,Justin Dos Santos
9,David Witte
11,Jacob Clary
11,Connor Howell
19,Alex Mayes
64,Stephen Grondin
81,Daniel Silva
99,Jeremy Christian Stowers
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Chain Lightning,Black Lung,13,6,"07/21/2018, 09:00",Pool A
Rush Hour,War Machine,13,3,"07/21/2018, 09:00",Pool A
Chain Lightning,War Machine,13,1,"07/21/2018, 10:40",Pool A
Rush Hour,Black Lung,7,13,"07/21/2018, 10:40",Pool A
Chain Lightning,Rush Hour,13,4,"07/21/2018, 12:20",Pool A
Black Lung,War Machine,13,6,"07/21/2018, 12:20",Pool A
pool,Pool B
Freaks,Coastal Empire,12,11,"07/21/2018, 09:00",Pool B
Southern Hospitality,BaNC,8,12,"07/21/2018, 09:00",Pool B
Freaks,BaNC,13,10,"07/21/2018, 12:20",Pool B
Southern Hospitality,Coastal Empire,10,13,"07/21/2018, 12:20",Pool B
Freaks,Southern Hospitality,13,7,"07/22/2018, 08:00",Pool B
Coastal Empire,BaNC,12,8,"07/22/2018, 08:00",Pool B
pool,Pool C
Tanasi,Memphis Belle,13,7,"07/21/2018, 09:00",Pool C
Bullet,Holy City Heathens,13,8,"07/21/2018, 09:00",Pool C
Tanasi,Holy City Heathens,13,2,"07/21/2018, 10:40",Pool C
Bullet,Memphis Belle,12,10,"07/21/2018, 10:40",Pool C
Tanasi,Bullet,11,12,"07/22/2018, 08:00",Pool C
Memphis Belle,Holy City Heathens,13,7,"07/22/2018, 08:00",Pool C
pool,Pool D
Lost Boys,Brickhouse,12,10,"07/21/2018, 10:40",Pool D
Ironmen,Swamp Horse,12,8,"07/21/2018, 10:40",Pool D
Lost Boys,Swamp Horse,13,8,"07/21/2018, 12:20",Pool D
Ironmen,Brickhouse,8,11,"07/21/2018, 12:20",Pool D
Lost Boys,Ironmen,13,5,"07/22/2018, 08:00",Pool D
Brickhouse,Swamp Horse,13,7,"07/22/2018, 08:00",Pool D
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Chain Lightning,Freaks,12,11,"07/22/2018, 14:00",Championship
Chain Lightning,Lost Boys,13,6,"07/22/2018, 11:00",Semis
Brickhouse,Freaks,10,13,"07/22/2018, 11:00",Semis
Chain Lightning,Coastal Empire,13,7,"07/22/2018, 09:30",Quarters
Lost Boys,Tanasi,9,8,"07/22/2018, 09:30",Quarters
Bullet,Brickhouse,7,12,"07/22/2018, 09:30",Quarters
Freaks,Black Lung,13,5,"07/22/2018, 09:30",Quarters
bracket,3rd Place
Lost Boys,Brickhouse,1,0,"07/22/2018, 14:00",3rd Place
bracket,5th Place
Coastal Empire,Bullet,0,1,"07/22/2018, 14:00",5th Place
Coastal Empire,Tanasi,11,8,"07/22/2018, 11:00",Semis
Bullet,Black Lung,12,10,"07/22/2018, 11:00",Semis
bracket,7th Place
Tanasi,Black Lung,13,6,"07/22/2018, 14:00",7th Place
bracket,9th Place Bracket
Ironmen,BaNC,13,7,"07/22/2018, 12:30",9th Place
Southern Hospitality,Ironmen,8,11,"07/22/2018, 11:00",Semis
Swamp Horse,BaNC,6,8,"07/22/2018, 11:00",Semis
Rush Hour,Southern Hospitality,7,9,"07/22/2018, 09:30",Quarters
Ironmen,Holy City Heathens,13,8,"07/22/2018, 09:30",Quarters
Memphis Belle,Swamp Horse,6,9,"07/22/2018, 09:30",Quarters
BaNC,War Machine,13,6,"07/22/2018, 09:30",Quarters
bracket,11th Place
Southern Hospitality,Swamp Horse,9,13,"07/22/2018, 12:30",11th Place
bracket,13th Place
Rush Hour,Memphis Belle,9,11,"07/22/2018, 12:30",13th Place
Rush Hour,Holy City Heathens,10,5,"07/22/2018, 11:00",Semis
Memphis Belle,War Machine,13,2,"07/22/2018, 11:00",Semis
bracket,15th Place
Holy City Heathens,War Machine,11,4,"07/22/2018, 12:30",15th Place
b,r,e,a,k
