Stanford Invite 2018,College - Men ,3,3,2018
Fremont,CA,2018-03-03,2018-03-05
https://play.usaultimate.org/events/Stanford-Invite-2018/schedule/Men/CollegeMen/
Carleton College,1
17,Cheston Husein
18,Everett Dang
23,Zachary Cole
27,David Kim
43,Isaac Sencer
71,Houston Shrader
88,Charles Mann
89,Brett Landau
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Carleton College,British Columbia,13,6,"03/03/2018, 09:00",Pool A,Final
Cal Poly-SLO,Oregon State,14,13,"03/03/2018, 09:00",Pool A,Final
Carleton College,Oregon State,13,6,"03/03/2018, 10:50",Pool A,Final
Cal Poly-SLO,British Columbia,13,7,"03/03/2018, 10:50",Pool A,Final
Carleton College,Cal Poly-SLO,13,7,"03/03/2018, 12:40",Pool A,Final
British Columbia,Oregon State,11,12,"03/03/2018, 14:30",Pool A,Final
pool,Pool B
Oregon,Wisconsin,13,9,"03/03/2018, 09:00",Pool B,Final
Colorado,Tufts,11,9,"03/03/2018, 10:50",Pool B,Final
Oregon,Colorado,13,5,"03/03/2018, 12:40",Pool B,Final
Wisconsin,Tufts,11,10,"03/03/2018, 12:40",Pool B,Final
Oregon,Tufts,13,6,"03/03/2018, 14:30",Pool B,Final
Colorado,Wisconsin,8,11,"03/03/2018, 14:30",Pool B,Final
pool,Pool C
North Carolina,California,13,7,"03/03/2018, 09:00",Pool C,Final
Pittsburgh,Brigham Young,13,9,"03/03/2018, 09:00",Pool C,Final
North Carolina,Brigham Young,13,10,"03/03/2018, 10:50",Pool C,Final
Pittsburgh,California,13,9,"03/03/2018, 10:50",Pool C,Final
North Carolina,Pittsburgh,13,8,"03/03/2018, 12:40",Pool C,Final
California,Brigham Young,11,13,"03/03/2018, 14:30",Pool C,Final
pool,Pool D
Brown,Stanford,13,6,"03/03/2018, 09:00",Pool D,Final
Washington,Emory,13,12,"03/03/2018, 10:50",Pool D,Final
Brown,Washington,7,13,"03/03/2018, 12:40",Pool D,Final
Stanford,Emory,12,8,"03/03/2018, 12:40",Pool D,Final
Brown,Emory,13,12,"03/03/2018, 14:30",Pool D,Final
Washington,Stanford,12,10,"03/03/2018, 14:30",Pool D,Final
b,r,e,a,k
brackets,Men's Bracket Play
bracket,Championship Bracket
Carleton College,North Carolina,8,13,"03/04/2018, 14:40",Finals,Final
Carleton College,Washington,13,10,"03/04/2018, 11:20",Semis,Final
North Carolina,Oregon,15,14,"03/04/2018, 11:20",Semis,Final
Wisconsin,Carleton College,6,13,"03/04/2018, 09:40",Quarters,Final
Pittsburgh,Washington,10,13,"03/04/2018, 09:40",Quarters,Final
Brown,North Carolina,7,13,"03/04/2018, 09:40",Quarters,Final
Cal Poly-SLO,Oregon,9,13,"03/04/2018, 09:40",Quarters,Final
Wisconsin,California,13,8,"03/04/2018, 08:00",PreQuarters,Final
Pittsburgh,Colorado,13,10,"03/04/2018, 08:00",PreQuarters,Final
Brown,Oregon State,13,7,"03/04/2018, 08:00",PreQuarters,Final
Cal Poly-SLO,Stanford,12,8,"03/04/2018, 08:00",PreQuarters,Final
bracket,3rd Place
Washington,Oregon,11,13,"03/04/2018, 14:40",3rd Place,Final
bracket,5th Place
Wisconsin,Brown,13,11,"03/04/2018, 14:40",5th Place,Final
Wisconsin,Cal Poly-SLO,13,9,"03/04/2018, 11:20",5th Semis,Final
Pittsburgh,Brown,10,12,"03/04/2018, 11:20",5th Semis,Final
bracket,7th Place
Cal Poly-SLO,Pittsburgh,8,11,"03/04/2018, 14:40",7th Place,Final
bracket,9th Place
Stanford,Colorado,7,13,"03/04/2018, 13:00",9th Place,Final
California,Stanford,9,11,"03/04/2018, 09:40",9th Semis,Final
Colorado,Oregon State,11,9,"03/04/2018, 09:40",9th Semis,Final
bracket,11th Place
California,Oregon State,13,10,"03/04/2018, 13:00",11th Place,Final
b,r,e,a,k
pools,Men's Consolation
pool,Pool E
British Columbia,Emory,10,9,"03/04/2018, 08:00",Pool E,Final
British Columbia,Tufts,12,10,"03/04/2018, 11:20",Pool E,Final
Tufts,Emory,8,12,"03/04/2018, 13:00",Pool E,Final
b,r,e,a,k
clusters,Showcase Game
cluster,Stanford vs. BYU
Stanford,Brigham Young,14,13,"03/02/2018, 19:00",,Final
b,r,e,a,k
