Founders Men's Sectional Championship,Club - Men ,8,9,2018
West Chester,PA,2018-09-08,2018-09-09
https://play.usaultimate.org/events/Founders-Mens-Sectional-Championship-2018/schedule/Men/Club-Men/
Pittsburgh Temper,1
0,Rey Tang
0,Ryan Mendoza
0,Sean Gai
0,Nicolaus Stalzer
0,Zachary Cincotta
1,Daniel Kline
3,George Liang
3,Will DiSturco
7,Louis Kang
8,Kunal Rath
8,Brian DiNicola
9,Dean  Klimek
12,Daniel Lee
13,Nicholas Landolfi
14,Brendon Pierce
19,Mathieu Petit
23,Otto Gomez
31,Francis Joe
32,Kyle Calhoun
32,Kalman Carmel
36,Tanner Yuhas
b,r,e,a,k
8$OLD,11
teamInfo,,"State College, Pennsylvania",,,
0,Austin Williams
0,Brian Rowan
0,Jason Ehrich
0,Matthew Radle
0,Nick Hardwick
0,Nicholas Scalzi
0,Patrick Kelly
0,Trey Williams
0,William Neumeister
10,MATT OLAH
13,Uriah Frederick
15,Joseph Snider
20,Graham Walker
24,Norman Holloway
32,Rob Davis
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Pittsburgh Temper,Trenton Takers,13,7,"09/08/2018, 10:45",Pool A,Final
Helots,Lehigh,13,4,"09/08/2018, 10:45",Pool A,Final
Pittsburgh Temper,Lehigh,13,0,"09/08/2018, 12:30",Pool A,Final
Helots,Trenton Takers,13,7,"09/08/2018, 12:30",Pool A,Final
Pittsburgh Temper,Helots,13,2,"09/08/2018, 14:15",Pool A,Final
Trenton Takers,Lehigh,9,11,"09/08/2018, 14:15",Pool A,Final
pool,Pool B
Garden State Ultimate,Mailmeñ,13,5,"09/08/2018, 09:00",Pool B,Final
Rumspringa,Bearproof,13,4,"09/08/2018, 09:00",Pool B,Final
Garden State Ultimate,Bearproof,13,2,"09/08/2018, 12:30",Pool B,Final
Rumspringa,Mailmeñ,13,7,"09/08/2018, 12:30",Pool B,Final
Garden State Ultimate,Rumspringa,10,13,"09/08/2018, 14:15",Pool B,Final
Mailmeñ,Bearproof,13,6,"09/08/2018, 14:15",Pool B,Final
pool,Pool C
CITYWIDE Special,Puppies,13,2,"09/08/2018, 09:00",Pool C,Final
Adelphos,Space Force,13,3,"09/08/2018, 09:00",Pool C,Final
CITYWIDE Special,Space Force,13,1,"09/08/2018, 10:45",Pool C,Final
Adelphos,Puppies,13,7,"09/08/2018, 10:45",Pool C,Final
CITYWIDE Special,Adelphos,12,4,"09/08/2018, 14:15",Pool C,Final
Puppies,Space Force,13,8,"09/08/2018, 14:15",Pool C,Final
pool,Pool D
Slag Dump,8$OLD,13,5,"09/08/2018, 09:00",Pool D,Final
JAWN,Tune-UP,10,7,"09/08/2018, 09:00",Pool D,Final
Slag Dump,Tune-UP,13,4,"09/08/2018, 10:45",Pool D,Final
JAWN,8$OLD,13,6,"09/08/2018, 10:45",Pool D,Final
Slag Dump,JAWN,10,7,"09/08/2018, 12:30",Pool D,Final
8$OLD,Tune-UP,8,13,"09/08/2018, 12:30",Pool D,Final
b,r,e,a,k
brackets,Brackets
bracket,1st Place Bracket
Pittsburgh Temper,Slag Dump,0,0,"09/09/2018, 09:00",Semifinals,Scheduled
CITYWIDE Special,Rumspringa,0,0,"09/09/2018, 10:45",Semifinals,Scheduled
CITYWIDE Special,JAWN,12,10,"09/08/2018, 16:00",Quarterfinals,Final
Rumspringa,Helots,13,10,"09/08/2018, 16:00",Quarterfinals,Final
Pittsburgh Temper,Garden State Ultimate,13,7,"09/08/2018, 16:00",Quarterfinals,Final
Slag Dump,Adelphos,13,6,"09/08/2018, 16:00",Quarterfinals,Final
bracket,2nd Place Bracket
bracket,5th Place Bracket
Garden State Ultimate,Helots,0,0,"09/15/2018, 14:15",5th Place,Cancelled
Helots,JAWN,1,0,"09/15/2018, 12:30",5th Place Semis,Final
Garden State Ultimate,Adelphos,13,7,"09/15/2018, 12:30",5th Place Semis,Final
bracket,7th Place Bracket
Adelphos,Helots,14,13,"09/15/2018, 14:15",7th Place,Final
Adelphos,Trenton Takers,13,7,"09/15/2018, 14:15",7th Semis,Final
Helots,Bearproof,1,0,"09/15/2018, 14:15",7th Semis,Final
b,r,e,a,k
