TCT Pro-Elite Challenge 2015 (Colorado Cup),Club - Women ,1,8,2015
Aurora,CO,2015-08-01,2015-08-02
https://play.usaultimate.org/events/TCT-Pro-Elite-Challenge/schedule/Women/Club-Women/
Brute Squad,1
87,Emily Langland
b,r,e,a,k
Nemesis,15
teamInfo,,"Chicago, Illinois",http://www.chicagonemesis.com/,https://www.facebook.com/pages/Nemesis/471825896168151,https://twitter.com/ChicagoNemesis
01,Allison Fish
02,Alexandra Hu
03,MARGARET KENNEDY
04,SAMANTHA Wolf
05,Katie Raynolds
06,Risa Umeno
07,SERVIA RINDFLEISH
08,Christina Sur
09,Kristol Das
10,Rachel Enyeart
11,Anne Hemmelgarn
13,Jessica Sipperley
15,Kimberly Streff
16,Jacqueline Lai
20,Alex Chudler
21,Amanda Dobbyn
23,Emily Hadel
27,Angelina Kim
31,Abby Shure
32,Carol Li
72,Jacqueline Jarik
77,Sara Miller
94,Emilie Willingham
99,Kathleen Dyer
b,r,e,a,k
Molly Brown,4
teamInfo,,"Denver/Boulder, Colorado",http://www.mollybrownultimate.com/,https://www.facebook.com/MollyBrownTown,https://twitter.com/MollyBrownTown
coaches,Michael Whitaker
0,CLAIRE HENLY
0,Samantha Peletier
03,Maggie Chen
06,Ashley Daly Morgan
07,Paige Applegate
09,Octavia Payne
10,Lindsey Cross
11,Dena Slattery
14,Katie Patterson
15,Dorothe Franklin
16,Megan Cousins
17,Anna Schott
18,Crystal Davis
19,Christina Mickle
21,Kristina Snodgrass
23,Lauren Boyle
24,Lisi Lohre
25,Kirstin Johnson
27,Tania Reitz
28,Sally Lambert
29,Lisa Doan
33,Jana Krutsinger
42,Carolyn Matthews
47,Rebecca Miller
49,Alicia White
52,Claire Chastain
55,Sara Taggart
b,r,e,a,k
Scandal,5
teamInfo,,"Washington, District of Columbia",http://scandalultimate.com/,https://www.facebook.com/scandalultimate,https://twitter.com/ScandalUltimate
0,Jenny Fey
0,CAITLIN REDDING
0,Jessica Larson
0,Nada Tramonte
0,Sarah Solis
0,Hannah Boone
0,Kelly Hyland
0,Anne Price
0,Kate Chang
0,Molly Roy
0,Sandra Jorgensen
0,Huldah Gronvall
0,Jessica O'Connor
0,Amy Wickner
0,Claire Smullen
0,Kathleen Ratcliff
0,Kristin Franke
0,Shino Yoshen
4,Sarah Itoh
7,Kimberly Beach
13,Alika Johnston
23,Lauren Sadler
27,Kirstin Gruver
71,SASHA BUGLER
b,r,e,a,k
Schwa,9
teamInfo,,"Portland, Oregon",,https://www.facebook.com/schwaultimate,https://twitter.com/SchwaUltimate
0,Katie Weatherhead
2,TRISHA THOMS
3,OLIVIA BARTRUFF
4,Natalie Hancock
5,MARGARET WILSON-MOSES
7,Rebecca Perston
8,ANNA HARE
9,Emelie McKain
10,Kimber Coles
11,Emily Flanders
12,Jesse Shofner
13,Kelly Hansen
14,JENNIFER TIBBALS
15,Sarah Read-Brown
17,Delia Chiu
18,Julia Sherwood
19,Julia Bladin
20,Alex Ode
21,Molly Munson
24,Bethany Kaylor
25,Lauren Truxillo
27,Hayley Wahlroos
29,Alice White-Cyr
33,Catherine (Cate) Roscoe
47,Amanda Kostic
77,Strat Stratton
b,r,e,a,k
Wildfire,16
teamInfo,,"San Diego, California",,modules/common/www.facebook.com/WildfireUltimate,https://twitter.com/sd_wildfire
coaches,Aaron Lee,TENISE LENTA
0,Elizabeth Cowan
0,Ivana Monson
1,KELLY TIDWELL
2,Camille Sultana
3,Lily Dai
4,Emily Baker
7,Kelly Mercer
11,Tiffanie Gallo
12,Linda Hamon
14,Emma Stockman
15,Brittany Cabriales
16,Jorie Moore
17,SARAH MCNEES
18,Natalie Griffin
19,Amanda Albi
21,Jane Griffin
24,Vivi Stevens
25,STACI HOWARD
29,Katrina Kalantar
50,Claire Dobson
52,Annie Ngo
57,Andrea Duran
69,Angela Wells
81,LAUREN GIBSON
89,Brenda Stevens
96,Patricia Anderson
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Brute Squad,Phoenix,12,7,"08/01/2015, 08:00",Pool A,Final
Showdown,Underground,10,11,"08/01/2015, 08:00",Pool A,Final
Brute Squad,Underground,13,5,"08/01/2015, 10:00",Pool A,Final
Showdown,Phoenix,9,13,"08/01/2015, 10:00",Pool A,Final
Brute Squad,Showdown,13,7,"08/01/2015, 14:00",Pool A,Final
Phoenix,Underground,13,4,"08/01/2015, 14:00",Pool A,Final
pool,Pool B
Traffic,BENT,13,7,"08/01/2015, 08:00",Pool B,Final
Ozone,Green Means Go,12,7,"08/01/2015, 08:00",Pool B,Final
Traffic,Green Means Go,13,7,"08/01/2015, 10:00",Pool B,Final
Ozone,BENT,10,9,"08/01/2015, 10:00",Pool B,Final
Traffic,Ozone,13,9,"08/01/2015, 12:00",Pool B,Final
BENT,Green Means Go,11,12,"08/01/2015, 12:00",Pool B,Final
pool,Pool C
Nightlock,Capitals,10,13,"08/01/2015, 08:00",Pool C,Final
Heist,Nemesis,12,8,"08/01/2015, 08:00",Pool C,Final
Nightlock,Nemesis,12,11,"08/01/2015, 12:00",Pool C,Final
Heist,Capitals,9,10,"08/01/2015, 12:00",Pool C,Final
Nightlock,Heist,11,6,"08/01/2015, 14:00",Pool C,Final
Capitals,Nemesis,10,4,"08/01/2015, 14:00",Pool C,Final
pool,Pool D
Molly Brown,Schwa,12,11,"08/01/2015, 10:00",Pool D,Final
Scandal,Wildfire,13,6,"08/01/2015, 10:00",Pool D,Final
Molly Brown,Wildfire,13,4,"08/01/2015, 12:00",Pool D,Final
Scandal,Schwa,13,8,"08/01/2015, 12:00",Pool D,Final
Molly Brown,Scandal,13,10,"08/01/2015, 14:00",Pool D,Final
Schwa,Wildfire,13,8,"08/01/2015, 14:00",Pool D,Final
b,r,e,a,k
brackets,Women's Bracket Play
bracket,1st Place Bracket
Molly Brown,Scandal,10,6,"08/02/2015, 14:00",1st Place Finals,Final
Brute Squad,Molly Brown,11,13,"08/02/2015, 10:00",1st Place Semis,Final
Scandal,Traffic,13,10,"08/02/2015, 10:00",1st Place Semis,Final
Brute Squad,Ozone,13,7,"08/02/2015, 08:00",1st Place Quarters,Final
Molly Brown,Nightlock,13,4,"08/02/2015, 08:00",1st Place Quarters,Final
Capitals,Scandal,10,11,"08/02/2015, 08:00",1st Place Quarters,Final
Traffic,Phoenix,13,8,"08/02/2015, 08:00",1st Place Quarters,Final
Ozone,Heist,13,9,"08/01/2015, 16:00",1st Place Prequarters,Final
Nightlock,Green Means Go,11,7,"08/01/2015, 16:00",1st Place Prequarters,Final
Underground,Scandal,6,13,"08/01/2015, 16:00",1st Place Prequarters,Final
Schwa,Phoenix,11,12,"08/01/2015, 16:00",1st Place Prequarters,Final
bracket,3rd Place
Brute Squad,Traffic,13,8,"08/02/2015, 12:00",3rd Place Finals,Final
bracket,5th Place Bracket
Ozone,Capitals,10,6,"08/02/2015, 12:00",5th Place Finals,Final
Ozone,Nightlock,11,8,"08/02/2015, 10:00",5th Place Semis,Final
Capitals,Phoenix,13,10,"08/02/2015, 10:00",5th Place Semis,Final
bracket,7th Place
Nightlock,Phoenix,7,13,"08/02/2015, 12:00",7th Place Finals,Final
bracket,9th Place Bracket
Heist,Green Means Go,13,6,"08/02/2015, 10:00",9th Place Finals,Final
Heist,Underground,13,8,"08/02/2015, 08:00",9th Place Semis,Final
Green Means Go,Schwa,12,10,"08/02/2015, 08:00",9th Place Semis,Final
bracket,11th Place
Underground,Schwa,8,12,"08/02/2015, 10:00",11th Place Finals,Final
b,r,e,a,k
pools,Placement Round Robin (4 Seeds)
pool,Pool F
Showdown,Nemesis,13,10,"08/01/2015, 16:00",Pool F,Final
BENT,Wildfire,11,9,"08/01/2015, 16:00",Pool F,Final
Showdown,Wildfire,13,10,"08/02/2015, 12:00",Pool F,Final
BENT,Nemesis,12,6,"08/02/2015, 12:00",Pool F,Final
Showdown,BENT,7,6,"08/02/2015, 14:00",Pool F,Final
Nemesis,Wildfire,2,7,"08/02/2015, 14:00",Pool F,Final
b,r,e,a,k
