Mixed Easterns 2015,Club - Mixed ,30,5,2015
Ayer,MA,2015-05-30,2015-05-31
https://play.usaultimate.org/events/Mixed-Easterns-2015/schedule/Mixed/Club-Mixed
Wild Card,1
10,FABRICE LUCIEN
17,Heidi Larouche
24,Jean-Philip McCutcheon
27,Vanessa Florent Gosselin
44,Jany Desrosiers
55,Jérémy Tremblay Rémillard
79,Louis Corriveau
b,r,e,a,k
Metro North,3
0,Eugene Yum
0,Ashley Gulyas (Snyder)
0,Minaqa Quinn
0,Katrina Krasnansky
0,Robert Devoogd
0,Luke Perkins
2,Diane Palmer
4,Dave Tedeyan
5,Dwight Harris
6,Diana Cornell
7,Elizabeth Middleton
8,Alex Grintsvayg
9,Austin Raymond
10,Todd Larese
11,Elizabeth LeeJohnson
11,Young Jo Fontaine
12,Emma Stoltze
15,Diana DeLeo
16,Emily Cho
18,Kendra Frederick
21,Molly McCauley
23,Allison Springer
24,Seth Canetti
26,Andrew Bosco
34,Mir Bowring
42,John Geraghty
45,William Olli
50,Dana Grandoni
54,Mari Oshiro
80,John Palmer
86,Kevin McCarthy
b,r,e,a,k
7 Express,11
5,Kyla Dayer
6,Thomas Piper
12,Joe Babbino
13,Erin Leonard
15,Matthew Baum
16,Ashley Gulyas (Snyder)
34,Kevin Liang
45,Brenton Hard
79,YOKO YAMADA
80,Ryan Drost
b,r,e,a,k
Ursidae,14
0,JACK CHEN
0,Brian York
0,Kacy Thibodeau-Harvey
0,Bailey Kirwin
0,Amana Vander-Heyden
0,Scott Stailing
0,Jared Jandreau
0,SIMONE BEAUBIEN
0,Charles Cleary
0,DEREK WYMAN
0,Tim Cardoso
0,Kelley Kirwin
0,Grace Cardarelli
0,April Flore
0,Andrew Applegate
0,Kylie Thibodeau-Harvey
4,JEREMY TOWNE
5,Jordan Taylor
8,Thomas Edmonds
14,Zachary Janosik
16,Breanna Bozzuto
22,Samuel Shapiro
37,RYAN BAILEY
41,Lewis Seton
43,Jessica Jandreau
b,r,e,a,k
Cherry Bomb,6
0,DANIEL BARRETTE-LAPIERRE
0,Mathieu Brisebois-Boies
0,Tanya Estwick-Lepage
0,Vincent Huot
3,Mariana Silva
02,FREDERIC OUELLET
03,DAVID BEAUCHESNE
08,HUBERT MARCOTTE
12,Jean-Philippe Hamel
13,Philippe Deragon
16,Olivia  Monfette
17,Linh Ma
18,Julie Champagne
24,Roxane Favre
27,Catherine Nguyen
28,Laurence Ruelens-Lepoutre
55,Samuel Arsenault
81,GREGORY CHALLANT
87,Remi Campbell
b,r,e,a,k
Crash,5
0,Kristen Leal
0,Thomas Jacob Redekopp
0,Yaacov Iland
0,Jade Bedley
0,Hannah Dabrowski
2,Daniel Balzerson
4,Greg Taylor
6,Sarah Burke
6,Jonathan Nelson
9,Peter Mullen
19,Amanda Froese
24,Megan Bailey
29,Matthew Morison
30,Emily Ritz
37,Dario Zgrablic
43,Brad Froese
83,Laura Anne Tuck
88,Matthew McGill
93,Jamie Yeung
b,r,e,a,k
Pleasuretown,4
0,ANDREW ROBERTS
0,Miriam Franks 
0,Timothy Glover
0,Christopher Tonry
0,MATTHEW PACE
0,Jesse Simons
0,Kathryn Peake
0,Kathryn Haapala
0,David Powalyk
0,KEITH SHAPIRO
0,RAYMOND XI
0,KALI JOSEPH
0,CHRIS VASICH
0,Erica Tangney
0,PIOTR MANKOWSKI
0,Elizabeth Cook
0,Jacob Cook
0,Patricia Neckowicz
0,Robert Sayre-McCord
7,Katherine England
7,Grant Fiddyment
8,LOUISA CONNAUGHTON
11,Kiersten Mailler
19,Garrett Braun
21,Ian Darling
30,George Eichman IV
50,Harrison Greene
99,Kyle Deaver
b,r,e,a,k
Darkwing,12
0,Harriet Booth
5,Jared DiMascio
15,Daniel Dimascio
16,ALEXANDER PINKHAM
18,Andrew Fredrickson
19,Isaac Peters
21,Andrew Schwartz
24,Stephen Panasuik
29,Justin Palin
33,JUSTINE BUCCI
44,Jenna Palin
55,ALYSSA NEBORSKY
b,r,e,a,k
RUT,13
0,Aaron Schlossberg
0,Jess Mizzi
0,Wheaton Squier
0,Heng-Scheng Chuang
0,Joshua Petter
0,PETER HOOPER
0,MATTHEW BENEVENTO
0,WILLIAM HAYDEN
0,John Bennett
0,Kendra Smythe
0,Matthew Baccary
0,Kyle Weatherhogg
0,Trevor Yandow
0,Emma DeMelim
15,Emma Schroder
20,Sarah Flaherty
21,Ryan Nielsen
39,David Ross
44,Bhavatarini Carr
77,David Seaver
b,r,e,a,k
Enough Monkeys,17
0,Eleanor Patten
0,LEIGH NORRIS
0,Carly Lochala
0,DANIEL SHANKER
0,Rebecca Leong
0,Rodney Jacobson
0,Alex Brown
0,ANNIE CRAVERO
0,William Davis
0,David Friedman
0,CHELSEA PAWLEK
0,Douglas Brown
0,Ryan Kane
6,Rocco Essex-Linehan
7,GOUTHAM KANDRU
8,Peter Lobel
16,Henry Frost
27,Sarah Lynch
b,r,e,a,k
Seal Team Seven,24
0,Martine Kaplan
0,Evan O'Neill
0,ENDI TOLLKUCI
0,Scott Walfield
0,Michael Hickey
0,Emily Hickey
0,Allison Steele
0,BILLY SCHOLL
6,Justinne Guarin
12,Nicole Proulx
87,Daniel McKenna
b,r,e,a,k
DTH,25
00,Andrew Medeiros
01,David Pitcher
02,IAN NIFOUSSI
10,SAM DESROSIERS
14,ABBY PANOZZO
14,Kate Patterson
18,Christopher Shaikh
39,VICTOR LESNIEWSKI
40,RANDY HALL
41,Madison Scalise
53,Hannah Crowley
62,David Hall
65,JASON THREM
70,Evan Hughes
77,Jonathan Tomer
77,Kelly Matysik
85,GREG WEJCHERT
b,r,e,a,k
Blackfly,18
0,JOSH KAHN
0,Melissa Stuart
0,Paige Speight
0,Anthony Panciocco
0,Peter Strand
0,Evan McLean
0,Rachel Karp
0,Robert Brouillard
0,Daniel Bullard
3,Zach Connerty-Marin
7,Anthony Mourino
12,Megan Macomber
14,Audrey Cliff
22,JOSHUA KEARNS
24,Steven Wilkinson
74,Kyle Monahan
b,r,e,a,k
Grand Army,23
0,Jeannine Opie
0,Josette (Josie) Pratt
0,Abigail Schuster
0,Anna Meyendorff
0,Jimmy Chen
0,Tiffany Macfadyen
0,Derek Oslund
0,Ryan MacFadyen
0,Sara Cornish
0,Kevin Hsu
0,Joel Pitney
0,Brad Hess
0,AARON PARKER
0,Dylan Horowitz
13,Albert Wu
17,Dylan Zeigler
92,Travis Rothbloom
94,Brianna Griffin
99,Orion Burt
b,r,e,a,k
Reading Rainbow,26
0,Sara Semenza
0,Liam Henry
0,Justin Grimaldi
0,TIMOTHY HELLEY
0,Jonathan Cass
0,Marisa Cases
0,BROOKE LEREW
0,KENNETH MCCUMBER
0,Kyle Lapatin
0,RYAN FRANK
0,BEN MASON
0,RUTH HANNA
0,Laura Baker
0,Natalie Hopkins
0,MADELYN PAWLINA
0,Herbert Chang
0,JASON ARNOFF
0,MICHAEL FORTIER
2,Mark Phelps
12,Lauren Matrka
14,Jennifer Grossman
18,Kristen LeGault
24,BEN CLARK
25,Ilya Yudkovich
26,Abby Lindsay
27,Dan Hennagin
29,Dan Orzechowski
45,Cameron Levenstein
b,r,e,a,k
Beezer Ultimate,19
0,AUDREY PHILLIPS
0,Minta Notini
0,Derek Dupuis
0,Matthew Allen
0,KC MORAN
0,STEPHEN LEONARDO
0,Austin Power
0,Jaclyn Kinson
7,Michael Arsenault
11,Jesse Schwartz
12,Keefer Welsh
12,Christopher Linskey
16,Brady Page
29,Lydia McLaughlin
44,Daniel Del Tufo
48,DAMIAN WOODARD
91,Jacob Shillue
b,r,e,a,k
Drunk in Space,22
0,PAUL COUTURE
0,Daniel Miller
0,Adam Denhard
0,JENIFER EINSTEIN
0,Hyun Kim
0,CAROLINE TEGELER
0,Tate Molaghan
0,Mary Matthews
0,Lexi Doolittle
0,Andy Zentner
0,SARAH SCHOENFELDT
0,Kara Heon
0,RHYS THOMAS
5,Michael Downing
8,Damien Sulla-Menashe
12,Jon Diamond
12,Isabel Yannatos
15,Tyler Starr
22,Meg Gatza
23,Evan Ritt
37,Alex Margolis
45,Sarah Jeung
51,Nathan Kaplan
b,r,e,a,k
Lake Avengers,27
02,Christina Lembke
03,David Wang
05,Erica Stamboulian
06,Jessie Chiello
07,Crystal Alton
09,Michael Kanaby
11,David Mohan
12,ELLIOT LOUISOS
16,Dave Schneggenburger
17,MITCHELL WHEELER
22,Kelsey Scanlon
27,Dana Lembke
31,ETHAN HARRIS
32,CHRIS NASH
33,Alexander Lloyd-Evans
42,Gregory Pollock
44,Judson Quimby
56,JEFFREY GRUNDTISCH
66,Quinn Hennessy-Snow
71,BRITTANY BUNCH
81,Bethany Ortquist
87,George Scheibel
88,JOSEPH ONORIO
b,r,e,a,k
Kong,20
0,Taylor Campbell
0,Jon-Paul Chaffiotte
0,Michelle Tanner
0,Andrew Munson
0,Jessica Tyler
0,MATTHEW BOLLARO
0,CHRISTINA KVISTAD
1,Gregory Burns
4,Eric Renkewith
7,Ricky Lewandowski
12,Liana Lin
15,Holland Florian
28,Sonya Haupt
47,Robbie Kohler
77,Maggie Emerick
b,r,e,a,k
Nautilus,21
0,Jordan Pike
0,Lillith Smith
0,Kate Baylis
0,Sara Kerr
0,Ariana Pike
0,Zoe Weizenbaum
0,Erin O'Neill
0,Mary Offutt
0,Ian Cluggish
0,YI-CHUAN LUK
0,Jeff Smith
3,Robert Fusco
4,Sharon Harper
5,Leanna Sprague
9,Michael Moulthrop
09,Matthew Luk
12,Hunter Paddock
16,BEN FIEDLER
18,Mark Nixon
21,Teddy (Edward) Straub
26,Mary Cuan
32,Bryan Sprague
45,Mark Falinski
72,ANDREW CHARLTON
b,r,e,a,k
Rando-Mashup,28
0,Rosa Cao
0,Ian Herrick
0,ROSE O'CONNELL-MARION
0,Sarah Tulin
00,Daniel Jones
00,BRIAN HEMOND
00,Sam Harvey
00,JENNIFER FERGUSON
00,Jeff Gandt
00,Kathryn deKrafft
00,Jay Turner
00,Becca Epstein
00,Topher Brown
00,Alison Collins
00,Jeffrey Gang
00,Stephen Becker
00,Jairam Ramanathan
00,DUC NGUYEN
00,Charles Holmes
00,Greg Cantrell
13,Brian Sauro
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Pool Play
pool,Pool A
Wild Card,Lions,15,3,"05/30/2015, 09:00",Pool A,Final
Animals,HAOS,12,13,"05/30/2015, 09:00",Pool A,Final
Wild Card,HAOS,15,3,"05/30/2015, 11:00",Pool A,Final
Animals,Lions,11,13,"05/30/2015, 11:00",Pool A,Final
Wild Card,Animals,15,3,"05/30/2015, 13:00",Pool A,Final
Lions,HAOS,15,2,"05/30/2015, 13:00",Pool A,Final
pool,Pool B
Slow White,Jughandle,15,3,"05/30/2015, 09:00",Pool B,Final
Battleship,Mixed Nuts,6,15,"05/30/2015, 09:00",Pool B,Final
Slow White,Mixed Nuts,15,4,"05/30/2015, 11:00",Pool B,Final
Battleship,Jughandle,8,13,"05/30/2015, 11:00",Pool B,Final
Slow White,Battleship,15,2,"05/30/2015, 13:00",Pool B,Final
Jughandle,Mixed Nuts,11,12,"05/30/2015, 13:00",Pool B,Final
pool,Pool C
Metro North,7 Express,14,6,"05/30/2015, 09:00",Pool C,Final
Cherry Bomb,Ursidae,8,15,"05/30/2015, 09:00",Pool C,Final
Metro North,Ursidae,15,5,"05/30/2015, 11:00",Pool C,Final
Cherry Bomb,7 Express,10,15,"05/30/2015, 11:00",Pool C,Final
Metro North,Cherry Bomb,15,5,"05/30/2015, 13:00",Pool C,Final
7 Express,Ursidae,13,6,"05/30/2015, 13:00",Pool C,Final
pool,Pool D
Pleasuretown,Darkwing,15,6,"05/30/2015, 09:00",Pool D,Final
Crash,RUT,15,10,"05/30/2015, 09:00",Pool D,Final
Pleasuretown,RUT,13,12,"05/30/2015, 11:00",Pool D,Final
Crash,Darkwing,15,8,"05/30/2015, 11:00",Pool D,Final
Pleasuretown,Crash,11,12,"05/30/2015, 13:00",Pool D,Final
Darkwing,RUT,15,8,"05/30/2015, 13:00",Pool D,Final
b,r,e,a,k
pools,Easterns Standings
pool,Pool E
pool,Pool F
pool,Pool G
pool,Pool H
b,r,e,a,k
clusters,Easterns Pool Play
cluster,Easterns Pool Play
Enough Monkeys,Nautilus,15,3,"05/30/2015, 09:00",,Final
DTH,Kong,12,14,"05/30/2015, 09:00",,Final
Seal Team Seven,Rando-Mashup,10,7,"05/30/2015, 09:00",,Final
Blackfly,Drunk in Space,10,14,"05/30/2015, 09:00",,Final
Reading Rainbow,Beezer Ultimate,4,15,"05/30/2015, 09:00",,Final
Grand Army,Lake Avengers,14,15,"05/30/2015, 09:00",,Final
Enough Monkeys,Rando-Mashup,15,2,"05/30/2015, 11:00",,Final
DTH,Nautilus,15,5,"05/30/2015, 11:00",,Final
Blackfly,Lake Avengers,10,12,"05/30/2015, 11:00",,Final
Grand Army,Beezer Ultimate,15,10,"05/30/2015, 11:00",,Final
Reading Rainbow,Drunk in Space,10,13,"05/30/2015, 11:00",,Final
Seal Team Seven,Kong,7,15,"05/30/2015, 11:00",,Final
Enough Monkeys,Kong,15,6,"05/30/2015, 13:00",,Final
Seal Team Seven,Nautilus,11,12,"05/30/2015, 13:00",,Final
DTH,Rando-Mashup,15,3,"05/30/2015, 13:00",,Final
Blackfly,Beezer Ultimate,10,12,"05/30/2015, 13:00",,Final
Grand Army,Drunk in Space,15,9,"05/30/2015, 13:00",,Final
Reading Rainbow,Lake Avengers,10,15,"05/30/2015, 13:00",,Final
b,r,e,a,k
clusters,Crossover Round
cluster,Up/Down Crossovers
Animals,Kong,15,12,"05/30/2015, 15:00",,Final
Battleship,Lake Avengers,11,10,"05/30/2015, 15:00",,Final
Cherry Bomb,Grand Army,5,15,"05/30/2015, 15:00",,Final
RUT,Enough Monkeys,10,15,"05/30/2015, 15:00",,Final
cluster,Placement Crossovers
Lions,Jughandle,12,8,"05/30/2015, 15:00",,Final
HAOS,Mixed Nuts,5,15,"05/30/2015, 15:00",,Final
7 Express,Darkwing,10,8,"05/30/2015, 15:00",,Final
Ursidae,Pleasuretown,12,11,"05/30/2015, 15:00",,Final
DTH,Seal Team Seven,15,5,"05/30/2015, 15:00",,Final
Blackfly,Reading Rainbow,7,15,"05/30/2015, 15:00",,Final
Beezer Ultimate,Drunk in Space,5,15,"05/30/2015, 15:00",,Final
Nautilus,Rando-Mashup,10,11,"05/30/2015, 15:00",,Final
b,r,e,a,k
brackets,Elite Bracket
bracket,1st place bracket
Wild Card,Slow White,11,8,"05/31/2015, 15:00",Finals,Final
Wild Card,Crash,15,5,"05/31/2015, 13:00",Semis,Final
Metro North,Slow White,0,1,"05/31/2015, 13:00",Semis,Final
Wild Card,Jughandle,15,6,"05/31/2015, 11:00",Quarters,Final
Crash,Darkwing,15,13,"05/31/2015, 11:00",Quarters,Final
Metro North,Ursidae,14,10,"05/31/2015, 11:00",Quarters,Final
Lions,Slow White,7,15,"05/31/2015, 11:00",Quarters,Final
Wild Card,Enough Monkeys,15,9,"05/31/2015, 09:00",Pre-Quarters,Final
Jughandle,7 Express,15,10,"05/31/2015, 09:00",Pre-Quarters,Final
Crash,Animals,15,8,"05/31/2015, 09:00",Pre-Quarters,Final
Darkwing,Mixed Nuts,12,11,"05/31/2015, 09:00",Pre-Quarters,Final
Metro North,Battleship,15,7,"05/31/2015, 09:00",Pre-Quarters,Final
HAOS,Ursidae,6,15,"05/31/2015, 09:00",Pre-Quarters,Final
Pleasuretown,Lions,9,11,"05/31/2015, 09:00",Pre-Quarters,Final
Grand Army,Slow White,3,15,"05/31/2015, 09:00",Pre-Quarters,Final
bracket,9th Place Bracket
7 Express,Pleasuretown,7,11,"05/31/2015, 15:00",Ninals,Final
7 Express,Mixed Nuts,14,9,"05/31/2015, 13:00",Semi Ninals,Final
HAOS,Pleasuretown,4,15,"05/31/2015, 13:00",Semi Ninals,Final
Enough Monkeys,7 Express,8,14,"05/31/2015, 11:00",Quarter Ninals,Final
Animals,Mixed Nuts,9,15,"05/31/2015, 11:00",Quarter Ninals,Final
Battleship,HAOS,13,15,"05/31/2015, 11:00",Quarter Ninals,Final
Pleasuretown,Grand Army,15,6,"05/31/2015, 11:00",Quarter Ninals,Final
bracket,13th place bracket
Animals,Battleship,0,1,"05/31/2015, 15:00",13th place,Final
Enough Monkeys,Animals,0,1,"05/31/2015, 13:00",13th semis,Final
Battleship,Grand Army,1,0,"05/31/2015, 13:00",13th semis,Final
bracket,15th place bracket
Grand Army,Animals,0,1,"05/31/2015, 15:00",15th place,Final
bracket,5th place bracket
Darkwing,Ursidae,13,14,"05/31/2015, 15:00",5th place,Final
Jughandle,Darkwing,8,13,"05/31/2015, 13:00",5th semis,Final
Ursidae,Lions,15,10,"05/31/2015, 13:00",5th semis,Final
bracket,7th place bracket
Lions,Jughandle,10,10,"05/31/2015, 15:00",7th place,Final
bracket,3rd place bracket
Crash,Metro North,9,15,"05/31/2015, 15:00",3rd place,Final
b,r,e,a,k
brackets,Easterns Bracket
bracket,1st place Easterns championship
RUT,Lake Avengers,15,12,"05/31/2015, 15:00",Championship,Final
Kong,RUT,4,15,"05/31/2015, 13:00",Semis,Final
Cherry Bomb,Lake Avengers,7,15,"05/31/2015, 13:00",Semis,Final
Kong,Drunk in Space,15,10,"05/31/2015, 11:00",Quarters,Final
RUT,Nautilus,15,10,"05/31/2015, 11:00",Quarters,Final
Cherry Bomb,Beezer Ultimate,15,7,"05/31/2015, 11:00",Quarters,Final
Lake Avengers,Reading Rainbow,15,5,"05/31/2015, 11:00",Quarters,Final
Seal Team Seven,Drunk in Space,7,15,"05/31/2015, 09:00",Pre-Quarters,Final
Blackfly,Nautilus,12,15,"05/31/2015, 09:00",Pre-Quarters,Final
DTH,Beezer Ultimate,9,15,"05/31/2015, 09:00",Pre-Quarters,Final
Reading Rainbow,Rando-Mashup,15,8,"05/31/2015, 09:00",Pre-Quarters,Final
bracket,9th place Easterns
Blackfly,DTH,5,15,"05/31/2015, 13:00",9th place,Final
Seal Team Seven,Blackfly,8,15,"05/31/2015, 11:00",Semi ninals Easterns,Final
DTH,Rando-Mashup,15,5,"05/31/2015, 11:00",Semi ninals Easterns,Final
bracket,11th place Easterns
Seal Team Seven,Rando-Mashup,0,0,"05/31/2015, 13:00",11th place,Scheduled
bracket,5th place Easterns bracket
Nautilus,Reading Rainbow,7,9,"05/31/2015, 15:00",5th place Easterns,Final
Drunk in Space,Nautilus,7,15,"05/31/2015, 13:00",5th place Easterns semis,Final
Beezer Ultimate,Reading Rainbow,12,14,"05/31/2015, 13:00",5th place Easterns semis,Final
bracket,7th place Easterns bracket
Beezer Ultimate,Drunk in Space,1,0,"05/31/2015, 15:00",7th place Easterns,Final
bracket,3rd place Easterns bracket
Kong,Cherry Bomb,14,10,"05/31/2015, 15:00",3rd place Easterns,Final
b,r,e,a,k
