Northeast Mixed Regionals,Club - Mixed ,12,9,2015
https://play.usaultimate.org/events/Northeast-Mixed-Regionals-2015/schedule/Mixed/Club-Mixed
Slow White,1
00,SEAN HOWE
00,Adam Nelson
00,ALAN GOFBERG
00,Ariana Sopher
00,John McKinnon
00,Leo Blooston
00,MARK HANSEN
00,Jennifer Hong
28,Aren Tulp
b,r,e,a,k
7 Express,3
02,BRIAN MCLAUGHLIN
03,Meaghan Lass
04,Cory Salé
05,Joe Santosus
08,Jesse Moskowitz
09,Matthew Lemar
11,John (Jack) Flintermann
12,Joe Babbino
13,Avery Reed
14,Paul Goldsmith-Pinkham
15,Matthew Baum
16,Ashley Gulyas (Snyder)
17,Erin Leonard
18,Charles (Malcolm) Baker
19,BENJAMIN IVERS
22,Abigail Murray
23,Julia Raney
26,Christopher Cox
31,Sam Isaac
46,Ruozhou Ye
48,Kamil Skwarek
50,Amelia Ni
64,Eliot Bemis
74,Hannah Garfield
80,Ryan Drost
88,ROWAN SILL
99,Kara Neaton
b,r,e,a,k
Pleasuretown,6
0,Timothy Glover
0,Christopher Tonry
0,MATTHEW PACE
0,Kathryn Haapala
0,David Powalyk
0,KALI JOSEPH
0,CHRIS VASICH
0,Erica Tangney
0,PIOTR MANKOWSKI
0,Elizabeth Cook
0,Jacob Cook
0,Andrea Del Balso
0,Jon Schneyer
0,Claudia Vasquez
0,Tsuki Hoshijima
0,Bryant Wolf
0,Nicholas Amendolare
0,JOSEPH LIOTTA
0,JASON SHARRIGAN
0,ELIZABETH NICHOLS
0,Geoa Geer
7,Katherine England
8,LOUISA CONNAUGHTON
11,Kiersten Mailler
19,Garrett Braun
21,Ian Darling
50,Harrison Greene
b,r,e,a,k
Grand Army,14
0,Manuel Fergus
0,Ryan MacFadyen
0,Jeannine Opie
0,Kevin Hsu
0,Elizabeth Gupta-Harrison
0,Anna Meyendorff
0,AARON PARKER
0,Jacob Cornish
0,Derek Oslund
0,Gina Stees
0,Abigail Schuster
0,Karina Ray
0,Jimmy Chen
0,Anneliese Baierl
0,Benjamin Raudabaugh
0,Dylan Horowitz
0,Josette (Josie) Pratt
0,SAMI ABOULHOSN
0,Sara Cornish
0,Samuel Ross
0,Tiffany Macfadyen
0,Joel Pitney
0,Brad Hess
13,Albert Wu
17,Dylan Zeigler
94,Brianna Griffin
99,Orion Burt
b,r,e,a,k
FLI,11
0,Lewis Boble
0,Chris Linkletter
0,Scott Mulderig
0,Robert Smith
0,Karl Wissemann
0,Shannon Chrystal
0,Chris Buzzi
0,SHANNON GOLDSTEIN
0,Matthew Auletta
0,MATTHEW BABOULIS
0,CHRISTOPHER MURPHY
01,Nicholas Cortina
02,Karen Chalif
07,Eric Moore
08,Patricia Burks
10,Ryan Smith
12,Carolyn Fante
13,Joe Moyles
17,Kellianne Kinane
19,Stacey Ng
23,Kristin Velazquez
27,Danica Vasa
31,Collin Bartoldus
42,KAN CHEN
48,Benjamin Sokolowsky
63,Leanne Beyel
65,Christopher Grenier
b,r,e,a,k
Metro North,5
1,Theodore Mason
2,Diane Palmer
4,Dave Tedeyan
5,Dwight Harris
6,Diana Cornell
7,Elizabeth Middleton
8,Alex Grintsvayg
9,Austin Raymond
10,Todd Larese
11,Young Jo Fontaine
12,Emma Stoltze
14,Kerry Beyrer
15,Diana DeLeo
16,Emily Cho
18,Kendra Frederick
21,Molly McCauley
23,Allison Springer
24,Seth Canetti
26,Andrew Bosco
42,John Geraghty
45,William Olli
47,Lucas Murphy
50,Dana Grandoni
54,Mari Oshiro
80,John Palmer
81,Sean Murray
86,Kevin McCarthy
b,r,e,a,k
Last Call,4
0,Emma Groetzinger
0,Wesley Wong
0,Shawn Zubin
0,Jillian Edwards
0,DAVID BLANCHA
0,Kristie Wong
0,Matt Wiener
0,Jenny Li
0,ARUN FRICKER
0,George Mazzoli
0,Tracey Lum
0,Tim Gilboy
0,Scott Schwartz
0,Tim Pennucci
0,Elizabeth (Cassie) Bradley
0,Angel Li
1,Ryan Schulz
5,Peter Gilchrist
8,Julia Longinotti
9,Laura Marrin
9,Isaiah Bryant
10,Jonathan Lao
12,William Gargroetzi
13,ALISA LI
20,Lee Langston
21,VERONICA SO
37,Dan Mullins
b,r,e,a,k
Ursidae,12
0,Tim Cardoso
0,April Flore
0,SIMONE BEAUBIEN
0,Madeleine Purcell
0,Andrew Applegate
0,Kelley Kirwin
0,Grace Cardarelli
0,Kylie Thibodeau-Harvey
0,Kacy Thibodeau-Harvey
0,DEREK WYMAN
0,Amana Vander-Heyden
0,JACK CHEN
0,Hudson Carr
0,Will Watkinson
0,Emily McCarter
0,Scott Stailing
0,Jared Jandreau
4,JEREMY TOWNE
16,Breanna Bozzuto
22,Samuel Shapiro
37,RYAN BAILEY
41,Lewis Seton
43,Jessica Jandreau
47,ALEXANDRA HILEY
b,r,e,a,k
Townies,13
0,Brandon Kahler
0,Helene Strange
0,ASHLEY GANNON
0,Emily Zitek
0,LUCAS LANDAETA
0,VALERIE LOUCKS
0,Niki Lesniak
0,CRAIG MANAHAN
0,Alec Tucker
0,Jeff Hartline
0,Jennie Stewart
0,ANDREI ISRAEL
0,Benjamin Kammerman
0,Raymond Yee
6,Josiah Peck
9,Justin Pierce
14,Joshua Norton
17,Aaron Olney
19,Veronica Pillar
21,Hannah Smalley
24,Zuzanna Rybicka
27,Taylor Simpson
36,Nicolas LoPresto
55,Theodore Weisman
68,Andrew Parmet
69,Daniel Percival
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Slow White,Lions,15,3,"09/12/2015, 08:30",Pool A
Darkwing,Lake Avengers,15,6,"09/12/2015, 08:30",Pool A
Slow White,Lake Avengers,15,7,"09/12/2015, 10:30",Pool A
Darkwing,Lions,11,15,"09/12/2015, 10:30",Pool A
Slow White,Darkwing,15,4,"09/12/2015, 12:30",Pool A
Lions,Lake Avengers,13,11,"09/12/2015, 12:30",Pool A
pool,Pool B
Wild Card,Quest,15,2,"09/12/2015, 08:30",Pool B
Mixed Nuts,Enough Monkeys,15,8,"09/12/2015, 08:30",Pool B
Wild Card,Enough Monkeys,15,5,"09/12/2015, 10:30",Pool B
Mixed Nuts,Quest,15,7,"09/12/2015, 10:30",Pool B
Wild Card,Mixed Nuts,15,9,"09/12/2015, 18:30",Pool B
Quest,Enough Monkeys,15,10,"09/12/2015, 18:30",Pool B
pool,Pool C
7 Express,FLI,15,8,"09/12/2015, 08:30",Pool C
Pleasuretown,Grand Army,15,7,"09/12/2015, 08:30",Pool C
7 Express,Grand Army,15,7,"09/12/2015, 10:30",Pool C
Pleasuretown,FLI,15,8,"09/12/2015, 10:30",Pool C
7 Express,Pleasuretown,13,12,"09/12/2015, 18:30",Pool C
FLI,Grand Army,8,15,"09/12/2015, 18:30",Pool C
pool,Pool D
Last Call,Ursidae,14,13,"09/12/2015, 08:30",Pool D
Metro North,Townies,15,6,"09/12/2015, 08:30",Pool D
Last Call,Townies,15,7,"09/12/2015, 10:30",Pool D
Metro North,Ursidae,15,5,"09/12/2015, 10:30",Pool D
Last Call,Metro North,9,15,"09/12/2015, 12:30",Pool D
Ursidae,Townies,15,12,"09/12/2015, 12:30",Pool D
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Metro North,Wild Card,8,12,"09/13/2015, 12:00",1st Place Finals
Slow White,Metro North,13,14,"09/12/2015, 14:30",1st Place Semis
7 Express,Wild Card,7,15,"09/12/2015, 14:30",1st Place Semis
bracket,2nd Place Bracket
Metro North,Slow White,13,15,"09/13/2015, 14:00",2nd Place Finals
Slow White,7 Express,15,7,"09/13/2015, 12:00",2nd Place Semis
Slow White,Pleasuretown,15,7,"09/13/2015, 08:00",2nd Place Quarters
Last Call,7 Express,8,14,"09/13/2015, 08:00",2nd Place Quarters
Pleasuretown,Mixed Nuts,14,11,"09/12/2015, 14:30",2nd Place Prequarters
Lions,Last Call,13,15,"09/12/2015, 14:30",2nd Place Prequarters
bracket,4th Place Bracket 
7 Express,Last Call,15,7,"09/13/2015, 14:00",4th Place Finals
Last Call,Pleasuretown,14,9,"09/13/2015, 12:00",4th Place Semis
Last Call,Darkwing,13,12,"09/13/2015, 10:00",4th Place Quarters
Lions,Pleasuretown,9,10,"09/13/2015, 10:00",4th Place Quarters
Mixed Nuts,Darkwing,14,15,"09/13/2015, 08:00",4th Place Prequarters
Quest,Lions,7,13,"09/13/2015, 08:00",4th Place Prequarters
Darkwing,Ursidae,15,9,"09/12/2015, 14:30",4th Place Play In
Grand Army,Quest,9,13,"09/12/2015, 14:30",4th Place Play In
bracket,6th Place Bracket
Pleasuretown,Darkwing,12,10,"09/13/2015, 14:00",6th Place Finals
Darkwing,Lions,13,5,"09/13/2015, 12:00",6th Place Semis
bracket,8th Place Bracket
Lions,Mixed Nuts,9,11,"09/13/2015, 14:00",8th Place Finals
FLI,Mixed Nuts,11,12,"09/13/2015, 12:00",8th Place Semis
Quest,FLI,5,14,"09/13/2015, 10:00",8th Place Quarters
Grand Army,Mixed Nuts,10,12,"09/13/2015, 10:00",8th Place Quarters
Ursidae,FLI,12,13,"09/13/2015, 08:00",8th Place Prequarters
Townies,Grand Army,6,14,"09/13/2015, 08:00",8th Place Prequarters
FLI,Enough Monkeys,15,12,"09/12/2015, 14:30",8th Place Play In
Lake Avengers,Townies,11,13,"09/12/2015, 14:30",8th Place Play In
bracket,15th Place
Enough Monkeys,Lake Avengers,15,13,"09/13/2015, 10:00",15th Place
bracket,13th Place
Ursidae,Townies,12,15,"09/13/2015, 10:00",13th Place
b,r,e,a,k
