Easterns 2015,College - Men ,27,3,2015
North Myrtle Beach,SC,2015-03-27,2015-03-29
https://play.usaultimate.org/events/Easterns-2015/schedule/Men/CollegeMen/
Pittsburgh,1
teamInfo,Wasabi,"Colorado Springs, Colorado",,modules/common/www.facebook.com/WasabiUltimate,
0,Michael Greenberger
2,Ben Joseph
3,Sam Hale
4,Felix Pronove
6,Crispin Whittier
7,KEVIN MOSS
9,IAN ADAMS
10,ELI ROSENTHAL
11,Perry Fitz
13,CHRIS VAN DUSEN
24,Sandy Brown
25,James Shepard
29,Grant Mitchell
39,Phillip Korolog
42,Matthew Zelin
47,ISAAC RUBINSTEIN
71,Joel Fisher-Katz
93,Felix Braun
99,Charles Tarika
b,r,e,a,k
Oregon,3
teamInfo,Ego,"Eugene, Oregon",http://pages.uoregon.edu/frisbee/,,
0,Trevor Smith
0,Adam Rees
0,William Watkins
0,TRACE ANDREASON
0,Braedon Petrus
0,Kerry Athey
0,Spencer Latarski
0,Tim McGinn
0,Zach Meyer
0,Colton Clark
0,Dylan Freechild
3,TY LIVINGSTON
9,Christopher Strub
15,Mario Bundy
55,Connor Matthews
b,r,e,a,k
Harvard,18
teamInfo,Red Line,"Cambridge, Massachusetts",http://www.hcs.harvard.edu/~disc/,https://www.facebook.com/HarvardUltimate,https://twitter.com/harvardultimate
coaches,Michael MacKenzie
1,William Deuschle
2,Ryan Kerr
5,Andrew Brennan
6,James Thurm
7,BEN BANAVIGE
9,John Rahill
10,Adam Ehrenberg
12,Benjamin Scharfstein
13,Michael Aderhold
14,John Stubbs
17,JONAH HAHN
18,Harry Stone
20,Jack Goldfisher
21,Byung Hyun Jang
22,Alexander Hem
23,Mark Vandenberg
24,David Reshef
25,Aron Szanto
30,Wynn Tucker
50,Jeffrey Naftaly
89,Milan Ravenell
b,r,e,a,k
Maryland,15
teamInfo,Maryland Ultimate,"College Park, Maryland",,,
coaches,Ben Slade
1,ALAN BRANSON
2,DAVIDSON GIRARD
3,Eric Biggs
4,Matthew Smith
5,Samuel Besse
7,Liam Toal
8,Sean Reischel
9,Thomas Kinton
11,Lucas Denit
12,DOUGLAS LAVIN
14,Mac Keller
15,William Xu
16,John Walden
17,Tom Noll
18,Christopher Bernard
18,Nate Pascale
19,Garrett Yung
20,Isaac Kinton
21,Max Cassell
22,Ryan Swift
26,Tim Kreutzfeldt
27,Myco Paulo
28,ADRIAN CRAIG
32,Eliot Fenton
33,Mark Lin
42,Sean Manning
43,Nathan Prior
49,ZACHARY ARGUELLES
74,Andrew Creighton
b,r,e,a,k
Central Florida,6
teamInfo,Dogs of War,"Orlando, Florida",http://centralfloridaultimate.com/,https://www.facebook.com/CentralFloridaUltimate,https://twitter.com/PupsofConflict
coaches,Andrew Roca,Daniel Jakob
0,Adam Lapikas
1,Brawley Adams
2,Kameron Knight
3,Terence Murphy
4,Kyle Reedy
5,Michael Fairley
6,Kyle Lockwood
7,JOHN COLLINS
8,Alex Bullock
9,JACOB RADFORD
10,James Dangler
12,Matt Helms
13,Zachary Marks
15,Chad Russom
25,Jeremy Langdon
26,Thomas Schulte
27,Austin Mercadante
30,Andrew McKelvey
32,Austin Malone
44,DAVID HANKIN
45,Jeffrey Shapiro
51,Michael Taylor
74,Stuart Little
b,r,e,a,k
Auburn,10
teamInfo,Auburn,"Auburn, Alabama",https://auburnultimate.wordpress.com/,https://www.facebook.com/auburnultimate,https://twitter.com/AuburnUltimate
0,Chandler Foster
0,Matthew Zheng
0,Robert Alongi
0,James Hershey
0,Jimmie Taylor
0,Jared Waters
0,Jacob Helf
0,Chris Atchison
0,Samuel Murphree
2,Keith Mize
3,Blake Galloway
5,Eric Sjostrom
6,Evan Caldwell
6,Garris Bugg
9,Dustin Register
10,PHILLIP LANGLAND
12,Ryan Landry
21,John Davidson
23,Martin Newman
25,Reid Williams
27,Michael Volz
28,Reid Thackerson
31,Andrew Dillon
34,ZAC CAIN
35,Clark Missildine
85,Evan Boecking
89,ANDREW MONTGOMERY
b,r,e,a,k
Florida State,5
teamInfo,DUF,"Tallahassee, Florida",modules/common/fsultimate.com,https://www.facebook.com/FSUltimate,https://twitter.com/DUFtrainroll
0,William Boor
0,Stephen  Muir
1,Jason Holleran
2,Bobby Patterson
3,Andrew Roney
5,Thomas Mazza
8,CHENTE ORTIZ
11,LIAM RAWSON
12,WAYDE VOSS
14,Austin Bass
16,ZACH WERNICK
18,Chris LaRocque
19,Bryce Vokus
20,Keno Catabay
21,Robert Larsen
22,Spencer Howett
23,Peter Van Brussel
25,Cole Friedes
27,Connor Holcombe
28,Andrew Larocque
33,Kody Cotton
35,James Dobson
46,Brian Phillips
87,Daniel Miller
88,Scott Moore
b,r,e,a,k
North Carolina,4
teamInfo,Darkside,"Chapel Hill, North Carolina",http://www.uncdarkside.com/,https://www.facebook.com/UNCDarkside,https://twitter.com/UNC_Darkside
0,AARON WARSHAUER
1,Aaron Wan
2,Norman Archer
3,JD Hastings
4,Jesse Kovacs
5,Nathan Kwon
6,Ben Maxson
8,ALEC TOLENTINO
9,REMINGTON REMMEL
10,Taek Lee
11,Justin Moore
12,Josiah Evans
13,Andrew Cohen
14,Nick MacLeod
15,Vikram Sethuraman
17,Spencer Beck
18,Dain Nielsen
21,Matt Gouchoe-Hanas
22,Walker Matthews
23,James Zuraw
24,Jonathan Nethercutt
33,Keegan Emrick
40,Samuel Lee
42,Alex (Evan) Grosskurth
44,Tanner Barcus
51,Tim McAllister
76,Clayton Noblit
77,Ben Snell
b,r,e,a,k
Northwestern,17
teamInfo,NUT,"Evanston, Illinois",https://www.nutultimate.com,https://www.facebook.com/NUTUltimate,https://twitter.com/NUTUltimate
coaches,Kevin Bruns
02,Benjamin Spielman
03,Cameron Albert-Deitch
07,Sahaj Kumar
08,Elliott Siu
09,Michael Hamburger
13,Jeremy Piech
16,LEO GALBRAITH-PAUL
17,Nathan Yeazel
20,Jay Valdillez
21,RYAN WERFFELI
22,Alex Champe
24,Kedric Daly
27,Edward Speyer
29,Michael Koho
31,Christopher Pierce
33,Jakub Jezusek
36,Will Frolich
41,Christian Rozolis
42,Henry Richey
44,Remy Smith
51,Yiding Hou
57,Bif Reiser
59,LINCOLN OLIVER-ONEIL
82,William Hoover
90,Kyle Condron
b,r,e,a,k
Michigan,9
teamInfo,MagnUM,"Ann Arbor, Michigan",http://www.magnumultimate.com/,,https://twitter.com/magnUMultimate
0,Noah Lybik
0,Wesley Chen
0,Matthew Orr
0,Robert (Bobby) Moyer
0,Alexander Gaggino
0,Dan Calabrese
0,ALEXANDER HEATLIE
0,ALEXANDER ROBERTS
0,JORDAN MACOCHA
0,Zachary Goulson
0,ELI LEONARD
0,Travis Compo
0,Andrew Uggeri
0,Andy Yu
0,MICHAEL ROBERTS
0,Alexander Russomanno
0,Benjamin Page
0,Max Teener
1,Samuel Vetromile
4,Vikram Mathias
5,Noah Backer
6,Jesse Haji-Sheikh
12,Krishna Mahajan
15,Sam Greenwood
17,Jake Moyer
27,Jake Steslicki
34,Jesse Buchsbaum
41,Daniel Lee
48,CHARLES HYDE
59,Nicholas Gerber
87,Josh Becker
b,r,e,a,k
North Carolina State,16
teamInfo,NCSU Wolfpack,"Raleigh, North Carolina",http://wolfpackultimate.com/,https://www.facebook.com/wolfpackultimate,https://twitter.com/wolfpackultim8
0,Daniel Bayha
0,D. Paul Barnes
0,Wesley Dudas
0,Blaine Taylor
0,Jacob McGoogan
0,Ryan Walden
0,Dyon Vega
0,LUIS MOLINA
0,Jamie Haigh
0,Taylor Waters
0,REED BERGER
0,Mason Gardner
0,Clayton Carey
0,Noah Brewer
5,Danny Schmitt
7,Samuel Shearer
10,John Luke Sumerel
12,Jeff Wiltgen
13,ANDREW LOUGHRAN
14,Kiron Allen
15,Daniel Rolando
23,Patrick Cheeves
25,Alec Grusky
26,Troy Miller
34,Davis Mossman
38,Jeffrey Perkins
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday
pool,Pool A
Pittsburgh,Illinois,15,10,"03/28/2015, 09:00",Pool A,Final
Georgia,Carleton College,14,12,"03/28/2015, 09:00",Pool A,Final
Pittsburgh,Georgia,15,8,"03/28/2015, 11:00",Pool A,Final
Massachusetts,Carleton College,12,13,"03/28/2015, 11:00",Pool A,Final
Carleton College,Illinois,15,11,"03/28/2015, 13:00",Pool A,Final
Massachusetts,Georgia,11,10,"03/28/2015, 13:00",Pool A,Final
Pittsburgh,Carleton College,15,10,"03/28/2015, 15:00",Pool A,Final
Massachusetts,Illinois,15,9,"03/28/2015, 15:00",Pool A,Final
Pittsburgh,Massachusetts,15,10,"03/28/2015, 17:00",Pool A,Final
Georgia,Illinois,15,8,"03/28/2015, 17:00",Pool A,Final
pool,Pool B
North Carolina-Wilmington,Cornell,15,11,"03/28/2015, 09:00",Pool B,Final
Florida,Colorado College,15,10,"03/28/2015, 09:00",Pool B,Final
North Carolina-Wilmington,Florida,14,11,"03/28/2015, 11:00",Pool B,Final
Wisconsin,Colorado College,14,10,"03/28/2015, 11:00",Pool B,Final
Colorado College,Cornell,10,12,"03/28/2015, 13:00",Pool B,Final
Wisconsin,Florida,13,10,"03/28/2015, 13:00",Pool B,Final
North Carolina-Wilmington,Colorado College,15,5,"03/28/2015, 15:00",Pool B,Final
Wisconsin,Cornell,16,14,"03/28/2015, 15:00",Pool B,Final
North Carolina-Wilmington,Wisconsin,15,12,"03/28/2015, 17:00",Pool B,Final
Florida,Cornell,15,8,"03/28/2015, 17:00",Pool B,Final
pool,Pool C
Oregon,Harvard,15,11,"03/28/2015, 09:00",Pool C,Final
Auburn,Maryland,9,13,"03/28/2015, 09:00",Pool C,Final
Oregon,Auburn,13,9,"03/28/2015, 11:00",Pool C,Final
Central Florida,Maryland,11,13,"03/28/2015, 11:00",Pool C,Final
Maryland,Harvard,11,12,"03/28/2015, 13:00",Pool C,Final
Central Florida,Auburn,15,9,"03/28/2015, 13:00",Pool C,Final
Oregon,Maryland,16,14,"03/28/2015, 15:00",Pool C,Final
Central Florida,Harvard,12,14,"03/28/2015, 15:00",Pool C,Final
Oregon,Central Florida,10,15,"03/28/2015, 17:00",Pool C,Final
Auburn,Harvard,10,15,"03/28/2015, 17:00",Pool C,Final
pool,Pool D
North Carolina,Northwestern,15,7,"03/28/2015, 09:00",Pool D,Final
Michigan,North Carolina State,13,9,"03/28/2015, 09:00",Pool D,Final
North Carolina,Michigan,13,11,"03/28/2015, 11:00",Pool D,Final
Florida State,North Carolina State,13,11,"03/28/2015, 11:00",Pool D,Final
North Carolina State,Northwestern,5,15,"03/28/2015, 13:00",Pool D,Final
Florida State,Michigan,13,11,"03/28/2015, 13:00",Pool D,Final
North Carolina,North Carolina State,15,12,"03/28/2015, 15:00",Pool D,Final
Florida State,Northwestern,15,13,"03/28/2015, 15:00",Pool D,Final
North Carolina,Florida State,11,15,"03/28/2015, 17:00",Pool D,Final
Michigan,Northwestern,10,15,"03/28/2015, 17:00",Pool D,Final
b,r,e,a,k
brackets,Sunday
bracket,Championship Bracket
Pittsburgh,North Carolina-Wilmington,17,16,"03/29/2015, 15:00",Championship,Final
Pittsburgh,Florida State,15,13,"03/29/2015, 11:00",Semifinals,Final
Oregon,North Carolina-Wilmington,15,16,"03/29/2015, 13:00",Semifinals,Final
Pittsburgh,Wisconsin,15,11,"03/29/2015, 09:00",Quarterfinals,Final
Harvard,Florida State,12,15,"03/29/2015, 09:00",Quarterfinals,Final
Oregon,North Carolina,16,15,"03/29/2015, 09:00",Quarterfinals,Final
Georgia,North Carolina-Wilmington,14,15,"03/29/2015, 09:00",Quarterfinals,Final
bracket,3rd Place
Oregon,Florida State,0,0,"03/29/2015, 15:00",3rd Place,Final
bracket,5th Place Bracket
Georgia,Wisconsin,15,12,"03/29/2015, 13:00",5th Place,Final
Georgia,North Carolina,15,12,"03/29/2015, 11:00",5th Place Semis,Final
Harvard,Wisconsin,5,15,"03/29/2015, 11:00",5th Place Semis,Final
bracket,7th Place
North Carolina,Harvard,0,0,"03/29/2015, 13:00",7th Place,Final
bracket,9th Place Bracket
Massachusetts,Maryland,10,15,"03/29/2015, 13:00",9th Place,Final
Massachusetts,Central Florida,14,10,"03/29/2015, 11:00",9th Place Semis,Final
Maryland,Florida,15,12,"03/29/2015, 11:00",9th Place Semis,Final
Massachusetts,Cornell,15,3,"03/29/2015, 09:00",9th Place Quarters,Final
Northwestern,Central Florida,14,15,"03/29/2015, 09:00",9th Place Quarters,Final
Maryland,Michigan,14,10,"03/29/2015, 09:00",9th Place Quarters,Final
Florida,Carleton College,13,10,"03/29/2015, 09:00",9th Place Quarters,Final
bracket,11th Place
Florida,Central Florida,0,0,"03/29/2015, 13:00",11th Place,Final
bracket,13th Place Bracket
Carleton College,Northwestern,15,4,"03/29/2015, 13:00",13th Place,Final
Carleton College,Michigan,14,11,"03/29/2015, 11:00",13th Place Semis,Final
Northwestern,Cornell,15,12,"03/29/2015, 11:00",13th Place Semis,Final
bracket,15th Place
Cornell,Michigan,6,15,"03/29/2015, 13:00",15th Place,Final
b,r,e,a,k
pools,Sunday Consolation Pool
pool,Pool E
Illinois,Auburn,11,7,"03/29/2015, 09:00",Pool E,Final
Colorado College,North Carolina State,11,12,"03/29/2015, 09:00",Pool E,Final
Illinois,North Carolina State,15,10,"03/29/2015, 11:00",Pool E,Final
Colorado College,Auburn,F,W,"03/29/2015, 11:00",Pool E,Final
Illinois,Colorado College,15,11,"03/29/2015, 13:00",Pool E,Final
Auburn,North Carolina State,F,F,"03/29/2015, 13:00",Pool E,Final
b,r,e,a,k
