Santa Barbara Invite 2015 sponsored by Savage,College - Men ,24,1,2015
https://play.usaultimate.org/events/Santa-Barbara-Invite-2015-sponsored-by-Savage/schedule/Men/CollegeMen/
California-San Diego,1
19,Joseph Schatzlein
20,Ryan Flamberg
21,Daniel Patel
22,Jackson Valler
25,Jabril Muhammad
25,Konrad Niemiec
26,Joshua Adler
27,Kevin Zhang
34,Jacob Bartholomew
38,Conor McNamara
41,Michael Bergman
47,Joshua Fankhauser
93,Paul Young
b,r,e,a,k
Dartmouth,2
0,DANIEL SHANKER
4,Daniel Moder
6,DANIEL FINCH
05,Andrew Pillsbury
07,GOUTHAM KANDRU
09,BRETT SZALAPSKI
10,SAM HILLS
12,Spencer Heim
16,Henry Frost
17,SEAN HOWE
18,Eric Hemphill
20,David Friedman
23,Jon Xu
24,Eric Greenlee
27,THEODORE OWENS
31,Nicholas Golini
44,Cedar Farwell
64,DAVID KLINGES
b,r,e,a,k
California-Davis,7
0,Kramer Straube
0,Benjamin Souvey
0,Kevin Klein
0,Nicholas Helms
0,Evan  Martin
0,Callum Watts
0,Bryan LoCoco
0,Trent Viau
0,Sam Asin
0,Bradley Santi
0,Ryan Shephard
0,Douglas Fox
0,Nathan Hatch
0,Casey Shugarman
0,Daniel Ellison
0,Jeremy Weidner
0,KEEAN JOYE
1,John Nguyen
14,Fredric Murolo
15,Nick Tolfa
23,Steve Purugganan
25,Nathan Maddox
55,Joshua Cohen
b,r,e,a,k
California-Santa Cruz,15
0,Zachary Shamroukh
0,Mason Mulholland
0,Garrett Trang
0,William Mariano
0,ARI GOLDSTEIN
0,Nolan McMurray
1,Maxwell Friedmann
2,Aaron Hom
3,Milo Simpson
4,BOGART LEVESQUE
5,DANIEL KIPNES
6,Loukas Stelyn
7,Aaron Hsia-Coron
8,AARON KIM
10,Lior Givol
11,Royce Friedmann
13,NIRAV AGRAWAL
15,Elijah Newbrun-Mintz
17,Robert Gallagher
22,Louis Samuel
23,spencer hardy
24,JUSTIN BOALS
30,NICK FOX
32,Isaac Kreger
37,SAMMY ASTRACHAN
42,Patrick Denney
48,Philip Kaganovsky
51,Joseph Tillson
81,Evan Cusack
b,r,e,a,k
British Columbia,11
0,Edward Guo
0,Jack Li
0,ALEXANDER FERGUSON
0,SEAN MONTGOMERY
0,Bryan Young
0,Kevin Wang
0,ANTHONY PHAN
0,Eddison Ng
0,Connor McFadyen
0,Bryce Jay
0,Alec Francis
6,Brayden Gee
7,Victor Cheng
13,Kevin Chu
16,Nicholas Yun
21,NICHOLAS LIN
23,Fred Lam
24,Peter Yu
27,Graeme Rennie
55,Allen Greer
74,Samuel Creed
88,Patrick Mavety
96,Ryan Hoy
b,r,e,a,k
Arizona State,3
1,Nathan Bridges
2,Andrew Kohl
3,Jonathan Bridges
4,Cody Vander Weyst
6,Shawn Courson
7,Josh Walker
8,NATHAN ROBLES
9,Dylan George-Sills
10,Aaron Flegenheimer
13,JACOB KUNA
14,MICHAEL GRAZZINI
17,Michael King
18,Daniel Howe
20,Alexander Tomlinson
21,Nicholas Brown
22,Dean  Spitzer
24,Samuel Sutton
28,Brett Vannier
30,CONNOR ROTH
58,Daniel Bellissimo
59,Brent Poynter
69,Andrew Trichak
88,Andrew North
99,JARED AHERN
b,r,e,a,k
Stanford,6
1,Allan Ndovu
4,John Kremer
5,Gabriel Hernandez
6,BRENDAN FREUND
7,DAVID NEWCOMB
8,Grant Lin
11,Surya Murty
13,JOHN KADAVY
14,Samuel Mignot
16,TREVOR HOWARTH
21,Joshuah Kapilivsky
22,ANDREW BLEICH
23,Xavier Jacque Mignot
25,Sam Kunz
26,Henry Patterson
28,Nathaniel Gruver
42,KEVIN SAHLIN
46,Cyrus Ready-Campbell
71,NOLAN WALSH
73,Elliott Chartock
74,Alvin Kim
75,PETER MARACCINI
b,r,e,a,k
Cal Poly-SLO,19
02,Brennan Bryant
03,Simon Krauter
04,Daniel Hoffman
05,Aaron Shi
08,Benjamin Kato
09,Sunghoon Chung
13,Dillon Whited
14,Christopher Cogswell
16,Thomas Konogeris
17,Joshua (Slater) Levey
20,Sean Liston
21,Caleb Merriam
23,DAVID HIRSCHEY
24,Cameron Wariner
25,Camden Reynolds
28,Joseph Gagliano
32,Jakob Graf
33,Ian Sweeney
34,Aidan Mccoy
44,Tim Okita
52,Kamron Daftari
53,Matthew Ferrari
82,Joel Anton
b,r,e,a,k
Chicago,14
0,Willem Longendyke
00,Alejandro Younger
00,Cameron Menezes
00,Jeff Zhao
00,Judah Newman
00,Roger Roglans
00,Ryan Thiermann
00,David Campillo
02,MAX BLUESTONE
03,Milo Korman
05,DANIEL SHEAR
08,Joshua Stevens-Stein
09,Eli Cohen
12,MICHAEL LIU
13,Nicholas McDonnell
15,ZIV DREYFUSS
17,ABHISAAR YADAV
20,TERRANCE LIU
24,Michael Pardo
28,Tommy Robb
33,MATTHEW CARTIER
45,Percy Stogdon
94,BENNETT HELLER
b,r,e,a,k
California-Santa Barbara,12
0,Mitchell Solkov
7,PETER DENNIS
8,Bailey Wu
9,Michael Lee
02,Jack Hamner
03,MIKE SALE
06,Ian Ladner
10,Sean Smith
13,Grant Novins
14,William Turner
15,Alex Heinzen
16,Nathan Ransom
17,Hunter Corbett
19,Evan Bosinger
20,HAAKON ELLINGBOE
21,Aidan Hall
25,Brett Ploussard
28,Kyle Rubin
32,Kieran Bates
34,Arthur Pan
39,Jordan Lund
87,TAYLOR ROBERTS
b,r,e,a,k
Cincinnati,4
0,Kyle Romard
0,ALEXANDER MARK
0,SCOTT ALVERSON
0,Joshua Fisher
2,Nicholas Betsch
2,Alex Flamm
2,Kieran Kelly
6,Ryan Adams
15,Zachary Radcliff
18,Kevin Parker
21,Daniel Latz
22,ZACHARY WARNER
23,Steven Kolp
28,JOSHUA BRUGGEMAN
29,Grant  Dinan
30,Zachary Ford
31,Gregory Dinan
33,Justin Latz
41,Adam Turner
43,Stephen Kenny
b,r,e,a,k
Tulane,13
0,Benjamin Kravis
0,Parker Evans
0,JAMES LEON
0,Billy Donatuti
0,Carson Discher
0,Jackson Cochran
2,RICKY POLLOCK
10,Jack Baba
12,PATRICK MURPHY
13,David Kearing
14,Gregory Cousins
21,DAVID  MONDSCHEIN
23,Shamit Dua
26,ANDREW GROSS
44,Benjamin Lamport
76,DAVID LEVY
82,NATHAN WINSHALL
b,r,e,a,k
California,5
2,JOHN HO
4,Andrew Lin
6,Vincent Kwan
7,JAMES FENG
9,Marc Horneck
00,Handson Wu
10,Kohji Sugioka
11,Michael Girard
12,Ben Chiu
16,Christopher McKeag
17,Sean Luna
18,Jesus Avila
19,Eric Thewalt
20,Greg Salazar
21,Alexander Max
22,Andrew Ouyang
23,Patrick Lerchi
25,Taiki Chiba
26,Rajiv Sambharya
28,Maxwell Fenton
31,Justin Geffrey
35,Andrew Goldstein
42,Aaron Yuan
44,MACCALLUM ROBERTSON
69,Zun Zhang
89,Michael Neff
b,r,e,a,k
Utah,20
00,ANDY GILBERT
02,Caleb Felicetti
04,Eric Amerling
06,Oliver Atkinson
07,Bryson Allison
08,NATHAN MIKULSKI
09,Thomas Newell
10,Tyler Perry
11,Hunter Levis
12,Andrew Feller
20,Anderson Fackler
21,Michael Affleck
25,ALEX BAKER
42,Michael Lien
66,Joshua Zdrodowski
75,Jeffrey Santry
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday
pool,Pool A
California-San Diego,Victoria,13,6,"01/24/2015, 08:00",Pool A
Arizona,San Diego State,11,12,"01/24/2015, 08:00",Pool A
California-San Diego,Arizona,11,8,"01/24/2015, 09:40",Pool A
San Diego State,Victoria,10,13,"01/24/2015, 13:00",Pool A
California-San Diego,San Diego State,12,11,"01/24/2015, 14:40",Pool A
Arizona,Victoria,12,13,"01/24/2015, 16:20",Pool A
Northeastern,San Diego State,12,13,"01/24/2015, 23:40",Pool A
Northeastern,Arizona,11,12,"01/25/2015, 03:00",Pool A
Northeastern,Victoria,7,13,"01/25/2015, 04:40",Pool A
California-San Diego,Northeastern,13,6,"01/25/2015, 06:20",Pool A
pool,Pool B
Dartmouth,UCLA,14,13,"01/24/2015, 08:00",Pool B
Washington,California-Santa Cruz,13,5,"01/24/2015, 08:00",Pool B
Dartmouth,Washington,3,13,"01/24/2015, 09:40",Pool B
California-Davis,California-Santa Cruz,13,8,"01/24/2015, 09:40",Pool B
California-Santa Cruz,UCLA,9,13,"01/24/2015, 11:20",Pool B
California-Davis,Washington,8,13,"01/24/2015, 11:20",Pool B
Dartmouth,California-Santa Cruz,13,9,"01/24/2015, 13:00",Pool B
California-Davis,UCLA,8,13,"01/24/2015, 13:00",Pool B
Dartmouth,California-Davis,9,10,"01/24/2015, 14:40",Pool B
Washington,UCLA,13,9,"01/24/2015, 14:40",Pool B
pool,Pool C
Arizona State,Cal Poly-SLO,13,11,"01/24/2015, 08:00",Pool C
Stanford,Chicago,13,7,"01/24/2015, 09:40",Pool C
Chicago,Cal Poly-SLO,12,14,"01/24/2015, 11:20",Pool C
Arizona State,Chicago,13,6,"01/24/2015, 14:40",Pool C
Stanford,Cal Poly-SLO,12,9,"01/24/2015, 14:40",Pool C
British Columbia,Chicago,13,9,"01/24/2015, 15:00",Pool C
Arizona State,Stanford,13,7,"01/24/2015, 16:20",Pool C
Arizona State,British Columbia,10,12,"01/24/2015, 16:40",Pool C
Stanford,British Columbia,11,13,"01/24/2015, 18:20",Pool C
British Columbia,Cal Poly-SLO,13,10,"01/24/2015, 23:20",Pool C
pool,Pool D
Cincinnati,Tulane,13,7,"01/24/2015, 11:20",Pool D
Tulane,Utah,11,5,"01/24/2015, 13:00",Pool D
Cincinnati,Utah,13,4,"01/24/2015, 18:00",Pool D
California,Utah,12,10,"01/25/2015, 01:20",Pool D
Cincinnati,California-Santa Barbara,9,13,"01/25/2015, 03:00",Pool D
California,Tulane,7,10,"01/25/2015, 04:40",Pool D
California-Santa Barbara,Utah,13,8,"01/25/2015, 04:40",Pool D
California-Santa Barbara,Tulane,13,6,"01/25/2015, 06:20",Pool D
Cincinnati,California,13,8,"01/25/2015, 06:20",Pool D
California,California-Santa Barbara,8,9,"01/25/2015, 22:00",Pool D
b,r,e,a,k
brackets,Sunday
bracket,Championship
Arizona State,Washington,8,9,"01/25/2015, 13:00",Finals
Stanford,Arizona State,10,11,"01/25/2015, 23:20",Semis
Washington,British Columbia,13,7,"01/26/2015, 06:20",Semis
California-San Diego,Stanford,13,14,"01/25/2015, 09:40",Quarters
California-Santa Barbara,Arizona State,11,13,"01/25/2015, 23:40",Quarters
Washington,Tulane,11,9,"01/25/2015, 09:40",Quarters
British Columbia,Cincinnati,13,8,"01/25/2015, 16:40",Quarters
UCLA,Stanford,11,13,"01/25/2015, 08:00",Prequarters
Arizona State,Dartmouth,13,6,"01/25/2015, 08:00",Prequarters
Victoria,Tulane,11,12,"01/25/2015, 08:00",Prequarters
Cincinnati,San Diego State,13,8,"01/25/2015, 08:00",Prequarters
bracket,9th
bracket,11th
San Diego State,Victoria,5,13,"01/25/2015, 13:00",11th
bracket,3rd
British Columbia,Stanford,12,9,"01/25/2015, 20:00",3rd
bracket,5th
Cincinnati,California-Santa Barbara,11,12,"01/26/2015, 03:00",5th
Cincinnati,Tulane,13,6,"01/25/2015, 11:20",Quarters Defeat
California-Santa Barbara,California-San Diego,13,10,"01/26/2015, 01:20",Quarters Defeat
bracket,7th
California-San Diego,Tulane,11,12,"01/25/2015, 14:40",7th
b,r,e,a,k
brackets,Sunday
bracket,Consolation
California,Cal Poly-SLO,9,11,"01/26/2015, 03:00",Con. Finals (13th)
Chicago,California,10,13,"01/26/2015, 01:20",Con. Semis
Cal Poly-SLO,California-Davis,9,8,"01/25/2015, 11:20",Con. Semis
Arizona,Chicago,11,12,"01/25/2015, 08:00",Con. Quarters
California,California-Santa Cruz,13,6,"01/25/2015, 22:00",Con. Quarters
Cal Poly-SLO,Northeastern,12,10,"01/25/2015, 23:40",Con. Quarters
California-Davis,Utah,13,7,"01/25/2015, 09:40",Con. Quarters
bracket,17th
Northeastern,California-Santa Cruz,9,4,"01/26/2015, 03:00",17th
Utah,Northeastern,11,13,"01/26/2015, 01:20",Con. Quarters Defeat
California-Santa Cruz,Arizona,12,11,"01/25/2015, 11:20",Con. Quarters Defeat
bracket,15th
California-Davis,Chicago,14,12,"01/25/2015, 14:40",Con. Semis Defeat (15th)
bracket,19th
Arizona,Utah,8,12,"01/25/2015, 13:00",19th
b,r,e,a,k
