Southeast Mixed Regionals,Club - Mixed ,12,9,2015
Advance,NC,2015-09-12,2015-09-13
https://play.usaultimate.org/events/Southeast-Mixed-Regionals-2015/schedule/Mixed/Club-Mixed
Bucket,1
11,Timothy Barczak
12,Bryan Sansbury
13,DUSTIN GRAHAM
14,Noel Holmes
16,ELIZABETH MASTRANDONAS
17,Nick Peppers
18,Machen Bihrle
19,Stephanie Forbert
23,Elizabeth Barnes
24,Michael Ball
28,Cody Havens
29,Andrea Munoz
31,Player Pierce
48,Thomas Larocco
55,Stephanie Shane
71,Corey Foster
77,Anthony Cain
89,Victoria Thompson
96,Joseph Shea
b,r,e,a,k
DUMDUMs,16
teamInfo,,"Dothan, Alabama",,,
0,Marksy Nelson
0,RICKY QUATTLEBAUM
0,Ally Fuller
0,Justin Grack
00,William Fleming
00,JOHNATHAN FOETHER
00,Robert Wilkerson 
00,HANNAH BAUMAN
00,Hannah Foether
00,DEBBIE GEIGER
00,Dominic Motta
00,Jonathan Pettis
00,TOM JOHNSON
00,Tabitha Mixon
00,Sara Franklin
00,Quinn Bateman
00,David Clark
00,Derrick Cook
00,Joshua Madigan
23,Jacqueline Furlong
40,Jordan Davis
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Bucket,Boxcar,13,3,"09/12/2015, 09:00",Pool A,Final
Carolina Reign,LoveShack,13,12,"09/12/2015, 09:00",Pool A,Final
Bucket,LoveShack,13,1,"09/12/2015, 10:50",Pool A,Final
Carolina Reign,Boxcar,13,2,"09/12/2015, 10:50",Pool A,Final
Bucket,Carolina Reign,12,10,"09/12/2015, 14:30",Pool A,Final
Boxcar,LoveShack,13,11,"09/12/2015, 14:30",Pool A,Final
pool,Pool B
Charlotte Storm,KOD,6,13,"09/12/2015, 10:50",Pool B,Final
Raleighwood,9Hammer,13,12,"09/12/2015, 10:50",Pool B,Final
Charlotte Storm,9Hammer,13,12,"09/12/2015, 12:40",Pool B,Final
Raleighwood,KOD,13,8,"09/12/2015, 12:40",Pool B,Final
Charlotte Storm,Raleighwood,8,13,"09/12/2015, 14:30",Pool B,Final
KOD,9Hammer,5,13,"09/12/2015, 14:30",Pool B,Final
pool,Pool C
Cahoots,The Hucking Dead,13,5,"09/12/2015, 10:50",Pool C,Final
Swing State,BAREFOOT,13,1,"09/12/2015, 10:50",Pool C,Final
Cahoots,BAREFOOT,13,6,"09/12/2015, 12:40",Pool C,Final
Swing State,The Hucking Dead,13,10,"09/12/2015, 12:40",Pool C,Final
Cahoots,Swing State,13,6,"09/12/2015, 14:30",Pool C,Final
The Hucking Dead,BAREFOOT,13,9,"09/12/2015, 14:30",Pool C,Final
pool,Pool D
Pluff Mud Panic,Jolly Roger,13,5,"09/12/2015, 09:00",Pool D,Final
Nooga by Nature,DUMDUMs,13,6,"09/12/2015, 09:00",Pool D,Final
Pluff Mud Panic,DUMDUMs,13,4,"09/12/2015, 12:40",Pool D,Final
Nooga by Nature,Jolly Roger,12,13,"09/12/2015, 12:40",Pool D,Final
Pluff Mud Panic,Nooga by Nature,13,12,"09/12/2015, 14:30",Pool D,Final
Jolly Roger,DUMDUMs,13,6,"09/12/2015, 14:30",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Bucket,Raleighwood,13,10,"09/13/2015, 11:40",1st Place Finals,Final
Bucket,Pluff Mud Panic,13,6,"09/13/2015, 09:50",1st Place Semis,Final
Cahoots,Raleighwood,11,13,"09/13/2015, 09:50",1st Place Semis,Final
Bucket,9Hammer,12,8,"09/13/2015, 08:00",1st Place Quarters,Final
Pluff Mud Panic,Swing State,13,9,"09/13/2015, 08:00",1st Place Quarters,Final
Cahoots,Boxcar,13,2,"09/13/2015, 08:00",1st Place Quarters,Final
Raleighwood,Carolina Reign,13,6,"09/13/2015, 08:00",1st Place Quarters,Final
9Hammer,The Hucking Dead,13,8,"09/12/2015, 16:20",1st Place Prequarters,Final
Swing State,KOD,13,10,"09/12/2015, 16:20",1st Place Prequarters,Final
Boxcar,Jolly Roger,13,8,"09/12/2015, 16:20",1st Place Prequarters,Final
Nooga by Nature,Carolina Reign,10,13,"09/12/2015, 16:20",1st Place Prequarters,Final
bracket,9th Place
Nooga by Nature,The Hucking Dead,9,8,"09/13/2015, 04:00",9th Place,Final
Nooga by Nature,KOD,13,5,"09/13/2015, 09:50",9th Place Semis,Final
Jolly Roger,The Hucking Dead,8,11,"09/13/2015, 09:50",9th Place Semis,Final
bracket,5th place Bracket
9Hammer,Swing State,11,12,"09/13/2015, 11:40",5th Place,Final
9Hammer,Boxcar,13,5,"09/13/2015, 09:50",5th Place Semis,Final
Swing State,Carolina Reign,14,12,"09/13/2015, 09:50",5th Place Semis,Final
bracket,7th Place
Carolina Reign,Boxcar,13,6,"09/13/2015, 11:40",7th Place,Final
bracket,3rd place
Pluff Mud Panic,Cahoots,1,0,"09/13/2015, 11:40",3rd place,Final
bracket,11th place
KOD,Jolly Roger,13,7,"09/13/2015, 11:40",11th place,Final
b,r,e,a,k
brackets,13th Place Bracket
bracket,Semis
DUMDUMs,Charlotte Storm,5,13,"09/13/2015, 08:00",13th Place,Final
LoveShack,DUMDUMs,9,13,"09/12/2015, 16:20",13th Semis,Final
Charlotte Storm,BAREFOOT,13,8,"09/13/2015, 16:20",13th Semis,Final
bracket,15th Place
BAREFOOT,LoveShack,7,13,"09/13/2015, 08:00",15th Place,Final
b,r,e,a,k
