Presidents' Day Invitational 2015,College - Women ,14,2,2015
https://play.usaultimate.org/events/Presidents-Day-Invitational-2015/schedule/Women/CollegeWomen/
Oregon,1
Washington,California-Santa Cruz,10,2,"02/14/2015, 10:30",Pool B
Colorado,San Diego State,13,3,"02/14/2015, 10:30",Pool B
California,San Diego State,7,8,"02/14/2015, 12:00",Pool B
Colorado,California-Santa Cruz,13,1,"02/14/2015, 12:00",Pool B
Colorado,California,13,4,"02/14/2015, 13:30",Pool B
Washington,San Diego State,13,2,"02/14/2015, 13:30",Pool B
Washington,Colorado,13,9,"02/14/2015, 15:00",Pool B
California,California-Santa Cruz,13,2,"02/14/2015, 15:00",Pool B
pool,Pool C
Stanford,Chicago,13,5,"02/14/2015, 09:00",Pool C
Stanford,Southern California,13,2,"02/14/2015, 10:30",Pool C
UCLA,Chicago,12,7,"02/14/2015, 10:30",Pool C
Stanford,UCLA,11,7,"02/14/2015, 12:00",Pool C
Southern California,Chicago,11,4,"02/14/2015, 12:00",Pool C
UCLA,Southern California,9,6,"02/14/2015, 13:30",Pool C
pool,Pool D
Texas,California-Davis,13,5,"02/14/2015, 09:00",Pool D
California-Santa Barbara,Brown,13,3,"02/14/2015, 09:00",Pool D
Texas,California-Santa Barbara,13,12,"02/14/2015, 10:30",Pool D
California-Davis,Brown,13,5,"02/14/2015, 12:00",Pool D
Texas,Brown,13,3,"02/14/2015, 13:30",Pool D
California-Santa Barbara,California-Davis,12,11,"02/14/2015, 13:30",Pool D
b,r,e,a,k
pools,Power Pools
pool,Pool E
California-Santa Barbara,Southern California,11,13,"02/15/2015, 09:00",Pool E
Oregon,Southern California,15,3,"02/15/2015, 10:45",Pool E
Oregon,California-Santa Barbara,12,8,"02/15/2015, 12:30",Pool E
pool,Pool F
Washington,California-Davis,14,12,"02/15/2015, 10:45",Pool F
California-San Diego,California-Davis,15,10,"02/15/2015, 16:00",Pool F
Washington,California-San Diego,13,6,"02/15/2015, 19:30",Pool F
pool,Pool G
Colorado,Cal Poly-SLO,15,8,"02/15/2015, 09:00",Pool G
Stanford,Cal Poly-SLO,15,6,"02/15/2015, 10:45",Pool G
Stanford,Colorado,15,10,"02/15/2015, 12:30",Pool G
pool,Pool H
UCLA,San Diego State,12,7,"02/15/2015, 09:00",Pool H
Texas,San Diego State,15,4,"02/15/2015, 10:45",Pool H
Texas,UCLA,6,15,"02/15/2015, 12:30",Pool H
pool,Pool I
Chicago,California-Santa Cruz,15,3,"02/15/2015, 09:00",Pool I
Colorado College,California-Santa Cruz,15,2,"02/15/2015, 10:45",Pool I
Colorado College,Chicago,15,6,"02/15/2015, 12:30",Pool I
pool,Pool J
Brown,Sonoma State,9,15,"02/15/2015, 09:00",Pool J
California,Sonoma State,15,4,"02/15/2015, 10:45",Pool J
California,Brown,15,3,"02/15/2015, 12:30",Pool J
b,r,e,a,k
brackets,1st-4th
bracket,Championship Bracket
Oregon,Stanford,15,11,"02/16/2015, 13:15",Championship Game
Oregon,UCLA,12,8,"02/16/2015, 11:30",Semifinals
Stanford,Washington,15,8,"02/16/2015, 11:30",Semifinals
Oregon,Texas,12,8,"02/15/2015, 14:30",Quarter Finals
UCLA,Colorado,15,8,"02/15/2015, 14:30",Quarter Finals
Stanford,California-San Diego,15,2,"02/15/2015, 21:30",Quarter Finals
Washington,Southern California,14,11,"02/15/2015, 14:30",Quarter Finals
bracket,3rd Place
UCLA,Washington,13,8,"02/16/2015, 13:15",Finals
b,r,e,a,k
brackets,5th-8th
bracket,5th  Place Bracket
Colorado,Southern California,9,4,"02/16/2015, 11:30",5th Pace Finals
Texas,Colorado,10,15,"02/16/2015, 09:45",5th Place Semifinals
California-San Diego,Southern California,1,15,"02/16/2015, 16:45",5th Place Semifinals
bracket,7th Place
Texas,California-San Diego,11,9,"02/16/2015, 20:15",Finals
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place Bracket
California-Santa Barbara,San Diego State,15,9,"02/16/2015, 08:00",9th Place Finals
California-Santa Barbara,California-Davis,12,8,"02/15/2015, 14:30",9th Place Semifinals
Cal Poly-SLO,San Diego State,7,11,"02/15/2015, 14:30",9th Place Semifinals
b,r,e,a,k
brackets,Consolation Bracket
bracket,11th Place Game
California-Davis,Cal Poly-SLO,14,9,"02/16/2015, 08:00",11th Place Game
b,r,e,a,k
brackets,Consolation Bracket
bracket,13th Place Bracket
Colorado College,California,11,10,"02/16/2015, 09:45",13th Place Finals
Colorado College,Sonoma State,15,14,"02/16/2015, 08:00",13th Place Semifinals
California,Chicago,12,6,"02/16/2015, 06:15",13th Place Semifinals
b,r,e,a,k
brackets,Consolation Bracket
bracket,15th Place Game
Sonoma State,Chicago,10,12,"02/16/2015, 13:15",15th Place Game
b,r,e,a,k
brackets,Consolation Bracket
bracket,17th Place Game
California-Santa Cruz,Brown,10,9,"02/16/2015, 08:00",17th Place Game
b,r,e,a,k
