Easterns 2023,College - Men ,1,4,2023
Little River,SC,2023-04-01,2023-04-02
https://play.usaultimate.org/events/Easterns-2023/schedule/Men/CollegeMen/
Pittsburgh,8
0,Levi Dohman
0,Maximilian Dewberry
0,Nathaniel Astrom
0,Sebastian Brauer
0,Theo Mahaffey
1,Gunnar  Mikko
5,Owen Gin
7,Wyatt Crow
10,Anthony Jirele
11,Ian Mccosky
11,Jack Walters-Medaris
15,Max  Dehlin
16,Peter Helgeson
17,Paul Liang
19,Austin King
22,Jaxson Baty
23,Paul Krenik
57,Owen Schigiel
86,John Helgeson
88,Evan Ellis
b,r,e,a,k
Northeastern,11
teamInfo,Huskies,"Boston, Massachusetts",http://www.ultimate.neu.edu/men,https://www.facebook.com/NUMensUltimate,https://twitter.com/NUMensUltimate
coaches,Angela Zhu
0,Alesh Fremouw
0,Charlie Huang
0,Dallon Archibald
0,Ezra Liu
0,Matias Ng
0,Peter Boerth
0,Phillip Dias
1,Alexander Abrams
4,Colton Sy
7,Robert Pereira
9,James Beckman
10,Ben Chamis
12,Ramsey Elder
13,Jackson McGuinness
16,Colin Leonelli
17,Owen Cordes
21,Chris Yang
23,Thomas Griffin
32,Jackson biggs
33,Brendan King
40,Alex Storrer
42,Ethan Cook 
61,Steven Tanguilig
85,Gabe Vordick
99,Samuel Freedman
b,r,e,a,k
North Carolina-Wilmington,18
teamInfo,Seamen,"Wilmington, North Carolina",http://seamenultimate.com/,https://www.facebook.com/seamenultimate,https://twitter.com/seamenultimate
0,Christian Belus
0,Colin Hines
0,Isaac Abelson
0,James Thomas
0,Rashid Moreau
0,Tejas Sivarajakumar
0,Thomas DeMarkey
0,Tyrese Scott
3,Diego Collazo
4,Quinn Garner
6,Owen Maskelony
10,Rafael Hopf
10,Ryan Watson
11,Patrick Grossheim
11,Stewart Kelley
12,Benjamin Hauptli
17,Colby Francfort
31,Cole Feltman
48,Santiago Velosa
49,Luke Merrill
88,Lukas Becker
97,Pablo Velosa
99,Chase Korabik
b,r,e,a,k
Ohio State,14
teamInfo,Leadbelly,"Columbus, Ohio",,https://www.facebook.com/LeadbellyUltimate,https://twitter.com/pbultimate
0,Andrew DePuy
0,Camron Chambers
0,Jacob Anthuvan
0,Lucas Nestor
2,David Snead
2,Sion Agami Contreras
3,David Braden
4,Joe Spofforth
9,Austin Riegel
9,Michael Kopechek
10,Noah Krumme
16,Anthony Sanderell
17,Nicholas Ondrejko
19,Avery Gleeson
20,Andrew Osborn
22,Eric Binder
24,Tanion Misawayee
28,Patrick Diehl
31,Charlie Vukovic
33,Maxwell Devine
39,Christopher Arevalo
43,Tyler McCarthy
49,Logan Frey
78,Aidan Stevens
93,Peter Zhang
99,Alex Warrington
b,r,e,a,k
Cal Poly-SLO,6
teamInfo,SLOCORE,"San Luis Obispo, California",http://slocore.com,https://www.facebook.com/slocoreultimate/,https://twitter.com/CORE_ultimate
coaches,Tim Gilligan
0,Alex Yannelli
0,Alex Nelson
0,Bailey Prochaska
0,Carson Crouch
0,Charles Camilli
0,James Whealan
0,Joseph Thachet
0,Kyle Lew
0,Leo Lauritzen
0,Martin  Doherty
0,Max Gade
0,Rafael Castillo
0,Wyatt Colburn
6,Keaton Orser
8,Jamieson Rear
14,Emmet Holton
16,Garrett Bush
17,Sander Fogarty
22,Dodger Middlebrook
25,Anton Orme
30,Seamus Robinson
36,Zach Riley
81,Calvin Brown
88,Alex Herman
b,r,e,a,k
Vermont,3
teamInfo,Chill,"Burlington, Vermont",,https://www.facebook.com/Team.Chill.33/,https://twitter.com/team_chill
0,Chase Drinkwater
2,Kuochuan Ponzio
4,Benjamin Payson
6,Gabriele Kautz
7,Turner Allen
8,Eli Standard
9,True Hanson
11,Gabriel Smestad
15,James Cairn
16,Grant Goodale
17,Moses Delane
18,Casey Thornton
19,Christopher Kiepert
21,Luca Stuccio
22,Zachary Watson-Stevens
23,Kristof Rohaly-Medved
24,Nico Christakos
28,Leo Sarandos
33,John Sickles
36,Carl Crawford
37,Parker Lin-Butler
42,Ryan Bliss
44,Carter Lawless
72,Jack Rice
82,Declan Kervick
b,r,e,a,k
Tufts,10
teamInfo,Elephant Men,"Medford, Massachusetts",http://www.tuftsmensultimate.org/,,https://twitter.com/tufts_emen
coaches,Gene Buonaccorsi,Tannor Johnson
0,Elias Benghiat
0,Eliav Malone
0,Joe Rosenberg
0,Michael Shriver
0,Ryan Cohen
0,Ryan Kadet
0,Silas Grossman
0,Toshihiro Nagase
0,Tucker Livingston
0,Zachary Burpee
0,Zak Rizvi
1,Rohin Gast
3,Colin Mclaughlin
3,Sachin Zachariah
6,Zach Singer
7,Oscar Graff
19,Shiv Khanna
50,Roman Short
52,Benjamin Kass-Mullet
b,r,e,a,k
Wisconsin,19
teamInfo,Hodags,"Madison, Wisconsin",https://www.hodaglove.org,https://www.facebook.com/Wisconsin-Hodags-118125241585256/,https://twitter.com/hodaglove
coaches,Becky LeDonne,Ted Schewe
02,Oliver Walke
03,Graeme Alexander
05,Patrick LaVallee
08,Carson Batchelor
10,Sam Pieper
13,Drake Miller III
14,Simi Fadiran
18,Nico Ranabhat
19,Simon Brooks
22,Luke  Youngdahl
24,Stefan Caldararu
25,Andrew Paulson
27,Jacob Sak
30,Kale Johnson
40,Thomas Walker
42,Tyler Grim
64,Joe Leibforth
94,Pieran Robert
99,Zane Stein
b,r,e,a,k
Georgia,15
teamInfo,Jojah,"Athens, Georgia",https://jojahultimatefrisbee.wordpress.com/,https://www.facebook.com/JojahUltimate,https://twitter.com/JojahUltimate
coaches,Elizabeth Leon
0,Adam Bell
0,Carter Neuman
0,Cole Krucke
0,Cole Chanler
0,Jack Krugler
0,Jacob Peach
0,Matthew Davidorf
0,Sam Rose
0,Sam Hobbs
0,Zach Brennan
2,Isaac Huntington
3,Sam Merritt
3,Jacob Croskey
6,Aidan Downey
7,Jack Stephenson
12,Jeremy Sanders
13,Jake Powell
14,Ryan Flick
16,Kofi Reeves-Miller
17,Adam Goldstein
18,Adam Miller
20,Scott Whitley
24,Carter Rathur
27,Nicolas Lutz
31,Owen Mork
33,William Randall
88,Luke Cranor
99,Matthew Fazzalaro
b,r,e,a,k
Brown,9
teamInfo,Brownian Motion,"Providence, Rhode Island",http://www.brown.edu/Athletics/Mens_Ultimate/,https://www.facebook.com/brownultimatefrisbee,https://twitter.com/BMoUltimate
0,Andrew Hardy
0,Andy Burris
0,Cal Nightingale
0,Adrian Lin
0,Emmett Young
0,Ian Layzer
0,Luca Duclos-Orsello
0,Matias Lee
0,Morgann Thain
0,Siddharth Yende
0,William Steinfeld
0,Zachary Kaufman
9,Jason Tapper
10,Amrik Eadara
17,Riley Frey
22,Martin Trouilloud
24,Jacques Nissen
27,Elliott Rosenberg
29,Oscar Low
30,Caleb Moran
42,Leo Gordon
88,Noah Ball-Burack
99,Henry Egan
b,r,e,a,k
Oregon,4
teamInfo,Ego,"Eugene, Oregon",,https://www.facebook.com/OneBigEgo/,https://twitter.com/egotime
coaches,Braedon Petrus
0,Jack Gleason
03,Keali Mccarter
04,Daniel Ritthaler
05,Itay Chang
06,Jackson Knox
08,Adam Wulkan
09,Marcus Beidler
11,Benjamin Keigwin
14,Nicholas Cao
15,Chander Boyd-Fliegel
17,Max Arquilevich
18,Marco Muralles
23,Julian Saunt
24,Mica Glass
27,Mason  Weybright
28,Max Massey
34,Adam McNichols
36,Gabriel Nobis
45,Beckett Sessums
48,Ben Horrisberger
72,Aaron Kaplan
77,Jackson Heglie
81,Emmett Warner
b,r,e,a,k
Carleton College,5
teamInfo,CUT,"Northfield, Minnesota",https://www.carleton.edu/student/orgs/cut/,https://www.facebook.com/CUTrules,https://twitter.com/cutrules
coaches,Philip Bowen,Tim Schoch,Dillon Lanier,Noah Hanson
1,Robert Breyer
2,Jonah Barry
7,Tim Jensen
9,Anders Shenholm
10,Fin Fuhrmann
12,Mauricio Badillo Moorman
12,Sam McCarty
13,Nathan Parker
22,Declan Miller
29,Jace Dean
39,Nathan Kallin
45,Quinn Lander
47,Sawyer  Blair
54,Michael Dreger
55,Leo Jordan
66,Dexter  Pakula
77,William Fleming
80,Conor Babcock O'Neill
82,Will Troop
83,Colin Brown
84,Clay Haddock
89,Leo Xiao
92,Benjamin Scott-Lewis
95,George Lefkowicz
96,Cullen Baker
97,Adam Rothman
98,Bobby Eleveld
99,Daniel Chen
b,r,e,a,k
South Carolina,20
teamInfo,Gamecock Ultimate,"Columbia, South Carolina",https://garnetgate.sa.sc.edu/organization/ufrisb,https://facebook.com/GamecockUltimate/,https://twitter.com/CocksUltimate
0,Achilles Hahn
0,Alex Euston
0,Andy Larsen
0,Drew Belanger 
0,Ethan Johnson
0,Ethan Ho 
0,Jackson  Giovanelli
0,Jacob McClary
0,John Pellegrino
0,Joseph  Cammarata
0,Keegan Ford
0,Luke Hatchl
0,Michael Murawski
0,Michael Cote
0,Thomas Davidson
1,Trip Crowley
3,Coleman Devaney
4,Nicholas Lopez
7,Caspar Tarr
15,William Caspino
23,Gavin Russell
23,Elizabeth Pung
24,Jaida King
31,Luke Colwell
38,Evan Sanderson
52,Tyler Catton
66,Robert Gunshefski
81,Deven Riley
95,Payne Thomas
b,r,e,a,k
Michigan,16
teamInfo,MagnUM,"Ann Arbor, Michigan",http://www.magnumultimate.com/,https://www.facebook.com/magnUMultimatefrisbee/,https://twitter.com/magnUMultimate
0,Zach Wanger
3,Jose Dasilva
4,Kenneth Tien
5,Owen O'Neil
6,Andrew Kim
8,Nicholas Alfonso
9,Jack Davis
10,Jonathan Ramsay
11,Max Karnik
12,Benjamin Williams
13,Eli Weaver
14,Aaron Bartlett
16,Lincoln Boyd
17,Hugh Finnigan
22,Bradley Kerr
22,Chris Doehring
23,Theo Shapinsky
24,Josh Solomon
25,Nicholas Colucci
26,Noah Gross
28,Gabriel Scheck
32,Eli Friedman
37,Michael Hall
38,Yipeng Wang
39,James Baker Jr
84,Cian Johnson
88,Kion Young
92,Tobey Chang
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Massachusetts,Auburn,13,5,"04/01/2023, 09:00",Pool A,Final
North Carolina State,California,8,13,"04/01/2023, 09:00",Pool A,Final
Massachusetts,North Carolina State,12,8,"04/01/2023, 10:45",Pool A,Final
Pittsburgh,California,12,10,"04/01/2023, 10:45",Pool A,Final
California,Auburn,10,5,"04/01/2023, 12:30",Pool A,Final
Pittsburgh,North Carolina State,12,6,"04/01/2023, 12:30",Pool A,Final
Massachusetts,California,13,8,"04/01/2023, 14:15",Pool A,Final
Pittsburgh,Auburn,13,6,"04/01/2023, 14:15",Pool A,Final
Massachusetts,Pittsburgh,11,12,"04/01/2023, 16:00",Pool A,Final
North Carolina State,Auburn,12,7,"04/01/2023, 16:00",Pool A,Final
pool,Pool B
North Carolina,North Carolina-Wilmington,11,8,"04/01/2023, 09:00",Pool B,Final
Northeastern,Ohio State,12,7,"04/01/2023, 09:00",Pool B,Final
North Carolina,Northeastern,13,6,"04/01/2023, 10:45",Pool B,Final
Minnesota,Ohio State,13,7,"04/01/2023, 10:45",Pool B,Final
Ohio State,North Carolina-Wilmington,9,11,"04/01/2023, 12:30",Pool B,Final
Minnesota,Northeastern,13,9,"04/01/2023, 12:30",Pool B,Final
North Carolina,Ohio State,13,2,"04/01/2023, 14:15",Pool B,Final
Minnesota,North Carolina-Wilmington,13,11,"04/01/2023, 14:15",Pool B,Final
North Carolina,Minnesota,13,7,"04/01/2023, 16:00",Pool B,Final
Northeastern,North Carolina-Wilmington,11,10,"04/01/2023, 16:00",Pool B,Final
pool,Pool C
Vermont,Wisconsin,11,8,"04/01/2023, 09:00",Pool C,Final
Tufts,Georgia,13,11,"04/01/2023, 09:00",Pool C,Final
Vermont,Tufts,13,8,"04/01/2023, 10:45",Pool C,Final
Cal Poly-SLO,Georgia,11,8,"04/01/2023, 10:45",Pool C,Final
Georgia,Wisconsin,8,10,"04/01/2023, 12:30",Pool C,Final
Cal Poly-SLO,Tufts,13,8,"04/01/2023, 12:30",Pool C,Final
Vermont,Cal Poly-SLO,8,12,"04/01/2023, 14:15",Pool C,Final
Tufts,Wisconsin,12,6,"04/01/2023, 14:15",Pool C,Final
Vermont,Georgia,13,7,"04/01/2023, 16:00",Pool C,Final
Cal Poly-SLO,Wisconsin,9,11,"04/01/2023, 16:00",Pool C,Final
pool,Pool D
Oregon,South Carolina,13,10,"04/01/2023, 09:00",Pool D,Final
Brown,Michigan,13,10,"04/01/2023, 09:00",Pool D,Final
Oregon,Brown,10,13,"04/01/2023, 10:45",Pool D,Final
Carleton College,Michigan,12,8,"04/01/2023, 10:45",Pool D,Final
Michigan,South Carolina,10,13,"04/01/2023, 12:30",Pool D,Final
Carleton College,Brown,13,12,"04/01/2023, 12:30",Pool D,Final
Oregon,Michigan,12,11,"04/01/2023, 14:15",Pool D,Final
Carleton College,South Carolina,12,8,"04/01/2023, 14:15",Pool D,Final
Oregon,Carleton College,13,10,"04/01/2023, 16:00",Pool D,Final
Brown,South Carolina,13,9,"04/01/2023, 16:00",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Vermont,North Carolina,10,15,"04/02/2023, 13:00",Finals,Final
Pittsburgh,Vermont,12,14,"04/02/2023, 11:00",Semifinals,Final
Cal Poly-SLO,North Carolina,12,15,"04/02/2023, 11:00",Semifinals,Final
Pittsburgh,Minnesota,15,11,"04/02/2023, 09:00",Quarterfinals,Final
Vermont,Brown,14,13,"04/02/2023, 09:00",Quarterfinals,Final
Cal Poly-SLO,Oregon,14,12,"04/02/2023, 09:00",Quarterfinals,Final
Massachusetts,North Carolina,12,15,"04/02/2023, 09:00",Quarterfinals,Final
bracket,3rd Place
Cal Poly-SLO,Pittsburgh,12,13,"04/02/2023, 13:00",3rd Place,Final
bracket,5th Place
Brown,Massachusetts,15,12,"04/02/2023, 13:00",5th Place,Final
Minnesota,Brown,12,14,"04/02/2023, 11:00",5th Place Semifinals,Final
Oregon,Massachusetts,13,14,"04/02/2023, 11:00",5th Place Semifinals,Final
bracket,7th Place
Oregon,Minnesota,14,13,"04/02/2023, 13:00",7th Place,Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place Bracket
California,North Carolina State,12,11,"04/02/2023, 13:00",9th Place Finals,Final
California,Carleton College,14,12,"04/02/2023, 11:00",9th Place Semifinals,Final
Tufts,North Carolina State,13,14,"04/02/2023, 11:00",9th Place Semifinals,Final
California,North Carolina-Wilmington,14,6,"04/02/2023, 09:00",9th Place Quarterfinals,Final
Wisconsin,Carleton College,12,15,"04/02/2023, 09:00",9th Place Quarterfinals,Final
Tufts,South Carolina,15,7,"04/02/2023, 09:00",9th Place Quarterfinals,Final
North Carolina State,Northeastern,12,11,"04/02/2023, 09:00",9th Place Quarterfinals,Final
bracket,11th Place
Tufts,Carleton College,15,12,"04/02/2023, 13:00",11th Place,Final
bracket,13th Place
North Carolina-Wilmington,Northeastern,12,11,"04/02/2023, 13:00",13th Place,Final
North Carolina-Wilmington,Wisconsin,14,13,"04/02/2023, 11:00",13th Place Semifinals,Final
South Carolina,Northeastern,11,15,"04/02/2023, 11:00",13th Place Semifinals,Final
bracket,15th Place
South Carolina,Wisconsin,11,15,"04/02/2023, 13:00",15th Place,Final
b,r,e,a,k
pools,Sunday Consolation Pool
pool,Pool E
Auburn,Georgia,3,15,"04/02/2023, 09:00",Pool E,Final
Ohio State,Michigan,11,9,"04/02/2023, 09:00",Pool E,Final
Auburn,Michigan,4,15,"04/02/2023, 11:00",Pool E,Final
Ohio State,Georgia,6,14,"04/02/2023, 11:00",Pool E,Final
Auburn,Ohio State,3,15,"04/02/2023, 13:00",Pool E,Final
Georgia,Michigan,15,8,"04/02/2023, 13:00",Pool E,Final
b,r,e,a,k
