TCT Select Flight Invite - West 2021,Club - Mixed ,14,8,2021
https://play.usaultimate.org/events/TCT-Select-Flight-Invite---West-2021/schedule/Mixed/Club-Mixed
Mischief,1
Lotus,Flagstaff Ultimate,11,6,"08/14/2021, 12:30",Pool E
pool,Pool F
BW Ultimate,Calamity,12,8,"08/14/2021, 08:30",Pool F
League of Shadows,Calamity,15,12,"08/14/2021, 10:30",Pool F
BW Ultimate,League of Shadows,7,8,"08/14/2021, 12:30",Pool F
b,r,e,a,k
clusters,Top 4 Crossover
cluster,Top 4 Crossover
Mischief,Public Enemy,10,11,"08/14/2021, 14:30",
Polar Bears,Lawless,10,12,"08/14/2021, 14:30",
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship
Public Enemy,Lotus,0,0,"08/15/2021, 10:30",Semifinals
Lawless,Mischief,13,12,"08/15/2021, 10:30",Semifinals
Public Enemy,Cutthroat,15,2,"08/15/2021, 08:30",Quarterfinals
Polar Bears,Lotus,10,11,"08/15/2021, 08:30",Quarterfinals
Lawless,California Burrito,14,8,"08/15/2021, 08:30",Quarterfinals
Mischief,Donuts,14,9,"08/15/2021, 08:30",Quarterfinals
Octonauts,Cutthroat,8,10,"08/14/2021, 14:30",Pre-Quarters
Lotus,Buckwild,12,5,"08/14/2021, 14:30",Pre-Quarters
League of Shadows,California Burrito,8,11,"08/14/2021, 14:30",Pre-Quarters
BW Ultimate,Donuts,8,9,"08/14/2021, 14:30",Pre-Quarters
bracket,3rd Place
bracket,5th Place
California Burrito,Polar Bears,11,7,"08/15/2021, 12:30",5th Place
Cutthroat,California Burrito,5,14,"08/15/2021, 10:30",5th Place Semis
Polar Bears,Donuts,11,9,"08/15/2021, 10:30",5th Place Semis
bracket,7th Place
Cutthroat,Donuts,5,8,"08/15/2021, 12:30",7th Place
b,r,e,a,k
pools,9th Place Round Robin
pool,Pool G
Octonauts,League of Shadows,7,13,"08/15/2021, 08:30",Pool G
Buckwild,BW Ultimate,7,12,"08/15/2021, 08:30",Pool G
Octonauts,BW Ultimate,4,10,"08/15/2021, 10:30",Pool G
Buckwild,League of Shadows,10,11,"08/15/2021, 10:30",Pool G
Octonauts,Buckwild,6,9,"08/15/2021, 12:30",Pool G
League of Shadows,BW Ultimate,1,3,"08/15/2021, 12:30",Pool G
b,r,e,a,k
pools,Consolation Pool Play
pool,Pool H
Family Style,DR,9,4,"08/14/2021, 14:30",Pool H
Davis Heatwave,Mango,4,15,"08/14/2021, 14:30",Pool H
Flagstaff Ultimate,Calamity,8,14,"08/14/2021, 14:30",Pool H
Family Style,Mango,6,13,"08/15/2021, 08:30",Pool H
DR,Calamity,6,13,"08/15/2021, 08:30",Pool H
Davis Heatwave,Flagstaff Ultimate,9,12,"08/15/2021, 08:30",Pool H
Family Style,Davis Heatwave,9,6,"08/15/2021, 10:30",Pool H
DR,Flagstaff Ultimate,7,13,"08/15/2021, 10:30",Pool H
Mango,Calamity,15,3,"08/15/2021, 10:30",Pool H
Family Style,Calamity,8,4,"08/15/2021, 12:30",Pool H
DR,Davis Heatwave,7,9,"08/15/2021, 12:30",Pool H
Mango,Flagstaff Ultimate,11,10,"08/15/2021, 12:30",Pool H
b,r,e,a,k
