Southeast Club Mixed Regional Championship 2021,Club - Mixed ,2,10,2021
https://play.usaultimate.org/events/Southeast-Club-Mixed-Regional-Championship-2021/schedule/Mixed/Club-Mixed
Toro,1
99,Andrew Cohen
b,r,e,a,k
m'kay Ultimate,9
0,Avery Van Brussel
0,Barbie Wright
0,Connor Holcombe
0,Gentry Maddox
0,Gracie White
0,David Anderson
0,Katie Gainer
0,Lindsay Turner
0,Meghan Murphy
0,Michael Venezia
0,Peter Van Brussel
0,Sam Gainer
0,Sarah Burzynski
0,Sarah  Kingsley
0,Sean Finlay
0,Sun Choi
0,Zachary Hollis
2,Lillian Ponitz
3,Dana Bidot
3,Rachel Thurston
7,Jack Barrow
18,Chris LaRocque
19,April Ratliff
47,John (Jack) Curran
85,Rachael Thompson
99,Gabriel Bidot
b,r,e,a,k
Weird,5
0,Clayton Partlow
0,Emily Turner
0,Jacob Gaines
0,Madelynn Lovelady
0,Munir Ben Jemaa
0,Nicholas LoPresti
0,Stacy Werse
0,Trystan Grzyll
4,Timothy Miller
4,Jaime Perez
5,Lindsi Allman
8,Brennan Nelson
10,Therese Doebler
11,Craig Anderson
11,Jacob Clary
14,Alexander Guedouar
16,Jenny Rodriguez
20,Tom Chrzanowski
22,Natasha Bedoya-Ross
23,Logan Diehl
25,Zach Floyd
27,Rebecca Poznansky
31,Robert Jones
77,Quentin Voorhees
85,Tabitha Mixon
96,Natalie Wilson
b,r,e,a,k
Monster,16
0,Micah Roberts
0,Samuel Lannon
0,Zachary Hart
1,Kyle Johnson
3,Emily Salter
5,Curtis Landry
6,Vivian Goddard
7,Fernando Ortiz
8,Skyler Pitts
05,Ashton HIll
10,Gabrielle Hartman
13,Johnny Griffing
13,Joseph Griffing
15,Austin Poole
16,Allyssa Raspa
17,Shannon Hendrickson
19,Collin Cassidy
21,Summer Sanders
23,Jasmine Tumlin
32,Samantha Allinson
36,Eric Frega
39,Brooke  Hartman 
39,Madison Head
50,Harrison Barrett
72,Mechelle Chen
90,Ben Llena
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Toro,B-Unit,13,3,"10/02/2021, 09:00",Pool A
Storm,FIRE ULTIMATE CLUB MIAMI,13,8,"10/02/2021, 09:00",Pool A
Toro,FIRE ULTIMATE CLUB MIAMI,13,2,"10/02/2021, 10:50",Pool A
Storm,B-Unit,12,8,"10/02/2021, 10:50",Pool A
Toro,Storm,13,7,"10/02/2021, 12:40",Pool A
B-Unit,FIRE ULTIMATE CLUB MIAMI,13,8,"10/02/2021, 12:40",Pool A
pool,Pool B
'Shine,Flock,13,7,"10/02/2021, 09:00",Pool B
Seoulmates,FUN,10,8,"10/02/2021, 09:00",Pool B
'Shine,FUN,13,4,"10/02/2021, 10:50",Pool B
Seoulmates,Flock,7,12,"10/02/2021, 10:50",Pool B
'Shine,Seoulmates,13,5,"10/02/2021, 12:40",Pool B
Flock,FUN,12,5,"10/02/2021, 12:40",Pool B
pool,Pool C
Space Force,Murmur,13,11,"10/02/2021, 09:00",Pool C
Malice in Wonderland,HeyDay,10,12,"10/02/2021, 09:00",Pool C
Space Force,HeyDay,11,12,"10/02/2021, 10:50",Pool C
Malice in Wonderland,Murmur,13,3,"10/02/2021, 10:50",Pool C
Space Force,Malice in Wonderland,13,8,"10/02/2021, 12:40",Pool C
Murmur,HeyDay,10,13,"10/02/2021, 12:40",Pool C
pool,Pool D
Superlame,m'kay Ultimate,11,10,"10/02/2021, 09:00",Pool D
Weird,Monster,11,7,"10/02/2021, 09:00",Pool D
Superlame,Monster,13,6,"10/02/2021, 10:50",Pool D
Weird,m'kay Ultimate,6,11,"10/02/2021, 10:50",Pool D
Superlame,Weird,13,6,"10/02/2021, 12:40",Pool D
m'kay Ultimate,Monster,13,6,"10/02/2021, 12:40",Pool D
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Toro,'Shine,8,9,"10/03/2021, 12:40",Finals
Toro,Space Force,13,7,"10/03/2021, 10:50",Semifinals
m'kay Ultimate,'Shine,9,11,"10/03/2021, 10:50",Semifinals
Toro,Malice in Wonderland,13,6,"10/03/2021, 09:00",Quarters
Superlame,Space Force,11,13,"10/03/2021, 09:00",Quarters
HeyDay,m'kay Ultimate,8,13,"10/03/2021, 09:00",Quarters
'Shine,Weird,13,8,"10/03/2021, 09:00",Quarters
Flock,Malice in Wonderland,8,9,"10/02/2021, 14:30",Prequarters
Space Force,Seoulmates,13,3,"10/02/2021, 14:30",Prequarters
B-Unit,m'kay Ultimate,6,13,"10/02/2021, 14:30",Prequarters
Weird,Storm,12,9,"10/02/2021, 14:30",Prequarters
bracket,3rd Place
Space Force,m'kay Ultimate,2,1,"10/03/2021, 12:40",3rd Finals
bracket,5th Place
Superlame,Weird,11,4,"10/03/2021, 12:40",5th Finals
Malice in Wonderland,Superlame,9,11,"10/03/2021, 10:50",5th Semis
HeyDay,Weird,6,12,"10/03/2021, 10:50",5th Semis
bracket,7th Place
Malice in Wonderland,HeyDay,6,7,"10/03/2021, 12:40",7th Finals
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place 
Murmur,Storm,7,11,"10/03/2021, 10:50",9th Semis
FIRE ULTIMATE CLUB MIAMI,Flock,2,1,"10/03/2021, 09:00",9th Quarters
Murmur,B-Unit,12,11,"10/03/2021, 09:00",9th Quarters
FUN,Storm,9,12,"10/03/2021, 09:00",9th Quarters
bracket,11th Place
bracket,13th Place
B-Unit,FUN,2,7,"10/03/2021, 10:40",13th Semis
bracket,15th Place
b,r,e,a,k
