Southwest D-I College Men's Regionals,College - Men ,14,11,2021
San Luis Obispo,CA,2021-11-13,2021-11-14
https://play.usaultimate.org/events/Southwest-D-I-College-Mens-Regionals-2021/schedule/Men/CollegeMen/
Cal Poly-SLO,1
UCLA,6
0,Akhil Nori
0,Andrew Chen
0,Elliot Shin
0,Ka Lok Ethan Lau
0,Henry Kou
0,Ian Geertsen
0,Jack Brewer
0,Jackson Jewett
0,John Campbell
0,Joseph Thian
0,Luca Spycher
0,Mark Farber
0,Matthew Barcellos
0,Meelan Shari
0,Michael Tao
0,Nelson Campbell
0,Noah Anderson
0,Paul Pfeiffer
0,Reilly Berberian
0,Riley Kirkman-Davis
0,Sam Hirschhorn
0,Zack  Hirschhorn
3,Louis Gosart
4,Michael Peng
7,Jakob Kinoy
13,Austin Hwang
13,Bryan  Cloutier
14,Derek Vance
15,Calvin Bird
25,Marshall Wildmann
28,Drew Letvin
44,Bryson Levisay
b,r,e,a,k
California-San Diego,3
00,Amir Devine
00,Charlie Wilson-Jackson
00,Diego Barragan
00,Jordan Bacharach
00,Keyur Patil
00,Nate Becker
00,Nilesh Mukundan
00,Samuel Landry
00,Samuel Altshuler
00,Sanjay Sampat
00,Stefan Samu
00,Trey Scheid
00,Tyler May
00,Tynan Sander
00,Max Gibson
02,Bryce Lozinski
03,Michael Huang
09,Bernard Suwirjo
13,Ethan Li
17,Brennen Mahon
19,Kiran Potula
37,Wesley Bowen
40,Adam Tran
41,Lucas Lin
42,Yin Lam Lai
43,Andrew Ma
50,Gaoweiang Dong
53,Daniel Pryke
73,James McGuinness
76,Andrew Shen
78,Krishna Gomatam
80,Jacob Rodriguez
86,Alan  Chen
b,r,e,a,k
California,4
0,Camden Mah
0,Dexter Clyburn
0,Emery Goulet
0,Gavin May
0,Julian Baxandall
0,Lucas Intagliata
0,Peter Valverde
0,Robert McCabe
4,Samuel Laur
6,Kushal Khangaonkar
8,Drew Palmer
9,Evan Kandell
12,Brendan White
20,Owen Zuidema
28,Donovan Mierlak
29,Vincent Su
32,Evan Magsig
87,Max Williams
88,Nathaniel Burrill
97,Eric Johnson
99,Vikram Deepak
b,r,e,a,k
Arizona,12
0,Aidan Nakhleh
0,Brooks Shragg
0,Caden Sigerud
0,Dimitri Ververelli
0,Drake Barsky
0,Dylan South
0,Garrett Hable
0,Jack McDonald
0,Jake Hageman
0,James Reber
0,Joel Myers
0,Kevin Farnam
0,Leonardo  Echeverria
0,Mario Verdugo
0,Maxwell Milvid
0,Miles Mentag
0,Nathan Williams
0,Nicholas Ferrone
0,Nick Martinez
0,Ryan Wells
0,Sam Freitas
0,Stefan Cichowski
0,Walker Johnson
2,Jake Thomason
6,Connor Brett
8,Justin Dacanay
28,Ben Taylor
35,Jack Anderson
35,Nate Phillips
44,Peter Shea
b,r,e,a,k
California-Davis,7
0,Aidan McKelvey
0,Anders Eckburg
0,Austin Joseph
0,Benjamin Elliott
0,Devin Hom
0,Everett Quock
0,Jacob Deppmeier
0,Keenan McKelvey
0,Leo Rapoport
0,Liam Ginsberg
0,Owen Welch
0,Peter Reifenstein
0,Siming Wu
0,Wyatt Dew
1,Thomas Petroff
4,Abrahan Cortes
5,Patricio Cruz y Celis Peniche
17,Luke Adel
19,Adam Vera
28,Ian Morritse
63,Alec Olslund
b,r,e,a,k
Arizona State,9
0,Brendan Keith
0,Derek Moskal
0,Jeremy Harris
0,Maxwell Bregman
0,Sean Levine
1,Roman Smith
5,Julien Hartmann
7,Austin  Cottarel
12,Ethan Gaiser
18,Nicholas Lay
19,Matt Reilly
21,Cole Schmidt
22,Thomas Peters
22,Khoji Ybarra
25,Jacob Cotton
42,Christopher Sowards
52,Oliver Artus
66,Andrew Brandenburg
77,Andy Silver
b,r,e,a,k
Grand Canyon,11
02,Caleb Yaso
02,Micah Gross
03,Brayden Beeman
04,Nikolas  Rivera
07,Brian Bodine
08,Dylan Irwin
08,Elijah Salmon
11,Carlos Villegas
11,Jacob Dibley
12,Tucker Olson
14,Ethan Lee
14,Grant Rosselit
20,Justin Thelen
28,Jake Paulson
29,Shane Davidson
b,r,e,a,k
Southern California,8
00,John Skead
01,Mackey Guenther
02,Dox Raskin
03,Brendyn Byrne
04,Daniel Rabinovich
06,Noah Schlenk
07,Jeffrey (Haoru) Ju
08,Dylan Baker
09,Phillip Awong
10,Scott McMahon
11,Cy Toriello
13,Thomas Johnson
14,Jack Fassett
15,Jake Shoyer
16,Aidan Chueh
17,Duke Bristow
18,Logan Drone
22,Chris Doehring
25,Evan Ostrowski
27,Jack Damiani
32,Bridger Boggess
35,Valentin Post
36,Christian Barrett
51,Emilio Fassett
72,Hari Sridhara
b,r,e,a,k
Cal State-Long Beach,15
0,Alan Vu
0,Angus Fuori
0,Kenai Jennings
0,Kevin Gonzalez
0,Christian Kellams
0,Nicolai Svendsen
0,William Wyman
0,Zachary Lewis
3,Frederick Rawlins-Buchanan
5,Krysean Baluga
6,Mahmoud Morsy
10,Manuel Castro Mirafuentes
14,Angel Sanchez
24,Mateo Dominguez
96,Anthony Hoang
99,Brandon Van Deusen
b,r,e,a,k
Northern Arizona,13
00,Colin Whitehead
02,Avery Scott
04,Jake Anderson
07,Rohn  Ritchie
08,Caleb Lamca
09,Theodore Bahr
10,Logan Schubert
11,Harrison Hess
12,Tyler Lerew
13,Brandon Hutcheson
16,Ryan Fletcher
17,Will  Hopkins
19,Jake Draper
20,Gavin Gould
24,Issac Granados
28,Torrey King
33,Cole Fitch
35,Zach Hoerl
37,Marshall Hammond
42,Maxwell Sewell
44,Cade Schmidt
69,Gabriel Sensibar
74,Jesse Bitsie
77,Liam Swanson
88,Phillip Krigbaum
97,Kaleb Pickering
99,Drake DenHartog
b,r,e,a,k
Loyola Marymount,14
0,Booker McCann
0,Edward Jones
0,Hayden Johnson
0,Jasper Schwartz
0,Liam Woodruff
0,Lucas Miller
0,Michael Cazarez
0,Nico Marino
0,Scott Andersen
0,Wesley Kohashi
4,Matt Stein
9,Brendan Smith
03,Will  Barnett
08,Kellen Hill
10,Dylan Rivers
13,Ben Johnson
15,Sebastian Reyes
17,John Fogg
21,Santiago Mier y Teran
22,Connor Cioth
33,Lucca Kruse
36,Brian Chan
64,Shonnu Ba Thaung
66,William Simon
99,Brendan Mackel
b,r,e,a,k
Nevada-Reno,10
0,Colby  Thomas
0,Davis Berry
0,Dylan Sweikert
0,Jacob Waisanen
0,Brody Moreno-McClure
0,Kyle Edison
0,Marcus Fredrickson
0,Miles Ipsen
0,Moeses Chavez
0,Rodney Wolfgang
0,Samuel Eardley
0,Samuel Davis 
0,Leif Noren
0,Zachary Wilhite
2,Kyle Glanzmann
8,Spencer Lee
32,Luke Moreno
33,Jeremiah Haumeder
35,Christopher Carter
42,Richard Scheen-Stribling
47,John Dougherty
55,Jonathon Lau
73,Ravi O'Brien
77,Jack Stinson
95,Justin MacQuiddy
b,r,e,a,k
s,t,a,g,e,s
brackets,Bracket Play
bracket,First Place
Cal Poly-SLO,Stanford,15,8,"11/14/2021, 12:30",First Place,Final
Cal Poly-SLO,California-Santa Barbara,15,9,"11/13/2021, 14:30",Semis,Final
Stanford,UCLA,11,8,"11/13/2021, 14:30",Semis,Final
bracket,Second Place
Stanford,California-San Diego,9,12,"11/14/2021, 14:30",Second Place,Final
California-San Diego,UCLA,14,12,"11/14/2021, 12:30",Second Place Semis,Final
California-Santa Barbara,California-San Diego,12,15,"11/14/2021, 10:30",Second Place Quarters,Final
UCLA,California,15,9,"11/14/2021, 10:30",Second Place Quarters,Final
California-San Diego,Arizona,15,10,"11/14/2021, 08:30",Second Place Pre-Quarters,Final
California-Davis,California,13,14,"11/14/2021, 08:30",Second Place Pre-Quarters,Final
California-San Diego,Arizona State,15,9,"11/13/2021, 14:30",Second Place Round of 32,Final
Grand Canyon,Arizona,1,15,"11/13/2021, 14:30",Second Place Round of 32,Final
Southern California,California-Davis,10,11,"11/13/2021, 14:30",Second Place Round of 32,Final
California,Cal State-Long Beach,12,7,"11/13/2021, 14:30",Second Place Round of 32,Final
bracket,7th Place
Arizona,California-Davis,2,15,"11/14/2021, 12:30",Seventh Place,Final
bracket,9th Place
Arizona State,Southern California,11,12,"11/14/2021, 14:30",9th Place,Final
Arizona State,Grand Canyon,13,12,"11/14/2021, 12:30",9th Place Semis,Final
Southern California,Cal State-Long Beach,13,12,"11/14/2021, 12:30",9th Place Semis,Final
bracket,11th Place
Grand Canyon,Cal State-Long Beach,15,6,"11/14/2021, 14:30",11th Place,Final
b,r,e,a,k
brackets,Pool A
bracket,Pool A
Cal Poly-SLO,Southern California,15,7,"11/13/2021, 10:30",Pool A R1 Winners,Final
Cal Poly-SLO,Northern Arizona,15,1,"11/13/2021, 08:30",Pool A R1,Final
Southern California,Arizona,12,7,"11/13/2021, 08:30",Pool A R1,Final
bracket,Pool A
Northern Arizona,Arizona,5,8,"11/13/2021, 10:30",Pool A R1 Losers,Final
b,r,e,a,k
brackets,Pool B
bracket,Pool B
Stanford,Grand Canyon,15,8,"11/13/2021, 12:30",Pool B R1 Winners,Final
Stanford,Loyola Marymount,10,3,"11/13/2021, 08:30",Pool B R1,Final
California-Davis,Grand Canyon,7,8,"11/13/2021, 08:30",Pool B R1,Final
bracket,Pool B
Loyola Marymount,California-Davis,4,15,"11/13/2021, 12:30",Pool B R1 Losers,Final
b,r,e,a,k
brackets,Pool C
bracket,Pool C
California-San Diego,UCLA,8,9,"11/13/2021, 12:30",Pool C R1 Winners,Final
California-San Diego,Cal State-Long Beach,15,4,"11/13/2021, 10:30",Pool C R1,Final
UCLA,Nevada-Reno,15,2,"11/13/2021, 10:30",Pool C R1,Final
bracket,Pool C
Cal State-Long Beach,Nevada-Reno,13,12,"11/13/2021, 12:30",Pool C R1 Losers,Final
b,r,e,a,k
pools,Pool D
pool,Pool D
California-Santa Barbara,Arizona State,14,3,"11/13/2021, 08:30",Pool D,Final
California,Arizona State,13,9,"11/13/2021, 10:30",Pool D,Final
California,California-Santa Barbara,6,11,"11/13/2021, 12:30",Pool D,Final
b,r,e,a,k
pools,Consolation
pool,Consolation
Northern Arizona,Loyola Marymount,10,9,"11/14/2021, 08:30",Consolation,Final
Loyola Marymount,Nevada-Reno,11,2,"11/14/2021, 10:30",Consolation,Final
Northern Arizona,Nevada-Reno,11,5,"11/14/2021, 12:30",Consolation,Final
b,r,e,a,k
