Southeast D-I College Men's Regionals,College - Men ,20,11,2021
Tallahassee,FL,2021-11-20,2021-11-21
https://play.usaultimate.org/events/Southeast-D-I-College-Mens-Regionals-2021/schedule/Men/CollegeMen/
Georgia,1
19,Seán Killingsworth
20,Jordan DeWitt
22,Jamal Garye
24,Trevyr Massey
25,Reese Holiday
27,Kevin Fender
30,Ross Benway
31,Michael Kemp
34,Joseph Filipek
47,Corey Gustafson
49,Peter Gaffney
55,Bradley  Paul
77,Dylan O'Connor
b,r,e,a,k
LSU,9
0,Saif Ahmed
0,Samuel Wagner
0,Xavier Reyes
0,Zane Scott
01,Johnny Sims
02,Luke Anseman
03,Christian Lacoste
04,Hobbs McAllister
05,Joseph Bullard
06,Tyler Rogers-Himel
07,Michael Crick
08,Hayden Jack
09,Kenny Hingle
10,Marty McGreal
11,Collin Casseri
12,Daniel Carter
13,Adam Brunner
14,Daniel Metzger
16,Miles Polito
18,Evan Bourgeois
22,Bryce Lipscomb
24,James Lindquist
25,Nicholas Major
28,Noah Balbon
32,Gabriel Hardy
34,Mark Jeremiah
45,Benjamin Mundt
55,Brock Thibodeaux
69,Jared Smith
81,Devon Teer
84,Evan Scariano
88,Martin Sullivan
99,Jacques Gaspard
b,r,e,a,k
Vanderbilt,16
0,Adin McGurk
0,Ben Walton
0,Caleb Boyer
0,Jack Walton
0,Julian Delamaza
0,Kai Mehra
0,Keiji Chan
0,Marius Schueller
0,Mark Rogers
0,Nicholas Lowe
0,William Wildridge
4,Uzair Khan 
10,David Atwood
13,David McFarlane
14,Ellen Yu
32,Caleb Texeira
33,Jordan Hill
34,Elijah Holland
37,David Evans
42,Xueyuan Jia
66,Elijah Sheridan
73,Andrew Doughan
b,r,e,a,k
Tennessee,5
0,Aaron Eimers
0,Jonathan Griffith
00,Drew Gullahorn
02,Jonathan Conricode
03,Cody Brady
05,Samuel Good
07,Jeffrey Flanagan
08,Tanner Cook
11,Ethan Baughman
12,Nathanael Parsons
13,Nilai Sheth
16,Hudson Dicarlo
24,Jordan Rose
25,Thomas Frazier
33,Colin Hatt
39,Elijah Greene
40,Skyler Swafford
44,Kyle Dolwick
45,Luke Buckner
51,Alex Greenhalgh
80,William Fleming
96,John Ransburgh
99,Parker Welch
b,r,e,a,k
s,t,a,g,e,s
brackets,Pool A
bracket,Pool A - Winner's Bracket
Georgia,Auburn,13,8,"11/20/2021, 10:50",Pool A - Winner's Finals,Final
Georgia,Jacksonville State,13,4,"11/20/2021, 09:00",Pool A - Round 1,Final
Auburn,Florida State,13,7,"11/20/2021, 09:00",Pool A - Round 1,Final
bracket,Pool A - Loser's Bracket
Jacksonville State,Florida State,12,8,"11/20/2021, 10:50",Pool A - Loser's Finals,Final
b,r,e,a,k
brackets,Pool B
bracket,Pool B - Winner's Bracket
Florida,Alabama,13,8,"11/20/2021, 10:50",Pool B - Winner's Finals,Final
Florida,Emory,13,3,"11/20/2021, 09:00",Pool B - Round 1,Final
Alabama,Georgia State,11,10,"11/20/2021, 09:00",Pool B - Round 1,Final
bracket,Pool B - Loser's Bracket
Emory,Georgia State,13,8,"11/20/2021, 10:50",Pool B - Loser's Finals,Final
b,r,e,a,k
brackets,Pool C
bracket,Pool C - Winner's Bracket
Tulane,Georgia Tech,13,4,"11/20/2021, 10:50",Pool C - Winner's Finals,Final
Tulane,Tennessee-Chattanooga,13,6,"11/20/2021, 09:00",Pool C - Round 1,Final
Georgia Tech,South Florida,13,6,"11/20/2021, 09:00",Pool C - Round 1,Final
bracket,Pool C - Loser's Bracket
Tennessee-Chattanooga,South Florida,13,9,"11/20/2021, 10:50",Pool C - Loser's Finals,Final
b,r,e,a,k
brackets,Pool D
bracket,Pool D - Winner's Bracket
Central Florida,LSU,12,13,"11/20/2021, 10:50",Pool D - Winner's Finals,Final
Central Florida,Vanderbilt,12,10,"11/20/2021, 09:00",Pool D - Round 1,Final
Tennessee,LSU,12,13,"11/20/2021, 09:00",Pool D - Round 1,Final
bracket,Pool D - Loser's Bracket
Vanderbilt,Tennessee,13,9,"11/20/2021, 10:50",Pool D - Loser's Finals,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Georgia,Tulane,13,5,"11/21/2021, 12:40",1st Place Game,Final
Georgia,LSU,13,5,"11/20/2021, 12:40",1st Place - Round 1,Final
Tulane,Florida,13,5,"11/20/2021, 12:40",1st Place - Round 1,Final
bracket,2nd Place Bracket (Game-to-Go)
Tulane,Florida,13,10,"11/21/2021, 14:30",2nd Place Game (Game-to-Go),Final
Alabama,Florida,10,13,"11/21/2021, 12:40",2nd Place - Round 4,Final
LSU,Alabama,11,13,"11/21/2021, 10:50",2nd Place - Round 3,Final
Auburn,Florida,10,13,"11/21/2021, 10:50",2nd Place - Round 3,Final
Georgia Tech,Alabama,8,12,"11/21/2021, 09:00",2nd Place - Round 2,Final
Auburn,Central Florida,13,5,"11/21/2021, 09:00",2nd Place - Round 2,Final
Georgia Tech,Vanderbilt,9,8,"11/20/2021, 12:40",2nd Place - Round 1,Final
Jacksonville State,Alabama,11,13,"11/20/2021, 12:40",2nd Place - Round 1,Final
Auburn,Emory,12,7,"11/20/2021, 12:40",2nd Place - Round 1,Final
Tennessee-Chattanooga,Central Florida,7,13,"11/20/2021, 12:40",2nd Place - Round 1,Final
bracket,7th Place Bracket
Georgia Tech,Central Florida,13,11,"11/21/2021, 10:50",7th Place Game,Final
bracket,9th Place Bracket
Jacksonville State,Emory,12,13,"11/21/2021, 10:50",9th Place Game,Final
Vanderbilt,Jacksonville State,12,13,"11/21/2021, 09:00",9th Place - Round 1,Final
Emory,Tennessee-Chattanooga,11,7,"11/21/2021, 09:00",9th Place - Round 1,Final
bracket,11th Place Bracket
Vanderbilt,Tennessee-Chattanooga,13,9,"11/21/2021, 10:50",11th Place Game,Final
b,r,e,a,k
pools,Consolation Round Robin
pool,Pool A
Tennessee,Georgia State,9,13,"11/21/2021, 09:00",Pool A,Final
Tennessee,Florida State,12,7,"11/21/2021, 10:50",Pool A,Final
Florida State,Georgia State,12,11,"11/21/2021, 12:40",Pool A,Final
b,r,e,a,k
