Founders Men's Club Sectional Championship 2021,Club - Men ,11,9,2021
Manheim,PA,2021-09-11,2021-09-12
https://play.usaultimate.org/events/Founders-Mens-Club-Sectional-Championship-2021/schedule/Men/Club-Men/
Pittsburgh Temper,1
27,Evan Johnson
31,Sean McSorley
41,Jacob DeWoody
50,Zach Dahm
66,Connor Dembiczak
83,Zachary Murray
88,Matt Mafrici
99,John Buss
b,r,e,a,k
Phantom,2
0,Jeffrey Babbitt
0,Mark Philipson
0,Matthew Hanna
3,Brandon Lamberty
4,Kainoa Chun-Moy
13,Luke Greenley
13,Matthew Ellis
13,Greg Mohler
15,Colin Masino
16,Trevor Griesman
17,Devin Foster
17,Matthew Stevens
18,Mike Kobyra
18,Connor Boyle
18,Adam Novak
18,William Sickles
21,Francisco Gomez
22,Dylan Smith
23,Ian Dietrich
25,Nate Long
25,Trey (George) Katzenbach
32,Erica Brown
48,Ryan Weaver
56,James (Jimmy) Clarke
69,Peter Burt
99,Matt LaBar
b,r,e,a,k
JAWN,7
0,Andrew Kelly
0,Andrew Ngo
0,Avery Campbell
0,Benjamin Cozzolino
0,Igor Smola
0,John Mikitsh
0,Leonid Smola
0,Matthew Kirk
0,Michael Kalika
0,Sandeep Dilip
0,William Shutt
0,Zack Eskin
2,Evan Maynard
3,Joshua Fieseher
8,Evan Kashan
9,Sam Gilden-Weiner
10,Adriene Khon
16,Patrick Kelly
21,Paul Anouna
22,Evan Novacek
24,Vanshil Thakkar
25,Edward Brakoniecki
32,Robert Walker
39,Michael Facinelli
88,Jacob Kesselman
89,Joshua Heacock
b,r,e,a,k
SUPA FC,10
0,Christopher Cookerly
0,Cody Kemper
0,David Naylor jr
0,Edward-Owen Hopper
0,Hunter Weibley
0,Ian Hermanns
0,Jacob Farnham
0,Jesse Heindel
0,Josh Heindel
0,Josh Miller
0,Michel Malda
0,Ryan Donelson
0,Steven Whiteford
2,Daniel Naylor
4,Jared Smith
8,Silas Angelino
10,Derek Rabold
11,Tim Hushon
13,Justin Kratz
20,Ryan Hushon
40,Sean Hermanns
84,Spencer Grogan
b,r,e,a,k
Turbulent Flow,15
0,Dylan Regan
0,Ira Seidman
0,Ivan Dickson
0,Jared Bridges
0,Jason Thompson
0,Joseph Conway
0,Kyle Dew
0,Matrix Arthur
0,Matt Pindilli
0,Chris Guglielmo
0,Colin Kochenash
0,Michael Kane
0,Michael Guglielmo
0,Nicholas Dantuono
0,Nicolas Camporeale
0,Roman Sawycky
3,Blake Luxoro
8,Drew Woods
31,Matt Stravach
38,TJ Stanton
88,Anthony Bianco
b,r,e,a,k
Rutger Colege,18
0,Chase De Rasmi
0,Cole Stevens
0,Colin DeVany
0,Daniel Han
0,Patrick Chirichella
0,Ronil Mavinkurve
0,Timothy Pupalaikis
0,Will Padilla
1,Tyler Mackey
1,Christopher Iglesias
5,Kevin Tam
8,Gianluca Pagano
8,Brian DiNicola
16,Isaac Duan
21,Alec Bakholdin
27,Declan Alvidrez
40,Gerard Bryson
47,Derrick Aznar
56,William Wu
67,Christopher McLaughlin
b,r,e,a,k
Phoenix F.C.,3
0,Allan Michel
0,Andre Martinez
0,Brandon Pastor
0,David Hampson
0,Dustin Damiano
0,Eric Witmer
0,Himalaya Mehta
0,Joel Gatchell
0,Marc Sands
0,Michael Arcata
0,Morey Averill
0,Sam Grossberg
0,Sean Mott
3,Austin Lillis
4,Gavin Abrahamsson
7,Isaiah Casiano
14,Mike Alexander
17,James Pollard
21,Derek Bigley
25,Harry Chace
25,Nolan Boyle
27,Jeff George
45,Nicholas DiGiorgio
87,Andrew Seibert
94,James  O'Connell
b,r,e,a,k
Rumspringa,6
0,Dustin Sullivan
0,Greg Strouse
0,Greg Esser
0,Jake Rainwater
0,Jared Seyler
0,Kyle Wolf
0,Matt Esser
0,Breton Dietrich
0,Brett Sawyer
0,Andrew Landes
0,Owen Thomas
0,Richie McClatchy
0,Samuel Esser
0,Vincent Reydams
0,Zach Thurston
5,Nathan Ebling
6,Will Hoehne
13,Thomas Allen
16,Daniel O'Connor
18,Michael Reeves
24,Sean Johnston
35,Ryan Forster
48,Benjamin Broser
72,Michael Martin
74,David Kelly
b,r,e,a,k
Not A Sport,14
0,Charles Cleary
0,Chris Knigge
0,Eddie Kim
0,Ethan Hall
0,Jason Li
0,Kevin Greener
0,Nicolaus Stalzer
0,Richard Yuan
0,Rick Miller
0,Trent Greener
0,Woo Jin Ho
7,Sean Carroll
8,Michael Dzelzgalvis 
13,Wilson Cai
39,Andrew Skocypec
42,Cole Salomon
47,Akshat Rajan
60,Scott Batchelder
b,r,e,a,k
Apollo 7,11
0,Ben Helpin
0,Patrick  Murray
0,Zane Thompson-Bradley
4,Brian  Murphy 
02,Thomas Buonanno
03,Jonathan Anthony
05,Cortize Hicks
07,Alan Guzzardo
08,Daniel Wolfinger
09,Nick Merson
11,Scott Cousens
13,Cheeto Zito
14,Shane McLaughlin
15,Rohit Bhosle
19,Benedicto Arbizo
20,John Madden
21,Andrew Nichols
25,Giovanni Ruggirello
28,Matthew Newman
32,Matthew Fowler
33,Tyler Dickinson
50,Barrett Doering
55,Andrew Chirichella
69,Lamar Seger
75,Abraham Schroeder
99,John Simons
b,r,e,a,k
SORD,12
0,Aiden Landis
0,Daniel Tometich
0,Maxwell Olesen
0,Michael Sodini
0,Myles Cooper
0,Peter Kotz
0,Riley Lewis
0,Scott Heyman
0,Timothy Hu
0,Will Helenski
4,Jacky Chung
7,Christopher Ng
10,Alex Spenceley
11,Timothy  Chango Gasset 
16,Kyle Halstater
21,Dillon Garrett
27,Nicholas Lagerman
33,Max Thompson
34,Henry Ing
35,Dan Goldstein
41,Harry McNamara
49,Dan Nichols
68,Nicky Troilo
84,William McGlynn
96,Ryan Moore
b,r,e,a,k
Garden State Ultimate,4
0,Dyllon Jeng
2,Wesley Chen
5,Brian Magerr
6,Dmitry Suvorov
6,Miles Eckardt
7,Kevin Lin
8,Alex Greene
11,Scott Xu
12,Bobby Puhak
13,Eli Weaver
14,James Kennelly
17,Robert Gallagher
19,Drew Rasmussen
20,Andrew O'Connor
22,John Sickles
26,Arthur Liaw
29,Eric Cooney
32,David Perry
36,Tanner Yuhas
39,Xavier McCormick
47,Matthew Ballman
64,Benjamin Levy
69,David Voychuk
77,Bo Li
80,John Irvine
88,Alexander Cretella
b,r,e,a,k
CITYWIDE Special,5
0,Alex Howard
0,Chris Zaleski
1,Colin McIntyre
2,Donovan Hugel
7,Peter Cauchy
8,Joe Donovan
10,Josh Lane
12,Wilson Dodds
13,Jack Steketee
14,Chris Dixon
16,Matthew Michelson
17,Jeffrey Zhou
19,Brian Carney
20,David Baer
22,Ferry Akbar Buchanan
23,Jordan Ciccarone
24,Doug Hoyer
27,Matthew Brenfleck
29,Chris Vanni
36,Boris Li
37,Max Chen
47,Nathaniel Hess
72,Andrew Haviland
77,Matt Krauss
80,Christopher Cruz
93,Daniel Wickens
b,r,e,a,k
Adelphos,13
0,Ben Meister
0,Chen Zhou
0,Erik James
0,Geoffrey Cater
0,Jeremy Long
0,Josh McGinnis
0,Marshall Lian
0,Michael Teitelman
0,Nathaniel Thorne
0,Otis Peterson
0,Roger Chu
0,Sachin Desai
3,Jose Dasilva
5,Richard Lange
11,Eugene Chong
22,Shawon Nixon
25,Jacob Arnold
27,James Leonard
33,Jeremy Fus
42,Ben Morgenstern
42,Patrick Shannon
82,John Protopapa-Henkel
99,Jeff Zeng
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Pittsburgh Temper,Helots,13,6,"09/11/2021, 08:30",Pool A,Final
Pittsburgh Stealers,Rebels,13,8,"09/11/2021, 08:30",Pool A,Final
Pittsburgh Temper,Hazard,13,1,"09/11/2021, 10:15",Pool A,Final
Helots,Rebels,13,5,"09/11/2021, 10:15",Pool A,Final
Pittsburgh Temper,Rebels,13,3,"09/11/2021, 12:00",Pool A,Final
Pittsburgh Stealers,Hazard,13,6,"09/11/2021, 12:00",Pool A,Final
Pittsburgh Temper,Pittsburgh Stealers,13,1,"09/11/2021, 13:45",Pool A,Final
Helots,Hazard,13,10,"09/11/2021, 13:45",Pool A,Final
Hazard,Rebels,11,12,"09/11/2021, 15:30",Pool A,Final
Helots,Pittsburgh Stealers,9,13,"09/11/2021, 15:30",Pool A,Final
pool,Pool B
Phantom,JAWN,13,6,"09/11/2021, 08:30",Pool B,Final
SUPA FC,Rutger Colege,13,10,"09/11/2021, 08:30",Pool B,Final
Phantom,Turbulent Flow,13,5,"09/11/2021, 10:15",Pool B,Final
JAWN,Rutger Colege,13,9,"09/11/2021, 10:15",Pool B,Final
Phantom,Rutger Colege,13,2,"09/11/2021, 12:00",Pool B,Final
SUPA FC,Turbulent Flow,13,10,"09/11/2021, 12:00",Pool B,Final
Phantom,SUPA FC,13,5,"09/11/2021, 13:45",Pool B,Final
JAWN,Turbulent Flow,12,7,"09/11/2021, 13:45",Pool B,Final
Turbulent Flow,Rutger Colege,13,10,"09/11/2021, 15:30",Pool B,Final
JAWN,SUPA FC,13,7,"09/11/2021, 15:30",Pool B,Final
pool,Pool C
Rumspringa,Apollo 7,15,8,"09/11/2021, 09:00",Pool C,Final
Phoenix F.C.,Not A Sport,15,4,"09/11/2021, 09:00",Pool C,Final
Apollo 7,Not A Sport,14,15,"09/11/2021, 10:55",Pool C,Final
Phoenix F.C.,Rumspringa,15,11,"09/11/2021, 10:55",Pool C,Final
Phoenix F.C.,Apollo 7,15,4,"09/11/2021, 12:50",Pool C,Final
Rumspringa,Not A Sport,15,8,"09/11/2021, 12:50",Pool C,Final
pool,Pool D
CITYWIDE Special,SORD,8,13,"09/11/2021, 09:00",Pool D,Final
Garden State Ultimate,Adelphos,15,7,"09/11/2021, 09:00",Pool D,Final
SORD,Adelphos,13,8,"09/11/2021, 10:55",Pool D,Final
Garden State Ultimate,CITYWIDE Special,15,6,"09/11/2021, 10:55",Pool D,Final
Garden State Ultimate,SORD,10,12,"09/11/2021, 12:50",Pool D,Final
CITYWIDE Special,Adelphos,14,12,"09/11/2021, 12:50",Pool D,Final
b,r,e,a,k
brackets,Brackets
bracket,1st Place
Pittsburgh Temper,Phoenix F.C.,13,9,"09/12/2021, 13:00",Finals,Final
Pittsburgh Temper,SORD,13,6,"09/12/2021, 09:30",Semi-Finals,Final
Phantom,Phoenix F.C.,12,13,"09/12/2021, 09:30",Semi-Finals,Final
bracket,2nd Place
Phoenix F.C.,Garden State Ultimate,2,7,"09/12/2021, 14:45",2nd Place Finals,Final
Garden State Ultimate,Rumspringa,13,5,"09/12/2021, 13:00",2nd Place Semis,Final
Phantom,Garden State Ultimate,9,11,"09/12/2021, 11:15",2nd Place Quarters,Final
Rumspringa,SORD,12,10,"09/12/2021, 11:15",2nd Place Quarters,Final
Pittsburgh Stealers,Garden State Ultimate,6,13,"09/12/2021, 09:30",2nd Place Pre-quarters,Final
JAWN,Rumspringa,6,13,"09/12/2021, 09:30",2nd Place Pre-quarters,Final
bracket,5th Place
Phantom,SORD,7,2,"09/12/2021, 14:45",5th Place Finals,Final
Phantom,CITYWIDE Special,11,5,"09/12/2021, 13:00",5th Place Semis,Final
Pittsburgh Stealers,SORD,9,12,"09/12/2021, 13:00",5th Place Semis,Final
JAWN,CITYWIDE Special,6,7,"09/12/2021, 11:15",5th Place Quarters,Final
Not A Sport,Pittsburgh Stealers,5,13,"09/12/2021, 11:15",5th Place Quarters,Final
Helots,CITYWIDE Special,8,10,"09/12/2021, 09:30",5th Place Pre-Quarters,Final
SUPA FC,Not A Sport,12,13,"09/12/2021, 09:30",5th Place Pre-Quarters,Final
bracket,7th and 8th Place
CITYWIDE Special,Pittsburgh Stealers,1,0,"09/12/2021, 14:45",7th Place Finals,Final
bracket,9th Place
JAWN,Helots,9,8,"09/12/2021, 14:45",9th Place Finals (Game to go),Final
JAWN,Adelphos,9,7,"09/12/2021, 13:00",9th Place Semis,Final
Helots,Not A Sport,13,4,"09/12/2021, 13:00",9th Place Semis,Final
SUPA FC,Adelphos,0,1,"09/12/2021, 11:15",9th Place Quarters,Final
Turbulent Flow,Helots,6,8,"09/12/2021, 11:15",9th Place Quarters,Final
Rebels,Adelphos,0,1,"09/12/2021, 09:30",9th Place Pre-Quarters,Final
Turbulent Flow,Apollo 7,12,10,"09/12/2021, 09:30",9th Place Pre-Quarters,Final
bracket,17th Place
Hazard,Rutger Colege,11,13,"09/12/2021, 11:15",17th Place Finals,Final
b,r,e,a,k
