TCT Pro-Elite Challenge (Colorado Cup) 2021,Club - Mixed ,10,7,2021
Aurora,CO,2021-07-10,2021-07-11
https://play.usaultimate.org/events/TCT-Pro-Elite-Challenge-Colorado-Cup-2021/schedule/Mixed/Club-Mixed
shame.,1
18,Rudy Jimenez
18,Jamie Eriksson
19,Zac Petty
22,Lindsey Doyle
29,Marshall Crawford
49,Jake Hadziev
51,Kay Powell
b,r,e,a,k
Columbus Cocktails,2
0,Caitlin Duffner
0,Cara Sieber
0,Christopher Wohl
0,David Picone
0,Eliot Alexander
0,Elizabeth Diamond
0,Emily Barrett
0,Jeffrey Brauning
0,Lexie Thomas
0,Lloyd Furuta
0,Michael Kromer
0,Nic Gill
0,Riley Dickson
2,Sion Agami Contreras
3,David Braden
4,David Valentine-Elam
7,Todd Grace
11,Sadie Jezierski
17,Benjamin Reith
18,Axel Agami Contreras
21,Kelsey Foster
22,Mallory Griffith
25,Kyle Brun
47,Penelope Wu
b,r,e,a,k
Flight Club,10
0,Jessica Gamwell
0,Madison Boyd
01,Jessica Rabin
02,Holly Lin
03,Michael Armstrong
04,Ciaran Shaughnessy
05,Stephen Lin
06,Alex Flamm
07,John Stavinga
08,Rebecca Kestin
09,Evan Doucett
11,Allegra Donadio
11,Noel Brennan
12,Benjamin Godwin
13,Linda Jencyowski
15,Ellie Wood
17,Collin Gillen
18,Sadie Norton
22,Ellie Hasenohr
23,Driss Ziane
32,Rachel Stockdale
44,Nicholas Wetzel
52,Oliver Cunningham
91,Emily Harrell
98,Katie Wagner
99,Charles Cannon
b,r,e,a,k
No Touching!,7
00,Brent Novey
00,Brian Larson
00,Emily Woolridge
00,Jenni Konigsburg
00,Justin Wollin
00,Megan Asturias
00,Nathan Woolridge
00,Patrick Cashman
00,Pete Gadomski
00,Rebekah Swanson
01,Jeffrey Trosvig
02,Jolien Munsterhuis
03,Brenna Sund
04,Tony Michaelson
09,Tyler McKean
10,Alex Kensgaard
10,Daniel Collom
16,Lindsay Trosvig
17,Kristina Golling
24,Zackary Fleming
32,Rachel Elbing
33,Graham Brayshaw
78,Jeremy Keiser
88,Patrick Jensen
b,r,e,a,k
Kansas City United,14
0,Brock Hicks
0,Caitlin Lisk
0,Caleb Cauthon
0,Christian Simpson
0,Christina Baker
0,Clare Frantz
0,Janani Ragothaman
0,Jeffrey Rehm
0,Jordan Eissner
0,Kameryn Groom
0,Nadine Rowen
0,Peter (PJ) Matulka
0,Sowmya Ragothaman
2,Zach Hunter
4,Joe Young
5,Courtney Walbe
5,Taylor Cauthon
8,Stephanie Rupp
11,Thomas Schreiber
17,Joe Wheelock
24,Patrick Abeli
34,Sam Habel
69,Jia Yue Sum
77,Tim Robbins
86,Amanda Johnson
b,r,e,a,k
MOONDOG,3
0,Albany Jessop
0,Emily Smith-Wilson
0,Jake Ralston
0,Lisa Keller
0,Scott Glickman
1,Lucia Williams
4,Abbey Hustis
09,Matt Konen
10,Davis Mossman
11,Kyla Crisp
12,Kari Shelkey
16,Shaela Wallen
18,Ethan Yourd
20,Sarah Megyesi
25,Andrew Shanafelt
26,Sam Hines
29,Zach Baumann
31,Caleb Stanek
33,Genesea Meha
34,Ben Perkel
34,Tara Santi
39,Tyler Albrethsen
42,Kevin Ryder
44,Sam Berkelhammer
81,Ty Lynch
b,r,e,a,k
Love Tractor,6
0,Dorothe Franklin
0,Heather Kraft
0,Jenna Hunt
0,Jordan Stockdale
0,Justin Van Sant
0,Kristen Reed
0,Luke Perkins
0,Saioa Lostra
0,Steven Pearlman
0,Wil St. Charles
8,Matt Bristol
00,Steve Schwab
00,Maggie Chen
00,Jesse Roehm
00,Hilary Egan
00,Hilary Walker
00,Britta Bergstrom
00,Eric Hubbard
04,David Protter
09,James Cantwell
12,Joe Babbino
19,Garrett Moulder
33,David Kamin
34,Henry Konker
84,Hallie Dunham
b,r,e,a,k
8 Bit Heroes,11
01,Brady Twyman 
03,Jessika Turner
04,John Venezia
05,Robert Van Hassel
08,Justus Sturtevant
09,Christopher Patschak
11,Liz Grimes
12,Destiny Lim
12,Bryan Nadeau
13,Maria Packard
14,Nicole LaDue
16,Diana Burke
17,Celina Holler
18,Mike Randow
19,Eric Helm
21,Max Trifillis
22,Leah Jameson
23,Anna Tarren
24,Jordan Vanasdale
27,Scott Bennett
28,Lennart Knight
33,Jamie Roan
73,Mark Flores
77,Nhaia Markowski
84,Thomas Riggs
88,Robert Pratt
b,r,e,a,k
Toro,4
05,Andrew Li
07,Grayson Sanner
07,Lyra Olson
08,Heather Zimmerman
09,Elisabeth Parker
11,Emma Peaslee
14,Kiron Allen
17,Dylan Shields
18,Dylan Hawkins
18,Jacob McGoogan
19,Ellen Yu
24,Hannah Boettcher
24,Michael Lee
25,Michael Pannone
27,Toni Gomes
31,Alex Kaja
33,Tanner Barcus
34,Tristan Green
43,Matthew Wilson
52,Sydney Harris
66,Jackie Wang
80,John McDonnell
88,Christine Bookhout
99,Georgia Tse
b,r,e,a,k
Lochsa,5
0,Abbie Abramovich
0,Drew Lysne
0,Hannah Bruns
0,Joe Dawson
0,Kate Corr
0,Kendra  Mitchell
0,Scott Kaltenecker
0,Vespera Aragon
1,Nathan Huff
1,Jeffrey Brandle
5,Trenton Pearsall
6,Oliver Atkinson
7,Sydney Bullock
13,James Dahl
15,Megan Maxfield
21,Kelsey Breen
22,Ryan Van Hook
24,Sarah Staller
27,Shannon Montaño
28,Daniel White
36,Kevin Farrell
38,Cori Bigham
43,Jacob Miller
47,Juliana Williams
58,Paige Kercher
66,Jordan Kerr
b,r,e,a,k
Mixed Signals,12
0,Aaron DeClet
0,Alexander Nichols
0,Alexis  Rosas
0,Amelia Schmidt
0,Anna Lockwood
0,Clara  Burke 
0,Colleen Amori
0,Conrad Hougen
0,Elias Marsh 
0,Erik Knight
0,Erin Berg
0,Grace Trautman
0,Maya Anthony
0,Pope Rauch
0,Quinn Martindale-George
0,Scott Trimble
0,Jessica Larson
0,Kelly Moses
0,Theo Kuhn
0,Tyler Nguyen
2,Elizabeth Wu
12,Andrew Ishikawa
24,Taylor Stamps
29,Haley Sanner
30,Sten Larson
90,Kendrick Hougen
b,r,e,a,k
The Strangers,13
0,Heather Vilbrandt
00,Laura Menacho
00,Lucas Wallace
00,Michael Lommler
00,Mitch Lindsey
00,Morgan Colacone
00,Nathan Caldwell
00,Rebecca Sellers
00,Sarah Ferraro
00,Scott Hampton
00,Scott Harris
00,Shannon Reid
00,Thomas Parry
00,Tracy Farrell
00,William Axtell
00,Alice Murphy
00,Alyssa May
00,Anthony Verga
00,Catherine Smith
00,Christian Gentry
00,Craig Johnson
00,Dalton Chaffee
00,Don Nguyen
00,Eric Kearney
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
shame.,Lotus,17,11,"07/10/2021, 09:30",Pool A,Final
The Chad Larson Experience,Lotus,11,15,"07/10/2021, 12:00",Pool A,Final
shame.,The Chad Larson Experience,17,5,"07/10/2021, 14:30",Pool A,Final
pool,Pool B
Columbus Cocktails,Flight Club,15,8,"07/10/2021, 10:30",Pool B,Final
No Touching!,Arizona Mixed 1,14,11,"07/10/2021, 10:30",Pool B,Final
Columbus Cocktails,Arizona Mixed 1,13,15,"07/10/2021, 12:30",Pool B,Final
No Touching!,Flight Club,13,14,"07/10/2021, 12:30",Pool B,Final
Columbus Cocktails,No Touching!,15,11,"07/10/2021, 14:30",Pool B,Final
Flight Club,Arizona Mixed 1,8,13,"07/10/2021, 14:30",Pool B,Final
pool,Pool C
MOONDOG,8 Bit Heroes,15,3,"07/10/2021, 10:30",Pool C,Final
Love Tractor,Kansas City United,10,14,"07/10/2021, 10:30",Pool C,Final
MOONDOG,Kansas City United,6,12,"07/10/2021, 12:30",Pool C,Final
Love Tractor,8 Bit Heroes,15,5,"07/10/2021, 12:30",Pool C,Final
MOONDOG,Love Tractor,14,12,"07/10/2021, 14:30",Pool C,Final
8 Bit Heroes,Kansas City United,9,12,"07/10/2021, 14:30",Pool C,Final
pool,Pool D
Toro,Mixed Signals,15,4,"07/10/2021, 10:30",Pool D,Final
Lochsa,The Strangers,15,5,"07/10/2021, 10:30",Pool D,Final
Toro,The Strangers,15,2,"07/10/2021, 12:30",Pool D,Final
Lochsa,Mixed Signals,15,6,"07/10/2021, 12:30",Pool D,Final
Toro,Lochsa,15,11,"07/10/2021, 14:30",Pool D,Final
Mixed Signals,The Strangers,12,11,"07/10/2021, 14:30",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place Bracket
shame.,Arizona Mixed 1,15,11,"07/11/2021, 12:30",Finals,Final
shame.,Toro,15,9,"07/11/2021, 10:30",Semifinals,Final
Lochsa,Arizona Mixed 1,11,12,"07/11/2021, 10:30",Semifinals,Final
shame.,Columbus Cocktails,15,5,"07/11/2021, 08:30",Quarterfinals,Final
Toro,MOONDOG,13,12,"07/11/2021, 08:30",Quarterfinals,Final
Kansas City United,Lochsa,10,11,"07/11/2021, 08:30",Quarterfinals,Final
Arizona Mixed 1,Lotus,15,5,"07/11/2021, 08:30",Quarterfinals,Final
bracket,3rd Place Bracket
Toro,Lochsa,14,10,"07/11/2021, 12:30",3rd Place,Final
bracket,5th Place Bracket
Kansas City United,MOONDOG,12,10,"07/11/2021, 12:30",5th Place Finals,Final
Columbus Cocktails,Kansas City United,9,14,"07/11/2021, 10:30",Round Name,Final
MOONDOG,Lotus,12,11,"07/11/2021, 10:30",Round Name,Final
bracket,7th Place Bracket
Columbus Cocktails,Lotus,14,10,"07/11/2021, 12:30",7th Place,Final
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place Bracket
No Touching!,Flight Club,15,8,"07/11/2021, 12:30",9th Place Finals,Final
No Touching!,Mixed Signals,15,6,"07/11/2021, 10:30",9th Place Semifinals,Final
Love Tractor,Flight Club,12,14,"07/11/2021, 10:30",9th Place Semifinals,Final
The Chad Larson Experience,No Touching!,10,15,"07/11/2021, 08:30",9th Place Quarterfinals,Final
Mixed Signals,8 Bit Heroes,14,13,"07/11/2021, 08:30",9th Place Quarterfinals,Final
Love Tractor,The Strangers,15,5,"07/11/2021, 08:30",9th Place Quarterfinals,Final
bracket,11th Place Bracket
Mixed Signals,Love Tractor,4,15,"07/11/2021, 12:30",11th Place,Final
b,r,e,a,k
pools,Consolation Pool Play
pool,Pool E
The Chad Larson Experience,The Strangers,15,6,"07/11/2021, 10:30",Pool E,Final
8 Bit Heroes,The Strangers,15,8,"07/11/2021, 12:30",Pool E,Final
The Chad Larson Experience,8 Bit Heroes,13,8,"07/11/2021, 14:30",Pool E,Final
b,r,e,a,k
