2024 Great Lakes Men's Regional Championship,Club - Men ,21,9,2024
Westfield,IN,2024-09-21,2024-09-22
https://play.usaultimate.org/events/2024-Great-Lakes-Mens-Regional-Championship/schedule/Men/Club-Men/
Chicago Machine,1
0,Colin Winter
0,Daniel Swastek
0,David Durrance
0,Jeffrey Durrance
0,Joseph Neuzel
0,Joseph Lindemuth
0,Garrett Hamilton
0,Kendrick Yuen
0,Mason Montgomery
0,Matthew  John
0,Nathan Riffell
1,Adam Houk
2,Tyler Karnes
4,Shane McCarthy
5,Joshua Wu
7,Vanderley Guerrero
10,Larry Farmer Jr
11,Christopher Empie
14,Ezekiel Miller
23,Reid Gouge
27,Wyatt Driskell
44,Levi Branan
53,Jacob Gowan
61,Chris Bauer
b,r,e,a,k
Trident II,15
teamInfo,,"Chicago, Illinois",,,https://twitter.com/Trident2Ulti
0,Alex Paulauskas
0,Andrew Roth
0,Blake Lundin
0,Erikas Paulauskas
0,Ishaan Patel
0,Jacob Harris
0,Owen Jewell
0,Thomas McKenna
0,William Nash
1,Jeremiah Matthews
1,Carter Hart
1,Alex Straczek
2,Joe Sidrys
7,J'Mani Fenderson
7,Bill SooHoo
17,Daniel Grosch
19,Dylan Magahis
24,Lukas Kersh
25,Jake Swalec
30,Ryan Shore
42,Tanner Holtz
47,Eli Stellwagen
55,Alessandro Gibson
75,Kyle Kent
b,r,e,a,k
Colonels,5
teamInfo,,"Louisville, Kentucky",https://louisvilleultimate.org/,https://www.facebook.com/colonelsfrisbee/,https://twitter.com/colonelsfrisbee
0,Conner Blalack
02,Doc Surrell
03,Ryan Fehrenbacher
04,Jacob Culver
06,Dan Cunningham
07,Nathan Sevenish
08,Lucas Coniaris
10,Rick Stewart
11,Daniel Harrison
16,Jason Osorio
17,Seth Gudeman
18,Amal Patel
23,Elliot Hawkins
25,Sonny Koren
27,Collin Rassel
28,Tanner Graham
39,Carter Hawkins
43,Benjamin Spergel
65,Julian Reeves
69,Russell Allen
72,Benjamin Landry
73,Noah Rickelman
90,Robert Davenport
91,Matthew Wilhite
93,Richard Murt
99,Will Quigley
b,r,e,a,k
Haymaker,9
teamInfo,,"Chicago, Illinois",https://www.chicagohaymaker.com,,
0,Andrew Kindseth
0,Cullen Baker
0,Dean Gottlieb
0,Eli Artemakis
0,Emil Weisfeld
0,James Karl
0,Kyle Bayes
0,Logan Lambright
0,Owen  Wright
0,Tuhin Ghosh
2,Nathaniel Astrom
4,Aaron Del Real
5,Joel Willison
7,Torsten Johnson
12,Rodrigo Arcibar
14,Constantine Stake
15,Benjamin Putano
19,Griffin Kelley
27,Owen Schleif
32,Simon Perez
34,George Gunter
52,Trevor Scott
71,Matt Gubernick
75,Jake Rubin-Miller
85,Hunter Latson
92,Samuel DeVine
b,r,e,a,k
Trident,4
teamInfo,,"Chicago, Illinois",,,https://twitter.com/tridentulti
0,Asa Bowen
0,Cade Heikes
0,Elliot Shin
0,Ian Falck
0,Jacob  Cuthbert
0,Jesse Johnson
0,Joseph Sifakis
0,Joshuah Kapilivsky
0,Matthew Goetsch
0,Michael Hlavaty
0,Milan Rivas
0,Nicholas Golini
0,Reno Brinn
0,Sean Miranda
0,Thomas Alford
1,Gabe Schoepke
2,Ray Mauntel
7,Timothy Sheehan
11,Girolamo S Kelly
13,Reid Martin
14,Samuel Tagle
21,Cal Tornabene
23,Joe Cercello
96,George Irving
b,r,e,a,k
On Ramp,16
teamInfo,,"Indianapolis, Indiana",,,
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Chicago Machine,Scoop,15,3,"09/21/2024, 09:00",Pool A,Final
I-69,Diesel,15,6,"09/21/2024, 09:00",Pool A,Final
Chicago Machine,Diesel,15,1,"09/21/2024, 11:00",Pool A,Final
I-69,Scoop,15,1,"09/21/2024, 11:00",Pool A,Final
Chicago Machine,I-69,15,6,"09/21/2024, 13:00",Pool A,Final
Scoop,Diesel,14,13,"09/21/2024, 13:00",Pool A,Final
pool,Pool B
Beacon,Enigma,15,12,"09/21/2024, 09:00",Pool B,Final
Omen,Mischief,15,2,"09/21/2024, 09:00",Pool B,Final
Beacon,Mischief,15,1,"09/21/2024, 11:00",Pool B,Final
Omen,Enigma,15,8,"09/21/2024, 11:00",Pool B,Final
Beacon,Omen,12,13,"09/21/2024, 13:00",Pool B,Final
Enigma,Mischief,14,9,"09/21/2024, 13:00",Pool B,Final
pool,Pool C
Flying Dutchmen,Black Lung,15,8,"09/21/2024, 09:00",Pool C,Final
Chimney,Trident II,15,5,"09/21/2024, 09:00",Pool C,Final
Flying Dutchmen,Trident II,15,2,"09/21/2024, 11:00",Pool C,Final
Chimney,Black Lung,15,10,"09/21/2024, 11:00",Pool C,Final
Flying Dutchmen,Chimney,12,14,"09/21/2024, 13:00",Pool C,Final
Black Lung,Trident II,15,9,"09/21/2024, 13:00",Pool C,Final
pool,Pool D
Trident,Haymaker,12,13,"09/21/2024, 09:00",Pool D,Final
Colonels,On Ramp,15,6,"09/21/2024, 09:00",Pool D,Final
Trident,On Ramp,15,6,"09/21/2024, 11:00",Pool D,Final
Colonels,Haymaker,15,8,"09/21/2024, 11:00",Pool D,Final
Trident,Colonels,9,15,"09/21/2024, 13:00",Pool D,Final
Haymaker,On Ramp,15,10,"09/21/2024, 13:00",Pool D,Final
b,r,e,a,k
clusters,Pre Quarters
cluster,Crossover
I-69,Trident,14,13,"09/21/2024, 15:00",,Final
Haymaker,Scoop,15,4,"09/21/2024, 15:00",,Final
Beacon,Black Lung,15,8,"09/21/2024, 15:00",,Final
Flying Dutchmen,Enigma,15,3,"09/21/2024, 15:00",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place
Chicago Machine,Beacon,7,2,"09/22/2024, 09:00",1st Quarters,In Progress
Colonels,Flying Dutchmen,3,5,"09/22/2024, 09:00",1st Quarters,In Progress
Chimney,Haymaker,4,4,"09/22/2024, 09:00",1st Quarters,In Progress
Omen,I-69,5,6,"09/22/2024, 09:00",1st Quarters,In Progress
bracket,3rd Place
bracket,5th Place
bracket,7th Place
bracket,9th Place
Black Lung,Diesel,5,3,"09/22/2024, 09:00",9th Quarters,In Progress
Enigma,On Ramp,5,3,"09/22/2024, 09:00",9th Quarters,In Progress
Scoop,Trident II,4,3,"09/22/2024, 09:00",9th Quarters,In Progress
Trident,Mischief,7,1,"09/22/2024, 09:00",9th Quarters,In Progress
bracket,11th Place
bracket,13th Place
bracket,15th Place
b,r,e,a,k
