2024 Mid-Atlantic Mixed Regional Championship,Club - Mixed ,21,9,2024
Frederica,DE,2024-09-21,2024-09-22
https://play.usaultimate.org/events/2024-Mid-Atlantic-Mixed-Regional-Championship/schedule/Mixed/Club-Mixed
AMP,1
65,Victoria Ng
70,Robert Patten
87,Paul Goral
98,Kyle Dew
b,r,e,a,k
Loco,6
teamInfo,,"West Chester, Pennsylvania",,https://www.facebook.com/wcmixed/,https://twitter.com/loco_ultimate
0,Colleen Morton
0,Elena Lopez
0,Emily Smulowitz
0,Ezra Beidler-Shenk
0,Haley Young
0,Jackie Weiss
0,Marissa Coolidge
0,Natalie Bova
0,Nolan McCloskey
0,Robert Altieri
0,Sabrina Bonaci
2,Kenneth Wells
3,Austin Lillis
6,Jessica Brand
6,Victoria Wischerth
9,Steven Broome
10,Ryan Dealy
10,Belle Sullivan
11,Owen Land
12,Justin Keller
13,Kristin Thomas
14,Joshua Norton
21,Becklin Davis
36,Ethan Holmgren
85,Chase Rawlins
91,Ethan Sarles
b,r,e,a,k
Anthem,3
teamInfo,,"Baltimore, Maryland",,https://www.facebook.com/profile.php?id=100090895539227&mibextid=LQQJ4d,https://twitter.com/AnthemUltimate/status/1617652961299279872?s=20&t=gFOPhZpWzglqQWxTQUxcTA
coaches,Andrew Creighton
0,Claudia Wang
0,Ethan Bomhardt
0,Kaitlyn Harper
0,Mitchell Lauer
0,Sean McDermott
0,Sesha McMinn
0,Margaret Zuelsdorf
0,Stephanie Creighton
0,Tanner Marshall
0,Tjia Ern Lau
0,Warner Brockman
5,Jack Engle
8,Bridget Gallagher
10,Elias White
11,Isabella Wahl
12,Destiny Lim
12,Shai Brown
18,Stacy Lu
19,Kyle Morgan
25,Ian Piper
26,Annette Kukunas
29,Jesse Moore
42,Tanner Lee Gesell
73,Mark Flores
b,r,e,a,k
Jughandle,10
teamInfo,,"Princeton, New Jersey",,,https://twitter.com/TeamJughandle
0,Abigail Stolowski
0,Alexis Brantly
0,Cole Stevens
0,Declan French
0,Howard Yuan
0,Jason Schwartz
0,Karen Minecci
0,Philip Aufiero
2,Maya Karl
4,Kaitlyn Dermen
6,Ashley Talwar
8,Jeff Shipkin
9,Ryan Lee
11,Scott Cousens
13,Marco Guadagno
14,Brendon Pierce
16,Jenn Dai
17,Eileen Peach French Regan
18,Ayaaz Versi
20,Rebecca Casey
30,Jadin Stoffel
45,Dean Klimek
76,Sean Allan
77,Scott Pleban
97,Kelly Skewis
99,Elena Adams
b,r,e,a,k
Heavy Flow,15
teamInfo,,"Columbia, Maryland",,https://www.facebook.com/heavyflowulti/,https://twitter.com/heavyflowulti
00,Adolfo Rojas
00,Andrew Ryan
00,Andrew Nash
00,Cecelia Templeton
00,Dani Haverkamp
00,Evan Comisac
00,Garrett Carswell
00,Grant Kern
00,Heather Wenz
00,Jocelyn Cather
00,Joe Donovan
00,John Brun
00,Josias Beaubrun
00,Justin Chu
00,Katie Claggett
00,Kensey Katz
00,Lydia Dosh
00,Michelle Bank
00,Natalie Drake
00,Rachel Moser
00,Raizl Campbell
00,Samantha Sesum
00,Sean Walsh
00,Simeon Lee
00,Stephen Nichols
00,Winnie Yang
b,r,e,a,k
Pittsburgh Port Authority,5
teamInfo,,"Pittsburgh, Pennsylvania",https://tinyurl.com/xteamvalues,,https://twitter.com/portauth0rity
coaches,Matthew Duffy
0,Dylan Best
0,Benjamin Attal
0,Jake Murray
0,Katy Holt
0,Kristin Dudley
0,Patrick McMullen
0,Ryan Harty
0,Shani Rosenthal
0,Tony Thomas
0,Valeria Duque Villegas
2,Jessie Sun
2,Matthew Lu
3,Emily Rittenhouse
5,Caroline Nofzinger
8,Vivian Shen
9,Ryan Kindell
11,Harry Park
11,Owen Watt
12,Phil Martone
14,Jenna Nold
18,Jed Farber
22,Mallory Griffith
24,Alexander Thomas
27,Kit Asterin
37,Svetlana Romanova
82,Isaac Smith
b,r,e,a,k
Revival,4
teamInfo,,"Richmond, Virginia",,https://www.facebook.com/RevivalFlatball,
coaches,Keys Pattie
0,Sam Brothers
00,Brittany Taylor
00,Kris Harrison
05,Emma Colavincenzo
10,Matthew Reynolds
11,Skye Whitlow
12,Tyler Davis
15,Jack Field
16,Donald Clark
17,Cullen Monahan
18,Matthew Neeley
23,Jane Frankel
24,Tim Jackson
25,Crystal Lowery
29,Rachel Shannon
31,Hannah Elledge
32,Dominique Gibson
33,Laura  Catano
38,Ariel Vogel
40,Calvin Ciorba
42,Garrett Braun
44,Keila Strick
55,Molly Roy
57,Austin Bartenstein
64,Victoria Davis
87,Griffin Lang
b,r,e,a,k
Ant Madness,16
teamInfo,,"Washington, District of Columbia",,,https://twitter.com/antmadness
01,Emma Thornberg
02,Joanna Greenberg
03,Brian Doherty
04,Nicholas Kwan
06,Elizabeth Ward
07,Owen Maskelony
08,Skye Brodsky
09,Meaghan McSorley
11,Lucy Rath
13,William Strang
14,Jordan Tippitt
15,Fia Hargil
17,Donovan Hambley
19,Bridgette Heine
20,Katrien Hinderdael
21,Nathaniel Stevenson
25,Ben Kuster
27,Wallis Grant
31,Claire Sorensen
32,Lucy Elliott
33,Nicholas Yoon
35,Oren Lieber-Kotz
40,Bart Turney
53,Jackson Gode
64,Ian Decker
91,Erin Doyle
b,r,e,a,k
Farm Show,9
teamInfo,,"Harrisburg, Pennsylvania",,https://www.facebook.com/farmshowulti,
0,Brianna Smith
0,Brittney Brown
0,Emily Higley
0,Erica Biechy
0,Gloria Boronow
0,Jose Maldonado
0,Kerianne Durkin
0,Kristen Dietrick
0,Jacob Taylor
0,Jordan Vanasdale
0,Zachary McIntire
6,Jordan Roof
6,Molly Fisher
7,Lily Nong
7,Bradley Dussinger
12,Rebecca Canetti
15,Christopher Man
16,Stacey Daniels
18,Seth Canetti
22,Evan Novacek
22,Iris Ng
25,Ethan Krokonko
32,Zack Hunsberger
43,Nicholas Diehl
55,Timothy Brubaker
77,Spencer Whitcomb
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
AMP,HVAC,13,7,"09/21/2024, 10:00",Pool A,Final
PS,Delabear,13,11,"09/21/2024, 10:00",Pool A,Final
AMP,Delabear,13,4,"09/21/2024, 12:00",Pool A,Final
PS,HVAC,11,12,"09/21/2024, 12:00",Pool A,Final
AMP,PS,13,3,"09/21/2024, 14:00",Pool A,Final
HVAC,Delabear,13,10,"09/21/2024, 14:00",Pool A,Final
pool,Pool B
Rally,Fireball,13,5,"09/21/2024, 10:00",Pool B,Final
Jumbo Slice,Axolotls,12,11,"09/21/2024, 10:00",Pool B,Final
Rally,Axolotls,13,5,"09/21/2024, 12:00",Pool B,Final
Jumbo Slice,Fireball,3,13,"09/21/2024, 12:00",Pool B,Final
Rally,Jumbo Slice,13,7,"09/21/2024, 14:00",Pool B,Final
Fireball,Axolotls,13,7,"09/21/2024, 14:00",Pool B,Final
pool,Pool C
Anthem,Jughandle,13,8,"09/21/2024, 10:00",Pool C,Final
Loco,Heavy Flow,13,5,"09/21/2024, 10:00",Pool C,Final
Anthem,Heavy Flow,13,6,"09/21/2024, 12:00",Pool C,Final
Loco,Jughandle,13,7,"09/21/2024, 12:00",Pool C,Final
Anthem,Loco,10,13,"09/21/2024, 14:00",Pool C,Final
Jughandle,Heavy Flow,13,6,"09/21/2024, 14:00",Pool C,Final
pool,Pool D
Revival,Farm Show,13,6,"09/21/2024, 10:00",Pool D,Final
Pittsburgh Port Authority,Ant Madness,13,5,"09/21/2024, 10:00",Pool D,Final
Revival,Ant Madness,13,5,"09/21/2024, 12:00",Pool D,Final
Pittsburgh Port Authority,Farm Show,13,4,"09/21/2024, 12:00",Pool D,Final
Revival,Pittsburgh Port Authority,8,13,"09/21/2024, 14:00",Pool D,Final
Farm Show,Ant Madness,10,11,"09/21/2024, 14:00",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,First Place
AMP,Rally,12,15,"09/22/2024, 14:00",Finals,Final
AMP,Pittsburgh Port Authority,1,0,"09/22/2024, 12:00",Semis,Final
Revival,Rally,11,14,"09/22/2024, 12:00",Semis,Final
AMP,Fireball,15,5,"09/22/2024, 10:00",Quarters,Final
Pittsburgh Port Authority,Anthem,14,10,"09/22/2024, 10:00",Quarters,Final
Loco,Revival,14,15,"09/22/2024, 10:00",Quarters,Final
Rally,HVAC,15,3,"09/22/2024, 10:00",Quarters,Final
Fireball,Jughandle,14,13,"09/21/2024, 16:00",Pre-Quarters,Final
Anthem,Jumbo Slice,15,7,"09/21/2024, 16:00",Pre-Quarters,Final
PS,Revival,11,15,"09/21/2024, 16:00",Pre-Quarters,Final
HVAC,Ant Madness,13,10,"09/21/2024, 16:00",Pre-Quarters,Final
bracket,Third Place
Pittsburgh Port Authority,Revival,8,11,"09/22/2024, 14:00",Third,Final
bracket,Fifth Place
Loco,Anthem,14,12,"09/22/2024, 14:00",Fifth,Final
Fireball,Loco,13,14,"09/22/2024, 12:00",5th Semis,Final
Anthem,HVAC,15,9,"09/22/2024, 12:00",5th Semis,Final
bracket,Seventh Place
Fireball,HVAC,9,6,"09/22/2024, 14:00",Seventh,Final
bracket,Ninth Place
PS,Jumbo Slice,8,13,"09/22/2024, 14:00",Ninth,Final
Ant Madness,PS,11,13,"09/22/2024, 12:00",9th Semis,Final
Jumbo Slice,Jughandle,12,9,"09/22/2024, 12:00",9th Semis,Final
Ant Madness,Heavy Flow,13,9,"09/22/2024, 10:00",9th Quarters,Final
Axolotls,PS,9,14,"09/22/2024, 10:00",9th Quarters,Final
Jumbo Slice,Delabear,11,8,"09/22/2024, 10:00",9th Quarters,Final
Farm Show,Jughandle,11,14,"09/22/2024, 10:00",9th Quarters,Final
bracket,Eleventh Place
Ant Madness,Jughandle,4,8,"09/22/2024, 14:00",Eleventh,Final
bracket,Thirteenth Place
Axolotls,Farm Show,6,8,"09/22/2024, 14:00",Thirteenth,Final
Heavy Flow,Axolotls,8,13,"09/22/2024, 12:00",13th Semis,Final
Delabear,Farm Show,5,15,"09/22/2024, 12:00",13th Semis,Final
bracket,Fifteenth Place
Heavy Flow,Delabear,12,8,"09/22/2024, 14:00",Fifteenth,Final
b,r,e,a,k
