Northeast Mixed Regionals,Club - Mixed ,28,9,2014
Devens,MA,2014-09-27,2014-09-28
https://play.usaultimate.org/events/Northeast-Mixed-Regionals/schedule/Mixed/Club-Mixed
Wild Card,1
0,Kendra Frederick
0,Justin Segool
0,Angela Tong
0,HALLIE MURRAY
0,Young Jo Fontaine
0,John Serafini
0,IGNACIO YZ
0,Zachary Roy
0,Lucas Murphy
0,Harrison Treegoob
0,John Palmer
0,Amanda Davis
0,Minaqa Quinn
0,Theodore Mason
0,Diana DeLeo
11,Elizabeth LeeJohnson
12,Emma Stoltze
18,Seth Canetti
24,Krista Winalski
76,Allison Yum
b,r,e,a,k
Destructors,8
00,Chelsea Leeder
00,Andrew Yale
00,Leah Barlow
00,DAVID TRIMMER
00,BRIAN ROECKLEIN
00,Krystle Jiang
00,Ryan Pennell
00,Teresa Halverson
00,Thomas Horvath
00,Henry Zhang
00,Hayley Manning
00,EMILY HEATH
00,Andrea Del Balso
00,Ian Dipace
00,David Powalyk
00,ANDREW KINDLE
00,ALEXANDRA ZIEGLER
00,William Sloane
00,Ellen Roybal
00,SAMUEL SHRANK
00,Benjamin West
00,ALEC NORTON
b,r,e,a,k
7 Express,5
0,Yukinobu Tanimoto
0,Hannah Garfield
0,Sarah Kay Dela Cruz
0,CLAIRE Gunderson
0,Avery Reed
0,Kevin Liang
0,Diane Palmer
0,David Reynolds
0,Meaghan Lass
0,BENJAMIN WIE
5,Joe Santosus
5,Kyla Dayer
12,Joe Babbino
13,Erin Leonard
13,Antonio Valentin
15,Michael Drost
15,Matthew Baum
16,Ashley Gulyas (Snyder)
19,BENJAMIN IVERS
45,Brenton Hard
46,Jesse Moskowitz
46,Austin Bonelli
50,Amelia Ni
51,MICHAEL ALBANI
79,YOKO YAMADA
80,Ryan Drost
87,Daniel Wekstein
b,r,e,a,k
UNION,3
0,Stephanie Malcher
0,MIHAJLO ANTONIJEVIC
0,Daniel Balzerson
0,THOMAS BLACK
4,STEVEN LEE
5,Emma Seaborn
6,ANDREW MILNE
10,Amanda Moore
12,Jamie Galloway
13,Cameron Dunning
15,Jacky Hau
17,Heather Neary
19,CHRISTOPHER BRACHT
24,MICHELLE  CHANDLER
28,JENNIFER LEROUX
29,KIRSTEN NILES
35,Pierre-Yves Lavertu
42,KATE JARDINE
44,MATT CHELLEW
46,TJ Reeds
55,Warren Tang
71,MATT KIRK
72,KRISTA KOTWA
77,HADIYA RODERIQUE
88,PEYTON LEUNG
b,r,e,a,k
Lions,10
00,Mae Tobin-Hochstadt
00,Allison Springer
00,Steph Cormier
00,EMILY PEARSON
00,Chris Zybert
00,Dan Huddell
00,Dillon Roberts
00,AMANDA ECKHOFF
00,Meredith Duffy
00,Dana Grandoni
00,Jacob Saunders
00,Kevin Chen
00,Ariel Plotkin-Gould
00,JAKE CORMIER
00,ERIC DIXON
00,Courtney Remm
00,Samuel Letcher
00,Amy Broome
00,Jen Beatty
00,Cara Battersby
00,Dean Culver
00,Jenni Ladutko
00,Michael Lipsitz
00,ADAM JOHNSTON
00,Dang Khoa DuBay-Dang
00,John Sullivan
00,Ryan Kelley
b,r,e,a,k
Last Call,16
0,KATHERINE CHUNG
0,ALEXANDER PALMER
0,Jess Stitt
0,Stephanie Huang
0,Xinran Wang
0,CAMERON ERDOGAN
0,ARUN FRICKER
0,JASON SUN
0,Tim Gilboy
0,Michaela Fallon
0,SYDNEY FORRESTER
0,Scott Schwartz
0,MATTHEW SUOZZO
0,Becca Arbacher
0,DEREK YAN
0,Sarah Zhao
0,Angel Li
0,Connie Li
0,Audrey Copeland
9,Isaiah Bryant
12,CAMERON BRUGGEMAN
13,Nicholas Eng
17,Matthew Sagianis
24,Vivian Zhang
25,Emma Kahle
37,Dan Mullins
b,r,e,a,k
Mixed Nuts,9
00,SARAH MCARA
00,Katherine Buckingham 
00,Jenny Liu
00,KESAVAN YOGESWARAN
00,Matthew Branham
00,Axis Sivitz
00,Conny Morrison
00,Charlotte Zhu
00,Brandon Nadres
00,Brian Buck
00,BRANDON TRAN
00,Hannah Schurman
01,Alex Gaman
02,WILLIAM (BILL) BLINN
03,TITUS SAMUEL
08,DILLON GARDNER
09,Jarod Payne
11,JESSICA SHEEHAN
22,Albert Lee
24,REBECCA VASQUEZ
25,Grant Thomas-Lepore
26,Alex (Wei Yuh) Chang
31,Rob Stone
33,Shi-Min Chin
35,HEATHER BEEM
85,Richard Schaffer
b,r,e,a,k
Ursidae,12
0,Scott Stailing
0,Jared Jandreau
0,SIMONE BEAUBIEN
0,Silas Lunetta
0,Kacy Thibodeau-Harvey
0,Bailey Kirwin
0,JACK CHEN
0,Tim Cardoso
0,Kelley Kirwin
0,Marc Flore
0,April Flore
0,Madeleine Purcell
0,DEREK WYMAN
0,Andrew Applegate
0,Kylie Thibodeau-Harvey
0,Brian York
4,JEREMY TOWNE
00,KELLIE WATERMAN
00,Zachary Janosik
00,Charles Cleary
19,Kathleen Janosik
21,Dave Sinnett
22,Samuel Shapiro
41,Lewis Seton
43,Jessica Jandreau
b,r,e,a,k
RUT,13
0,Jess Mizzi
0,Emma DeMelim
0,Zak Pritchard
0,SAMUEL EPSTEIN
0,PETER HOOPER
0,John Bennett
0,Heng-Scheng Chuang
0,Kendra Smythe
00,Neil Wacek
00,Matthew Baccary
00,Aly Fassett-Carman
00,HAYDEN SHEA
00,Cameron Mack
00,CHELSEA AMBROSE
00,Isaac Sponem
00,Joshua Petter
00,Wheaton Squier
00,tyler leith
00,Aaron Schlossberg
00,Erin Rea
00,Lucas Howard
00,David Seaver
00,LIZA REED
00,Daron Byerly
12,Clara Gottesman
21,Ryan Nielsen
39,David Ross
b,r,e,a,k
Enough Monkeys,14
00,CASEY GREENE
00,Aren Tulp
00,Jaquille Jones
00,Matissa Hollister
00,ANNIE CRAVERO
00,William Davis
00,Peter Lobel
00,Ian Adelstein
00,David Friedman
00,EVELYN HARTZ
00,CHELSEA PAWLEK
00,Rose Caston
00,Peter Johnson
00,Jennifer Hong
00,ALAN GOFBERG
00,JAMES WINNY
00,Alex Brown
00,Douglas Brown
00,Andrew Pillsbury
00,AISLINN MCLAUGHLIN
00,Eric Hemphill
00,ANNA GREENE
00,Jacob Stout
b,r,e,a,k
Darkwing,11
00,JUSTINE BUCCI
00,Emily Jensen
00,Michelle Gagnon
00,ALYSSA NEBORSKY
00,Ellen Goldberg
00,Nick Goelz
00,Kathryn Hickey
00,Joe Scully
00,STEPHEN MARVEL-COEN
00,TAYLOR STRICKLAND
00,Daniel Dimascio
00,Russell Katz
00,Harriet Booth
00,TOM CONFORT
00,ALEXANDER PINKHAM
00,Claire Staines Hoogeboom
00,Andrew Fredrickson
00,Andrew Schwartz
00,Christopher Drury
00,Julie Kafka
00,Erica Tangney
00,Sam Stefanik
00,Stephen Panasuik
b,r,e,a,k
Pleasuretown,7
0,Christopher Tonry
00,KALI JOSEPH
00,ANDREW ROBERTS
00,Laura Masulis
00,Claudia Vasquez
00,ALLISON WEBSTER
00,Ian Darling
00,JOSEPH LIOTTA
00,KEITH SHAPIRO
00,ELIZABETH NICHOLS
00,Tyler Robinson
00,Grant Fiddyment
00,Nadav Pearl
00,Donnelly Roberts
00,ROSE GREELEY
00,Kiersten Mailler
00,Harrison Greene
00,CHRISTINA KELLEY
00,George Eichman IV
00,Rhiannon Myers
00,MATTHEW PACE
00,SUSAN WALTON
00,LOUISA CONNAUGHTON
00,Katherine England
00,Timothy Glover
00,CHRIS VASICH
19,Garrett Braun
b,r,e,a,k
Townies,15
0,CHRISTOPHER GORDON
00,Robert Vander Meulen
00,Wesley Morris
00,Dave Tedeyan
00,CRAIG MANAHAN
00,Veronica Pillar
00,CHRISTOPHER VANLANG
00,CATALINA ALFONSO
00,Taylor Simpson
00,TIM SHENK
00,Jennie Stewart
00,Brian Kibler
00,Bret Coffey
00,ERIN EGGLESTON
00,Raymond Yee
00,Peter DelNero
00,Clara-Ann Joyce
00,Hannah Smalley
00,Yael Rhodes
00,Emily Zitek
00,MARGARET ZIENTEK
00,Andrew Parmet
00,Lena Kuchera
00,LUCAS LANDAETA
00,Miles Eckardt
00,MICHAEL HANOLD
08,Nate August
b,r,e,a,k
s,t,a,g,e,s
brackets,Bracket 16.2.1
bracket,Championship
Wild Card,Slow White,12,15,"09/28/2014, 10:30",1st Final,Final
Wild Card,The Ghosts,15,7,"09/27/2014, 16:30",1st Semis,Final
SHUYAMOUF,Slow White,12,15,"09/27/2014, 16:30",1st Semis,Final
Wild Card,Destructors,15,4,"09/27/2014, 12:30",1st Quarters,Final
7 Express,The Ghosts,13,15,"09/27/2014, 22:30",1st Quarters,Final
UNION,SHUYAMOUF,9,15,"09/27/2014, 12:30",1st Quarters,Final
Lions,Slow White,6,15,"09/27/2014, 12:30",1st Quarters,Final
Wild Card,Last Call,15,9,"09/27/2014, 10:30",1st PQ,Final
Destructors,Mixed Nuts,13,12,"09/27/2014, 10:30",1st PQ,Final
7 Express,Ursidae,15,10,"09/27/2014, 08:30",1st PQ,Final
The Ghosts,RUT,15,9,"09/27/2014, 08:30",1st PQ,Final
UNION,Enough Monkeys,15,5,"09/27/2014, 08:30",1st PQ,Final
SHUYAMOUF,Darkwing,15,4,"09/27/2014, 08:30",1st PQ,Final
Pleasuretown,Lions,11,14,"09/27/2014, 08:30",1st PQ,Final
Slow White,Townies,15,6,"09/27/2014, 08:30",1st PQ,Final
bracket,2nd Place
Wild Card,UNION,15,3,"09/28/2014, 12:30",Game to Go,Final
UNION,SHUYAMOUF,16,15,"09/28/2014, 10:30",2nd R5,Final
UNION,The Ghosts,15,14,"09/28/2014, 08:30",2nd R4,Final
Pleasuretown,SHUYAMOUF,12,15,"09/28/2014, 08:30",2nd R4,Final
Lions,UNION,10,15,"09/27/2014, 16:30",2nd R3,Final
7 Express,Pleasuretown,11,15,"09/27/2014, 16:30",2nd R3,Final
Lions,Mixed Nuts,15,6,"09/27/2014, 14:30",2nd R2,Final
UNION,Ursidae,15,9,"09/27/2014, 14:30",2nd R2,Final
7 Express,Darkwing,15,8,"09/27/2014, 14:30",2nd R2,Final
Destructors,Pleasuretown,11,15,"09/27/2014, 14:30",2nd R2,Final
Last Call,Mixed Nuts,12,15,"09/27/2014, 12:30",2nd R1,Final
Ursidae,RUT,15,12,"09/27/2014, 12:30",2nd R1,Final
Enough Monkeys,Darkwing,7,15,"09/27/2014, 10:30",2nd R1,Final
Pleasuretown,Townies,15,9,"09/27/2014, 12:30",2nd R1,Final
b,r,e,a,k
brackets,Placement
bracket,5th Place
The Ghosts,Pleasuretown,15,10,"09/28/2014, 10:30",5th Place,Final
bracket,7th Place
Lions,Ursidae,15,10,"09/28/2014, 12:30",7th Place,Final
Lions,Darkwing,15,10,"09/28/2014, 10:30",7th Semis,Final
7 Express,Ursidae,9,15,"09/28/2014, 10:30",7th Semis,Final
Darkwing,Destructors,13,8,"09/28/2014, 08:30",7th Quarters,Final
Mixed Nuts,Ursidae,11,15,"09/28/2014, 08:30",7th Quarters,Final
bracket,9th Place
Darkwing,7 Express,3,15,"09/28/2014, 12:30",9th Place,Final
bracket,11th Place
Destructors,Mixed Nuts,11,15,"09/28/2014, 10:30",11th Place,Final
b,r,e,a,k
pools,Consolation
pool,Pool A
b,r,e,a,k
