D-I College Championships,College - Men ,23,5,2014
Mason,OH,2014-05-23,2014-05-26
https://play.usaultimate.org/events/USA-Ultimate-D-I-College-Championships/schedule/Men/CollegeMen/
Colorado,1
84,CRAIG COX
b,r,e,a,k
California-San Diego,13
teamInfo,Air Squids,"San Diego, California",,,
coaches,Kevin Stuart,Andrew Curtis,Matthew Parisi
01,JAMES LAI
02,Nikhar ABBAS
04,Tyler Gates
05,Christopher Liu
06,Brent Lo
08,PAUL MORIMOTO
10,Alistair McIntyre
12,Aaron Lee
13,SEAN WILKINSON
14,Brendan Winnacott
19,Migal Manickaraj
22,Cody Kirkland
23,ZACHARY WU
25,Kedar Pujara
28,JUSTIN LIN
33,Steven Chung
40,JAMES LINSCHEID
41,Ben Kumler
44,Nicholas Smith
47,MARK BUNNELL
54,Glenn Allen
55,Trevor Purdy
77,Gavriel Gelbart
84,Jesse Cohen
87,Christopher Bonner
94,Zachary Spidell
97,Zachary Murez
b,r,e,a,k
Eastern Michigan,17
teamInfo,Fighting Hellfish,"Ypsilanti, Michigan",,,https://twitter.com/emuhellfish
05,Austin Engel
06,James Highsmith
07,Jonathan Lee
08,Trey Taliaferro
11,Andrew Adler
15,Alexander Belanger
16,JACOB NOEL
17,BRENNAN FLYNN
19,SCOTT DICKSON
21,ALEX THEISS
22,Joshua Osinski
25,GARY GRANT
27,GRANT FURNIER
36,Daniel Boynton
55,Johnny Bansfield
b,r,e,a,k
Pittsburgh,2
teamInfo,En Sabah Nur,"Pittsburgh, Pennsylvania",http://pittultimate.org,https://www.facebook.com/PittUltimate,https://twitter.com/Pittultimate
02,Joseph Bender
03,Patrick Earles
04,CHRISTOPHER MANGOGNA
05,Saul Graves
07,Richard Boyle
08,Tyler Kunsa
10,Max Thorne
11,Marquis Cofer
15,Dylan Best
16,Trent Dillon
17,PETER MCCLOSKEY
18,Stephen Shaw
21,Patrick Asinger
22,CHRISTIAN PITTS
24,Sam VanDusen
33,CONNOR KAZMIERCZAK
35,KEVIN TANG
38,Jonah Wisch
42,Marcus Ranii-Dropcho
43,Daniel O'Connor
48,Jimmy Towle
59,AARON WATSON
61,Carl Morgenstern
66,Chen Su
77,Dillon Tranquillo
83,Ryan Del Casino
88,Daniel Wickens
b,r,e,a,k
Michigan,11
teamInfo,MagnUM,"Ann Arbor, Michigan",http://www.magnumultimate.com/,,https://twitter.com/magnUMultimate
coaches,Richard (Ricky) Eikstadt,SETH COLLINS
00,Noah Backer
01,Andrew Purugganan
02,Wesley Chen
03,Alexander Russomanno
04,Jonathan Paruk
05,Sam Greenwood
06,Jesse Haji-Sheikh
07,JORDAN MACOCHA
08,ELI LEONARD
10,ALEXANDER HEATLIE
11,Zachary Goulson
12,Krishna Mahajan
14,Benjamin Page
15,Ryan Schechtman
17,Elijah Graves
18,Daniel DeTone
20,ANDREW DYER JR
21,Travis Compo
23,Max Teener
33,Andy Yu
34,Jesse Buchsbaum
40,Robert (Bobby) Moyer
41,Daniel Lee
43,MICHAEL ROBERTS
48,CHARLES HYDE
70,Jake Moyer
72,Dan Calabrese
81,YONATAN (YONI) RAFAEL
b,r,e,a,k
Central Florida,14
teamInfo,Dogs of War,"Orlando, Florida",http://centralfloridaultimate.com/,https://www.facebook.com/CentralFloridaUltimate?ref=profile,https://twitter.com/PupsofConflict
coaches,Andrew Roca
01,Brawley Adams
02,MATTHEW NORTHAM
03,Terence Murphy
04,Kyle Reedy
05,Michael Fairley
07,JOHN COLLINS
08,Alex Bullock
09,JACOB RADFORD
12,Matt Helms
13,JOHN FELDMAN
15,Chad Russom
19,Collin Mackett
25,Jeremy Langdon
27,Austin Mercadante
30,Andrew McKelvey
32,Austin Malone
33,John Best
34,GARRETT PELTON
42,Mike Ogren
44,DAVID HANKIN
47,SETH CALHOUN
69,ERIC  BUENROSTRO
74,Stuart Little
90,Zachary Marks
99,Matthew Aberman
b,r,e,a,k
Texas A&M,7
teamInfo,Dozen,"College Station, Texas",ultimatefrisbee.tamu.edu,none,https://twitter.com/DozenUltimate?
01,IAN SMITH
02,Matthew Bennett
03,John Abuhamad
04,Nick Ochoa
06,DANIEL EHRIG
07,Ben Lewis
08,Garrett Krebs
09,Robert Lewis
10,AUSTIN DELK
11,DAVID NA
12,KYLE ZAWIEJA
13,Dalton Smith
14,LUKE YANKER
18,Kevin Land
23,Thomas Slack
32,Jared Schueler
35,DAVID SMITH
36,Charles Coleman
42,RYAN  JONES
80,Connor Cole
88,Jonathan Nance
b,r,e,a,k
Dartmouth,18
teamInfo,Pain Train,"Hanover, New Hampshire",http://www.dartmouth.edu/~ultimate/home.html,,https://twitter.com/DMouthPainTrain
coaches,Brook Martin
01,EVAN RHEINGOLD
02,Spencer Diamond
03,DANIEL LOWENSTEIN
04,Daniel Rosengard
05,Andrew Pillsbury
06,DANIEL FINCH
07,GERBEN SCHERPBIER
08,Peter Lobel
09,BRETT SZALAPSKI
10,SAM HILLS
11,Arthur Bledsoe
12,Daniel Harris
13,Leo Blooston
15,CALEB LADUE
16,Henry Frost
17,SEAN HOWE
20,David Friedman
22,NATHAN LEHRER
23,Jon Xu
25,Sean Griffin
27,THEODORE OWENS
31,Nicholas Golini
33,DAVID CLEMENS-SEWALL
44,Cedar Farwell
50,SEAN DERROW
64,DAVID KLINGES
b,r,e,a,k
North Carolina,6
teamInfo,Darkside,"Chapel Hill, North Carolina",http://www.uncdarkside.com/,https://www.facebook.com/UNCDarkside,https://twitter.com/UNC_Darkside
coaches,MATTHEW SCALLET
00,AARON WARSHAUER
01,Aaron Wan
02,Norman Archer
03,JD Hastings
04,Mike French
05,BRIAN LUONG
06,Ben Maxson
07,Jackson Tambor
08,Mitchell Sayasene
09,Jacob Mouw
11,Justin Moore
12,DREW CHANDLER
13,Andrew Cohen
14,Nick MacLeod
15,Vikram Sethuraman
17,Schuyler Kylstra
18,Dain Nielsen
20,CHARLIE SHAFFNER
21,Nathan Warden
23,James Zuraw
24,Jonathan Nethercutt
26,Hunter Wilson
32,Christian Johnson
42,Alex (Evan) Grosskurth
51,Tim McAllister
76,Clayton Noblit
77,Ben Snell
b,r,e,a,k
Texas,3
teamInfo,TUFF,"Austin, Texas",http://www.texasultimate.org/,https://www.facebook.com/TexasUltimate?ref=ts,https://twitter.com/texasultimate
coaches,Calvin Lin,Matthew Bierschenk,TREY LAMASTRES
01,SIDNEY WATTS
02,MATTHEW REESE
06,Garrett Idler
07,Jordan Taylor
08,Hagen Fritz
10,Connor Breen
11,Dillon Larberg
12,Casey LeMay
13,Nash Mock
14,DENNIS MERWORTH
16,Michael Hays
17,AARYAMAN SINGHAL
19,Jonathan Clutton
20,Chase Cunningham
21,Mitchell Bennett
30,Carlos Vargas
31,Chris Brooks
32,Joel Clutton
33,Kolby Janzen
34,Cody Holloway
42,Whit Perkins
48,David Miller
57,William Driscoll
83,CHRIS GIRON
b,r,e,a,k
Tufts,15
teamInfo,Elephant Men,"Medford, Massachusetts",,,
coaches,DAN FORSETER,Jeff Brown,Michael Zalisk,MIKE BRIGHT,ROB SPIES
01,Nicholas Adolph
02,GAVIN MURPHY
03,Nicholas Roberts
04,Tyler Chan
05,Carter Thallon
07,Yukinobu Tanimoto
08,Sam Dushay
09,Eric Shaw
10,Dylan Gully
12,Skyler Tom
18,Jack (John) Spiva
19,Jason Shnipes
20,Gene Buonaccorsi
24,Daniel Pavitt
25,WILLIAM WONG
31,Sam Isaac
32,David Lyle
33,DAVID TAYLOR
41,JESSE MAHLER
52,Michael Hagenow
70,SETH DREW
82,Ariel Rascoe
94,Eamon Wick
b,r,e,a,k
Florida State,10
teamInfo,DUF,"Tallahassee, Florida",fsultimate.com,https://www.facebook.com/FSUltimate,https://twitter.com/DUFtrainroll
01,Jason Holleran
02,Bobby Patterson
03,Andrew Roney
05,Thomas Mazza
06,MARCUS JOHNS
07,Clark Cofer
08,CHENTE ORTIZ
09,DAVID CROMER
10,JAMES KOERNER
11,LIAM RAWSON
12,WAYDE VOSS
13,Scotty Bohrer
14,Austin Bass
15,MORGAN STANLEY
16,ZACH WERNICK
17,JOSH PUTTBACH
18,Chris LaRocque
21,ZACHARY MAINES
22,Ryan MacFadyen
23,Peter Van Brussel
25,Cole Friedes
27,Connor Holcombe
28,Andrew Larocque
33,Kody Cotton
46,Brian Phillips
88,Scott Moore
99,Gabriel Bidot
b,r,e,a,k
Massachusetts,19
teamInfo,Zoodisc,"Amherst, Massachusetts",,,
01,DAVID LUNETTA
02,DAVID DIBIASE
03,Elliot Lee
05,Jackson Barron
06,Brian Rodriguez
07,Maxwell Perham
08,Ben Sadok
10,Wesley Johnson
11,Conor Kline
15,Kevin Norton
17,Benjamin Katz
19,GEORGE MILNE
21,Manit Munshi
22,Benjamin Tseytlin
28,Aaron Raskin
31,Jeffrey Babbitt
33,ELLIOT JERRY
44,Giancarlo Cincotta
47,Alec Zabrecky
67,PETER MCGINN
72,JOSH HIRSCHMAN
81,SAMUEL RICHARDSON
b,r,e,a,k
Oregon,4
teamInfo,Ego,"Eugene, Oregon",http://pages.uoregon.edu/frisbee/,,
02,CHARLIE WILSON-MOSES
05,Noah Stuart
10,Dylan Freechild
11,Christopher Strub
14,CONNOR WILLIAMSON
15,Mario Bundy
17,IAN CAMPBELL
19,REILLY GARDNER
21,GABE FRUCHTER
22,Zach Meyer
24,Adam Rees
25,NICHOLAS HEATON
27,Trevor Smith
31,GARRETT CHAPPELL
33,Timothy Durbin
34,Tim McGinn
35,Andrew Halpin
44,Spencer Latarski
55,Connor Matthews
66,William Watkins
77,Brian Penner
88,Jack Slevin
93,JONATHAN BERGAN
b,r,e,a,k
Carleton College,16
teamInfo,CUT),"Northfield, Minnesota",http://orgs.carleton.edu/cut/,https://www.facebook.com/CUTrules,https://twitter.com/cutrules
coaches,Philip Bowen
00,Robert Olney
03,Eli Miller
05,LOUIS COHEN
07,Jesse Bolton
08,Michael Goodgame
10,John Raynolds
11,DUNCAN SALLSTROM
12,James Adams
13,Simon Johansen
14,Kenneth Lim
17,Alexander Trautman
18,Paxton Harvieux
20,NATHANIEL GRANT
21,Tyler Mahony
23,Sef van Kan
27,Elliot Mawby
33,Conor Eckert
40,Galen Ryan
48,BENJAMIN CAFFREY
50,Nick Petru
55,Jake Ritmire
91,Russell Hanson
95,Natan Lee-Engel
b,r,e,a,k
North Carolina-Wilmington,5
teamInfo,Seamen,"Wilmington, North Carolina",,,
00,Jason Alexander
01,Charlie Lian
03,Cale Ward
04,Erik Esposto
05,WILKIN HANAWAY
07,TRIP BRIGHTWELL
08,JAMES HARUM
09,WILLIAM MCGEE
10,Luke Hancock
11,Jack Williams
12,Robert Goode
16,Thomas Terrio
20,MATT MASON
21,Ellis Nottingham
22,Chris LeBlanc
24,Nicholas Jackson
25,Jake Gallagher
33,Austin McGrayne
35,DANIEL MERCER
52,MICHAEL ANTHONY
56,Kyle Gibbons
80,Xavier Maxstadt
99,PARKER GRISSOM
b,r,e,a,k
Florida,9
teamInfo,Florida,"Gainesville, Florida",,,
00,Jason Silverman
02,Billy O'Bryan
03,James Dahl
04,Bradley Seuntjens
05,DAYAN D'ANIELLO
06,Danny Bishop
08,JOSEPH SUTHERLAND
09,Bobby Ley
10,Matt Thompson
11,Jacob Dummeldinger
12,BRENNEN ZINCKGRAF
13,MATTHEW TERZA
15,Tanner Repasky
16,ROB BRICE
17,ANDREW RANON
18,Hayden Wachob
18,Gabriel Lucas
26,Aaron Spector
31,Doug Terza
32,Patrick Gettino
33,BRIAN BENGE
45,Bryan Redden
b,r,e,a,k
Rutgers,20
teamInfo,Machine,"New Brunswick, New Jersey",,,
coaches,Ari Weitzman,Isaiah Bryant
06,Jibran Mieser
07,ANDREW ZHANG
09,Jonathan Rosen
10,Shashank Alladi
11,Scott Xu
13,Alberto Alarcon
17,Curtis Wang
18,RICHARD WONG
19,Andrew Auyeung
20,KYLE POTKAY
21,Christian Weisenbacher
27,Kevin Wang
30,Justin Lamarche
32,ALEXANDER KONG
35,Brian Morrison
43,Josue Alorro
50,Drew Rasmussen
61,Matthew Weintraub
73,Brian Schumm
88,Sean Stratton
89,MICHAEL KICHURA
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Colorado,Harvard,15,11,"05/23/2014, 10:30",Pool A,Final
Wisconsin,California-San Diego,15,7,"05/23/2014, 10:30",Pool A,Final
Harvard,California-San Diego,15,14,"05/23/2014, 14:30",Pool A,Final
Wisconsin,Eastern Michigan,15,11,"05/23/2014, 14:30",Pool A,Final
Colorado,Eastern Michigan,15,9,"05/23/2014, 16:30",Pool A,Final
Colorado,Wisconsin,14,12,"05/24/2014, 08:30",Pool A,Final
Harvard,Eastern Michigan,15,12,"05/24/2014, 08:30",Pool A,Final
Colorado,California-San Diego,15,16,"05/24/2014, 12:30",Pool A,Final
Harvard,Wisconsin,14,13,"05/24/2014, 12:30",Pool A,Final
California-San Diego,Eastern Michigan,15,12,"05/24/2014, 14:30",Pool A,Final
pool,Pool B
Pittsburgh,Dartmouth,15,8,"05/23/2014, 08:30",Pool B,Final
Texas A&M,Central Florida,11,15,"05/23/2014, 08:30",Pool B,Final
Michigan,Central Florida,14,13,"05/23/2014, 12:30",Pool B,Final
Pittsburgh,Texas A&M,15,9,"05/23/2014, 12:30",Pool B,Final
Michigan,Dartmouth,11,13,"05/23/2014, 16:30",Pool B,Final
Pittsburgh,Michigan,15,8,"05/24/2014, 10:30",Pool B,Final
Texas A&M,Dartmouth,15,12,"05/24/2014, 10:30",Pool B,Final
Central Florida,Dartmouth,15,11,"05/24/2014, 12:30",Pool B,Final
Texas A&M,Michigan,12,15,"05/24/2014, 14:30",Pool B,Final
Pittsburgh,Central Florida,15,12,"05/24/2014, 14:30",Pool B,Final
pool,Pool C
North Carolina,Tufts,15,14,"05/23/2014, 10:30",Pool C,Final
Florida State,Massachusetts,14,13,"05/23/2014, 10:30",Pool C,Final
Florida State,Tufts,11,14,"05/23/2014, 14:30",Pool C,Final
Texas,North Carolina,12,14,"05/23/2014, 14:30",Pool C,Final
Texas,Massachusetts,16,14,"05/23/2014, 16:30",Pool C,Final
Tufts,Massachusetts,14,13,"05/24/2014, 08:30",Pool C,Final
Texas,Florida State,15,10,"05/24/2014, 10:30",Pool C,Final
North Carolina,Massachusetts,15,6,"05/24/2014, 10:30",Pool C,Final
North Carolina,Florida State,13,15,"05/24/2014, 14:30",Pool C,Final
Texas,Tufts,15,11,"05/24/2014, 14:30",Pool C,Final
pool,Pool D
North Carolina-Wilmington,Carleton College,13,15,"05/23/2014, 08:30",Pool D,Final
Florida,Rutgers,15,10,"05/23/2014, 08:30",Pool D,Final
Oregon,Rutgers,15,5,"05/23/2014, 12:30",Pool D,Final
Florida,Carleton College,10,14,"05/23/2014, 12:30",Pool D,Final
Oregon,North Carolina-Wilmington,15,12,"05/23/2014, 16:30",Pool D,Final
Oregon,Florida,15,10,"05/24/2014, 08:30",Pool D,Final
Carleton College,Rutgers,15,14,"05/24/2014, 08:30",Pool D,Final
North Carolina-Wilmington,Rutgers,15,11,"05/24/2014, 10:30",Pool D,Final
North Carolina-Wilmington,Florida,14,13,"05/24/2014, 12:30",Pool D,Final
Oregon,Carleton College,15,13,"05/24/2014, 12:30",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Colorado,North Carolina,15,10,"05/26/2014, 14:30",Finals,Final
Colorado,Oregon,15,8,"05/25/2014, 17:30",Semifinals,Final
North Carolina,North Carolina-Wilmington,15,10,"05/25/2014, 20:00",Semifinals,Final
Michigan,Colorado,10,13,"05/25/2014, 08:30",Quarters,Final
Texas,Oregon,10,15,"05/25/2014, 08:30",Quarters,Final
Wisconsin,North Carolina,9,15,"05/25/2014, 08:30",Quarters,Final
North Carolina-Wilmington,Pittsburgh,14,13,"05/25/2014, 08:30",Quarters,Final
Michigan,Tufts,15,12,"05/24/2014, 17:00",Prequarters,Final
Texas,Central Florida,15,14,"05/24/2014, 17:00",Prequarters,Final
Carleton College,Wisconsin,7,15,"05/24/2014, 17:00",Prequarters,Final
Harvard,North Carolina-Wilmington,13,14,"05/24/2014, 17:00",Prequarters,Final
b,r,e,a,k
brackets,Placement Brackets
bracket,Placement Game #1
California-San Diego,Rutgers,15,8,"05/25/2014, 08:30",Placement Game #1,Final
bracket,Placement Game #2
Dartmouth,Florida State,12,15,"05/24/2014, 17:00",Placement Game #2,Final
bracket,Placement Game #3
Florida,Eastern Michigan,15,7,"05/24/2014, 17:00",Placement Game #3,Final
bracket,Placement Game #4
Massachusetts,Texas A&M,15,5,"05/25/2014, 08:30",Placement Game #4,Final
b,r,e,a,k
