Easterns and DIII Easterns,College - Men ,21,3,2014
https://play.usaultimate.org/events/Easterns-and-DIII-Easterns/schedule/Men/CollegeMen/
Minnesota,7
98,MATTHEW QUILLIAN
b,r,e,a,k
Pittsburgh,5
2,Joseph Bender
3,Patrick Earles
4,CHRISTOPHER MANGOGNA
5,Saul Graves
7,Richard Boyle
8,Tyler Kunsa
10,Max Thorne
11,Marquis Cofer
15,Dylan Best
16,Trent Dillon
17,PETER MCCLOSKEY
18,Stephen Shaw
21,Patrick Asinger
22,CHRISTIAN PITTS
24,Sam VanDusen
33,CONNOR KAZMIERCZAK
35,KEVIN TANG
38,Jonah Wisch
42,Marcus Ranii-Dropcho
43,Daniel O'Connor
48,Jimmy Towle
59,AARON WATSON
61,Carl Morgenstern
66,Chen Su
77,Dillon Tranquillo
83,Daniel Wickens
88,Ryan Del Casino
b,r,e,a,k
Luther,12
0,COLE PUFFER
0,Samuel Hedrick
0,NATHAN CONVERSE
0,JOE  MARSHALL
0,Chase Claflin
0,SEAN DEMPSEY
0,Brandon Lafferty
0,BRADY BRINKMEYER
0,WILL HARREN
2,JOSHUA JOHNSON
3,Colin Berry
4,Scott Boehm
6,Grayson Pangburn
8,JOSEPH BALLANDBY
9,Joe Simonelli
18,Sam Berglund
19,Joseph Novak
24,BEN NORDQUIST
28,Jack Rosenwinkel
42,Evan Berg
47,Ian Andre-Knudsen
52,Nathaniel Koch
b,r,e,a,k
Florida State,4
01,Jason Holleran
02,Bobby Patterson
03,Andrew Roney
05,Thomas Mazza
06,MARCUS JOHNS
07,Clark Cofer
08,CHENTE ORTIZ
09,DAVID CROMER
10,JAMES KOERNER
11,LIAM RAWSON
12,WAYDE VOSS
13,Scotty Bohrer
14,Austin Bass
15,MORGAN STANLEY
16,ZACH WERNICK
17,JOSH PUTTBACH
18,Chris LaRocque
21,ZACHARY MAINES
22,Ryan MacFadyen
23,Peter Van Brussel
25,Cole Friedes
27,Connor Holcombe
28,Andrew Larocque
33,Kody Cotton
46,Brian Phillips
88,Scott Moore
99,Gabriel Bidot
b,r,e,a,k
Illinois,13
0,Max Willis
1,NICK PROZOROVSKY
3,Sean Hill
4,MICHAEL POHLING
6,NICHOLAS JUNWEI OO
8,Johnny Saniat
10,Joe Moyles
11,JONATHAN MCKOY
12,ZI YANG KAN
17,PRAYAG  PATEL
18,Eric Bultman
21,Chris Buchta
22,Brian Rathunde
23,GREGORY HILL
24,Jim Riddle
27,Wilson Wang
30,Steve Brand
35,Marty Markenson
38,Grant Hallan
39,Ross Tuttle
44,MICHAEL COSMOS
46,KEVIN BIRCHOK
64,Neal Phelps
69,Tyler Denooyer
81,ARTHUR DING
b,r,e,a,k
Davidson,25
0,GRAY YARBROUGH
0,BEN PFEFFER
0,ROSS KRUSE
0,SAM CASTLE
0,Chris Johnson
0,Henry Siebentritt
0,Patrick Spauster
0,Chris Peek
0,Mikeie Reiland
0,Ben Whitfield
0,JOHN SOPER
0,Robert Kuster
0,Graham Steele
0,JOSHUA HENGEN
8,SAM GRAY
13,Graham Whittington
23,ROBERT STEVENS
27,Erol Cromwell
30,Jordan Clark-Brown
32,Kyle Taylor
b,r,e,a,k
Brandeis,17
1,Daniel Krigel
2,Tzvi Miller
3,Isaac Sosebee
4,Benyamin Meschede-Krasa
5,Hansen Yang
7,Clarence Lee
8,Michael Humbert
10,Max Zaslove
11,Daniel Hakakian
14,Alexander Esakof
15,Elan Kane
16,JUSTIN LESSER
17,Nadav Pearl
19,Noah Newberger
23,Zephry Wright
25,Brian Gzemski
32,Josh Horowitz
55,ROHAN NARAYANAN
63,Victor Zhivich
88,Samuel Zuckernik
b,r,e,a,k
SUNY-Fredonia,20
0,Joseph Peabody
1,MAC JONES
2,Kurt Knoess
3,Harry Jones
3,Dylan Leitner
7,CHRIS  JONES
11,Thomas Benati
12,Zachary Pinti
14,BRIAN JACKSON
15,Craig McGowan
16,ZACHARY LAW
17,Christian Salvati
21,Mike Burns
22,brandon eddy
27,PJ Niegsch
28,COULTER MCPHAIL
29,Austin Darling
31,James McLaughlin
32,Max Kesselring
33,GREGORY WAKEMAN
41,Tyler Davis
49,TIM BANKER
69,Kolton Stow
83,Kevin Quinlan
b,r,e,a,k
Xavier,21
0,Raymond Humienny
1,ALEX TILFORD
3,Frank Ontaneda
5,Alexander Riahi
10,Connor Killian
10,Hector Rivera
11,Michael Lopez
13,John Cassidy
14,CHARLIE ROSEBROUGH
15,Luke Byerly
17,Warren Jeff Ullery
18,BEN KELTY
22,PATRICK MUELLER
23,Patrick Cannell
26,Jacob Lamier
27,DANIEL HEROLD
33,BRIAN FALLON
34,KEVIN CAVANAGH
44,JACOB NOLL
55,NATE O'BRIEN
b,r,e,a,k
Oberlin,22
0,Conrad Schloer
0,Benjamin Garbus
0,TY WAGNER
0,Eli Steiker-Ginzberg
0,Evan Holliday
0,Robert Lewis-Nash
0,MIKE PLOTZ
0,Alexander Abramowitz
0,Jy Francis
8,Jason Freedman
11,Alex Kapiamba
12,Ben Rabin
23,NIKHIL KALATHIL
b,r,e,a,k
North Park,18
0,Cooper Lane
01,Tanner Mayo
02,JUSTIN KLINEFELTER
03,MICHAEL ARCE
04,ERIC DAHL
05,MICHAEL DAWSON
06,BRENT  GUSTAFSON
08,RYAN LOWNSBERRY
09,JEFF HORN
10,ROBERT KRAFT
11,TIMOTHY KRUMLAND
13,Thomas Williams
14,ANDREW EDSTROM
15,Carlton Nelson
17,DAVID SWANSTON
19,DANIEL RAYMOND
20,Micah Cathey
22,CARL FOGEL
31,Daniel Miller
34,THOMAS NG
45,REESE SAMIN
55,JOE  GAYLORD
60,TOMMY BAKKEN
69,MATTHEW ENGLUND
77,Michael LeFevre
92,ANDREW FREDRICKSON
b,r,e,a,k
North Carolina-Asheville,26
0,Gabriel Matza
3,Jonathon Withrow
5,TYLER HAITHCOCK
6,Jonathan (Hugo) Sowder
7,JOSEPH BAKER
02,Kyle Noel
11,Noah Decker
14,Ryan Loll
15,EVAN JONSON
18,Jeremy Gage
19,Charles Bridger
20,Buck Bowman
22,JU-SUNG KIM
25,John (Jack) Derbyshire
27,Johnny Reynolds
34,Aaron Stern
37,Dan Pungello
42,ALERIC FOX
44,ARTHUR SHAIN
52,Quentin Northcutt
55,ALEXANDER VEILLEUX
69,Cory Oskardmay
71,Clint McSherry
83,SHAWN SPITZER
85,Ari Livanos
87,Chad Gerber
88,Samuel Fontaine
b,r,e,a,k
North Carolina-Wilmington (B),27
0,Patrick Wilkins
0,Buckley O'Brien
2,Carl Matysek
4,Joseph Bye
10,BRADLEY REYNOLDS
11,Henry Hauser
15,MATTHEW ROCHESTER
17,Gary McFee
18,Andrew Hoffman
21,Charles Shotton
42,Jonathan Callahan
55,Thomas Doman
69,justice bailey
73,BRANDON HOFFMAN
99,Thomas  Theunissen
b,r,e,a,k
s,t,a,g,e,s
brackets,Friday Night Showcase
bracket,Division-I
Minnesota,North Carolina-Wilmington,12,15,"03/21/2014, 18:00",Friday Showcase
bracket,Division-III
Elon,Middlebury,15,10,"03/21/2014, 18:00",Friday Showcase 1
bracket,Division-III
Richmond,SUNY-Geneseo,11,15,"03/21/2014, 18:00",Friday Showcase 2
b,r,e,a,k
pools,Division-I Pool Play
pool,Pool A
North Carolina,Massachusetts,15,8,"03/22/2014, 09:00",Pool A
Michigan,Carleton College,14,12,"03/22/2014, 09:00",Pool A
North Carolina,Carleton College,15,11,"03/22/2014, 11:30",Pool A
Michigan,Massachusetts,8,15,"03/22/2014, 11:30",Pool A
North Carolina,Michigan,15,10,"03/22/2014, 14:00",Pool A
Massachusetts,Carleton College,15,13,"03/22/2014, 14:00",Pool A
pool,Pool B
Florida,Stanford,13,15,"03/22/2014, 09:00",Pool B
Minnesota,Whitman,13,11,"03/22/2014, 09:00",Pool B
Florida,Whitman,14,11,"03/22/2014, 11:30",Pool B
Minnesota,Stanford,15,13,"03/22/2014, 11:30",Pool B
Florida,Minnesota,9,13,"03/22/2014, 14:00",Pool B
Stanford,Whitman,14,10,"03/22/2014, 14:00",Pool B
pool,Pool C
Harvard,North Carolina-Wilmington,15,12,"03/22/2014, 09:00",Pool C
Central Florida,Georgia,12,7,"03/22/2014, 09:00",Pool C
Harvard,Georgia,15,10,"03/22/2014, 11:30",Pool C
Central Florida,North Carolina-Wilmington,12,9,"03/22/2014, 11:30",Pool C
Harvard,Central Florida,15,14,"03/22/2014, 14:00",Pool C
North Carolina-Wilmington,Georgia,13,10,"03/22/2014, 14:00",Pool C
pool,Pool D
Florida State,Luther,15,17,"03/22/2014, 09:00",Pool D
Pittsburgh,Illinois,15,12,"03/22/2014, 09:00",Pool D
Florida State,Illinois,17,16,"03/22/2014, 11:30",Pool D
Pittsburgh,Luther,15,7,"03/22/2014, 11:30",Pool D
Florida State,Pittsburgh,11,14,"03/22/2014, 14:00",Pool D
Luther,Illinois,15,6,"03/22/2014, 14:00",Pool D
b,r,e,a,k
pools,Division-III Pool Play
pool,Pool A
Elon,Richmond,16,14,"03/22/2014, 09:00",Pool A
SUNY-Fredonia,Xavier,14,12,"03/22/2014, 09:00",Pool A
Brandeis,Davidson,14,15,"03/22/2014, 09:00",Pool A
Brandeis,SUNY-Fredonia,14,9,"03/22/2014, 11:30",Pool A
Xavier,Elon,7,15,"03/22/2014, 11:30",Pool A
Davidson,Richmond,11,15,"03/22/2014, 11:30",Pool A
Brandeis,Elon,10,12,"03/22/2014, 13:30",Pool A
Xavier,Richmond,8,15,"03/22/2014, 13:30",Pool A
SUNY-Fredonia,Davidson,12,15,"03/22/2014, 13:30",Pool A
Brandeis,Richmond,12,14,"03/22/2014, 15:30",Pool A
Xavier,Davidson,5,15,"03/22/2014, 15:30",Pool A
SUNY-Fredonia,Elon,12,9,"03/22/2014, 15:30",Pool A
Brandeis,Xavier,14,12,"03/23/2014, 09:00",Pool A
Elon,Davidson,15,8,"03/23/2014, 09:00",Pool A
SUNY-Fredonia,Richmond,12,15,"03/23/2014, 09:00",Pool A
pool,Pool B
Middlebury,North Carolina-Wilmington (B),15,2,"03/22/2014, 09:00",Pool B
SUNY-Geneseo,Oberlin,15,14,"03/22/2014, 09:00",Pool B
North Park,North Carolina-Asheville,14,11,"03/22/2014, 09:00",Pool B
North Park,SUNY-Geneseo,9,15,"03/22/2014, 11:30",Pool B
Oberlin,Middlebury,15,13,"03/22/2014, 11:30",Pool B
North Carolina-Asheville,North Carolina-Wilmington (B),15,7,"03/22/2014, 11:30",Pool B
SUNY-Geneseo,North Carolina-Asheville,13,14,"03/22/2014, 13:30",Pool B
North Park,Middlebury,15,10,"03/22/2014, 13:30",Pool B
Oberlin,North Carolina-Wilmington (B),15,2,"03/22/2014, 13:30",Pool B
Oberlin,North Carolina-Asheville,13,12,"03/22/2014, 15:30",Pool B
North Park,North Carolina-Wilmington (B),15,9,"03/22/2014, 15:30",Pool B
SUNY-Geneseo,Middlebury,12,6,"03/22/2014, 15:30",Pool B
North Park,Oberlin,11,15,"03/23/2014, 09:00",Pool B
SUNY-Geneseo,North Carolina-Wilmington (B),15,6,"03/23/2014, 09:00",Pool B
Middlebury,North Carolina-Asheville,12,11,"03/23/2014, 09:00",Pool B
b,r,e,a,k
brackets,Division-I Brackets
bracket,Championship Bracket
Pittsburgh,Michigan,13,15,"03/23/2014, 15:30",Champ Finals
North Carolina,Pittsburgh,10,15,"03/23/2014, 11:30",Champ Semis
Michigan,Minnesota,14,13,"03/23/2014, 13:30",Champ Semis
North Carolina,North Carolina-Wilmington,15,9,"03/23/2014, 09:00",Champ Quarters
Pittsburgh,Florida,15,14,"03/23/2014, 09:00",Champ Quarters
Harvard,Michigan,12,13,"03/23/2014, 09:00",Champ Quarters
Minnesota,Florida State,15,7,"03/23/2014, 09:00",Champ Quarters
Stanford,North Carolina-Wilmington,9,15,"03/22/2014, 15:30",Champ Pre-Quarters
Central Florida,Florida,11,15,"03/22/2014, 15:30",Champ Pre-Quarters
Michigan,Luther,14,11,"03/22/2014, 15:30",Champ Pre-Quarters
Florida State,Massachusetts,15,8,"03/22/2014, 15:30",Champ Pre-Quarters
bracket,3rd Place
North Carolina,Minnesota,9,11,"03/23/2014, 15:30",3rd Place
bracket,5th Place
North Carolina-Wilmington,Florida,15,7,"03/23/2014, 11:30",5th Place Semis
Harvard,Florida State,15,13,"03/23/2014, 11:30",5th Place Semis
North Carolina-Wilmington,Harvard,15,10,"03/23/2014, 13:30",5th Place Finals
bracket,7th Place
Florida,Florida State,0,0,"03/23/2014, 13:30",7th Place
bracket,9th Place
Stanford,Georgia,12,10,"03/23/2014, 13:00",9th Place Finals
Stanford,Carleton College,13,10,"03/23/2014, 09:00",9th Place Quarters
Central Florida,Illinois,15,9,"03/23/2014, 09:00",9th Place Quarters
Luther,Georgia,14,15,"03/23/2014, 09:00",9th Place Quarters
Massachusetts,Whitman,11,15,"03/23/2014, 09:00",9th Place Quarters
Stanford,Central Florida,12,9,"03/23/2014, 11:30",9th Place Semis
Georgia,Whitman,15,10,"03/23/2014, 11:30",9th Place Semis
bracket,11th Place
Central Florida,Whitman,15,12,"03/23/2014, 13:30",11th Place Finals
bracket,13th Place
Carleton College,Luther,14,15,"03/23/2014, 11:30",13th Place Semis
Illinois,Massachusetts,11,8,"03/23/2014, 11:30",13th Place Semis
Luther,Illinois,11,13,"03/23/2014, 13:30",13th Place Finals
bracket,15th Place
Carleton College,Massachusetts,1,0,"03/23/2014, 15:30",15th Place
b,r,e,a,k
brackets,Division-III Brackets
bracket,Championship Bracket
Elon,Richmond,15,12,"03/23/2014, 15:30",Champ Finals
Elon,Middlebury,15,8,"03/23/2014, 11:30",Champ Quarters
Oberlin,Davidson,8,15,"03/23/2014, 11:30",Champ Quarters
Richmond,North Park,15,13,"03/23/2014, 11:30",Champ Quarters
SUNY-Geneseo,Brandeis,12,10,"03/23/2014, 11:30",Champ Quarters
Elon,Davidson,15,11,"03/23/2014, 13:30",Champ Semis
Richmond,SUNY-Geneseo,15,12,"03/23/2014, 13:30",Champ Semis
bracket,3rd Place
Davidson,SUNY-Geneseo,1,0,"03/23/2014, 15:30",3rd Place
bracket,5th Place
Middlebury,Oberlin,11,15,"03/23/2014, 13:30",5th Place Semis
North Park,Brandeis,13,14,"03/23/2014, 13:30",5th Place Semis
Oberlin,Brandeis,11,13,"03/23/2014, 15:30",5th Place Finals
bracket,7th Place
Middlebury,North Park,15,8,"03/23/2014, 15:30",7th Place
bracket,9th Place
SUNY-Fredonia,North Carolina-Wilmington (B),15,6,"03/23/2014, 11:30",9th Place Semis
North Carolina-Asheville,Xavier,15,9,"03/23/2014, 11:30",9th Place Semis
SUNY-Fredonia,North Carolina-Asheville,13,11,"03/23/2014, 13:30",9th Place Finals
bracket,11th Place
Xavier,North Carolina-Wilmington (B),13,6,"03/23/2014, 13:30",11th Place
b,r,e,a,k
