Heavyweights,Club - Men ,23,8,2014
Rockford,IL,2014-08-23,2014-08-24
https://play.usaultimate.org/events/Heavyweights/schedule/Men/Club-Men/
Chicago Machine,1
H.I.P,BroCats,13,8,"08/23/2014, 10:45",Pool D,Final
Garuda,Space City Ignite,5,9,"08/24/2014, 11:45",Pool D,Final
Inception,BroCats,9,7,"08/24/2014, 11:45",Pool D,Final
Garuda,BroCats,10,5,"08/24/2014, 13:00",Pool D,Final
H.I.P,Space City Ignite,9,11,"08/24/2014, 13:00",Pool D,Final
Garuda,H.I.P,8,12,"08/24/2014, 14:15",Pool D,Final
Inception,Space City Ignite,7,9,"08/24/2014, 14:15",Pool D,Final
b,r,e,a,k
pools,Tier 3 
pool,Pool E
Jurassic Shark,SmokeStack,11,8,"08/23/2014, 09:00",Pool E,Final
Haymaker,SmokeStack,13,11,"08/23/2014, 10:45",Pool E,Final
Haymaker,Jurassic Shark,13,5,"08/24/2014, 10:30",Pool E,Final
pool,Pool F
Climax,Bonehorn,14,13,"08/23/2014, 09:00",Pool F,Final
Brickyard,Bonehorn,13,8,"08/23/2014, 10:45",Pool F,Final
Brickyard,Climax,13,11,"08/24/2014, 10:30",Pool F,Final
pool,Pool G
Mad Men,INfamous,13,5,"08/23/2014, 09:00",Pool G,Final
MKE,INfamous,13,2,"08/23/2014, 10:45",Pool G,Final
MKE,Mad Men,8,6,"08/24/2014, 10:30",Pool G,Final
pool,Pool I
CAKti,Illusion,13,11,"08/23/2014, 09:00",Pool I,Final
Kentucky Flying Circus,Illusion,13,10,"08/23/2014, 10:45",Pool I,Final
Kentucky Flying Circus,CAKti,9,8,"08/24/2014, 10:30",Pool I,Final
pool,Pool J
CaSTLe,Bear Jordan,13,8,"08/23/2014, 09:00",Pool J,Final
Black Market,Bear Jordan,13,4,"08/23/2014, 10:45",Pool J,Final
Black Market,CaSTLe,8,6,"08/24/2014, 10:30",Pool J,Final
pool,Pool K
Spoiler,Mistress,13,4,"08/23/2014, 09:00",Pool K,Final
Beachfront Property,Mistress,13,4,"08/23/2014, 10:45",Pool K,Final
Beachfront Property,Spoiler,11,8,"08/24/2014, 10:30",Pool K,Final
pool,Pool L
City Park Ultimate,Taft-Punk,13,7,"08/23/2014, 09:00",Pool L,Final
Medicine Men,Taft-Punk,13,9,"08/23/2014, 10:45",Pool L,Final
Medicine Men,City Park Ultimate,8,12,"08/24/2014, 10:30",Pool L,Final
pool,Pool H
PowderHogs,Grimace,13,8,"08/23/2014, 09:00",Pool H,Final
T.C. Imperial,Lafayette Street Dogs,13,2,"08/23/2014, 09:00",Pool H,Final
PowderHogs,Lafayette Street Dogs,13,5,"08/23/2014, 10:45",Pool H,Final
T.C. Imperial,Grimace,13,6,"08/23/2014, 10:45",Pool H,Final
PowderHogs,T.C. Imperial,10,7,"08/24/2014, 08:00",Pool H,Final
Grimace,Lafayette Street Dogs,8,10,"08/24/2014, 08:00",Pool H,Final
b,r,e,a,k
clusters,Alt Sunday Tier 1/2
cluster,Tier 1
Chicago Machine,Madison Club,9,11,"08/24/2014, 15:30",,Final
Truck Stop,HIGH FIVE,7,12,"08/24/2014, 15:30",,Final
Patrol,Temper,3,9,"08/24/2014, 15:30",,Final
Madcow,Prairie Fire,8,10,"08/24/2014, 15:30",,Final
Streetgang,PoNY,7,10,"08/24/2014, 15:30",,Final
cluster,Tier 2
Space City Ignite,Garden State Ultimate,10,12,"08/24/2014, 15:30",,Final
Inception,Sprawl,9,8,"08/24/2014, 15:30",,Final
H.I.P,Dire Wolf,5,8,"08/24/2014, 15:30",,Final
Garuda,PLEX,5,7,"08/24/2014, 15:30",,Final
BroCats,Smokestack,F,W,"08/24/2014, 15:30",,Final
b,r,e,a,k
brackets,Alt Sunday Tier 3 1s & 2s
bracket,Tier 3 Pool E-H 1s
PowderHogs,MKE,11,7,"08/24/2014, 13:00",Finals,Final
Haymaker,PowderHogs,8,12,"08/24/2014, 11:45",S 1s E-H,Final
Brickyard,MKE,8,11,"08/24/2014, 11:45",S 1s E-H,Final
bracket,Tier 3 Pool I-L 1s
Kentucky Flying Circus,Black Market,6,7,"08/24/2014, 13:00",Finals,Final
Kentucky Flying Circus,City Park Ultimate,8,4,"08/24/2014, 11:45",S 1s I-L,Final
Black Market,Beachfront Property,8,7,"08/24/2014, 11:45",S 1s I-L,Final
bracket,Tier 3 E-H 1s 3rd
Haymaker,Brickyard,6,13,"08/24/2014, 14:15",3rd ,Final
bracket,Tier 3 I-L 1s 3rd
City Park Ultimate,Beachfront Property,10,8,"08/24/2014, 14:15",3rd,Final
bracket,Tier 3 E-H 2s 
T.C. Imperial,Climax,6,9,"08/24/2014, 14:15",Finals,Final
Jurassic Shark,T.C. Imperial,9,12,"08/24/2014, 13:00",S 2s E-H,Final
Climax,Mad Men,10,7,"08/24/2014, 13:00",S 2s E-H,Final
bracket,Tier 3 I-L 2s
Medicine Men,CaSTLe,9,13,"08/24/2014, 14:15",Finals,Final
CAKti,Medicine Men,4,13,"08/24/2014, 13:00",S 2s I-L,Final
CaSTLe,Spoiler,8,6,"08/24/2014, 13:00",S 2s I-L,Final
bracket,Tier 3 E-H 2s 3rd
Jurassic Shark,Mad Men,8,12,"08/24/2014, 15:30",3rd,Final
bracket,Tier 3 I-L 2s 3rd
CAKti,Spoiler,9,8,"08/24/2014, 15:30",3rd ,Final
b,r,e,a,k
pools,Alt Sunday Tier 3 3s & 4s
pool,Pool J
Bonehorn,INfamous,11,3,"08/24/2014, 11:45",Pool J,Final
SmokeStack,INfamous,0,0,"08/24/2014, 13:00",Pool J,Scheduled
SmokeStack,Bonehorn,6,8,"08/24/2014, 14:15",Pool J,Final
pool,Pool K
Illusion,Bear Jordan,10,9,"08/24/2014, 11:45",Pool K,Final
Lafayette Street Dogs,Bear Jordan,10,5,"08/24/2014, 13:00",Pool K,Final
Lafayette Street Dogs,Illusion,7,13,"08/24/2014, 14:15",Pool K,Final
pool,Pool L
Mistress,Taft-Punk,3,13,"08/24/2014, 11:45",Pool L,Final
Grimace,Taft-Punk,5,13,"08/24/2014, 13:00",Pool L,Final
Grimace,Mistress,0,0,"08/24/2014, 14:15",Pool L,Scheduled
b,r,e,a,k
