Trouble In Vegas,College - Men ,1,3,2014
Las Vegas,NV,2014-03-01,2014-03-02
https://play.usaultimate.org/events/Trouble-In-Vegas/schedule/Men/CollegeMen/
Florida,1
00,KEEGAN WRIGHT
00,Jacob West
00,Brennan Goodsell
00,BRIAN HOWELL
00,BRANDON JARED
00,Taylor Barton
00,GARRETT PHILLIPS
00,JASON MCDONALD
00,Patrick Layton
00,Sam Pugh
00,Bryce Merrill
b,r,e,a,k
Cal State-Fullerton,3
00,GERRY RAPELO
00,Torrey Cullen
00,OMAR YOUSUF
00,ALVIN TRIEU
00,Karen Barrales
00,GABRIEL LEON
00,Robert Graham
00,SIMON FEDERMAN
00,MITCH LANGE
00,Kelsey Wittig
00,Ryan Dauterive
00,Dan Desmond
00,ENRIQUE RUEDA
00,ROBERT PALMER
b,r,e,a,k
Caltech,19
04,Juan Ocampo
07,Trisha Roberson
11,Dominic Yurk
20,Daniel (Yu) Zhou
23,ERIC WANG
24,CODY HAN
25,Radmila Dancikova
31,Zachary Sternberger
37,Daniel Chui
53,Aaron Krupp
61,Evan Davis
96,Michael Lichterman
b,r,e,a,k
Northern Colorado,30
00,JEREMY KRIEGER
00,PATRICK JUSTMAN
00,LUKE MARTIN
00,NICK NOTHORN
00,CARSON STICKLER
03,Daniel Cuadrado
05,Eric Gorecki
12,JEREMIAH SCHWARTZ
15,WILLIAM MCSHANE
21,AARON GOULD
25,Toby Nordhoff
31,Jake Russell
84,David Popp
88,DUSTON WEST
b,r,e,a,k
George Washington,13
0,Ryan Nam
0,HENRY BETTS
3,Chris Kocher
6,SHAHAR ABRAMS
11,Matthew Kostman
12,Andrew Ziegler
22,Marc Gottschalk
23,ROSS WEISMAN
33,Gabriel Fernandez
34,SAMUEL SCHAFFER-MORRISON
51,James Midkiff
94,Alex Davis
b,r,e,a,k
Colorado State,4
0,Trevor Corsello
0,ALEXANDER EVANS
0,Noah Budd
0,connor hayward
0,DAVID NEUDER
0,Dylan Orth
0,TANNER GOSSACK
0,JENO SAGHI
0,Mark Stratford
0,Thomas Theodorescu
0,MATTHEW MARRAPODE
0,MARK SMITH
0,STEPHEN GROSS
0,Easton Archibald
0,LUKE DOYLE
0,Scott Wheeler
0,ROY PENNY
0,David Cuellar
0,Ry Weber
0,JERRY LANNING
0,MITCHELL DOW
0,MARSHALL RAWLEY
0,NOAH BROWN
4,WILLIAM HADEN CHOMPHOSY
20,JORDAN TREPP
55,OLIVER FEIND
b,r,e,a,k
Santa Clara,20
0,Stan Whitcomb
0,KEVIN WACHS
0,TYLER ELIEL
0,Shane Earley
0,Jason Oledan
0,Thomas George
0,KEEGAN CAMPBELL
12,Wiharjobudi Sosrodjojo
40,Anthony Davis
41,MICHAEL GEORGE
52,MARK COOPER
58,Peter Roguski
70,SEAN DONOVAN
79,KYLE SHANAFELT
b,r,e,a,k
Arizona (B),29
0,Adam Gross
0,Ciaran Welland
0,Brandon Alessini
0,Robert Gonzalez
0,Gordon Meyer
0,Eli Johnson
0,JASON TOM
0,Trevor Smith
0,ALEX LINDAHL
0,Timothy Wood
0,Scott Williams
0,benjamin francis-smith
0,Dalmar Wiltshire
0,Garrick Bruening
21,Brendon Hudnell
b,r,e,a,k
Montana J,12
0,Patrick Stewart
09,Jack Carol
11,Nathaniel Goodburn
13,NOAH SOHL
18,DAVID FULTON-BEALE
19,Jesse Hannifin
23,Conor Dannis
49,MATTHEW TURNER
70,TYLER BECKETT
80,BRADY SCHWERTFEGER
98,Sam Hines
b,r,e,a,k
Claremont,5
0,ALEX GRUVER
0,Stephan Kim
0,Andrew Levihn-Coon
0,Dylan Horowitz
0,Ian Brown
0,GABRIEL CURRIER
0,JORDON LIM
0,MICHAEL DIAMOND
0,Samuel Warren
0,JIMMY BRIGHT-DUMM
0,Gabriel Ayala
0,MALONE MISCHKE
0,Naseem Silver-Hajo
0,JACOB BRONSTEIN
0,Christopher Fifty
0,Sam Schumer
0,PETER ORME
0,JEREMY BRECHER-HAIMSON
1,Kirkwood Alex Cloud
2,Andrew Russell
5,Chris Brown
9,MICHAEL WEIL
14,BRUCE SERVICE
19,MATTHEW  GRIFFITH
21,WILLIAM MARKS
24,Andrew Wells
46,Owen Bell
b,r,e,a,k
California-Irvine,21
0,TIMOTHY RYAN
0,JOHN LOUIE
0,KEEGAN CARROLL
0,KERRICK RYAN
0,Wayne Lu
0,CHRISTIAN JAUREGUY
0,Paul Sinclair
6,TIMOTHY JOHNSON
12,ERIC SALAZAR
22,CALLUM LAMB
24,Zachary Gyugyi
25,DEAN BAGGS
36,Thomas Lord
55,MITCHEL MIKASA
b,r,e,a,k
Cal Poly-Pomona,27
0,Matt Lambrose
0,KEN KWONG
0,Daniel Ouk
0,JOSH GAMMARIELLO
0,Tabrese Sequeira
0,Michael Padula
0,Kevin Luck
0,Caleb Jang
0,MICHAEL MARYN
0,Guillermo Sanchez
12,Jonathan Grant
17,STEVE JOLLOTA
18,JUAN GONZALEZ
20,CHARLIE KIEL
21,KYLE STEWART
26,Blake Ferguson
42,NOAH TOMASZEWSKI
44,Stephane Carlisle
93,CHRISTOPHER CABAN
99,Brandon Yee
b,r,e,a,k
Colorado Mines,22
00,James Miller
02,Kevin Dirscherl
04,Patrick Boyker
07,Stephen Semmens
08,Andrew Liebing
10,Bryan Weaver
11,MATTHEW SMITH
13,Conor Lenon
17,Scott Roman
18,Matthew Enger
21,ERIC JONES
24,COLBY MOXHAM
27,WILLIAM HOLLEMAN
32,Scott Harris
33,ERIC MILLER
37,Elliott Gordon
40,Doug Schriner
b,r,e,a,k
California-San Diego (B),11
00,Donald Kleinhen
00,Roy Barnea
00,Nathaniel Perkins
00,Kyle Pon
00,Eric Zhao
00,Joe McMinn
00,ALEXANDER KASSES
00,Abel Martinez
00,Alec Johnson
00,Nicholas Sun
00,RYAN ANDERSON
00,Brandon Babilonia
00,Joaquin Reyna
00,Brian Greenbaum
00,Jaime Ayala
00,Grifen Buck
00,Gabe Cohen
00,ROBERT PADILLA
24,James Chianglin
b,r,e,a,k
Occidental,10
00,KEVIN BOGEL
01,Graham Garzon
04,Daniel Stigall
05,Aakash Raghubansh
07,KAI FOSTER
10,JACOB SURPIN
11,Zachary Bruno
13,Sergio Rodriguez
15,LOWELL BARTLETT
19,DANIEL TERNER
22,Jesse Moore
25,ANDREW FEATHERSTON
27,Kyle Rodriguez
33,FELIX FELS
34,DAVID PHILLIPS
35,Benjamin Toney
37,David Kimball
42,Luis Robles
50,Spencer Goldman
54,GABRIEL BETHKE
69,CONRAD PRESTON
99,CHARLES HAAKENSON
b,r,e,a,k
Southern California,26
0,Thomas Lin
0,JACK KOPPA
0,Bryan DeVore
0,Nick Manos
0,TERRENCE  LIU
0,DARREN CHIU
0,Jason Hoffman
1,CONOR FOX
4,JAMES MAINLAND
45,Michael Sylvester
b,r,e,a,k
Air Force,23
0,CONOR FAVO
03,Ben Protzman
07,MITCHELL WILLIS
09,Justin Miller
10,John Laskodi
12,JAKE EHRLICH
13,Jake Johnson
14,KEVIN TANOUS
17,John Stigall
18,JAMES COYNE
22,Mitchel Bie
24,ETHAN GLOVER
27,Jonathan Lee
29,ABHIRAM IYENGAR
31,Parker Quinn
32,Domenic Troilo
33,Josh Edelman
34,Gabriel Dawson
58,Gregory Howland
88,GAVIN O'NEIL
96,SHAUN MORRISON
b,r,e,a,k
Miami,7
0,SAMUEL MARTI
0,NICHOLAS NOLAN
0,Charles Marokhovsky
0,Eric Harkaway
0,MATTHEW KENYON
0,Daniel Scribner
0,JEREMIAH HASSETT
0,KYLE EVANS-LEE
0,Richard Hankins
0,ROBERT REHRIG
2,Connor Smith
5,Alex Zacharkiewicz
9,Benjamin O'Brien
10,Byron Fang
b,r,e,a,k
Utah State,8
0,Jake Timothy
0,Dylan Fadgen
0,Frank Dougher
3,Daniel Jaramillo
7,Brandon Pedersen
09,Jordan Jensen
11,Bradley Bauer
13,Andres Iglesias
19,Dusty Johnston
19,Jacob Needham
22,Tyler King
b,r,e,a,k
Northern Arizona,24
0,Alec Mayes
0,SEAN ENKING
0,BRYCE VICKERY
0,ROBERT SCOTT
0,MAX ROCK
0,Ryan Greer
0,Mason Biggi
4,STEPHEN KULURIS
9,Brent Acomb
19,Scott Campbell
25,Garrett Wright
32,Bradley Cislo
32,Kevin Farrell
33,Tate Larrick
44,JAMES GAYNOR
51,chris carter
91,John Donahue
99,Alex Gough
b,r,e,a,k
Cal State-Long Beach,25
00,Derrick Schisler
00,Jack Denk
00,SERAFIN RODARTE
00,Kevin Fernandez
00,Jeremiah Trimper
00,Ulysse Manceron
00,ANDREW CARNES
00,Ryan Ramos
02,DOUG CURRAN
07,Steven Santos
10,COLLIN NICHOL
11,Denis Nakelchik
12,LUKE BELLER
21,JHONNY CUYUCH
31,Trey Leslie
37,Caleb  Shen
42,Richmond Bui
69,CHARLES NAURATH
b,r,e,a,k
Washington (B),9
0,Robert Godfrey
0,Joseph Kornowske
0,CASEY FATE
0,SEAN  MURPHY
0,KYLE CALDWELL
0,KIERTAN WALKER-PHELAN
0,Adam Croissant
9,ALEX DIETZ
18,ERIK LIU
29,Andre Mansour
42,Evan Winter
72,BRIAN OLIPHANT
b,r,e,a,k
TEAM_NAME_NOT_FOUND,6
b,r,e,a,k
TEAM_NAME_NOT_FOUND,28
b,r,e,a,k
s,t,a,g,e,s
pools,Pools A-D
pool,Pool A
Southern California (B),Boise State,4,13,"03/01/2014, 08:30",Pool A,Final
Brigham Young,Arizona State (B),13,2,"03/01/2014, 08:30",Pool A,Final
Florida,Boise State,13,3,"03/01/2014, 10:00",Pool A,Final
Southern California (B),Arizona State (B),2,11,"03/01/2014, 10:00",Pool A,Final
Florida,Arizona State (B),13,1,"03/01/2014, 11:30",Pool A,Final
Brigham Young,Southern California (B),13,2,"03/01/2014, 11:30",Pool A,Final
Florida,Southern California (B),13,0,"03/01/2014, 13:00",Pool A,Final
Brigham Young,Boise State,13,3,"03/01/2014, 13:00",Pool A,Final
Boise State,Arizona State (B),12,10,"03/01/2014, 14:30",Pool A,Final
Florida,Brigham Young,12,10,"03/01/2014, 14:30",Pool A,Final
pool,Pool B
San Diego State,New Mexico,13,4,"03/01/2014, 08:30",Pool B,Final
Utah,Colorado (B),13,5,"03/01/2014, 08:30",Pool B,Final
San Diego State,Colorado (B),13,8,"03/01/2014, 10:00",Pool B,Final
Utah,New Mexico,13,7,"03/01/2014, 10:00",Pool B,Final
San Diego State,Utah,13,7,"03/01/2014, 11:30",Pool B,Final
New Mexico,Colorado (B),5,13,"03/01/2014, 11:30",Pool B,Final
pool,Pool C
Cal State-Fullerton,Caltech,10,8,"03/01/2014, 08:30",Pool C,Final
Provo Club,Northern Colorado,13,4,"03/01/2014, 08:30",Pool C,Final
Cal State-Fullerton,Northern Colorado,13,11,"03/01/2014, 10:00",Pool C,Final
Provo Club,Caltech,13,2,"03/01/2014, 10:00",Pool C,Final
Cal State-Fullerton,Provo Club,4,13,"03/01/2014, 11:30",Pool C,Final
Caltech,Northern Colorado,12,6,"03/01/2014, 11:30",Pool C,Final
pool,Pool D
Colorado State,Santa Clara,13,11,"03/01/2014, 08:30",Pool D,Final
George Washington,Arizona (B),13,3,"03/01/2014, 08:30",Pool D,Final
Colorado State,Arizona (B),13,3,"03/01/2014, 10:00",Pool D,Final
George Washington,Santa Clara,13,10,"03/01/2014, 10:00",Pool D,Final
Colorado State,George Washington,10,13,"03/01/2014, 11:30",Pool D,Final
Santa Clara,Arizona (B),13,4,"03/01/2014, 11:30",Pool D,Final
b,r,e,a,k
pools,Pools E-H
pool,Pool E
Claremont,California-Irvine,13,6,"03/01/2014, 08:30",Pool E,Final
Montana J,California-Irvine,13,5,"03/01/2014, 10:00",Pool E,Final
Claremont,Montana J,11,12,"03/01/2014, 11:30",Pool E,Final
pool,Pool F
California-San Diego (B),Cal Poly-Pomona,L,W,"03/01/2014, 08:30",Pool F,Final
California-San Diego (B),Colorado Mines,4,13,"03/01/2014, 10:00",Pool F,Final
Colorado Mines,Cal Poly-Pomona,10,13,"03/01/2014, 11:30",Pool F,Final
pool,Pool G
Miami,Air Force,7,11,"03/01/2014, 08:30",Pool G,Final
Occidental,Southern California,9,7,"03/01/2014, 08:30",Pool G,Final
Miami,Southern California,1,13,"03/01/2014, 10:00",Pool G,Final
Occidental,Air Force,11,8,"03/01/2014, 10:00",Pool G,Final
Miami,Occidental,7,11,"03/01/2014, 11:30",Pool G,Final
Air Force,Southern California,1,13,"03/01/2014, 11:30",Pool G,Final
pool,Pool H
Utah State,Northern Arizona,12,13,"03/01/2014, 08:30",Pool H,Final
Washington (B),Cal State-Long Beach,9,13,"03/01/2014, 08:30",Pool H,Final
Utah State,Cal State-Long Beach,13,7,"03/01/2014, 10:00",Pool H,Final
Washington (B),Northern Arizona,10,12,"03/01/2014, 10:00",Pool H,Final
Utah State,Washington (B),10,8,"03/01/2014, 11:30",Pool H,Final
Northern Arizona,Cal State-Long Beach,11,12,"03/01/2014, 11:30",Pool H,Final
b,r,e,a,k
brackets,1-8 Bracket
bracket,Elim #1 Bracket
Southern California,Utah State,5,13,"03/01/2014, 14:30",Elim 1 Quart,Final
Montana J,Colorado Mines,13,5,"03/01/2014, 14:30",Elim 1 Quart,Final
Utah,George Washington,11,10,"03/01/2014, 14:30",Elim 1 Quart,Final
Florida,Utah State,13,4,"03/02/2014, 11:30",Elim 1 Semis,Final
Montana J,Utah,9,11,"03/02/2014, 11:30",Elim 1 Semis,Final
Florida,Utah,13,5,"03/02/2014, 13:00",Finals,Final
bracket,Elim 2 Bracket
Cal State-Fullerton,Colorado State,12,14,"03/01/2014, 14:30",Elim 2 Quarter,Final
Claremont,Cal Poly-Pomona,1,0,"03/01/2014, 14:30",Elim 2 Quarter,Final
Occidental,Cal State-Long Beach,13,3,"03/01/2014, 14:30",Elim 2 Quarter,Final
Colorado State,Claremont,10,13,"03/02/2014, 11:30",Elim 2 Semi,Final
Occidental,San Diego State,10,13,"03/02/2014, 11:30",Elim 2 Semi,Final
Claremont,San Diego State,10,12,"03/02/2014, 13:00",Elim 2 Final,Final
bracket,5th Place
Utah State,Montana J,1,0,"03/02/2014, 13:00",5th Semis,Final
Colorado State,Occidental,14,13,"03/02/2014, 13:00",5th Semis,Final
Utah State,Colorado State,13,12,"03/02/2014, 14:30",5th Finals,Final
bracket,7th Place
Montana J,Occidental,0,1,"03/02/2014, 14:30",7th Finals,Final
b,r,e,a,k
brackets,9-16 Bracket
bracket,9th Place
Caltech,Arizona (B),13,5,"03/01/2014, 13:00",9th Prequarters,Final
California-Irvine,TEAM_NAME_NOT_FOUND,1,0,"03/01/2014, 13:00",9th Prequarters,Final
Miami,Northern Arizona,1,13,"03/01/2014, 13:00",9th Prequarters,Final
Boise State,Caltech,12,9,"03/02/2014, 08:30",9th Quarters,Final
Southern California,California-Irvine,13,5,"03/02/2014, 08:30",9th Quarters,Final
George Washington,Northern Arizona,13,0,"03/02/2014, 08:30",9th Quarters,Final
Boise State,Southern California,6,12,"03/02/2014, 10:00",9th Semis,Final
George Washington,Colorado Mines,13,3,"03/02/2014, 10:00",9th Semis,Final
Southern California,George Washington,7,9,"03/02/2014, 11:30",9th Finals,Final
bracket,11th Place
George Washington,Air Force,12,13,"03/02/2014, 13:00",11th Finals,Final
bracket,13th Place
California-Irvine,Caltech,4,13,"03/02/2014, 10:00",13th Semis,Final
Colorado Mines,Northern Arizona,7,13,"03/02/2014, 10:00",13th Semis,Final
Caltech,Northern Arizona,11,13,"03/02/2014, 13:00",13th Finals,Final
bracket,15th Place
California-Irvine,Colorado Mines,1,0,"03/02/2014, 11:30",15th Place,Final
b,r,e,a,k
brackets,17-24 Bracket
bracket,17th Place
Air Force,Washington (B),10,8,"03/01/2014, 13:00",17th Prequarters,Final
New Mexico,Santa Clara,7,13,"03/01/2014, 13:00",17th Prequarters,Final
Cal State-Fullerton,Arizona State (B),12,10,"03/02/2014, 08:30",17th Quarters,Final
Cal Poly-Pomona,Air Force,6,13,"03/02/2014, 08:30",17th Quarters,Final
Cal State-Long Beach,TEAM_NAME_NOT_FOUND,1,0,"03/02/2014, 08:30",17th Quarters,Final
Southern California (B),Santa Clara,0,1,"03/02/2014, 08:30",17th Quarters,Final
Cal State-Fullerton,Air Force,2,13,"03/02/2014, 10:00",17th Semis,Final
Cal State-Long Beach,Santa Clara,13,12,"03/02/2014, 10:00",17th Semis,Final
Air Force,Cal State-Long Beach,12,8,"03/02/2014, 11:30",17th Finals,Final
bracket,BYU-B PreQ
TEAM_NAME_NOT_FOUND,California-San Diego (B),1,0,"03/01/2014, 13:00",BYU Pre-Q,Final
bracket,19th Place
Cal State-Fullerton,Santa Clara,12,10,"03/02/2014, 11:30",19th Place,Final
bracket,21st Place
Arizona State (B),Cal Poly-Pomona,7,9,"03/02/2014, 10:00",21st Semis,Final
California-San Diego (B),Northern Colorado,10,12,"03/02/2014, 10:00",21st Semis,Final
Cal Poly-Pomona,Northern Colorado,0,0,"03/02/2014, 13:00",21st Finals,Scheduled
bracket,23rd Place
Arizona State (B),California-San Diego (B),12,4,"03/02/2014, 11:30",23rd Final,Final
b,r,e,a,k
brackets,25-33 Bracket
bracket,25th Place
New Mexico,Arizona (B),13,7,"03/02/2014, 08:30",25th Quarter,Final
TEAM_NAME_NOT_FOUND,Miami,0,1,"03/02/2014, 08:30",25th Quarter,Final
Northern Colorado,Washington (B),9,12,"03/02/2014, 08:30",25th Quarter,Final
New Mexico,Miami,8,11,"03/02/2014, 10:00",25th Semis,Final
Washington (B),Southern California (B),13,2,"03/02/2014, 10:00",25th Semis,Final
Miami,Washington (B),11,13,"03/02/2014, 13:00",25th Final,Final
bracket,27th Place
bracket,29th Place
b,r,e,a,k
