Warm Up: A Florida Affair,College - Men ,14,2,2014
Tampa,FL,2014-02-14,2014-02-16
https://play.usaultimate.org/events/Warm-Up-A-Florida-Affair/schedule/Men/CollegeMen/
Pittsburgh,1
28,BEN RICHARDSON
29,Michael Koho
37,Drew Levorsen
44,Remy Smith
51,Yiding Hou
90,Kyle Condron
b,r,e,a,k
Minnesota,6
00,PATRICK HYLAND
00,Justin Hill
00,REESE HORNNES
00,Josh Kautz
01,Ryan Osgar
03,Connor Anderson
05,Vincent Vik
07,BEN SWANSON-HYSELL
08,Lloyd Vogel
10,Josh Klane
11,Andrew Johnson
12,Cloid Green
13,Anthony Poletto
14,Alexander Platt-Koch
15,MICHAEL FIELDS
17,REIN BOYD
18,Brandon Haus
20,Blake Trantina
21,Grant Kregness
23,Saurav Dubey
24,ISAAC RUFF
28,Greg Cepuran
40,NEIL PETERSEN
55,Jasper Weinburd
66,Jason Tschida
77,Soham Shah
99,Tristan Van De Moortele
b,r,e,a,k
Georgia,7
0,Parker Greenway
0,John Langstaff
0,Neal Raines
0,Taylor Capers
2,Joseph Lavine
3,CHRIS ROGERS
5,Elliott Erickson
7,Parker Bray
9,Samuel Little
10,Javid Aceil
12,ANDREW BERECZ
13,MICHAEL PETERS
19,RYAN PAPPAFOTIS
20,Derek Cooper
21,Sheryar Ali
23,MATTHEW ROBINSON
25,PETER BOYLE
27,Rommel Rana
28,Tyler Haskell
31,MATTHEW HESS
34,George Summers
37,CHASE MCCALLUM
38,SOHAUM PAUL
42,Devin Cox
55,KRIS VANMETER
77,Wright (William) Dickerson
82,Sam Batson
98,MATTHEW QUILLIAN
b,r,e,a,k
Washington University,19
0,Patrick Buggy
0,KUNAL KOPPULA
0,AARON DAVIDOFF
0,Ben Krupp
0,Jeff Shipkin
0,ZEEV LAILARI
0,ERIC MCLEAN
0,Darren Yu
1,Evan Karson
2,Jeremy Davis
3,Joseph Marmerstein
10,Tony Bumatay
11,Maor Gordon-Guterman
14,Matthew McElduff
16,KENNETH MACNEAL
19,John (Christian) Lukas
23,Eric Sussman
b,r,e,a,k
Maryland,20
01,ALAN BRANSON
02,DAVIDSON GIRARD
03,Eric Biggs
04,Robert Krasnansky
05,ZACHARY JEFFREY
06,JOSEPH NEVILLE
07,Liam Toal
10,Geoffrey Chan
11,Lucas Denit
12,DOUGLAS LAVIN
13,DANIEL MONGEON
14,ALEXANDER MOSES
15,JARED BRODY
17,Tom Noll
18,Nate Pascale
19,Garrett Yung
20,Isaac Kinton
21,Max Cassell
22,Ryan Swift
24,Peter Mancini
33,Mark Lin
37,Chip Selden
39,Taylor Knapp
42,Sean Manning
43,Nathan Prior
49,ZACHARY ARGUELLES
64,RYAN KIRK
74,Andrew Creighton
85,Kevin Ludwig
87,MARK MIFSUD
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Tufts,South Florida,13,7,"02/14/2014, 15:00",Pool A,Final
Pittsburgh,South Florida,13,9,"02/14/2014, 17:00",Pool A,Final
Pittsburgh,Tufts,13,11,"02/14/2014, 19:00",Pool A,Final
pool,Pool B
Arizona State,Georgia Tech,13,7,"02/14/2014, 15:00",Pool B,Final
Central Florida,Georgia Tech,10,13,"02/14/2014, 17:00",Pool B,Final
Central Florida,Arizona State,12,10,"02/14/2014, 19:00",Pool B,Final
pool,Pool C
Carleton College,Dayton,13,8,"02/14/2014, 17:00",Pool C,Final
Florida,Dayton,13,3,"02/15/2014, 15:00",Pool C,Final
Carleton College,Florida,12,14,"02/15/2014, 19:00",Pool C,Final
pool,Pool D
Texas A&M,Tulane,13,8,"02/14/2014, 15:00",Pool D,Final
Wisconsin,Tulane,13,6,"02/14/2014, 17:00",Pool D,Final
Wisconsin,Texas A&M,13,8,"02/14/2014, 19:00",Pool D,Final
pool,Pool E
Florida State,Cincinnati,13,7,"02/14/2014, 15:00",Pool E,Final
Texas,Cincinnati,13,7,"02/14/2014, 17:00",Pool E,Final
Texas,Florida State,13,8,"02/14/2014, 19:00",Pool E,Final
pool,Pool F
Georgia,Northwestern,10,13,"02/14/2014, 15:00",Pool F,Final
Minnesota,Northwestern,7,13,"02/14/2014, 17:00",Pool F,Final
Minnesota,Georgia,13,8,"02/14/2014, 19:00",Pool F,Final
b,r,e,a,k
pools,Showcases
pool,Pool G
Florida,Wisconsin,13,6,"02/14/2014, 01:00",Pool G,Final
Georgia,Florida,7,13,"02/14/2014, 03:00",Pool G,Final
Florida State,Texas A&M,13,7,"02/14/2014, 03:00",Pool G,Final
South Florida,Northwestern,13,14,"02/14/2014, 03:00",Pool G,Final
Georgia Tech,Cincinnati,13,9,"02/14/2014, 03:00",Pool G,Final
Dayton,Tulane,8,13,"02/14/2014, 03:00",Pool G,Final
Northwestern,Tulane,13,6,"02/14/2014, 05:00",Pool G,Final
South Florida,Tulane,13,10,"02/14/2014, 05:00",Pool G,Final
Northwestern,Georgia Tech,13,3,"02/14/2014, 07:00",Pool G,Final
Cincinnati,South Florida,13,9,"02/14/2014, 09:00",Pool G,Final
Carleton College,Florida State,7,13,"02/14/2014, 09:00",Pool G,Final
Texas,Minnesota,13,10,"02/14/2014, 09:00",Pool G,Final
Dayton,South Florida,8,13,"02/14/2014, 11:00",Pool G,Final
Cincinnati,Arizona State,7,13,"02/14/2014, 11:00",Pool G,Final
Northwestern,Florida,5,13,"02/14/2014, 11:00",Pool G,Final
Pittsburgh,Central Florida,9,13,"02/14/2014, 11:00",Pool G,Final
Minnesota,Cincinnati,15,13,"02/14/2014, 11:00",Pool G,Final
Arizona State,Tufts,8,13,"02/14/2014, 11:00",Pool G,Final
Georgia Tech,Tufts,11,13,"02/14/2014, 13:00",Pool G,Final
Dayton,Texas A&M,3,13,"02/14/2014, 15:00",Pool G,Final
Tulane,Florida State,7,13,"02/14/2014, 15:00",Pool G,Final
Cincinnati,Georgia,4,13,"02/14/2014, 15:00",Pool G,Final
Georgia Tech,Florida State,9,13,"02/14/2014, 17:00",Pool G,Final
Tufts,Florida State,8,13,"02/14/2014, 19:00",Pool G,Final
Arizona State,Georgia,12,9,"02/14/2014, 21:00",Pool G,Final
Texas A&M,Georgia,13,7,"02/14/2014, 23:00",Pool G,Final
Carleton College,Tulane,13,11,"02/15/2014, 01:00",Pool G,Final
Texas A&M,Florida,13,14,"02/15/2014, 01:00",Pool G,Final
Tufts,Central Florida,7,13,"02/15/2014, 01:00",Pool G,Final
Central Florida,Dayton,13,6,"02/15/2014, 03:00",Pool G,Final
Minnesota,Arizona State,13,11,"02/15/2014, 03:00",Pool G,Final
Georgia,Texas,6,13,"02/15/2014, 03:00",Pool G,Final
Wisconsin,Arizona State,13,12,"02/15/2014, 05:00",Pool G,Final
Pittsburgh,Wisconsin,13,11,"02/15/2014, 07:00",Pool G,Final
Minnesota,Central Florida,13,10,"02/15/2014, 07:00",Pool G,Final
Pittsburgh,Carleton College,10,8,"02/15/2014, 09:00",Pool G,Final
Pittsburgh,Georgia Tech,13,4,"02/15/2014, 11:00",Pool G,Final
Wisconsin,Texas,11,13,"02/15/2014, 11:00",Pool G,Final
Texas,Northwestern,13,9,"02/15/2014, 11:00",Pool G,Final
Florida,South Florida,13,6,"02/15/2014, 11:00",Pool G,Final
Carleton College,Wisconsin,11,13,"02/15/2014, 13:00",Pool G,Final
Central Florida,Carleton College,11,10,"02/15/2014, 15:00",Pool G,Final
Dayton,Texas,6,13,"02/15/2014, 19:00",Pool G,Final
Pittsburgh,Texas A&M,9,13,"02/15/2014, 21:00",Pool G,Final
Tufts,Minnesota,9,13,"02/15/2014, 21:00",Pool G,Final
b,r,e,a,k
brackets,Brackets
bracket,Championship Bracket
Texas,Florida,15,8,"02/16/2014, 12:30",1st,Final
Central Florida,Northwestern,14,15,"02/16/2014, 08:30",1st Quarters,Final
Florida State,Pittsburgh,15,11,"02/16/2014, 08:30",1st Quarters,Final
Texas,Northwestern,15,12,"02/16/2014, 10:30",1st Semis,Final
Florida State,Florida,12,13,"02/16/2014, 10:30",1st Semis,Final
bracket,3rd Place
Central Florida,Pittsburgh,12,11,"02/16/2014, 12:30",3rd,Final
bracket,Bracket
Minnesota,Wisconsin,14,11,"02/16/2014, 11:30",Round Name,Final
Texas A&M,Tufts,11,13,"02/16/2014, 11:30",Round Name,Final
Minnesota,Tufts,13,8,"02/16/2014, 13:15",Bracket,Final
bracket,Bracket
South Florida,Arizona State,11,15,"02/16/2014, 08:00",Round Name,Final
Carleton College,Cincinnati,16,14,"02/16/2014, 08:00",Round Name,Final
Arizona State,Carleton College,15,9,"02/16/2014, 09:45",Bracket,Final
bracket,Bracket
South Florida,Cincinnati,13,15,"02/16/2014, 09:45",Bracket,Final
bracket,Bracket
Georgia,Tulane,15,14,"02/16/2014, 08:00",Round Name,Final
Georgia Tech,Dayton,15,14,"02/16/2014, 08:00",Round Name,Final
Georgia,Georgia Tech,11,9,"02/16/2014, 09:45",Bracket,Final
b,r,e,a,k
