New England Open 2014,College - Men ,29,3,2014
South Hamilton,MA,2014-03-29,2014-03-30
https://play.usaultimate.org/events/New-England-Open-2014/schedule/Men/CollegeMen/
Tufts,1
Boston University,Holy Cross,13,7,"03/29/2014, 09:00",Pool F,Final
Central Connecticut State,Holy Cross,13,7,"03/29/2014, 10:45",Pool F,Final
Boston University,Bates,13,7,"03/29/2014, 10:45",Pool F,Final
Central Connecticut State,Boston University,6,13,"03/29/2014, 12:30",Pool F,Final
Bates,Holy Cross,13,9,"03/29/2014, 12:30",Pool F,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship
Connecticut,Northeastern,13,8,"03/29/2014, 16:00",1st PreQuarters,Final
Boston College,Pennsylvania,13,11,"03/29/2014, 16:00",1st PreQuarters,Final
Bentley,Georgetown,13,12,"03/29/2014, 16:00",1st PreQuarters,Final
Penn State,New Hampshire,13,6,"03/29/2014, 16:00",1st PreQuarters,Final
Tufts,Connecticut,0,0,"03/30/2014, 09:00",1st Quarters,Cancelled
Dartmouth,Boston College,0,0,"03/30/2014, 09:00",1st Quarters,Cancelled
b,r,e,a,k
brackets,Consolation Brackets
bracket,13th Place
Yale,Central Connecticut State,12,9,"03/29/2014, 16:00",13th Prequarters,Final
Boston University,Berklee,13,5,"03/29/2014, 16:00",13th Prequarters,Final
Bates,Wentworth,12,8,"03/29/2014, 16:00",13th Prequarters,Final
Rhode Island,Holy Cross,15,5,"03/29/2014, 16:00",13th Prequarters,Final
Bryant,Yale,0,0,"03/30/2014, 09:00",13th Quarters,Cancelled
b,r,e,a,k
