Mid-Atlantic Mixed Regionals,Club - Mixed ,27,9,2014
Poolesville,MD,2014-09-27,2014-09-28
https://play.usaultimate.org/events/Mid-Atlantic-Mixed-Regionals/schedule/Mixed/Club-Mixed
AMP,1
00,Alycia  Nieves
00,David Hampson
00,Brett Pfeil
00,Elise Colomb
00,Matthew Stilley
04,Dustin Damiano
47,Stacey Spencer
b,r,e,a,k
Bang!,7
teamInfo,,"West Chester, Pennsylvania",,https://www.facebook.com/clickclickbangultimate,
00,Regina Wilkinson
00,MIKE COUGHLAN
00,Matt Sherman
00,Greg Martin
00,Richard Robinson
00,KATHLEEN MCMULLIN
00,Katelyn Stavinga
00,Christopher Pokorny
00,Jocelyn Corey
00,Carolyn Normile
00,Daniel O'Connor
00,Beata Artz
00,Kathryn Wert
00,DANIEL COLL
00,Brett Wall
00,PAUL PHAM
00,Ryan Coughlan
00,Andrew Landes
00,Sarah Roberts
00,RYAN ROBERTS
00,Meghan Wadlinger
00,Matt Stavinga
00,MATT HORNSTEIN
00,Michael Martin
48,Benjamin Broser
b,r,e,a,k
Jagged Ice,11
teamInfo,,"Pittsburgh, Pennsylvania",https://sites.google.com/site/jaggediceultimate/,,
00,KELLY TAGLIAFERRE
05,MISHEL GEORGALAS
07,Andrew Georgiadis
08,Bridget McCoy
09,MARIAH MCKENZIE
10,Spike Pike
12,Matthew McDaniel
13,JEREMY SLIDER
14,ROBBIE TUBBS
15,DAVID PIERRE
18,ZACHARY RICE
20,Graham Walker
23,Hayden Weaver
25,Rachel Szabo
27,Brandon Confer
31,AARON BUSS
33,Casey PIFER
39,AMY EMERT
44,DANIEL OFFLEY
49,Eric Tagliaferre
56,Lauren Feder
63,Amanda McKean
77,Reed Antonich
93,GENEVIEVE WILSON
99,John Buss
b,r,e,a,k
Ant Madness,3
teamInfo,,"Arlington, Virginia",,,https://twitter.com/antmadness
0,Cecily Leahy
00,Allison Hahn
01,Zachary Norrbom
02,SHANNON MCVEY
04,A.C. CRAFT
06,NATHAN SCHELBLE
08,Jae Miner
09,Peter Anderson
10,Alex Srisuwan
12,Jenny Fey
14,Colleen Marshall
16,CHASE RAINES
17,Eric Miner
20,Noah David
21,Kyle Khalifa
22,ANDREW SIGAL
27,Jacqui Rhodes
28,JORDAN ALBRO
30,Kyle Fredericks
31,Andrew Ferraro
32,Jonathan Caldera
36,FRANKIE HAZERA
42,Lloyd Blake
48,Emily Schwartz
50,Hannah Boone
55,Max Rhodes
88,Victoria Elmore
b,r,e,a,k
Hooray for Coed Hooray!,6
teamInfo,,"State College, Pennsylvania",,,
0,Karen Schulte
00,Tom Pribicko
00,DAVID MARCHAND
00,Jeff Kiel
00,Robb Prescott
00,Robert Roos
00,Kelly Skrabacz
00,Matt Duffy
00,Hannah Shabanowitz
00,JILL ROE
00,Alexander Paulos
00,KARI MORGAN
00,DAVID PUTS
00,Amel Awadelkarim
00,JOHN HOPKINS
00,Brendan Reed
00,Julie Bowers
00,Allison Milligan
00,Laura Prescott
00,Isaac Smith
06,Malti McKinnon
10,MATT OLAH
13,Brian Rowan
18,Brian Nevison
30,Jordan Stone
47,HERSCHEL TUBBS
69,ANDY MOG
b,r,e,a,k
Sparkle Ponies,10
teamInfo,,"Rockville, Maryland",,,
0,Curie Chang
00,MARGARET KEMPER
00,Kasha Patel
00,RACHEL BORCHARDT
00,Richard LeFever
00,Jacob Radack
00,Peter Morawski
00,Neena Kashyap
00,RYAN VAN FLEET
00,Daniel LeFever
01,Paul Butterfoss
03,Chris Muller
05,Erica Zuhr
08,Anastasia Mark
10,TERESA LIN
10,Andrew Fine
14,Matthew Hassink
16,JING JING ZHANG
21,Matt Williams
22,Emily Wilson
24,Colby Clarkson
24,Mark Modak
27,David Ohls
31,Bridget Van Fleet
61,Rachael Burke
73,Mark Flores
91,KEVIN EKKEBUS
b,r,e,a,k
Clue,15
teamInfo,,"Philadelphia, Pennsylvania",,,
0,Alison Joyce
00,KYLE KONOPKA
00,Stephanie Hartson
00,ASHLEY POTTER
00,Lauren Howard
00,Brian Dahlben
00,Brian Carney
00,RICH PREVIDI II
00,Taylor Stewart
00,JUNE FREIFELDER
00,William Zeky
00,JASON MORGAN
00,Jon Francis
00,Carolyn Fante
00,Tom O'Connor
00,Bailey Rowland
00,KATHI JENKINS
00,Jacob Kesselman
00,Travis Conrad
00,RYAN STERNER
17,Chen Zhou
23,MATTHEW CONGDON
45,RYAN O'SHEA
b,r,e,a,k
Tyrannis,4
teamInfo,,"Charlottesville, Virginia",modules/common/cvillemixed.wordpress.com,https://www.facebook.com/pages/Tyrannis-Ultimate/300757090061321,https://twitter.com/tyrannisorus
00,Nicholas Kwan
00,PATRICK DONOVAN
00,John Dickerson
00,JOSEPH GOODELL
00,Brittany Taylor
00,RONALD IMBERT
00,Kelly Ross
00,Ryan Donahue
00,NAZZARENO SPURIO
00,KEVIN CHEN
00,EVAN SACKS
00,Nada Tramonte
00,EDWARD BROWN
00,ZACHARY BRANSON
00,Ashley Sylvester
00,BRANDON HENTON
00,Tim Pennucci
00,Dane Warner
00,Audrey Isaac
00,Janie Mockrish
00,Sarah Hansen
00,James (Jim)  Boley
00,Timothy Wallace
00,Shoshana Levi
00,Tess Warner
00,Brogan Jones
15,Elliott Isaac
b,r,e,a,k
American Hyperbole,9
teamInfo,,"Baltimore, Maryland",,,
0,Jose Maldonado
00,Hallie Carter
00,Patrick McMullen
00,Taylor Knapp
00,Matthew Radhe
00,BRIAN MAZEN
00,Abigail Wenck
00,James Collins
00,Sarah Solis
00,Bradley Scott
00,Marie Collins
00,Madison Bush
00,KATHERINE GRANT
00,ADAM MELFA
00,Matthew Foley
00,Ryan Pfoutz
00,Dylan Leighton
00,VICKI BROWN
00,Kristin Moore
00,Alex Bodaken
00,Kristen Mitsinikos
00,Ada Maxwell
00,ERIC SMITH
00,ALEC ALBAN
00,SVET NEOV
00,Michael Sharma
32,Brett Youngerman
b,r,e,a,k
The Muff 'n Men,5
teamInfo,,"Pittsburgh, Pennsylvania",modules/common/www.themuffnmen.com,modules/common/www.facebook.com/themuffnmen,twitter.com/muffnmen
03,Maria Bajzek
05,David Nernberg
10,Stephanie Kane
11,Jodi Lincoln
12,Nicole Fiorentino
14,Lauren Franke
17,Eric Page
19,MEGUMI MATSUSHITA
22,Mark Pitts
24,Megan Briggeman
25,Rachel Olszewski
26,Kelsey Cowles
27,STEVE OLDRATI
29,JOHN MONTOYA
31,Greg Wilson
33,Eliana Bonifacino
39,Taha Udyawar
47,CAROLYN NORWOOD
57,Bryan Bernard
58,Matthew Huber
66,DAVID BIGBEE
73,Svetlana Romanova
80,Jay Walker
82,Isaac Smith
86,Robert Paolini
88,BRYAN RUSSELL
90,Brady Zbikowski
b,r,e,a,k
BITMAP,16
teamInfo,,"Philadelphia, Pennsylvania",http://bitmapultimate.wordpress.com/,https://m.facebook.com/PhillyBMP?refsrc=http%3A%2F%2Fwww.google.com%2F&_rdr,https://mobile.twitter.com/BitmapPhilly
00,Mindy Laybourne
02,Thomas Ferguson
03,Mary Carlton
04,Lacie Johnson
07,John Gardner
08,Andrew Wisor
09,Tracy Custis
11,Robyn Konnick
12,John Mikitsh
13,Jereme Mason
15,David Kiefer
16,ALEX GOLDSTEIN
17,JONATHAN PALUMBO
18,Jennifer Pelleg
19,Christine Reynolds
20,Gregory Fallon
22,Jeffrey Hsieh
25,Edward Brakoniecki
27,Brianna Groh
29,Stephen Ng
31,Stayc Piecyk
32,Anthony McLean
42,Matt Ferreri
44,Matt Carter
48,DOV GOLDMAN
54,Kurt Henning
77,Liz Gardner
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
AMP,Death By Jubilee,13,1,"09/27/2014, 10:45",Pool A,Final
Jughandle,Throws of Passion,13,8,"09/27/2014, 10:45",Pool A,Final
AMP,Throws of Passion,13,4,"09/27/2014, 12:30",Pool A,Final
Jughandle,Death By Jubilee,12,8,"09/27/2014, 12:30",Pool A,Final
AMP,Jughandle,13,4,"09/27/2014, 14:15",Pool A,Final
Death By Jubilee,Throws of Passion,10,9,"09/27/2014, 14:15",Pool A,Final
pool,Pool B
Ambiguous Grey,Jagged Ice,12,6,"09/27/2014, 09:00",Pool B,Final
Bang!,Blowin Heat,10,12,"09/27/2014, 09:00",Pool B,Final
Ambiguous Grey,Blowin Heat,13,2,"09/27/2014, 12:30",Pool B,Final
Bang!,Jagged Ice,13,8,"09/27/2014, 12:30",Pool B,Final
Ambiguous Grey,Bang!,13,4,"09/27/2014, 14:15",Pool B,Final
Jagged Ice,Blowin Heat,8,13,"09/27/2014, 14:15",Pool B,Final
pool,Pool C
Ant Madness,Sparkle Ponies,13,6,"09/27/2014, 09:00",Pool C,Final
Hooray for Coed Hooray!,Clue,11,7,"09/27/2014, 09:00",Pool C,Final
Ant Madness,Clue,13,6,"09/27/2014, 12:30",Pool C,Final
Hooray for Coed Hooray!,Sparkle Ponies,13,10,"09/27/2014, 12:30",Pool C,Final
Ant Madness,Hooray for Coed Hooray!,13,12,"09/27/2014, 14:15",Pool C,Final
Sparkle Ponies,Clue,13,8,"09/27/2014, 14:15",Pool C,Final
pool,Pool D
Tyrannis,American Hyperbole,11,8,"09/27/2014, 10:45",Pool D,Final
The Muff 'n Men,BITMAP,13,7,"09/27/2014, 10:45",Pool D,Final
Tyrannis,BITMAP,11,9,"09/27/2014, 12:30",Pool D,Final
The Muff 'n Men,American Hyperbole,11,12,"09/27/2014, 12:30",Pool D,Final
Tyrannis,The Muff 'n Men,12,9,"09/27/2014, 14:15",Pool D,Final
American Hyperbole,BITMAP,13,5,"09/27/2014, 14:15",Pool D,Final
b,r,e,a,k
brackets,Championship
bracket,Championship
AMP,Ambiguous Grey,15,8,"09/28/2014, 13:00",Championship,Final
AMP,Tyrannis,15,6,"09/28/2014, 11:00",Semis,Final
Ant Madness,Ambiguous Grey,6,15,"09/28/2014, 11:00",Semis,Final
AMP,Sparkle Ponies,15,5,"09/28/2014, 09:00",Quarters,Final
Tyrannis,Hooray for Coed Hooray!,1,0,"09/28/2014, 09:00",Quarters,Final
Ant Madness,American Hyperbole,14,9,"09/28/2014, 09:00",Quarters,Final
Ambiguous Grey,Jughandle,15,11,"09/28/2014, 09:00",Quarters,Final
Blowin Heat,Sparkle Ponies,8,13,"09/27/2014, 16:00",Pre-Quarters,Final
Hooray for Coed Hooray!,Bang!,11,9,"09/27/2014, 16:00",Pre-Quarters,Final
American Hyperbole,Death By Jubilee,10,8,"09/27/2014, 16:00",Pre-Quarters,Final
Jughandle,The Muff 'n Men,13,8,"09/27/2014, 16:00",Pre-Quarters,Final
bracket,3rd Place
Tyrannis,Ant Madness,12,13,"09/28/2014, 13:00",3rd Place,Final
bracket,5th Place
Jughandle,Hooray for Coed Hooray!,12,15,"09/28/2020, 13:00",5th Place,Final
Sparkle Ponies,Jughandle,12,13,"09/28/2020, 11:00",5th Semis,Final
American Hyperbole,Hooray for Coed Hooray!,13,14,"09/28/2020, 11:00",5th Semis,Final
bracket,7th Place
Sparkle Ponies,American Hyperbole,9,11,"09/28/2020, 13:00",7th Place,Final
b,r,e,a,k
brackets,9th Place
bracket,9th Place
Bang!,Death By Jubilee,11,3,"09/28/2020, 13:00",9th Place,Final
Throws of Passion,Bang!,4,15,"09/28/2020, 11:00",9th Semis,Final
Death By Jubilee,The Muff 'n Men,12,10,"09/28/2020, 11:00",9th Semis,Final
Throws of Passion,Blowin Heat,15,9,"09/28/2020, 09:00",9th Quarters,Final
BITMAP,Bang!,6,13,"09/28/2020, 09:00",9th Quarters,Final
Clue,Death By Jubilee,11,13,"09/28/2020, 09:00",9th Quarters,Final
Jagged Ice,The Muff 'n Men,5,15,"09/28/2020, 09:00",9th Quarters,Final
bracket,13th Place
Blowin Heat,Clue,10,13,"09/28/2020, 13:00",13th Place,Final
Blowin Heat,BITMAP,15,13,"09/28/2020, 11:00",13th Semis,Final
Clue,Jagged Ice,15,11,"09/28/2020, 23:00",13th Semis,Final
bracket,11th Place
Throws of Passion,The Muff 'n Men,9,15,"09/28/2020, 13:00",11th Place,Final
bracket,15th Place
BITMAP,Jagged Ice,7,4,"09/28/2020, 13:00",15th Place,Final
b,r,e,a,k
