Southwest Mixed Regionals,Club - Mixed ,20,9,2014
Morgan Hills,CA,2014-09-20,2014-09-21
https://play.usaultimate.org/events/Southwest-Mixed-Regionals/schedule/Mixed/Club-Mixed
Polar Bears,1
81,Caner Cooperrider
86,Jannon Frank
88,Bill Liu
b,r,e,a,k
Alchemy,14
01,AI TRAN
02,WILLIAM CARY
03,Patricia Li
04,Elizabeth Leon
05,Maya Ziv
07,Emily Paris
08,GABRIEL PEAL
09,LAUREN CHAIN
11,Ginger Wong
13,Brett Naul
14,Rachel Eastman
20,Eric Hartge
21,Jesse White
22,EDWARD PARSONS
26,Anthony Havens
27,CHASE BOWMAN
32,Harris Masket
33,Cathleen Hartge
36,Sara Nolan
37,STACIE DRESE
40,Michelle Levinson
42,David Morley
47,MICHAEL LOPEZ
54,Nick Riker
55,Kwai Philpott
79,COLYN FLYNN
81,J Tyler Walker
b,r,e,a,k
Dauntless,12
00,Joel Conn
01,CALEB FERGUSON
02,Brennan Bryant
03,BRIANA PERRY
04,Chelsea Cotton
05,Jordan Hewitt
07,Yuri Kubo
08,EMILY HOWARD
09,Analise Huysentruyt
10,Josiah Mort
12,KEVIN SPERLING
13,Peter Raines
14,Danielle Love
16,Thomas Konogeris
18,Joshua Ferguson
21,Nicole Love
22,Adam Fischlin
23,LEAH FARRIS
25,ISAAC MORT
37,Benjamin Kato
40,Brendan Marshall
47,Joshua Fankhauser
48,Maya Joye
76,Alex Sobel
77,Monique Ferguson
82,Joel Anton
88,Maxwell Conn
b,r,e,a,k
Blackbird,4
00,David Hoel
02,Eli Janin
03,Krista McDonald
04,Deanna Bjorkquist
06,Jessica Wilson
07,Rachel Holz
08,Hannah M Kreilkamp
09,Adam Farren
10,Jonathan (Tyler) Boyd-Meredith
11,Barrs Lang
12,Casey Ikeda
14,Mia Hagen
17,ANNE-FRANZISKA SINNER
21,ADAM SCOW
22,NICHOLAS SLOVAN
24,Daniel Daniel Gillick
26,KAREN KO
28,Sheeva Slovan
33,MONICA HEGER
34,PATRICK CORNEILLE
40,Mac Taylor
42,AARON CAULFIELD
50,Josh Wardle
51,Ryan Scribner
b,r,e,a,k
Dorado,6
00,JAMES LAI
02,Carlo Mosca
03,ALAN MARQUARDT
04,Julia Salvacion
05,Jillian Du
06,Kief Zangaro
07,Rebecca Zangaro
08,Alistair McIntyre
09,Will Dorn
10,MORGAN  HARTMANN
11,Daniel Cox
12,Aaron Lee
13,Aimee Speaker
16,Thomas Li
17,CORINNA  RUF
19,Garrett Yung
20,Alexa Kirkland
22,Cody Kirkland
26,Sheliemae Lai
27,NICK MINYEN
28,JUSTIN LIN
29,AMELIA WONG
40,MONICA DATTA
75,Elizabeth Trenkwalder
80,Micah Blazar
89,Nicholas Woo-Hoogenstyn
b,r,e,a,k
Rubix,13
01,ROSA FRANKLIN
05,Dakota Lippincott
07,Marnie Wong
08,Aaron Harczynski
10,Alex Wendt
11,Emily Francia
12,LEE HEISTER
13,Adam Carberry
14,ARIK SPAGAT
17,Erin Donahue
19,Clairissa Papa
22,Lindsey Doyle
23,Magen Rogers
24,Dan Brauch
26,Kayla Patterson
27,Mark Borger
28,Steven May
30,Anthony Acer
33,KELLY PAYNE
34,Trevor Smith
41,Sarah Hill
51,Dustin Doyle
78,Ryan Bleam
b,r,e,a,k
Naughty Love,11
00,NICOLE  KELDER
00,ANDREW BOYLE
00,Emily Harrington
00,PAUL STROIK
00,Steven Lowe
00,MICAH SEABROOK
00,ADAM SILVER
00,Enrique Carranza
00,Chris Van Thiel
00,LISA WU
00,Jennifer De la Torre
00,Kelsey Wittig
00,AIMEE BUTTERFIELD
00,Dan Desmond
00,Ethan Scherch
00,ANDREW HELSETH
00,KRISTI LIN
00,RACHEL BROWN
00,KEN BOGLE
00,Philip Hansen
00,Julia Tang
00,Jacob Baumer
00,JESSICA FIX
22,EDWARD REAMS
41,JOHN WONG
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Polar Bears,Del Sol,13,4,"09/20/2014, 09:00",Pool A,Final
BW Ultimate,Shenanigans,13,3,"09/20/2014, 09:00",Pool A,Final
Polar Bears,Shenanigans,13,1,"09/20/2014, 11:00",Pool A,Final
BW Ultimate,Del Sol,13,8,"09/20/2014, 11:00",Pool A,Final
Polar Bears,BW Ultimate,13,8,"09/20/2014, 13:00",Pool A,Final
Del Sol,Shenanigans,13,11,"09/20/2014, 13:00",Pool A,Final
pool,Pool B
7 Figures,Classy,13,2,"09/20/2014, 09:00",Pool B,Final
American Barbecue,Capitol Punishment,13,5,"09/20/2014, 09:00",Pool B,Final
7 Figures,Capitol Punishment,13,2,"09/20/2014, 11:00",Pool B,Final
American Barbecue,Classy,13,5,"09/20/2014, 11:00",Pool B,Final
7 Figures,American Barbecue,8,13,"09/20/2014, 13:00",Pool B,Final
Classy,Capitol Punishment,6,13,"09/20/2014, 13:00",Pool B,Final
pool,Pool C
Mischief,Dauntless,13,6,"09/20/2014, 09:00",Pool C,Final
Groove,Alchemy,13,10,"09/20/2014, 09:00",Pool C,Final
Mischief,Alchemy,13,3,"09/20/2014, 11:00",Pool C,Final
Groove,Dauntless,13,6,"09/20/2014, 11:00",Pool C,Final
Mischief,Groove,13,9,"09/20/2014, 13:00",Pool C,Final
Dauntless,Alchemy,6,13,"09/20/2014, 13:00",Pool C,Final
pool,Pool D
Blackbird,Naughty Love,13,6,"09/20/2014, 09:00",Pool D,Final
Dorado,Rubix,14,12,"09/20/2014, 09:00",Pool D,Final
Blackbird,Rubix,13,8,"09/20/2014, 11:00",Pool D,Final
Dorado,Naughty Love,13,12,"09/20/2014, 11:00",Pool D,Final
Blackbird,Dorado,13,5,"09/20/2014, 13:00",Pool D,Final
Naughty Love,Rubix,8,13,"09/20/2014, 13:00",Pool D,Final
b,r,e,a,k
brackets,Placement Brackets
bracket,Championship
Blackbird,Mischief,13,11,"09/21/2014, 13:00",Finals,Final
Polar Bears,Blackbird,10,13,"09/21/2014, 09:00",Semis,Final
Mischief,BW Ultimate,13,9,"09/21/2014, 09:00",Semis,Final
Polar Bears,7 Figures,13,5,"09/20/2014, 15:00",Quarters,Final
Groove,Blackbird,3,13,"09/20/2014, 15:00",Quarters,Final
Mischief,Dorado,13,10,"09/20/2014, 15:00",Quarters,Final
BW Ultimate,American Barbecue,12,11,"09/20/2014, 15:00",Quarters,Final
bracket,2nd place bracket
Mischief,7 Figures,12,9,"09/21/2014, 15:00","winner gets 2nd, loser gets 3rd",Final
7 Figures,Polar Bears,13,7,"09/21/2014, 13:00",loser gets 4th,Final
BW Ultimate,7 Figures,7,13,"09/21/2014, 11:00",2nd Sun Round 2,Final
American Barbecue,Polar Bears,6,13,"09/21/2014, 11:00",2nd Sun Round 2,Final
7 Figures,Groove,13,9,"09/21/2014, 09:00",2nd Sun Round 1,Final
Dorado,American Barbecue,8,13,"09/21/2014, 09:00",2nd Sun Round 1,Final
bracket,5th place bracket
Dorado,American Barbecue,6,13,"09/07/2014, 15:00","game to go! (winner gets 5th, loser gets 6th)",Final
Dorado,BW Ultimate,13,7,"09/07/2014, 13:00",5th Sun Round 3,Final
American Barbecue,Groove,13,8,"09/07/2014, 13:00",5th Sun Round 3,Final
Dorado,Alchemy,13,8,"09/07/2014, 11:00",5th Sun Round 2,Final
Dauntless,Groove,9,13,"09/07/2014, 11:00",5th Sun Round 2,Final
Capitol Punishment,Alchemy,11,12,"09/07/2014, 09:00",5th Sun Round 1,Final
Dauntless,Del Sol,13,8,"09/07/2014, 09:00",5th Sun Round 1,Final
Capitol Punishment,Shenanigans,13,6,"09/06/2014, 15:00",5th Sat Round 4,Final
Naughty Love,Alchemy,7,9,"09/06/2014, 15:00",5th Sat Round 4,Final
Rubix,Dauntless,10,13,"09/06/2014, 15:00",5th Sat Round 4,Final
Classy,Del Sol,9,13,"09/06/2014, 15:00",5th Sat Round 4,Final
bracket,7th place bracket
BW Ultimate,Groove,3,11,"09/21/2014, 15:00","winner gets 7th, loser gets 8th",Final
bracket,9th place bracket
Alchemy,Dauntless,6,12,"09/21/2014, 13:00","Select Flight (winner gets 9th, loser gets 10th)",Final
bracket,11th place bracket
Capitol Punishment,Del Sol,2,13,"09/21/2014, 11:00","winner gets 11th, loser gets 12th",Final
bracket,13th place bracket
Naughty Love,Classy,10,13,"09/21/2014, 11:00","winner gets 13th, loser gets 14th",Final
Shenanigans,Naughty Love,8,13,"09/21/2014, 09:00",13th Sun Round 1,Final
Rubix,Classy,7,13,"09/21/2014, 09:00",13th Sun Round 1,Final
bracket,15th place bracket
Rubix,Shenanigans,13,9,"09/21/2014, 11:00","not last! (winner gets 15th, loser gets 16th)",Final
b,r,e,a,k
