Women's College Centex,College - Women ,22,3,2014
Austin; Round Rock,TX,2014-03-22,2014-03-23
https://play.usaultimate.org/events/Womens-College-Centex/schedule/Women/CollegeWomen/
Michigan,8
0,Mariel Hammond
0,Shayna Brock
0,LARISSA CURRAN
0,Sonya (Sunny) Harris
0,Amy Walker
1,Erin Goding
4,Jesse Baldwin
6,Stephanie Williams
10,MORGAN FAYOCAVITZ
36,RACHEL ACUNA
88,Emily Hayes
b,r,e,a,k
North Carolina,7
teamInfo,Pleiades,"Chapel Hill, North Carolina",,https://www.facebook.com/unc.pleiades,
0,AMELIA SCHIRMER
0,MACKENZIE NEIGHBORS
0,HOPE THOMSON
0,ABIGAIL MARKLEW
0,Bridget Walsh
0,CLAIRE PAULEY
0,Megan Pera
0,ELENA WONG
0,ADRIANNE SOO
0,Shellie Cohen
0,Lisa Couper
0,RACHEL SIMPSON
0,Robin Lowe-Skillern
0,Julia Gallini
0,MARGARET HOPKINS
0,Emma Johnson
0,Diana Lam
0,Megan Goldsby
0,KAYLEIGH THOMSON
10,Qing (Jenny) Wei
12,Joy Chen
13,Jocelyn Keung
17,Kendall Beadleson
23,Meg Duffy
b,r,e,a,k
Iowa State,10
teamInfo,Woman Scorned,"Ames, Iowa",http://iswomanscorned.blogspot.com/,https://www.facebook.com/pages/Woman-Scorned-Ultimate/245315626189,https://twitter.com/ISUWomanScorned
2,Jean Colangelo
3,Kelly Hewitt
4,Brittnee Grimshaw
5,Liz Narmour
6,Hailey Kromminga
7,Jessica Mazzio
12,Linda Morton
16,CAMILLE NELSON
17,Janani Ragothaman
18,Sarah Leichty
19,Alyssa Maristela
20,Caitlin Durston
22,Kate Hunter
27,SAMANTHA SAUERBREI
32,MARTHA NELSON
33,KAYLA STAFFORD
34,MIAH BLOMQUIST
48,Anna Underhill
71,CLAIRE Gunderson
75,REBECCA WEINMEISTER
84,Sara Stuedemann
97,Sarah Pesch
b,r,e,a,k
Texas,3
teamInfo,Melee,"Austin, Texas",http://utexaswomensultimate.wix.com/frisbee,https://www.facebook.com/utexasultimate?bookmark_t=page,www.twitter.com/txmelee
00,Marissa Land
03,Naomi Clarke
04,Laura Moreno-Vasquez
05,Shereen Rabie
06,ANALISA MAURICE
07,KELLY LAVINE
08,Diana Charrier
12,Rachel Wong
13,ANGELA LEE
14,Andrea Esparza
15,Sydney Overman
17,Brady Cowiestoll
18,LAUREN MCKENNA
20,Susan Gilbert
26,LAURA VARGAS
33,Kayla Ramirez
77,JOURDIN STEWART
85,Jasmine Venzant
89,Shiru Liu
b,r,e,a,k
Virginia,6
teamInfo,Hydra,"Charlottesville, Virginia",,,
0,Audrey Isaac
1,Emma Price
7,Janie Mockrish
8,Theresa Hackett
9,Laura Landis
10,Nada Tramonte
11,Kathryn Hannum
12,Emily Leivy
13,Alika Johnston
14,Amy Wedmore
18,Melanie Chastka
20,Anna Lockwood
22,Kiera Givens
23,Michele Derieux
24,Kelly Ross
27,Rebecca Meeker
31,Sarah Hansen
32,Rebecca Driver
34,IBBY HAN
36,Delia Goldin
36,Brogan Jones
44,Keila Strick
52,Tess Warner
54,Sarai Arbus
b,r,e,a,k
Maryland,11
teamInfo,Helpful Corn,"College Park, Maryland",https://sites.google.com/site/umdwomensultimate/,https://www.facebook.com/UMDhelpfulcorn,https://twitter.com/UMD_HelpfulCorn
coaches,Ben Feng,Amy Hudson
1,Paige Nelson
2,Michaela Gramzinski
3,MEGHAN O'LONE
4,Anna Lieberman
5,Maria Kaplan
8,Hanna Finigan
9,Jessica O'Connor
12,Allyson McCarthy
15,Paige Cassell
18,Galen Reifsnider
19,Tori Queeney
22,SHANNON COOPER
23,Sarah Lord
25,KATHERINE (KATY) WELLINGTON
27,Jennifer Pridemore
33,Jackie Weiss
44,ROBIN GRABER
86,Charlotte Francoeur
b,r,e,a,k
Northeastern,4
teamInfo,Valkyries A,"Boston, Massachusetts",http://www.ultimate.neu.edu/men/newsite/blogs/index.php?blog=4,https://www.facebook.com/pages/Northeastern-Valkyries-Womens-Club-Ultimate-Frisbee/261962653833898?fref=ts,https://twitter.com/ValksUltimate
00,Hilda Doan
05,Lizzie Jones
06,JACLYN PHILLIPS
09,GRACE LIN
10,Shawn Zubin
11,ALEXANDRA ROSIN
12,Nicole Canning
13,Shelby Parton
14,Mei Bruist
16,Rachel Loo
20,Kathryn Flood
22,Melissa Ellis
31,Jenni Ladutko
33,Samantha Gray
37,Hannah Walter
38,Maggie Soto
43,TINA VIVIO
64,Tracey Lum
77,ALYSSA NEBORSKY
88,DELLA CHEN
b,r,e,a,k
California-San Diego,5
teamInfo,UCSD Psychos,"San Diego , California",http://www.psychoultimate.com/,https://www.facebook.com/psychoultimate?ref=br_tf,@psychoultimate
0,MELISSA STINE
0,ANYA DIAMOND
0,HANNAH PEREZ
0,CHELSEA HERRMANN
0,Julia Salvacion
0,Maria Zavala
0,ERIKA DANDREA
0,Shelby Triplitt
0,AMELIA WONG
0,Jillian Du
2,RACHEL KATE HOMER
11,Cynthia Yee
16,Jorie Moore
19,Juliana Jordan
22,Sheliemae Lai
29,Katrina Kalantar
b,r,e,a,k
Iowa,12
teamInfo,Saucy Nancy,"Iowa City, Iowa",https://sites.google.com/site/saucynancyultimate/,https://www.facebook.com/pages/Saucy-Nancy-Ultimate/134360866670281,https://twitter.com/SaucyNancyIowa
01,BETH BRICHETTO
02,Rachel Bradley
03,Liza Minor
04,SONJA HUTCHENS
06,Alison Seaton
08,Grace Baron
11,Helen Carey
16,Samantha Bartlett
18,EMILY FUJII
22,Nicole Johnson
24,MARISA LA GRECA
25,JENNIFER GRAHAM
27,JULIE MALLER
32,JOANNA PETERSEN
33,Anna Pritchard
34,EDRIENNE FAE YAP
55,Elizabeth Gronert
84,Nicole Havel
88,MADISON KENNEDY
97,BRIGITTE WALDIER
b,r,e,a,k
Washington University,20
teamInfo,WUWU,"St. Louis, Missouri",,https://www.facebook.com/twoWUs,https://twitter.com/wuwultimate
0,Eileen Duffner
0,EMILY LANSVERK
1,Anat Gross
10,NATALIE SPITZER
12,Anna Olson
13,ALISA LI
16,Natalie Gould
25,ALLISON BUKYS
27,JULIA KELLY
28,Caroline Buhse
31,Olivia Robinson
32,Allison Kahn
33,Maya DeHart
34,Geri McInerney
44,Claire Milton
99,REBECCA TEMKIN
b,r,e,a,k
James Madison,13
teamInfo,Bitchmonkeys,"Harrisonburg, Virginia",http://jmuwomensultimate.wordpress.com/,,https://twitter.com/Bitchmonkeys
coaches,ALEXANDER SIRNEY,Joy Ferenbaugh
0,KATIE MACCALL
0,Madelyn King
0,KIM SACCHI
0,EMILY TWIGG
0,Olivia Kirk
0,Allison Wallace
0,Emily Wingate
0,JENNA BEHRINGER
0,Julia Petro
0,Madeline Baker
0,Cecily Leahy
0,Hannah Elledge
0,Caitlin Wilson
0,Eli Crisler
0,Anna Toth
0,ANNA  ALBRIGHT
0,CLAUDIA DIMICK
0,Lara Duffy
0,Monica Klock
0,KATELYN COLVIN
2,Lauren Privette
8,Victoria Elmore
23,GRACE CORAPI
b,r,e,a,k
California,21
teamInfo,Pie Queens ,"Berkeley, California",,,
0,Mathilda Farrell
0,LINNEA DELUCCHI
0,JULIA JACKSON
0,Danielle Murray
0,Charlotte O'Donnell
0,KATHERINE MEYER
0,Julianne Bozzini
0,Mackenzie Bailey
0,Kelley O'Dell
0,Marisa Rafter
0,Juliet Lu
0,Devin Redor
0,Danielle Gendron
0,Ziyue Chen
1,Sharon Lin
10,Christy Jarman
14,Molly Barlow
14,Anjile An
15,Alison Griffith
16,Danielle Ngo
17,ASHLEIGH WARD
21,Alexandra Hasan
25,GRACE FLINTERMANN
89,Kimberly Long
b,r,e,a,k
Illinois,19
teamInfo,Illinois,"Champaign-Urbana, Illinois",http://illinoismenace.tumblr.com/,https://www.facebook.com/IllinoisWomensUltimate,https://twitter.com/IllinoisMenaceU
1,Allison Fish
3,Thyra Sandstrom
4,Joline Chang
10,Ariel Choi
11,TAYLOR FRANZEN
13,Kaytee Meagher
17,Anusha Nagabandi
18,Sydney Olund
20,Alex Ballinger
23,Bonnie Lin
24,Loren Goodrich
25,BREANA WINTERS
26,MELISSA KRAMER
27,Michelle Cabahug
30,Jean Huang
32,Vivian Chu
36,Bianca Delgado
42,Monica Oplawski
73,SIDNEY LONG
b,r,e,a,k
Ottawa,22
teamInfo,GeeGees,"Ottawa, Ontario CA",,https://www.facebook.com/GeeGeesWUltimateFrisbee,https://twitter.com/LadyGGUltimate
coaches,Kat Pohran
04,MARY HAWKES
05,PASCALE ROBINEAU-CHARETTE
07,Maude Carrier-LaForte
08,Hannah Dawson
15,ALYSSA MAINWOOD
16,Corrine Giorgetti
17,Sarah Innes
19,Kaylee Sparks
20,Myriam  Sarazin-Frey
24,Sophie Cutt
37,MICKAELA CHURCHILL
44,Isabelle Bedard
62,NATASHA CLOUTIER
71,JAHLEEL BONAOBRA
84,Nadina Saini
b,r,e,a,k
Northwestern,14
teamInfo,GungHo,"Evanston, Illinois",http://groups.northwestern.edu/gungho/HOME.html,,
coaches,Laura Moore
02,Alexandra Hu
03,JESSICA MUELLER
06,HOPE HELLMANN
09,ELLEN MCGRATH
13,Phoebe Evans
16,Christina Sur
17,SOPHIA JELSMA
18,Jessica Hoffman
19,JEN WHITE
20,Alex Chudler
21,Jennifer Evans
23,STEPHANIE WANG
24,Elizabeth Mosier
26,Jenny Li
29,CASSANDRA WHITFORD
42,KATHY ZHANG
47,Anri Brod
79,Mallorie Barber
94,SARAH MORTENSEN
b,r,e,a,k
Florida State,23
teamInfo,Seminole Ladies,"Tallahassee, Florida",,https://www.facebook.com/SeminoleLadies,https://twitter.com/seminoleladies
0,Lisa Fitton
3,Dana Bidot
9,Julia Gregory
04,ZOE STAPLETON
11,Natalie Burke
12,Larissa Ferreira
17,Megan Reeves
24,ALISON DAHL
28,KATE NOWLIN
32,Connie Barroso
33,KRISTIN LLOYD
37,RACHEL SELIG
38,Rebecca Holcombe
42,Alleigh Grover
46,Sarah Kibler
50,Gentry Maddox
52,SKYLAR SWORDS
71,CAROLINE DAVIS
76,LAUREN BRUNNER
81,KARI TOMARELLI
b,r,e,a,k
Wisconsin,15
teamInfo,Bella Donna,"Madison, Wisconsin",http://www.belladonnauw.wordpress.com,,https://www.twitter.com/bdultimate
02,Rachael Romaniak
04,Lorraine Guerin
06,Jenna Mennen
08,Shanda Roeming
09,Stephanie Sauer
10,Katherine Goode
11,EMILY BAUER
12,Erica  Engstrand
13,BRIDGET HILLS
14,Anna Hrovat-Staedter
15,SARAH YEAZEL
16,Molly Berkholtz
18,Adrienne Wells
20,Jenna Thorp
21,Anneke Vermaak
23,Caroline Mueller
24,Lauren Roach
27,Leslie Boey
31,Sara Scott
34,MARISSA PAULSON
40,Amelia Cuarenta
44,Hannah Frank
b,r,e,a,k
Minnesota,18
teamInfo,Ninjas,"Minneapolis, Minnesota",http://ninjawomensultimate.weebly.com,https://www.facebook.com/NinjaWomensUltimate,https://twitter.com/NinjaUltimate
coaches,Christine Dosch
0,Julie Korseth
0,Kajsa Beatty
0,Clare Riley
0,Sarah Anciaux
0,Laura Gustafson
0,Greta Regan
0,Stephanie Wood
0,Ratih Sutrisno
0,MINDI DEPAOLA
0,Kristy Wagner
0,Anna Miller
0,ANNE SLEETH
0,Quincy Guinadi
0,Ashley Schilling
0,ANNA KYTONEN-COFFMAN
0,MADELINE HUDEK
6,AMANDA AHO
7,SAMMY HOEN
9,Sara  Helm
11,Andrea Jacoski
17,JENNY ASTURIAS
19,Alyssa Belsito
21,EMILY Jones
71,Bridget Bakko
b,r,e,a,k
Florida,24
teamInfo,FUEL,"Gainesville, Florida",gvilleultimate.com/FUEL/#!/,https://www.facebook.com/FUELenfuego,https://twitter.com/FUELenfuego
0,Jaime Estes
01,Emily Witt
02,Sarah Espinoza
04,Brittany Fabbri
06,Diana Elsner
08,Lucy Berman
09,Reba Havis
10,Tori Taylor
11,Sarah Cabrera
12,ANNA HINKELDEY
14,KRISTEN MOELLER
15,Alana Hardeman
18,VICTORIA STELTER
19,KRISTINA WEITZEL
21,Kyra Catabay
22,JENNIFER HIGGINS
26,Sarah Toth
28,MICHELLE KRASLOW
33,Lauren Coughlin
80,Kelsea LeBeau
b,r,e,a,k
Pittsburgh,16
teamInfo,Danger,"Pittsburgh, Pennsylvania",,https://www.facebook.com/pages/Danger-Ultimate/255868421246,https://twitter.com/dangerultimate
coaches,KELSEY DELAVE
0,Vaughan Skinker
0,Joanna Moore
0,JACKIE BISSONETTE
0,Jodi Lincoln
0,LINDSEY JONES
0,CAROLYN UBINGER
0,KATE DONATELLI
2,Megan MacGillivray
4,Marla Breitbarth
7,JESSICA  SHEEHAN
8,Linda Morse
9,Katelyn Stavinga
12,Sarah Russek
22,Caterina Pagano
23,Katie Cleveland
25,Rachel Olszewski
36,Carolyn Normile
b,r,e,a,k
Colorado College,17
teamInfo,Lysistrata's Tools,"Colorado Springs, Colorado",,,
01,VIRGINIA  HILL
02,Christina Maruyama
03,NINA LUNDSTROM
04,MADISON ANDRES
05,Robin Fassett-Carman
06,Chloe Rowse
07,JESSI GARHART
12,Sarah Freeman
13,MOLLY SNELL
14,Jennifer Grossman
15,ISABEL NORWOOD
17,Patty Weicht
20,EILEEN SAUNDERS
21,Elizabeth Alvin
22,JESSICA BADGELEY
27,Maggie Bailey
28,Monica Weindling
32,ALEXIE MILLIKIN
37,Rosa Baum
42,Lisi Lohre
64,Annie Brewster
69,Kirsten Fossum
81,Corey Baron
b,r,e,a,k
Colorado State,25
teamInfo,Hell's Belles,"Fort Collins, Colorado",,https://www.facebook.com/csuwomensultimate,
coaches,Lance Everette,Maia Nguyen,Brianna Quigley
0,Maddie Pielert
0,Kelly Michie
0,ROSALIND REYNOLDS
0,OLIVIA GEORGIA
0,Cristiana Falvo
0,Katie Dooley
0,Meredith Nimz
0,Stacey Parr
0,CARRIE NICKEL
0,ELIZABETH HEINE
0,Christy Cheung
2,Tessa Behnke
3,Molly Clay
4,CAROLINE SCHMITZ
6,ARIEL LOPEZ-SANTILLANA
7,Paige Applegate
22,JANIS BLAUGHER
23,Hannah Hinchsliff
27,Danielle Reimanis
33,KAILEE KWIECIEN
47,Rebecca Miller
69,LESLIE NORBERG
b,r,e,a,k
Wisconsin-Eau Claire,33
teamInfo,SOL,"Eau Claire, Wisconsin",http://solultimate.blogspot.com/,https://www.facebook.com/pages/UWEC-SOL-Ultimate/119434234738605,https://twitter.com/SOLultimate
0,Alison Olmstead
0,Meredith Bray
0,SARAH RAMIREZ
0,LAUREN STEPANIK
0,Emily Androschko
0,MEGAN ZIBROWSKI
0,Eva Popp
0,Emily Dalhoff
0,MICHELLE MARKWARDT
0,Kendra Kalvin
0,Kaitlin Lofgren
0,ALEXANDRA LINDSTROM
0,Maggie Douglas
0,Kelsey Weister
0,Kate Harrison
2,MEGAN SCHNEIDER
6,KATE DOCKSEY
17,Hanna Larson
23,Clancy Ferris
28,Brandy Turcotte
34,Caty Ferris Schultz
b,r,e,a,k
Texas-Arlington,32
teamInfo,Texas at Arlington - Yetti,"Arlington, Texas",,https://www.facebook.com/pages/UTA-Womens-Ultimate-Frisbee/281752208580374,
0,SARAH MOORMAN
0,Bethani Eberhart
0,Jessica Watkins
0,Sarah Wood
0,SAMANTHA ZONANA
0,ERIKA LONG
0,Kaylee Cohen
0,Nikie Hogan
0,Catherine Bartosh
0,Samantha  Bazaldua
0,ALEXA STICKLER
0,Heather Murphy
0,ASHLEY PENA
17,Krystina Morris
21,Mayra Cantu
23,ERICA HINOJOSA
b,r,e,a,k
Arizona State,26
teamInfo,Caliente,"Tempe, Arizona",http://www.calienteultimate.com/,https://www.facebook.com/ASUWomensUltimateCaliente,https://twitter.com/CalienteASU
coaches,Adam Carberry
4,Kristen Bennett
5,Brianna Kuna
6,ASHLEY HALL
7,Cynthia Thomas
11,Katlyn Kaiser
14,LINDSEY QUESNEL
18,BRITTNEY POTZLER
20,KATELYN PITMAN
22,Melissa Dunn
23,Megan Mendieta
32,ROSA FRANKLIN
33,KELLY PAYNE
34,RONIS ABA
44,Ximenna Hofsetz
54,ROBIN MALANOWSKI
69,YASMEINE ABBASSI
b,r,e,a,k
Texas State,31
teamInfo,Trainwreck,"San Marcos, Texas",http://trainwreckfrisbee.wix.com/txstwomensultimate,https://www.facebook.com/TexasStateTrainwreck,https://www.twitter.com/txst_trainwreck
coaches,Caleb Denecour
0,Chelsea Graham
0,Valerie Murillo
0,Tania Mandujano
0,Selena Villarreal
0,Jessica Kishi
0,CHRISTINA COX
0,Brenda Murillo
0,Amanda Bland
0,Ashley Abrigo
0,REBECCA CLARKE
0,JERRY BENAVIDEZ
0,Conner  Gonzales 
0,Katelynn Black
0,Melissa Farber
00,RHEA EASTON
07,Stacey Nava
12,Anne Ortiz
28,HALEY MORIN
b,r,e,a,k
Texas Christian,34
teamInfo,Wrath,"Fort Worth, Texas",,,
0,Karlyn Tunnell
0,Marisa Zamora
0,Sally Ann Clark
0,Dana Nottingham
0,Christina Jones
0,EMILY RICKS
0,ELLIE SENO
0,Cailin O'Mara
0,Mekaila Murray
0,REBECCA PHILP
13,Senna Nilsson
20,Kelly Guilbeau
92,Alexandra Erwin
b,r,e,a,k
Northeastern (B),39
teamInfo,Valkyries B,"Boston, Massachusetts",,,
02,ANGELA MROZ
03,NICOLE OCHANDARENA
04,EMILY OBRIEN
07,MAICA PICHLER
17,Meghan Gannon
19,Sara Shaker
26,Claire Depew
27,AVA WONG
29,JENNY YAN
30,Anna DeSanctis
34,CATHERINE CAMERON
35,DANIELLE GILLESPIE
50,Carly Gajewski
55,Elena Rebholz
79,Rebecca Sirull
b,r,e,a,k
Rice,27
teamInfo,Torque,"Houston, Texas",,,https://twitter.com/TorqueUltimate
2,Marie Hoeger
3,Monica Matsumoto
5,Kelsey Nanneman
6,MARICA SHARASHENIDZE
7,SARAH SOUTHMAYD
8,CORDELIA BRAZILE
9,Isabella Yang
10,Angela Aie
11,Angela Yang
14,Maya Stokes
15,LAUREN GERNON
17,Jackie Li
18,Julie  Doar
19,KARA SCHILFGAARDE
20,Valerie Pinillos
21,Victoria Yuan
23,Nichole Kwee
32,Erika Danckers
b,r,e,a,k
Nebraska,30
teamInfo,Cuddle Raptors,"Lincoln, Nebraska",,,
0,ANGEL IVERSON
0,Katherine Downey
0,AUBREY SCHMIDT
0,Tracy Kuper
0,Claire Cech
0,Emily Nichols
0,Elizabeth Rock
0,Cara Wilwerding
0,Maddie Montgomery
14,Kelli Rice
16,Samantha Myland
24,Megan  Chang
33,Emily Wehrwein
87,Amanda Borders
b,r,e,a,k
Oklahoma,38
teamInfo,Never Mrs,"Norman, Oklahoma",,,
0,CAMI JOHNSTONBAUGH
0,EMILY DAY
0,Megan Lietha
0,NATALIE CRAIN
0,AMY ORBAN
0,ALEX EGGLESTON
4,JOSEPHINE MICKELSEN
13,Nina Horne
26,DEVON TRIEBOLD
69,Reygan Wentz
b,r,e,a,k
Miami,35
teamInfo,Southern Tropical Depressions,"South Miami, Florida",,,
2,Jaclyn Verity
3,Audrey Negrelli
4,Nicole Wilke
8,Lian Ortner
12,Kerrie Heckel
14,JACQUELINE NYE
16,Kathleen Wang
17,Megan Lee
21,RIE TAKANO
23,Alissa Farina
69,Amanda Mateo
77,Sharni Winter
88,Miranda Goot
b,r,e,a,k
Southern California,29
teamInfo,Hellions of Troy,"Los Angeles, California",http://www.uscwomensultimate.com/,,https://twitter.com/USCHellions
0,Connie Chan
1,CLAIRE BAZLEY
2,EVANGELINE ANG
3,Lily Dai
3,Annie Lee
4,Amy Lee
5,KATHRYN FOWLER
7,Merrilyn Chew
8,Becklin Davis
9,Yuchen Jin
10,Julia Johnson
11,Rona Sheen
12,Linda Hamon
13,MALLA KEEFE
14,Sammi Wong
15,Rachel Chang
16,Lian Lash-Rosenberg
17,Joyce Wen
18,ALAINA GEORGE
20,Zoe Serbin
21,Kristine Brown
22,HELEN YUAN
24,Avalon Igawa
34,DANIELLE LEE
55,Kelly Billings
57,CARLA FRANKENBACH
b,r,e,a,k
MIT,28
teamInfo,Smite-14,"Cambridge, Massachusetts",http://scripts.mit.edu/~womens-ult/,https://www.facebook.com/smiteultimate,https://twitter.com/ultismite
coaches,Lauren Nelson
02,Annie Phan
05,Kelly Liu
06,MICHELLE RYBAK
07,Monica Hsiue
08,Alex Rigobon
09,Lisa Liu
13,KRISTEN MURRAY
15,CLAIRE KEARNS-MCCOY
17,Alexandra Hsu
18,Charlotte Zhu
22,Alina Li
30,Melissa Slaughter
32,Jessica Ong
37,Camila Ramirez-Arau
b,r,e,a,k
Colorado (B),37
teamInfo,Kali,"Boulder, Colorado",http://www.kaliultimate.com/,https://www.facebook.com/ColoradoWomensUltimate,https://twitter.com/Kaliultimate
0,ALEXANDRA KARPILOW
0,EMMA CARR
10,SARAH BARTOSH
12,Mai Yang
16,JESSICA SHUSTER
21,MEAGHAN PAYNE
23,ANNA WOOD
24,Kendra Heuer
32,Alana Chen
54,Nicole Castagneri
82,Alora Riley
b,r,e,a,k
Texas (B),36
teamInfo,Mayhem,"Austin, Texas",http://utexaswomensultimate.wix.com/frisbee,https://www.facebook.com/utexasultimate?bookmark_t=page,
00,Iliana Buzan
10,Ruth Gorman
11,Victoria Bellamy
13,Stephanie Pham
14,KIMBERLY HORANY
21,SHELBY WIEDRICH
22,Olivia Angel
24,Sara Lee
25,MARINA MARTIN
29,Meghan Rutledge
36,LUCY CALHOUN
92,AUBREY FITE
93,Rebecca Hornung
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play (seeds 1-12)
pool,Pool A
California-Santa Barbara,Kansas,13,8,"03/22/2014, 10:00",Pool A,Final
Michigan,Kansas,13,8,"03/22/2014, 11:45",Pool A,Final
California-Santa Barbara,Michigan,6,13,"03/22/2014, 13:30",Pool A,Final
pool,Pool B
Central Florida,Iowa State,13,2,"03/22/2014, 10:00",Pool B,Final
North Carolina,Iowa State,14,12,"03/22/2014, 11:45",Pool B,Final
Central Florida,North Carolina,13,8,"03/22/2014, 13:30",Pool B,Final
pool,Pool C
Texas,Maryland,12,10,"03/22/2014, 10:00",Pool C,Final
Virginia,Maryland,13,5,"03/22/2014, 11:45",Pool C,Final
Texas,Virginia,14,12,"03/22/2014, 13:30",Pool C,Final
pool,Pool D
Northeastern,Iowa,13,8,"03/22/2014, 10:00",Pool D,Final
California-San Diego,Iowa,13,8,"03/22/2014, 11:45",Pool D,Final
Northeastern,California-San Diego,13,7,"03/22/2014, 13:30",Pool D,Final
b,r,e,a,k
pools,Pool Play (seeds 13-24)
pool,Pool E
California,James Madison,8,13,"03/22/2014, 10:00",Pool E,Final
Washington University,California,13,4,"03/22/2014, 11:45",Pool E,Final
Washington University,James Madison,11,9,"03/22/2014, 13:15",Pool E,Final
pool,Pool F
Northwestern,Ottawa,11,13,"03/22/2014, 10:00",Pool F,Final
Ottawa,Illinois,12,14,"03/22/2014, 11:45",Pool F,Final
Northwestern,Illinois,7,12,"03/22/2014, 13:30",Pool F,Final
pool,Pool G
Florida State,Wisconsin,11,10,"03/22/2014, 10:00",Pool G,Final
Florida State,Minnesota,12,8,"03/22/2014, 11:45",Pool G,Final
Wisconsin,Minnesota,12,10,"03/22/2014, 13:30",Pool G,Final
pool,Pool H
Pittsburgh,Florida,10,13,"03/22/2014, 10:00",Pool H,Final
Colorado College,Florida,11,13,"03/22/2014, 11:45",Pool H,Final
Pittsburgh,Colorado College,9,8,"03/22/2014, 13:30",Pool H,Final
b,r,e,a,k
pools,Pool Play (seeds 25-39)
pool,Pool I
Colorado State,Wisconsin-Eau Claire,16,5,"03/22/2014, 09:30",Pool I,Final
Texas-Arlington,Wisconsin-Eau Claire,9,10,"03/22/2014, 11:30",Pool I,Final
Colorado State,Texas-Arlington,17,5,"03/22/2014, 13:30",Pool I,Final
pool,Pool J
Northeastern (B),Texas State,0,13,"03/22/2014, 10:00",Pool J,Final
Arizona State,Texas Christian,13,2,"03/22/2014, 10:00",Pool J,Final
Northeastern (B),Arizona State,0,13,"03/22/2014, 11:45",Pool J,Final
Texas State,Texas Christian,13,5,"03/22/2014, 11:45",Pool J,Final
Northeastern (B),Texas Christian,3,12,"03/22/2014, 13:30",Pool J,Final
Arizona State,Texas State,10,9,"03/22/2014, 13:30",Pool J,Final
pool,Pool K
Oklahoma,Nebraska,5,13,"03/22/2014, 10:00",Pool K,Final
Rice,Miami,13,6,"03/22/2014, 10:00",Pool K,Final
Oklahoma,Rice,6,13,"03/22/2014, 11:45",Pool K,Final
Miami,Nebraska,5,12,"03/22/2014, 11:45",Pool K,Final
Oklahoma,Miami,13,4,"03/22/2014, 13:30",Pool K,Final
Rice,Nebraska,12,9,"03/22/2014, 13:30",Pool K,Final
pool,Pool L
MIT,Texas (B),13,1,"03/22/2014, 09:00",Pool L,Final
Southern California,Colorado (B),13,2,"03/22/2014, 09:00",Pool L,Final
MIT,Colorado (B),13,2,"03/22/2014, 10:45",Pool L,Final
Texas (B),Southern California,2,13,"03/22/2014, 10:45",Pool L,Final
MIT,Southern California,9,10,"03/22/2014, 12:30",Pool L,Final
Texas (B),Colorado (B),3,10,"03/22/2014, 12:30",Pool L,Final
b,r,e,a,k
clusters,DI and DII Crossover Games
cluster,DI Crossover Game
Texas,Iowa State,13,7,"03/22/2014, 15:30",,Final
Michigan,Iowa,13,9,"03/22/2014, 15:30",,Final
Central Florida,Maryland,13,5,"03/22/2014, 15:30",,Final
Northeastern,Kansas,13,8,"03/22/2014, 15:30",,Final
California-San Diego,California-Santa Barbara,13,15,"03/22/2014, 15:30",,Final
Virginia,North Carolina,13,10,"03/22/2014, 15:30",,Final
