Presidents' Day Invite 2020,College - Men ,15,2,2020
https://play.usaultimate.org/events/Presidents-Day-Invite-2020/schedule/Men/CollegeMen/
Oregon,1
24,Colin Knechtel
26,Taylor White
27,Hugh MacWilliams
45,Zach Heiden
47,Lukas Dumestre
55,Devon Jones-Stanley
62,Quinn Buermeyer
77,Kyle Switzer
78,Aaron Duda
79,Benjamin Liu-May
82,Owen Welch
97,Parker Lewis
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Oregon,Southern California,15,5,"02/15/2020, 08:00",Pool A
California-San Diego,California-Santa Cruz,8,9,"02/15/2020, 08:00",Pool A
Oregon,California-Santa Cruz,15,9,"02/15/2020, 09:30",Pool A
California-San Diego,Southern California,11,5,"02/15/2020, 09:30",Pool A
Oregon,California-San Diego,13,9,"02/15/2020, 11:00",Pool A
Southern California,California-Santa Cruz,6,14,"02/15/2020, 11:00",Pool A
pool,Pool B
Washington,Stanford,15,8,"02/15/2020, 08:00",Pool B
Utah,San Diego State,13,4,"02/15/2020, 08:00",Pool B
Washington,San Diego State,15,3,"02/15/2020, 09:30",Pool B
Utah,Stanford,8,11,"02/15/2020, 09:30",Pool B
Washington,Utah,13,7,"02/15/2020, 11:00",Pool B
Stanford,San Diego State,10,9,"02/15/2020, 11:00",Pool B
pool,Pool C
Cal Poly-SLO,Oklahoma State,14,8,"02/15/2020, 12:30",Pool C
Illinois,California-Davis,12,9,"02/15/2020, 12:30",Pool C
Cal Poly-SLO,California-Davis,14,3,"02/15/2020, 14:00",Pool C
Illinois,Oklahoma State,9,11,"02/15/2020, 14:00",Pool C
Cal Poly-SLO,Illinois,14,1,"02/15/2020, 15:30",Pool C
Oklahoma State,California-Davis,15,7,"02/15/2020, 15:30",Pool C
pool,Pool D
Colorado,Oregon State,12,10,"02/15/2020, 12:30",Pool D
UCLA,California-Santa Barbara,11,7,"02/15/2020, 12:30",Pool D
Colorado,California-Santa Barbara,10,6,"02/15/2020, 14:00",Pool D
UCLA,Oregon State,12,10,"02/15/2020, 14:00",Pool D
Colorado,UCLA,12,7,"02/15/2020, 15:30",Pool D
Oregon State,California-Santa Barbara,6,13,"02/15/2020, 15:30",Pool D
b,r,e,a,k
pools,Power Pools
pool,Pool E
Oregon,UCLA,15,11,"02/16/2020, 09:00",Pool E
Cal Poly-SLO,Stanford,12,6,"02/16/2020, 09:00",Pool E
Oregon,Stanford,12,8,"02/16/2020, 10:30",Pool E
Cal Poly-SLO,UCLA,11,8,"02/16/2020, 10:30",Pool E
Oregon,Cal Poly-SLO,11,9,"02/16/2020, 12:00",Pool E
UCLA,Stanford,9,7,"02/16/2020, 12:00",Pool E
pool,Pool F
Washington,Oklahoma State,15,8,"02/16/2020, 09:00",Pool F
Colorado,California-Santa Cruz,11,8,"02/16/2020, 09:00",Pool F
Washington,California-Santa Cruz,14,8,"02/16/2020, 10:30",Pool F
Colorado,Oklahoma State,14,6,"02/16/2020, 10:30",Pool F
Washington,Colorado,11,9,"02/16/2020, 12:00",Pool F
Oklahoma State,California-Santa Cruz,12,9,"02/16/2020, 12:00",Pool F
pool,Pool G
California-San Diego,Oregon State,9,13,"02/16/2020, 09:00",Pool G
Illinois,San Diego State,11,6,"02/16/2020, 09:00",Pool G
California-San Diego,San Diego State,15,7,"02/16/2020, 10:30",Pool G
Illinois,Oregon State,8,11,"02/16/2020, 10:30",Pool G
California-San Diego,Illinois,13,6,"02/16/2020, 12:00",Pool G
Oregon State,San Diego State,12,5,"02/16/2020, 12:00",Pool G
pool,Pool H
Utah,California-Davis,12,8,"02/16/2020, 09:00",Pool H
California-Santa Barbara,Southern California,12,4,"02/16/2020, 09:00",Pool H
Utah,Southern California,12,4,"02/16/2020, 10:30",Pool H
California-Santa Barbara,California-Davis,8,10,"02/16/2020, 10:30",Pool H
Utah,California-Santa Barbara,7,10,"02/16/2020, 12:00",Pool H
California-Davis,Southern California,11,5,"02/16/2020, 12:00",Pool H
b,r,e,a,k
brackets,Bracket Play
bracket,3rd Place
Colorado,Cal Poly-SLO,8,9,"02/17/2020, 14:00",3rd Place
bracket,5th Place Bracket
Oregon State,Utah,0,1,"02/17/2020, 14:00",5th Place
Oregon State,UCLA,10,8,"02/17/2020, 11:00",5th Place Semis
Utah,Stanford,9,6,"02/17/2020, 11:00",5th Place Semis
bracket,7th Place
UCLA,Stanford,14,6,"02/17/2020, 14:00",7th Place
bracket,9th Place Bracket
Oklahoma State,California-Santa Barbara,7,11,"02/17/2020, 14:00",9th Place
California-San Diego,Oklahoma State,8,14,"02/17/2020, 12:30",9th Place Semis
California-Santa Cruz,California-Santa Barbara,6,11,"02/17/2020, 12:30",9th Place Semis
bracket,11th Place
California-San Diego,California-Santa Cruz,9,10,"02/17/2020, 14:00",11th Place
bracket,Championship Bracket
Oregon,Washington,7,15,"02/17/2020, 14:00",Finals
Oregon,Colorado,12,11,"02/17/2020, 12:30",Semi-Finals
Cal Poly-SLO,Washington,7,11,"02/17/2020, 12:30",Semi-Finals
Oregon,Oregon State,12,11,"02/17/2020, 09:30",Quarter-Finals
Colorado,UCLA,10,8,"02/17/2020, 09:30",Quarter-Finals
Cal Poly-SLO,Utah,15,7,"02/17/2020, 09:30",Quarter-Finals
Washington,Stanford,15,2,"02/17/2020, 09:30",Quarter-Finals
California-Santa Cruz,Oregon State,8,13,"02/16/2020, 13:30",Cross-Over
UCLA,California-San Diego,15,6,"02/16/2020, 13:30",Cross-Over
Oklahoma State,Utah,8,11,"02/16/2020, 13:30",Cross-Over
Stanford,California-Santa Barbara,11,7,"02/16/2020, 13:30",Cross-Over
bracket,13th Place Semis 1
Illinois,Southern California,9,12,"02/17/2020, 08:00",13th Place
bracket,13th Place Semis 2
San Diego State,California-Davis,4,14,"02/17/2020, 08:00",13th Place Semis 2
bracket,13th Place Finals
Southern California,San Diego State,15,2,"02/17/2020, 11:00",13th Place Finals
bracket,15th Place Finals
Illinois,California-Davis,7,15,"02/17/2020, 11:00",15th Place Finals
b,r,e,a,k
