Santa Barbara Invite 2020,College - Men ,24,1,2020
Santa Barbara,CA,2020-01-24,2020-01-26
https://play.usaultimate.org/events/Santa-Barbara-Invite-2020/schedule/Men/CollegeMen/
Cal Poly-SLO,1
teamInfo,Tucks,"New Orleans, Louisiana",,https://www.facebook.com/TulaneUltimateFrisbee/,https://twitter.com/TUultimate
0,Andrew Lewis
0,Ben Malech
0,Blaise Noble-Schueller
0,Doll Yaaah
0,Jacob Greenhill
0,James Morgan
0,Jesse Katz
0,John Carl Begley
0,Kai Durvasula
0,Kyle Graesser
0,Matthew Testore
0,Michael Molaison
0,Miles Mukamal
0,Ryan Reynolds
4,Jonah Golder
7,Eli Striker
7,Ryan Liberman
9,Samuel Butler
10,Josh Lane
11,Charles Lieberman
18,Jacob Geisberg
20,Jaime Befeler
23,Everest Shapiro
25,Max Lang
27,Abe Passman
29,Edward Moy
31,Jonathan Israel
38,Nicolas Villamil
99,Joshua Eisen
b,r,e,a,k
Utah,16
teamInfo,Zion Curtain,"Salt Lake City, Utah",https://www.zioncurtainultimate.com/,https://www.facebook.com/pages/ZCU-Zion-Curtain-Ultimate/162698807137761,https://twitter.com/zioncurtainulti
0,Zev Gorfinkle
01,Nathan Huff
02,Jace Duennebeil
03,Wiro Wink
04,Kevin Castell
06,Tony Robinson
08,Cole Stenseth
09,Calvin  Jiricko
10,Dylan Keyte
12,Nicholas Peters
13,Branden Frieden
16,Samuel Hoffman
17,Austin Hasbrook
19,Kenneth Goler
21,Nat Evans
22,John Mismash
23,Dane Miller
25,Joey Ginsburg 
27,Simon Greenhalgh
32,Dylan Cox
36,Will Ginsburg
37,Jarom Brandow
41,Harrison Sucher
50,Patrick  Beckett 
51,Alexander Knock
77,Connor Hess
b,r,e,a,k
Brigham Young,2
teamInfo,CHI,"Provo, Utah",http://www.byuchiultimate.com/,https://www.facebook.com/ByuMensUltimate,@BYUCHIUltimate
coaches,Bryce Merrill
01,Taylor Barton
02,Luke Yorgason
04,Devon Terry
05,Austin Rich
06,Clinton James
07,Brody Dobson
08,Sean Connole
10,Braden Eberhard
11,Daniel Pettingill
12,Justin McKeen
13,Joseph Cash
14,Jackson Gardner
16,Shawn Wilkey
18,Logan Clarke
21,Eric Jamison
33,Joseph Merrill
42,Jacob Zundel
43,Jacob Miller
66,Jordan Kerr
73,Jonathan Merrill
b,r,e,a,k
UCLA,7
teamInfo,Smaug,"Los Angeles, California",,https://www.facebook.com/UclaSmaugUltimate,https://twitter.com/uclaultimate
0,Alex Broering
0,Andrew Chen
0,Elias Baker Allen
0,Elliot Shin
0,Evan Patel
0,Ian Geertsen
0,Jack Brewer
0,David Dumas
0,John Campbell
0,Joseph Thian
0,Luca Spycher
0,Nelson Campbell
0,Paul Pfeiffer
0,Reno Wilson
0,Riley Kirkman-Davis
0,Sutton Payne
4,Michael Peng
7,Jakob Kinoy
13,Austin Hwang
14,Derek Vance
15,Bryan  Cloutier
15,Calvin Bird
28,Drew Letvin
44,Bryson Levisay
50,Ram Goli
55,Lorenzo Duvergne
b,r,e,a,k
British Columbia,10
teamInfo,Thunderbirds,"Vancouver, British Columbia CA",,,
0,Colin Herrington
0,Darren Pun
0,Jake Yuen
0,Jesse Watt
0,John Carpenter
0,Abeer Lamba
0,Jordan Zhao
0,Justin Chan
0,Kevin Tong
0,Levi Keay
0,Nicholas Cheng
0,Nicolas Choy
0,Nicolas Sanchez
0,Samuel Micklem
0,Ty Barbieri
1,Karim Jamal
8,Devon Bringeland-Powell
11,Filip Kragl
14,Cole Keffer
21,Trevor McCann
42,Steve Farra
50,Jonah Lee-Ash
86,Yu Chi Lin
99,Vincent Bulloch
b,r,e,a,k
California-San Diego,15
teamInfo,Air Squids,"San Diego, California",,,
0,Christian Pham
0,Stefan Samu
2,Bryce Lozinski
3,Michael Huang
7,Quomel Imani
9,Bernard Suwirjo
10,David Knapp
13,Ethan Li
15,James Kasic
16,Armaan Ali
17,Brennen Mahon
19,Kiran Potula
21,Andrew Muro
37,Wesley Bowen
40,Adam Tran
41,Ethan Khong
41,Lucas Lin
42,Yin Lam Lai
43,Andrew Ma
50,Gaoweiang Dong
53,Daniel Pryke
66,Rio Ureno-Dembar
73,James McGuinness
76,Andrew Shen
78,Krishna Gomatam
80,Jacob Rodriguez
86,Alan  Chen
92,Benjamin Libraty
b,r,e,a,k
Case Western Reserve,18
teamInfo,Fighting Gobies[A],"Cleveland, Ohio",modules/common/ultimate.case.edu,https://www.facebook.com/GobyWarriors/,https://twitter.com/fightinggobiesm
0,Dmitriy Estrin
2,Zach Sedor
3,David Casente
4,James Kennelly
5,Bryan Dunbar
8,Kunal Rath
9,Eli Gottlieb
10,Evan Haug
10,Benjamin Zhang
11,Brian Lin
12,Nathan Maslowski
13,Mason Jester
15,Michael O'Brien
20,Kent Taylor
21,Ben Alexander
24,Pete Digre
31,Jacob Warmath
33,Ethan Liaw
35,Jarrell Imamura
51,Andrew Thompson
72,Nick Longo
73,Adam Cox
77,Will Oltjen 
78,Glenn Matamoros
81,Mark Fertal
99,Daniel Estrin
b,r,e,a,k
Washington,3
teamInfo,Sundodgers,"Seattle, Washington",http://washingtonultimate.org/,https://www.facebook.com/uwultimate,https://twitter.com/sundodgers
1,Manuel Eckert
2,Sam Cook
3,Dante Lopez-Escarez
5,Jakob Steen
6,Robert Crist
7,Gabe Port
8,Nathaniel Wipfler
9,Spencer Lofink
10,Porter Jones
11,Kevin Tellez
12,Tony Venneri
13,Jasper Dean
15,Derek Mourad
16,Kenny Tong
17,Will Simms
18,Matthew Liu
20,Dhruv Chintalapati
21,Lucas Chen
22,Owen Boram
24,Jacob Cohen
27,Peter Johnson
29,Michael Buyco
30,Nels Schimek
34,Elias Baldwin
47,Dana Baker
52,Soren Dahl
73,Chackgarin Brown
77,Nicolas Leitmann-Niimi
b,r,e,a,k
Colorado State University,6
teamInfo,Hibida,"Fort Collins, Colorado",https://csurec.colostate.edu/sport-clubs/ultimate-mens/,https://www.facebook.com/csumensultimate/,https://twitter.com/csuhibida?lang=es
01,Nick Banks
02,Dylan Latham McGraw
03,John Miller
04,Mo Scott
06,Jens Suhr
07,Will McDonald
08,Jonathan Olavarria
12,Linus Mallett
13,Alfredo Macha
20,Sean Peskin
22,Jonathan Steiner
25,Ted Dhanens
27,Wesley Poole
28,Owen Camp
29,Sam Goldstein
33,Ren Pretkelis
34,Keaton Schreiber
43,Tucker Martin
65,Trevor Isaacson
77,Joel Cavaliere
82,Davis Lenz
94,Hayden McAdoo
b,r,e,a,k
Santa Clara,19
teamInfo,SCAB,"Santa Clara, California",https://www.scabultimate.com/,,https://twitter.com/SCABUltiFris
3,Benjamin Rupp
02,Andy Bredar
05,Peyton Clark
09,Simon Senter
10,Austin Hartman
11,Sam Weinstein
12,Michael Fodor
14,Keaton Viadro
14,Tyler Rudee
15,Nikolaus Elsaesser
16,Ian Watts
20,Devan Hollar
22,Timothy Sheehan
24,Nicholas Farren
25,Grant Wolff
28,Zachary Heffron
29,Travis Vickers
34,George Kouretas
40,Jackson Tseng
41,Declan Bernal
42,John Lunt
43,Kevin Shea
44,Jonathan Bowers
80,Thomas Baldwin
98,William Bennett
99,Zachary Harvey
b,r,e,a,k
Western Washington,14
teamInfo,DIRT,"Seattle, Washington",,,
coaches,Kelly Johnson
1,Maxwell Busch
2,Amanze Oleru
3,Paul Goins
4,Ruben Keane
7,Jerry Chen
10,Nico Cappella
11,Niko Butt
12,Curren Hamlet
13,Graham Manson
15,Lam Black
24,Daniel Mah
27,Cameron Houghton
28,Tim Klacik
31,Josh McNamara
33,Quinn Edgerton
38,Jacob Helfrich
50,Spencer Land
54,Owen Donnelly
55,Morgan Higgins
58,Rowan Reed
58,Finn O'Hea
63,Victor Ramirez
80,Liam Bateman
99,Eric Folsom
b,r,e,a,k
California-Santa Barbara,11
teamInfo,Black Tide,"Santa Barbara, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
0,Aaron Parker 
0,Jonathan Vo
2,Stefan Crigler
3,Isaac Hsu
8,Ryan Ridenour
9,Erik Bedrosian
10,Lorenzo Yabut
11,Calvin Dougher
13,Ralph Martini
15,Brice Redmond
17,Robert Odum
19,Liam Ereneta
21,Jason Zeidman
22,Manu Kondapaneni
22,Duncan Brin
23,Grayson Arensdorf
23,Patrick Godfrey
27,Ryan Barry
32,Ryan Oswalt
37,Kyle Johnson
43,Xavier Prochaska
55,Christian Go
77,Charlie Rous
b,r,e,a,k
California,4
teamInfo,California-Berkeley,"Berkeley, California",,https://www.facebook.com/CalMensUltimate/,https://twitter.com/CalUGMO
coaches,Daniel Silverstein
0,Gavin May
2,Winston Tran
3,Mason Chupka
4,Rafael Castro
6,Kushal Khangaonkar
7,Jules Fogarty
8,Drew Palmer
11,Glenn Wysen
12,Munis Thahir
15,Jacob Bruner
18,Jacob McCurdy
22,Christopher Lung
23,Trevor Aquino
25,Tommy Lin
27,Xavier  Banson
28,Donovan Mierlak
29,Vincent Su
32,Evan Magsig
42,Janssen Tan
59,Liam Kreiss
87,Max Williams
88,Nathaniel Burrill
88,Ryan Lee
b,r,e,a,k
Stanford,13
teamInfo,Stanford Bloodthirsty,"Stanford, California",,https://www.facebook.com/stanfordbloodthirsty/,https://twitter.com/stanfordblood
coaches,Justin Moore
0,Angel Ortiz
0,Baker Sharp
0,Cameron Kilpatrick
0,Charlie Shors
0,Cody Cook
0,Colin Grant
0,Isandro Malik
0,Jefferson Pruett
0,Jonathan Victorino
0,Juan Carlos Meave Ojeda
0,Langston Nashold
0,Matan Abrams
0,Prithvi Krishnarao
0,Sean Sewell
0,Simon Covington
10,Phillip Cathers
11,Nicolas Rodriguez
16,Sergio Licon
17,James Reed
22,David Mondry
24,Kevin Tien
25,Ri Chen
32,Ryan Ressmeyer
33,Nicholas Hirning
34,Toby Frager
38,John Kulikowski
99,Sam Masling
b,r,e,a,k
Northwestern,12
teamInfo,NUT,"Evanston, Illinois",https://www.nutultimate.com,https://www.facebook.com/NUTUltimate,https://twitter.com/NUTUltimate
coaches,Max Moore
0,Christopher Lee
0,Dhruv Mehra
0,Andrew Kindseth
0,Jack Wheeler
0,Nick Manting
0,Riley Lonsdale
0,Sam Jonas
0,Wyatt DeYoung
1,Benjamin Girard
5,Raul Rosenfeld
7,Keith Bohrer
10,Kevin Zhang
15,Kenneth Allen
17,Wilson Sprague
17,Andrew Patel
20,Jordan Parry
23,Eric Hochberger
24,Zaddeen Benaissa
32,Kenneth Xuan
33,Micah Thompkins
88,Jason Paul
88,John Surprenant
96,George Irving
b,r,e,a,k
Victoria,5
teamInfo,Vikes,"Victoria, British Columbia CA",modules/common/www.uvicultimate.com,https://www.facebook.com/UVictimUltimate,https://twitter.com/uvictimultimate
3,Duncan Armstrong
4,Dawson Pasin
9,Evan Reynolds
05,Adrian Chow
10,Kyle Flewelling
11,Andrew Liao
12,Max Peiffer
13,Kiran Saulnier
14,Jeff Koyama
18,Matthew Kadota
19,Casey Skrepneck
21,Keith Kirchner
22,Jonah Thiele
25,Jozef Gaber
26,Joel Lepper
29,Kurtis Manke
31,Keegan Freeland
34,Sean Bennett
35,David Shaw
40,Jordan Atchison
51,Justin Pettenuzzo
52,Bowen Drzymala-Bokitch
53,Benjamin Savage
55,Scott Spanier
b,r,e,a,k
Connecticut,20
teamInfo,UConn Huskies,"Storrs, Connecticut",,,https://twitter.com/UConnGrind
0,Ben Gousse
0,Calvin Wardle
0,Carson Fitzner
0,Connor Blodgett
0,Daniel Manger
0,Jackson Hillner
0,James Siuta
0,Aidan Chariton
0,Ryan O'Connor
0,Timothy Rizzo
0,Troy Hart
3,Aaron  Beams
7,Clayton Duffy
11,Albert Ackerson
21,Tal Niv
21,Jeremy Bernier
33,Seth Fortin
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday
pool,Pool A
Cal Poly-SLO,Tulane,13,6,"01/25/2020, 08:00",Pool A,Final
Southern California,Utah,9,13,"01/25/2020, 08:00",Pool A,Final
Cal Poly-SLO,Southern California,13,3,"01/25/2020, 09:45",Pool A,Final
Dartmouth,Utah,13,10,"01/25/2020, 09:45",Pool A,Final
Utah,Tulane,11,13,"01/25/2020, 11:30",Pool A,Final
Dartmouth,Southern California,13,6,"01/25/2020, 11:30",Pool A,Final
Cal Poly-SLO,Utah,13,6,"01/25/2020, 13:15",Pool A,Final
Dartmouth,Tulane,11,10,"01/25/2020, 13:15",Pool A,Final
Cal Poly-SLO,Dartmouth,13,8,"01/25/2020, 15:00",Pool A,Final
Southern California,Tulane,13,10,"01/25/2020, 15:00",Pool A,Final
pool,Pool B
Brigham Young,Case Western Reserve,13,10,"01/25/2020, 08:00",Pool B,Final
British Columbia,California-San Diego,13,7,"01/25/2020, 08:00",Pool B,Final
Brigham Young,British Columbia,13,10,"01/25/2020, 09:45",Pool B,Final
UCLA,California-San Diego,12,11,"01/25/2020, 09:45",Pool B,Final
California-San Diego,Case Western Reserve,13,8,"01/25/2020, 11:30",Pool B,Final
UCLA,British Columbia,13,11,"01/25/2020, 11:30",Pool B,Final
Brigham Young,California-San Diego,13,8,"01/25/2020, 13:15",Pool B,Final
UCLA,Case Western Reserve,13,7,"01/25/2020, 13:15",Pool B,Final
Brigham Young,UCLA,13,7,"01/25/2020, 15:00",Pool B,Final
British Columbia,Case Western Reserve,15,13,"01/25/2020, 15:00",Pool B,Final
pool,Pool C
Washington,Santa Clara,13,1,"01/25/2020, 08:00",Pool C,Final
California-Santa Barbara,Western Washington,11,12,"01/25/2020, 08:00",Pool C,Final
Washington,California-Santa Barbara,13,5,"01/25/2020, 09:45",Pool C,Final
Colorado State University,Western Washington,13,12,"01/25/2020, 09:45",Pool C,Final
Western Washington,Santa Clara,8,9,"01/25/2020, 11:30",Pool C,Final
Colorado State University,California-Santa Barbara,13,9,"01/25/2020, 11:30",Pool C,Final
Washington,Western Washington,13,3,"01/25/2020, 13:15",Pool C,Final
Colorado State University,Santa Clara,13,8,"01/25/2020, 13:15",Pool C,Final
Washington,Colorado State University,13,7,"01/25/2020, 15:00",Pool C,Final
California-Santa Barbara,Santa Clara,10,12,"01/25/2020, 15:00",Pool C,Final
pool,Pool D
California,Connecticut,13,5,"01/25/2020, 08:00",Pool D,Final
Northwestern,Stanford,10,13,"01/25/2020, 08:00",Pool D,Final
California,Northwestern,12,9,"01/25/2020, 09:45",Pool D,Final
Victoria,Stanford,10,13,"01/25/2020, 09:45",Pool D,Final
Stanford,Connecticut,13,9,"01/25/2020, 11:30",Pool D,Final
Victoria,Northwestern,10,13,"01/25/2020, 11:30",Pool D,Final
California,Stanford,13,8,"01/25/2020, 13:15",Pool D,Final
Victoria,Connecticut,12,10,"01/25/2020, 13:15",Pool D,Final
California,Victoria,13,10,"01/25/2020, 15:00",Pool D,Final
Northwestern,Connecticut,13,7,"01/25/2020, 15:00",Pool D,Final
b,r,e,a,k
brackets,Sunday
bracket,Championship
Cal Poly-SLO,Washington,11,13,"01/26/2020, 13:15",FINALS,Final
Cal Poly-SLO,California,13,8,"01/26/2020, 11:30",Semis,Final
UCLA,Washington,5,13,"01/26/2020, 11:30",Semis,Final
Cal Poly-SLO,British Columbia,12,10,"01/26/2020, 09:45",Quarters,Final
California,Colorado State University,13,11,"01/26/2020, 09:45",Quarters,Final
Washington,Utah,13,5,"01/26/2020, 09:45",Quarters,Final
UCLA,Dartmouth,13,9,"01/26/2020, 09:45",Quarters,Final
British Columbia,Santa Clara,13,9,"01/26/2020, 08:00",Prequarters,Final
Colorado State University,California-San Diego,13,7,"01/26/2020, 08:00",Prequarters,Final
Stanford,Utah,9,12,"01/26/2020, 08:00",Prequarters,Final
Dartmouth,Northwestern,13,9,"01/26/2020, 08:00",Prequarters,Final
bracket,9th
California-San Diego,Santa Clara,12,5,"01/26/2020, 11:30",9th,Final
Stanford,California-San Diego,8,9,"01/26/2020, 09:45",Prequarters Defeat,Final
Northwestern,Santa Clara,10,11,"01/26/2020, 09:45",Prequarters Defeat,Final
bracket,11th
Northwestern,Stanford,12,8,"01/26/2020, 11:30",11th,Final
bracket,5th
Utah,Colorado State University,6,13,"01/26/2020, 13:15",5th,Final
Utah,Dartmouth,13,8,"01/26/2020, 11:30",Quarters Defeat,Final
Colorado State University,British Columbia,13,12,"01/26/2020, 11:30",Quarters Defeat,Final
bracket,7th
British Columbia,Dartmouth,13,9,"01/26/2020, 13:15",7th,Final
bracket,3rd
California,UCLA,11,12,"01/26/2020, 13:15",3rd,Final
bracket,Consolation - Reseeded 4s
Victoria,Western Washington,6,13,"01/26/2020, 09:45",13th,Final
Southern California,Victoria,9,13,"01/26/2020, 08:00",Reseeded 4s,Final
Case Western Reserve,Western Washington,8,11,"01/26/2020, 08:00",Reseeded 4s,Final
bracket,15th
Case Western Reserve,Southern California,11,9,"01/26/2020, 11:30",15th,Final
b,r,e,a,k
brackets,Friday Night
bracket,BYU v UCSB
Brigham Young,California-Santa Barbara,13,9,"01/24/2020, 18:00",BYU v UCSB,Final
bracket,BYU v Cal Poly SLO
Brigham Young,Cal Poly-SLO,13,10,"01/24/2020, 19:30",BYU v Cal Poly SLO,Final
b,r,e,a,k
pools,Sunday Pool Z
pool,Pool E
Tulane,Connecticut,13,10,"01/26/2020, 08:00",Pool E,Final
California-Santa Barbara,Connecticut,13,7,"01/26/2020, 09:45",Pool E,Final
California-Santa Barbara,Tulane,13,11,"01/26/2020, 11:30",Pool E,Final
b,r,e,a,k
