Southwest D-I College Women's Regionals,College - Women ,26,4,2025
Bakersfield,CA,2025-04-26,2025-04-27
https://play.usaultimate.org/events/Southwest-D-I-College-Womens-Regionals-2025/schedule/Women/CollegeWomen/
Stanford,1
07,Elizabeth Saunders
08,Paige Gonzales
09,Komal Kackar 
10,Allison Huang
10,Shijia Liu
12,Amelie Nah
13,Stella Dziedzic
14,Melody Li
17,Araiza Soto
18,Mary Muir
20,Preyashi Poddar
21,Raquelle Hendrix
22,Delilah Masket
26,Annamarie Ellazar
27,Arabella Pearson
29,Mack Mallon
41,Natalie So
44,Makenna Harding-Davis
57,Amanda Wilson
64,Charlotte Dixon
73,Tanvi Shankar
88,Caroline Yim
90,Tang-Hung Yao
99,Aiyanna Co
b,r,e,a,k
Arizona State,15
teamInfo,Caliente,"Tempe, Arizona",https://calienteultimate.wordpress.com/,https://www.facebook.com/ASUWomensUltimateCaliente,https://twitter.com/CalienteASU
1,Kailee Galassi
3,Ella Zeiders
8,Sophia Zaenglein
9,Paige Myos
10,Megan Kirchhardt
11,Sydney Johnson
15,Lauren Taylor
16,McKenzie Woodhead
18,Isabella Melton
19,Melanie Giedt
23,Miriam Hoyos Martinez
24,Sriya Sridhar
31,Sayaka Noya
32,Isabella Lenz
33,Els Shepard
36,Anna Fiore
37,Elleythea Smith
57,Neerja Gohil
63,Norah Jerinic-Brodeur
65,Ashley Hummel
69,Cam  Bauman
78,Iscent George
b,r,e,a,k
Cal Poly-SLO,3
teamInfo,SLO Motion,"San Luis Obispo, California",https://cpslomotion.wixsite.com/home,https://www.facebook.com/cpslomotion,https://twitter.com/cpslomotion?lang=en
02,Madelyn Cruz
03,Megan Wong
05,Brooke Nishida
06,Molly Middlebrook
07,Mackenzie Bice
09,Mary Jane Hartman
10,Zoe klement
11,Nora Snyder
12,Poppy DeArmond-MacLeod
13,Sydney Alexander
15,Corrina  Blakemore
16,Hanna Lee
19,Tucker Donahue
22,Cece Hildreth
23,Margo Donahue
25,Katherine Jackson
26,Molly Sandler
28,Charis Gray
29,Louisa Rudo
33,Stella Romeo
35,Ella Blaney
50,Lia Romeo
64,Bryn Harper
88,Lauren  Sprague
99,Sofia Daniels
b,r,e,a,k
California-San Diego,5
teamInfo,UCSD D-Co Womxn's Ultimate,"San Diego , California",http://www.psychoultimate.com/,https://www.facebook.com/pg/dragoncoultimate/about/?ref=page_internal,@d_co_ultimate
coaches,Samantha Wool
0,Adele Motamedi
0,Beliz Akbulut
0,Margot Nissen
0,Sanam Rozycki-Shah
0,Yun Han
5,Emiko Shiota
8,Samantha  Medina
12,Nicole Moran
13,Emma  Toussaint
14,Dylan Mullaney
15,Audrey Schneider
16,Antonia Thommes
22,Jessie Finkelor
25,Sophia Fitch
28,Parissa Teli
31,Cassidy Morgan
38,Abigail Shilts
44,Kezha Neale-Sacks
47,Tori Gray
47,Josefina O'Toole
48,Teaghan Lynch
56,Yariel Perkins
63,Mars Bau
67,Kaitlyn Straight
76,Ananya Shaligram
95,Annika Ross
97,Danielle  Weatherwax
b,r,e,a,k
Grand Canyon,12
teamInfo,FalLopes,"Phoenix, Arizona",,,
1,Sage Ketter
3,Abagail Fleming
4,Anika Freshour
5,Annabelle Burgett
7,Melody Stablein
11,Phoebe Roussin
12,Keira Krenz
13,Eden Alioto
15,Ariahna Thomas
16,Myla Pryor
19,Chloe Brandow
20,Chloe Rodriguez
21,Annabelle Feather
22,Livia Bisonet
24,Sarah Mullisen
27,Rebeka Chin
28,Guinevere Robinson
29,Kaitlyn Cotter
36,Kaylee Glazier
87,Lindley Webster
b,r,e,a,k
California-San Diego (B),14
teamInfo,UC San Diego Berserk Coalition,"La Jolla, California",https://recreation.ucsd.edu/competitive-sports/teams/w-ultimate/,,
00,Alison Lin
00,Eva York
00,Isabella Zaragoza
00,Kelly Loo
02,Galvin Fickes
04,Bella Ely
09,Skye Baesen
10,Annika Elaine Torres
11,Angela Zhang
16,Violet Oliver
16,Marguerite Church
17,Cate Stone
20,Chelsea Schaf
26,Ariana Zaragoza
27,Xuan Ly
28,Luchenzhi Wang
32,Heidi Galan
33,Leila Jones
35,Matilda Gaddi
36,Kimmi Wang
39,Emma Rourke
42,Liana Kitchel
49,Charlotte Durham
51,Lacey Potter
57,Erin Johnson
60,Sophie Toussaint
66,Riley Liu
69,Ashley Duong
72,Olivia Dance
85,Haley Stringer
87,Bri Conlon
89,Julianna Lawscha
93,MaryClare Kinsella
b,r,e,a,k
California-Santa Barbara,4
teamInfo,Burning Skirts,"Goleta, California",,https://www.facebook.com/BSkirts/,https://twitter.com/BSkirts?lang=en
1,Emaline Alikian
2,Sofia Eden
4,Kailani Latimer
6,Aya Smoot
8,Laura Blume
9,Mikayla Seidler
11,Cora Reese
12,Grace Craig
13,Riley Raker
14,Devin Quinn
16,Kaia Emery
17,Catrina Sada
18,Ella Khoury 
20,Carrie Teichrow
20,Tara Escobar
23,Ariana O'Shea
24,Gabby Wang
30,Olivia Crump
32,Cindy Yang
33,Emma Crump
36,Jillian Fischer
44,Daisy Cuthbert
45,Amelia Whitacre
82,Helen Sweeney
88,Marlaina Lascano
b,r,e,a,k
California,6
teamInfo,Pie Queens,"Berkeley, California",http://www.piequeens.org,https://www.facebook.com/piequeensultimate,https://www.twitter.com/piequeens
coaches,Sarah VonDoepp
03,Maia Tu
04,Fiona McCormick
05,Virginia Brogan
08,Simone Ong
09,Josephine McCartney
10,Olivia Kim
11,Anoushka Chitnis
12,Amy Weiss
13,Caledonia Krieger
14,Carolynn Brooks
16,Katryn Heine
17,Michelle Moshkovoy
19,Lena Sundin
22,Evalie Rehor
24,Carmen Joines
31,Malin Johansson
32,Cassidy Bruner
36,Lianna  van Hout
37,Leah Cederborg
42,Lily ZoBell Kriege
55,Tess Campion
77,Danika Lee Heaney
b,r,e,a,k
Santa Clara,11
teamInfo,Santa Clara RAGE,"Santa Clara, California",,,
00,Amelia Koenig
00,Angel Chiang
00,Anna Keenan
00,Diana Huang
00,Ella Morey
00,Emily  Asperger
00,Hannah Ziesche 
00,Hannah Johnson
00,Katheryne Boardman
00,Lili Delaney
00,Maddy Burns
00,Nina Huaracayo
00,Olivia Vidal
00,Rosalie Wessels
00,Sarah Green
00,Shea Mulqueeney
00,Sophie Jacqmotte Parks
16,Kayleigh Vu
b,r,e,a,k
San Diego State,13
teamInfo,SDSU Gnomes,"San Diego, California",http://arc.sdsu.edu/womens_frisbee/,https://www.facebook.com/sdsugnomes,https://twitter.com/sdsuGNOMES
01,Caroline Allen
02,Nelly Arreaga
06,Sophia Guerrero
07,Melodi  Abasta
08,Zoe Jeziorski
09,Olivia Heumann
10,Parker Velazquez
11,Leiah Martinez
12,Phoebe Roberts 
13,Eden Cahill
15,Emily Travers
16,Emma Guerrero
17,Delaney Nelson
18,Meagan Freeman
19,Noelle Sexton
21,Meredith Serrano
22,Sarina Shah
24,Jenna Mansfield
25,Ella Tamas King
26,Genevieve Mousseau
28,Yuxi Chen
35,Jessica Courtney
36,Sadie Reiter
50,Stella Honda
55,Emily Wade
57,Xin Xuan Ng
88,Brianna Markson
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Stanford,Cal Poly-SLO (B),15,1,"04/26/2025, 09:00",Pool A,Final
California-Davis,California-Irvine,15,3,"04/26/2025, 09:00",Pool A,Final
Stanford,California-Davis,14,12,"04/26/2025, 11:00",Pool A,Final
California-Irvine,Cal Poly-SLO (B),15,7,"04/26/2025, 11:00",Pool A,Final
pool,Pool B
California-Santa Cruz,Arizona State,15,3,"04/26/2025, 09:00",Pool B,Final
Southern California,UCLA,12,14,"04/26/2025, 09:00",Pool B,Final
California-Santa Cruz,UCLA,15,9,"04/26/2025, 11:00",Pool B,Final
Southern California,Arizona State,15,11,"04/26/2025, 11:00",Pool B,Final
pool,Pool C
Cal Poly-SLO,California-San Diego (B),15,3,"04/26/2025, 09:00",Pool C,Final
California-San Diego,Grand Canyon,15,1,"04/26/2025, 09:00",Pool C,Final
Cal Poly-SLO,California-San Diego,13,12,"04/26/2025, 11:00",Pool C,Final
Grand Canyon,California-San Diego (B),13,9,"04/26/2025, 11:00",Pool C,Final
pool,Pool D
California-Santa Barbara,San Diego State,15,3,"04/26/2025, 09:00",Pool D,Final
California,Santa Clara,15,11,"04/26/2025, 09:00",Pool D,Final
California-Santa Barbara,California,15,5,"04/26/2025, 11:00",Pool D,Final
Santa Clara,San Diego State,13,10,"04/26/2025, 11:00",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,First Place
California-Santa Barbara,Cal Poly-SLO,15,10,"04/27/2025, 11:00",First Place Finals,Final
Stanford,California-Santa Barbara,12,14,"04/26/2025, 15:00",First Place Semis,Final
Cal Poly-SLO,California-Santa Cruz,13,10,"04/26/2025, 15:00",First Place Semis,Final
Stanford,UCLA,15,6,"04/26/2025, 13:00",First Place Quarters,Final
California-San Diego,California-Santa Barbara,13,15,"04/26/2025, 13:00",First Place Quarters,Final
Cal Poly-SLO,California,13,8,"04/26/2025, 13:00",First Place Quarters,Final
California-Davis,California-Santa Cruz,10,14,"04/26/2025, 13:00",First Place Quarters,Final
bracket,Second Place
Cal Poly-SLO,Stanford,10,11,"04/27/2025, 13:00",Second Place Finals,Final
California-San Diego,Stanford,10,12,"04/27/2025, 11:00",Second Place Semis,Final
California-Santa Cruz,California-San Diego,12,14,"04/27/2025, 09:00",Second Place Quarters,Final
California-Davis,Stanford,11,12,"04/27/2025, 09:00",Second Place Quarters,Final
UCLA,California-San Diego,10,15,"04/26/2025, 15:00",Second Place Prequarters,Final
California,California-Davis,9,10,"04/26/2025, 15:00",Second Place Prequarters,Final
bracket,Fourth Place
California-San Diego,California-Santa Cruz,15,7,"04/27/2025, 13:00",Fourth Place Finals,Final
California-Santa Cruz,California-Davis,9,8,"04/27/2025, 11:00",Fourth Place Semis,Final
bracket,Sixth Place (Game to Go)
California-Davis,Southern California,15,4,"04/27/2025, 13:00",Sixth Place Finals (Game To Go),Final
UCLA,Southern California,12,15,"04/27/2025, 11:00",Sixth Place Semis,Final
UCLA,Santa Clara,15,7,"04/27/2025, 09:00",Sixth Place Quarters,Final
Southern California,California,12,9,"04/27/2025, 09:00",Sixth Place Quarters,Final
Arizona State,Santa Clara,6,15,"04/26/2025, 15:00",Sixth Place Prequarters,Final
Grand Canyon,Southern California,10,15,"04/26/2025, 15:00",Sixth Place Prequarters,Final
California-Irvine,Arizona State,12,14,"04/26/2025, 13:00",Sixth Place Qualifiers,Final
California-San Diego (B),Santa Clara,4,14,"04/26/2025, 13:00",Sixth Place Qualifiers,Final
Grand Canyon,San Diego State,13,8,"04/26/2025, 13:00",Sixth Place Qualifiers,Final
Cal Poly-SLO (B),Southern California,6,15,"04/26/2025, 13:00",Sixth Place Qualifiers,Final
bracket,Eighth Place
UCLA,California,13,12,"04/27/2025, 13:00",Eighth Place Finals,Final
Santa Clara,California,8,15,"04/27/2025, 11:00",Eighth Place Semis,Final
bracket,Tenth Place
Santa Clara,Grand Canyon,13,10,"04/27/2025, 13:00",Tenth Place Finals,Final
Arizona State,Grand Canyon,9,11,"04/27/2025, 11:00",Tenth Place Semis,Final
bracket,Thirteenth Place
California-Irvine,San Diego State,10,8,"04/27/2025, 11:00",Thirteenth Place Finals,Final
California-Irvine,California-San Diego (B),10,8,"04/27/2025, 09:00",Thirteenth Place Semis,Final
San Diego State,Cal Poly-SLO (B),14,10,"04/27/2025, 09:00",Thirteenth Place Semis,Final
bracket,Fifteenth Place
California-San Diego (B),Cal Poly-SLO (B),10,6,"04/27/2025, 11:00",Fifteenth Place Finals,Final
b,r,e,a,k
