Santa Barbara Invite 2025,College - Women ,24,1,2025
Goleta,CA,2025-01-24,2025-01-26
https://play.usaultimate.org/events/Santa-Barbara-Invite-2025/schedule/Women/CollegeWomen/
Cal Poly-SLO,16
21,Emily Ma
22,Makenzi Basas Harris
34,Madoka Wowk
35,Amelie Marshall
36,Bryelle Wong
44,Theresa Xiao
49,Yun Hua
70,Miu Shiraiwa
73,Jamie Jung
74,Jun Fu (Michelle) Yang
93,Mika Kurahashi
98,Lauren Szeto-Fung
b,r,e,a,k
Washington,8
teamInfo,Element,"Seattle, Washington",,https://www.facebook.com/ElementUltimate/,https://twitter.com/UWElement
0,Megan Louie
01,Claire Jensen
02,Anna Pettis
03,Kayla Hickey
04,Cindy Nguyen
06,Isabella Pharr
08,Kelly Tam
09,Eden Bogale
10,Michelle Chan
11,Paka Ferrer
12,Lucy Tanner
13,Sophia Palmer
14,Lena Millard-Kish
17,Koume Matsutori
20,Savanna Tucker
21,Caitlin Igel
23,Lily LeDonne
27,Rowan Lymp
28,Amber Lee
31,Ava Day
33,Sonja Lee
57,Sola Truong
73,Chamonix Reynolds
b,r,e,a,k
California-Santa Cruz,12
teamInfo,Sol,"Santa Cruz, California",,,
0,Abigail Barrett
0,Alexandra Lehrer
0,Carmen Morris
0,Goodness Nwakudu
0,Haruna Krumholz
0,Helena Hess
0,Juliette Delany
0,Lexie Buckley
0,Madeline Trilling
0,Makena Johnson
0,Kai Agueros
0,Molly Bingham
0,Paige Jenkins
0,Rachel  Chang
0,Ruby Gholston
0,Ruby Sutherlin Sovern
0,Sienna Weinstein
0,Tara Advani
0,Yael Kaplan
4,Justine Martinez
7,Monica O'Brien Saez
11,Gretchen Berndt
23,Katharina Leitner
24,Grace Bradley
32,Viola Deszily
55,Marley Standard
89,Zane Bird Smith
b,r,e,a,k
California-Davis,13
teamInfo,Rogue,"Davis, California",http://ucdrogueultimate.weebly.com/,https://www.facebook.com/UCDRogue,https://twitter.com/ucdrogue
01,Kennedy Lain
02,Morgan Strong
03,Lucy Mertz
05,Pamela Sacko
08,Sarah Azrin
09,Mackenna Weems
10,Quinlin Schug
11,Caroline Donohew
12,Breana Marin
13,Leah Cole
14,Kasey Zeng
16,Katelyn Mann
17,April Lu
18,Kelly Kankowski
19,Ria Rajput
21,Katie Angstadt-Leto
22,Emily Denio
23,Alina Smutz
24,Amanda Zabriskie
28,Natalie Chueh
33,Emily Chou
77,Mia Emerson
b,r,e,a,k
Carleton College,2
teamInfo,Syzygy,"Northfield, Minnesota",http://carletonsyzygy.weebly.com,https://www.facebook.com/Syzygy-Carleton-Womens-Ultimate-15998745997/,https://twitter.com/SyzygyUltimate
coaches,Louis Burruss
0,Elle Christakos
02,Melba Henley
03,Florence Basile
05,Eliza Barton
06,Audrey Parrott
07,Naomi Fina
08,Jing Jing Munson
09,Clara Gale
10,Kyliah Mcroy
11,Opal Burruss
12,Matilda Pro
13,Shanti Chier
17,Chagall Gelfand
19,Mimi Kniser
22,Pilar Abele
24,Samantha Merritt
25,Eva Fischer
27,Nomi Zeidenberg
37,Audrey Goeddeke
49,Madeline Kallin
98,Mia Beeman-Weber
b,r,e,a,k
California-San Diego,7
teamInfo,UCSD D-Co Womxn's Ultimate,"San Diego , California",http://www.psychoultimate.com/,https://www.facebook.com/pg/dragoncoultimate/about/?ref=page_internal,@d_co_ultimate
coaches,Samantha Wool
0,Adele Motamedi
0,Beliz Akbulut
0,Margot Nissen
0,Sanam Rozycki-Shah
0,Yun Han
5,Emiko Shiota
8,Samantha  Medina
12,Nicole Moran
13,Emma  Toussaint
14,Dylan Mullaney
22,Jessie Finkelor
25,Sophia Fitch
28,Parissa Teli
31,Cassidy Morgan
38,Abigail Shilts
44,Kezha Neale-Sacks
47,Josefina O'Toole
47,Tori Gray
48,Teaghan Lynch
56,Yariel Perkins
63,Mars Bau
67,Kaitlyn Straight
76,Ananya Shaligram
95,Annika Ross
97,Danielle  Weatherwax
b,r,e,a,k
UCLA,14
teamInfo,BLU,"Los Angeles, California",http://uclaclubsports.com/index.aspx?path=wuf,https://www.facebook.com/UCLABLU,https://www.twitter.com/blultimate
coaches,Cheryl Prideaux,Tiffanie Gallo
2,Sabrina Belkin
3,Willa Campion
4,Grace Loia-Lopez
6,Zoe Saxer
7,Ziyun Wang
10,Minoo Bastani
11,Lise Tucker
12,Julia Kamm
15,Leah Wildmann
17,Zhiyue Jiang
18,Kasey Parks
20,Sylvia Ng
21,Natalie Min
32,Mya Mitchell
34,Louise Goldman
37,Erina Sam
47,Charlotte Kurre O'Heaney
48,Anneliese Phillips
95,Isabelle Germain
b,r,e,a,k
Utah,15
teamInfo,Spiral Jetty Ultimate,"Salt Lake City, Utah",spiraljettyultimate.weebly.com/,https://www.facebook.com/pages/Spiral-Jetty-Ultimate/113676238733086,@spiraljettyulti
0,Eleanor Wachtel
0,Elise Francis
0,Emily Dalley
0,Jane Putnam
0,Jasmine Bowman
0,Kathryn Lawrence
0,Lily Terpstra
0,Lucy Leary
0,Madison Lodico
0,Maisie Prendergast
0,Mary Francis
0,Mazzy Snow
0,Megan Blommel
0,Sadie Cutler
0,Spencer Ewing
0,Sydney Fingerhut
0,Abigail Tauraa
0,Allie Richards
27,Carly Atwell
b,r,e,a,k
Stanford,3
teamInfo,Superfly,"Stanford, California",http://ultimate.stanford.edu,https://facebook.com/superflyulti,https://twitter.com/SuperflyUlti
coaches,Robin Davis,Shayla Harris
0,Anika Quon
0,Devy Weir
0,Hallie Schiffman
0,Isabella Walsh
0,Lea Wang-Tomic
0,Lillen Montague-Alamin
0,Nicole Lambert
0,Nora Knudsen
0,Patricia Tran
0,Rachel Lit
0,Ruby Gates
0,Sage McGinley-Smith
0,Shaili Mathur
0,Tsz Yan Yip
1,Dora McCotter-Hulett
5,Esther Filipek
7,Brianna Johnson
7,Heather Szczesniak
16,Anna Fisher Lopez
22,Amelia Hawkins
43,Harper Baer
b,r,e,a,k
Victoria,10
teamInfo,Vikes,"Victoria, British Columbia CA",,https://www.facebook.com/UVicWomensUltimate,https://twitter.com/uvicwultimate
0,Calla Grafton-Freeze
0,Claire Bates
0,Ericka Edgell
0,Erin An
0,Georgia  Smith
0,Jaime Ovstaas
0,Kaja Pedersen
0,Kate Campbell
0,Lana  Li
0,Anabelle Traub
0,Arabella Brudney
0,Breanna Roussin
0,Leah Demsey
0,Lucy Robertson
0,Mackenzie Dawson
0,Madeline  Shimoda 
0,Natasha Phavongkham
0,Steffi Mo
0,Taylor Betonte
7,Mari Nielsen
9,Leah Fulton
19,Brynn Freeland
22,Caila Brittain
36,Larkin Allan
55,Taryn Webster
b,r,e,a,k
Colorado,4
teamInfo,Quandary,"Boulder, Colorado",,https://www.facebook.com/ColoradoWomensUltimate,https://twitter.com/quandaryult
coaches,Veronica Eder,Cassandra Swafford
0,Leyla Williams
02,Eliana Weinstein
03,Simone Pierotti
04,Ellie  Kenney 
07,Emma Williams
08,Clil Phillips
09,Nicole Sheerin
10,Madelyn Schmidt
11,Julia Treusein
12,Taylor Smith
13,Faye Burdick
15,Reegan Ketzenberger
16,Fiona Cashin
17,Jada Abdalati
18,Emma Smith
21,Nora Graham
27,Sarah Laughlin
38,Campbell O'Neal
48,Jamilah Toure
58,Liana Bradley
59,Rose Bransford
73,Corinne Kloss
77,Emma Williamson
b,r,e,a,k
Oregon,5
teamInfo,Fugue,"Eugene, Oregon",http://oregonfugue.weebly.com/,https://www.facebook.com/Fugueultimate/,https://twitter.com/OregonFugue
coaches,Katherine Wilson,Morgan Zajonc,Angela Lin
0,Chloe Isaacman
0,Molly Talbot
1,Isabella Harker
2,Acacia Hahn
3,Shea Lily Whelan
4,Lily Ellsworth Yow
6,Jeannie Feng
7,Zoey Hughes
8,Syris Linkfield
9,Becca Weinberg
10,Nghia Warren
11,Mara Hindery-Glasinovic
12,Cecilia Seldera-Bahnson
13,Anna Carlson
17,Keira Lanegraff
18,Bee Marquiss
19,Evelyn Wagner
21,Samaya Madrone
22,Elizabeth Nelson
23,Brielle Ramsdal
24,Erin MacMiller
32,Kallie Hansel-Tennes
55,Sophie Mullaney
69,June Ellsworth Yow
72,Ezra Weybright
73,Eli Donohue
88,Jessie Lew
92,Michiko Ishii-Magnant
b,r,e,a,k
Pennsylvania,9
teamInfo,Venus,"Philadelphia, Pennsylvania",https://sites.google.com/view/venus-penn-ultimate/home?authuser=1,https://www.facebook.com/VenusUltimate,https://twitter.com/venusultimate
coaches,Jackson Dolan
04,Sylvia Erdely
07,Anna Kasper
09,Athulya Siju
12,Sravya Dandamudi
18,Poppy Wagner
19,Grace Maroon
21,Laura Brodkey
22,Morgan West
24,Jianwei Li
25,Abigail Smith
30,Lara Lancaster
32,Chaily Derecskey
33,McKenna Parker
34,Madeline Scott
38,Phoenix Hart
45,Ava Barish
b,r,e,a,k
s,t,a,g,e,s
pools,Friday Showcase Games
pool,Showcase Pool
California-Santa Barbara,Brigham Young,9,8,"01/24/2025, 19:00",Showcase Pool,Final
Cal Poly-SLO,Brigham Young,10,7,"01/24/2025, 20:30",Showcase Pool,Final
b,r,e,a,k
pools,Pool Play
pool,Pool A
British Columbia,California-Davis,13,5,"01/25/2025, 12:20",Pool A,Final
Washington,California-Santa Cruz,13,11,"01/25/2025, 12:20",Pool A,Final
British Columbia,Washington,13,7,"01/25/2025, 14:00",Pool A,Final
California-Santa Cruz,California-Davis,10,9,"01/25/2025, 14:00",Pool A,Final
pool,Pool B
Carleton College,UCLA,13,5,"01/25/2025, 09:00",Pool B,Final
California-San Diego,Brigham Young,12,9,"01/25/2025, 09:00",Pool B,Final
Carleton College,California-San Diego,12,8,"01/25/2025, 10:40",Pool B,Final
Brigham Young,UCLA,11,6,"01/25/2025, 10:40",Pool B,Final
pool,Pool C
Stanford,Utah,5,13,"01/25/2025, 09:00",Pool C,Final
California-Santa Barbara,Victoria,11,8,"01/25/2025, 09:00",Pool C,Final
Stanford,Victoria,11,9,"01/25/2025, 10:40",Pool C,Final
California-Santa Barbara,Utah,8,6,"01/25/2025, 10:40",Pool C,Final
pool,Pool D
Colorado,Cal Poly-SLO,11,8,"01/25/2025, 12:20",Pool D,Final
Oregon,Pennsylvania,13,6,"01/25/2025, 12:20",Pool D,Final
Colorado,Oregon,12,11,"01/25/2025, 14:00",Pool D,Final
Pennsylvania,Cal Poly-SLO,6,7,"01/25/2025, 14:00",Pool D,Final
b,r,e,a,k
brackets,Bracket
bracket,Championship Bracket
British Columbia,Colorado,0,0,"01/26/2025, 10:40",Semis,Scheduled
Cal Poly-SLO,Carleton College,8,12,"01/26/2025, 09:00",Quarters,Final
Oregon,California-Santa Barbara,0,0,"01/26/2025, 09:00",Quarters,Scheduled
California-San Diego,British Columbia,9,12,"01/26/2025, 09:00",Quarters,Final
Utah,Colorado,6,9,"01/26/2025, 09:00",Quarters,Final
Washington,Cal Poly-SLO,10,11,"01/25/2025, 15:40",Pre-Quarters,Final
California-Santa Cruz,Oregon,11,13,"01/25/2025, 15:40",Pre-Quarters,Final
California-San Diego,Stanford,11,10,"01/25/2025, 15:40",Pre-Quarters,Final
UCLA,Utah,5,11,"01/25/2025, 15:40",Pre-Quarters,Final
bracket,3rd place 
bracket,5th place
Cal Poly-SLO,Utah,0,0,"01/26/2020, 10:40",5th semis,Scheduled
bracket,7th place bracket
bracket,9th bracket
Washington,UCLA,0,0,"01/26/2020, 13:20",9th semis,Scheduled
California-Santa Cruz,Stanford,0,0,"01/26/2020, 13:20",9th semis,Scheduled
bracket,11th place
b,r,e,a,k
pools,Consolation
pool,Pool E
Brigham Young,Victoria,11,8,"01/25/2025, 12:20",Pool E,Final
California-Davis,Brigham Young,6,7,"01/25/2025, 15:40",Pool E,Final
California-Davis,Pennsylvania,6,7,"01/26/2025, 09:00",Pool E,Final
California-Davis,Victoria,0,0,"01/26/2025, 10:40",Pool E,Scheduled
Victoria,Pennsylvania,0,0,"01/26/2025, 14:30",Pool E,Scheduled
b,r,e,a,k
