Southwest D-I College Men's Regionals,College - Men ,26,4,2025
Bakersfield,CA,2025-04-26,2025-04-27
https://play.usaultimate.org/events/Southwest-D-I-College-Mens-Regionals-2025/schedule/Men/CollegeMen/
Cal Poly-SLO,1
teamInfo,SCAB,"Santa Clara, California",,,https://twitter.com/SCABUltiFris
coaches,Ryan Lam
0,Alexander Von Banck
0,Andrew Kimball
0,Daniel Gerregano
0,Eli Filner-Hutchison
0,Gavin OCarroll
0,Jacob Salazar
0,Johnathon Dickey
0,Jordan Wong
0,Luis Zamudio
0,Michael Cooper
0,Nick Grace
0,Omar Bazan
0,Owen Duffy
0,Reid Bonewitz
0,Joshua Colleran
0,Kyle Forrest
0,Liam Reese
2,Kieran Greeley
13,Andrew Minocha
17,James Freeman
18,Agustin Pace
22,Rowan Olds
24,Daniel Flores
27,Josh Spagnola
27,Jonah Engelmann
31,Will DeGasparis
33,Ambrose Vellequette
37,Holden Abramonte
44,Brendan Jones
69,Lucas Woodman
88,Declan Lavery
b,r,e,a,k
San Jose State,13
teamInfo,Spartans,"San Jose, California",https://sjsusports.com/sports/ultimate,https://www.facebook.com/SJSUUltimate/,
0,Joshua Krone
01,Ryan Novinsky
02,Edwin Lu
03,Jacob Linares
05,Xavier Herrera
07,Jake Dapiran
08,Joseph Faso
10,Daniel Thompson
11,Tanner Yue
13,Tadeas Horn
14,Jakob  Lail
15,Roman Leigh
16,Isaac Thongthap
17,Ryan-Phi Nguyen
19,Christopher Pantaleon
21,Kevin Camelin
23,Sakhin Anooj Selvamani
29,Caleb Mok
42,Vincent Cook
77,Mark Blackburn
98,Charles Torpey
99,Rafael  Antipuesto
b,r,e,a,k
California,3
teamInfo,Ursa Major,"Berkeley, California",https://www.youtube.com/@calmensultimate6634,https://www.facebook.com/CalMensUltimate/,https://twitter.com/calmensultimate
2,Jack Dinsmore
5,Robert McCabe
7,Anish Shrestha
11,Bernard Wang
14,Dexter Clyburn
16,Jonah Gensler
17,Lukas Tien
18,Nathan Levy
19,Dylan Pearson
21,Ridge Huang
24,Carter Lankford
25,Cameron Taleghani
26,Aditya  Vunnum
27,Mitchell Gibson
28,Nolan Emis
35,Brayden Ye
36,Kainoa Hottendorf
41,Declan Bernal
42,Raymond Li
77,Kyle Riley
81,Drew Vetteth
87,Matthew Yang
97,Eric Johnson
b,r,e,a,k
Stanford,6
teamInfo,Stanford Men's Ultimate Team,"Stanford, California",,,
0,Alex Ecker
0,Alexander Belfiore
0,Benjamin Fernandez
0,Brooks Modesitt
0,Declan Murphy Zink
0,Delfino Li
0,Denzel Cofie 
0,Eli Meyers
0,Jackson Moyer
0,Joshua Koch
0,Julian Schultz
0,Keane Haesle
0,Leo Jacoby
0,Max Lee
0,Morgan Wyatt
0,Ryder Fried
0,Aidyn Rivera
0,Zachary Ewing
10,Charles Shi
12,Charlie Shors
26,Max Vandervelden
34,Toby Frager
40,Alex Storrer
88,Shiley Einav
89,Jerred Smith
b,r,e,a,k
Southern California,9
teamInfo,USC Lockdown,"Los Angeles, California",https://www.uscmensultimate.org/,https://www.facebook.com/uscmensultimate/,https://www.twitter.com/uscmensultimate/
0,Akilesh Swamy
0,Andrew Nemeth
0,Arone Saldana
0,Bijan Gulamani
0,Clyde Neill
0,Eli Dorn
0,Jack Molloy
0,Jesse Packel
0,John-Paul Yoder
0,Mike DiLoreto
0,Milo Gittings
0,Owen Zhou
0,Shi Zhang
0,Skylar Funk
0,Zehan Zhang
2,Dox Raskin
13,Thomas Johnson
22,Gregor Tillman
23,Peifeng Wang
28,Quinn Booth
30,Daniel Li
77,Clay Kaufman
99,Kethan Kalra
b,r,e,a,k
UCLA (B),16
teamInfo,UCLA Smoke,"Los Angeles, California",http://www.uclaclubsports.com/index.aspx?path=muf,https://www.facebook.com/UclaSmaugUltimate,https://x.com/UltimateSmoke
0,Aidan Levy
0,Chengyuan Li
0,Ian Ye
0,Jacob Wallis
0,Jiachen Xie
0,Joshua Jin
0,Kyle Ouyang
0,Luca De angelis
0,Nathan Rifkin
0,Oliver Pan
0,Porfirio Mendes
0,Ray Min
0,Ronan Ereneta
0,Danyang Wang
0,Sergio Chavez
0,Vaughn Culler
7,Zi Wang
10,Vivek Punn
13,Chanakya Gidipally
17,John Fogg
18,Billy Peir
36,Christian Ee
40,Jonas Holdaway
84,Henrik Zhang
99,Roy Jeong
b,r,e,a,k
California-Santa Barbara,4
teamInfo,Black Tide,"Santa Barbara, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
2,Derek Rojas
3,Max Combs
4,Everett Grass
5,Tyler Janous
6,Colin Baylis
7,Theo Mahaffey
9,Finn Marti
10,Daniel Hwang
11,Brendan McGuinness
15,Michael Demonteverde
17,Dakota Bonilla
21,Steven Olson
22,Luke Weaver
23,Alex Cheng
24,Austin Thornburgh
25,Taj Federbusch
26,Rowan King
27,Phillip Loo
30,Elijah Geduldig
36,Joah Siegel
38,Ryan Grossklaus
42,Nathan Johnson
55,Cameron Lay
69,Sam Nosler
88,John Harllee
99,Wyatt Dunn
b,r,e,a,k
California-San Diego,5
teamInfo,Air Squids,"San Diego, California",,,
0,Aidan Reedy-Schneider
0,Ari Mendel
0,Bodhi Brenner
0,Bradley Zanteson
0,Charlie Wilson-Jackson
0,Cireus Eghtessadi-Reed
0,Cullen Bruner
0,Daniel Bonkowsky
0,David Schwartz
0,Eli D'Amico
0,Ghislain Demeester
0,Ivan Fisher
0,Janeil Guada
0,John Loftus
0,Jonathan McGurrin
0,Nate Becker
0,Oscar Marzocco
0,Param Shah
0,Tom Duraisingh
0,Trey Scheid
0,Tyler Kurpanek
0,Tyler Bourke
0,Tynan Sander
17,Nico Nonemaker
22,Ethan Wang
41,Spencer Rebman
64,Nikhil Banwar
69,Max Gibson
69,Nadeem Kamel
b,r,e,a,k
California-Davis,15
teamInfo,Davis Dogs,"Davis, California",https://davisdogsultimate.weebly.com/,,https://www.instagram.com/davisdogsultimate/
02,Leo Johnson
05,Liam Ginsberg
06,GongJinMing Zhou
07,Tiancheng Sheng
08,Julian Korchin
09,Kincaid  Johnson 
10,Timo Williamson
11,Ethan Leshan
12,Aaron Li
14,Hunter Wexler
15,Benjamin Daniels
16,Lihe Tan
17,Leo Grossinger
19,Brandon Estrada
20,Maxwell Waechter
21,Jaden Lee
22,Yahir Mariles Guzman
26,Alec White
28,John Kekoa Olive
29,Brandon Garcia
30,Alejandro Pagan
36,Michael Gaumond
40,Diego Reyes
59,Gabriel Colmenares 
64,Jason Jungreis
74,Addison Koehn
76,Jacob Williams
85,Kaden Brownie
92,Naveed Jones
b,r,e,a,k
Cal Poly-SLO (B),10
teamInfo,SLOB,"San Luis Obispo, California",,,
0,Ari Dean
0,Beau Usry
0,Brandon Howell
0,Caleb Rosen
0,Carson Brown
0,Daniel Monge
0,Drew Larson
0,Jack Pearson
0,Logan Beckstrand
0,Luca Perri
0,Mackenzie Stogner
0,Mason James
0,Mason Mikeska
0,Matthew Cromaz
0,Miles Stoddard
0,Owen  Lutz
0,Sawyer Freer
0,Zach Kwast
1,Jack Toyama
3,Paul Nassar
14,Greyson Ballesteros
16,Zachary Wallpe
20,Josh Hall
20,Jay Tugend
22,Carson Ingalls
25,Erik Swanson
26,Cole Aymond
27,Landon Block
28,Wyatt Barnes
30,Joe Chiappetta
35,Samuel Whipple
88,Alex Herman
99,Owen Peay
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Cal Poly-SLO,Arizona State,15,5,"04/26/2025, 09:00",Pool A,Final
Grand Canyon,San Diego State,12,7,"04/26/2025, 09:00",Pool A,Final
Cal Poly-SLO,Grand Canyon,15,5,"04/26/2025, 11:00",Pool A,Final
San Diego State,Arizona State,9,12,"04/26/2025, 11:00",Pool A,Final
pool,Pool B
California-Santa Cruz,San Jose State,15,10,"04/26/2025, 09:00",Pool B,Final
UCLA,Santa Clara,14,11,"04/26/2025, 09:00",Pool B,Final
California-Santa Cruz,UCLA,15,11,"04/26/2025, 11:00",Pool B,Final
Santa Clara,San Jose State,12,11,"04/26/2025, 11:00",Pool B,Final
pool,Pool C
California,UCLA (B),15,4,"04/26/2025, 09:00",Pool C,Final
Stanford,Southern California,15,14,"04/26/2025, 09:00",Pool C,Final
California,Stanford,15,7,"04/26/2025, 11:00",Pool C,Final
Southern California,UCLA (B),12,10,"04/26/2025, 11:00",Pool C,Final
pool,Pool D
California-Santa Barbara,California-Davis,15,4,"04/26/2025, 09:00",Pool D,Final
California-San Diego,Cal Poly-SLO (B),15,5,"04/26/2025, 09:00",Pool D,Final
California-Santa Barbara,California-San Diego,13,12,"04/26/2025, 11:00",Pool D,Final
Cal Poly-SLO (B),California-Davis,11,12,"04/26/2025, 11:00",Pool D,Final
b,r,e,a,k
clusters,Crossovers
cluster,Crossovers
Cal Poly-SLO,California,15,13,"04/26/2025, 13:00",,Final
California-Santa Cruz,California-Santa Barbara,15,8,"04/26/2025, 13:00",,Final
Stanford,Arizona State,15,7,"04/26/2025, 13:00",,Final
California-San Diego,Santa Clara,15,6,"04/26/2025, 13:00",,Final
Grand Canyon,Southern California,11,10,"04/26/2025, 13:00",,Final
UCLA,California-Davis,15,1,"04/26/2025, 13:00",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Regional Championship
Cal Poly-SLO,California-Santa Cruz,15,11,"04/27/2025, 11:00",Southwest Championship Game,Final
Cal Poly-SLO,California-Santa Barbara,15,6,"04/27/2025, 09:00",Semis,Final
California,California-Santa Cruz,12,14,"04/27/2025, 09:00",Semis,Final
Cal Poly-SLO,UCLA,14,7,"04/26/2025, 15:00",Quarters,Final
California-Santa Barbara,Stanford,13,9,"04/26/2025, 15:00",Quarters,Final
California,California-San Diego,15,11,"04/26/2025, 15:00",Quarters,Final
California-Santa Cruz,Grand Canyon,15,9,"04/26/2025, 15:00",Quarters,Final
bracket,3rd Place Bracket
California,California-Santa Barbara,13,11,"04/27/2025, 13:00",3rd Place/Game-to-Go,Final
California,UCLA,14,11,"04/27/2025, 11:00",3rd Place Semis,Final
California-Santa Barbara,California-San Diego,14,13,"04/27/2025, 11:00",3rd Place Semis,Final
UCLA,Stanford,13,12,"04/27/2025, 09:00",3rd Place Quarters,Final
California-San Diego,Grand Canyon,15,14,"04/27/2025, 09:00",3rd Place Quarters,Final
bracket,5th Place 
UCLA,California-San Diego,0,1,"04/27/2025, 13:00",5th Place Game,Final
bracket,7th Place
Stanford,Grand Canyon,15,5,"04/27/2025, 11:00",7th Place Game,Final
bracket,9th-12th Place Bracket
Arizona State,Southern California,11,13,"04/27/2025, 09:00",9th Place Game,Final
Arizona State,Santa Clara,13,11,"04/26/2025, 15:00",9th Place Semis,Final
Southern California,California-Davis,15,10,"04/26/2025, 15:00",9th Place Semis,Final
bracket,11th Place Game
Santa Clara,California-Davis,15,8,"04/27/2025, 09:00",11th Place Game,Final
b,r,e,a,k
pools,13th-16th Pool
pool,Pool E
San Diego State,UCLA (B),14,11,"04/26/2025, 13:00",Pool E,Final
San Jose State,Cal Poly-SLO (B),14,15,"04/26/2025, 13:00",Pool E,Final
San Diego State,Cal Poly-SLO (B),15,9,"04/26/2025, 15:00",Pool E,Final
San Diego State,San Jose State,15,10,"04/27/2025, 09:00",Pool E,Final
UCLA (B),Cal Poly-SLO (B),10,15,"04/27/2025, 09:00",Pool E,Final
San Jose State,UCLA (B),15,6,"04/27/2025, 11:00",Pool E,Final
b,r,e,a,k
