Stanford Invite 2025-Women's,College - Women ,1,3,2025
Stanford,CA,2025-03-01,2025-03-02
https://play.usaultimate.org/events/Stanford-Invite-2025-Womens/schedule/Women/CollegeWomen/
Tufts,1
12,Julia Kamm
15,Leah Wildmann
17,Zhiyue Jiang
18,Kasey Parks
20,Sylvia Ng
21,Natalie Min
24,Anokhi Luthra
28,Leyao (Ina)  Chang
32,Mya Mitchell
34,Louise Goldman
37,Erina Sam
47,Charlotte Kurre O'Heaney
48,Anneliese Phillips
95,Isabelle Germain
b,r,e,a,k
Texas-Dallas,16
teamInfo,Whiplash,"Richardson, Texas",,,
coaches,Katie Metzler,Blake Abbott
4,Sneha Bista
5,Pragathi Mahesh
7,Nivedha Maniv
8,Daisy Gan
11,Carol Zeng
12,Lauren Anne Nicolas
13,Katrina Lee
18,Allison Chang
19,Nandhini Parthipan
20,Negin Khakpour
21,Elyana Benitez
22,Mia Sacco
23,Elissa Balke
24,Lily Spencer
25,Heather Joseph
31,Srivani Ganapavarapu
43,Praharna Rajesh
44,Kaylee King
55,Faith Fraser
71,Daniela Iraheta
77,Chloe Janecek
b,r,e,a,k
Northeastern,10
teamInfo,Valkyries A,"Boston, Massachusetts",https://valksultimate.sites.northeastern.edu/,,https://twitter.com/ValksUltimate
coaches,Amber Sinicrope,Caitlin Go,Lizzie Jones
02,Grace Schifilliti
03,Elise Freedman
04,Erin McCrea
07,Elyse Hall
12,Nisha Nayak
14,Taylor Kenneth
15,Ellie Garrett
18,Irene Ren
19,Sara Bauman
21,Lily Yan
25,Taylor Dunn
27,Jess Montgomery
31,Averil Sahagian
33,Carly Cameron
35,Alice Crawford-Muscat
36,Kirsten Mauer
43,Temiloluwa Akinyoade
44,Gabriela  Ewing
55,Nellie Clark
64,Erin Schustek
77,Johanna Raine Guarin
88,Annecy Blanck
96,Rona Liu-Zhong
99,Lucy Perkins
b,r,e,a,k
California-Santa Cruz,2
teamInfo,Sol,"Santa Cruz, California",,,
0,Abigail Barrett
0,Alexandra Lehrer
0,Carmen Morris
0,Goodness Nwakudu
0,Haruna Krumholz
0,Helena Hess
0,Juliette Delany
0,Lexie Buckley
0,Madeline Trilling
0,Makena Johnson
0,Kai Agueros
0,Molly Bingham
0,Paige Jenkins
0,Rachel  Chang
0,Ruby Gholston
0,Ruby Sutherlin Sovern
0,Sienna Weinstein
0,Tara Advani
0,Yael Kaplan
4,Justine Martinez
7,Monica O'Brien Saez
11,Gretchen Berndt
23,Katharina Leitner
24,Grace Bradley
32,Viola Deszily
55,Marley Standard
89,Zane Bird Smith
b,r,e,a,k
California-Davis,7
teamInfo,Rogue,"Davis, California",http://ucdrogueultimate.weebly.com/,https://www.facebook.com/UCDRogue,https://twitter.com/ucdrogue
01,Kennedy Lain
02,Morgan Strong
03,Lucy Mertz
05,Pamela Sacko
08,Sarah Azrin
09,Mackenna Weems
10,Quinlin Schug
11,Caroline Donohew
12,Breana Marin
13,Leah Cole
14,Kasey Zeng
16,Katelyn Mann
17,April Lu
18,Kelly Kankowski
19,Ria Rajput
21,Katie Angstadt-Leto
22,Emily Denio
23,Alina Smutz
24,Amanda Zabriskie
28,Natalie Chueh
33,Emily Chou
77,Mia Emerson
b,r,e,a,k
Santa Clara,15
teamInfo,Santa Clara RAGE,"Santa Clara, California",,,
0,Amelia Koenig
0,Angel Chiang
0,Anna Keenan
0,Ella Morey
0,Emily  Asperger
0,Hannah Johnson
0,Hannah Ziesche 
0,Katheryne Boardman
0,Olivia Vidal
0,Rosalie Wessels
0,Sarah Green
0,Shea Mulqueeney
0,Sophie Jacqmotte Parks
0,Lili Delaney
0,Maddy Burns
10,Nina Huaracayo
11,Diana Huang
16,Kayleigh Vu
b,r,e,a,k
Stanford,6
teamInfo,Superfly,"Stanford, California",http://ultimate.stanford.edu,https://facebook.com/superflyulti,https://twitter.com/SuperflyUlti
coaches,Robin Davis,Shayla Harris,McKinley McQuaide
0,Kiran Lucas
01,Dora McCotter-Hulett
02,Heather Szczesniak
03,Nora Knudsen
07,Brianna Johnson
08,Shaili Mathur
09,Sorika Weir
11,Sage McGinley-Smith
12,Devy Weir
13,Isabella Walsh
14,Lillen Montague-Alamin
16,Anna Fisher Lopez
17,Ruby Gates
18,Tsz Yan Yip
19,Anika Quon
21,Rachel Lit
22,Amelia Hawkins
23,Hallie Schiffman
24,Nicole Lambert
25,Patricia Tran
43,Harper Baer
47,Lea Wang-Tomic
b,r,e,a,k
Cal Poly-SLO,3
teamInfo,SLO Motion,"San Luis Obispo, California",https://cpslomotion.wixsite.com/home,https://www.facebook.com/cpslomotion,https://twitter.com/cpslomotion?lang=en
02,Madelyn Cruz
03,Megan Wong
05,Brooke Nishida
06,Molly Middlebrook
07,Mackenzie Bice
09,Mary Jane Hartman
10,Zoe klement
11,Nora Snyder
12,Poppy DeArmond-MacLeod
13,Sydney Alexander
15,Corrina  Blakemore
16,Hanna Lee
19,Tucker Donahue
22,Cece Hildreth
23,Margo Donahue
25,Katherine Jackson
26,Molly Sandler
28,Charis Gray
29,Louisa Rudo
33,Stella Romeo
35,Ella Blaney
50,Lia Romeo
64,Bryn Harper
66,Sofia Daniels
88,Lauren  Sprague
b,r,e,a,k
Brown,11
teamInfo,Shiver,"Providence, Rhode Island",,,
0,Bella Steedly
01,Emily Bao
05,Linnaea McGuinness
06,Marley Behin
07,Sunday Labrucherie
08,Julien Song
09,Alice Cannon
10,Devin Allard-Neptune
11,Nora Starhill
12,Olivia Cox
14,Phoebe Koehler
15,Olivia Rodriguez
18,Mia Oxer
20,Dana Richie
21,Sarah Thomas
22,Divya Narayanan
23,Ashley Xu
25,Arianna Gerola
27,Ina Wolovitz
42,Anjali Shah
95,Aila Gutierrez
99,Kunzang Namgyal
b,r,e,a,k
Wisconsin,14
teamInfo,Bella Donna,"Madison, Wisconsin",http://www.belladonnaatropa.wordpress.com,,https://www.twitter.com/bdultimate
coaches,Rachael Romaniak,Rose Glinka
0,Ellie Sanders
02,Hannah Nygard
03,Elizabeth Innes
05,Lexi  Menendez 
06,Althea Lasseter
07,Megan Timm
10,Abigail O'Callaghan
12,Sydney French
13,Preet Talwar
14,Madison Gatchell
15,Annie Dreyfuss
16,Lulu Lee
17,Reilly Wagner
20,Josie Mackenthun
21,Ella Sarles
22,Moriya Gelfenbein
24,Grace Bao
25,Nora Meyer
26,Genevieve  Dockry 
28,Grace Allas
29,Gabriela Stark-Torrentera 
33,Gina Owen
50,Mara Glinberg
82,Annie Chalnick
b,r,e,a,k
California-San Diego,4
teamInfo,UCSD D-Co Womxn's Ultimate,"San Diego , California",http://www.psychoultimate.com/,https://www.facebook.com/pg/dragoncoultimate/about/?ref=page_internal,@d_co_ultimate
0,Adele Motamedi
0,Beliz Akbulut
0,Margot Nissen
0,Sanam Rozycki-Shah
0,Yun Han
5,Emiko Shiota
8,Samantha  Medina
12,Nicole Moran
13,Emma  Toussaint
14,Dylan Mullaney
22,Jessie Finkelor
25,Sophia Fitch
28,Parissa Teli
31,Cassidy Morgan
38,Abigail Shilts
44,Kezha Neale-Sacks
47,Josefina O'Toole
47,Tori Gray
48,Teaghan Lynch
56,Yariel Perkins
63,Mars Bau
67,Kaitlyn Straight
76,Ananya Shaligram
95,Annika Ross
97,Danielle  Weatherwax
b,r,e,a,k
Washington,5
teamInfo,Element,"Seattle, Washington",,https://www.facebook.com/ElementUltimate/,https://twitter.com/UWElement
0,Megan Louie
1,Claire Jensen
2,Anna Pettis
3,Kayla Hickey
4,Cindy Nguyen
5,Lauren Goddu
6,Isabella Pharr
8,Kelly Tam
9,Eden Bogale
10,Michelle Chan
11,Paka Ferrer
12,Lucy Tanner
13,Sophia Palmer
14,Lena Millard-Kish
17,Koume Matsutori
20,Savanna Tucker
21,Caitlin Igel
23,Lily LeDonne
27,Rowan Lymp
31,Ava Day
33,Sonja Lee
57,Sola Truong
73,Chamonix Reynolds
b,r,e,a,k
California,13
teamInfo,Pie Queens,"Berkeley, California",http://www.piequeens.org,https://www.facebook.com/piequeensultimate,https://www.twitter.com/piequeens
coaches,Charlotte Laseter
03,Maia Tu
04,Fiona McCormick
05,Virginia Brogan
08,Simone Ong
09,Josephine McCartney
10,Olivia Kim
11,Anoushka Chitnis
12,Amy Weiss
13,Caledonia Krieger
14,Carolynn Brooks
16,Katryn Heine
17,Michelle Moshkovoy
19,Lena Sundin
22,Evalie Rehor
24,Carmen Joines
31,Malin Johansson
32,Cassidy Bruner
36,Lianna  van Hout
37,Leah Cederborg
44,Lily ZoBell Kriege
55,Tess Campion
77,Danika Lee Heaney
b,r,e,a,k
Pittsburgh,12
teamInfo,Danger,"Pittsburgh, Pennsylvania",https://danger-ultimate.wixsite.com/pittultimatew,https://www.facebook.com/groups/35601418785/,https://twitter.com/dangerulti
coaches,Kayla Emrick,Annelise Peters,Madison Pisone
0,Anna Nocco
0,Ava Millard
0,Cady Westkaemper
0,Claudia Porter
0,Colleen Kilpatrick
0,Ellen Kurr
0,Emily Heyman
0,Emily Rittenhouse
0,Giavanna Jacobs 
0,Amelia Staresinic
0,Julia Jordan
0,Margaret Sweitzer
0,Rachel Kallan
0,Taylor Kuhn 
0,Taylor Conroy
3,Madeline Franz
11,Emily Feldstein
12,Chloe Acuna 
15,Katya Piskun
16,Angela Ngo
22,Jenna Goulart
27,Leah Fandel
28,Helen Bates
31,Mia Pisacane
36,Paige Dillon
42,Stephanie Le
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Tufts,Texas-Dallas,13,2,"03/01/2025, 08:00",Pool A,Final
California-Santa Barbara,Brigham Young,11,12,"03/01/2025, 08:00",Pool A,Final
Tufts,Brigham Young,13,7,"03/01/2025, 09:30",Pool A,Final
California-Santa Barbara,UCLA,12,11,"03/01/2025, 09:30",Pool A,Final
Texas-Dallas,Brigham Young,0,0,"03/01/2025, 11:00",Pool A,Scheduled
Tufts,California-Santa Barbara,0,0,"03/01/2025, 11:00",Pool A,Scheduled
Tufts,UCLA,0,0,"03/01/2025, 11:00",Pool A,Scheduled
Texas-Dallas,California-Santa Barbara,0,0,"03/01/2025, 12:30",Pool A,Scheduled
Texas-Dallas,UCLA,0,0,"03/01/2025, 12:30",Pool A,Scheduled
UCLA,Brigham Young,0,0,"03/01/2025, 14:00",Pool A,Scheduled
pool,Pool B
California-Davis,Northeastern,9,11,"03/01/2025, 08:00",Pool B,Final
California-Santa Cruz,Santa Clara,0,0,"03/01/2025, 08:00",Pool B,Scheduled
California-Santa Cruz,Northeastern,10,9,"03/01/2025, 09:30",Pool B,Final
California-Davis,Santa Clara,0,0,"03/01/2025, 09:30",Pool B,Scheduled
Northeastern,Santa Clara,13,7,"03/01/2025, 11:00",Pool B,Final
California-Santa Cruz,California-Davis,0,0,"03/01/2025, 11:00",Pool B,Scheduled
pool,Pool C
Cal Poly-SLO,Wisconsin,12,9,"03/01/2025, 08:00",Pool C,Final
Stanford,Brown,13,4,"03/01/2025, 09:30",Pool C,Final
Cal Poly-SLO,Brown,0,0,"03/01/2025, 11:00",Pool C,Scheduled
Stanford,Wisconsin,13,5,"03/01/2025, 11:00",Pool C,Final
Brown,Wisconsin,0,0,"03/01/2025, 12:30",Pool C,Scheduled
Cal Poly-SLO,Stanford,0,0,"03/01/2025, 12:30",Pool C,Scheduled
pool,Pool D
Washington,Pittsburgh,12,6,"03/01/2025, 08:00",Pool D,Final
California-San Diego,California,11,6,"03/01/2025, 08:00",Pool D,Scheduled
California-San Diego,Pittsburgh,13,6,"03/01/2025, 09:30",Pool D,Final
Washington,California,13,10,"03/01/2025, 09:30",Pool D,Scheduled
California-San Diego,Washington,12,9,"03/01/2025, 11:00",Pool D,Final
Pittsburgh,California,0,0,"03/01/2025, 12:30",Pool D,Scheduled
b,r,e,a,k
brackets,Bracket
bracket,Championship
bracket,Third Place
bracket,Fifth Place
bracket,Seventh Place
bracket,Ninth Place
bracket,Eleventh Place
bracket,Thirteenth Place
bracket,Fifteenth Place
b,r,e,a,k
