East Coast Invite 2025,College - Women ,29,3,2025
Frederica,DE,2025-03-29,2025-03-30
https://play.usaultimate.org/events/East-Coast-Invite-2025/schedule/Women/CollegeWomen/
Tufts,1
teamInfo,Venus,"Philadelphia, Pennsylvania",https://sites.google.com/view/venus-penn-ultimate/home?authuser=1,https://www.facebook.com/VenusUltimate,https://twitter.com/venusultimate
coaches,Jackson Dolan,Ashika Mani
0,Abigail Smith
0,Anna Kasper
0,Athulya Siju
0,Becky Chen
0,Lara Lancaster
0,McKenna Parker
0,Phoenix Hart
0,Shelby Loberg
4,Sylvia Erdely
12,Sravya Dandamudi
14,Sukhmani Grover
18,Poppy Wagner
19,Grace Maroon
21,Laura Brodkey
22,Morgan West
24,Jianwei Li
32,Chaily Derecskey
34,Madeline Scott
45,Ava Barish
b,r,e,a,k
Ohio State,5
teamInfo,Fever,"Columbus, Ohio",https://www.scarletfeverulti.com/,www.facebook.com/OSUFever,https://twitter.com/FeverUltimate
0,Vivian Wang
1,Meg Zeng
3,Isabel Brunner
4,Jada Pressman
4,Madoka Kamishima
5,Adelaide Oman
6,Zoe Wolfe
7,Anna Goulson
11,Annie DiClemente
16,Elizabeth Burkhardt
17,Kourt Carr
19,Eva Smith
23,Molly Stefan
24,Hannah Grace Morrison
28,Kayla Wonsick
31,Spencer Law
35,Lauren Klein
36,Abby Thompson
42,Hanna Andersson
43,Ethan Lemr
54,Arden Piepho
77,Quinn Kingsley
88,Siheng Deng
b,r,e,a,k
William & Mary,6
teamInfo,Cypress,"Williamsburg, Virginia",,,https://twitter.com/WMultimateW
0,Alexandra Connolly
0,Fleur Amestoy
0,Julia Zorc
0,Kara Clapper
0,Madeline Grab
0,Rosalyn Connor
0,Vivian Brown
2,Kelly Zoglin
3,Harper Wagner
8,Ryleigh  Tibbetts
10,Meredith Weiner
11,Coral Rankin
13,Jasmine Taylor
16,Sydney Clayton
18,Abby Minecci
21,Sarah O'Reilly
22,Alina Schueman
27,Naomi Heilen
29,Haley Yingling
38,Kayla Schifferle
43,Abigail Freund
53,Kate Marston
b,r,e,a,k
Cornell,7
teamInfo,Wild Roses,"Ithaca, New York",,,
coaches,Sophia Hulbert,David Menard
0,Ireanne Cao
0,Lili Sprague
0,Liya  Mei
0,Maeve Seto
0,Mary  Connerton
0,Olivia Tarmina
0,Olivia  Dramer
0,Parker McLaughlin
0,Rachel Landa
0,Amanda Barnkow
0,Annabella Wardle
0,Claire Sleigh
0,Sarah Eagen
0,Sophia Reed
0,Viveka Plassmann
0,Yi (Jenna) Li
0,Elena Caplinger
0,Emily Kulp
3,Zoe Bishop
5,Ruby Li
13,Claudia Miner
15,Samantha Hass
16,Eve Lesburg
17,Celia Doherty
b,r,e,a,k
Notre Dame,8
teamInfo,Echo,"Notre Dame, Indiana",http://ndultimate.wordpress.com/,,https://twitter.com/ndultimate
coaches,Christopher Miller
3,Ella Burns
4,Megan Klein
5,Catherine Heidenreich
6,Mary Menger
7,Felicity Matthews
10,Mary Larson
11,Cara Tinson
12,Courtney Croak
14,Leah Kern
15,Ellie Oif
23,Liliana Hobday
27,Charlotte Tuohy
44,Margaret  O’brien 
52,Rory Barnawell
91,Monica Caponigro
93,Emma Baran
95,Elena Dansdill
96,Isabella Weiner
b,r,e,a,k
Pittsburgh,9
teamInfo,Danger,"Pittsburgh, Pennsylvania",https://danger-ultimate.wixsite.com/pittultimatew,https://www.facebook.com/groups/35601418785/,https://twitter.com/dangerulti
0,Anna Nocco
0,Ava Millard
0,Cady Westkaemper
0,Claudia Porter
0,Colleen Kilpatrick
0,Ellen Kurr
0,Emily Heyman
0,Emily Rittenhouse
0,Giavanna Jacobs 
0,Amelia Staresinic
0,Julia Jordan
0,Margaret Sweitzer
0,Tanushree Tejankar
0,Taylor Conroy
0,Taylor Kuhn 
0,Victoria Kadar
0,Rachel Kallan
3,Madeline Franz
11,Emily Feldstein
12,Chloe Acuna 
15,Katya Piskun
16,Angela Ngo
22,Jenna Goulart
27,Leah Fandel
28,Helen Bates
31,Mia Pisacane
36,Paige Dillon
42,Stephanie Le
b,r,e,a,k
Georgia,10
teamInfo,Athena,"Athens, Georgia",,https://www.facebook.com/UniversityOfGeorgiaWomensUltimate/,https://twitter.com/UGAUltimate
6,Aeryn Craig
01,Jemia Johnson
03,Mia Tomay Bongcaron
04,Sarah Annie Pickren
05,Keely Baker
11,Quincy Booth
13,Ellison Martin
14,Lucy  Wylie 
16,Susannah Parker
18,Kaiden Burkes
19,Ava Samford
21,Addyson Hale
22,Camryn  Simpson
23,Callamei Chan
26,Kensley West
27,Abigail Clark
29,Alyssa Fallon
30,Emma Tucker
33,Evelyn Ford
40,Ella Grace Walls
b,r,e,a,k
Wisconsin,11
teamInfo,Bella Donna,"Madison, Wisconsin",http://www.belladonnaatropa.wordpress.com,,https://www.twitter.com/bdultimate
coaches,Nathan Kleinhans,Rose Glinka
0,Ellie Sanders
02,Hannah Nygard
03,Elizabeth Innes
04,Eva Eckel
05,Lexi  Menendez 
06,Althea Lasseter
07,Megan Timm
10,Abigail O'Callaghan
12,Sydney French
13,Preet Talwar
14,Madison Gatchell
15,Annie Dreyfuss
16,Lulu Lee
17,Reilly Wagner
20,Josie Mackenthun
21,Ella Sarles
22,Moriya Gelfenbein
24,Grace Bao
25,Nora Meyer
26,Genevieve  Dockry 
28,Grace Allas
29,Gabriela Stark-Torrentera 
33,Gina Owen
50,Mara Glinberg
b,r,e,a,k
Georgetown,12
teamInfo,Huckin' Foyas,"Washington, District of Columbia",,,https://twitter.com/huckinfoyas
0,Alika Peker
0,Danielle DeRoseau
0,Elisa Highton
0,Holly Margulius
0,Julia Maurer
0,Olivia Tomaselli
0,Sofia Barr
2,Julia Swanson
3,Maya Moffat
5,Erika Wisby
8,Meenakshi Alagusundaram
9,Maggie Fan
11,Juliette Warga
18,Jane Beeler
19,Kate Chesnutt
20,Bridget Wyman
21,Eleanor Heller
22,Madeline Metz
25,Anna Isselhardt
35,Sophie Westen
41,Isabelle Reilly
61,Sara  Kronenberg 
b,r,e,a,k
Minnesota,13
teamInfo,Minnesota A,"Minneapolis, Minnesota",https://umnwomensultimate.weebly.com/,,
coaches,Carlos Lopez,Emma Peaslee,Matt Zumbrum
0,Alexis Trousil
0,Ariana Golemis
0,Ashwini Sandanayake
0,Emily Yoon
0,Gabby Demeny
0,Hattie Tschida
0,Julia Melcher
0,Julia Mueller
0,Kiersten Lee
0,Lauren Thon
0,Lily Monorom
0,Margaret Swenson
0,Morgan Sweeney
0,Olivia DeJarnett
0,Stella Bultman
0,Veronica Janzen
16,Emily Mulhern
19,Isabel Demo
21,Sadie Haas
22,Lara Newton
24,Rhea Joshi
25,Olivia Lagos
28,Abigail Keuhn
67,Abigail Halverson
95,Megan Nguyen
b,r,e,a,k
American,14
teamInfo,Dirty Ladies,"Washington, District of Columbia",http://audirtyladies.weebly.com/,https://www.facebook.com/AUDirtyLadies,https://twitter.com/AUDirtyLadies
0,Casey Hiss
0,Emilia Fischer
1,Katelyn Miller
3,Margo Flanagan
4,Claudia Flamm
6,Mia McCarthy
9,Eva Turner
10,Sarah  Luglio
13,Anna Huener
14,Kate Spaulding
15,Abby Johnson
16,Sarah Golder
19,Mary Hermann
21,Ilana Cooke
22,Zoe Kramer
24,Solomiya Plugator
25,Christina  Piparo
31,Lily Johnson
33,Katrina  Haws
42,Ryan Brennan
53,Emma Harbourne
58,Monet Kogure
69,Fiona Harris
78,Clara Watson
b,r,e,a,k
Wesleyan,15
teamInfo,Vicious Circles,"Middletown, Connecticut",,https://www.facebook.com/vishiswhy/,https://twitter.com/divacupzone
coaches,Keith Raynor
1,Amelia  Platt
2,Sofia Canoutas-Nadel
4,Olivia Bordon
6,Milo Brown
7,Elizabeth Littell
8,Ruby Kauffman-Rosengarten
10,Kayla Harrison
11,Natalie Sweet
12,Lola Murnighan
13,Alexandra Raskin
14,Olivia Benton
15,Chloe Pacetti
16,Leza Rooks
17,Maggie Brown
20,Sara Larson
23,Nola Busansky
24,Tae Weiss
27,Scout Noble
31,Ronron Weng
38,Susannah Cornell
42,Ella Spitz
45,Mackenzie Bunnell
47,Maya Salzman
50,Nora Jacobsen
55,Mae Wrigley
b,r,e,a,k
Duke,16
teamInfo,Swerve,"Durham, North Carolina",https://sites.duke.edu/wultimate/,https://www.facebook.com/DukeSwerve/,https://twitter.com/dukeswerve
coaches,Alan Hoyle,Lyra Olson
0,Hope Hanson
0,Isabella Panek
0,Janie Dubberke
0,Jingqing Liang
0,Katelyn Davis
0,Kaylee Matteis
0,Maria Lissovolik
0,Olivia Fu
0,Palpasha Karki
0,Piper Epstein
0,Rachel  Song
0,Siri Oehler
0,Sydney Neal
0,Tylie Friedland
0,Veronika Kostina
0,Wanyu Zhang
0,Carla Pollen
0,Charlotte Lin
0,Charlotte Nasiedlak
0,Elizabeth Werther
0,Ella Andonov
0,Amy Huang
0,Angelina Huang
6,Ashley Talwar
26,Georgia Paulig
28,Maya Hunter
b,r,e,a,k
St Olaf,17
teamInfo,Vortex,"Northfield, Minnesota",http://vortexultimate.weebly.com/,https://www.facebook.com/VortexWomensUltimate/,https://twitter.com/STOWomensUlti
coaches,Elise Gallup,Sylvie Mercil
0,Julia Mockert
0,Rachel Katzovitz
0,Sarah Lester
3,Sophia Stender
4,Kayla Wengelewski
5,Antigone Van Slooten
7,Olive Loewer
9,Sadie Smith
10,Grace Milhaupt
11,Leina Goto
13,Sarah Heinecke
15,Carly Smithmier
16,Eliana  Idzikowski 
18,Kaisa Olson
20,Mary Polydorou
23,Maggie Walsh
25,Linnea Erickson
27,Alexia Swiglo
32,Emma Jansen
37,Char Batchelor
53,Weihsin Chuan
b,r,e,a,k
Connecticut,18
teamInfo,UConn Women's Ultimate,"Storrs, Connecticut",,,
coaches,Matthew Kearney
0,Andrea Lamontagne
0,Angelina Grimes
0,Anna Abou-Francis
0,Brooke Lambert
0,Carley Parente
0,Elizabeth Doyle
0,Elizabeth Garten
0,Emily Bennett
0,Grace Wanderling
0,Aisling Hinchey
0,Amanda Sagers
0,Isabella Lau
0,Isabella Rubin
0,Kayla Pollman
0,Lola McMahon
0,Maria Woll
0,Riley D'Alessio
3,Sabine Lucas
3,Jahne Carrenard
5,Allyson Kaider
7,Jenna Gall
13,Amelia Colombo
22,Melissa Tian
46,Hyunah Boo
b,r,e,a,k
Haverford-Bryn Mawr,19
teamInfo,Sneetches,"Haverford, Pennsylvania",sneetchultimate.wixsite.com/sneetches,facebook.com/sneetchultimate/,twitter.com/sneetchultimate
coaches,Linda Morse,Yara El-Khatib
0,Ashe Tanemura
0,Audrey Hinsdale
0,Ava Purser
0,Avery Hyde
0,Celia Nicholson
0,Clara Morton
0,Eleanor Wheeler
0,Ella Evans
0,Emma Doty
0,Erica Collin
0,Grace King
0,Leo Merleaux
0,Lila Chanas
0,Madeleine Kruckemeyer
0,Aimee Crozat
0,Alexandra Lederman
0,Anja Kottmann
0,Phoebe Hulbert
0,Rebecca Flax
0,Rufus Helmreich
0,Sonia Nicholson
0,Zoe Costanza
2,Olivia Davis
47,Anna Bingham
b,r,e,a,k
South Carolina,20
teamInfo,Scorch Ultimate,"Columbia, South Carolina",https://www.instagram.com/scorchultimate/,https://www.facebook.com/scorchultimate/,https://twitter.com/ScorchUltimate
0,Irena Enuica
0,Jaden Conner
0,Julia Daquanno
0,Karina Sheth
0,Sarah Luna
0,Savanna Pierson
0,Sophie Johnson
0,Tristin Ray
0,Virginia Arnold
0,Anna Bogdan
0,Briellie Turner
2,Catherine Hannah
4,Elizabeth Williams
16,Emma Britt
17,Elle Rose
25,Gabriella Cruz
26,Zora Bergey
b,r,e,a,k
MIT,21
teamInfo,sMITe,"Cambridge, Massachusetts",http://scripts.mit.edu/~womens-ult/,https://www.facebook.com/ultismite,https://twitter.com/ultismite
0,Dianna Ochoa Lynch
0,Elinor Poole-Dayan
0,Haya Bolotski
0,McKenzie Coleman
0,Suhaila Cotton
0,Vivian Ye
0,Xinran Wang
3,Jillian Stark
4,Kavya Anbarasu
5,Elizabeth Tupaj
9,Lilli Hirth
14,Deepta Gupta
15,Kristin He
16,Brooke Rethman
18,Lili Wilson
22,Kelton Aldridge
23,Lillian Yeazell
24,Jenny Li
30,Joules Provenzano
40,Caitlin Lian
66,Veronika Pister
81,Leala Nakagawa
b,r,e,a,k
Maryland,22
teamInfo,Helpful Corn,"College Park, Maryland",https://sites.google.com/site/umdwomensultimate/,https://www.instagram.com/umdwultimate/,https://twitter.com/UMD_HelpfulCorn
coaches,Juliet Bishop,Daniel Hartsoe
5,Alys Shah
8,Maya Dubensky
9,Liliana Daugherty
10,Vanessa Fan
11,Isabella Wahl
12,Jade LeSchack
13,Charlotte Krisetya
14,Zoe Barbour
17,Macy Donahoe
18,Avery DeOcampo
19,Whitney Orloff
22,Ellen Rauck
23,Charlotte Milner
24,Jeanette Meek
26,Christina Lee
31,Sabine May
33,Eva Shudt
35,Ella Kesler
36,Druscilla Darkwa
39,Christina Pannullo
72,Kianna Davis
77,Erin Nicolson
b,r,e,a,k
Columbia,23
teamInfo,Chimera,"New York , New York",,,https://twitter.com/cultimatewomen
coaches,Amy Elizabeth Leder,Kaylee Viets
0,Eva Supanc
0,Hughlyn Wong
0,Isabelle Puhl
0,Kyra Ramesh Krishna
0,Lyudmila Pitts
0,Mandy Meliker
0,Martina Irurita
0,Alexandra Koletsos
0,Alice Kadner
0,Alicia Yang
0,Annabelle Wechsler
0,Annie Dong
0,Sam Mezrich
0,Sareena Parikh
0,Talia Sachs
0,Tianyi(kikas) Guan
0,Yifan Li
0,Zoe Theriault
9,Emma Lian
26,Nina Debry
32,Ziyue Gao
33,Carolina Bolivar
39,Naomi Miller
b,r,e,a,k
Penn State,24
teamInfo,Crisis,"University Park, Pennsylvania",https://psuwomensultimate.weebly.com/,,https://twitter.com/crisisultimate
0,Abigail Ziegenfuss
0,Adelina Piraino
0,Annalie Ayers
0,Bralyn  Ellis
0,Brooke Sherman
0,Deborah Watkins
0,Devynn Quigley
0,Emily Umholtz
0,Emma Leechalk
0,Erin Karapandi
0,Gianna Purpura
0,Isabella Vergona
0,Julia Urglavitch
0,Marilynn Capps
0,Mary Cate McCarthy
0,Meg Barnouw
0,Olivia  Motkowski
3,Mackenzie Mangette
10,Gwen Evans
16,Marissa Palumbo
18,Olivia Steinberg
b,r,e,a,k
West Chester,25
teamInfo,West Chester,"West Chester, Pennsylvania",https://dubcultimate.wixsite.com/wcuwomensultimate,https://www.facebook.com/westchesterultimate/,@WcuWomens
0,Alaina Dangelo
0,Amelia Sheehy
0,Ava Holloway
0,Emilia  Fiore
0,Emily Fox
0,Emily Weaner
0,Emma Hamilton
0,Francesca Alcaraz
0,Gabrielle Febbo
0,Haley Bennett
0,Jenna Fulmer
0,Jules Wiseley
0,Lucy Ruppel
0,Ramey Bonass
0,Regan Oaks
0,Samantha  Hall
0,Sarah O'Niell
11,Grace Tollinger
29,Diana Vu
b,r,e,a,k
Lehigh,26
teamInfo,Gravity,"Bethlehem, Pennsylvania",https://lehighultimate.com,,https://twitter.com/LUgravity
0,Abigail Vogel
0,Aerin Greehan
0,Alexandra Apy
0,Amy Zimmerman
0,Angelina Penza
0,Anna Larsen
0,Beth Hooks
0,Carley Rush
0,Caroline  Jack
0,Emilie Sodora
0,Gabriella Feinstein
0,Jennifer Fiore
0,Jessica Fiske
0,Jessica McCurry
0,Kaitlyn Moore
0,Karen DeFino
0,Kathleen Keefe
0,Lauren Durant
0,Maddie Trend
0,Maegan McBride
0,Mia Allen
0,Naomi Miller
0,Shoshana Evans
0,Simona Fisher
0,Sophia Principe
0,Sophia Verbic
0,Taylor Stanley
0,Vicki Ma
4,Mackenzie Wardlow
b,r,e,a,k
Temple,27
teamInfo,TUF,"Philadelphia, Pennsylvania",,,
0,Emma Corso
0,Gabriella Visco
1,Ava Paulson
3,Julia Kraynak
5,Linda Liu
6,Brianna DeShaw
7,Ellis Measley
8,Jasmine Phou
12,Samantha Thomas
14,Maddie Grande
24,Layla  Monte
30,Jasmine Elmore
31,Emma Hambleton
33,Abigail Sullivan
34,Nyerah Talley
76,Angelina Ngo
77,Hollie Wolfenden
88,Grace Hodges
b,r,e,a,k
Mount Holyoke,28
teamInfo,Daisy Chain,"South Hadley, Massachusetts",,https://www.facebook.com/mhcult,https://twitter.com/mhcdaisychain
0,Adalaide Tholen
0,Anna Thornton
0,Celine Falcon-Geist
0,Charlotte Moynihan
0,Claire Willett
0,Eliza Williams-Derry
0,Eva Taberski
0,Flora Sanderson
0,Hjordis Aho
0,Jamie  Eldridge 
0,Madeline Wychocki
0,Mamie Mulder
0,Mia Pashoukos
0,Molly Potts
0,Sofia Roth
0,Talia  Pott
17,Sonja Gray
20,Sofia Solis
b,r,e,a,k
Yale,29
teamInfo,Ramona,"New Haven, Connecticut",http://www.yale.edu/ramona,https://www.facebook.com/yaleramona,https://twitter.com/yaleramona
02,Yvonne Trenh
03,Felicia Zheng
07,Olivia Barton
08,Elle Paradis
09,Cosima Deetman
13,Cassidy Boulis
15,Maya Franz
16,Sydney Leach
18,Liddy Boland
20,Nadine Tong
23,Mary He
26,Louise Puchalla
28,Ran Huo
29,Morgan Taylor
47,Isobel Maksoudian
90,Caroline Sun
b,r,e,a,k
Carnegie Mellon,30
teamInfo,Money Mellons,"Pittsburgh, Pennsylvania",https://www.andrew.cmu.edu/user/ultimate/mmellons/,,https://twitter.com/cmwultimate
coaches,Matthew Duffy
0,Angelina Yang
0,Angelita Marcelino
0,Dora Bowen-Glazeroff
0,Eliora Kwok
0,Emily Ma
0,Eunbean Lee
0,Isabella Krisky
0,Maggie Chen
0,Mia Sanborn
0,Noemi Barbagli
0,Sanchitha Kuthethoor
0,Sarah Tillinger
0,Tzushan Chu
0,KJ Suggs
0,Kythira Weiss
4,Kailey Rugani
09,Victoria Chen
24,Ella Maxwell
35,Alyssa Yang
36,Lucy Gunther
82,Frances Adiwijaya
88,Victoria Liu
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Match Play
pool,Match Play Pool
Wisconsin,American,12,6,"03/29/2025, 08:00",Match Play Pool,Final
Northeastern,Pittsburgh,8,10,"03/29/2025, 08:00",Match Play Pool,Final
Penn State,William & Mary,7,8,"03/29/2025, 08:00",Match Play Pool,Final
Yale,Carnegie Mellon,7,10,"03/29/2025, 08:00",Match Play Pool,Final
Connecticut,Notre Dame,3,15,"03/29/2025, 08:00",Match Play Pool,Final
Columbia,Mount Holyoke,8,9,"03/29/2025, 08:00",Match Play Pool,Final
South Carolina,Temple,14,5,"03/29/2025, 08:00",Match Play Pool,Final
Wesleyan,Lehigh,9,6,"03/29/2025, 08:00",Match Play Pool,Final
Cornell,Virginia,3,12,"03/29/2025, 08:00",Match Play Pool,Final
Duke,MIT,9,8,"03/29/2025, 08:00",Match Play Pool,Final
Ohio State,Connecticut,11,5,"03/29/2025, 09:45",Match Play Pool,Final
Northeastern,Minnesota,9,11,"03/29/2025, 09:45",Match Play Pool,Final
St Olaf,Wesleyan,11,14,"03/29/2025, 09:45",Match Play Pool,Final
Maryland,Yale,9,8,"03/29/2025, 09:45",Match Play Pool,Final
Georgia,Notre Dame,10,14,"03/29/2025, 09:45",Match Play Pool,Final
Wisconsin,Cornell,13,4,"03/29/2025, 09:45",Match Play Pool,Final
Haverford-Bryn Mawr,Mount Holyoke,10,7,"03/29/2025, 09:45",Match Play Pool,Final
Georgetown,Pennsylvania,6,11,"03/29/2025, 09:45",Match Play Pool,Final
South Carolina,West Chester,12,5,"03/29/2025, 09:45",Match Play Pool,Final
Tufts,Virginia,15,7,"03/29/2025, 09:45",Match Play Pool,Final
Minnesota,American,9,7,"03/29/2025, 11:30",Match Play Pool,Final
West Chester,Columbia,0,0,"03/29/2025, 11:30",Match Play Pool,Scheduled
Penn State,Maryland,0,0,"03/29/2025, 11:30",Match Play Pool,Scheduled
Ohio State,William & Mary,11,4,"03/29/2025, 11:30",Match Play Pool,Final
Haverford-Bryn Mawr,Pittsburgh,10,8,"03/29/2025, 11:30",Match Play Pool,Final
Lehigh,Temple,0,0,"03/29/2025, 11:30",Match Play Pool,Scheduled
Georgetown,Georgia,10,8,"03/29/2025, 11:30",Match Play Pool,Final
MIT,Carnegie Mellon,11,9,"03/29/2025, 11:30",Match Play Pool,Final
Tufts,Pennsylvania,13,6,"03/29/2025, 11:30",Match Play Pool,Final
Duke,St Olaf,0,0,"03/29/2025, 11:30",Match Play Pool,Scheduled
Yale,Temple,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Mount Holyoke,Lehigh,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Carnegie Mellon,Penn State,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
William & Mary,Wesleyan,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
South Carolina,Connecticut,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Northeastern,Virginia,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Columbia,Cornell,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Duke,Notre Dame,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Wisconsin,Pittsburgh,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
American,MIT,0,0,"03/29/2025, 13:15",Match Play Pool,Scheduled
Cornell,South Carolina,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Georgia,Wesleyan,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Mount Holyoke,Maryland,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Yale,Wisconsin,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Virginia,Notre Dame,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Haverford-Bryn Mawr,St Olaf,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Tufts,Georgetown,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Minnesota,Ohio State,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Connecticut,West Chester,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Pennsylvania,Northeastern,0,0,"03/29/2025, 15:00",Match Play Pool,Scheduled
Pittsburgh,Georgia,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
West Chester,St Olaf,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
Maryland,Pennsylvania,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
Columbia,Carnegie Mellon,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
American,William & Mary,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
MIT,Penn State,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
Tufts,Ohio State,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
Georgetown,Temple,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
Minnesota,Lehigh,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
Duke,Haverford-Bryn Mawr,0,0,"03/29/2025, 16:45",Match Play Pool,Scheduled
b,r,e,a,k
brackets,Sunday Brackets
bracket,1st Place Bracket
bracket,3rd Place Bracket
bracket,5th Place Bracket
bracket,7th Place Bracket
bracket,9th Place Bracket
bracket,11th Place Bracket
bracket,13th Place Bracket
bracket,15th Place Bracket
bracket,17th Place Bracket
bracket,19th Place Bracket
bracket,21st Place Bracket
bracket,23rd Place Bracket
b,r,e,a,k
pools,Consolation Pools
pool,Pool A
pool,Pool B
b,r,e,a,k
brackets,Consolation Placement Brackets
bracket,25th Place
bracket,27th Place
bracket,29th Place
b,r,e,a,k
