Flower Power 2025,Club - Mixed ,9,8,2025
San Diego,CA,2025-08-09,2025-08-10
https://play.usaultimate.org/events/Flower-Power-2025/schedule/Mixed/Club-Mixed
BW Ultimate,1
9,Andrew Akins
10,Ian Fouts
11,Jonah Goldberg
13,Katelyn Osborne
14,Ava Peterson
14,Haley Bollier
15,Morgan Wilbur
22,Timothy Wood
27,Leslie Boey
66,Matt Primovic
80,Liam Bateman
90,Samuel Perreth
b,r,e,a,k
Phlagstaff Ultimate,11
teamInfo,,"Phoenix , Arizona",,,
0,Ashley Stahl
0,Austin Roach
0,Brett Carr
0,Connor Burns
0,David  Frongillo
0,Alex Killingsworth
0,Joseph Huegerich
0,Kaya Trepp
0,Lydia Dosh
0,Maxwell Sewell
0,Melissa Huegerich
0,Rebecca Manns
0,Sonya (Sunny) Harris
0,Zuzu Pasch
4,Jake Anderson
9,Dylan George-Sills
12,Andrew Ishikawa
17,Erin Donahue
17,Mike  Hall
34,Trevor Smith
37,Sarah Hoffmann
53,Matt Bauer
56,Alix Goldstein
80,Maia Nguyen
b,r,e,a,k
DR,7
teamInfo,,"Berkeley, California",https://www.instagram.com/dr_ulti,,
0,Allison Pfaendler
0,Alsu Missarova
0,Elvys Dang
0,Jacqi Bonner
0,Maya Bruguera
0,Mimi Broderson
0,Sarah Sommer
0,Yevanit Reschechtko
8,Joseph Gorelik
9,Matthew Weymer
16,Brendan Champlin
17,Eli Weiss
21,Nic Domek
24,David Whiteneck
31,Jules Fogarty
42,Raymond Li
44,Jacob Buckley
53,Jonathan Marr
54,Elizabeth Kirk
76,Annie Joss
80,Scott Beamer
89,Kimberly Long
98,Kiana Hu
b,r,e,a,k
Flight Club,3
teamInfo,,"Denver, Colorado",,https://www.facebook.com/FlightClubUltimate/,https://twitter.com/flightclubult
coaches,Madison Olesen
0,Madison Boyd
01,Jessica Rabin
02,Alex Flamm
03,Mike Armstrong
04,Jordan Denecour
05,Driss Ziane
09,Aaron Wynmor
10,Tristan Weber
12,Josephine Bygrave
13,Linda Jencyowski
14,Jennie Wainer
15,Zachary Radcliff
16,Lucia Wei
17,Claire Simpson
20,Alyssa Bohlender
21,Jason Otsuki
22,Caroline McKee
27,Jeffrey Kokoszka
31,Jimmy Wiesbrock
37,Mackenzie Timbel
43,Ella Crowley
44,Nicholas Wetzel
47,Chloe Knopp
88,Adrian Cisneros
92,Hannah Filley
99,Michael Faaborg
b,r,e,a,k
Octonauts,6
teamInfo,,"Culver City, California",,,
0,Baker Sharp
0,Charles Dolph
0,Joseph Giampaoli
0,Manasi Deshpande
0,Mark Ramada
0,Morgan Harwood
0,Youran Cai
1,Luke Hart-Moynihan
3,Louis Gosart
5,Rylee White
6,Jackson Knox
10,Daniel Hochberg
12,Libby Knapp
13,Karla Brady
15,Bryan  Cloutier
16,Michael Hayden
18,Christopher Moetell
19,Maeve Buchanan
22,Finnian Day
25,Devon Stuart
30,Andrew Chen
47,Thalia  Tzetos
51,Ethan Barron
62,Annamarie Ellazar
88,Lauren Nyczak
b,r,e,a,k
Sin Nombre,10
teamInfo,,"Albuquerque, New Mexico",,,
0,Corinne Schoeni
0,Eva Gemrich
0,Hannah  Drumm
0,Josh Kreth
0,Karly Phillips
0,Mikolangelou Roura
0,Phanny Herman
0,Roy Madrid
2,Trent Spencer
3,Joelle Bobinsky
6,Jason Denning
7,Veronica Vazquez
8,Duncan Norwood 
10,Ariana Gutierrez
16,Darrell Cheu
19,Riley McCarthy
22,Max Parker
23,Lauren Winchester
36,Davis Joyner-Griffith
48,Sean Timm
69,Hunter Gibson
80,Ryan Wortman
96,Cassara Higgins
b,r,e,a,k
Boiling Point,15
teamInfo,,"Santa Monica, California",,,
0,Adrian George
0,Charity Lopp
0,Jonathan Jefferson
0,Julia Shates
0,Kin Ling Sham
0,Leonardo Fregoso
0,Mike Schlesinger
0,Sharon Shao
0,Timothy Nowak
0,Yuxin Yao
4,Asa Fris
7,Ben Malech
8,Lilian Liu
11,Mette Peluce
13,Ben Johnson
13,Ben Johnson
14,Luke Patrick
16,Alex Broering
19,John Talmage
30,Daniel Li
33,Andrew Parker
94,Owen Zhou
b,r,e,a,k
Robot,4
teamInfo,,"Santa Barbara, California",,,
0,Amberly Young
0,Brandon Howell
0,Daniel Pham
0,Erica Kepski
0,Garrett Stouffer
0,Jacquelin Severson
0,Kayla Kauffman
0,Mary Jane Hartman
0,Sofia Eden
0,Steve Lynn
0,Tessa Cookmeyer
0,Victoria Tonascia
1,Jack Toyama
9,Mark Evans
12,Trung Pham
13,Sydney Alexander
19,Ann Lee
26,Molly Sandler
26,Adam Spradley
52,Erick Lankey
54,Andrew Lorentson
70,Tom Drtina
74,Andrew Kirchhoff
b,r,e,a,k
Shipwreck,5
teamInfo,,"San Diego , California",,,https://www.instagram.com/sdshipwreckultimate
0,Andrea Duran
0,Angela Zhang
0,Anjali Gopinathan
0,Courtney Lau
0,Cynthia Love
0,Elias Marsh 
0,Kelsey Pennington
0,Kenneth Magoon
0,Lisa Stal
0,Nicole Moran
0,Paul Han
0,Sanjay Sampat
0,Sylvia Liang
0,Vincent Liang
0,Wesley Bowen
4,Emily Blazar
5,Ty Torregrosa
9,Amita Stowitts
12,Jake Hare
13,Oliver Newland
13,Nick Hollon
16,Nicole Follman
19,James Rapoza-Lee
19,Kelly Loo
24,Tyler Wallace
48,Mikhail Stal
b,r,e,a,k
Spoiler Alert,9
teamInfo,,"Los Angeles, California",,https://www.facebook.com/SpoilerAlertUltimate/,@Spoileralertult
0,Alexandra Scholefield
0,Alison Yoho
0,Andrew LeMaster
0,Emily Chiang
0,Jackson Winter
0,Katrina Rizzuto
0,Derek Lay
0,Megan  Stock
0,Qingnan He
0,Rachel  Weinberg
0,Samantha Kelley
0,Molly Winter
0,Theodore Lannert
0,Tyler Kenney
7,Kyle Stinson
14,Anthony Paoli
17,Benjamin Aiga
18,Patrick Miller
23,Sara Herta
27,Mei-Lien Converse
31,Eddie Scott
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
BW Ultimate,Party Wave,15,5,"08/09/2025, 09:00",Pool A,Final
Family Style,Birds of Paradise,11,12,"08/09/2025, 09:00",Pool A,Final
BW Ultimate,Birds of Paradise,15,3,"08/09/2025, 10:45",Pool A,Final
Family Style,Party Wave,13,9,"08/09/2025, 10:45",Pool A,Final
BW Ultimate,Family Style,13,10,"08/09/2025, 12:30",Pool A,Final
Party Wave,Birds of Paradise,13,11,"08/09/2025, 12:30",Pool A,Final
pool,Pool B
Hive,Phlagstaff Ultimate,14,10,"08/09/2025, 09:00",Pool B,Final
DR,Erosion,12,13,"08/09/2025, 09:00",Pool B,Final
Hive,Erosion,10,11,"08/09/2025, 10:45",Pool B,Final
DR,Phlagstaff Ultimate,9,11,"08/09/2025, 10:45",Pool B,Final
Hive,DR,13,9,"08/09/2025, 12:30",Pool B,Final
Phlagstaff Ultimate,Erosion,10,13,"08/09/2025, 12:30",Pool B,Final
pool,Pool C
Flight Club,Sin Nombre,15,4,"08/09/2025, 09:00",Pool C,Final
Octonauts,Boiling Point,15,4,"08/09/2025, 09:00",Pool C,Final
Flight Club,Boiling Point,15,3,"08/09/2025, 10:45",Pool C,Final
Octonauts,Sin Nombre,13,10,"08/09/2025, 10:45",Pool C,Final
Flight Club,Octonauts,15,10,"08/09/2025, 12:30",Pool C,Final
Sin Nombre,Boiling Point,14,5,"08/09/2025, 12:30",Pool C,Final
pool,Pool D
Shipwreck,Spoiler Alert,10,9,"08/09/2025, 09:00",Pool D,Final
Robot,Spoiler Alert,13,12,"08/09/2025, 10:45",Pool D,Final
Robot,Shipwreck,13,9,"08/09/2025, 12:30",Pool D,Final
b,r,e,a,k
clusters,Crossovers
cluster,Pre-Quarter Crossovers
Hive,Sin Nombre,15,5,"08/09/2025, 14:45",,Final
Octonauts,Phlagstaff Ultimate,13,11,"08/09/2025, 14:45",,Final
Shipwreck,Birds of Paradise,12,7,"08/09/2025, 14:45",,Final
Family Style,Spoiler Alert,13,8,"08/09/2025, 14:45",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
BW Ultimate,Flight Club,0,0,"08/10/2025, 12:30",1st Place,Scheduled
BW Ultimate,Octonauts,13,7,"08/10/2025, 10:45",Semi Finals,Final
Flight Club,Family Style,15,10,"08/10/2025, 10:45",Semi Finals,Final
BW Ultimate,Hive,14,9,"08/10/2025, 09:00",Quarter Finals,Final
Robot,Octonauts,8,12,"08/10/2025, 09:00",Quarter Finals,Final
Flight Club,Shipwreck,13,10,"08/10/2025, 09:00",Quarter Finals,Final
Erosion,Family Style,7,11,"08/10/2025, 09:00",Quarter Finals,Final
bracket,3rd Place
Octonauts,Family Style,0,0,"08/10/2025, 12:30",3rd,Scheduled
bracket,5th Place
Hive,Robot,0,0,"08/10/2025, 10:45",5th Semis,Scheduled
Shipwreck,Erosion,10,8,"08/10/2025, 10:45",5th Semis,Final
bracket,7th Place
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place
Sin Nombre,Phlagstaff Ultimate,0,0,"08/10/2025, 10:45",9th Semis,Scheduled
Phlagstaff Ultimate,Party Wave,13,12,"08/10/2025, 09:00",9th Quarters,Final
Birds of Paradise,DR,11,12,"08/10/2025, 09:00",9th Quarters,Final
Spoiler Alert,Boiling Point,0,0,"08/10/2025, 09:00",9th Quarters,Scheduled
bracket,11th Place
bracket,13th Place
b,r,e,a,k
