Northwest Plains Men Sectionals,Club - Men ,6,9,2014
Madison Club
01,ADAM DREWS
0,MARC PISANSKY
0,MATT MARKESE
0,KEIR STIEGLER
0,John Groess
0,Ben Roske
0,Saurav Dubey
0,Sam Berglund
0,Ethan Rasmussen
0,Brandon Haus
0,David Wenzel
0,Trevor Ruwitch
0,Dustin Rooffener
0,TIMOTHY KUHN
0,JACOB EGLSEDER
0,Scott Boehm
0,Alexander Platt-Koch
0,Samuel Hedrick
0,Kenneth Johnson
0,PATRICK HYLAND
0,Kristian Johnson
0,Liam Shramko
0,Elliott Erickson
0,Jacob Hoffman
0,Andrew Johnson
b,r,e,a,k
Madison Club,Hippie Mafia,13,3,"09/06/2014, 08:30"
Wisconsin Hops,Male Men,13,4,"09/06/2014, 08:30"
T.C. Imperial,Male Men,13,4,"09/06/2014, 10:20"
Madison Club,Wisconsin Hops,13,6,"09/06/2014, 10:20"
Madison Club,T.C. Imperial,13,8,"09/06/2014, 12:10"
Wisconsin Hops,Hippie Mafia,13,3,"09/06/2014, 12:10"
T.C. Imperial,Hippie Mafia,13,4,"09/06/2014, 14:00"
Madison Club,Male Men,13,2,"09/06/2014, 14:00"
Hippie Mafia,Male Men,13,12,"09/06/2014, 15:50"
T.C. Imperial,Wisconsin Hops,11,13,"09/06/2014, 15:50"
MKE,Madison Club B,4,13,"09/06/2014, 08:30"
Mad Men,DingWop,13,11,"09/06/2014, 08:30"
Climax,DingWop,13,2,"09/06/2014, 10:20"
MKE,Mad Men,13,6,"09/06/2014, 10:20"
MKE,Climax,9,13,"09/06/2014, 12:10"
Mad Men,Madison Club B,6,13,"09/06/2014, 12:10"
Climax,Madison Club B,7,13,"09/06/2014, 14:00"
MKE,DingWop,13,2,"09/06/2014, 14:00"
Madison Club B,DingWop,13,4,"09/06/2014, 15:50"
Climax,Mad Men,13,10,"09/06/2014, 15:50"
Madison Club,Madison Club B,13,6,"09/07/2014, 10:20"
Madison Club,Climax,13,8,"09/07/2014, 08:30"
Wisconsin Hops,Madison Club B,8,13,"09/07/2014, 08:30"
Madison Club B,T.C. Imperial,11,13,"09/07/2014, 14:00"
T.C. Imperial,MKE,13,10,"09/07/2014, 12:10"
Climax,T.C. Imperial,11,13,"09/07/2014, 10:20"
MKE,Wisconsin Hops,13,10,"09/07/2014, 10:20"
T.C. Imperial,Mad Men,13,4,"09/07/2014, 08:30"
Hippie Mafia,MKE,4,13,"09/07/2014, 08:30"
Mad Men,Hippie Mafia,13,8,"09/07/2014, 10:20"
Climax,Wisconsin Hops,13,8,"09/07/2014, 12:10"
