Southeast Club Mixed Regional Championship 2019,Club - Mixed ,21,9,2019
Advance,NC,2019-09-21,2019-09-22
https://play.usaultimate.org/events/Southeast-Club-Mixed-Regional-Championship-2019/schedule/Mixed/Club-Mixed
Bucket,10
16,Briana Campbell
19,Alyssa Belsito
22,Brian Casey
28,Andrew Gruninger
30,Savannah Hadwiger
33,Abigail Barry
49,Bethany McDill
49,Sullivan Wilkes
b,r,e,a,k
Auburn HeyDay,13
1,Blake Galloway
2,Daniela Mangieri
3,Stephen Brandon
4,Ethan Hodges
5,West Dickens
6,Garris Bugg
7,Reid Williams
8,Grant Kirby
9,Katie Hallbauer
10,Dustin Register
11,Keri Westbrook
12,Anna Newton
13,Carl Schoenholz
14,Jessica Brandon
15,Andrea Rocchi
17,Mackenzie Hedges
21,Meredith Johnson
22,Joanna Landry
23,Martin Newman
25,Amanda Johnson
28,Sarah Allred
29,Stewart Boyd
80,Timothy Martin
83,Ryan Landry
99,Kristine Fedorenko
b,r,e,a,k
Malice in Wonderland,6
0,Alexa Barwick
0,Alix Robbins
0,Allison Church
0,Chanchai Hongdoxmai
0,Derrick Marcey
0,Emma Bartlett
0,James Mangum
0,Jen Bradley
0,Jesse Lieberman
0,Katy Harris
0,Mattie Thompson
0,Michael Wetzel
0,Beth Stagner
0,Bryan Brickhouse
0,Michael Neve
0,Paul James
0,Shelby Hall
0,Timothy Glover
3,Eric Martin
5,Morgan Neve
7,Beth Gifford
9,Sean Stasiak
17,Nicholas Redmond
21,Cam Bellando
24,Michael Ball
27,Aaron Saylor
30,Hunter Gibbs
b,r,e,a,k
Trash Pandas,12
0,Daniel Gray
0,David Lewis
0,Derek Youel
0,Bennett Farkas
0,Grace Foster
0,Jessica Webster
0,Kayla Ferguson
0,Maggie Dayton
0,Matthew Gallin
0,Mikeie Reiland
0,Miles Littlefield
0,Nora Kern
0,Rob Ferguson
0,Tess McGrew
0,Travis Crawford
1,Jasmine Williams
2,Julie Hilton
3,William Graham
4,Bryan Griffith
7,"Jessica ""Marti"" Martinez"
9,Tanner Brainard
12,Chris Peek
20,Lizzie Carsello
24,Michael Dayton
44,Ford Heacock
54,Rachael Freedman
99,Scott Jeffrey
b,r,e,a,k
'Shine,5
0,Audrey Cheng
0,Steven Eakle
01,Sofia Lima
02,Claire Bidigare-Curtis
03,Matt Ractliffe
04,Meaghan  Creamer
05,Michael Krohn
07,Christopher Calhoun
09,Jackie Sullivan
10,Zachary Hipkens
11,James Wright
13,Jason Bennett
14,Noel Holmes
18,Mariana Rodríguez
19,Grant Gardner
20,Richard Salmon
21,Kelsey Foster
23,Elizabeth Barnes
24,Mia Letterie
25,Zack Stern
25,Trip Adams
26,Jeffrey Burris
28,Cameron Snook
42,Andy Barnhart
49,Reuben Griggs
77,Sadie Jezierski
85,Aaron Wilder
b,r,e,a,k
Murmur,4
0,Brianna Radl
01,Katharine Suarez
02,Martha Wilber
03,Jared Bennett
04,Paige Howell
05,Amy Strozinsky
06,Anna White
07,Henry Siebentritt
09,Christo Ferguson
10,Javid Aceil
11,Mary Rockwell
12,John Langstaff
16,Jami Cashin
17,Katherine Jennings
21,Ben Ayres
22,Suzannah Hope Blackshear
24,Patrick Trent
26,Kyle Johnson
29,Mason Cary
32,Noah Li
35,Travis Kellogg
42,Jason Jones
58,Jon Ross Ingley
60,David William Petmecky
b,r,e,a,k
FlyTrap,14
0,Alex Bleuzen
0,Bradley Mandaville
0,Charlie Lian
0,Conny Morrison
0,Eliza Rich
0,Elizabeth Smith
0,Hannah Boettcher
0,Josh Norris
0,Kellee Meiners
0,Kelly McGillicuddy
0,Kristen  Crumbley
0,Meredith Wiedenheft
0,Michael Richards
0,Sadie Gosselin
0,Sarah Hasch
0,Tim Monahan
0,Zachary Clark
2,Carl Matysek
8,Noah Morris
24,Christopher Nelson
25,Jake Gallagher
27,Mary Clarke Worthington
56,Kyle Gibbons
64,Laura Matzuka
66,Jordan Haines
84,Rouse Carlton
87,Colin Eimers
b,r,e,a,k
Memphis STAX,11
0,Matt Bledsoe
03,Gabrielle Perl
04,Whitney Elliott
06,Morgan Melton
07,Andy Ballard
10,Ryan Moran
11,Gregory Mole
14,Kellie Cummings
16,Shannon Allen
18,Adam Kiser
19,Maggie Paoli
20,Stephen Tankersley
21,John Laubscher
22,Amy Robinson
23,Madeline Spolin
25,Grace Robinson
28,Melissa Taylor
33,Aubrey Nelson
34,Ben Ben Hirschman
35,Steven Cummings
44,Samuel Peter
84,Kathryn Morrison
91,Mitchell McConnell
99,Abigail Tankersley
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Toro,Bucket,13,11,"09/21/2019, 09:00",Pool A,Final
Huntsville Outlaws,Mutiny,11,7,"09/21/2019, 09:00",Pool A,Final
Toro,Mutiny,13,5,"09/21/2019, 10:50",Pool A,Final
Huntsville Outlaws,Bucket,6,13,"09/21/2019, 10:50",Pool A,Final
Toro,Huntsville Outlaws,11,13,"09/21/2019, 12:40",Pool A,Final
Bucket,Mutiny,13,5,"09/21/2019, 12:40",Pool A,Final
pool,Pool B
Weird,JLP,13,5,"09/21/2019, 09:00",Pool B,Final
Superlame,sKNO cone,13,12,"09/21/2019, 09:00",Pool B,Final
Weird,sKNO cone,13,5,"09/21/2019, 10:50",Pool B,Final
Superlame,JLP,11,7,"09/21/2019, 10:50",Pool B,Final
Weird,Superlame,8,12,"09/21/2019, 12:40",Pool B,Final
JLP,sKNO cone,12,11,"09/21/2019, 12:40",Pool B,Final
pool,Pool C
Storm,Trash Pandas,10,9,"09/21/2019, 09:00",Pool C,Final
Malice in Wonderland,Auburn HeyDay,3,13,"09/21/2019, 09:00",Pool C,Final
Storm,Auburn HeyDay,12,10,"09/21/2019, 10:50",Pool C,Final
Malice in Wonderland,Trash Pandas,13,9,"09/21/2019, 10:50",Pool C,Final
Storm,Malice in Wonderland,13,6,"09/21/2019, 12:40",Pool C,Final
Trash Pandas,Auburn HeyDay,7,13,"09/21/2019, 12:40",Pool C,Final
pool,Pool D
Murmur,Memphis STAX,13,12,"09/21/2019, 09:00",Pool D,Final
'Shine,FlyTrap,13,10,"09/21/2019, 09:00",Pool D,Final
Murmur,FlyTrap,10,8,"09/21/2019, 10:50",Pool D,Final
'Shine,Memphis STAX,12,9,"09/21/2019, 10:50",Pool D,Final
Murmur,'Shine,9,13,"09/21/2019, 12:40",Pool D,Final
Memphis STAX,FlyTrap,9,11,"09/21/2019, 12:40",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Bucket,Superlame,11,13,"09/22/2019, 12:40",1st Place Finals,Final
Bucket,'Shine,13,5,"09/22/2019, 09:00",1st Place Semis,Final
Storm,Superlame,10,13,"09/22/2019, 09:00",1st Place Semis,Final
bracket,2nd Place Bracket
Bucket,Toro,9,12,"09/22/2019, 14:30",2nd Place Finals,Final
Weird,Toro,8,12,"09/22/2019, 12:40",2nd Place Semis,Final
'Shine,Weird,7,10,"09/22/2019, 10:50",2nd Place Quarters,Final
Toro,Storm,13,8,"09/22/2019, 10:50",2nd Place Quarters,Final
Auburn HeyDay,Weird,10,11,"09/22/2019, 09:00",2nd Place Prequarters,Final
Toro,Murmur,13,8,"09/22/2019, 09:00",2nd Place Prequarters,Final
Auburn HeyDay,FlyTrap,13,10,"09/21/2019, 16:20",2nd Place Play In,Final
Huntsville Outlaws,Weird,8,13,"09/21/2019, 16:20",2nd Place Play In,Final
Toro,JLP,13,6,"09/21/2019, 16:20",2nd Place Play In,Final
Malice in Wonderland,Murmur,8,13,"09/21/2019, 16:20",2nd Place Play In,Final
bracket,7th Place
Auburn HeyDay,Murmur,10,13,"09/22/2019, 10:50",7th Place,Final
bracket,9th Place Bracket
Huntsville Outlaws,Malice in Wonderland,11,12,"09/22/2019, 10:50",9th Place Finals,Final
FlyTrap,Huntsville Outlaws,9,13,"09/22/2019, 09:00",9th Place Semis,Final
JLP,Malice in Wonderland,9,11,"09/22/2019, 09:00",9th Place Semis,Final
bracket,11th Place
FlyTrap,JLP,11,10,"09/22/2019, 10:50",11th Place,Final
bracket,13th Place Bracket
Memphis STAX,sKNO cone,9,12,"09/22/2019, 12:30",13th Place Finals,Final
Mutiny,Memphis STAX,11,12,"09/22/2019, 10:50",13th Place Semis,Final
Trash Pandas,sKNO cone,9,13,"09/22/2019, 10:50",13th Place Semis,Final
bracket,15th Place 
Mutiny,Trash Pandas,10,11,"09/22/2019, 12:30",15th Place,Final
b,r,e,a,k
