Centex 2019 (Men) ,College - Men ,16,3,2019
Austin,TX,2019-03-16,2019-03-17
https://play.usaultimate.org/events/Centex-2019-Men-/schedule/Men/CollegeMen/
Wisconsin,4
35,Cameron Hartman
38,John Kulikowski
40,Rishav Rout
46,Nate Willis
74,Anthony Ruzzo
b,r,e,a,k
Colorado,2
0,Alex Atkins
02,Alex Tatum
05,Saeed Semrin
07,Sean Chapel
09,Matthew Loughridge 
10,Danny Langevin
11,Son Nguyen
12,Girish Narayanswamy
13,Gregory Blumer
15,Brendan Sheets
16,Christopher Larson
17,Zane Barber
18,Jakob Rheins
19,Isaac Chestler
20,Jace Pivonka
21,Jason Otsuki
22,Thomas Brewster
24,Mathieu Agee
25,Conor Tabor
26,Daniel Brunker
34,Michael Fruge
42,Jacob Reed
44,Cole Besser
88,Quinn Finer
99,Aston Horton
b,r,e,a,k
LSU,7
01,Johnny Sims
02,Izack Bailey
03,Christian Lacoste
04,Jonah Hagstad
05,Dexter Turner
06,Tyler Rogers-Himel
07,Michael Crick
08,Hayden Jack
09,Kenny Hingle
10,Marty McGreal
11,Xavier Reyes
15,Brock Thibodeaux
16,Miles Polito
18,Grant Odenwald
19,Tobias Bork
20,Matt Freeburgh
21,Eric Reviere
23,Dylan Reviere
25,Nicholas Major
29,Nicholas  Harper
32,Gabriel Hardy
45,Benjamin Mundt
99,Jacques Gaspard
b,r,e,a,k
Texas-Dallas,6
0,Andrue Guerrero
0,Benny Rubanov
0,Brian Honea
0,Garrett Fish
0,Jason Dick
0,Jason Hustad
0,Joey Campain
0,Joseph Welkener
0,David Hammer
0,Logan Harless
0,Michael Strack
0,Nicolas West
0,Nidhish Lokesh
0,Victor Mao
1,Aaron Schuette
2,Emmanuel Bilolo
4,Julius Hubby
5,Christian Cortes
10,Neel Reddy
13,Christopher Fogel
25,Alvaro Guzman
29,Charles McNeil
29,Kirtan Patel
29,Steven Gomez
55,Eric Kleckner
97,Wesley Miaw
98,Luiz Astorga
b,r,e,a,k
Colorado State,3
0,Daniel Crump
0,Dylan Custer
0,Jonathan  Wegleitner
0,Keaton Schreiber
0,Lucas Beal
0,Mason Kiefer
0,Joel Cavaliere
0,Sam Goldstein
0,Ted Dhanens
0,Tucker Martin
2,Dylan Latham McGraw
3,John Miller
4,Mo Scott
5,Jackson Akin
7,Will McDonald
11,Jack McGinnis
16,Jake Marrapode
22,Hudson Martin
23,Nick Banks
24,David Miller
33,Ren Pretkelis
54,Sean Peskin
65,Trevor Isaacson
b,r,e,a,k
Dartmouth,9
1,Alec Miller
2,John Elliott
3,Graham Sisson
7,Quinn Hottendorf
8,Connor Coale
9,Stephen Crowe
10,Isaac Gluck
11,Robert Livaudais
12,Spencer Heim
13,Oliver Chartock
14,Barrett Noone
17,Thanh Nguyen Jr
18,Brady McCallister
19,Rohan Bose
22,Garrett Rawlings
24,Benjamin Ashley
27,Callum Hening
28,Wendell Beane
36,Kevin Mercado
72,Garrett Johnston
88,Connor Haines
b,r,e,a,k
Oklahoma State,12
0,Cheng Hao Tan
0,Chris Greene
0,Cole Strickling
0,Connor Olson
0,Blake Engelbart
0,Blake Duncan
0,Jonathan Costello
0,Ryan Hollenbeck
0,ryan wheeler
0,Stuart Wire
0,Tyler Williams
0,Tyler Helt
1,Josh Cunningham
6,Steven Gaiko
22,Nick Krause
22,Jake Strickling
51,John Athens
69,Caleb Dixon
98,Simon Vickers
99,Alexander McNiel
b,r,e,a,k
Kansas,13
0,Aaron Johnson
0,Alex Smith
0,Andre Coates
0,Andrew Tochtrop
0,Bret Bergmeier
0,Brett Voth
0,Daniel Stahlhut
0,Hayden Smith
0,Joseph Rall
0,Max  Irvine 
0,Noah Fogel
0,Travis bohannan
0,William  Ruhe
6,Gavin Walker
7,Isaiah  Moore
10,Hua Deng
15,Neil Newsome
19,Robert Castaneda
21,Matt Kennedy
28,David Vu
89,David Stierwalt
b,r,e,a,k
Arkansas,16
0,Derek Brandon
5,Sheldon Shinn
11,Trent Woessner
57,Jared Hines
69,Andrew Hall
69,Benjamin Rogers
69,William Bellamy
69,Steele Ruelle
69,Timothy McMullen
b,r,e,a,k
Utah,14
0,Jarom Brandow
0,Michael Lien
0,Kyle Weinberg
5,Dylan Cox
00,Harrison Sucher
00,Jace Duennebeil
00,Kevin Castell
00,Austin Hasbrook
00,Branden Frieden
00,Cole Stenseth
00,Connor Hess
00,Michael Giere
00,Nathan Huff
00,Nicholas Peters
00,Patrick  Beckett 
00,Robert King
00,Simon Greenhalgh
00,Trey Taylor
b,r,e,a,k
Iowa State,15
0,Becker Mathie
0,Chase Lemley
0,Josh Poterack 
0,Luke Bertram
0,Michael Stevens
3,Collin Lamb
5,Daniel Sullivan
6,Scott Hearne
8,Joseph Kosterman
11,Richard Poterack
11,Jacob Badger
12,Grant Larson
13,Evan Ford
15,Sam Stark
16,Jon Olson
17,Jacob Raatz
19,Austin Lee
23,Ben Joerger
34,Sam Habel
44,Chuan Jie Loy
52,Bryan Hall
69,Jacob Thomae
71,Dayton Wright
73,Jordan Wright
b,r,e,a,k
Texas State,10
0,Charles Branum
0,Ethan Klosterboer
0,Patrick Oyston
0,Ryan Blair
0,Weston Wolf
1,Rickie Stevenson
5,Paul Passmore
6,Eric Brodbeck
8,Noah Sheets
8,Zach Stence
11,Evan Dayton
16,Brandon Sanders
27,Jake Reinhardt
30,Ethan Swan
38,Chandler Wells
41,Tyler Glasgow
43,Joseph Wylie
67,Brandon Dial
69,Cole Smith
87,Josh Venter
b,r,e,a,k
Oklahoma,11
0,J.D. Ingendorf
01,Brian McHatton
03,Corbin Joel Milchesky
04,Frankie Fermo
05,Joseph Dal Santo
06,Matthew Beckner
07,Logan Allen
08,Cameron Guidry
09,Harper Stanfield
11,Greg Olson
12,Vijay Bhupathiraju
13,Joseph Fortunato
14,Nathaniel Loyd
15,Andrew Turcotte
18,Collin Dabbieri
34,Cyle Famuliner
36,Christopher Leonard
37,Joseph Williams
44,Dillon Bruer
69,Matthew Smith
72,Steven Wild
77,Carter Patton
95,Brandon Widner
96,Austin Gould
b,r,e,a,k
Rice,17
0,Alex Bluestein
0,Ben Schachter
0,Conner Elder
0,Davis Elder
0,Dylan Riddell
0,Gabriel Vacaliuc
0,James Brigman
0,Kevin Xi
0,Michael Russo
0,Nicholas Lester
0,Noah Johnson
0,Patrick Chickey
0,Patrick Kelly
0,Veeral Shah
3,Brian Walker
4,Adrish Anand
9,Marshall Doty
13,Alexander Jiang
14,Zach Moxley
17,Olasina Awe
21,Sam Burke
23,Michael Young
43,Brandon Chow
81,Johnston French
b,r,e,a,k
Wisconsin-Milwaukee,20
0,Brett Zingler
0,Jack Fravel
03,Jackson McCausland
03,Timothy Garman
06,Paul Weisser
07,Deng Deng
11,Will Casperson
15,Charlie Benforado
21,Kyle Gasiorowicz
29,Samuel Dirks
30,Stephen Becker
87,John McCune
91,Austin Johnson
b,r,e,a,k
North Texas,21
0,Cameron Young
0,Cameron Denton
0,Garrett Davis
0,Hagen Hoffman
0,Joshua Rozeboom
0,Justin England
0,Otello Garrard
0,Stewart Williamson
9,Benjamin Meaders
10,Austin Ferrari
11,Grayson Gummelt
15,Corey Gendron
16,Andy Evans
20,Enrique  Alegria
22,Chiao-Tan Chuang
50,Nathan Eaves
51,Jordyn Armstrong
77,Ian Ambrose
87,Joshua Rainey
b,r,e,a,k
Texas A&M (B),24
0,Alec Myers
0,Alex Rzasnicki
0,Andy Tang
0,Chase Skweres
0,Cole Woodeshick
0,Curtis Sims
0,Hayden Pfaff
0,Carson Fronefield
0,Josh Hein
0,Robert Credeur
0,Tae Jung Yang
0,Victoriano Garcia lll
5,Joseph  Moore
7,Robert Hendrix
12,Sam Whitworth
14,Rohan Agnihotri
17,Samuel Park
19,Jonathan Tran
33,Matthew Bunker
48,Alexander Laskey
68,Braden Winklepleck
69,Chandler Kramer
73,Jonathan Rought
b,r,e,a,k
Baylor,19
0,Charlie Hoesel
0,Chris Aljebory
0,Anthony Redix
0,James Taw
0,Lucas Stevens
0,Sam Onilenla
0,Samuel Voss
0,Sid Schornstein
0,Tony Munoz Jr
0,Pierce Thompson
3,Dhruv Ramesh
4,Judah Voss
5,Tyler Chiu
8,Tyler Smith
12,Andrew Mount
13,Bob Rein
14,Ryan Keller
19,Jonathan Hertel
20,Colson Lindsey
21,Jacob Young
26,William Kreicker
27,Mason Wuensch
28,John Eyre
31,Daniel Gonzalez-stahl
55,Kelton Mahon
85,Logan Bruner
99,Matthew Sweere
b,r,e,a,k
Northern Iowa,23
06,Joshua Timms
07,Timothy Swanson
11,Matt Adams
12,Ethan Schultzen
13,Scott Sivola
14,Cole Valentine
15,Philip Adams
16,Colin Stroehle-Durrah
17,Andrew McCartan
20,John Cannon
25,Matthew Langel
35,Caleb Lundeen
43,David Hindman
55,Michael Bonin
72,Clayton Phillips
99,Mason Wirtz
b,r,e,a,k
Trinity,18
0,Breton Smith
0,Bryan Granizo
0,Christopher Fanick
0,Cole Williams
0,David Gralla
0,Douglas Young
0,Galen Curtis
0,Garrison Meeks
0,Jack Parker
0,Jesus Ramirez
0,Joe Williams
0,Josh Kim
0,Maxwell Bogue
0,Miles Fuqua
0,Nathan Benson
0,Nicholas Demonteverde
0,Peter Shaffer
0,Rei Esaka
0,Anthony Abshire
28,Axel Anderson
b,r,e,a,k
LSU (B),22
0,Thomas Ackman
0,Thomas Hannie
10,Jacques Pecquet
27,Damith Gunasingha
36,Evan Young
53,Brandon Magazine
64,Cullen Williamson
69,Nate Stewart
99,Glenn Lorio
b,r,e,a,k
Wisconsin (B),28
0,Alan Edwards
0,Jacob Calbaum
0,Jayden LeQue
0,Joe Kerwin
0,Kye Hanson
0,Luke Boge
0,Matthew Ruegsegger
0,Matthew Berkholtz
0,Rachel Hildebrand
0,Spencer Blume
1,Andrew Cohen
2,Garrek Wierzba
11,Sam Dinerman
16,Sean Markey
16,Mitchell Rose
17,Geordi Haerr-Hartmann
17,Alexander Gravatt
22,Dylan Petersen
25,Andrew Paulson
33,Peter Ullrich
37,Mark Hutson
47,Michael Schon
69,Isaac Fine
77,Kyle Fruhling
80,Joly Scudder
b,r,e,a,k
Colorado State (B),25
0,Barak Farhi
0,Cameron Strukel
0,Cory Jew
0,Danny de Paz
0,Erik Peaslee
0,Louis Narmour
0,Michael McCaffery
0,Mitchell Zone
0,Nate Haines
0,Noah Smith
0,Owen Camp
0,James Ross
0,Joseph Snapp
0,Simon Kimble
10,Kenny Bui
12,Elliot Fuller
13,Alfredo Macha
19,Charlie Pitcock
35,David Slifka
35,Samuel Frisz
37,Stephen Garrison
52,Jackson Turner
69,Ira Weiss
b,r,e,a,k
Stephen F. Austin,29
0,Jake Vickers
0,Parker Lambes
1,Thomas Griffin
2,Reece Allen
4,jordan jeffcoat
7,Felipe Sanchez
11,Kyle Adams
17,Logan Willhoite
22,James Phillips
23,Austin Bronson
24,Tyler Baker
30,Matthew Doxey
39,Michael Musslewhite
42,Luke Holbrook
43,Ethan Donart
54,David Gomez
67,Edward Salinas
75,Michael Stephens
99,Tanner Roberts
b,r,e,a,k
Texas-Dallas (B),32
0,Daryl Vogel
00,Chance Gammill
00,Austin Lozano
00,Joshua Pritchett
00,Son Doan
00,Martin Kohl
03,Timothy Champion
05,John  Novosel
07,Udit Bhatt
08,Joaquin Jimenez
20,Kevin Hwang
33,William Payne
34,Samuel Todd
34,Adrian Ruiz Caro
69,Trevor Ellis
71,Jwalin Shah
72,Craig Hilby
73,Ashwin Raman
84,Tyler Hustad
99,Caleb  Trotter 
b,r,e,a,k
Texas-San Antonio,26
0,Matthew Kochera
0,Zach Harbin
1,Skye Knight
2,Jheremi Villarreal
3,Harrison Greaves
4,William Miller
5,Austin Barr
9,Donnell Cartwright
10,Luis Javier Espinoza
12,Belisario Garza
13,George Tharakan
16,Steven Glatt
17,John Breen
18,Antonio Sagar
20,David Pratter
21,Stuart Hanson
23,Adam Regan
27,Subhash Venigalla
28,Carter Dodson
30,Tyler Zinck
32,Seamus Moreno
33,Benjamin Hanson
37,Stanley Ngo
39,Antonio Reyes
44,Kevin Brown
53,Giovanni Calisto
69,Cameron Brown
89,Anthony  Tedesco 
b,r,e,a,k
Houston,30
0,Adrian Velasco
0,Dax McKee
0,Ian Flannery
0,Landon Nguyen
0,Nicholas Nguyen
0,Steven Nguyen
1,Robert Kopliku
00,Alexander Nordahl
09,Sam Scott
11,Cameron Miller
13,Ben Nguyen
14,Woodley Simon
17,Andrew Perez
22,Piercen Hoekstra
35,Cameron Cocheu
55,Jordan Amara
b,r,e,a,k
Texas (B),31
0,Austin Little
0,Blake Fall
0,Calvin Nguyen
0,Clay Chandler
0,Daniel Moreland
0,David Wang
0,Eric Sun
0,Ethan Nguyen
0,AJ Sison
0,Alejandro Martinez
0,Gregory Lowry
0,Kevin Yuk
0,Matthew Bianchi
0,Nathan Dayvault
2,Andrew Loughran
4,Joshua Curtis
4,Joshua Henderson
9,Ivan Radakovic
23,Nik Srinivas
27,Grant Spradley
50,Romtin Mehrabani-Farsi
69,David Garcia
81,Rohin Balkundi
b,r,e,a,k
Texas State  (B),27
0,Brandon Watkins
0,Tyler Kotwitz
2,Jonathan Silverman
7,James McKechnie
10,En Emerson
18,Michael Bourne
19,Tanner Hughes
77,Sheamus Flanagan
83,Israel Medina
88,Reid Pannell
99,Ethan Shirey
b,r,e,a,k
s,t,a,g,e,s
pools,Tier 1
pool,Power Pool A
Texas,Texas A&M,13,5,"03/16/2019, 09:00",Power Pool A,Final
Wisconsin,Illinois,13,7,"03/16/2019, 09:00",Power Pool A,Final
Texas,Illinois,13,12,"03/16/2019, 11:00",Power Pool A,Final
Wisconsin,Texas A&M,13,5,"03/16/2019, 11:00",Power Pool A,Final
Texas,Wisconsin,9,13,"03/16/2019, 13:00",Power Pool A,Final
Texas A&M,Illinois,13,9,"03/16/2019, 13:00",Power Pool A,Final
pool,Power Pool B
Colorado,Texas-Dallas,13,9,"03/16/2019, 09:00",Power Pool B,Final
Colorado State,LSU,11,12,"03/16/2019, 09:00",Power Pool B,Final
Colorado,LSU,13,8,"03/16/2019, 11:00",Power Pool B,Final
Colorado State,Texas-Dallas,9,11,"03/16/2019, 11:00",Power Pool B,Final
Colorado,Colorado State,13,12,"03/16/2019, 13:00",Power Pool B,Final
Texas-Dallas,LSU,10,11,"03/16/2019, 13:00",Power Pool B,Final
pool,Pool C
Dartmouth,Kansas,13,9,"03/16/2019, 09:00",Pool C,Final
Oklahoma State,Arkansas,13,8,"03/16/2019, 09:00",Pool C,Final
Dartmouth,Arkansas,13,4,"03/16/2019, 11:00",Pool C,Final
Oklahoma State,Kansas,12,9,"03/16/2019, 11:00",Pool C,Final
Dartmouth,Oklahoma State,13,4,"03/16/2019, 13:00",Pool C,Final
Kansas,Arkansas,10,8,"03/16/2019, 13:00",Pool C,Final
pool,Pool D
Texas State,Utah,11,10,"03/16/2019, 09:00",Pool D,Final
Oklahoma,Iowa State,8,13,"03/16/2019, 09:00",Pool D,Final
Texas State,Iowa State,8,13,"03/16/2019, 11:00",Pool D,Final
Oklahoma,Utah,7,12,"03/16/2019, 11:00",Pool D,Final
Texas State,Oklahoma,13,6,"03/16/2019, 13:00",Pool D,Final
Utah,Iowa State,13,9,"03/16/2019, 13:00",Pool D,Final
b,r,e,a,k
pools,Tier 2
pool,Power Pool A
Rice,North Texas,12,10,"03/16/2019, 09:00",Power Pool A,Final
Wisconsin-Milwaukee,Texas A&M (B),13,3,"03/16/2019, 09:00",Power Pool A,Final
Rice,Texas A&M (B),13,3,"03/16/2019, 11:00",Power Pool A,Final
Wisconsin-Milwaukee,North Texas,13,10,"03/16/2019, 11:00",Power Pool A,Final
Rice,Wisconsin-Milwaukee,13,8,"03/16/2019, 13:00",Power Pool A,Final
North Texas,Texas A&M (B),13,7,"03/16/2019, 13:00",Power Pool A,Final
pool,Power Pool B
Trinity,LSU (B),13,9,"03/16/2019, 09:00",Power Pool B,Final
Baylor,Northern Iowa,13,9,"03/16/2019, 09:00",Power Pool B,Final
Trinity,Northern Iowa,10,13,"03/16/2019, 11:00",Power Pool B,Final
Baylor,LSU (B),11,6,"03/16/2019, 11:00",Power Pool B,Final
Trinity,Baylor,6,13,"03/16/2019, 13:00",Power Pool B,Final
LSU (B),Northern Iowa,10,11,"03/16/2019, 13:00",Power Pool B,Final
pool,Pool C
Colorado State (B),Stephen F. Austin,12,10,"03/16/2019, 09:00",Pool C,Final
Wisconsin (B),Texas-Dallas (B),9,7,"03/16/2019, 09:00",Pool C,Final
Colorado State (B),Texas-Dallas (B),10,6,"03/16/2019, 11:00",Pool C,Final
Wisconsin (B),Stephen F. Austin,12,6,"03/16/2019, 11:00",Pool C,Final
Colorado State (B),Wisconsin (B),9,10,"03/16/2019, 13:00",Pool C,Final
Stephen F. Austin,Texas-Dallas (B),12,8,"03/16/2019, 13:00",Pool C,Final
pool,Pool D
Texas-San Antonio,Houston,13,6,"03/16/2019, 09:00",Pool D,Final
Texas State  (B),Texas (B),10,11,"03/16/2019, 09:00",Pool D,Final
Texas-San Antonio,Texas (B),13,3,"03/16/2019, 11:00",Pool D,Final
Texas State  (B),Houston,7,8,"03/16/2019, 11:00",Pool D,Final
Texas-San Antonio,Texas State  (B),13,7,"03/16/2019, 13:00",Pool D,Final
Houston,Texas (B),11,8,"03/16/2019, 13:00",Pool D,Final
b,r,e,a,k
brackets,Tier 2 Bracket Play
bracket,Championships
Rice,Wisconsin-Milwaukee,1,0,"03/17/2019, 13:00",Finals,Final
Rice,Northern Iowa,15,7,"03/17/2019, 11:00",Semis,Final
Wisconsin-Milwaukee,Baylor,14,13,"03/17/2019, 11:00",Semis,Final
Rice,Texas-San Antonio,15,5,"03/17/2019, 09:00",Quarters,Final
Northern Iowa,North Texas,14,13,"03/17/2019, 09:00",Quarters,Final
Wisconsin-Milwaukee,Trinity,15,9,"03/17/2019, 09:00",Quarters,Final
Baylor,Wisconsin (B),15,7,"03/17/2019, 09:00",Quarters,Final
Texas-San Antonio,LSU (B),15,10,"03/16/2019, 15:00",Pre-Quarters,Final
Colorado State (B),North Texas,10,15,"03/16/2019, 15:00",Pre-Quarters,Final
Houston,Trinity,8,15,"03/16/2019, 15:00",Pre-Quarters,Final
Wisconsin (B),Texas A&M (B),15,10,"03/16/2019, 15:00",Pre-Quarters,Final
bracket,3rd Place
Northern Iowa,Baylor,9,13,"03/17/2019, 13:00",3rd Place,Final
bracket,5th Place
North Texas,Wisconsin (B),10,13,"03/17/2019, 13:00",5th Place Finals,Final
Texas-San Antonio,North Texas,10,12,"03/17/2019, 11:00",5th Place Semis,Final
Trinity,Wisconsin (B),4,15,"03/17/2019, 11:00",5th Place Semis,Final
bracket,7th Place 
Texas-San Antonio,Trinity,1,0,"03/17/2019, 13:00",7th Place,Final
bracket,9th Place
LSU (B),Texas A&M (B),10,14,"03/17/2019, 13:00",9th Place Finals,Final
LSU (B),Colorado State (B),13,12,"03/17/2019, 11:00",9th Place Semis,Final
Houston,Texas A&M (B),7,15,"03/17/2019, 11:00",9th Place Semis,Final
bracket,11th Place
Colorado State (B),Houston,15,4,"03/17/2019, 13:00",11th Place,Final
b,r,e,a,k
brackets,Tier 1 Bracket Play
bracket,Tier 1 Championships
Wisconsin,Colorado,13,14,"03/17/2019, 13:00",Finals,Final
Wisconsin,LSU,15,13,"03/17/2019, 11:00",Semis,Final
Texas,Colorado,7,15,"03/17/2019, 11:00",Semis,Final
Wisconsin,Colorado State,15,13,"03/17/2019, 09:00",Quarters,Final
LSU,Oklahoma State,15,11,"03/17/2019, 09:00",Quarters,Final
Texas,Iowa State,15,14,"03/17/2019, 09:00",Quarters,Final
Colorado,Dartmouth,14,10,"03/17/2019, 09:00",Quarters,Final
Utah,Colorado State,11,12,"03/16/2019, 15:00",Pre-Quarters,Final
Oklahoma State,Texas A&M,15,14,"03/16/2019, 15:00",Pre-Quarters,Final
Iowa State,Texas-Dallas,14,11,"03/16/2019, 15:00",Pre-Quarters,Final
Dartmouth,Illinois,15,13,"03/16/2019, 15:00",Pre-Quarters,Final
bracket,3rd Place
LSU,Texas,12,13,"03/17/2019, 13:00",3rd Place,Final
bracket,5th Place
Colorado State,Dartmouth,15,8,"03/17/2019, 13:00",5th Place Finals,Final
Colorado State,Oklahoma State,15,10,"03/17/2019, 11:00",5th Place Semis,Final
Iowa State,Dartmouth,12,15,"03/17/2019, 11:00",5th Place Semis,Final
bracket,7th Place
Oklahoma State,Iowa State,0,1,"03/17/2019, 13:00",7th Place,Final
bracket,9th Place
Texas A&M,Illinois,10,12,"03/17/2019, 13:00",9th Place Finals,Final
Utah,Texas A&M,9,15,"03/17/2019, 11:00",9th Place Semis,Final
Texas-Dallas,Illinois,12,13,"03/17/2019, 11:00",9th Place Semis,Final
bracket,11th Place
Utah,Texas-Dallas,14,12,"03/17/2019, 13:00",11th Place,Final
b,r,e,a,k
pools,Tier 1 Consolation
pool,Pool A
Kansas,Texas State,11,13,"03/17/2019, 09:00",Pool A,Final
Arkansas,Oklahoma,11,15,"03/17/2019, 09:00",Pool A,Final
Kansas,Oklahoma,11,13,"03/17/2019, 11:00",Pool A,Final
Arkansas,Texas State,13,9,"03/17/2019, 11:00",Pool A,Final
Kansas,Arkansas,13,11,"03/17/2019, 13:00",Pool A,Final
Texas State,Oklahoma,8,13,"03/17/2019, 13:00",Pool A,Final
b,r,e,a,k
pools,Tier 2 Consolation
pool,Pool A
Stephen F. Austin,Texas (B),15,11,"03/17/2019, 09:00",Pool A,Final
Texas-Dallas (B),Texas State  (B),12,13,"03/17/2019, 09:00",Pool A,Final
Stephen F. Austin,Texas State  (B),15,8,"03/17/2019, 11:00",Pool A,Final
Texas-Dallas (B),Texas (B),8,15,"03/17/2019, 11:00",Pool A,Final
Stephen F. Austin,Texas-Dallas (B),11,8,"03/17/2019, 13:00",Pool A,Final
Texas (B),Texas State  (B),15,14,"03/17/2019, 13:00",Pool A,Final
b,r,e,a,k
