Summer Glazed Daze 2019,Club - Mixed ,22,6,2019
https://play.usaultimate.org/events/Summer-Glazed-Daze-2019/schedule/Mixed/Club-Mixed
Rally,8
32,Jeffrey Andrews
35,Ryan Forster
65,Robert Yu
84,Matt Lubitz
91,Kenneth Wells
b,r,e,a,k
Murmur,7
00,Fiona Cashin
00,Noah Li
00,Patrick Trent
01,Katharine Suarez
03,Jared Bennett
04,Paige Howell
06,Anna White
07,Henry Siebentritt
09,Christo Ferguson
10,Javid Aceil
11,Mary Rockwell
12,John Langstaff
16,Jami Cashin
17,Katherine Jennings
21,Ben Ayres
22,Suzannah Hope Blackshear
26,Kyle Johnson
35,Travis Kellogg
42,Jason Jones
60,David William Petmecky
b,r,e,a,k
Rowdy,15
0,Allegra Berry
0,Alyssa Irons
0,Christiana Chang
0,Elizabeth (Beth) Sherling
0,Emma Johnson
0,Evan Holliday
0,Keith McGrath
0,Meagan Fairchild
0,Rachel Rubin
0,Ryan Sawaya
0,Sam Widmayer
0,Sean Gallagher
8,Daniel Leo Hogan
10,John Luke Sumerel
12,Joy Chen
15,Daniel Rolando
26,Alex Bienkowski
26,Kofi Thompson
29,Mark Stumpf
68,Andrew Tong
b,r,e,a,k
NC Galaxy,10
0,Jennifer Wang
0,Ruben Keane
2,Abraham Eichner
01,Jonathan Su
05,Andrew Li
06,Daniel Zhu
10,Georgia Paulig
12,Stratton Elkin
13,Kevin Zhang
14,Meg Van Horn
18,Alice Wang
20,Mukil Guruparan
22,Kyle Gouchoe-Hanas
24,Alexander Davis
25,Nola Kim Mayer
38,Jessica Wu
42,Joshua  Krause
42,Alex (Evan) Grosskurth
52,Bailey Roberts
58,Lanie O'Neill
70,Jake Taylor
80,John McDonnell
81,Tristan Manturuk
85,Ted Randby
b,r,e,a,k
Columbus Cocktails,6
0,Ben Sever
0,Eliot Alexander
0,Elizabeth Diamond
0,Emily Barrett
0,Caitlin Duffner
0,Cara Sieber
0,Jeffrey Brauning
0,Jordan O'Neill
0,Lexie Thomas
0,Lloyd Furuta
0,Michael Kromer
0,Neil Taylor
0,Stacy Lu
2,Sion Agami Contreras
2,Funing Zhang
2,Alex Flamm
4,Zachary Braun
4,David Valentine-Elam
9,Ryan Kindell
11,Jackie Matonis
14,Emily Steedman
17,Benjamin Reith
18,Axel Agami Contreras
22,Mallory Griffith
43,Chloe Lim
47,Phil Cherosky
88,Madeleine Pletzke
b,r,e,a,k
Weird,3
0,Adam Lapikas
0,Gentry Maddox
0,Lisa Fitton
3,Benjamin Ostman
3,Alex Nelson
6,Adam Carr
9,Sean Plunkett
01,Matt Thompson
02,Bennett Wachob
10,Tori Taylor
13,Adam Vinson
16,Jenny Rodriguez
22,Julia Gregory
23,Logan Diehl
26,Thomas Milana
27,Rebecca Poznansky
34,Courtney Read
47,Austin Koffarnus
69,Jaime Estes
77,Quentin Voorhees
85,Tabitha Mixon
b,r,e,a,k
FlyTrap,14
0,Alex Bleuzen
0,Charlie Lian
0,Conny Morrison
0,Eliza Rich
0,Elizabeth Smith
0,Elizabeth Nowlin
0,Hannah Boettcher
0,Kellee Meiners
0,Kristen  Crumbley
0,Meredith Wiedenheft
0,Sarah Hasch
0,Tim Monahan
0,Zachary Clark
2,Carl Matysek
8,Noah Morris
11,Caleb Hasch
24,Christopher Nelson
25,Jake Gallagher
56,Kyle Gibbons
66,Jordan Haines
84,Rouse Carlton
87,Colin Eimers
88,Rebecca Xiao
97,Niya Thomas
b,r,e,a,k
8 Bit Heroes,11
0,Bryson Cramer
0,Celina Holler
0,Elly Young
0,Emily Grimes
0,Jordan Vanasdale
0,Tasha Hendershot
0,Thomas Riggs
5,Robert Van Hassel
6,Chris Pliszak
7,Allyson Golightly
12,Allison  Bauser
12,Bryan Nadeau
14,Samuel Young
15,Zach VanDerwerker
16,Diana Burke
18,Mike Randow
19,Eric Helm
25,Ethan Krokonko
27,Scott Bennett
32,Nick Malagari
47,Rachel Moser
73,Mark Flores
99,Alvin Matute
b,r,e,a,k
Alloy,4
0,Bailey Moorhead
0,Justin Abel
2,Sean Newell
3,Maria Bajzek
8,Jeremy Kanter
9,Amatheon Bohan
01,Christie Lawry
08,Victoria Rollin
11,Leo Warren
12,Nicole Fiorentino
13,Jesse Kummer
15,Will Helenski
17,Robin Eng
18,Jed Farber
20,Charlotte Koerner
21,Elizabeth Manturuk
22,Mark Pitts
24,Sam Schurer
26,Kelsey Cowles
27,Darra Reppermund
34,Will Hoffenkamp
37,Alan Gruntz
46,Amy Buck
72,Joseph Norby
85,William Hefferon
b,r,e,a,k
Storm,5
0,Aaron Coble
0,Anna Xu
0,Cacey-Jane Bunch
0,Eric Olson
0,Grace Engle
0,Nathan Lyle
0,Paul Grabowski
0,Ransome Martin
0,Samuel Lee
0,Sarah May
0,Sean Kelley
0,Sharon Crawford
0,Stephanie Herman
6,Dylan Welchman
7,Jessica Grabowski
9,Miller Yoho
11,James Parks
12,Philip Hadwiger
13,Jocelyn Keung
19,Alyssa Belsito
22,Brian Casey
28,Andrew Gruninger
33,Abigail Barry
49,Bethany McDill
49,Sullivan Wilkes
83,Margaret Barry
99,Kevin Ryan
b,r,e,a,k
Malice in Wonderland,13
0,Allison Church
0,Beth Stagner
0,Bryan Brickhouse
0,Chanchai Hongdoxmai
0,Derrick Marcey
0,Elianna Bier
0,Emma Bartlett
0,James Mangum
0,Jen Bradley
0,Jesse Lieberman
0,Katy Harris
0,Kelly Merhar
0,Michael Neve
0,Paul James
0,Shelby Hall
0,Timothy Glover
3,Eric Martin
5,Morgan Neve
7,Beth Gifford
9,Sean Stasiak
17,Nicholas Redmond
21,Cam Bellando
24,Michael Ball
27,Aaron Saylor
30,Hunter Gibbs
b,r,e,a,k
Ant Madness,12
0,Aidan McLeod
0,Amy Wedmore
0,Anthony Bernard-Sasges
0,Bethany Turner
0,Cassandra Skapek
0,Delana Sobhani
0,Eliana Harnage
0,Emily Kreisel
0,Katrien Hinderdael
0,Kevin Chiang
0,Lauren Wojcik
0,Meaghan McSorley
0,Nicholas Kwan
6,Jacob Smith
9,Peter Anderson
9,Alexander Lichtenstein
11,Alex Srisuwan
12,John Recchia
19,Bridgette Heine
21,Harper James
24,Adam Shrager
27,Rebecca Meeker
29,Matthew Dennin
31,Andrew Ferraro
53,Jackson Gode
b,r,e,a,k
Petey's Pirates,17
0,Danielle Johnson
0,Dylan Elder
0,Kelly Ross
0,Rebecca Rings
0,Sarah San Pedro
00,Tyler Higgins
02,Gordon (Gordy) Sjostrom
03,Austin Eilbeck
05,Claire Ackerman
07,Luke Groom
11,Trimon Lamson
12,Alec Mathena
16,Jennifer Dai
17,Kelsey  Dober
19,Sebastian Miner
23,Timothy San Pedro
25,Alora Reiff
32,Nate Dikeman
34,James (Drew) Barkley
41,Eric Border
43,Dakota Regan
52,Stephan Dober
59,Todd Miller
69,Chan Woo Park
78,Tiffany Lim
80,Karli Bigler
95,Kristen Behrens
b,r,e,a,k
Crucible,26
0,Angelena Bohman
0,Annette Kukunas
0,Christina Poole
0,Ian Piper
0,Kellie Lindstrom
0,Lauren Franke
0,Lora Waybright
0,Nathan Conroy
3,Taha Udyawar
6,David Smith
9,Justin Fraser
13,Zachary Risinger
20,Andrew Turgeon
22,Connor Tipping
25,Rachel Olszewski
28,Mike Gorham
31,Brady Zbikowski
80,Jay Walker
89,Eric Petrow
b,r,e,a,k
RnB,24
0,Alexis Gliniecki
0,Bryce Cannon
0,Cassidy Quistorff
0,Daniel Smith
00,Ben Campbell
01,Parham Ghassemi
02,Rachael Van Dolah
03,Edward Kasper
05,Lisa Bertin
07,Demetrius Irving
10,Matthew Sutherland
11,Jordan Byrd
11,Harvey Merriman
12,Sara Farthing
14,Austin Reed
15,Matthew Puryear
18,Anna Clowdis
19,Kevin Foster
21,Alexandra Latham
22,Jodi (Joanna) Meyer
23,Peter Windes
25,Christian Storey
29,Nick Robinson
34,Tommy Cianciolo
48,Shane Kearney
88,Jonathan Choi
b,r,e,a,k
Stormborn,32
0,Alison Palmer
0,Ashlyn Salvage
0,Borchueh Wu
0,David Paladin-Fernandez
0,Emily Bramhall
0,Nykolas Lotocky
1,Mason Nousain
3,Andrew Deshler
4,Luke Alcaraz
8,Luc Bouchard
10,Joseph Miller
11,Joseph Kathan
14,Egburonu Uduka
19,Claire O'Bryan
23,Jon Atkins
50,Jessica Flagg
67,Abraham Cruz
81,Jonathan Karpatkin
99,Rebecca Dorety
b,r,e,a,k
Legion,18
0,Taylor Engen
02,Kevin Habermas
05,Connor High
06,Jake Norman
08,Kristiana Preus
12,Jonathan Mast
13,Ali Rockett
15,Brendan Kinne
18,Krista Habermas
22,Rebekah Forrer
24,Jillianne  Engen
25,Elizabeth Ware
34,Andrew Sharpe
37,Brandon Lison
42,Justin Morrison
47,Billy Harmon
82,Hannah VerasAlba
b,r,e,a,k
Seoulmates,31
02,Mason Oppert
04,Danny Chao
05,Thomas Lineberger
06,Will Heisner
07,Sophie Terry
08,Callie Auman
10,Ashley Osiecki
11,Angelena Parker
13,Lynsey Blackburn
14,Kartik Sethuraman
19,McKenna Schaffer
21,Kelly Lorton
22,Catherine Nansalo
23,Danny Bishop
24,Cliff Totherow
26,Amy Gilbert
27,Andrew Manca
34,Daniel Lee
37,Romit Patel
40,Kristin Rosser
42,Gabrielle Nguyen
73,Adam Bostian
88,Jeremy Hyman
99,George Bumgardner
b,r,e,a,k
District Cocktails,23
0,Anne Scholle
0,Benjamin Holgash
0,Charles Yu
0,Daley Burns
0,Daniel Bowman
0,Elias Benda
0,Eric Beier
0,Erik Larmore
0,Galen Reifsnider
0,Ian Edgell
0,Jennifer Pridemore
0,Karenna Genzlinger
0,Kelly Anderson
0,Samantha Melconian
9,John Giannini
11,Diane Simunek
16,Andrew White
16,Collin Brooks
16,Margaret (Meg) Shea
17,Rylee Cone
27,Alex Kimmelman
29,Eric Lempa
38,Michelle Gung
42,Andrew O'Neill
49,Sophie Crochet
79,Daniel Dresser
b,r,e,a,k
Rampage,25
0,Ryan King
01,Seth Gold
03,Laura Mindlin
06,Amy Crouch
12,Molly Arwood
13,Jeffrey Stout
14,Son Duong
15,Aaron Baer
19,Matthew Raskind
20,Jesse Crouch
22,Molly Spero
23,Jon Kinczyk
24,George Van Den Driessche
26,Mallory Kinczyk
28,Vinny Malikasim
29,Aubrey Clark-Brown
33,Paul Than
34,Pat Pensabene
55,Andrew Clegg
67,Ross Osborn
72,Erin McMurtrey
82,Amanda English
99,Kristen Walfield
b,r,e,a,k
Tyrannis,19
0,Dana Dunbar
0,Dustin Lieske
0,Emma Colavincenzo
0,Kay Comer
0,Kelsey Schoeman
0,Matthew Ondek
0,Sonia Meyer
0,Walter Lewis
3,Franklin Ahrens
4,Dick (Richard Sr) Leary
5,Joseph Terrana
14,Noah Carter
19,Lauren Lieske
26,Rachel Shannon
37,Rebecca Rook
38,Ariel Vogel
41,William Clark
46,Benjamin Scharadin
88,Matthew Graves
90,Hayley SooHoo
98,Julius Tallant
99,Yannick Albert
b,r,e,a,k
LORD,22
0,Andre Garcia
0,Andrew Han
0,Daniel Sablosky
0,Grace Minner
0,Jack Chisenhall
0,Alex Goldman
0,Jessica Tow
0,Kristin Lue Chee Lip
0,Mary Nguyen
7,Lindsey Doerr
11,Kevin Dodd
13,Jacob Harnage
14,Kyle Minner
16,Tre Williams
17,Alexis Planche
41,Kiran Devine
64,Kai Jensen
98,Nicholas Morris
b,r,e,a,k
Piedmont United,30
0,Andrew Downing
0,Ashlee Dunlevy
0,Caleb Sizemore
0,Chris Schulze
0,Delaney Huntoon
0,Jessica Cheu
0,Julia Fuster
0,Kevin Doubleday
0,Kyle Cornell
0,Lucas Call
0,Melissa Henkle
0,Missoury Lytle
0,Nicholas Schaftlein
0,Robert Hanna
0,Simeon (Mark) Henkle
1,Christian Daniel
8,Thomas Soiles
21,Katherine Phillips
25,John Laney
37,Joshua Roderick
40,Jason Pierce
70,Julian Hester
83,Michael Ridge
99,Kathryn Kisska-Schulze
b,r,e,a,k
APEX,27
0,Carson Lain
0,Hanna Snarski
0,Jennifer Collins
0,Miles McDonald
0,Ned Daniell
0,Terran Tout
1,Jeremiah Treadway
3,Codie Dickert
13,Megan Epperson
15,Michaela Loar
17,Susan Mathews
21,Kevin Kopf
22,Meg  Montgomery
24,Chung Lee
28,Samantha Dickert
33,Jensen Tomberlin
44,Ryan Chubb
88,Mary Kopf
96,Matthew Davin
b,r,e,a,k
Rat City,21
0,Alice Bauman
0,Dylan McDonough
0,Golsa Yazdy
0,Jessie Walter
0,Kaitlyn Harper
0,Kelsey Dennis
0,Lex Overholt
0,Tanner Marshall
0,Torrin Stokes
3,Matthew Maclay
4,Geoffrey Chan
5,Eva Fury
7,Daniel Paoletti
8,Bridget Gallagher
13,Echo Presgraves
20,Sean Mizoguchi
27,Edward Speyer
31,Christopher Cahoon
61,Carlos Lalimarmo
b,r,e,a,k
Possum,28
0,Bryn Barton
0,Hannah Abraham
0,Lori Waterlander
1,Khris Kirk
3,Wesley Hall
5,Anthony Girelli
6,Brandon Loggins
14,Jessica Francois
15,Jamie Cone
17,Lawrence Smith
22,David Folkner
27,Katie Folkner
32,Kyle Fairchild
37,Sarah Johnsen 
41,Erick Bousman
42,Donald Cone
b,r,e,a,k
Heavy Flow,20
0,Andrew Young
0,Andrew Ryan
0,Cara Murray
0,David Ness
0,Erica Yee
0,Erin Barclay
0,John Brun
0,Kristen Collar
0,Meghan Gloyd
0,Stephanie Ray
0,Stephen Nichols
0,Winston Chang
4,Amy Whetter
7,Derrick Fyfield
10,Elias White
11,Rachel White
16,Simeon Lee
16,Alec Hirschauer
22,Lance Gardner
23,Jordan Lewis
25,Natalie Drake
43,Anya Lagasse
44,Christian Lund
66,Jefferson Crum
73,Brian Jollie
88,Justin Chu
b,r,e,a,k
ThunderCats,29
0,Aidan O'Neill
0,Annalise Eberhard
0,Boe Quisenberry
0,David Kozusko
0,Kathleen Quisenberry
0,Marlee Henninge
0,Sara Folk
0,Spencer Ellington
2,Kristen Mosher
3,Kathryn West
5,Helen Louise Hindal
7,Roger Hovis Jr.
7,Kavin Srikanth
8,Jonathan Phillips
10,Theodore Mosher IV
10,Sai Priyatam Tayi
16,John Lipsey
19,Lori Granath
28,Sarah Lipsey
42,Ryan Benitez
52,Colin Stepien
57,Matthew Dix
63,Andrew West
b,r,e,a,k
s,t,a,g,e,s
pools,Top Pool Play 
pool,Pool A
Toro,JLP,13,8,"06/22/2019, 09:00",Pool A
Rally,Jackpot,13,8,"06/22/2019, 09:00",Pool A
Toro,Jackpot,13,2,"06/22/2019, 10:45",Pool A
Rally,JLP,13,4,"06/22/2019, 10:45",Pool A
Toro,Rally,11,13,"06/22/2019, 12:30",Pool A
JLP,Jackpot,13,8,"06/22/2019, 12:30",Pool A
pool,Pool B
Loco,NC Galaxy,13,3,"06/22/2019, 09:00",Pool B
Murmur,Rowdy,13,8,"06/22/2019, 09:00",Pool B
Loco,Rowdy,13,4,"06/22/2019, 10:45",Pool B
Murmur,NC Galaxy,13,3,"06/22/2019, 10:45",Pool B
Loco,Murmur,13,7,"06/22/2019, 12:30",Pool B
NC Galaxy,Rowdy,9,10,"06/22/2019, 12:30",Pool B
pool,Pool C
Weird,8 Bit Heroes,10,8,"06/22/2019, 09:00",Pool C
Columbus Cocktails,FlyTrap,13,4,"06/22/2019, 09:00",Pool C
Weird,FlyTrap,13,10,"06/22/2019, 10:45",Pool C
Columbus Cocktails,8 Bit Heroes,13,8,"06/22/2019, 10:45",Pool C
Weird,Columbus Cocktails,8,13,"06/22/2019, 12:30",Pool C
8 Bit Heroes,FlyTrap,8,13,"06/22/2019, 12:30",Pool C
pool,Pool D
Alloy,Ant Madness,13,5,"06/22/2019, 09:00",Pool D
Storm,Malice in Wonderland,12,10,"06/22/2019, 09:00",Pool D
Alloy,Malice in Wonderland,13,4,"06/22/2019, 10:45",Pool D
Storm,Ant Madness,13,5,"06/22/2019, 10:45",Pool D
Alloy,Storm,13,6,"06/22/2019, 12:30",Pool D
Ant Madness,Malice in Wonderland,11,12,"06/22/2019, 12:30",Pool D
b,r,e,a,k
pools,Bottom Pool Play
pool,Pool E
Petey's Pirates,Crucible,13,8,"06/22/2019, 09:00",Pool E
RnB,Stormborn,13,7,"06/22/2019, 09:00",Pool E
Petey's Pirates,Stormborn,13,5,"06/22/2019, 10:45",Pool E
RnB,Crucible,6,13,"06/22/2019, 10:45",Pool E
Petey's Pirates,RnB,13,5,"06/22/2019, 12:30",Pool E
Crucible,Stormborn,13,6,"06/22/2019, 12:30",Pool E
pool,Pool F
Legion,Rampage,13,4,"06/22/2019, 09:00",Pool F
District Cocktails,Seoulmates,7,13,"06/22/2019, 09:00",Pool F
Legion,Seoulmates,12,11,"06/22/2019, 10:45",Pool F
District Cocktails,Rampage,13,6,"06/22/2019, 10:45",Pool F
Legion,District Cocktails,13,5,"06/22/2019, 12:30",Pool F
Rampage,Seoulmates,5,13,"06/22/2019, 12:30",Pool F
pool,Pool G
Tyrannis,APEX,13,3,"06/22/2019, 09:00",Pool G
LORD,Piedmont United,13,7,"06/22/2019, 09:00",Pool G
Tyrannis,Piedmont United,13,9,"06/22/2019, 10:45",Pool G
LORD,APEX,13,6,"06/22/2019, 10:45",Pool G
Tyrannis,LORD,13,9,"06/22/2019, 12:30",Pool G
APEX,Piedmont United,7,10,"06/22/2019, 12:30",Pool G
pool,Pool H
Heavy Flow,Possum,9,11,"06/22/2019, 09:00",Pool H
Rat City,ThunderCats,13,2,"06/22/2019, 09:00",Pool H
Heavy Flow,ThunderCats,13,5,"06/22/2019, 10:45",Pool H
Rat City,Possum,12,11,"06/22/2019, 10:45",Pool H
Heavy Flow,Rat City,9,11,"06/22/2019, 12:30",Pool H
Possum,ThunderCats,13,8,"06/22/2019, 12:30",Pool H
b,r,e,a,k
clusters,Crossover Game
cluster,Crossover Game
Jackpot,Petey's Pirates,4,13,"06/22/2019, 14:30",
NC Galaxy,Legion,10,13,"06/22/2019, 14:30",
8 Bit Heroes,Tyrannis,12,11,"06/22/2019, 14:30",
Ant Madness,Rat City,9,13,"06/22/2019, 14:30",
b,r,e,a,k
brackets,Top 16
bracket,1st Place
Toro,Weird,15,13,"06/23/2019, 13:45",Finals
Rally,Toro,10,13,"06/23/2019, 12:00",Top Final 4
Storm,Weird,10,12,"06/23/2019, 12:00",Top Final 4
Rally,Murmur,13,8,"06/23/2019, 10:15",Top Elite 8
Loco,Toro,9,13,"06/23/2019, 10:15",Top Elite 8
Columbus Cocktails,Storm,12,13,"06/23/2019, 10:15",Top Elite 8
Alloy,Weird,9,11,"06/23/2019, 10:15",Top Elite 8
Rally,Legion,13,3,"06/23/2019, 08:30",Top Sweet 16
Murmur,FlyTrap,13,7,"06/23/2019, 08:30",Top Sweet 16
Loco,Petey's Pirates,13,10,"06/23/2019, 08:30",Top Sweet 16
Toro,Malice in Wonderland,13,6,"06/23/2019, 08:30",Top Sweet 16
Columbus Cocktails,Rat City,13,6,"06/23/2019, 08:30",Top Sweet 16
Storm,Rowdy,13,8,"06/23/2019, 08:30",Top Sweet 16
Alloy,8 Bit Heroes,11,10,"06/23/2019, 08:30",Top Sweet 16
Weird,JLP,11,9,"06/23/2019, 08:30",Top Sweet 16
b,r,e,a,k
brackets,TOP Sweet 16 Losers
bracket,TOP 9th Place
Malice in Wonderland,JLP,13,6,"06/23/2019, 13:45",9th Place Final
FlyTrap,Malice in Wonderland,8,13,"06/23/2019, 12:00",9th place semis
Rat City,JLP,9,11,"06/23/2019, 12:00",9th place semis
Legion,FlyTrap,10,12,"06/23/2019, 10:15",9th place Quarters
Petey's Pirates,Malice in Wonderland,11,13,"06/23/2019, 10:15",9th place Quarters
Rat City,Rowdy,11,4,"06/23/2019, 10:15",9th place Quarters
8 Bit Heroes,JLP,11,13,"06/23/2019, 10:15",9th place Quarters
b,r,e,a,k
brackets,TOP Elite 8 Losers
bracket,TOP 5th Place
Columbus Cocktails,Murmur,13,12,"06/23/2019, 13:45",5th Place
Columbus Cocktails,Loco,13,12,"06/23/2019, 12:00",5th place semis
Murmur,Alloy,12,11,"06/23/2019, 12:00",5th place semis
b,r,e,a,k
brackets,TOP 7th Place
bracket,TOP 7th Place
Loco,Alloy,9,6,"06/23/2019, 13:45",7th place
b,r,e,a,k
brackets,TOP Final 4 Losers
bracket,TOP 3rd Place
Rally,Storm,7,13,"06/23/2019, 13:45",3rd Place
b,r,e,a,k
brackets,Top Losers 9th Place Quarters
bracket,TOP 13th Place
Petey's Pirates,8 Bit Heroes,1,0,"06/23/2019, 13:45",13th Place
Legion,Petey's Pirates,9,13,"06/23/2019, 12:00",13th Place Semis
Rowdy,8 Bit Heroes,6,13,"06/23/2019, 12:00",13th Place Semis
b,r,e,a,k
brackets,Top Losers 13th Place Semis
bracket,TOP 15th Place
Legion,Rowdy,1,0,"06/23/2019, 13:45",15th Place
b,r,e,a,k
brackets,Top Losers 9th Place Semis
bracket,TOP 11th Place 
FlyTrap,Rat City,12,8,"06/23/2019, 13:45",TOP 11th Place
b,r,e,a,k
brackets,Bottom 16 
bracket,Bottom 16
Seoulmates,Tyrannis,11,12,"06/23/2019, 13:45",Finals
NC Galaxy,Seoulmates,11,13,"06/23/2019, 12:00",Bottom Final 4
Ant Madness,Tyrannis,7,13,"06/23/2019, 12:00",Bottom Final 4
NC Galaxy,Piedmont United,13,6,"06/23/2019, 10:15",Bottom Elite 8
Jackpot,Seoulmates,8,12,"06/23/2019, 10:15",Bottom Elite 8
Ant Madness,LORD,12,6,"06/23/2019, 10:15",Bottom Elite 8
Tyrannis,Possum,13,8,"06/23/2019, 10:15",Bottom Elite 8
NC Galaxy,Stormborn,13,7,"06/23/2019, 08:30",Bottom Sweet 16
Crucible,Piedmont United,9,13,"06/23/2019, 08:30",Bottom Sweet 16
Jackpot,Rampage,13,4,"06/23/2019, 08:30",Bottom Sweet 16
Seoulmates,Heavy Flow,11,8,"06/23/2019, 08:30",Bottom Sweet 16
Ant Madness,APEX,13,5,"06/23/2019, 08:30",Bottom Sweet 16
LORD,District Cocktails,10,7,"06/23/2019, 08:30",Bottom Sweet 16
Tyrannis,ThunderCats,13,2,"06/23/2019, 08:30",Bottom Sweet 16
Possum,RnB,13,4,"06/23/2019, 08:30",Bottom Sweet 16
b,r,e,a,k
brackets,BOTTOM Sweet 16 Losers
bracket,Bottom 9th Place
Crucible,District Cocktails,13,9,"06/23/2019, 13:45",BOTTOM 9th Place
Crucible,Heavy Flow,13,8,"06/23/2019, 12:00",Bottom 9th Place Semis
District Cocktails,RnB,12,7,"06/23/2019, 12:00",Bottom 9th Place Semis
Stormborn,Crucible,3,13,"06/23/2019, 10:15",Bottom 9th Place Quaters
Rampage,Heavy Flow,6,13,"06/23/2019, 10:15",Bottom 9th Place Quaters
APEX,District Cocktails,10,12,"06/23/2019, 10:15",Bottom 9th Place Quaters
ThunderCats,RnB,3,13,"06/23/2019, 10:15",Bottom 9th Place Quaters
b,r,e,a,k
brackets,Bottom Elite 8 Losers
bracket,Bottom 5th Place
Jackpot,Possum,6,3,"06/23/2019, 13:45",Bottom 5th Place
Piedmont United,Jackpot,9,13,"06/23/2019, 12:00",Bottom 5th Place Semis
LORD,Possum,7,13,"06/23/2019, 12:00",Bottom 5th Place Semis
b,r,e,a,k
brackets,Bottom 7th Place
bracket,Bottom 7th Place
Piedmont United,LORD,1,0,"06/23/2019, 13:45",7th Place
b,r,e,a,k
brackets,Bottom Final 4 Losers
bracket,Bottom Final 4 Losers
NC Galaxy,Ant Madness,5,7,"06/23/2019, 13:45",Bottom 3rd Place
b,r,e,a,k
brackets,Bottom 9th Place Semis
bracket,Bottom 11th Place
Heavy Flow,RnB,13,5,"06/23/2019, 13:45",Bottom 11th Place
b,r,e,a,k
brackets,Losers of Bottom 9th Place Quarters
bracket,Bottom 13th Place
Stormborn,APEX,6,9,"06/23/2019, 13:45",Bottom 13th Place
Stormborn,Rampage,13,7,"06/23/2019, 12:00",Bottom 13th Place Semis
APEX,ThunderCats,13,6,"06/23/2019, 12:00",Bottom 13th Place Semis
b,r,e,a,k
brackets,Bottom Losers 13th Place Semis
bracket,Bottom 15th Place
Rampage,ThunderCats,11,10,"06/23/2019, 13:45",Bottom 15th Place
b,r,e,a,k
