 FCS D-III Tune Up 2019,College - Men ,2,3,2019
Bermuda Run,NC,2019-03-02,2019-03-03
https://play.usaultimate.org/events/-FCS-D-III-Tune-Up-2019/schedule/Men/CollegeMen/
Richmond,19
5,Parker Freedman
7,Greg Buszka
8,Jordan Chambliss
9,Alex Lowry
12,Joshua Bowers
12,Stanley Foster
18,Owen Bradford
21,Maggie Herd
27,Thomas Coutu
28,Joshua Perkins
81,Bennett Strange
b,r,e,a,k
Davidson,5
0,Avery White
0,Landon Schabes
0,Max Vierling
03,Mac Harris
06,Isaac Mervis
07,Harry Warren
08,Jonathan Phillips
09,Duncan Snider
10,Jake Taylor
11,Kaylen Alexis
13,Alex Berro
14,Kevin Chen
22,Sean Higgins
23,Michael Bauman
30,Connor  O’Leary
33,Jack Helweg
42,Aidan O'Neill
45,Dustin Smith
64,William Stifel
70,Matthew Singleton
77,Kevin Escott
b,r,e,a,k
Xavier,21
00,Henry Spearman
00,Jared Rosen
00,Jeremy Blatt
00,John Gruter
00,John Srsich
00,JT Weaver
00,Kemper Ackermann
00,Logan Murray
00,Mason Maginn
00,Nolan DeHate
00,Quinn Rankin
00,Richie Kaminski
00,Ross Friar
00,Andrew Batchelder
00,Benjamin Howard
00,Chris Alber
00,Samuel Fox
00,Spencer Woolson
00,Thomas Siva
00,Trevor Russell
00,Tristan Shafer
00,William Blancato
02,Eric Coglianese
14,Sam Settlemyre
62,Thomas Judy
b,r,e,a,k
Georgia College,9
0,Connor McCarthy
0,Douglas Keim
0,Gavin Shelton
0,Graham Hill
0,Ian Thompson
0,Jacques Perivier
0,Jay Hagler
0,Luke Walsh
0,Alec Powers
0,Alexander Mejia-Bazinet
0,Caleb Masters
0,Christian George
17,Parker Robertson
18,Ashley Clark
26,Parker Rhinehart
31,Alex Stewart
33,Christopher Craft
72,Rylan Gordon
b,r,e,a,k
Rensselaer Polytech,18
0,Alexander He
0,Justin Balvanz
0,Liam  Ebner
0,Linus Koepfer
0,Samuel Altshuler
1,Victor Chen
5,Jonathan Pizzo
01,James Veitengruber
02,Ciaran Young
03,Bryce Markel
13,Devin Malanaphy
15,Justin Melkun
17,Pierre Fabris
18,Christoper Duffy
28,Sacha Kaiser
31,Steven Breeding
32,Matt Brown
37,Alec Krasinski
64,Adam Alper
81,Emmett Williamson
84,Dennis Chau
87,Dongren Deng
88,Philip Kamei
99,Calvin Jungreis
b,r,e,a,k
Florida Tech,7
0,Daniel Buwalda
0,Eric Gencheff
0,Jay Boder
0,Joshua Mullholand
0,Jacob Gaines
0,Owen Shea
0,Paul Jaime
0,Ryan Maughan
0,Seamus Burns
3,James Krenger
7,Robert Barrett
13,Robert (Bobby) Rogulski
15,William McCormick
19,Hunter Davis
24,Hayden Bowen
29,Peter Martin
33,Alex Martin
42,Joshua Newman
46,Merrick Lavinsky
61,Cristofer Cafaro
77,Reed Antonich
87,Kerrington Witherspoon
b,r,e,a,k
Navy,15
0,Benjamin McLellan
0,Brendan Gloyd
0,Cameron Douglas
0,Connor Caniglia
0,Dean Cole
0,Isaac Thompson
0,Jake Sundermier
0,Jamison Julian
0,Sam  Lick
0,Samuel Little
0,Richard Brophy
1,Justin Miller
2,Caleb Vargo
3,Thomas Larrea
8,Jay Wallen
11,Jacob Lunn
12,Roscoe Gillum
13,Andre Hichue
17,Larry Wineman
19,Anthony Armad
54,Andrew Beck
85,Tyler Reasner
b,r,e,a,k
Oberlin,17
0,Jack Kenslea
5,Noam Fisherman
6,Eli Presberg
7,Colin Cahill
12,John Sieber
14,Eric Thompson
16,Jacob Arons
17,Noah Zobel
18,Samuel Waranch
19,Batian Pienaar
21,Ilan Ackelsberg
23,Joaquin Cardozo
24,Jack Povilaitis
33,Alec Perlow
42,Oliver Vickers Batzdorf
56,Matt Skarha
80,Christopher Schmucki
88,Alex Martin
99,Sebastian Schneider
b,r,e,a,k
Campbell,4
01,D'Andre Ward
03,Thomas Cameron
05,Jordan  Harris
06,Strider Frank
07,Logan  Dubin
08,Christian Dawson-Jackson
09,James Kornegay
10,Charles Spencer
14,Sebastian Simencic
15,Hunter Jackson
16,ERON ERMILUS
17,Kyle Anderson
27,Justin Holland
71,Cade Holst
b,r,e,a,k
Anderson,2
0,Ashby Stoudenmire
0,Christian VanDeVelde
0,Clayton Greer
0,Daniel Whitten
0,David Dixon
0,Davis Garrett
0,Hayden Moore
0,James Miller
0,Josh Price
0,Joshua Hermann
0,Justin Harrison
0,Matthew Anderson
0,Matthew Hobbs
0,Noah Austin
0,Stephen  Hamadi 
0,Tony Tompkins
0,Wilson ten Pas
4,Reid Geary
18,Stone Lindholm
b,r,e,a,k
s,t,a,g,e,s
pools,Shootout
pool,Pool A
Berry,Samford,12,11,"03/02/2019, 09:00",Pool A,Final
Elon,Oberlin,13,11,"03/02/2019, 09:00",Pool A,Final
Xavier,Navy,13,11,"03/02/2019, 09:00",Pool A,Final
North Carolina-Asheville,Messiah,11,10,"03/02/2019, 09:00",Pool A,Final
Mary Washington,Georgia College,12,10,"03/02/2019, 09:00",Pool A,Final
Florida Tech,Davidson,11,12,"03/02/2019, 09:00",Pool A,Final
Air Force,Campbell,13,9,"03/02/2019, 09:00",Pool A,Final
Franciscan,Richmond,11,13,"03/02/2019, 09:00",Pool A,Final
Davidson,Rensselaer Polytech,9,7,"03/02/2019, 10:45",Pool A,Final
Oberlin,Mary Washington,9,10,"03/02/2019, 10:45",Pool A,Final
Air Force,Messiah,13,8,"03/02/2019, 10:45",Pool A,Final
Navy,Georgia College,11,13,"03/02/2019, 10:45",Pool A,Final
Richmond,Samford,13,5,"03/02/2019, 10:45",Pool A,Final
Missouri S&T,Anderson,13,1,"03/02/2019, 10:45",Pool A,Final
Florida Tech,Berry,7,12,"03/02/2019, 10:45",Pool A,Final
High Point,Xavier,13,10,"03/02/2019, 10:45",Pool A,Final
Middlebury,North Carolina-Asheville,13,10,"03/02/2019, 10:45",Pool A,Final
Franciscan,Navy,13,10,"03/02/2019, 12:30",Pool A,Final
Anderson,Berry,9,11,"03/02/2019, 12:30",Pool A,Final
Rensselaer Polytech,Elon,10,13,"03/02/2019, 12:30",Pool A,Final
Samford,Campbell,9,7,"03/02/2019, 12:30",Pool A,Final
Middlebury,Georgia College,13,7,"03/02/2019, 12:30",Pool A,Final
Missouri S&T,Richmond,8,13,"03/02/2019, 12:30",Pool A,Final
North Carolina-Asheville,Oberlin,11,9,"03/02/2019, 12:30",Pool A,Final
Air Force,Davidson,12,9,"03/02/2019, 12:30",Pool A,Final
Elon,Mary Washington,10,12,"03/02/2019, 14:15",Pool A,Final
Franciscan,Georgia College,13,5,"03/02/2019, 14:15",Pool A,Final
Berry,High Point,12,13,"03/02/2019, 14:15",Pool A,Final
North Carolina-Asheville,Campbell,13,9,"03/02/2019, 14:15",Pool A,Final
Middlebury,Davidson,13,6,"03/02/2019, 14:15",Pool A,Final
Rensselaer Polytech,Xavier,11,12,"03/02/2019, 14:15",Pool A,Final
Air Force,Florida Tech,13,8,"03/02/2019, 14:15",Pool A,Final
Messiah,Anderson,13,5,"03/02/2019, 14:15",Pool A,Final
Missouri S&T,Oberlin,13,8,"03/02/2019, 14:15",Pool A,Final
Samford,Rensselaer Polytech,13,11,"03/02/2019, 16:00",Pool A,Final
Missouri S&T,Messiah,12,13,"03/02/2019, 16:00",Pool A,Final
Mary Washington,Florida Tech,14,12,"03/02/2019, 16:00",Pool A,Final
Franciscan,Anderson,10,6,"03/02/2019, 16:00",Pool A,Final
Campbell,Xavier,11,13,"03/02/2019, 16:00",Pool A,Final
Elon,Richmond,8,12,"03/02/2019, 16:00",Pool A,Final
High Point,Navy,7,13,"03/02/2019, 16:00",Pool A,Final
Air Force,Middlebury,13,14,"03/02/2019, 17:00",Pool A,Final
Florida Tech,High Point,10,11,"03/03/2019, 09:00",Pool A,Final
Richmond,Oberlin,12,7,"03/03/2019, 09:00",Pool A,Final
Xavier,Middlebury,7,13,"03/03/2019, 09:00",Pool A,Final
Air Force,Navy,13,11,"03/03/2019, 09:00",Pool A,Final
Rensselaer Polytech,Messiah,10,13,"03/03/2019, 09:00",Pool A,Final
North Carolina-Asheville,Franciscan,8,13,"03/03/2019, 09:00",Pool A,Final
Samford,Anderson,13,8,"03/03/2019, 09:00",Pool A,Final
Georgia College,Davidson,11,13,"03/03/2019, 09:00",Pool A,Final
Mary Washington,Missouri S&T,13,8,"03/03/2019, 09:00",Pool A,Final
Davidson,Missouri S&T,8,10,"03/03/2019, 10:45",Pool A,Final
Air Force,Richmond,7,11,"03/03/2019, 10:45",Pool A,Final
Samford,Messiah,10,12,"03/03/2019, 10:45",Pool A,Final
Campbell,Florida Tech,8,13,"03/03/2019, 10:45",Pool A,Final
Middlebury,Mary Washington,13,11,"03/03/2019, 10:45",Pool A,Final
Navy,Berry,5,13,"03/03/2019, 10:45",Pool A,Final
Franciscan,Elon,13,10,"03/03/2019, 10:45",Pool A,Final
Georgia College,Rensselaer Polytech,13,10,"03/03/2019, 10:45",Pool A,Final
High Point,Oberlin,7,13,"03/03/2019, 10:45",Pool A,Final
Samford,North Carolina-Asheville,11,13,"03/03/2019, 12:30",Pool A,Final
Anderson,Mary Washington,10,12,"03/03/2019, 12:30",Pool A,Final
Elon,Florida Tech,13,8,"03/03/2019, 12:30",Pool A,Final
Middlebury,Berry,0,0,"03/03/2019, 12:30",Pool A,Cancelled
High Point,Campbell,0,0,"03/03/2019, 12:30",Pool A,Cancelled
Missouri S&T,Xavier,13,9,"03/03/2019, 12:30",Pool A,Final
Oberlin,Rensselaer Polytech,6,13,"03/03/2019, 12:30",Pool A,Final
Richmond,Georgia College,9,7,"03/03/2019, 14:15",Pool A,Final
Anderson,Davidson,0,0,"03/03/2019, 14:15",Pool A,Cancelled
Xavier,Berry,11,13,"03/03/2019, 14:15",Pool A,Final
Messiah,Elon,9,12,"03/03/2019, 14:15",Pool A,Final
Franciscan,Campbell,0,0,"03/03/2019, 14:15",Pool A,Cancelled
Navy,North Carolina-Asheville,4,11,"03/03/2019, 14:15",Pool A,Final
b,r,e,a,k
brackets,Cont. Shootout due to Weather 
bracket,Cont. Shootout due to Weather 
Berry,Campbell,13,4,"03/03/2019, 12:30",Continued Shoot due to Weather,Final
bracket,Cont. Shootout due to Weather 
Anderson,High Point,13,11,"03/03/2019, 14:15",Continued Shoot Due to Weather ,Final
b,r,e,a,k
