Nor Cal Mixed Club Sectional Championship 2019,Club - Mixed ,7,9,2019
Davis,CA,2019-09-07,2019-09-08
https://play.usaultimate.org/events/Nor-Cal-Mixed-Club-Sectional-Championship-2019/schedule/Mixed/Club-Mixed
Blackbird,1
3,Andrew Racle
5,Amy Chou
8,Joseph Gorelik
9,Joshua Rickert
12,Kim Laflin
16,Danielle Ngo
18,Michael Suey
24,David Whiteneck
24,Joey Durkin
25,Jennifer Ames
44,Jacob Buckley
80,Scott Beamer
b,r,e,a,k
Polar Bears,2
02,Molly Munson
03,Amanda Meroux
04,Gabriel Edwards
05,Aaron Shi
07,Charles Cao
09,Ellen Jacobus
10,Steven Chang
11,Carolyn Drewry
12,Ziyue Chen
13,Robert Yeagle
14,Kate Schlag
17,Margot Stert
18,Nicholas Alexander
19,Alexander Pan
21,Lisa Couper
22,Andrew Ouyang
23,Ryan Messersmith
24,Joe Thompson
25,Daniel Naruo
27,Aaron Hom
34,Jesse Buchsbaum
36,Sara Nolan
42,Matt Jaffe
51,Tommy Lin
52,Samantha Applegate
88,Linh Hoang
90,Annie Lee
b,r,e,a,k
American Barbecue,7
0,Alison Main
0,Brandon Kwock
0,Claire Toth
0,Abigail Lew
0,Alex Pien
0,Elise Bruguera
0,Gabriel Miranda
0,Isabel Clayter
0,Jacqueline Martinez
0,Molica Anderson
0,Nicholas Weiss
0,Noel Arsenault
0,Paul Sohn
0,Peter van de Burgt
0,Philip Chang
0,Samuel Sohn
0,Sydney Horanic
0,Teresa Feng
0,Mathilda Farrell
16,Jason Seidler
17,Alison Mathews
34,Elizabeth Sohn
46,Owen Bell
66,Edward Yanosik
99,Maxwell Friedmann
b,r,e,a,k
Buckwild,10
2,Raymond Hutten-Czapski
3,Michael Corley
4,Angela Haas
7,Rebecca Zangaro
8,Annie Mills
9,Jonathan Martindill
10,Rachel Clarkson
11,Nathan Kumashiro
12,Noah Price
13,Lucy Campbell
17,Rylan Gervase
20,Eli Stoever
21,Brendan Reed
22,Adam Fischlin
24,Matt Khosh
28,Megan Richter
29,Zack Thompson
32,Connor Levesque
33,Adam Schobinger
37,Julie Fogarty
42,Haley Williams
44,Shane Harris
51,Kayla Nowlin
64,Quinn Fujii
69,Timothy Fiock
97,Bianca Sievers
99,Danielle Murray
b,r,e,a,k
VU,15
00,Abigail Henderson
00,Alicia Juang
00,Chris Yan
00,Christine Cashin
00,Ella Dzenitis
00,Guadalupe Arbelaez Uribe
00,Parvaneh Toghiani
00,Patrick Huston
00,Spencer Herrick
00,Stephanie Rogers
00,William Baskin
02,Ginger Wong
04,P. N. Raju
05,Stefan Kirk
08,Aseem Kishore
09,Nick Molzahn
10,Maria Dumanis
14,Meryl Charleston
17,Matthew Burkert
19,Jennifer Wei
20,Satoru Ishii
22,Tristan You
33,Eric Lauterbach
55,Kelly Billings
64,Charles Boyd
88,James Gallerani Jr
b,r,e,a,k
Feral Cows,18
0,Keiko Montenegro
0,Kyle Louis
02,David Liang
02,Garrett Silski
04,Alex Meyer
05,Michael Hotard
06,Henry Brown
10,Kara Horwald
12,William Gargroetzi
13,Skyla Lambeth
15,Austin Leung
17,Mia Kanzawa
21,Celia Tsao
22,Ghenki Okumoto
23,Nina Roguski
25,Laura Baker
29,Vincent Su
31,Stephen Johnson
42,Owen Chang
47,Charlotte McGinn
55,Jamie Kalb
58,Peter Roguski
85,David Wong
89,Rahul Sridharan
98,Jesse Greenberg
99,Daniel Kruse
b,r,e,a,k
Donuts,6
0,Christina Casler
0,Claudia Arquero
0,Jackson Valler
0,Jodi McCloskey
0,Joseph Gagliano
0,Karin  Lin
0,Lindsay Hedgecock
0,Margaret Rosano
0,Nikki Chang
0,Rachel Anderson
0,Thomas Murray
0,Trevor Hawks
0,Visakha Hoang
2,Scott Miller
3,Jeffro Valeros
4,Juan Ocampo
4,Gianna Tesler
7,Jonathan Goldsmith
8,Adam Koren
20,Corinne Burger
20,Jennifer Thomas
28,Judith Wang
37,Daniel Zakaria
64,Marcello Molinaro
77,Alec Surmani
86,Jannon Frank
88,Bill Liu
b,r,e,a,k
Classy,3
02,Ashwin Anantharaman
03,Anna Liu
06,Claudia Vasquez
08,Justin Hinman
10,Andrew Koerner
11,Zachary Bruno
14,Nicolas Sayavedra
15,Zhimin Xie
17,Sheila Robles
18,Cappy Pitts
19,Morgan Walker
20,Melissa Hassler
21,Anne Hemmelgarn
23,David Shipway
30,James Sheridan
30,Jeremy Kharrazi
31,Tim Records
32,Christy Cheung
37,Frances Hamkins-Indik
55,Tyler Condit
75,Riley O'Neill
82,Joel Anton
85,Simone Stolzoff
86,Daniel Speer
88,Peter Bonanno
98,Janelle Lee
99,Angela Xiong
b,r,e,a,k
Argo,11
02,Candace Adelberg
04,Colan Dray
05,Kosuke Hasegawa
06,Shelby Triplitt
07,Victor Smith
08,Wyatt Eberspacher
10,Nick James
13,Jean Tuvilla
14,Alyssa Sayavedra
15,Joseph Barker
16,Lily Zhang
17,Alisa Yu
19,Joe McMinn
21,Nicole Love
23,Carrie Curtin
24,Andrew Riggs
27,Eric Angell
28,Chris Stewart
47,Christopher Akers
50,Maika Isogawa
55,Kimberly Yu
64,Sophie Grutzner
66,Zachary Esakof
77,Sheneth Bell
78,Mauricio Bell'Albero
86,Jordan Seaberg
88,Hannah Louis
b,r,e,a,k
The Los Gatos Gatos,14
0,Chris Farina
0,Christine Gould
0,Hugh King
0,John Bergen
0,Katelin Williams
0,Kevin Gladstone
0,Laura Schott
0,Matt Feddersen
0,Ally Mitchell
0,Amy Chang
0,Michael OMalley
0,Robert Srinivasiah
0,Silja Paymer
0,Steven Guagliardo
0,Weiyang Sun
0,Xia Liu
0,Yvonne Cheng
0,Zach Weiss
2,Veronica Cruz
3,Matthew Natali
4,Nate Paymer
11,Beth Quisenberry
17,Nicholas Raisch
17,Alice Barton
36,Matthew Heffernan
b,r,e,a,k
Party Cats,19
0,Adam Kafka
0,Angelica Arellano
0,Cecilia Bao
0,Daniel Forssman
0,Inbal Sarig
0,Jacob Steinhardt
0,Jacob Douglas
0,Kara Ramos
0,Max Lesser
0,Michael Rowland
0,Mimi Broderson
0,Neil Chandra
0,Peter Nachbaur
11,Finn van Krieken
16,Declan Lynch
23,"Emilie ""Shep"" Shepherd"
77,Matthew Wong
b,r,e,a,k
BW Ultimate,4
0,Cullen Coyne
0,Dhwani Shah
0,Hidemasa Kato
0,James Pollard
0,Jeff Roeder
0,Benjamin Petroski
0,Bernadette Hsu
0,Lucas Young
0,Matthew Yee
0,Max Herrmannsfeldt
0,Melissa Slaughter
0,Jordan Gatti
0,Kohji Sugioka
0,Monica Hsiue
0,Sarah Pihl
5,Radhika Bhargav
7,Michelle Slaughter
16,John Dugan
18,Sayako Uchida
23,Lauren Carden
24,Alireza Mirafzal
27,Sunny Saini
36,Jenna Weiner
36,Pin-Wen Wang
43,Bettina Chen
b,r,e,a,k
Platypi,13
0,Alexander Vina
0,Allison Mueting
0,Amanda Costa
0,Andrew Matheson
0,Benjamin Travers
0,Colin Chambers
0,David Gross
0,Derek Miller
0,Devin Mitchell
0,Dominic La Frantz
0,Grace Jardine
0,Helena Hoover
0,Isabel Hernandez
0,Katie Daly
0,Kyle Harper
0,Natalie Galaviz
0,Russell Helms
2,Elizabeth Buhler
12,Payton Laurie
12,Skyler Rubey
13,Henry Whitney
15,Genevieve Millin
16,Savannah Avila
23,Katrina Rowsey
27,Loren Bloom
b,r,e,a,k
Cutthroat,5
0,Amy Schimschock
0,Becca Reighard
0,Gabriel Somoza
0,Monica Davis
0,Randi May
0,Rebecca Mills
0,Sage Kruleski
0,Warren Kinson
2,R. Miguel Gonzales
3,Logan Greenwood
4,Pete Marshall
9,Thomas Fiock
12,Ryan Takayama
12,Christopher Liu
12,Daniel Ortiz
13,Brent Moore
17,Eric  Nielsen
17,Maxwell Michelini
21,Kathleen Mills
23,Lydia  Morrison
23,Gabriel Camacho
24,Krista Takayama
27,Morgan Greenwood
35,Raymond Lopez
44,Giovanni Danforth
71,Ryan Polka
94,Ryan Schoenfeld
b,r,e,a,k
Absolute Zero,12
0,Annette Chen
0,Ashwin Vaidyanathan
0,Derek Innes
0,Emeric Bisbee
0,Jeffrey Stein
0,Matthew Ferrari
1,James Yang
1,Gina Contolini
2,Sophey Dong
3,Adele Zawada
6,Annie Chen
6,Eric Miller
7,Angela Louh
11,Jonathan Chianglin
12,Jade Bedley
17,Rita Wang
19,Tiffany Bucher
21,Wesley Howell
24,Christopher Hocutt
27,Lucy Burns
28,Allan Jong
30,Rachel Roberts
42,Steve Mahoney
43,Justin Chang
72,Wiharjobudi Sosrodjojo
91,J Ishida
98,Emily Loo
b,r,e,a,k
Delta Breeze,20
0,Emily Gilstrap
0,Erika Sanchez-Chopitea
0,John  Couri
0,Kenneth Kirsch
0,Kyle Watters
0,Lauren Graves
0,Lucille Knowles
0,Nicholas Dean
0,Andy Tobia
0,Anthony Wright
0,Danielle Jolette
0,Pete Tobia
0,Robert Wertzberger
0,Rukey Balogun
0,Samantha Arthur
0,Thomas McCrone
3,Nicole Basham
12,Royden Gillespie
17,Eli Weiss
36,Alex Mandel
89,Alexander Sood
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Blackbird,Megalodon,13,2,"09/07/2019, 08:00",Pool A,Final
Firefly,DR,13,5,"09/07/2019, 08:00",Pool A,Final
Blackbird,Firefly,13,7,"09/07/2019, 09:45",Pool A,Final
Alchemy,DR,13,2,"09/07/2019, 09:45",Pool A,Final
DR,Megalodon,9,10,"09/07/2019, 11:30",Pool A,Final
Alchemy,Firefly,8,10,"09/07/2019, 11:30",Pool A,Final
Blackbird,DR,13,0,"09/07/2019, 13:15",Pool A,Final
Alchemy,Megalodon,12,7,"09/07/2019, 13:15",Pool A,Final
Blackbird,Alchemy,13,7,"09/07/2019, 15:00",Pool A,Final
Firefly,Megalodon,13,4,"09/07/2019, 15:00",Pool A,Final
pool,Pool B
Polar Bears,Feral Cows,13,1,"09/07/2019, 08:00",Pool B,Final
Buckwild,VU,9,5,"09/07/2019, 08:00",Pool B,Final
Polar Bears,Buckwild,13,7,"09/07/2019, 09:45",Pool B,Final
American Barbecue,VU,10,8,"09/07/2019, 09:45",Pool B,Final
VU,Feral Cows,9,6,"09/07/2019, 11:30",Pool B,Final
American Barbecue,Buckwild,12,8,"09/07/2019, 11:30",Pool B,Final
Polar Bears,VU,11,6,"09/07/2019, 13:15",Pool B,Final
American Barbecue,Feral Cows,13,2,"09/07/2019, 13:15",Pool B,Final
Polar Bears,American Barbecue,12,7,"09/07/2019, 15:00",Pool B,Final
Buckwild,Feral Cows,13,4,"09/07/2019, 15:00",Pool B,Final
pool,Pool C
Classy,Party Cats,13,4,"09/07/2019, 08:00",Pool C,Final
Argo,The Los Gatos Gatos,10,8,"09/07/2019, 08:00",Pool C,Final
Classy,Argo,9,10,"09/07/2019, 09:45",Pool C,Final
Donuts,The Los Gatos Gatos,9,8,"09/07/2019, 09:45",Pool C,Final
The Los Gatos Gatos,Party Cats,13,4,"09/07/2019, 11:30",Pool C,Final
Donuts,Argo,10,6,"09/07/2019, 11:30",Pool C,Final
Classy,The Los Gatos Gatos,10,8,"09/07/2019, 13:15",Pool C,Final
Donuts,Party Cats,13,4,"09/07/2019, 13:15",Pool C,Final
Classy,Donuts,9,7,"09/07/2019, 15:00",Pool C,Final
Argo,Party Cats,13,3,"09/07/2019, 15:00",Pool C,Final
pool,Pool D
BW Ultimate,Delta Breeze,13,1,"09/07/2019, 08:00",Pool D,Final
Absolute Zero,Platypi,10,11,"09/07/2019, 08:00",Pool D,Final
BW Ultimate,Absolute Zero,13,7,"09/07/2019, 09:45",Pool D,Final
Cutthroat,Platypi,9,12,"09/07/2019, 09:45",Pool D,Final
Platypi,Delta Breeze,13,3,"09/07/2019, 11:30",Pool D,Final
Cutthroat,Absolute Zero,13,10,"09/07/2019, 11:30",Pool D,Final
BW Ultimate,Platypi,13,2,"09/07/2019, 13:15",Pool D,Final
Cutthroat,Delta Breeze,13,4,"09/07/2019, 13:15",Pool D,Final
BW Ultimate,Cutthroat,12,9,"09/07/2019, 15:00",Pool D,Final
Absolute Zero,Delta Breeze,13,1,"09/07/2019, 15:00",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place Bracket
Blackbird,Polar Bears,12,8,"09/08/2019, 11:45",Winner 1st Place,Final
Blackbird,BW Ultimate,13,11,"09/08/2019, 08:00",Semi Finals,Final
Polar Bears,Donuts,10,7,"09/08/2019, 08:00",Semi Finals,Final
bracket,2nd/3rd Place Bracket
Polar Bears,Donuts,13,3,"09/08/2019, 13:30",Winner 2nd/Loser 3rd,Final
Donuts,BW Ultimate,10,9,"09/08/2019, 11:45",2nd Place Semis,Final
Donuts,Platypi,13,7,"09/08/2019, 10:00",2nd Place Quarters,Final
Classy,BW Ultimate,9,10,"09/08/2019, 10:00",2nd Place Quarters,Final
Firefly,Platypi,10,11,"09/08/2019, 08:00",2nd Place Pre-Quarters,Final
American Barbecue,Classy,8,10,"09/08/2019, 08:00",2nd Place Pre-Quarters,Final
bracket,4th/5th Place Bracket
BW Ultimate,Classy,10,7,"09/08/2019, 13:30",Winner 4th/Loser 5th,Final
Platypi,Classy,11,12,"09/08/2019, 11:45",4th Place Semis,Final
bracket,6th/7th Place Bracket
Platypi,Cutthroat,8,12,"09/08/2019, 13:30",Winner 6th/Loser 7th,Final
Cutthroat,Firefly,12,8,"09/08/2019, 11:45",6th Place Semis,Final
American Barbecue,Cutthroat,9,11,"09/08/2019, 10:00",6th Place Quarters,Final
Argo,Firefly,9,11,"09/08/2019, 10:00",6th Place Quarters,Final
Alchemy,Cutthroat,6,11,"09/08/2019, 08:00",6th Place Pre-Quarters,Final
Argo,Buckwild,9,8,"09/08/2019, 08:00",6th Place Pre-Quarters,Final
bracket,8th/9th Place Bracket
Firefly,American Barbecue,10,11,"09/08/2019, 13:30",Winner 8th/Loser 9th,Final
American Barbecue,Argo,10,8,"09/08/2019, 11:45",8th Place Semis,Final
bracket,10th/11th Place Bracket
Argo,Alchemy,8,10,"09/08/2019, 13:30",Winner 10th/Loser 11th,Final
Buckwild,Alchemy,9,11,"09/08/2019, 11:45",10th Place Semis,Final
Buckwild,Absolute Zero,10,9,"09/08/2019, 10:00",10th Place Quarters,Final
VU,Alchemy,7,9,"09/08/2019, 10:00",10th Place Quarters,Final
Megalodon,Absolute Zero,3,13,"09/08/2019, 08:00",10th Place Pre-Quarters,Final
VU,The Los Gatos Gatos,12,9,"09/08/2019, 08:00",10th Place Pre-Quarters,Final
bracket,12th/13th Place Bracket
Buckwild,VU,12,8,"09/08/2019, 13:30",Winner 12th/Loser 13th,Final
Absolute Zero,VU,7,8,"09/08/2019, 11:45",12th Place Semis,Final
bracket,14th/15th/16th Place Bracket
Absolute Zero,The Los Gatos Gatos,13,6,"09/08/2019, 13:30",Winner 14th/Loser 15th,Final
Megalodon,The Los Gatos Gatos,7,13,"09/08/2019, 11:45",14th Place Semis,Final
b,r,e,a,k
brackets,Consolation Bracket
bracket,17th Place Bracket
DR,Feral Cows,12,4,"09/08/2019, 11:45",Winner 17th/Loser 18th,Final
DR,Delta Breeze,13,4,"09/08/2019, 10:00",17th Place Semis,Final
Feral Cows,Party Cats,9,7,"09/08/2019, 10:00",17th Place Semis,Final
bracket,19th Place Bracket
Delta Breeze,Party Cats,5,13,"09/08/2019, 11:45",Winner 19th/Loser 20th,Final
b,r,e,a,k
