Colorado Summer Solstice 2026 Part 2,Club - Mixed ,20,6,2026
Boulder,CO,2026-06-20,2026-06-21
https://play.usaultimate.org/events/Colorado-Summer-Solstice-2026-Part-2/schedule/Mixed/Club-Mixed
shame.,1
3,Dayne Meyer
15,Audrey Selfridge
29,Zach Baumann
34,Ben Perkel
37,Daniel Rivera-Zakaria
b,r,e,a,k
Drag'n Thrust,2
teamInfo,,"Minneapolis, Minnesota",http://www.dragnthrust.com,https://www.facebook.com/dragnthrust,https://twitter.com/dragNthrust
coaches,Maggie Peck
0,Allegra Johnson McKee
0,Bryan Vohnoutka
0,Bret Bergmeier
0,Louise Beck
0,Cassidy Krawczak-Kummrow
0,Gabriel Jagt
0,Kyle Suelflow
0,Marty Adams
0,Sarah Mondschein
5,Justin Burnett
7,Danielle Byers
11,Emma Peaslee
11,Rachel Johnson
19,Ben Joerger
20,Aria Kischner
28,Claire Lee
35,Ryan Pesch
49,Caleb Denecour
77,Owen Suelflow
99,Tristan Van De Moortele
b,r,e,a,k
Polar Bears,7
teamInfo,,"San Francisco Bay Area, California",http://www.pbrawr.com,https://www.facebook.com/pbrawr/,https://twitter.com/pbrawr
coaches,Steve Sullivan
1,Matthew Crawford
2,Molly Munson
4,Sarah Combs
6,Courtney Greenley
7,Brooke Nishida
8,Jack Dinsmore
10,Itay Chang
11,Diana Huang
14,Carolynn Brooks
16,Vincenzo Vitiello
17,Sawyer Thompson
22,Alexi Zalk
23,Margo Donahue
24,Jesse Song
32,Evan Magsig
34,Cassidy Bruner
47,Emmet Holton
64,Micah Fong
67,Ryan Hoffman
71,Margot Stert
72,Devin Drewry
78,Juleon Robinson
84,Noah Fong
92,Seamus Shogren
b,r,e,a,k
Flight Club,12
teamInfo,,"Denver, Colorado",,https://www.facebook.com/FlightClubUltimate/,https://twitter.com/flightclubult
coaches,Madison Olesen
02,Alex Flamm
03,Mike Armstrong
04,Jordan Denecour
05,Driss Ziane
07,Gabriel Wray
08,Sophie Nichols
10,Sam Brecker
11,Brandon Cannell
12,Amy Halvorsen
14,Jennie Wainer
17,Claire Simpson
20,Alyssa Bohlender
21,Jason Otsuki
22,Caroline McKee
24,Gabrielle Doran
25,Patience Russo-Way
26,Jasmine Anand
27,Jeffrey Kokoszka
31,Matt Slowinski
33,Catherine Smith
47,Chloe Knopp
52,Oliver Cunningham
87,Colton Steiner
88,Adrian Cisneros
92,Hannah Filley
b,r,e,a,k
BFG,3
teamInfo,,"Seattle, Washington",,,https://twitter.com/SeattleBFG
0,Aage Bonnell
0,Caleb Campbell
3,Gemma Munck
4,Sidra Pierson
8,Kodi Smart
9,Olivia Napadensky
9,Dominic Chiodi
10,Lexi Garrity
11,Keaton Orser
12,Benjamin Kass-Mullet
18,Conor Belfield
22,Julia Hasbrook
23,Linnea Soo
24,Cheryl Hsu
25,Tommy Lin
26,Ian Decker
30,Matthew Wyatt
32,Alissa Soo
33,Ian Sweeney
51,Michael O'Brien
77,Anna Cauchy
88,Brandon Li
b,r,e,a,k
Mile High Trash,6
teamInfo,,"Denver, Colorado",,,
0,Hilary Walker
1,Jack Hinchsliff
4,Felix Pronove
7,Janie Mockrish
8,Nicole Havel
9,Charles Cannon
10,Joshua Crane
11,Grace Brown
12,Bristol Lovoy
14,Dexter Shafer-White
15,Zachary Nager
16,Abigail Thorpe
17,Molly Wieringa
20,Ari Nelson
22,Allysha Dixon
23,Grant Geissler
27,Collin Rassel
29,Haley Sanner
30,Jonathan Stirk
32,Andrew Muller
37,Molly Clay
51,Maxwell Hamilton
78,Drew Rasmussen
84,Hallie Dunham
95,Noah Alleman
b,r,e,a,k
Lotus,9
teamInfo,,"Los Angeles, California",,,https://twitter.com/LALotusUltimate
0,Benjamin Levinsky
0,Avalon Igawa
0,Brandon Van Deusen
0,Devin Cox
0,Grant Mitchell
0,Charlotte Zhu
0,Cameron Helm
0,Francesco Russo
0,Hanae Oda
0,Amanda Ring
0,Royce Grundy
0,Nadine Meister
4,Amy Lee
7,Jessica (Marti) Martinez
10,Sean McDougall
10,Jeff Zhao
19,Sophie Havranek
20,Brandon Nadres
24,Kevin Tien
31,Ethan Falat
40,Veronica Yee
53,Jorre Dahl
b,r,e,a,k
Tower,5
teamInfo,,"Sacramento, California",https://www.instagram.com/towerulti/?hl=en,,https://twitter.com/towerulti
coaches,Ryan Watson
0,Carson Crouch
0,Breana Marin
0,Julianna Madigan
0,Kaitlyn Harper
0,John Butler
0,Tyler Bacon
0,Sonny Zaccaro
0,Tanner Marshall
0,Kristin Weyenberg
0,Kyle Glanzmann
0,Reilly Berberian
5,Samantha Burns
17,Sean Treacy
17,April Lu
18,Zack Seidler
21,Anders Eckburg
23,Katrina Rowsey
24,Katie Angstadt-Leto
26,Alec White
27,Eliza  Kaplan
31,Riley Endries
34,Colin Smith
38,Cori Bigham
42,Alan Villanueva
49,Robyn Fennig
b,r,e,a,k
Sego,10
teamInfo,,"Salt Lake City, Utah",,,
0,Alex Forsberg
0,Alexander Knock
0,Anna Zucchero
0,Jack Valentine
0,Ellie Finigan
0,Eleanor Wachtel
0,Eva Hayes
0,Kat Songer
0,Eugene L'Heureux
0,Noah Li
0,Jared Scheinberg
0,Rachel Oram-Brown
0,Mckenzie Finigan
0,Morgan Williams
1,Zach Wolfe
1,Nathan Huff
2,James Russnogle
2,Oscar Brown
2,Elizabeth Wu
3,Jay Kinzel
9,Anna McClurkan
14,Ben Field
16,Ben Guthrie
17,Laura Brannan
19,Hannah Bruns
42,Liz Bunderson
b,r,e,a,k
Mischief,4
teamInfo,,"Bay Area, California",,https://www.facebook.com/MischiefUltimate/,
0,Andrew Ma
0,Beth Daviess
0,Cecilia Bao
0,Cody Kirkland
0,Ellen Yuska
0,Dox Raskin
0,Harper Baer
0,Jacques Paradis
0,Kelly Liu
0,Jessica Brownschidle
0,Ruby Holman
0,Robert Breyer
0,Veeral Shah
0,Julian Baxandall
0,William Chang
0,Natalie So
0,Milan Moslehi
4,Macy Vollbrecht
12,Christopher Bernard
24,Jenny Li
39,Bridget Wipfler
44,Conor Bauman
48,Christopher Lung
58,Jaclyn Wataoka
b,r,e,a,k
Sin Nombre,16
teamInfo,,"Albuquerque, New Mexico",,,
0,Adelle Anderson
0,Corinne Schoeni
0,Janet Eberle
0,Eva Gemrich
0,Hannah  Drumm
0,Michael Hua
0,Kathryn Omizo
0,Karly Phillips
0,Vivian Tsai
0,Pasqual Manocchio
0,Wyeth Michaelsen
6,Jason Denning
7,Veronica Vazquez
8,Duncan Norwood
11,Jacob Stewart
12,Aspen Shafer
22,Natalie Drumm
23,Alex Gran
24,Mikolangelou Roura
36,Davis Joyner-Griffith
48,Sean Timm
59,Anthony Spencer
69,Hunter Gibson
80,Ryan Wortman
83,Laura Carr
96,Cassara Higgins
b,r,e,a,k
Fatal Attraction,13
teamInfo,,"Omaha, Nebraska",,,
0,Jacob Whempner
02,Luke Walsdorf
03,Sean Rock
04,Richelle Rock
08,Grant Maynard
09,Ellie Stone
12,Christa Fisher
14,Shania Hass
15,Nich Rush
17,Min Sze Ewe
18,Cassi Vallis
19,Stewart Buckley
23,David Forsyth
27,Cat  Henning
30,Aaron Bowles
31,Michaela Ott
32,Nicole Lenczowski
34,Austin Phinney
39,Thomas Sitorius
54,Eamon  Sughroue
55,Derek Vallis
56,Kate Blankenship
77,Kayla Anderson
85,Peyton Thurman
87,Reid Sindelar
99,Grant Dunbar
b,r,e,a,k
Utah Sundrift,21
teamInfo,,"Orem, UT, Utah",,,
02,Amanda Brandow
07,Sam Hales
08,Joshua Nielsen
09,Isabelle  Ogden
11,Georgina Hosman
17,Teigen Burrows
22,Britain Ross
37,Jarom Brandow
42,Adam Rose
44,Nathan Jones
46,Sadie Flanary
50,Luke Stovall
72,Savannah Flanary
73,Jamison Orton
88,Wynter Connole
99,Kody Crockett
b,r,e,a,k
The Strangers,23
teamInfo,,"Westminster, Colorado",,https://www.facebook.com/TheStrangersUltimate,
0,Melissa Schardt
0,Jonah Roberts
0,Julia Atkins
0,Hannah Cussen
0,Hailey Kressin
0,Laura Lemos Marroquin
0,Scott Harris
0,Susan Sheng
0,Riley Fisher
0,Tessa O'Donnell
0,Tracy Peucker
0,Ricardo Hinds
4,Colin Campbell
5,Alice Murphy
6,Ashley Bowler
17,Samuel Goertzen
18,Emily Davis
20,Craig Johnson
23,Michael Richard
23,Tracy Farrell
25,Don Nguyen
27,Joseph Delnero
31,Stephen Cholvat
45,Spencer Neher
81,Arlo Dixon
b,r,e,a,k
Space Ghosts,14
teamInfo,,"Denver, Colorado",,https://www.facebook.com/profile.php?id=100089552481541,https://twitter.com/SpaceGhostsUlti
0,Caleb Anderson
2,Alexander Nichols
4,Shane Abeshaus
5,Caleigh Moore
8,Erin Berg
9,Presley Philipp
10,Shane McDevitt
12,Cruz Alvarez-Machado
13,Kevin Dunne
14,Pope Rauch
16,Gretchen Mathiason
17,Jonathan Spencer
18,Lauren Ficek
19,Connor Deagle
21,Ellie Stanish
24,Megan Peters
25,Brendan Schwalm
26,Becky Nevin
28,Addy Eder
32,Zane Barber
37,Jeremy Gordon
48,Chloe Carlstrom
57,Benjamin Israel
99,Sarah Nadler
b,r,e,a,k
Impact,17
teamInfo,,"Wichita, Kansas",,https://www.facebook.com/ImpactUltimate/,https://twitter.com/ImpactUltimate
0,Angie Morford
0,Anna Christensen
0,Callista Baker
0,Carissa  Dye
0,Cody Rebholz
0,Isaac Blick
0,Karissa  Schwing
0,Karley Appleby
0,Noelle Wickham
0,Noelle Hampton
0,Reid Christensen
0,Kyle Schluben
0,Caleb Schwing
1,Brandon Griffith
2,Nathan Reimer
3,Dustin Dye
4,Luke Hampton
13,Logan Langel
14,Kiana Broadley
15,Bethany Phan
15,Samuel Cheyney
26,Ryan Orland
36,Kelly Thomas-Cutshaw
51,Isaac Entz
88,Jayne Roberts
b,r,e,a,k
Karma,22
teamInfo,,"Tucson, Arizona",,,
0,Abigail Lindsay
0,Alexander Holmwood
0,Christina Arnoldy
0,Daniel Negash
0,Bethany Tolsma
0,Elizabeth (Lisa) Acierno
0,Joseph Lindsay
0,Holt Newton
0,Lindsay Berryhill
0,Evangeline Erickson
0,Hannah Youngwirth
0,Elysia Bottcher
0,Nicholas Arnaud
0,Madison Hiu
0,Matt Varney
0,Stephen Sobansky
0,Rebekah Rossman
0,William Chan
0,Zeke DeLaughter
0,Pascual Redondo
0,Stephanie De La Rosa
3,James Weinstein
5,Caleb Conley
b,r,e,a,k
Fault Line,20
teamInfo,,"Salt Lake City, Utah",,,
0,Joseph Threlkeld
5,Maile Miller
00,Peter Wade
00,Eden Ogren
08,Max Jansen
11,Cody Sias
13,Emilee Jensen
14,Lee Jensen
17,Rayne Weinstein
18,Mike Merzel
21,Trong Nguyen
25,Issac Ruiz
26,Zachary Nebeker
31,Abby Hyde
32,Evan Weinstein
33,Carissa Lee
35,Cameron Hartman
42,Zak Diana
53,Ana Velandia
54,Tess Garote
55,Carter Franklin
82,Maggie Matthews
85,Camilla Wintch
91,Ainsley Holmes
b,r,e,a,k
Green Chiles,15
teamInfo,,"Denver, Colorado",https://www.instagram.com/greenchilesultimate/,,
0,Carrie Nickel
0,Anna Lockwood
0,Augy Cohn
0,Cate Brady
0,Kelly Moses
0,Ian Whitman
0,Heather  Beck
0,Elena Miyasato
0,Kianna Davis
0,Timothy Brady
0,Max Cormier
0,Ahanu Reiva
0,Sarah Fee
0,Scott Harper
0,Mary Kurzweil
0,Nico Cappella
0,Zac Wise
2,Thomas Parry
2,Jessica Horii
3,Anna Browne
3,Hannah Dryke
5,Stephen Lin
11,Patrick  Morgan
24,Chandler Shelton-Swenson
30,Sten Larson
b,r,e,a,k
Cowpoke,19
teamInfo,,"Fort Collins, Colorado",,,
0,Alex Hasenkamp
0,Benen Shea
0,Calvin Cvar
0,Grace Walker
0,Charlie Knott
0,Hunter Cunningham
0,Kiera Schreiber
0,Jacob Evans
0,Faith Isakson Stubbs
0,Tucker Martin
0,Mason Cox
0,Sierra Johnson
0,Paul McKinley
0,Olivia Doehr
6,Campbell Darlington
9,Aaron Wynmor
23,Hannah Renstrom
28,Zane Tschirhart
31,Jordan Chen
46,Axel Williams
65,Trevor Isaacson
66,Klaudia Poplawski
b,r,e,a,k
"All Jeeps, All Night.",18
teamInfo,,"Boulder, Colorado",http://alljeepsallnight.com,,
0,Amelia Mitchell
0,Becca Wainess
0,Bradley Bartholomew
0,Christopher Akers
0,Claudia Kramer
0,David Sinick
0,Jordan Swenson
0,Hannah Covell
0,Megan Burns
0,Oliver Kraft
0,Maya Otsuki
0,Sarah Litz
0,Rachel Litz
0,Michael Stefferson
0,Max Povejsil
3,Jennifer Taylor
5,JT Taylor
6,Justin Sonberg
9,Theo Kuhn
11,Killian Burns
12,Graham Buhse
13,Hill Balliet
16,Soumya Keefe
33,Ollie Peterson
53,Christina SOMA
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
shame.,MOONDOG,13,7,"06/20/2026, 09:00",Pool A,Final
shame.,Oregon Scorch,15,7,"06/20/2026, 10:50",Pool A,Final
Oregon Scorch,MOONDOG,14,13,"06/20/2026, 12:40",Pool A,Final
pool,Pool B
Drag'n Thrust,Flight Club,15,8,"06/20/2026, 09:00",Pool B,Final
Drag'n Thrust,Polar Bears,14,13,"06/20/2026, 10:50",Pool B,Final
Polar Bears,Flight Club,15,9,"06/20/2026, 12:40",Pool B,Final
pool,Pool C
BFG,Lotus,15,11,"06/20/2026, 09:00",Pool C,Final
BFG,Mile High Trash,11,13,"06/20/2026, 10:50",Pool C,Final
Mile High Trash,Lotus,11,12,"06/20/2026, 12:40",Pool C,Final
pool,Pool D
Mischief,Sego,10,13,"06/20/2026, 09:00",Pool D,Final
Mischief,Tower,8,11,"06/20/2026, 10:50",Pool D,Final
Tower,Sego,10,9,"06/20/2026, 12:40",Pool D,Final
pool,Pool E
Fatal Attraction,The Strangers,12,11,"06/20/2026, 09:00",Pool E,Final
Sin Nombre,Utah Sundrift,14,8,"06/20/2026, 09:00",Pool E,Final
Fatal Attraction,Sin Nombre,11,13,"06/20/2026, 10:50",Pool E,Final
Utah Sundrift,The Strangers,13,12,"06/20/2026, 10:50",Pool E,Final
pool,Pool F
Space Ghosts,Karma,13,8,"06/20/2026, 09:00",Pool F,Final
Impact,Fault Line,15,6,"06/20/2026, 09:00",Pool F,Final
Space Ghosts,Impact,15,11,"06/20/2026, 10:50",Pool F,Final
Fault Line,Karma,8,15,"06/20/2026, 10:50",Pool F,Final
pool,Pool G
Green Chiles,Cowpoke,15,9,"06/20/2026, 09:00",Pool G,Final
Green Chiles,"All Jeeps, All Night.",15,5,"06/20/2026, 10:50",Pool G,Final
"All Jeeps, All Night.",Cowpoke,10,15,"06/20/2026, 12:40",Pool G,Final
b,r,e,a,k
clusters,"E,F,G Crossovers"
cluster,"E,F,G Crossovers"
Fatal Attraction,Impact,13,11,"06/20/2026, 12:40",,Final
Cowpoke,Fault Line,15,7,"06/20/2026, 14:30",,Final
"All Jeeps, All Night.",Utah Sundrift,11,15,"06/20/2026, 14:30",,Final
The Strangers,Karma,8,14,"06/20/2026, 14:30",,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place
Tower,BFG,11,15,"06/21/2026, 12:40",1st Place,Final
Polar Bears,Tower,11,15,"06/21/2026, 10:50",Semies,Final
BFG,Lotus,11,7,"06/21/2026, 10:50",Semies,Final
shame.,Polar Bears,11,13,"06/21/2026, 09:00",Quarters,Final
Tower,Mile High Trash,15,8,"06/21/2026, 09:00",Quarters,Final
BFG,Sego,14,8,"06/21/2026, 09:00",Quarters,Final
Drag'n Thrust,Lotus,13,14,"06/21/2026, 09:00",Quarters,Final
shame.,Fatal Attraction,15,4,"06/20/2026, 14:30",Pre-quarters,Final
Polar Bears,Mischief,15,11,"06/20/2026, 14:30",Pre-quarters,Final
Tower,Sin Nombre,15,4,"06/20/2026, 14:30",Pre-quarters,Final
Mile High Trash,MOONDOG,15,11,"06/20/2026, 14:30",Pre-quarters,Final
BFG,Space Ghosts,15,8,"06/20/2026, 14:30",Pre-quarters,Final
Sego,Flight Club,15,8,"06/20/2026, 14:30",Pre-quarters,Final
Drag'n Thrust,Green Chiles,15,10,"06/20/2026, 14:30",Pre-quarters,Final
Oregon Scorch,Lotus,11,15,"06/20/2026, 14:30",Pre-quarters,Final
bracket,3rd Place
Polar Bears,Lotus,14,11,"06/21/2026, 12:40",3rd,Final
bracket,5th Place
shame.,Drag'n Thrust,15,9,"06/21/2026, 12:40",5th,Final
shame.,Mile High Trash,14,11,"06/21/2026, 10:50",5th Semies,Final
Sego,Drag'n Thrust,11,13,"06/21/2026, 10:50",5th Semies,Final
bracket,7th Place
Mile High Trash,Sego,9,10,"06/21/2026, 12:40",7th,Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place
Mischief,Oregon Scorch,13,14,"06/21/2026, 12:40",9th,Final
Mischief,Sin Nombre,15,4,"06/21/2026, 10:50",9th Semies,Final
Space Ghosts,Oregon Scorch,7,15,"06/21/2026, 10:50",9th Semies,Final
Fatal Attraction,Mischief,3,15,"06/21/2026, 09:00",9th Quarters,Final
Sin Nombre,MOONDOG,13,12,"06/21/2026, 09:00",9th Quarters,Final
Space Ghosts,Flight Club,12,11,"06/21/2026, 09:00",9th Quarters,Final
Green Chiles,Oregon Scorch,7,15,"06/21/2026, 09:00",9th Quarters,Final
bracket,11th Place
Sin Nombre,Space Ghosts,12,11,"06/21/2026, 12:40",11th,Final
bracket,13th Place
Flight Club,MOONDOG,9,15,"06/21/2026, 12:40",13th,Final
Fatal Attraction,Flight Club,10,13,"06/21/2026, 10:50",13th Semies,Final
MOONDOG,Green Chiles,12,11,"06/21/2026, 10:50",13th Semies,Final
bracket,15th Place
Fatal Attraction,Green Chiles,10,14,"06/21/2026, 12:40",15th,Final
b,r,e,a,k
brackets,17th Place Bracket
bracket,17th Place
Impact,Karma,15,10,"06/21/2026, 12:40",17th,Final
Impact,Utah Sundrift,15,10,"06/21/2026, 10:50",17th Semies,Final
Karma,Cowpoke,11,10,"06/21/2026, 10:50",17th Semies,Final
Utah Sundrift,Fault Line,15,5,"06/21/2026, 09:00",17th Quarters,Final
Karma,"All Jeeps, All Night.",15,11,"06/21/2026, 09:00",17th Quarters,Final
Cowpoke,The Strangers,15,9,"06/21/2026, 09:00",17th Quarters,Final
bracket,19th Place
Utah Sundrift,Cowpoke,10,9,"06/21/2026, 12:40",19th,Final
b,r,e,a,k
pools,21-23 Consolation
pool,Pool H
Fault Line,"All Jeeps, All Night.",10,15,"06/21/2026, 10:50",Pool H,Final
Fault Line,The Strangers,8,15,"06/21/2026, 12:40",Pool H,Final
b,r,e,a,k
