Presidents' Day Invite 2026,College - Women ,14,2,2026
La Jolla,CA,2026-02-14,2026-02-16
https://play.usaultimate.org/events/Presidents-Day-Invite-2026/schedule/Women/CollegeWomen/
Carleton College,1
48,Anneliese Phillips
66,Sage Frock
b,r,e,a,k
California,16
teamInfo,Pie Queens,"Berkeley, California",http://www.piequeens.org,https://www.facebook.com/piequeensultimate,https://www.twitter.com/piequeens
coaches,Charlotte Laseter
0,Kate Trevor
02,Maia Tu
03,Andrea Saal-Dalma
04,Annie Reynolds
05,Virginia Brogan
06,Zoey Stein
07,Ari Gonzalez
08,Nicole Barger
09,Josephine McCartney
10,Olivia Kim
11,Anoushka Chitnis
12,Amy Weiss
13,Caledonia Krieger
15,Janet Tong
16,Katryn Heine
19,Lena Sundin
24,Carmen Joines
25,Joanne Hu
36,Serafina Quercini
37,Leah Cederborg
42,Elizabeth Kasner
54,Anne Welman
55,Tess Campion
b,r,e,a,k
British Columbia,2
teamInfo,Thunderbirds,"Vancouver, British Columbia CA",http://www.recreation.ubc.ca/sport-clubs/ultimate-w/,https://www.facebook.com/UBCWomensUltimateSC/,https://twitter.com/ubcwomensulti
coaches,Edward Guo
0,Mijoo Lee
02,Abigail Grunenberg
03,Claire Weng
05,Kathy Huang
07,Noor Al-Tabbaa
08,Samantha Quan
09,Shaelyn Woo
10,Adeline Hui
11,Liza Ng
12,Audrey Nichols
13,Nina Tsai
15,Ella Bolan
17,Elisa  Ekeland
19,Mandy Li
21,Emily Ma
22,Makenzi Basas Harris
23,Grace Liu
27,Phoebe Chen
33,Arisa Gilbert
34,Madoka Wowk
35,Amelie Marshall
36,Bryelle Wong
51,Meagan Chau
73,Jamie Jung
93,Mika Kurahashi
98,Lauren Szeto-Fung
b,r,e,a,k
California-San Diego,7
teamInfo,UCSD D-Co Womxn's Ultimate,"San Diego , California",,,@dcoultimate
0,Angela Zhang
0,Claire Prairie
0,Emma Song
0,Leanna Saenz
0,Madeline Fitch
0,Margot Nissen
1,Ananya Shaligram
2,Beliz Akbulut
3,Audrey Schneider
4,Sophia Fitch
5,Emiko Shiota
6,Sara Uhland
7,Nicole Moran
8,Sam Medina
12,Aaliya Luo
14,Dylan Mullaney
15,Yariel Perkins
18,Sanam Rozycki-Shah
19,Annika Ross
21,Antonia Thommes
27,Teaghan Lynch
36,Mars Bau
51,Adele Motamedi
81,Yun Han
97,Danielle  Weatherwax
b,r,e,a,k
Cal Poly-SLO,10
teamInfo,SLO Motion,"San Luis Obispo, California",https://cpslomotion.wixsite.com/home,https://www.facebook.com/cpslomotion,https://twitter.com/cpslomotion?lang=en
0,ZsaZsa Gelfand
02,Mackenzie Bice
03,Megan Wong
05,Charlotte Rosen
08,Annie Hoke
09,Mary Jane Hartman
11,Nora Snyder
13,Sydney Alexander
15,Corrina  Blakemore
25,Katherine Jackson
26,Molly Sandler
28,Charis Gray
29,Louisa Rudo
36,Leoni Pendras
40,Lillian Husky
42,Ella Renner
44,Emi Yamada-Heidner
50,Lia Romeo
52,Caelum Ritzdorf
53,Dustin Hendrix
56,Elena Kussmann-Carter
64,Bryn Harper
82,Skye Held
99,Sofia Daniels
b,r,e,a,k
Minnesota,15
teamInfo,Minnesota A,"Minneapolis, Minnesota",https://umnwomensultimate.weebly.com/,,
02,Hattie Tschida
04,Audrey Pohl
05,Julia Mueller
07,Eudora Day
09,Kiersten Lee
10,Julia Melcher
11,Margaret Fravel
17,Ariana Golemis
21,Madison Kutzke
22,Ximena Gomez Rodriguez
24,Iris Flink
26,Stella Bultman
28,Abigail Keuhn
35,Morgan Sweeney
48,Ashwini Sandanayake
55,Elliana Wanless
73,Veronica Janzen
94,Anna Finwall
95,Megan Nguyen
b,r,e,a,k
California-Santa Cruz,3
teamInfo,Sol,"Santa Cruz, California",,,
coaches,Nick Tolfa
0,Avala Warner
0,Cassidy Miller
0,Elisabeth Kim
0,Alana Musnicki
0,Madison Dellner
0,Nora Tift
0,Sofia Vidal-MacKay
1,Goodness Nwakudu
5,Lexie Buckley
8,Ruby Gholston
13,Alexandra Lehrer
17,Haruna Krumholz
18,Yael Kaplan
24,Paige Jenkins
29,Rachel  Chang
32,Viola Deszily
42,Kai Agueros
44,Makena Johnson
64,Madeline Trilling
89,Zane Bird Smith
b,r,e,a,k
California-Davis,11
teamInfo,Rogue,"Davis, California",http://ucdrogueultimate.weebly.com/,https://www.facebook.com/UCDRogue,https://twitter.com/ucdrogue
01,Kennedy Lain
02,Morgan Strong
03,Lucy Mertz
05,Pamela Sacko
06,Felicity Corti
07,Lillian Mosing
08,Sarah Azrin
09,Mackenna Weems
10,Quinlin Schug
12,Breana Marin
13,Leah Cole
14,Kasey Zeng
16,Katelyn Mann
18,Julia Segre
19,Ria Rajput
21,Rachel Woods
21,Katie Angstadt-Leto
22,Isabella Zhang
23,Alina Smutz
24,Abigail Eastham-Anderson
27,Eliza  Kaplan
28,Natalie Chueh
29,Eileen Chen
30,Bodhi Williams
33,Alexandria Duff
b,r,e,a,k
Colorado,6
teamInfo,Quandary,"Boulder, Colorado",,https://www.facebook.com/ColoradoWomensUltimate,https://twitter.com/quandaryult
0,Leyla Williams
01,Iris Sawyer
02,Eliana Weinstein
03,Simone Pierotti
04,Chaily Derecskey
07,Emma Williams
08,Clil Phillips
09,Arden Luckett
10,Madelyn Schmidt
12,Taylor Smith
13,Faye Burdick
16,Fiona Cashin
17,Jada Abdalati
18,Emma Smith
21,Nora Graham
25,Piper Enderlein
26,Grace Mattox
27,Sarah Laughlin
30,Arianna Bump
33,Jovan Downs
36,Leo Dienstfrey
38,Campbell O'Neal
58,Liana Bradley
73,Corinne Kloss
77,Emma Williamson
84,Noah Fong
b,r,e,a,k
Western Washington,14
teamInfo,Chaos,"Bellingham, Washington",https://wp.wwu.edu/wultimate/,https://www.facebook.com/pages/WWU-Chaos-Ultimate/374278315920245,https://twitter.com/WWUchaos
02,Hara Crafts-Mazzanti
04,Alexa Coca
05,Lilliana Werner
08,Lily Howard
09,Amaya Krutsinger
12,Alexandria Oberholtzer
13,Amaya Shean-Jones
18,Elena Korch
19,Ruthie Levitt
23,Molly McGeoy
24,Sierra Gaynor
27,Taylan Allison
28,Coral Reed
30,Brynn Smith
31,Claire Voelk
33,Yana Wink
40,Ainsley Waechter
42,Natalie Collier
74,Elizabeth Marston
98,Ollie Bunson
b,r,e,a,k
Stanford,5
teamInfo,Superfly,"Stanford, California",http://ultimate.stanford.edu,https://facebook.com/superflyulti,https://twitter.com/SuperflyUlti
coaches,Robin Davis
0,Charlotte Burnham
0,Freya Spiekerkoetter
0,Isabella Walsh
0,Lillen Montague-Alamin
0,Lily Dominguez
0,Maya Alvarez-Coyne
0,Nicole Lambert
0,Nora Knudsen
0,Patricia Tran
0,Ruby Gates
0,Sage McGinley-Smith
0,Shaili Mathur
0,Tsz Yan Yip
0,Yining Zhang
1,Dora McCotter-Hulett
5,Esther Filipek
7,Brianna Johnson
14,Lauren Simitz
19,Anika Quon
22,Amelia Hawkins
33,Sorika Weir
43,Harper Baer
b,r,e,a,k
Washington,4
teamInfo,Element,"Seattle, Washington",,https://www.facebook.com/ElementUltimate/,https://twitter.com/UWElement
coaches,Jillian Goodreau,Taylor Hartman,Nora Landri,Julia Snyder
00,Mira Schneeweis-LaRene
02,Anna Pettis
03,Kayla Hickey
04,Genevieve Reyland-Slawson
05,Lauren Goddu
06,Isabella Pharr
08,Kelly Tam
10,Michelle Chan
11,Odessa Stambaugh
12,Lucy Tanner
13,Sophia Palmer
14,Lena Millard-Kish
15,Elena Boyle
17,Koume Matsutori
18,Anikka Faith Huliganga
19,Rachel Joy-Rocha
20,Savanna Tucker
23,Lily LeDonne
26,Zoe Willmer
27,Rowan Lymp
28,Joyce Hui
31,Ava Day
36,Zi Chau
44,Sola Truong
73,Chamonix Reynolds
b,r,e,a,k
Utah,13
teamInfo,Spiral Jetty Ultimate,"Salt Lake City, Utah",spiraljettyultimate.weebly.com/,https://www.facebook.com/pages/Spiral-Jetty-Ultimate/113676238733086,@spiraljettyulti
2,Taylor Melner
3,Kate Barry
4,Lily Terpstra
5,Lucy Leary
6,Emily Dalley
7,Jasmine Bowman
8,Kate Dahlin
11,Megan Blommel
13,Lily Nygard
14,Lily Sudar
15,Emilee Jensen
22,Spencer Ewing
23,Kathryn Lawrence
25,Shannon Anderson
27,Mazzy Snow
28,Violet Eleson
31,Andie Madsen
33,Lucia May
47,Madeleine  Sarles
b,r,e,a,k
California-Santa Barbara,12
teamInfo,Burning Skirts,"Goleta, California",,https://www.facebook.com/BSkirts/,https://twitter.com/BSkirts?lang=en
0,Audrey Young
0,Catrina Sada
0,Julie Chai
0,Katrin Huellhorst
0,Kehlen Eubanks
0,Lauren Chang
0,Mia Thompson
0,Phoebe Hall
1,Emaline Alikian
2,Sofia Eden
3,Riley Raker
4,Kailani Latimer
6,Aya Smoot
7,Carrie Teichrow
9,Mikayla Seidler
10,Julia Bailey
11,Cora Reese
13,Cindy Yang
15,Gabby Wang
16,Kaia Emery
18,Ella Khoury
20,Tara Escobar
27,Danielle Michiels
36,Jillian Fischer
60,Amelia Whitacre
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Carleton College,California,13,3,"02/14/2026, 09:40",Pool A,Final
Oregon,UCLA,12,10,"02/14/2026, 09:40",Pool A,Final
Carleton College,UCLA,13,1,"02/14/2026, 11:20",Pool A,Final
Oregon,California,13,6,"02/14/2026, 11:20",Pool A,Final
Carleton College,Oregon,13,5,"02/14/2026, 13:00",Pool A,Final
UCLA,California,11,8,"02/14/2026, 13:00",Pool A,Final
pool,Pool B
British Columbia,Minnesota,13,2,"02/14/2026, 08:00",Pool B,Final
Cal Poly-SLO,Minnesota,9,7,"02/14/2026, 09:40",Pool B,Final
British Columbia,Cal Poly-SLO,13,3,"02/14/2026, 11:20",Pool B,Final
California-San Diego,Minnesota,11,8,"02/14/2026, 11:20",Pool B,Final
British Columbia,California-San Diego,13,8,"02/14/2026, 13:00",Pool B,Final
California-San Diego,Cal Poly-SLO,12,10,"02/14/2026, 14:40",Pool B,Final
pool,Pool C
California-Santa Cruz,California-Davis,13,6,"02/14/2026, 08:00",Pool C,Final
Colorado,Western Washington,11,8,"02/14/2026, 08:00",Pool C,Final
California-Santa Cruz,Western Washington,12,5,"02/14/2026, 09:40",Pool C,Final
Colorado,California-Davis,9,10,"02/14/2026, 09:40",Pool C,Final
California-Davis,Western Washington,10,7,"02/14/2026, 11:20",Pool C,Final
California-Santa Cruz,Colorado,12,11,"02/14/2026, 13:00",Pool C,Final
pool,Pool D
Stanford,Utah,13,3,"02/14/2026, 09:40",Pool D,Final
Washington,California-Santa Barbara,11,7,"02/14/2026, 11:20",Pool D,Final
Washington,Utah,13,5,"02/14/2026, 13:00",Pool D,Final
Stanford,California-Santa Barbara,12,6,"02/14/2026, 13:00",Pool D,Final
Washington,Stanford,1,13,"02/14/2026, 14:40",Pool D,Final
California-Santa Barbara,Utah,10,11,"02/14/2026, 14:40",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Carleton College,California-Santa Cruz,13,7,"02/16/2026, 07:45",Finals,Final
Carleton College,Stanford,13,11,"02/15/2026, 14:40",Semis,Final
British Columbia,California-Santa Cruz,11,12,"02/15/2026, 14:40",Semis,Final
UCLA,Carleton College,2,13,"02/15/2026, 11:20",Quarterfinals,Final
California-San Diego,Stanford,5,13,"02/15/2026, 11:20",Quarterfinals,Final
Washington,British Columbia,7,13,"02/15/2026, 13:00",Quarterfinals,Final
Colorado,California-Santa Cruz,6,13,"02/15/2026, 13:00",Quarterfinals,Final
California-Davis,UCLA,8,12,"02/15/2026, 09:40",Prequarters,Final
California-San Diego,Western Washington,13,12,"02/15/2026, 09:40",Prequarters,Final
Washington,Cal Poly-SLO,10,6,"02/15/2026, 11:20",Prequarters,Final
Oregon,Colorado,10,12,"02/15/2026, 11:20",Prequarters,Final
bracket,3rd place bracket
Stanford,British Columbia,9,8,"02/16/2026, 09:25",3rd place,Final
bracket,5th place bracket
Washington,California-San Diego,13,11,"02/16/2026, 07:45",5th place,Final
Washington,Colorado,11,9,"02/15/2026, 14:40",5th semis,Final
California-San Diego,UCLA,12,11,"02/15/2026, 14:40",5th semis,Final
bracket,7th place bracket
Colorado,UCLA,12,5,"02/16/2026, 09:25",7th place,Final
bracket,9th place bracket
Western Washington,Oregon,9,8,"02/16/2026, 09:40",9th place,Final
Western Washington,California-Davis,12,9,"02/15/2026, 14:40",9th semis,Final
Cal Poly-SLO,Oregon,8,11,"02/16/2026, 08:00",9th semis,Final
Western Washington,California,13,6,"02/15/2026, 13:00",9th quarters,Final
California-Davis,California-Santa Barbara,10,8,"02/15/2026, 13:00",9th quarters,Final
Cal Poly-SLO,Utah,11,10,"02/15/2026, 13:00",9th quarters,Final
Oregon,Minnesota,11,7,"02/15/2026, 13:00",9th quarters,Final
bracket,11th place bracket
California-Davis,Cal Poly-SLO,8,7,"02/16/2026, 11:20",11th place,Final
bracket,13th place bracket
California-Santa Barbara,Minnesota,7,8,"02/16/2026, 09:40",13th place,Final
California,California-Santa Barbara,6,12,"02/15/2026, 14:40",13th semis,Final
Utah,Minnesota,11,12,"02/16/2026, 08:00",13th semis,Final
bracket,15th place bracket
California,Utah,10,9,"02/16/2026, 09:40",15th place,Final
b,r,e,a,k
clusters,Sunday Crossovers
cluster,Sunday Crossovers
Carleton College,California-San Diego,13,8,"02/15/2026, 08:00",,Final
Stanford,California-Davis,13,7,"02/15/2026, 08:00",,Final
UCLA,Minnesota,13,5,"02/15/2026, 08:00",,Final
Utah,Western Washington,2,13,"02/15/2026, 08:00",,Final
British Columbia,Oregon,12,5,"02/15/2026, 09:40",,Final
California-Santa Cruz,Washington,13,9,"02/15/2026, 09:40",,Final
Cal Poly-SLO,California,11,8,"02/15/2026, 09:40",,Final
Colorado,California-Santa Barbara,13,9,"02/15/2026, 09:40",,Final
b,r,e,a,k
