Northwest Plains Men's Sectionals,Club - Men ,27,8,2016
Wisconsin Hops
00,Mike Braunsky
22,Mitchell McGahan
24,ISAAC RUFF
28,Dan Heuer
30,Curtis Cammack
34,Luis Caballero
35,Ryan Pesch
41,Samuel Bumsted
42,Thomas Bakko
55,Brandon McClintock
84,Samuel Reis
85,Jesus Caballero
90,Austin Lee
96,Tucker Hoffman
b,r,e,a,k
Carleton Alumni Team
0,Jonathan Hahn
0,Jeremy Randolph-Flagg
0,LOUIS COHEN
0,HENRY GORDON
0,Robert Olney
0,Benjamin Longchamp
0,Brent Nystrom
0,Eric Angell
0,Tyler Mahony
0,Matt Godfrey
0,Chris Sundquist
0,Devin Oliver
0,Simon Johansen
0,Nathan King
0,PETER SCHEUERMANN
0,Brandon Taitt
0,JOSHUA AARONS
0,BENJAMIN CAFFREY
0,Chris Borden
b,r,e,a,k
Climax
0,JOHN MELZAREK
0,Saurav Dubey
0,Jay Puffer
0,Marcus Ellson
0,Donald Wood
0,PATRICK HYLAND
0,Bradley Malmsten
0,John Anderson
0,Jack Rosenwinkel
0,Joe Simonelli
0,Jake Oakley
0,Owen Schleif
0,Samuel Hedrick
0,Sam Berglund
0,Erik Streufert
0,PETER STORVICK
0,Scott Boehm
0,Alexander Platt-Koch
0,Louis LaCroix
0,REESE HORNNES
0,Shaun LaFrance
0,IAN NEW
0,Greg Cepuran
b,r,e,a,k
DingWop
 ,Ryan Nord
 ,Zach Wood
0,Philip Hornberger
0,Tony (Anthony) Cuneo
0,Dave Schaeffer
0,Aaron Pinney
0,David Huber
0,Riley Siewert
0,ARDEN PIFER
0,LANDEN RIMESTAD
0,Ben Nicklay
0,Shawn Hilst
0,Pericles Nacionales
0,Adam Riley
0,Morgan Bird
13,SKY DAVEY
20,Russ Barr
23,William Stafford
25,Brian LaFrance
77,Kevin Kronholm
91,Tom Sullivan
b,r,e,a,k
Wisconsin Hops,THE BODY,13,6,"08/27/2016, 09:00"
MKE,houSE,13,8,"08/27/2016, 09:00"
Mad Men,houSE,13,7,"08/27/2016, 10:45"
MKE,Wisconsin Hops,13,14,"08/27/2016, 10:45"
Mad Men,THE BODY,13,4,"08/27/2016, 12:30"
houSE,Wisconsin Hops,9,13,"08/27/2016, 12:30"
Mad Men,Wisconsin Hops,13,9,"08/27/2016, 14:15"
MKE,THE BODY,13,2,"08/27/2016, 14:15"
Mad Men,MKE,10,13,"08/27/2016, 16:00"
houSE,THE BODY,13,14,"08/27/2016, 16:00"
General Strike,Cream City Crooks,11,3,"08/27/2016, 09:00"
Imperial,Carleton Alumni Team,11,3,"08/27/2016, 09:00"
General Strike,Carleton Alumni Team,11,5,"08/27/2016, 10:30"
Imperial,Climax,11,9,"08/27/2016, 10:30"
Cream City Crooks,DingWop,11,6,"08/27/2016, 10:30"
General Strike,DingWop,11,2,"08/27/2016, 12:00"
Imperial,Cream City Crooks,11,6,"08/27/2016, 12:00"
General Strike,Climax,11,7,"08/27/2016, 13:30"
Imperial,DingWop,11,7,"08/27/2016, 13:30"
Cream City Crooks,Carleton Alumni Team,12,10,"08/27/2016, 13:30"
General Strike,Imperial,8,11,"08/27/2016, 15:00"
Cream City Crooks,Climax,6,11,"08/27/2016, 15:00"
Carleton Alumni Team,DingWop,7,11,"08/27/2016, 15:00"
MKE,Imperial,10,15,"08/28/2016, 11:00"
MKE,Climax,13,10,"08/28/2016, 13:00"
Mad Men,Climax,10,15,"08/28/2016, 09:00"
Wisconsin Hops,General Strike,9,15,"08/28/2016, 09:00"
Mad Men,Wisconsin Hops,15,8,"08/28/2016, 13:00"
Mad Men,DingWop,15,5,"08/28/2016, 11:00"
Cream City Crooks,Wisconsin Hops,10,15,"08/28/2016, 11:00"
THE BODY,DingWop,8,15,"08/28/2016, 09:00"
houSE,Cream City Crooks,12,15,"08/28/2016, 09:00"
