Ski Town Classic 2022,Club - Mixed ,20,8,2022
Salt Lake City,UT,2022-08-20,2022-08-22
https://play.usaultimate.org/events/Ski-Town-Classic-2022/schedule/Mixed/Club-Mixed
BW Ultimate,1
0,Trevor Monsos
0,Ty Lynch
b,r,e,a,k
Rogue,17
teamInfo,,"Tucson, Arizona",,https://www.facebook.com/RogueUltimateTucson/,
 ,Rebecca Hildenbrand
0,Sara Knepper
0,Sean Smith
0,Shane Abeshaus
0,Taylor Hicks
0,Ted Glenn
0,Tim McConnell
0,Tyler Crockett
0,Alan Flores
0,Benjamin Green
0,Brianna Smith
0,Calyssa Zismann
0,Chris Salazar
0,Ethan Olla
0,Haden Hogan
0,Ian Janis
0,Jason Zismann
0,Johnny Banh
0,Justin Ho
0,Madelin Richins
0,Nicholas Huttsell
0,Rebecca Kemper
13,Mandy Proctor
b,r,e,a,k
Flagstaff Ultimate,7
teamInfo,,"Flagstaff, Arizona",,,
0,Dawson Peters
01,Rudy Jimenez
02,Bryan Esmond
04,Jake Anderson
05,Chris Hancock
06,Jacob Raatz
07,Melissa Huegerich
09,Dylan George-Sills
12,Chip Chang
13,Liz Groesbeck
16,Samantha Myland
17,Erin Donahue
21,Logan Lathrop
22,Emily Francia
23,Caleb Leaser
24,Jordan Foster
25,Rachel Kalnbach
26,Grant Eschmann
33,Carl Morgenstern
34,Trevor Smith
42,Joseph Huegerich
56,Alix Goldstein
77,Jen Palmero
88,Kaya Trepp
96,Joshua Washburn
99,Drake DenHartog
b,r,e,a,k
LIT Ultimate,2
teamInfo,,"South Bay, California",,,
 ,Geoffrey Iyer
 ,Kevin Lin
 ,Myron Loke
0,Nicholas Yun
0,Andrew Ma
0,Lauren Armstrong
0,Matthew See
0,James Yang
0,Jason Mirjah
0,Julia Tang
0,Justin Chang
0,Karen Ying
0,Kelly Tan
0,Benjamin Kato
0,Christine Chen
0,Doris Chang
0,En Le Samborski
0,Sarah Kratzer
0,Scott Phillips
0,Tien Ho
0,Tina Zhu
0,Yishu Chen
12,Rebecca Culver
59,Benjamin Sokolowsky
78,Mauricio Bell'Albero
b,r,e,a,k
SEGO,10
teamInfo,,"Salt Lake City, Utah",,,
 ,Chanel van Ginkel
 ,Logan Radke
 ,Taylor Schmidt
0,Sophia Dellapenta
0,Ben Guthrie
0,Dominic Camperchioli
0,Casstique Williams
01,Cullen Landry
03,Taylor Williams
07,Ben Jones
10,Jacob Jahnke
11,Alex Walker
12,Hayley Devine
16,Caleb Guziak
18,Zachary Nebeker
21,John Kessel
22,Eleanor Wachtel
23,Susan Truong
24,Juliana Landis
25,Aimee Gerold
31,Jenni Ladutko
34,Scott Groux
66,Kaylin Durmick
88,Brad Ellis
89,Alejandro Palomino
90,Liz Bunderson
b,r,e,a,k
The Strangers,15
teamInfo,,"Westminster, Colorado",,https://www.facebook.com/TheStrangersUltimate,
0,Alexander Zavoluk
0,Alexander Nichols
0,Alice Murphy
0,Alison Haddad
0,Alyssa Strickler
0,Amanda Collen
0,Amanda Wheelock
0,Austin Outhavong
0,Camilla Hallin
0,Catherine Smith
0,Chloe Carlstrom
0,Christian Gentry
0,Colin Campbell
0,Craig Johnson
0,Dalton Chaffee
0,Hannah Dryke
0,Joseph Delnero
0,Morgan Colacone
0,Nathan Caldwell
0,Randall Waymire
0,Scott Harris
0,Taylor Stamps
0,Tessa O'Donnell
0,Thomas Parry
b,r,e,a,k
Lady Justice,18
teamInfo,,"Salt Lake City, Utah",,,
0,Alea Clymer
0,Alexander Hopp
0,Brian Tripoli
0,Cameron Porter
0,Christopher Balch
0,Dillon Burke
0,Holly Teufel
0,Kolton Nelder
0,Lani Tripoli
0,Mack Hodges
0,Melissa Porter
0,Naena Bland
0,Nathan Jones
b,r,e,a,k
Sacramento Tower Ultimate,3
teamInfo,,"Sacramento, California",,,https://twitter.com/towerulti
 ,Annie Mills
 ,Jonathan Martindill
 ,Nick Shepard
0,"Patrick ""PMO"" Morgan"
0,Rachel Sniderman
0,Raymond Hutten-Czapski
0,Tiana Rangchi
0,Tyler Bacon
0,Zack Thompson
0,Adam Schobinger
0,Amanda Hesterman
0,Andrew Everts
0,Katrina Rowsey
0,Logan Hanagan
0,Lucy Campbell
0,Mark Leggio
0,Molly Hallweaver
0,Morgan Morris
0,Connor Levesque
0,Daniela Jimenez
0,Danielle Murray
0,Haley Williams
0,J Tyler Walker
b,r,e,a,k
Sweet Action,11
teamInfo,,"Denver, Colorado",,https://www.facebook.com/SweetActionUlti,https://twitter.com/SweetActionUlti
0,Adair Andre
0,Alison Walker
0,Anna Lockwood
0,Anthony Rice
0,Ben Whitman
0,Brian Moore
0,Caleigh Moore
0,Callie Federer
0,David Ball
0,Elena Arnosky
0,Ginie Kwan
0,Hannah Paborsky
0,Ian Whitman
0,Jacob Zax
0,Max Cormier
0,Maxwell Langevin
0,Megan Vanderhooft
0,Nick Storter
0,Rachael Reddin
0,Ryan Meinkoth
0,Sarah Fee
0,Stan Whitcomb
0,Timothy Brady
0,Will Eckert
14,Matt Slowinski
24,Kevin Hamilton
b,r,e,a,k
Party Wave,19
teamInfo,,"Honolulu, Hawaii",,,https://twitter.com/PartyWaveUlti
 ,Cynthia Fowler
 ,Daisy Har
 ,DAVID HAZLEBECK
 ,Gayeon Ko
 ,Michael Palmer
 ,Nicholas Dunbar
 ,Sarah Itoh
 ,Sofia Murtaugh
 ,William McDonough
0,Ryan Williams
0,A’ja-Faith Greene
10,Eric Gorospe
11,Caleb Stanley
12,Carmella Vizza
20,James Robb
26,Amber Yonamine
31,Jules Cottrell
42,Aaron Feinberg
51,Andrew Ryan
52,Lev Gerstle
55,Steven Aguilar
59,Katelyn Gisvold
69,Jason  Anthenien
85,Michael Stephen
89,Grace Relf
99,Natalie Burke
b,r,e,a,k
Mango,6
teamInfo,,"San Francisco, California",https://www.instagram.com/mangoultimate/,,
 ,Brieana Polk-Perez
 ,Patrick Sharp
0,Amanda Cornfield
0,Michelle Chen
0,HELEN YUAN
0,Lucie Schulz
0,Matthew Silverman
0,Nick Petru
0,Xinran Wang
11,Tom Nudell
12,Maya Gilliss-Chapman
16,Katelyn Mann
17,Noelle Nelson
19,Rebecca Plotnick
30,Nick Goelz
31,Sofia Lavrentyeva
42,Taylor Love
44,Alexander Lloyd-Evans
86,Alan  Chen
87,Charlie Capron
99,Maxwell Friedmann
b,r,e,a,k
Calamity,14
teamInfo,,"Tempe, Arizona",,,
0,Nathan Brodie
02,Micah Gross
03,Erin Maki
05,Sierra Ross
07,Edward Wehr
08,Leigh Honzatko
10,Austin  Cottarel
12,Ethan Gaiser
15,Julien Hartmann
17,Taylor Van Oosbree
19,Madison Speagle
21,Logan Martin
22,Thomas Peters
24,Georgia Sullivan
26,Nadine Hollender
27,Sydney Vergin
30,Michael Simeone
37,Sarah Hoffmann
39,Noelle Kiesz
53,Matt Bauer
55,Adam Wiechman
66,Trevor Buhr
77,Cassie Cox
99,Leah Jameson
b,r,e,a,k
Yard Sale,4
teamInfo,,"Salt Lake City, Utah",,,https://twitter.com/UtahYardSale21
 ,Alec Benton
 ,Dallin Opperman
 ,Grayson Rettberg
 ,Jay Kinzel
 ,Oscar Brown
 ,Reily Benton
0,Henri de St. Germain
10,Wes Speight
11,Daniel Bozone
12,Jennie Wainer
13,Deanna Bozone
15,Claire Simpson
16,Ryan Martin
19,Abigail Tauraa
20,Ashley Ludack
21,Erin Vincent
22,Caroline McKee
24,Lily Terpstra
28,Audrey Selfridge
29,Ryan McCready
31,Sean Reischel
33,Anne Jensen
40,Bobby Moyer
44,Tyler Foster
45,Kim Doane
88,Christian Berger
b,r,e,a,k
Firefly,5
teamInfo,,"San Francisco, California",www.fireflyultimate.com,facebook.com/fireflydisc,
 ,Jenna Weiner
 ,Jenna Borges
 ,Jenna Ray
 ,Jeremy Snyder
 ,Kaila Chan
 ,Abe McKay
 ,Anna Sciaruto
 ,David Langhals
0,Jake Rifkin
0,Jamie Lam
0,Chris Godek
0,Lydia Auch
0,Nicholas Davis
0,Omar Cornejo-Esquivel
0,Philip Jacob-Frigon
0,Rachel Widner
0,Reeve Grobecker
0,Sarah Tenpas
0,Suk lyn Lim
0,Zachary Purdy
0,Zachary Ormsby
b,r,e,a,k
Family Style,12
teamInfo,,"Los Angeles, California",,https://www.facebook.com/FamilyStyleUltimate,https://twitter.com/playfamilystyle
 ,Angelica Arellano
 ,Chelsea Baldemor
 ,Emma Boyd
 ,Erwin Davis Jr
 ,Kori Brooks
 ,Lily Hue
 ,Michael Dirda
 ,Steven Brooks
0,Valentin Post
0,Sean Gai
0,Hudson Stuck
0,Kelsey Turner
0,Eric Owens
0,Cheryl Lee
0,Daniel Rabinovich
0,Ben Ben Hirschman
0,Amanda Karakoudas
0,Candice Lao
42,Bryan DeVore
77,Greta Becker
b,r,e,a,k
Karma,13
teamInfo,,"Tucson, Arizona",,,
 ,Amy Swartz
 ,Hayden Pfaff
 ,Jake Heimlich
 ,Jess Phillips
 ,John Priest
 ,Michaela Gutierrez
 ,Kevin Farnam
 ,Rebekah Rossman
 ,Stephen Sobansky
0,Abigail Lindsay
0,Russell Knox
0,Matthew Peterson
0,Michelle Tanner
0,Nicholas Arnaud
0,Nicole Garnes
0,Philip Kletzli
0,Joseph Wu
0,Joseph Lindsay
0,Joe Sobansky
0,James Weinstein
0,Holt Newton
0,Christine Miller
0,Dan Nowicki
0,Elizabeth Bacal
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
BW Ultimate,Rogue,13,2,"08/20/2022, 09:00",Pool A,Final
Garden Party,Fishpix!,13,9,"08/20/2022, 09:00",Pool A,Final
BW Ultimate,Garden Party,10,8,"08/20/2022, 10:45",Pool A,Final
Pegasus,Fishpix!,13,2,"08/20/2022, 10:45",Pool A,Final
Fishpix!,Rogue,11,9,"08/20/2022, 12:30",Pool A,Final
Pegasus,Garden Party,7,11,"08/20/2022, 12:30",Pool A,Final
BW Ultimate,Fishpix!,13,6,"08/20/2022, 14:15",Pool A,Final
Pegasus,Rogue,13,3,"08/20/2022, 14:15",Pool A,Final
BW Ultimate,Pegasus,12,7,"08/20/2022, 16:00",Pool A,Final
Garden Party,Rogue,13,4,"08/20/2022, 16:00",Pool A,Final
pool,Pool B
LIT Ultimate,Lady Justice,13,4,"08/20/2022, 09:00",Pool B,Final
SEGO,The Strangers,11,10,"08/20/2022, 09:00",Pool B,Final
LIT Ultimate,SEGO,12,4,"08/20/2022, 10:45",Pool B,Final
Flagstaff Ultimate,The Strangers,13,3,"08/20/2022, 10:45",Pool B,Final
The Strangers,Lady Justice,12,11,"08/20/2022, 12:30",Pool B,Final
Flagstaff Ultimate,SEGO,13,10,"08/20/2022, 12:30",Pool B,Final
LIT Ultimate,The Strangers,13,4,"08/20/2022, 14:15",Pool B,Final
Flagstaff Ultimate,Lady Justice,13,3,"08/20/2022, 14:15",Pool B,Final
LIT Ultimate,Flagstaff Ultimate,8,13,"08/20/2022, 16:00",Pool B,Final
SEGO,Lady Justice,13,4,"08/20/2022, 16:00",Pool B,Final
pool,Pool C
Sacramento Tower Ultimate,Party Wave,10,9,"08/20/2022, 09:00",Pool C,Final
Sweet Action,Calamity,12,6,"08/20/2022, 09:00",Pool C,Final
Sacramento Tower Ultimate,Sweet Action,13,5,"08/20/2022, 10:45",Pool C,Final
Mango,Calamity,13,3,"08/20/2022, 10:45",Pool C,Final
Calamity,Party Wave,6,11,"08/20/2022, 12:30",Pool C,Final
Mango,Sweet Action,9,11,"08/20/2022, 12:30",Pool C,Final
Sacramento Tower Ultimate,Calamity,12,4,"08/20/2022, 14:15",Pool C,Final
Mango,Party Wave,8,10,"08/20/2022, 14:15",Pool C,Final
Sacramento Tower Ultimate,Mango,12,8,"08/20/2022, 16:00",Pool C,Final
Sweet Action,Party Wave,12,11,"08/20/2022, 16:00",Pool C,Final
pool,Pool D
Yard Sale,Family Style,10,8,"08/20/2022, 10:45",Pool D,Final
Firefly,Karma,9,8,"08/20/2022, 10:45",Pool D,Final
Yard Sale,Karma,13,2,"08/20/2022, 12:30",Pool D,Final
Firefly,Family Style,11,9,"08/20/2022, 12:30",Pool D,Final
Yard Sale,Firefly,8,7,"08/20/2022, 14:15",Pool D,Final
Family Style,Karma,10,8,"08/20/2022, 14:15",Pool D,Final
b,r,e,a,k
brackets,Sunday Bracket Play
bracket,Championship
BW Ultimate,Yard Sale,9,10,"08/21/2022, 12:30",Finals,Final
BW Ultimate,Sacramento Tower Ultimate,12,9,"08/21/2022, 10:45",Semi-Finals,Final
Yard Sale,Flagstaff Ultimate,11,10,"08/21/2022, 10:45",Semi-Finals,Final
BW Ultimate,Firefly,13,6,"08/21/2022, 09:00",Quarterfinals,Final
Sacramento Tower Ultimate,LIT Ultimate,11,10,"08/21/2022, 09:00",Quarterfinals,Final
Yard Sale,Garden Party,13,7,"08/21/2022, 09:00",Quarterfinals,Final
Flagstaff Ultimate,Sweet Action,13,6,"08/21/2022, 09:00",Quarterfinals,Final
bracket,Ninth Place
Pegasus,Family Style,9,8,"08/21/2022, 12:30",Ninals,Final
Pegasus,Party Wave,11,7,"08/21/2022, 10:45",9th Semis,Final
Family Style,Mango,13,4,"08/21/2022, 10:45",9th Semis,Final
Pegasus,Karma,13,9,"08/21/2022, 09:00",9th Quarters,Final
Party Wave,The Strangers,11,8,"08/21/2022, 09:00",9th Quarters,Final
Family Style,Fishpix!,13,4,"08/21/2022, 09:00",9th Quarters,Final
SEGO,Mango,8,12,"08/21/2022, 09:00",9th Quarters,Final
bracket,Eleventh
Party Wave,Mango,13,10,"08/21/2022, 12:30",11th Place,Final
bracket,Third
Sacramento Tower Ultimate,Flagstaff Ultimate,7,6,"08/21/2022, 12:30",3rd Place game,Final
bracket,Fifth Placement
Firefly,LIT Ultimate,8,13,"08/21/2022, 10:45",Fifth Place 1,Final
bracket,Fifth Placement
Garden Party,Sweet Action,11,10,"08/21/2022, 10:45",Fifth Place 2,Final
bracket,Thirteenth Placement
Karma,The Strangers,8,12,"08/21/2022, 10:45",13th Place 1,Final
bracket,Thirteenth Placement
Fishpix!,SEGO,4,13,"08/21/2022, 12:30",13th Place 2,Final
b,r,e,a,k
pools,Sunday Placement Pool
pool,Pool E
Lady Justice,Calamity,7,13,"08/21/2022, 09:00",Pool E,Final
Rogue,Calamity,11,10,"08/21/2022, 10:45",Pool E,Final
Rogue,Lady Justice,9,8,"08/21/2022, 12:30",Pool E,Final
b,r,e,a,k
