2022 Great Lakes Mixed Regional Championship,Club - Mixed ,1,10,2022
https://play.usaultimate.org/events/2022-Great-Lakes-Mixed-Regional-Championship/schedule/Mixed/Club-Mixed
Hybrid,1
0,Maketa Mattimore
0,Matthew Martell
0,Megan Isherwood
0,Neil Proefrock
0,Phil Ewing
0,Quinn Garner
0,Ryan Radawiec
0,Aiden Rudy
0,Aiva Zoldan
0,Alexander Krantz
0,Aubrey Loftus
0,Audrey Jesue
0,Benjamin Clark
0,Bethany  Burgess
0,Brian Hough
0,David Zoldan
0,David Mohan
0,Dom Zampardo
0,Garrison Gracey
0,Jana Wilson
0,Jonna Frayer
0,Joseph Flynn
0,Joshua Wright
0,Julia Danci
27,Jake Pruitt
b,r,e,a,k
Jabba,11
 ,Daniel O'Dell
 ,Rebecca Napoli
00,Rene Quintana
00,Ryan Logan
00,Timothy Burnett
00,Trey Taliaferro
00,David Benda
00,Elena Dansdill
00,Francesca Rascati
00,Jailene Famania
00,Jeremy Burril
00,Jessica Fairhurst
00,Joe Leibforth
00,Joseph Cacciatore
00,Josh Cahn
00,Marissa Leff
00,Matt Afryl
00,Mike L'Hommedieu
00,Abby Jones
00,Alex Dudzik
00,Alyssa Bennett
00,Amber Waite
00,Anna Martinello
00,Benjamin Wallerstedt
00,Bethany DaRin
00,Chan Woo Park
b,r,e,a,k
2Fly2Furious,14
 ,Emily Cummins
 ,Jonathan Lee
 ,Lindy Torvinen
 ,Rachel Torrez
 ,Taylor Engen
0,Nathan Silverman
03,Croix Jastrow
10,Michael Lin
11,MARA JURKOVIC
13,Ryan Donnelly
14,Tristan Bowerman
17,Andrew Foldesi
22,Maggie Price
23,Emma Farrar
24,Hannah McCullough
26,Maaike Wielenga
28,Aidan Tank
29,Rachel Blaustein
32,Melissa Herta
33,Megan Packer
35,Austin Gangel
36,Stephan Maxe
42,David Backus
49,Nicholas Kraft
77,Patrick Adelstein
82,Seth Buchsbaum
b,r,e,a,k
Chicago Parlay,3
 ,Benjamin Zhang
 ,Cassandra Singler
 ,Catherine Chen
 ,Claire Schwaba
 ,Elaine Sundberg
 ,Elliot Lee
 ,George Irving
 ,Gina Stees
 ,Hector Rivera
 ,Hindeke Tewodros
 ,Jessica Louie
 ,Jonathan Liu
 ,Jordan Lange
 ,Kendra Griesman
 ,Kenneth Allen
 ,Laramie Aspegren
 ,Larkin Johnson
 ,Mary Hermann
 ,Max Trotter
 ,Nick Longo
 ,Sarah Warren
 ,Adam Klaus
 ,Tavis Leighton
 ,WillIam Altschul
0,Andrew Patel
0,Tanner Mayo
b,r,e,a,k
U54 Ultimate,10
 ,Andrew Sheehan
 ,Lizzy Shiel
 ,Michael Shiel
0,Monica Matsumoto
0,Sara Miller
0,Sarah Kim
0,Michael Pardo
0,Lindsey Hack
0,Danielle Blatt
0,Emilie Willingham
0,Emily Hadel
0,Jesse Buchsbaum
0,Jody Kissane
0,Kathleen Dyer
0,Anna Pritchard
0,Carol Li
0,Charles Furse
11,Craig Poeppelman
26,Kevin Kelly
29,Michael Schwenk
33,Carl Deffenbaugh
36,Timothy Fergus
37,Daniel Williams
51,Andrew (AJ) Nelson
51,Cullen Geppert
64,Neal Phelps
b,r,e,a,k
Columbus Chaos,6
0,David Slade
0,Kathleen Tong
0,Lauren Payne
0,Sky Gill
08,Delaney Marsalek
09,Christopher Wohl
11,Lucas Nestor
12,Alec Mathena
14,Leah Petitt
15,Jonathan Holladay
16,Jason Rosser
17,Benjamin Reith
19,Hannah Wilder
20,Parker Pennington
21,Mallory Griffith
22,Natalie Fancher
24,Lindsey Fallon
36,Jacob Anthuvan
37,Curtis Kinnaman
41,Cody Petitt
42,David Valentine-Elam
44,Mandi Engler
55,Joseph Rains
66,Eric Border
69,David Braden
99,Jennifer Dai
b,r,e,a,k
Pixel,15
 ,Caroline Faris
 ,Emma Remien
 ,Jacob Just
 ,Jon Gibson
0,Trevor Kyle
04,Tyler ODonnell
11,Richard Russell
12,Benjamin Williams
13,Julia Kahn
14,Acacia Farber-Krug
16,Alex Barton
17,Chad Dunne
20,Madison Nightingale
21,Trey Baughman
22,Joshua Osinski
23,Keara Crook
28,Joseph Lybik
32,Eli Friedman
40,Benjamin Cheer
44,Lauren Moore
47,Lucas Parnell
79,Jeremiah Sandler
83,Vivian Liagre
97,Christina Uytingco
98,John DePaul
b,r,e,a,k
Steamboat,5
00,Jesse Jenkins
01,Scott Schriner
03,Mary Timmons
04,Nathan Hershberger
05,Ryan Gorman
06,Lula Dutille
07,Michael Partusch
10,Derek Raufeisen
12,Sarah Haynie
13,Kristin Baxter
16,Elizabeth Burkhardt
20,Thomas Palermo
21,Julia Desrosiers
22,Brittany Winner
24,Michael Settles
25,Gabriella  Enders
26,Hannah Hainje
27,Kyle Brun
28,Jeff Haney
31,Emma Schroder
32,Victoria Smith
33,Austin Winner
42,Kelly Kerker
50,Ryan Walker
54,Jacob Fields
66,Daniel Conrad
b,r,e,a,k
RAMP,4
 ,Dylan Salzman
0,Jade Hostein
0,Jesse Johnson
0,Jocelyn Sun
0,Katie Bristol
0,Kevin Liu
0,Kwai Philpott
0,Kylie Chesner
0,Matt Jaffe
0,Matthew Golz
0,Matthias Ling
0,Max Moore
0,Megan Morales
0,Michelle Farb
0,Sabina Hartnett
0,Sean McSweeney
0,Shaun Tan
0,Sydney Stelzer
0,Vedant Sachdeva
0,Alicia Chu
0,Annie Phan
0,Briana Morales
0,Cindy Mei
0,Conrad Nguyen
0,Dale Decatur
0,DeAngelo Barragan
b,r,e,a,k
Skyhawks,9
0,AndY LaFree
0,Christopher Miller
0,Claire Hackl
0,Daniel Warner
0,Emily Balsbaugh
0,Jacqueline Kelley-Cogdell
0,Jared Christophel
0,John Horsley
0,Kristi Muhlenkamp
0,Logan Reimbold-Thomas
0,Luke Graber
0,Margaret Coad
0,Margo Wang
0,Matthew Muhlenkamp
0,Max Egendoerfer
0,Monica Caponigro
0,Sean Driscoll
0,Sean McGuinness
0,William Theisen
23,Morgan Miller
b,r,e,a,k
Derby City Thunder,16
0,Christopher Reynolds
01,Rick Stewart
02,James Marsh
03,Steven Looby
05,Mollie Morris 
06,Paula Abney
08,Andrew DePuy
09,Tyler Boyer
10,Alissa Condra
11,Nathan Huster
13,Ryan Elam
15,Alana Hardeman
17,Rachel Barr
21,Joshua McHargue
22,Alicia Krauter
23,Joseph Dininger
24,Samantha Palko
25,Rachel Huster
32,Thomas Filiatreau
33,Elizabeth Schaaf
41,Jacob Van Dyke
44,Trenton Schroeder
49,Matt Rosenfield
91,Matthew Wilhite
99,Meagan Haase
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Hybrid,Three Rivers Ultimate Club,15,4,"10/01/2022, 09:00",Pool A
Bandwagon,Queen City Gambit,15,7,"10/01/2022, 09:00",Pool A
Hybrid,Queen City Gambit,15,2,"10/01/2022, 11:00",Pool A
Bandwagon,Three Rivers Ultimate Club,11,10,"10/01/2022, 11:00",Pool A
Hybrid,Bandwagon,15,4,"10/01/2022, 13:00",Pool A
Three Rivers Ultimate Club,Queen City Gambit,12,14,"10/01/2022, 13:00",Pool A
pool,Pool B
Cleveland Crocs,Jabba,15,6,"10/01/2022, 09:00",Pool B
POW!,2Fly2Furious,14,12,"10/01/2022, 09:00",Pool B
Cleveland Crocs,2Fly2Furious,15,7,"10/01/2022, 11:00",Pool B
POW!,Jabba,14,12,"10/01/2022, 11:00",Pool B
Cleveland Crocs,POW!,15,6,"10/01/2022, 13:00",Pool B
Jabba,2Fly2Furious,12,10,"10/01/2022, 13:00",Pool B
pool,Pool C
Chicago Parlay,U54 Ultimate,12,11,"10/01/2022, 09:00",Pool C
Columbus Chaos,Pixel,12,8,"10/01/2022, 09:00",Pool C
Chicago Parlay,Pixel,13,8,"10/01/2022, 11:00",Pool C
Columbus Chaos,U54 Ultimate,7,15,"10/01/2022, 11:00",Pool C
Chicago Parlay,Columbus Chaos,9,8,"10/01/2022, 13:00",Pool C
U54 Ultimate,Pixel,15,3,"10/01/2022, 13:00",Pool C
pool,Pool D
RAMP,Skyhawks,15,11,"10/01/2022, 09:00",Pool D
Steamboat,Derby City Thunder,15,9,"10/01/2022, 09:00",Pool D
RAMP,Derby City Thunder,15,5,"10/01/2022, 11:00",Pool D
Steamboat,Skyhawks,15,7,"10/01/2022, 11:00",Pool D
RAMP,Steamboat,10,12,"10/01/2022, 13:00",Pool D
Skyhawks,Derby City Thunder,13,8,"10/01/2022, 13:00",Pool D
b,r,e,a,k
brackets,Championship
bracket,1st Place
Hybrid,Cleveland Crocs,15,10,"10/02/2022, 14:00",1st Finals
Hybrid,U54 Ultimate,14,8,"10/02/2022, 12:00",1st Semis
RAMP,Cleveland Crocs,10,12,"10/02/2022, 12:00",1st Semis
Hybrid,Columbus Chaos,15,4,"10/02/2022, 10:00",1st Quarters
Steamboat,U54 Ultimate,8,13,"10/02/2022, 10:00",1st Quarters
Chicago Parlay,RAMP,8,9,"10/02/2022, 10:00",1st Quarters
Cleveland Crocs,Skyhawks,14,9,"10/02/2022, 10:00",1st Quarters
POW!,Columbus Chaos,8,11,"10/01/2022, 15:00",1st Pre Quarters
U54 Ultimate,Jabba,15,3,"10/01/2022, 15:00",1st Pre Quarters
RAMP,Queen City Gambit,13,7,"10/01/2022, 15:00",1st Pre Quarters
Bandwagon,Skyhawks,13,15,"10/01/2022, 15:00",1st Pre Quarters
b,r,e,a,k
brackets,Placement
bracket,3rd Place
U54 Ultimate,RAMP,0,1,"10/02/2022, 14:00",3rd Finals
bracket,5th Place
Steamboat,Chicago Parlay,15,8,"10/02/2022, 14:00",5th Finals
Columbus Chaos,Steamboat,7,15,"10/02/2022, 12:00",5th Semis
Chicago Parlay,Skyhawks,11,4,"10/02/2022, 12:00",5th Semis
bracket,7th Place
Columbus Chaos,Skyhawks,9,6,"10/02/2022, 14:00",7th Finals
bracket,9th Place
2Fly2Furious,Jabba,11,8,"10/02/2022, 14:00",9th Finals
Pixel,2Fly2Furious,7,10,"10/02/2022, 12:00",9th Semis
Jabba,POW!,13,12,"10/02/2022, 12:00",9th Semis
Bandwagon,Pixel,8,9,"10/02/2022, 10:00",9th Quarters
Queen City Gambit,2Fly2Furious,10,13,"10/02/2022, 10:00",9th Quarters
Jabba,Three Rivers Ultimate Club,15,13,"10/02/2022, 10:00",9th Quarters
POW!,Derby City Thunder,10,9,"10/02/2022, 10:00",9th Quarters
bracket,11th Place
Pixel,POW!,9,12,"10/02/2022, 14:00",11th Finals
bracket,13th Place
Bandwagon,Three Rivers Ultimate Club,0,1,"10/02/2022, 14:00",13th Finals
Bandwagon,Queen City Gambit,15,8,"10/02/2022, 12:00",13th Semis
Three Rivers Ultimate Club,Derby City Thunder,15,7,"10/02/2022, 12:00",13th Semis
bracket,15th Place
Queen City Gambit,Derby City Thunder,7,15,"10/02/2022, 14:00",15th Finals
b,r,e,a,k
