2022 Northwest Plains Mixed Sectional Championship,Club - Mixed ,11,9,2022
Blaine,MN,2022-09-10,2022-09-11
https://play.usaultimate.org/events/2022-Northwest-Plains-Mixed-Sectional-Championship/schedule/Mixed/Club-Mixed
Drag'n Thrust,1
28,Miriam Tibbetts
30,Liv Myers
31,Ross Screaton
34,Madeline Scott
35,Anders Zetterlund
39,Elizabeth Curtiss
47,Sam Berk-Hinckley
62,Marcus Cannon
98,Bryan Kim
b,r,e,a,k
The Force,8
0,Albert Wu
0,Alyssa Little
0,Amanda Huber
0,Andrew Little
0,Anna Schmalzel
0,April Strzelczyk Haverstock
0,Austin Lee
0,Brittany Faust
0,Bryan Soto
0,David Shirley
0,Ella Mullin
0,Grace Taylor
0,Graham Sutherland
0,Jeremy Schuetz
0,Jesse Stratton
0,Louis Stein
0,Lucy Berman
0,Matthew Lingam
0,Micheala McCarthy
0,Miriam Delrahim
0,Remy Eisendrath
0,Russell Smith
0,Stephanie Pieper
0,Sydney Pomish
0,Taylor Weeden
0,Tyler Haverstock
b,r,e,a,k
Minnesota Star Power,5
0,Michelle Christy
01,Cole Jensen
02,Brennan Johnson
03,Shelby Meyer
04,Andrew Lawrence
06,Allyson Fenton
08,Kevin Ruda
10,Tristan Grovender
11,Rachel Thompson
12,Erin McFadden
16,Lisa Barnes
19,Henry Mans
20,Kajsa Beatty
21,Tyler Mahony
22,Leah Barrett
28,Nick Heid
29,Kelsey Peterson
31,Bradley Malmsten
37,Ming Cheng Chew
42,Lena Nyblade
44,Chuck  Dudek
60,Claire Cech
62,Rebecca Kline
63,Alex Kraft
88,Joey Tillman
97,Steven Anderson
b,r,e,a,k
Bird,7
 ,Andrew Johnson
 ,Eva Cornwell
 ,Greta Friedrichs
 ,John Anderson
 ,Katherine Wilmes
 ,Makayla Jones-Klausing
 ,Olivia Peer
10,Adam Egemo
11,Nora Mitchell
12,Aidan Clements
14,Tyler Latham
17,Katie Fan
19,Eva Fischer
20,Eleanor Heberlein
21,Brooks Hidaka
22,Natalie Cooper
23,David Stemper
24,Nathan Phillips
25,Jacob Salzman
27,Leslie Boey
29,Brian Paulus
42,Anna Ruehlow
44,Jonathan Lovagnini
91,Oscar Leinbach
92,Jack Mallmann
99,Sigurd Ostlie-Olson
b,r,e,a,k
Point of No Return,14
0,Zackory Runke
01,Thomas Umlauf
02,Tennyson Umlauf
03,Julie Edwards
04,Ali Swan
05,Nathan Daily
07,Thomas Roltgen
08,Kylie Abel
10,Pedro Ivo Saldanha
11,Angela Roltgen
12,Mary Kage
13,Zach Lepak
14,KRISTINA INGROUILLE
15,Abby Jones
16,Kylie Macdonald
17,Katie Daily
20,David Jones
21,Joel Hielema
22,Kaitlin Woyak
28,Anna Whitford
31,Steve Piazza
32,Jana Suriano
42,Brendon Fogelberg
44,Steven Swan
77,Jarrett Stanke
87,David Horgan
b,r,e,a,k
Mastodon,16
 ,David Cann
 ,Kaden Mettel
 ,Kye Hanson
 ,Sarah Mancina
0,Molly De Mars
0,Jonathan Pizzo
0,Emily Britt
0,Isaac Griffin-Wiesner
10,Ansley Williams
11,Ivy Fan
13,Daniel Huncosky
15,Tierney Bilstrom
17,Tyler Stiers
20,Noah Webster
22,Lauren Kulas
22,Geordi Haerr-Hartmann
23,Luke Bodnar
24,Veiga Goethel
28,Isaac Fine
30,Kevin Lee
31,Thomas Jungbluth
37,Joshua Shin
42,Lily Shu
77,Vikas Biliyar
88,Rachel Coile
99,Jessica Liu
b,r,e,a,k
Mad Udderburn,9
 ,Adam Klopfenstein
 ,Ben Schewe
 ,Grant Hellestad
 ,Hannah Nygard
 ,Joey Knutson
0,Julia Sauerhaft
0,Justin Chenevert
0,Maria Signore Becker
0,Matthew Becker
0,Nicholas Gerber
0,Paige Steinbauer
0,Peter Reinhart
0,Peter Scott
0,Pieran Robert
0,Regina Barcio
0,Jacob Dreves
21,Taylor Grace Zietz
23,Allison Mueting
24,Bo Strauss
27,Clay Schelitzche
30,Carly Siewert
31,Amber Heffernan
32,Amanda Hellestad
41,Molly Schelitzche
b,r,e,a,k
Melt,13
0,Chase Lemley
0,Daniel Herrera
0,Derek Klein
0,Frieda Manthei
0,Greta Regan
0,Hannah Higar
0,Helen Walz
0,Izzy Anderson
0,John Simpson
0,Madison  Deile
0,Maggie  Grunow 
0,Mariah Dorner
0,Mark Pennebecker
0,Maxwell Siqveland
0,Michael Hall
0,Mitchell Rose
0,Riley Higar
0,Alex Kaplan
0,Alyssa Kleppe
0,Arthur Cheney
0,Ava Grathwol
0,Ben Valley
0,Sarah Christie
13,Sam Eherenman
73,Charlie Enders
b,r,e,a,k
Notelrac,21
00,Allison Fridkin
00,Alyssa Ehrhardt
00,Anders Shenholm
00,Benjamin Scott-Lewis
00,Elk Thomas-Toth
00,Emma Chin
00,Evie LeDuc
00,Georgia Paulig
00,Robert Breyer
00,Sawyer  Blair
00,Sydney Merrell
00,Tim Jensen
00,Will Troop
47,Tori Gray
b,r,e,a,k
MadCity Vibes,18
0,Beau Berger
02,Theresa Olson
05,Emily Vosberg
07,Natalie  Levine
09,Madeline  Johnson
11,Alex Piff
12,Kristi Mousley
13,Kylee Martens
14,Anna Robinson
18,Anna Jenstead
22,Rebecca Rutledge
23,Jayd Phelps
24,Peter Tavolacci
27,Ali Kane
30,Aaron Michaud
38,Grant Hallan
42,Bryan Ritter
50,Mitchell Rubino
52,Derek Emfinger
56,Blair Fogeltanz
63,Kevin Lyles
67,Caleb Main
71,Sean Cassidy
86,Matt LaFever
b,r,e,a,k
Pandamonium,10
0,Alison Kidd
0,Anna Williams
0,Arbor Otalora-Fadner
0,Ben Finkelstein
0,Brian Thompson
0,Daniel Snyder
0,Eric Vandermolen
0,Eric Alexander
0,Erik Bredesen
0,Ian Andre-Knudsen
0,Jesse Peterson-Brandt
0,Jessie Lambert
0,Julia Clare
0,Katelin Goebel
0,Katherine Frantz
0,Katherine Johnson
0,Kevin Pochatila
0,Kim Wurl
0,Linette Maeder
0,Matt Theisen
0,Micah Peterson-Brandt
0,Mikhail Golben
0,Peter Schmitt
0,Raechell Nelson
0,Sarah Robinson
0,Stephanie O'Connor
b,r,e,a,k
No Touching!,3
 ,Brenna Sund
 ,Jolien Munsterhuis
 ,Tony Michaelson
 ,Tyler McKean
0,Zackary Fleming
0,Patrick Cashman
0,Rebekah Swanson
0,Kathryn Cleveland
0,Katie Godfrey
0,Alison Ling
0,Alyson Gagner
0,Benjamin Nelson
0,Lindsay Trosvig
0,Megan Asturias
0,Brett Sullivan
0,Daniel Collom
0,Jeffrey Trosvig
0,Jenni Konigsburg
0,Jeremiah Gagner
10,Alex Kensgaard
17,Kristina Golling
29,Sam Pepe
32,Rachel Elbing
33,Graham Brayshaw
78,Jeremy Keiser
88,Patrick Jensen
b,r,e,a,k
Madison United Mixed Ultimate,11
 ,Carolyn Juergens
 ,Hannah Rapp
 ,Kara Vogel
 ,Jordan Speicher
 ,Tim Rushmer
0,William Warren
0,Anna Wozniak
0,Sarah Guenther
0,Josh Tull
0,Megan Andrews
0,Kaylin Weber
0,Keith McCarthy
0,KYLIE MOYNIHAN
0,Lue Yang
0,Marc Pedone
0,Ellie Cahill
0,Emma Cosby
10,James Rosenberger
12,Kevin Scopoline
16,Alec Li
20,Zach Hallum
27,Marta Weber
50,Andrew Taber
64,Aaron Rapp
79,Amanda Strickland
89,Patrick Kopp
b,r,e,a,k
Dinosaur Fancy,17
0,Aidan Boyle
0,Benjamin Hsu
0,Caroline Fallon
0,Cassandra Meixelsperger
0,Devaughntae Wright
0,Grace Compton
0,James Eric Prichard
0,Jessica Frommgen
0,Jessica Schuster
0,Jessie Hsu
0,Jill Geyer
0,Katelyn Hoffman
0,Kyle Cleary
0,Lani Jensen
0,Logan Campbell
0,Lyndsy Showers
0,Matt Schuster
0,Nathan Kleinhans
0,Noah Chen
0,Paul Bolanowski
0,Rachel Taylor
0,Sara Lazenby
0,Sean Prichard
0,Stefen Showers
0,William Chapman-Renaud
43,Toby Wex
b,r,e,a,k
Great Minnesota Get Together,20
 ,Brandon Woody
0,Carl Aanestad
0,Charles Robshaw
0,Dan Monfre
0,Daniel Le-Tran
0,David McNeil
0,David Palo
0,Dustin Berglin
0,Ellie Clarin
0,Erik Nerison
0,Jennifer Degen
0,Katherine Mooers
0,Kyle Crawford
0,Lauren McPherson
0,Lauren Hagen
0,Lindsey Pieper
0,Matthew Bailey
0,Melissa Lynn
0,Melissa Lo
0,Michelle Keohane
0,Rob Mooers
0,Ryan Reding
0,Seija Stratton
0,Sonja Burseth
0,Austin Downs
57,Nathan Jesson
b,r,e,a,k
Mousetrap,12
 ,Margo Stanger
0,Spencer Olsson
0,Zeke Witter
0,Alex Larsen
0,Alexander Gravatt
0,Andrew Landphier
0,Anna Lane
0,Ben Stanger
0,Benjamin Liska
0,Benjamin Petersen
0,Cadence Sawyer
0,Camille O'Connell
0,Danielle Larson
0,ELEANOR KNAUSS
0,Elizabeth Ebert
0,Hans Kittleson
0,Henry Fremont
0,Ida Sobotik
0,Jacob Johnson
0,Jay Taves
0,Jennifer Wu
0,Kali Stanger
0,Kelsie Tingle
0,Kevin Selm
0,Lily Mae Abels
36,Catherine Morita
b,r,e,a,k
Boomtown Pandas,15
 ,Catherine Kuecker
 ,Daniel Seybold
 ,KATIE SILVERIA
 ,Samantha Farrell Folger
0,Patrick Wozniak
0,Thomas Hotvedt
0,Yujia Huo
0,Lisa Clemens Sykes
0,Benjamin Brandt
0,Benjamin Bates
0,Brian Niver
00,Matthew Wykle
00,Clare Lawrence
02,Edward Kaul
04,Brooke Schoepp
17,Adam Throne
18,April Peterson
21,John Schaefer
22,Harry Moore
25,Michael Van Haren
29,Sarah Doege
32,Molly Snow
50,Connor Burns
64,Rachel Martin
84,Vincent Hsu
88,Chris Sykes
b,r,e,a,k
Frostbite,19
 ,John Smedley
0,Mark Hwang
01,Hanna Leight
02,Shane Mueller
03,Carly Serketich
07,Jared Peyer
08,Jessica Mendez
10,Grant Postier
11,Kyle Wolf
12,Billie Weber
13,Megan Wetzell
15,Hayes Barry
22,Donna January
23,Julia Solberg
24,Erin Koth
26,Chris Kuecker
27,Elizabeth Milovets
30,Tyler Ignatowski
33,Katelyn Pisellini
42,Daniel Burss
47,Kelsey Evenson
69,Anna Callahan
b,r,e,a,k
s,t,a,g,e,s
brackets,1st Place Bracket Play
bracket,1st Place
Drag'n Thrust,NOISE,15,10,"09/11/2022, 11:30",1st Place Finals,Final
Drag'n Thrust,Northern Comfort,15,5,"09/11/2022, 09:45",1st Place Semis,Final
NOISE,Pushovers,15,5,"09/11/2022, 09:45",1st Place Semis,Final
Drag'n Thrust,The Force,15,6,"09/10/2022, 11:30",1st Place Quarters,Final
Northern Comfort,Minnesota Star Power,9,8,"09/10/2022, 11:30",1st Place Quarters,Final
NOISE,Bird,14,8,"09/10/2022, 11:30",1st Place Quarters,Final
Point of No Return,Pushovers,8,14,"09/10/2022, 11:30",1st Place Quarters,Final
Drag'n Thrust,Mastodon,15,1,"09/10/2022, 09:45",1st Place Prequarters,Final
The Force,Mad Udderburn,9,8,"09/10/2022, 09:45",1st Place Prequarters,Final
Northern Comfort,Melt,13,7,"09/10/2022, 09:45",1st Place Prequarters,Final
Minnesota Star Power,Notelrac,13,9,"09/10/2022, 09:45",1st Place Prequarters,Final
NOISE,MadCity Vibes,15,4,"09/10/2022, 09:45",1st Place Prequarters,Final
Bird,Pandamonium,15,5,"09/10/2022, 09:45",1st Place Prequarters,Final
No Touching!,Point of No Return,12,13,"09/10/2022, 09:45",1st Place Prequarters,Final
Pushovers,Madison United Mixed Ultimate,12,10,"09/10/2022, 09:45",1st Place Prequarters,Final
Mastodon,Dinosaur Fancy,13,9,"09/10/2022, 08:00",1st Place Play In Games,Final
Great Minnesota Get Together,Melt,10,11,"09/10/2022, 08:00",1st Place Play In Games,Final
Mousetrap,Notelrac,10,11,"09/10/2022, 08:00",1st Place Play In Games,Final
Boomtown Pandas,MadCity Vibes,8,9,"09/10/2022, 08:00",1st Place Play In Games,Final
Frostbite,Point of No Return,4,15,"09/10/2022, 08:00",1st Place Play In Games,Final
bracket,3rd Place
Northern Comfort,Pushovers,13,11,"09/11/2022, 11:30",3rd Place,Final
bracket,5th Place
Minnesota Star Power,Bird,13,10,"09/11/2022, 11:30",5th Place,Final
The Force,Minnesota Star Power,9,10,"09/11/2022, 09:45",5th Place Semis,Final
Bird,Point of No Return,15,8,"09/11/2022, 09:45",5th Place Semis,Final
bracket,7th Place
The Force,Point of No Return,13,5,"09/11/2022, 11:30",7th Place,Final
b,r,e,a,k
brackets,Saturday Mini Bracket
bracket,Pool A Mini Bracket
Mad Udderburn,Mastodon,13,5,"09/10/2022, 13:15",Pool A 1/2,Final
Mad Udderburn,Mousetrap,7,6,"09/10/2022, 11:30",Pool A Game 1,Final
Great Minnesota Get Together,Mastodon,8,10,"09/10/2022, 11:30",Pool A Game 1,Final
bracket,Pool A 3/4
Mousetrap,Great Minnesota Get Together,10,6,"09/10/2022, 13:15",Pool A 3/4,Final
b,r,e,a,k
pools,Saturday Pools
pool,Pool B
Pandamonium,Frostbite,15,2,"09/10/2022, 11:30",Pool B,Final
Pandamonium,MadCity Vibes,15,4,"09/10/2022, 13:15",Pool B,Final
MadCity Vibes,Frostbite,9,10,"09/10/2022, 15:00",Pool B,Final
pool,Pool C
Madison United Mixed Ultimate,Boomtown Pandas,6,11,"09/10/2022, 11:30",Pool C,Final
Madison United Mixed Ultimate,No Touching!,5,15,"09/10/2022, 13:15",Pool C,Final
No Touching!,Boomtown Pandas,15,5,"09/10/2022, 15:00",Pool C,Final
pool,Pool D
Notelrac,Dinosaur Fancy,14,7,"09/10/2022, 11:30",Pool D,Final
Notelrac,Melt,F,W,"09/10/2022, 13:15",Pool D,Final
Melt,Dinosaur Fancy,11,7,"09/10/2022, 15:00",Pool D,Final
b,r,e,a,k
brackets,Sunday Lower Brackets
bracket,9th Place
Mad Udderburn,No Touching!,8,11,"09/11/2022, 11:30",9th Place,Final
Mad Udderburn,Melt,11,5,"09/11/2022, 09:45",9th Place Semis,Final
Pandamonium,No Touching!,6,15,"09/11/2022, 09:45",9th Place Semis,Final
bracket,10th Place
Mad Udderburn,Pandamonium,10,9,"09/11/2022, 13:15",10th Place,Final
Melt,Pandamonium,7,10,"09/11/2022, 11:30",10th Place Semis,Final
bracket,12th Place
Melt,Mousetrap,6,14,"09/11/2022, 13:15",12th Place,Final
Mousetrap,Boomtown Pandas,10,9,"09/11/2022, 11:30",12th Place Semis,Final
Mousetrap,Dinosaur Fancy,15,2,"09/11/2022, 09:45",12th Place Quarters,Final
Boomtown Pandas,Frostbite,12,5,"09/11/2022, 09:45",12th Place Quarters,Final
bracket,15th Place
Dinosaur Fancy,Frostbite,12,7,"09/11/2022, 11:30",15th Place,Final
b,r,e,a,k
pools,Consolation Pools
pool,Pool E
Mastodon,MadCity Vibes,9,6,"09/11/2022, 09:45",Pool E,Final
Great Minnesota Get Together,Madison United Mixed Ultimate,10,12,"09/11/2022, 09:45",Pool E,Final
Mastodon,Madison United Mixed Ultimate,12,14,"09/11/2022, 11:30",Pool E,Final
Great Minnesota Get Together,MadCity Vibes,12,7,"09/11/2022, 11:30",Pool E,Final
b,r,e,a,k
