2022 Mid Atlantic Mixed Regional Championship,Club - Mixed ,24,9,2022
Frederica,DE,2022-09-24,2022-09-25
https://play.usaultimate.org/events/2022-Mid-Atlantic-Mixed-Regional-Championship/schedule/Mixed/Club-Mixed
AMP,1
0,Thomas Merante
0,Trent Greener
0,Valeria Duque Villegas
12,Nicole Fiorentino
22,Mark Pitts
24,Sam Schurer
34,Will Hoffenkamp
52,Ellis Baehr
b,r,e,a,k
8 Bit Heroes,14
 ,Allyson Golightly
 ,Justus Sturtevant
 ,Spencer Santos
0,Tim Lee
0,Tjia Ern Lau
0,Patrick Leavey
0,Rowan Wright
0,Logan Wright
0,Michael Lipsitz
0,Mitchell Lauer
0,Francesca Corna
0,John Venezia
0,Andrea Beck
0,Andrew Davis
0,Becca Holdhusen
0,Christopher Patschak
0,Claudia Wang
0,Daniel Kaste
10,Jay Weir
12,Destiny Lim
14,Nicole LaDue
16,Diana Burke
24,Jordan Vanasdale
25,Ethan Krokonko
88,Robert Pratt
b,r,e,a,k
Jughandle,3
0,Robert Altieri
01,Jessep Macfarlane
02,Maya Karl
03,Pasta (Max) Weiler
07,Thomas Johnson
08,Jeff Shipkin
09,Ryan Lee
11,Jonathan Casey
14,Colin Cahill
16,Kerianne Coulon
17,Jennifer Willemsen
18,Ayaaz Versi
20,Rebecca Halleran
23,Otto Gomez
25,Laine Cravotta
27,Cara Silvestri
29,Eric Cooney
33,Jana Graham
43,Marissa Coolidge
45,San Montagno
48,Mason Compton
78,Emma Ignaszewski
97,Kelly Skewis
b,r,e,a,k
Revival,6
 ,Griffin Schutte
 ,Rebekah Forrer
0,Savannah Erwin
0,Griffin Lang
0,Marcelo Ruggiero
0,Mary Molly Rowland
0,Jameson Hinkle
0,Joe Spaeth
0,Caylin Carbonell
0,Chloe Wade
0,Crystal Lowery
0,Ethan Ruh
04,Mimi Tran
11,Skye Whitlow
11,Matthew Reynolds
13,Keys Pattie
17,Cullen Monahan
19,Akram Abudheer
21,Kristin Lue Chee Lip
24,Trent Cooper
26,Rachel Shannon
38,Ariel Vogel
47,Billy Harmon
48,Benjamin Broser
91,James Dangler
99,Victoria Davis
b,r,e,a,k
Legion,10
 ,Ashley Mast
 ,Kevin Habermas
0,Lowe Bibby
0,Matthew Glasgow
0,McKenzie Ross
0,Benjamin Barnett
0,Bethany Weldy
0,John Simmons
0,Abigail Lasko
0,Andrew Lewis
0,Asha Gillette
0,Caleb Stow
0,Caleb Weldy
0,Joshua Duke
0,Katherine Clark
0,Nico Sorrell
0,Rupert Armentrout
0,Walter Lewis
12,Jonathan Mast
25,Elizabeth Ware
30,Mikayla DiSarle
37,Brandon Lison
82,Hannah VerasAlba
87,Austin Heston
b,r,e,a,k
ColorBomb,15
 ,Danny Le
 ,Jason Chen
0,Diana Huang
0,Keshav Patel
0,Rona Liu-Zhong
10,Linda Liu
11,William Schultheis
12,Yaxin Wang
13,Maria Buxton
14,Ruby Ginsburg
16,Jy Francis
18,Sunvy  Yalamarthy
19,Lauren Sitlinger
20,Jakob Lehmann
24,Imani Holness
25,Nate Little
27,Tolu Olubajo
29,Diana Vu
30,Jen Vu
33,Tyler Dickinson
58,Simon Covington
71,Kevin Stewart-Mercurio
77,Saamir Baker
81,Eli Steiker-Ginzberg
96,Sarah Rowley
99,Jacob Prunes
b,r,e,a,k
Loco,5
 ,Brandon Pastor
 ,Charlie Bushman
 ,Janet  Ro
 ,Shawn Dacey
0,Steven Broome
0,Alison Joyce
0,Becklin Davis
0,Belle Sullivan
0,Jessica Brand
0,Joshua Norton
0,Justin Creighton
0,Kelly Wojtan
0,Kenneth Wells
0,Maria Kazantsev
0,Matt Lubitz
0,Robert Catzen
0,Robert Roos
0,Sabrina Bonaci
0,Santiago Oliveros Vidal
0,Sean Allan
0,Chris Schauble
0,Elena López
0,Eric Witmer
0,Ethan Holmgren
0,Hallie Schaeffer
0,Jackie Weiss
b,r,e,a,k
Fleet,4
0,Adilina Malave
0,Alexis Faccone
0,Anna Tarren
0,Casey Vaughn
0,Chris Neitzey
0,CJ Colicchio
0,David Jones
0,Delrico Johnson
0,Elias White
0,Emily Christ
0,Grace Champion
0,James (Jimmy) Clarke
0,Jessika Turner
0,Jose Maldonado
0,Josias Beaubrun
0,Justin Solis
0,Kelly Wallace
0,Mark Flores
0,Matthew Radhe
0,Natalie Drake
0,Nate Harnish
0,Sarah Solis
0,Scott Wheeler
0,Stephanie Rolek
0,Stephanie Coward
11,Emily Kreisel
b,r,e,a,k
Rat City,9
 ,Alexander Paulos
 ,Austin Uhl
 ,Bridget Gallagher
 ,Chloe Frantz
 ,Jack Engle
 ,Kelsey Dennis
 ,Krista Woodward
0,Kaitlyn Harper
0,Robert Dennis
0,Tanner Marshall
0,Echo Presgraves
0,Edward Speyer
11,Maria Packard
12,Britta Schaffmeyer
14,Amanda Johnson
17,Collin Gillen
22,Carla Tilchin
23,Annette Kukunas
24,Christopher Estes
25,Ian Piper
28,Stacy Lu
31,Christopher Cahoon
32,Brett Youngerman
44,Edgar Kunz
61,Carlos Lalimarmo
88,Selina Cheng
b,r,e,a,k
Brackish,16
0,Ben Slade
0,Gabriel Curran
0,Jen Bradley
0,Sabrina Kim
0,Tim Slade
02,Michael Wong
03,Shawna Zielstorff
08,James Godwin
12,Elizabeth Bradley
15,Jacob Slade
16,Isabella Burns
19,Margaret (Peggy) Whitney
20,Jack Whitehead
21,Mae Kemsley-Kirn
22,Matthew Taleghani
23,Spencer Kirn
26,Juliann Pham
27,Paolo Yalung
36,Christophe Snead
48,Abby Herrod
55,Katie Powell
66,Cara Wu
77,Jaime Benites
79,Mary Maurer
83,Audrey Kelly
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
AMP,Fireball,15,8,"09/24/2022, 10:00",Pool A,Final
Ant Madness,PS,11,7,"09/24/2022, 10:00",Pool A,Final
AMP,PS,15,4,"09/24/2022, 12:00",Pool A,Final
Ant Madness,Fireball,14,11,"09/24/2022, 12:00",Pool A,Final
AMP,Ant Madness,15,4,"09/24/2022, 14:00",Pool A,Final
Fireball,PS,14,9,"09/24/2022, 14:00",Pool A,Final
pool,Pool B
Rally,HVAC,15,5,"09/24/2022, 10:00",Pool B,Final
Alloy,8 Bit Heroes,15,6,"09/24/2022, 10:00",Pool B,Final
Rally,8 Bit Heroes,15,2,"09/24/2022, 12:00",Pool B,Final
Alloy,HVAC,10,13,"09/24/2022, 12:00",Pool B,Final
Rally,Alloy,15,9,"09/24/2022, 14:00",Pool B,Final
HVAC,8 Bit Heroes,12,11,"09/24/2022, 14:00",Pool B,Final
pool,Pool C
Jughandle,Legion,15,6,"09/24/2022, 10:00",Pool C,Final
Revival,ColorBomb,15,3,"09/24/2022, 10:00",Pool C,Final
Jughandle,ColorBomb,15,1,"09/24/2022, 12:00",Pool C,Final
Revival,Legion,15,8,"09/24/2022, 12:00",Pool C,Final
Jughandle,Revival,13,9,"09/24/2022, 14:00",Pool C,Final
Legion,ColorBomb,15,2,"09/24/2022, 14:00",Pool C,Final
pool,Pool D
Fleet,Rat City,15,12,"09/24/2022, 10:00",Pool D,Final
Loco,Brackish,15,6,"09/24/2022, 10:00",Pool D,Final
Fleet,Brackish,15,5,"09/24/2022, 12:00",Pool D,Final
Loco,Rat City,15,9,"09/24/2022, 12:00",Pool D,Final
Fleet,Loco,10,12,"09/24/2022, 14:00",Pool D,Final
Rat City,Brackish,13,9,"09/24/2022, 14:00",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship
AMP,Rally,15,5,"09/25/2022, 14:00",Finals,Final
AMP,Revival,15,3,"09/25/2022, 12:00",Semis,Final
Jughandle,Rally,7,15,"09/25/2022, 12:00",Semis,Final
AMP,HVAC,15,3,"09/25/2022, 10:00",Quarters,Final
Loco,Revival,10,13,"09/25/2022, 10:00",Quarters,Final
Jughandle,Fleet,14,11,"09/25/2022, 10:00",Quarters,Final
Rally,Ant Madness,15,7,"09/25/2022, 10:00",Quarters,Final
HVAC,Legion,13,10,"09/24/2022, 16:00",Pre-Quarters,Final
Revival,Alloy,12,10,"09/24/2022, 16:00",Pre-Quarters,Final
Fleet,Fireball,14,11,"09/24/2022, 16:00",Pre-Quarters,Final
Ant Madness,Rat City,12,7,"09/24/2022, 16:00",Pre-Quarters,Final
bracket,3rd Place
Revival,Jughandle,9,13,"09/25/2022, 14:00",3rd Place,Final
bracket,5th Place
Loco,Fleet,15,7,"09/25/2022, 14:00",5th Place,Final
HVAC,Loco,7,12,"09/25/2022, 12:00",5th Semis,Final
Fleet,Ant Madness,13,12,"09/25/2022, 12:00",5th Semis,Final
bracket,7th Place
HVAC,Ant Madness,13,7,"09/25/2022, 14:00",7th Place,Final
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place
Fireball,PS,11,6,"09/25/2022, 14:00",9th Place,Final
Rat City,Fireball,11,13,"09/25/2022, 12:00",9th Semis,Final
PS,Brackish,15,5,"09/25/2022, 12:00",9th Semis,Final
Rat City,ColorBomb,14,7,"09/25/2022, 10:00",9th Quarters,Final
8 Bit Heroes,Fireball,9,13,"09/25/2022, 10:00",9th Quarters,Final
PS,Alloy,14,9,"09/25/2022, 10:00",9th Quarters,Final
Brackish,Legion,14,12,"09/25/2022, 10:00",9th Quarters,Final
bracket,11th Place
Rat City,Brackish,1,0,"09/25/2022, 14:00",11th Place,Final
bracket,13th Place
8 Bit Heroes,Alloy,1,0,"09/25/2022, 14:00",13th Place,Final
ColorBomb,8 Bit Heroes,5,14,"09/25/2022, 12:00",13th Semis,Final
Alloy,Legion,14,6,"09/25/2022, 12:00",13th Semis,Final
bracket,15th Place
ColorBomb,Legion,11,9,"09/25/2022, 14:00",15th Place,Final
b,r,e,a,k
