2022 Mid Atlantic Men's Regional Championship,Club - Men ,24,9,2022
Frederica,DE,2022-09-24,2022-09-25
https://play.usaultimate.org/events/2022-Mid-Atlantic-Mens-Regional-Championship/schedule/Men/Club-Men/
Truck Stop,1
88,Andrzej Porter
98,Kyle Dew
b,r,e,a,k
Vault,2
0,Jarrod Banks
01,Max Cassell
03,Brandon Lamberty
05,John Walden
06,Dane Warner
07,Steven Wartinbee
08,Kristopher Harrison
10,Matthew Neeley
11,Peter Mancini
13,Kees Humes
14,Lloyd Blake
15,Garrett Braun
18,Kevin Healey
20,David Zimmerman
21,Jack Field
23,Matthew Beaudet
24,Tim Jackson
25,Jeremy Knopf
27,Austin Bartenstein
30,Cam Barnhardt
31,Kevin O'Malley
32,Alex Turney
37,Miles Grovic
76,Matt McGoogan
78,Leo Pierson
99,Adam Weiss
b,r,e,a,k
Oakgrove Boys,7
0,Adam Bronstein
0,Adel Al-Awadhi
0,Austin Workman
0,Charles Stimpson
0,Christopher Selwood
0,Daniel Lynch
0,Daniel Gribbin
0,Dennis Maclaine
0,Eric Wright
0,Gunnar Biebighauser
0,Harrison Wolfson
0,Ian Connerney
0,Jacob Shade
0,James Friscia
0,Jared Cooper
0,Joe Novak
0,Joseph Evans
0,Kyle Flynn
0,Michael Snead
0,Mike Vignali
0,Nicholas Albright
0,Patrick Vorathiankul
0,Raymond Tann
0,Sam Bean
0,Tommaso Piccorossi
0,Travis Terrell
b,r,e,a,k
Bomb Squad,13
0,Collin Stokes
0,Daniel Stern
0,Daniel Feuerberg
0,David Born 
0,Dylan Geraty
0,Erik Henn
0,Ethan Bomhardt
0,Garrick Clemente
0,Grady Riley
0,Jack Fleischer
0,John Reynolds
0,Julian Ching Hei Chow
0,Justin Waltrip
0,Kevin Versteeg
0,Kevin Burke
0,Logan Call
0,Mac Cumiskey
0,Michael Hagepanos
0,Nathaniel Weir
0,Paul McDermott
0,Sean McDermott
0,Shai Brown
0,Theodore Taylor-D'Ambrosio
0,Tyler New
0,Zachary Cousino
14,Zachary Greaver
b,r,e,a,k
John Doe,12
0,Andre Garcia
0,Austin Pelli
0,Chad Rahtz
0,Clifford Ressel
0,Daniel Slesinski
0,Dusty Rhodes
0,Dylan Deshler
0,Egburonu Uduka
0,James Lenox
0,John Recchia
0,Jonathan Phillips
0,Jonathan Bledsoe
0,Justin Fang
0,Kane Gormley
0,Leif Hansen
0,Lucius Kahng
0,Peter Volkmar
0,Phillip Bader
0,Robert Silipigni
0,Sean Phippen
0,Thomas Richards
0,Tyler Byrum
0,Vikas Vannappagari
0,Nicholas Roller
17,Matthew Sexton
42,Nick Rinehart
b,r,e,a,k
Pittsburgh Temper,3
 ,Anson Reppermund
 ,Casey Mann
 ,Connor Newell
 ,Mark Fedorenko
 ,Patrick Earles
 ,Patrick McMullen
 ,Thomas Edmonds
0,Scott Heyman
0,Ryan Weaver
0,Max Sheppard
0,Michael Dillard
0,Jacob Price
0,Marcel Oliart
0,Dan Nichols
0,Dillon Garrett
0,Aiden Landis
15,Dylan Best
18,Jed Farber
19,Ari Weitzman
22,Owen Watt
24,Alexander Thomas
25,Adam Burgess
35,Dan Goldstein
46,Tristan Yarter
48,Jimmy Towle
49,Sam VanDusen
b,r,e,a,k
Redwolves,6
 ,Aaron Rosenthal
 ,Andrew Sington
 ,Austin Alvarado
 ,Benjamin Greenberg
 ,Charles Baird
 ,Jacky Chung
 ,Jason Hawkins
 ,Liam Dunn
 ,Marcus Lee
 ,Matt Thomas
 ,Neil Nicholson
 ,Noah Gross
 ,Sean Walsh
 ,Xavier Schafer
0,Ryan Ward
0,Matthew Thornton
0,Kyle Morgan
0,Eric Yoon
0,Hyosam Jeon
0,Isaac Lee
0,Christian Gemond
0,Christopher King
0,Andrew Allen
0,AJ Merriman
14,Devin Holland
22,Couper Turkewitz
b,r,e,a,k
SUPA FC,16
0,Bobby Leiphart
0,Christian Becker
0,Christopher Cookerly
0,Cody Kemper
0,Daniel Naylor
0,David Naylor jr
0,Derek Rabold
0,Eric Grosh
0,Ian Hermanns
0,Jacob Farnham
0,Jesse Heindel
0,Joel Gatchell
0,Jon White
0,Josh Heindel
0,Josh Miller
0,Kevin Boyd
0,Mark Farnham
0,Sean Hermanns
0,Silas Angelino
0,Spencer Grogan
0,Steven Whiteford
0,Tim Hushon
20,Ryan Hushon
b,r,e,a,k
Pittsburgh Stealers,9
 ,Adam Assaad
 ,Alex Mullen
 ,Brandon Rishi
 ,Carter Monroe
 ,Dylan Staples
 ,Luke Gochis
 ,Evan Hake
 ,Hassan Saeed
 ,Kevin Snell
0,Lucas Jones
0,Jackson Vlcek
0,Jackson Trone
0,Joe Molder
0,Matt Reynolds
0,Max Barowski
0,Peter Zaccardi
0,Reid Duncan
0,Spencer Matonis
0,Steven Mogielski
0,Thomas Hansen
0,Wyatt Brooks
0,Eliot Duncan
0,Ethan Landis
0,Christopher Chang
0,Alexander  Pierce
0,Andrew Gardner
b,r,e,a,k
Phantom,4
0,Adam Novak
0,Allan Michel
0,Andrew Seibert
0,Anthony Prato
0,Avery Campbell
0,Brice Dunn
0,Colin Masino
0,Dylan Smith
0,Greg Mohler
0,Ian Dietrich
0,James Pollard
0,Justin Keller
0,Kainoa Chun-Moy
0,Luke Greenley
0,Mark Philipson
0,Matthew Stevens
0,Matthew Ellis
0,Matthew Hanna
0,Max Trifillis
0,Mike Kobyra
0,Nate Long
0,Nicholas DiGiorgio
0,Peter Cauchy
0,Riley Robertson
0,Trey (George) Katzenbach
16,Trevor Griesman
b,r,e,a,k
Garden State Ultimate,5
 ,Alex Greene
 ,Dmitry Suvorov
 ,Matt LaBar
 ,Wesley Chen
0,Matt Krauss
0,Vincent Calderon
0,Michael Dzelzgalvis 
0,Miles Eckardt
0,Noriaki To
0,Ethan Smith
0,Jack Waxman
0,Donovan Hugel
0,Dyllon Jeng
0,Alexander Jirele
0,Benjamin Harris
0,Brian DiNicola
11,Scott Xu
13,Eli Weaver
14,James Kennelly
16,Luke Barry
19,Drew Rasmussen
20,Andrew O'Connor
22,John Sickles
47,Matthew Ballman
67,Christopher McLaughlin
80,John Irvine
b,r,e,a,k
Town Hall Stars,15
 ,Kevin Jiang
0,Koushik Thiyagarajan
0,Luke Pascale
0,Mason Banner
0,Ryan Low
0,Steven Whelan
0,Theodore Kerr
0,Thomas Maloney
0,Vincent Zhong
0,Aaron Lavitsky
0,Aaron Knishkowy
0,Alexander Kerr
0,Daniel Niezelski
0,Daniel Oxman
0,Daniel Friedman-Brown
0,Daylan Sears
0,Drew Herring
0,Ethan Lay
0,Jack Hermann
0,Jacob Schwartz
0,Jacob Mannes
0,Jacob  Sheedy
0,Joel Maiman
0,Jonathan Gong
0,Kaiwen Song
0,Kevin Shen
b,r,e,a,k
Rumspringa,10
 ,Robert Yu
 ,Will Hoehne
0,Zach Thurston
0,Owen Thomas
0,Richie McClatchy
0,Rob Allan
0,Samuel Esser
0,Steve Rosso
0,Vincent Reydams
0,Andrew Landes
0,Brett Sawyer
0,Colin McIntyre
0,David Kelly
0,Dustin Sullivan
0,Greg Strouse
0,Greg Esser
0,Greg Martin
0,Ian Coyne
0,Jake Rainwater
0,Jared Seyler
0,Jeff George
0,Matt Esser
0,Michael Reeves
0,Michael Martin
14,Adam Kracht
15,Morey Averill
b,r,e,a,k
s,t,a,g,e,s
brackets,Pool Bracket A
bracket,Pool Bracket A
Truck Stop,CITYWIDE Special,15,3,"09/24/2022, 12:00",A Finals,Final
Truck Stop,Hazard,15,2,"09/24/2022, 10:00",A Semis,Final
CITYWIDE Special,Helots,14,12,"09/24/2022, 10:00",A Semis,Final
bracket,Placement Game
Hazard,Helots,12,14,"09/24/2022, 12:00",A Placement Game,Final
b,r,e,a,k
brackets,Pool Bracket B
bracket,Pool Bracket B
Vault,Oakgrove Boys,15,8,"09/24/2022, 12:00",B Finals,Final
Vault,Bomb Squad,15,8,"09/24/2022, 10:00",B Semis,Final
Oakgrove Boys,John Doe,15,8,"09/24/2022, 10:00",B Semis,Final
bracket,Placement Game
Bomb Squad,John Doe,13,10,"09/24/2022, 12:00",B Placement Game,Final
b,r,e,a,k
brackets,Pool Bracket C
bracket,Pool Bracket C
Pittsburgh Temper,Redwolves,15,4,"09/24/2022, 12:00",C Finals,Final
Pittsburgh Temper,SUPA FC,15,2,"09/24/2022, 10:00",C Semis,Final
Redwolves,Pittsburgh Stealers,15,10,"09/24/2022, 10:00",C Semis,Final
bracket,Placement Game
SUPA FC,Pittsburgh Stealers,8,15,"09/24/2022, 12:00",C Placement Game,Final
b,r,e,a,k
brackets,Pool Bracket D
bracket,Pool Bracket D
Phantom,Garden State Ultimate,15,7,"09/24/2022, 12:00",D Finals,Final
Phantom,Town Hall Stars,15,6,"09/24/2022, 10:00",D Semis,Final
Garden State Ultimate,Rumspringa,14,12,"09/24/2022, 10:00",D Semis,Final
bracket,Placement Game
Town Hall Stars,Rumspringa,10,15,"09/24/2022, 12:00",D Placement Game,Final
b,r,e,a,k
clusters,Crossovers
cluster,Crossovers
Truck Stop,Pittsburgh Temper,15,10,"09/24/2022, 14:00",,Final
Vault,Phantom,15,14,"09/24/2022, 14:00",,Final
CITYWIDE Special,Pittsburgh Stealers,15,9,"09/24/2022, 14:00",,Final
Redwolves,Helots,12,8,"09/24/2022, 14:00",,Final
Oakgrove Boys,Rumspringa,12,15,"09/24/2022, 14:00",,Final
Garden State Ultimate,Bomb Squad,15,4,"09/24/2022, 14:00",,Final
b,r,e,a,k
brackets,Championship Brackets
bracket,1st/2nd Place
Truck Stop,Pittsburgh Temper,15,8,"09/25/2022, 12:00",Finals,Final
Truck Stop,Phantom,15,5,"09/25/2022, 10:00",Semis,Final
Pittsburgh Temper,Vault,14,9,"09/25/2022, 10:00",Semis,Final
Truck Stop,Rumspringa,15,7,"09/24/2022, 16:00",Quarters,Final
Redwolves,Phantom,12,14,"09/24/2022, 16:00",Quarters,Final
Pittsburgh Temper,Garden State Ultimate,15,9,"09/24/2022, 16:00",Quarters,Final
CITYWIDE Special,Vault,1,15,"09/24/2022, 16:00",Quarters,Final
bracket,3rd Place
Vault,Garden State Ultimate,13,8,"09/25/2022, 14:00",3rd Place,Final
Redwolves,Vault,10,13,"09/25/2022, 12:00",3rd Semis,Final
Garden State Ultimate,Phantom,15,7,"09/25/2022, 12:00",3rd Semis,Final
Rumspringa,Redwolves,12,13,"09/25/2022, 10:00",3rd Quarters,Final
Garden State Ultimate,CITYWIDE Special,13,9,"09/25/2022, 10:00",3rd Quarters,Final
bracket,5th Place
Redwolves,Phantom,15,10,"09/25/2022, 14:00",5th Place,Final
bracket,7th Place
Rumspringa,CITYWIDE Special,11,12,"09/25/2022, 12:00",7th Place,Final
b,r,e,a,k
pools,13-16 Round Robin
pool,Pool A
Hazard,SUPA FC,15,9,"09/24/2022, 14:00",Pool A,Final
John Doe,Town Hall Stars,15,8,"09/24/2022, 14:00",Pool A,Final
Hazard,Town Hall Stars,13,9,"09/25/2022, 10:00",Pool A,Final
John Doe,SUPA FC,15,11,"09/25/2022, 10:00",Pool A,Final
Hazard,John Doe,14,12,"09/25/2022, 14:00",Pool A,Final
SUPA FC,Town Hall Stars,12,13,"09/25/2022, 14:00",Pool A,Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place
Helots,Oakgrove Boys,13,10,"09/25/2022, 12:00",9th Place,Final
Pittsburgh Stealers,Helots,10,14,"09/25/2022, 10:00",9th Semis,Final
Oakgrove Boys,Bomb Squad,15,4,"09/25/2022, 10:00",9th Semis,Final
bracket,11th Place
Pittsburgh Stealers,Bomb Squad,13,11,"09/25/2022, 12:00",11th Place,Final
b,r,e,a,k
