TCT Elite-Select Challenge 2022 - Indy Invite,Club - Mixed ,20,8,2022
Indianapolis,IN,2022-08-20,2022-08-21
https://play.usaultimate.org/events/TCT-Elite-Select-Challenge-2022/schedule/Mixed/Club-Mixed
XIST,1
34,James (Drew) Barkley
37,Tony Donato
44,Chelsea Ardle
49,Alexander Davis
52,Stephan Dober
68,Matthew Whistle
b,r,e,a,k
Kansas City United,2
 ,Drew Taylor
0,Eliza Hutchings
0,Holly Webb
0,Janani Ragothaman
0,Jeffrey Rehm
0,Joe Young
0,Joe Wheelock
0,Jordan Eissner
0,Kailee Karr
0,Lauren Wiggins
0,Nadine Rowen
0,Peter (PJ) Matulka
0,Ryan Tuschhoff
0,"Sam ""Suds"" Ward"
0,Sowmya Ragothaman
0,Spencer Patterson
0,Stephanie Rupp
0,Taylor Hession
0,Taylor Cauthon
0,Thomas Schreiber
0,Allen Jones
0,Brett Hidaka
0,Caitlin Lisk
0,Christian Simpson
0,Clare Frantz
0,Courtney Walbe
b,r,e,a,k
Loco,7
 ,Brandon Pastor
 ,Charlie Bushman
 ,Janet  Ro
0,Jessica Brand
0,Joshua Norton
0,Justin Creighton
0,Kelly Wojtan
0,Kenneth Wells
0,Maria Kazantsev
0,Matt Lubitz
0,Robert Roos
0,Sabrina Bonaci
0,Santiago Oliveros Vidal
0,Steven Broome
0,Chris Schauble
0,Elena López
0,Emily Smulowitz
0,Eric Witmer
0,Ethan Holmgren
0,Hallie Schaeffer
0,Jack Steketee
0,Jackie Weiss
0,Alison Joyce
0,Becklin Davis
0,Belle Sullivan
b,r,e,a,k
Wild Card,10
00,Adrena Seferian
00,Alex Hecht
00,Alexander Curreri
00,Arthur Abbate
00,Caroline Passalacqua
00,Christina Stellwagen
00,Edward Tu
00,Emma Bushman
00,Hannah Marr
00,Iris Rukshin
00,Jack Simmons
00,Jamie Sharken
00,Jason Freedman
00,Leo Blooston
00,Matthew Heath
00,Natalie Wheeler
00,Ryan Brown
00,Samantha Saltzman
00,Will Burks
03,Ian Engler
04,Hannah Crowley
05,Andrew Pillsbury
07,Maxwell Rick
10,Annika Chan
17,Tamar Austin
42,Anthony Lamanna
b,r,e,a,k
Columbus Chaos,15
0,David Slade
0,Karli  Predieri 
0,Lauren Payne
0,Sky Gill
07,Todd Grace
08,Delaney Marsalek
09,Christopher Wohl
11,Lucas Nestor
12,Alec Mathena
15,Jonathan Holladay
16,Jason Rosser
17,Benjamin Reith
19,Hannah Wilder
20,Parker Pennington
21,Mallory Griffith
22,Natalie Fancher
24,Lindsey Fallon
29,Jacob Anthuvan
37,Curtis Kinnaman
41,Cody Petitt
42,David Valentine-Elam
44,Mandi Engler
55,Joseph Rains
69,David Braden
88,Eric Border
99,Jennifer Dai
b,r,e,a,k
Waterloo,6
01,Rafael Cruz-Garcia
02,Bennett Wachob
03,Kimberly Sabo
04,Sean Brady
05,Robert Hausmann
07,Kerry Younts
09,Joe Emery
10,Gaby Cuina
11,Helen Goh
13,Nash Mock
16,Sarah Levinn
17,Kathryn Herbers
20,Nick Loughran
22,Sydney Overman
23,Susan Gilbert
28,Cameron Snook
29,Meghan Rutledge
31,Darren McAuliffe
32,Paul Starkel
33,Erin Schran
41,Danielle Rowe
54,Daniel Gimbel
69,Jaime Estes
77,James Berry
93,Kyle Teske
b,r,e,a,k
The Chad Larson Experience,11
 ,Nate Cinnamon
0,Nick Culver
0,Nicole Johnson
0,Presley Philipp
0,Sarah Stoker
0,Scott Wilson
0,Sydney Mier
0,Adam Levine
0,Ben Joerger
0,Charlie Hubbard
0,Chuan Jie Loy
0,Cody Rohlf
0,Danny Kurz
0,David Dalton
0,Emily Wilson
0,Ethan Levine
0,Haley Johnson
0,Hannah Youngwirth
0,James Hean
0,Jayna Wanamaker
0,Kayla Anderson
0,Liz Walters
0,Logan Grothus
0,Marissa McFadden
20,Rebecca Crown
b,r,e,a,k
Jughandle,3
0,Robert Altieri
01,Jessep Macfarlane
02,Maya Karl
03,Pasta (Max) Weiler
06,Raymond Jia
09,Ryan Lee
11,Jonathan Casey
14,Colin Cahill
16,Kerianne Coulon
17,Jennifer Willemsen
18,Ayaaz Versi
20,Rebecca Halleran
23,Otto Gomez
25,Laine Cravotta
27,Cara Silvestri
29,Eric Cooney
33,Jana Graham
38,Emilia Porter
43,Marissa Coolidge
45,San Montagno
48,Mason Compton
78,Emma Ignaszewski
97,Kelly Skewis
b,r,e,a,k
Grand Army,14
 ,Alex Baroody
0,Brianna Dayer
0,Casey Banta-Ryan
0,Connor Chin
0,David Chen
0,Dena Behar
0,Ella Park-Chan
0,Emily Wang
0,Eric Zimmerman
0,Jae Lee
0,June Ng
0,Kerry Chang
0,Lily Gould
0,Peter Luo
0,Stephenie Wang
0,Tiffany Tai
0,Tom Sum
0,Zach Finkelstein
0,Zane Friedkin
24,Sean Petterson
b,r,e,a,k
'Shine,4
64,Rachel Kramer
65,Eli Motycka
68,James Wright
72,Grace Castro
73,Jack (John) Spiva
74,Avi Ghitterman
77,Mikeie Reiland
78,Grace Robinson
80,Meaghan  Creamer
81,Jordan Hill
82,Collin Dabbieri
84,Chris Peek
85,Aaron Wilder
86,Noel Holmes
87,Elena Rubino
88,Phillip Dougherty
90,Jesse Shofner
91,Doug Richardson
92,Tori Taylor
93,Adam Carr
94,Mia Letterie
95,Trip Adams
96,Katharine Gilbert
98,Matt Ractliffe
99,Christopher Calhoun
b,r,e,a,k
Lotus,5
0,Julia Johnson
01,Alyssa Abbey
02,Jason Lee
04,Amy Lee
07,Andrew McRae
11,Emily Ash
12,Bryan Nguyen
13,Leo Decter
14,Lu Wang
17,Kevin Goldberg
22,Ryan Van Hook
23,Grant Mitchell
27,Thomas Lin
30,Walter Kasprzycki
32,Jake Coleman
37,Lindsey Mazur
39,Chris Mazur
40,Veronica Yee
44,Edwin Finley
93,Naomi Guzman
97,Katie Killebrew
b,r,e,a,k
League of Shadows,12
 ,Abby Ritterband
 ,Adele Kong
 ,Ariel Felcan
 ,David Lyle
 ,David Huang
 ,Ellery Koelker-Wolfe
 ,Julia Leung
 ,Kevin O'Brien
 ,Kyle Jannak-Huang
 ,Mukil Guruparan
 ,Ram Sundaram
 ,Sam VanNoy
 ,Sophia Thayer
 ,Terren Moore
 ,Yuval Pearl
0,Zoe Honigberg
0,Theodore Bisdikian
0,Meredith Duffy
0,Mina Bozeman
0,Cici Wang
0,Connor Coale
0,Jack Deschler
0,Andres Ibarra
17,Lillian Huang
19,Karissa  Tabtieng
21,Charles Marokhovsky
b,r,e,a,k
Alloy,13
 ,Jeremy Kanter
 ,Maria Bajzek
0,Maria Stang
0,Gabrielle Doran
0,Hannah Boyd
0,Matthew Viscido
0,Maxwell Olesen
0,Nicholas Lagerman
0,Jessie Chan
0,Katherine Greener
0,Kelsey Fink
0,Kyle Morgan
0,Madeline Schwenker-Punnett
0,Andrew Grogan
0,Benjamin Attal
0,Christie Lawry
0,Elliot Hare
0,Trent Greener
0,Valeria Duque Villegas
12,Nicole Fiorentino
22,Mark Pitts
24,Sam Schurer
34,Will Hoffenkamp
52,Ellis Baehr
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
XIST,Flight Club,15,6,"08/20/2022, 11:25",Pool A,Final
Steamboat,Trex Mix,13,7,"08/20/2022, 11:25",Pool A,Final
XIST,Trex Mix,15,7,"08/20/2022, 13:10",Pool A,Final
Steamboat,Flight Club,11,14,"08/20/2022, 13:10",Pool A,Final
XIST,Steamboat,9,8,"08/20/2022, 16:10",Pool A,Final
Flight Club,Trex Mix,15,10,"08/20/2022, 16:10",Pool A,Final
pool,Pool B
Kansas City United,Wild Card,14,9,"08/20/2022, 08:30",Pool B,Final
Loco,Columbus Chaos,13,6,"08/20/2022, 08:30",Pool B,Final
Kansas City United,Columbus Chaos,15,5,"08/20/2022, 13:10",Pool B,Final
Loco,Wild Card,15,8,"08/20/2022, 13:10",Pool B,Final
Kansas City United,Loco,12,9,"08/20/2022, 16:10",Pool B,Final
Wild Card,Columbus Chaos,12,8,"08/20/2022, 16:10",Pool B,Final
pool,Pool C
Jughandle,The Chad Larson Experience,9,12,"08/20/2022, 08:30",Pool C,Final
Waterloo,Grand Army,13,10,"08/20/2022, 08:30",Pool C,Final
Jughandle,Grand Army,13,5,"08/20/2022, 11:25",Pool C,Final
Waterloo,The Chad Larson Experience,12,10,"08/20/2022, 11:25",Pool C,Final
Jughandle,Waterloo,12,13,"08/20/2022, 16:10",Pool C,Final
The Chad Larson Experience,Grand Army,10,7,"08/20/2022, 16:10",Pool C,Final
pool,Pool D
'Shine,League of Shadows,15,8,"08/20/2022, 08:30",Pool D,Final
Lotus,Alloy,13,8,"08/20/2022, 08:30",Pool D,Final
'Shine,Alloy,15,6,"08/20/2022, 11:25",Pool D,Final
Lotus,League of Shadows,13,8,"08/20/2022, 11:25",Pool D,Final
'Shine,Lotus,15,11,"08/20/2022, 13:10",Pool D,Final
League of Shadows,Alloy,9,7,"08/20/2022, 13:10",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Finals
'Shine,Kansas City United,12,8,"08/21/2022, 13:15",Finals,Final
XIST,'Shine,8,11,"08/21/2022, 11:30",Semifinals,Final
Flight Club,Kansas City United,9,14,"08/21/2022, 11:30",Semifinals,Final
XIST,The Chad Larson Experience,11,5,"08/21/2022, 08:00",Quarterfinals,Final
'Shine,Loco,11,9,"08/21/2022, 08:00",Quarterfinals,Final
Waterloo,Flight Club,10,11,"08/21/2022, 09:45",Quarterfinals,Final
Kansas City United,Lotus,15,9,"08/21/2022, 09:45",Quarterfinals,Final
bracket,Third Place
XIST,Flight Club,15,7,"08/21/2022, 13:15",Third Place,Final
bracket,Fifth Place
Loco,Waterloo,8,10,"08/21/2022, 13:15",Fifth Place,Final
The Chad Larson Experience,Loco,6,14,"08/21/2022, 11:30",Fifth Semis,Final
Waterloo,Lotus,13,8,"08/21/2022, 11:30",Fifth Semis,Final
bracket,Seventh Place
The Chad Larson Experience,Lotus,8,11,"08/21/2022, 13:15",Seventh Place,Final
b,r,e,a,k
brackets,Ninth Place Brackets
bracket,Ninth Place Brackets
Grand Army,Wild Card,8,11,"08/21/2022, 13:15",Ninth Place,Final
Grand Army,Columbus Chaos,14,8,"08/21/2022, 11:30",Ninth Semis,Final
Jughandle,Wild Card,8,12,"08/21/2022, 11:30",Ninth Semis,Final
Steamboat,Grand Army,10,11,"08/21/2022, 08:00",Ninth Quarters,Final
League of Shadows,Columbus Chaos,8,9,"08/21/2022, 08:00",Ninth Quarters,Final
Jughandle,Trex Mix,15,8,"08/21/2022, 09:45",Ninth Quarters,Final
Wild Card,Alloy,12,6,"08/21/2022, 09:45",Ninth Quarters,Final
bracket,Eleventh Place
Columbus Chaos,Jughandle,9,13,"08/21/2022, 13:15",Eleventh Place,Final
bracket,Thirteenth Place
Steamboat,League of Shadows,8,7,"08/21/2022, 09:45",Thirteenth Place (tie),Final
bracket,Thirteenth Place
Trex Mix,Alloy,13,6,"08/21/2022, 11:30",Thirteenth Place (tie),Final
b,r,e,a,k
