Great Lakes Mixed Regional Championship 2017,Club - Mixed ,23,9,2017
https://play.usaultimate.org/events/Great-Lakes-Mixed-Regionals-2017/schedule/Mixed/Club-Mixed
Steamboat,1
0,Asher Finkel
0,Alison Palmer
0,Elizabeth Meyer
0,Rebekah Taylor
2,Matt Brown
3,Ben Luckey
3,Sebastian  Rojas
5,Matt Summers
6,Brian Moore
10,Caleigh Moore
14,Jennifer Naumovitz
16,Steven Miraglia
20,Nicholas Roller
21,Micah Smith
24,Andrea Lisowski
28,Heather Summers
30,Chase Russell
31,Laurel Shepherd
32,Alexandra McMackin
33,Mark Carr
55,Grace Goulson
56,Jonathan Zapf
81,Ian Oliver
92,Matthew Cook
99,Joshua Jackson
b,r,e,a,k
UPA,2
01,Tim Halt
02,Michael Shiel
03,Michael Egan
04,Alex Drlica-Wagner
05,Lizzy Shiel
08,Christine Huffer
10,Jessica Schulz
11,Geoff Serednesky
12,Andrew Delorenzo
13,DANE OLSEN
14,Akira Yamaguchi
15,Kimberly Streff
16,Tom Carter
17,NATALIE WU
20,Emlia Garcia
21,Brian Schulz
22,Jessica Serednesky
28,Hensley Sejour
33,Carl Deffenbaugh
35,Taylor Kraemer
36,Luke Johnson
37,Lori Eich
43,Kelly Bolt
45,Gary LeDonne
54,Emilee LeDonne
80,Valentina Shiel (Ngai)
91,Brett Kolinek
b,r,e,a,k
Asylum,7
0,BEN FINDLEY
0,Julie Abrams
0,Lori Gromen
0,Trevor Hawks
0,William Kent Butler
01,DANIEL OLSON
04,Rechelle Frash
05,Andrew Ball
06,Kristen Plews
07,Todd Grace
10,Lexie Thomas
11,Christopher Misleh
12,Abigail Weinberg
14,Leah Petitt
15,Mike Bruce
16,Kevin Hanzel
19,SCHUYLER REDDING
20,Sara Strittmatter
21,Ashley Chong
23,Rachel Greenwald
33,Matthew Olson
41,Cody Petitt
55,Rachel Hunt
60,Andrea Willging
88,Robert Olson
99,Lloyd Furuta
b,r,e,a,k
Los  Heros,14
0,Benjamin Gerroll
0,C. Ryan Craven
0,Daniel Clement
0,Emily Wyckoff
0,Gus Klofta
0,Katie Yoder
0,Kirstin Craven
0,Kye Butler
0,Jake Frederickson
0,James Quill
0,Mackenzie Alameda
0,Melissa Taylor
0,Sarah Mosier
0,Steph Niemeyer
0,Steven Eakle
0,Sydney Raftery
2,Jeremy Davis
5,Connor Regan
15,Audrey Williams
19,Sam Tobin-Hochstadt
27,Leslie Boey
27,Chase McCoy
34,Geri McInerney
37,Jacob Schumacher
55,Jason Cheek
b,r,e,a,k
Toast,11
0,Brendan Schwalm
0,Brian Jager
0,Adam Koehler
0,Corie Auger
0,Gabriel Anzivino
0,Lydia Korodan
0,MARISSA Korodan
0,Mark Brown
0,Jessica Cooney-Davis
0,Samuel Helderop
1,Michael Mansfield
2,Evan Winer
6,Richard Willms
7,Logan Bollaert
13,David Danks
14,MELISSA Jager
15,Brittany  Dooley
16,Samantha Phillips
17,Connor Lukas
19,Aaron Riess
20,Zach Jawahir
22,Grace Kiel
22,Jamie Petroelje
22,ANDREW WADAGA
31,Rachel Danks
32,Justine Volz
84,Michael Weber
b,r,e,a,k
Shakedown,6
01,Will Hsieh
02,James Roush
04,Kayla Noguchi
05,Ryan Dudgeon
07,Kelvin Koster
10,Jorge Duarte
11,CHRIS KAISER-NYMAN
12,Rodrigo Arcibar
13,Phoebe Evans
15,MK Andersen
16,Alison Ellis
18,Emily Fridberg
19,Nathan King
20,Michael McCafferty
21,Sarah Schram
21,Dan Holley
23,Kathryn Kembitzky
24,REBECCA LEDER
25,Jordan Lange
42,Joseph Lindsay
45,Jeffrey Spetter
47,Grant Whitman
48,Matt Godfrey
53,Abigail Lindsay
54,Lauren Guzman
55,Martha Dunbar
81,Erika Wagner
b,r,e,a,k
Columbus Cocktails,3
0,Anthony Dario
0,Ben Sever
0,Benjamin Tannenwald
0,Claudia Moeller
0,Eliot Alexander
0,Felicia Bratti
0,Gordon (Gordy) Sjostrom
0,JOSEPH BAKER
0,Kelly Ross
0,Sarah San Pedro
0,Steven Moliterno
4,David Valentine-Elam
9,Annelise Peters
9,Ryan Kindell
10,ANDREJ ABABOVIC
11,Jackie Matonis
11,Sadie Jezierski
12,Sydney Olund
14,Emily Steedman
17,Benjamin Reith
17,NATE BOTTI
20,Andrew Klarner
22,Mallory Griffith
22,Mary Turner
23,Kyle Murray
24,Michael Verma
25,Timothy San Pedro
b,r,e,a,k
Rocket LawnChair,10
0,ALEXANDRA ALEJOS
0,CHADWICK RENDE
0,David Backus
0,KATHRYN DE LA ROSA
0,Leah Bar-On Simmons
3,Croix Jastrow
3,MICHAEL LYNCH
4,Paul Versluis
5,Ian Eisnaugle
9,Joshua Harper
14,Nicholas Kraft
16,Kelli Smith-Biwer
17,Markus Borsch
18,Franchesca Cassanese
18,Ashley Pepple
18,Patrick Miller
19,CHELSEA ALLEN
22,Erica Mehra
23,Sara Herta
25,Rachel Cawkwell
28,Shawn Cooper
29,Vaughn Vargo-Alevras
32,Craig Biwer
42,Michael Herman
47,Aakar Mehra
83,Andrew Curtin
88,Jonathan Saylor
b,r,e,a,k
ELevate,15
2,Kevin Schwartzenberg
3,Tricia Chee
4,Matthew Nickels
5,Emily Molloy
7,Timothy Burnett
11,Lauren Miller
12,Pedrom Rejai
13,Samantha Sadlier
15,YEVANIT RESCHECHTKO
16,Alexandra Moxley
17,Dan Hiben
18,Mati Chessin
21,Benjamin Macalalad
22,Amy Copper
25,Sean Mills
26,Scott Anding
28,Alexander McEachin
30,Jessica Johnson
32,Sandra Helquist
33,Alyssa Graham
36,Talia Fishman-Strait
40,Alex Kowalczuk
42,Ryan Albright
44,Meredith Sommars
71,Matt Gubernick
81,Jake Smith
99,Samuel Fishman-Strait
b,r,e,a,k
Tequila Mockingbird,5
0,Lindy Smith
01,Anat Gross
04,Aaron Del Real
05,Aaron Schwartz
06,Mike Kobyra
09,Jenna Peterson
10,Sajed Dosenbach
11,Sarah Jane Yockers
12,Lauren Piontek
13,VALERIE IEHL
16,BRANDON TARBET
17,JOSEPH DECHERY
21,DIANA COOKE
22,Julianne Schmitt
23,Jimmy Robin
24,Eric Hallow
26,Patrick Kaufmann
27,Lowell Knight
28,Channing Watson
29,John Sellers
33,Luke Ding
44,Megan Grygiel
45,Kristen Kaweck
55,Carlos Wolle
59,Todd Miller
66,William Schmitt
89,Andriana Tompary
b,r,e,a,k
Prion,4
0,ALYSSA DICOSOLA
0,Brianna Anderson
0,Brittney Joy
0,Elliot Putman
0,Gloria Lee
0,JACOB BERGER
0,Jacob Trueb
0,Maria Janina Sarol
1,JESUS OSORIO
3,Daniel McDonald
4,Tat Shing Thum
6,Allycia Gariepy
9,Brittney Gorman
16,Allison Chmaj
17,Mikayla Yoder
18,Alexis Dettmer
19,Jacob Komenda
19,Michael Mitchaner
20,Scott Nelson
23,Cody Gray
26,Erik Huemiller
27,CHRISTOPHER HIDAKA
29,Jake Corley
42,Brandon Carrel
52,John Wolff
55,Natalie Stephan
b,r,e,a,k
Goose Lee,9
0,Aaron Bacon
0,Amanda Kleinfelder
0,Candice Otrembiak
0,Edward (Ted) Landis
0,Eric Coglianese
0,Jessica Rabin
0,Jordan Otrembiak
0,Julia Desrosiers
0,Nicholas Wetzel
0,Steven Kolp
0,Will Keitel
0,Malika Smoot
3,Aaron Armbruster
4,Madison Wilker
6,Matt Woods
6,Daniel Conrad
10,Hector Rivera
13,John Cassidy
22,Liz Anderson
46,Isaac Jeffries
47,Zach Kaylor
b,r,e,a,k
Jabba,16
0,Christian Owen
0,Duško Yovovich
0,Jennifer Shouldice
0,Jeremy Jones
0,Jessica Fairhurst
0,Kamille Martinez
0,KYLE REBECHINI
0,Alex Sher
0,Alexander Zaug
0,Alyssa Bennett
0,Bridget Doherty
0,Leigh Abrams
0,Megan O'Loughlin
0,Michelle Kruse
0,Travis Salk
7,Laura Rolfes
15,Alex Yue
17,MICHAEL NAGEL
20,Matt Afryl
26,Matt Thomas
27,Ryan Logan
28,Thomas Logisz
69,Casimir Ksiazek III
82,Steven Jeka
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Steamboat,Moonshine,13,3,"09/23/2017, 09:00",Pool A
Hybrid,Petey's Pirates,13,7,"09/23/2017, 09:00",Pool A
Steamboat,Petey's Pirates,13,1,"09/23/2017, 10:45",Pool A
Hybrid,Moonshine,13,8,"09/23/2017, 10:45",Pool A
Steamboat,Hybrid,13,6,"09/23/2017, 12:30",Pool A
Moonshine,Petey's Pirates,8,11,"09/23/2017, 12:30",Pool A
pool,Pool B
UPA,Toast,13,11,"09/23/2017, 10:45",Pool B
Asylum,Los  Heros,13,11,"09/23/2017, 10:45",Pool B
UPA,Los  Heros,13,7,"09/23/2017, 12:30",Pool B
Asylum,Toast,11,9,"09/23/2017, 12:30",Pool B
UPA,Asylum,13,5,"09/23/2017, 14:15",Pool B
Toast,Los  Heros,10,13,"09/23/2017, 14:15",Pool B
pool,Pool C
Columbus Cocktails,Rocket LawnChair,13,6,"09/23/2017, 10:45",Pool C
Shakedown,ELevate,13,6,"09/23/2017, 10:45",Pool C
Columbus Cocktails,ELevate,13,4,"09/23/2017, 12:30",Pool C
Shakedown,Rocket LawnChair,13,10,"09/23/2017, 12:30",Pool C
Columbus Cocktails,Shakedown,10,13,"09/23/2017, 14:15",Pool C
Rocket LawnChair,ELevate,13,9,"09/23/2017, 14:15",Pool C
pool,Pool D
Prion,Goose Lee,12,10,"09/23/2017, 09:00",Pool D
Tequila Mockingbird,Jabba,13,4,"09/23/2017, 09:00",Pool D
Prion,Jabba,13,9,"09/23/2017, 10:45",Pool D
Tequila Mockingbird,Goose Lee,13,8,"09/23/2017, 10:45",Pool D
Prion,Tequila Mockingbird,7,13,"09/23/2017, 12:30",Pool D
Goose Lee,Jabba,13,9,"09/23/2017, 12:30",Pool D
b,r,e,a,k
brackets,Championship Brackets
bracket,1st Place
Steamboat,UPA,13,12,"09/24/2017, 13:00",1st/2nd Place
Steamboat,Columbus Cocktails,15,13,"09/24/2017, 11:00",1st Semifinals
Shakedown,UPA,5,15,"09/24/2017, 11:00",1st Semifinals
Steamboat,Asylum,15,3,"09/24/2017, 09:00",1st Quarters
Tequila Mockingbird,Columbus Cocktails,8,15,"09/24/2017, 09:00",1st Quarters
Shakedown,Prion,15,13,"09/24/2017, 09:00",1st Quarters
UPA,Goose Lee,15,9,"09/24/2017, 09:00",1st Quarters
Asylum,Rocket LawnChair,15,11,"09/23/2017, 16:00",1st Prequarters
Columbus Cocktails,Los  Heros,15,4,"09/23/2017, 16:00",1st Prequarters
Petey's Pirates,Prion,12,15,"09/23/2017, 16:00",1st Prequarters
Goose Lee,Hybrid,14,11,"09/23/2017, 16:00",1st Prequarters
bracket,3rd Place
Columbus Cocktails,Shakedown,13,10,"09/24/2017, 13:00",3rd/4th Place
bracket,5th Place
Tequila Mockingbird,Prion,13,10,"09/24/2017, 13:00",5th/6th Place
Asylum,Tequila Mockingbird,12,14,"09/24/2017, 11:00",5th Semifinals
Prion,Goose Lee,14,13,"09/24/2017, 11:00",5th Semifinals
bracket,7th Place
Asylum,Goose Lee,13,15,"09/24/2017, 13:00",7th/8th Place
b,r,e,a,k
brackets,Consolation Brackets
bracket,9th Place
Rocket LawnChair,Toast,10,15,"09/24/2017, 13:00",9th/10th Place
Los  Heros,Rocket LawnChair,11,13,"09/24/2017, 11:00",9th Semifinals
Toast,Hybrid,15,8,"09/24/2017, 11:00",9th Semifinals
Los  Heros,Moonshine,13,8,"09/24/2017, 09:00",9th Quarters
Rocket LawnChair,Jabba,14,11,"09/24/2017, 09:00",9th Quarters
Petey's Pirates,Toast,12,13,"09/24/2017, 09:00",9th Quarters
Hybrid,ELevate,14,8,"09/24/2017, 09:00",9th Quarters
bracket,11th Place
Los  Heros,Hybrid,11,15,"09/24/2017, 13:00",11th/12th Place
bracket,13th Place
Moonshine,Petey's Pirates,9,11,"09/24/2017, 13:00",13/14th Place
Moonshine,Jabba,15,12,"09/24/2017, 11:00",13th Semifinals
Petey's Pirates,ELevate,13,8,"09/24/2017, 11:00",13th Semifinals
bracket,15th Place
Jabba,ELevate,15,14,"09/24/2017, 13:00",15th/16th Place
b,r,e,a,k
