Heavyweights 2017,Club - Men ,22,7,2017
Loves Park,IL,2017-07-22,2017-07-23
https://play.usaultimate.org/events/Heavyweights-2017/schedule/Men/Club-Men/
Mad Men,1
50,Adam Klopfenstein
54,Alex Stumphauzer
77,Brian Murphy
82,William Hoover
84,CJ O'Brien
94,Jason  Vallee
b,r,e,a,k
Imperial,6
teamInfo,,"Saint Paul, Minnesota",,https://www.facebook.com/ImperialUlt,https://twitter.com/ImperialUlt
00,Coleman Maher
00,Daniel Brunker
00,Garrett Geib
00,Lucas Bulger
00,MARQUISE WILLIAMS
00,Tavis Leighton
00,Trevor Graham
00,Tristan Grovender
00,Raheem Ishaque
00,Will Casperson
01,Tyler Latham
05,Jonah Malenfant
08,Roberto Caballero
10,Michael Jordan
12,Ryan Welch
14,Tyler Thomegreene
34,Luis Caballero
b,r,e,a,k
KC SmokeStack,17
teamInfo,,"Kansas City, Kansas",http://smokestackultimate.weebly.com/,https://www.facebook.com/smokestackultimate,
0,Beau Atkinson
0,Daniel Tixier
0,Darien Parr
0,Erick  Neilson
0,Gregory Jones
0,Jacob Rickwa
0,Charles Rotter
0,Jonathon Morris
0,Joshua Morris
0,Karl Kraemer
0,Matt Bandes
0,Michael Montesano
1,Stephen Karst
7,Josh Manning
8,Nathan Bray
11,Trent Kuhl
12,Noah Gould
12,Brendan Carriel
12,Matt Primovic
13,Alexander Staelens
19,Branden Schneider
25,Anthony Chartier
42,Dana Jensen
74,Jakob Yedo
77,James Berry
78,Mitchell Zimmmermann
b,r,e,a,k
Dallas United: Desperados,9
teamInfo,,"Dallas, Texas",,,
0,Blake Duncan
5,Joseph Feeney
01,Joseph Cubitt
02,Wesley Miaw
07,Tyler Criss
11,Joseph Lee Bruno
11,Julius Hubby
13,Christopher Fogel
16,Mark Campbell
19,Victor Mao
20,Javier Oliver
21,Connor DeLuna
21,Grayson Gummelt
23,Marty Dekker
27,Daniel Richards
30,Joey Campain
32,Joseph Welkener
33,Michael Wilson
99,Tanner Roberts
b,r,e,a,k
Black Market II,16
teamInfo,,"Lombard, Illinois",https://www.youtube.com/BlackMarketUltimate,https://www.facebook.com/BlackMarketUltimate,https://twitter.com/blackmarketulti
0,Alex Molkin
0,Eric Weine
11,Rene Quintana
12,Erik Leonard
21,Jonathan Yu
25,Syed Akbar Jaffery
26,Matthew Mayorga
27,Louis Nagle
37,Richard Davis
39,Ricky Kirkpatrick
41,Brent Studenroth
44,Mike L'Hommedieu
47,Daniel O'Dell
50,Jaime Dimayuga
56,Murray Chen
64,Bennett Bernardoni
65,Nigel Smucker
67,John Bruehler
73,Robert Gross
74,Yevgen Sydoruk
75,Eric Badger
76,Girolamo S Kelly
77,John Wernet
88,Bif Reiser
89,Alex Tam
91,Bradley Johnson-Bice
b,r,e,a,k
Kettering,24
teamInfo,Bulldogs,"Flint, Michigan",,https://www.facebook.com/KUBulldogUltimate,https://twitter.com/KTultimate
0,Kevin Mellendorf
2,Landon Cathers
3,Zachery Metiva
4,Matthew Donar
05,Gabriel Anzivino
07,Bradley Krzywosinski
10,Robert Connolly
12,Samuel Silva
13,Joshua  Kalahar
14,Casey Puckett
17,Francis Carr
18,Jason Dietrich
21,Kyle Spengler
22,Christopher Young
24,Samuel Harris
28,Seth Hillaker
38,Perry Heppe
44,Miranda Reinhart
52,Colin Donar
67,Logan Wykes
b,r,e,a,k
Four,15
teamInfo,,"Ann Arbor, Michigan",,,https://twitter.com/5minus1ulti
0,Ben Sadis
0,BRIAN BROWN
0,Jacob Buckley
0,Joshua Osinski
1,Andrew Sjogren
7,Jonathan Lee
14,Alvin Wang
17,Brendan McCann
17,Max Bommarito
21,Jake Blankemeier
25,Ryan Yergin
27,Jake Pruitt
42,Nathan Champoux
69,Evan Parizot
80,Joseph Ricks
b,r,e,a,k
Wisconsin Hops,10
teamInfo,,"Stevens Point, Wisconsin",,,@WiscoHops
0,Dylan Konicek
0,Matthew Rice
0,Ryan Zdroik
0,Nicholas Champ
0,Trent Grair
0,Zach Hendzel
1,Sam Sincere
2,ANDREW JANTZ
2,Graham Schneider
3,Robert Lyke
5,Nathan Daily
11,Dylan Boucher
15,Tim Larsen
17,Kirk Prince
20,KYLE KUMBIER
27,Calvin LeQue
27,Tyler Konicek
33,Daniel Kaminski
39,John Blume
44,TOM HOEFT
87,Kevin Reimer
88,Jeremiah Kramasz
99,Daniel Lang
b,r,e,a,k
The Roofing Co.,18
teamInfo,,"Indianapolis , Indiana",,,
0,Alexander Hutton
0,Benjamin Hannan
0,Bobby Leroy
0,David Locascio
0,HILTON HEINEKE
0,Isaac Mock
0,Jon Swartling
0,Jacob Mock
0,Joseph Byerly
0,Lucas Lawyer
0,Eric Hannan
0,Peter Marshall
0,Theodore Miller
0,Trevor Kyle
7,Taylor Roberson
10,Tucker Born
16,Heath Kalaba
19,Daniel Blanc
27,Aidan Gifford
32,Robert Woodcock
35,Bryan Chong
49,Derek Berggren
56,Zachary Piontek
69,Nick Loughran
72,Clint Carson
86,Dusty (Dustin) Hughes
b,r,e,a,k
Auxiliary,23
teamInfo,,"Quad Cities, Iowa",,https://www.facebook.com/AuxiliaryUltimate/,https://twitter.com/Auxiliary_Ulti
0,Gabe Etzel
02,Jacob Peiper
04,Sean Schoephorster
08,Jacob Knobloch
09,Anthony Newberry
13,Cameron Schmidt
16,Colin Stroehle-Durrah
19,Anthony Milnes
21,Preston Hoffman
22,Jordan Minnick
25,Christopher Ryan
27,Eric Shershen
30,joshua dalton
33,Jacob Arnold
64,Austen Bruns
77,Michael Stevens
88,Thomas McGreal
96,Rik Powell
99,Drew Flesch
b,r,e,a,k
Midnight Meat Train,14
teamInfo,,"Grand Rapids, Michigan",,,
0,Austin Masselink
0,Devon Downs
0,Gus Wasinski
0,Jared Monsma
0,Mike Zaagman
0,Mitchell DeNooyer
0,NICK MEMMELAAR
0,Samuel Dennis
0,Sean Rohen
0,Tanner Schut
0,Zachary Paradis
7,Tyler Mitchuson
10,Perry-David van Dillen
10,Gabe Quakkelaar
13,John Akers
17,Brandt Hofman
18,Aaron Weaver
19,Stephen Hoffman
23,Alexander Sokoly
49,Adam Assink
77,Tim Jen
b,r,e,a,k
Climax,11
teamInfo,,"Minneapolis, Minnesota",,,
0,Alexander Jirele
0,Alexander Platt-Koch
0,Bradley Malmsten
0,JOHN MELZAREK
0,John Anderson
0,Kevin Bruns
0,Ian New
0,Mark Pennebecker
0,PATRICK HYLAND
0,Samuel Hedrick
0,Saurav Dubey
0,Zach Trosvig
4,Scott Boehm
14,Jackson Cade
18,James Nguyen
19,Marcus Ellson
20,Blake Trantina
22,Adam Meckstroth
28,Greg Cepuran
35,Shaun LaFrance
36,Donald Wood
42,Evan Berg
47,Dan Wylie
51,Max Stillman
b,r,e,a,k
DeMo,22
teamInfo,,"Des Moines, Iowa",,,
0,Eric Olsen
2,Andy Buys
7,Bryan Hall
06,Kyle Palmolea
09,Daniel Hansen
10,Robert Mitchell McCarthy
11,Ben Ransom
13,Neal Patel
15,Daniel Sullivan
18,Rahul Seshappa
20,Huynh Vo
21,Noah Werling
22,Ezra Schley
23,Bobby Reding
33,Blake Metz
35,Caleb Lundeen
44,Trevor Sawatzky
45,Devon Lord
69,Kevin Cunningham
84,Scott Hearne
87,Jon Olson
89,Michael Sandstrom
b,r,e,a,k
Satellite,19
teamInfo,,"Normal, Illinois",,,
0,Adam Kinzinger
0,Charlie Field
0,Gabriel Posluszny
0,Justin Manuel
0,Kyle Jones
0,Michael Reaves
0,Patrick Lott
4,Ryan Fitzgerald 
11,Isaac Degenhart
13,Caleb Backstrom
16,Alex Castillo
23,Dyllan Williams
26,Dustin Rabe
27,Tanner Graham
33,DOMINIQUE LASHLEY
b,r,e,a,k
South Shore Line,13
teamInfo,,"Chicago, Illinois",,,
0,Collin Klenke
0,Max Shepherd
05,Eric Bens
06,Colin MacGregor
07,Kevin Yngve
07,Luke Brennan
10,Kyle Rutledge
11,Liam Scobey-Polacheck
12,DAN BOLIVAR
13,Jeremy Piech
18,TIMOTHY HOSTY
20,Jay Valdillez
25,Jonathan Piech
35,Benjamin Seasly
41,Christian Rozolis
51,MATTHEW FARRELL
57,Benjamin Israel
64,John Szigety
72,Joseph Norby
73,PATRICK HANSEN
74,JONATHAN CERNANEC
98,Jason Wassel
b,r,e,a,k
Enigma,12
teamInfo,,"Dayton, Ohio",,https://www.facebook.com/pages/Enigma/112703698822469?ref=hl,
0,JT FISCHER
5,Jake Kenniv
00,Kevin Haid
01,Ian Cannon
07,Tim Janczewski
08,Carsen Clouser
10,Chad Gregory
13,Benny Rider
16,Jake Johnson
17,Andrew Kramer
18,Dylan Corwin
19,Samuel Lemmon
20,Alex Stevenson
22,Matthew Muhlenkamp
24,Andrew Greenfield
26,Andrew Wiebe
30,Matthew Huntington
31,Gary Stines
35,Brendan Eltzroth
36,Nick Heitkamp
38,Jose Mikalauskas
43,Stephen Moore
54,Avery Moeller
70,Tanner Church
82,Markus Ernst
84,Ethan Dixon
b,r,e,a,k
Cream City Crooks,20
teamInfo,,"Milwaukee, Wisconsin",http://www.creamcitycrooks.com,,https://twitter.com/CreamCityCrooks
0,Daniel Witte
0,Eric Blais
0,Evan Handley
0,Jason Worful
0,JOE SCHLATER
0,MARK MIRESSE
3,Jackson McCausland
7,SHAUN FLEISCHHACKER
12,Eli Cohen
17,Dan Laurila
19,Van Walker
26,Caleb Giebink
32,Daniel Engsberg
33,Joe M Rogers
33,Jayd Phelps
52,Jared Matthews
56,Gregory Korinek
b,r,e,a,k
Hippie Mafia,21
teamInfo,,"Milwaukee, Wisconsin",,https://www.facebook.com/groups/1611728275810620/?ref=br_tf,
0,MITCHELL GRIFFIN
01,Timothy Garman
03,Zachary Artz
04,Jordan Benusa
07,Samuel Dirks
15,ERIC MEINECKE
16,Jim Marek
19,Austin Johnson
20,David Kaftan
30,Stephen Becker
31,Edwin deWerff
46,Evan Treacy
53,Lucas Stuiber
60,James Vento
97,Brandon McDermid
b,r,e,a,k
s,t,a,g,e,s
pools,PP
pool,Pool A
Mad Men,CaSTLe,14,10,"07/22/2017, 11:00",Pool A,Final
General Strike,Black Market,9,12,"07/22/2017, 11:00",Pool A,Final
Mad Men,Black Market,15,7,"07/22/2017, 13:00",Pool A,Final
General Strike,CaSTLe,13,4,"07/22/2017, 13:00",Pool A,Final
Mad Men,General Strike,13,12,"07/22/2017, 17:00",Pool A,Final
CaSTLe,Black Market,15,13,"07/22/2017, 17:00",Pool A,Final
pool,Pool B
Illusion,Imperial,15,6,"07/22/2017, 13:00",Pool B,Final
Beachfront Property,Haymaker,15,6,"07/22/2017, 13:00",Pool B,Final
Illusion,Haymaker,15,4,"07/22/2017, 15:00",Pool B,Final
Beachfront Property,Imperial,15,7,"07/22/2017, 15:00",Pool B,Final
Illusion,Beachfront Property,12,10,"07/22/2017, 17:00",Pool B,Final
Imperial,Haymaker,9,12,"07/22/2017, 17:00",Pool B,Final
pool,Pool C
Dallas United: Desperados,KC SmokeStack,10,11,"07/22/2017, 09:00",Pool C,Final
Black Market II,Kettering,13,7,"07/22/2017, 09:00",Pool C,Final
Dallas United: Desperados,Kettering,15,6,"07/22/2017, 11:00",Pool C,Final
Black Market II,KC SmokeStack,7,15,"07/22/2017, 11:00",Pool C,Final
Dallas United: Desperados,Black Market II,15,4,"07/22/2017, 13:00",Pool C,Final
KC SmokeStack,Kettering,15,5,"07/22/2017, 13:00",Pool C,Final
pool,Pool D
Wisconsin Hops,The Roofing Co.,13,10,"07/22/2017, 09:00",Pool D,Final
Four,Auxiliary,13,7,"07/22/2017, 09:00",Pool D,Final
Wisconsin Hops,Auxiliary,11,9,"07/22/2017, 13:00",Pool D,Final
Four,The Roofing Co.,13,8,"07/22/2017, 13:00",Pool D,Final
Wisconsin Hops,Four,7,13,"07/22/2017, 15:00",Pool D,Final
The Roofing Co.,Auxiliary,13,8,"07/22/2017, 15:00",Pool D,Final
pool,Pool E
Climax,Satellite,13,7,"07/22/2017, 09:00",Pool E,Final
Midnight Meat Train,DeMo,15,13,"07/22/2017, 09:00",Pool E,Final
Climax,DeMo,13,11,"07/22/2017, 11:00",Pool E,Final
Midnight Meat Train,Satellite,13,12,"07/22/2017, 11:00",Pool E,Final
Climax,Midnight Meat Train,10,13,"07/22/2017, 15:00",Pool E,Final
Satellite,DeMo,8,13,"07/22/2017, 15:00",Pool E,Final
pool,Pool F
Enigma,Cream City Crooks,15,8,"07/22/2017, 09:00",Pool F,Final
South Shore Line,Hippie Mafia,13,6,"07/22/2017, 09:00",Pool F,Final
Enigma,Hippie Mafia,15,6,"07/22/2017, 11:00",Pool F,Final
South Shore Line,Cream City Crooks,15,4,"07/22/2017, 11:00",Pool F,Final
Enigma,South Shore Line,11,13,"07/22/2017, 15:00",Pool F,Final
Cream City Crooks,Hippie Mafia,13,11,"07/22/2017, 15:00",Pool F,Final
b,r,e,a,k
brackets,BP
bracket,CHAMPIONSHIP
Mad Men,General Strike,15,14,"07/23/2017, 13:30",FINALS,Final
Mad Men,Dallas United: Desperados,13,11,"07/22/2017, 13:15",PRE-QS,Final
Imperial,Four,12,15,"07/22/2017, 13:15",PRE-QS,Final
Beachfront Property,Climax,15,9,"07/22/2017, 13:15",PRE-QS,Final
Black Market,South Shore Line,15,13,"07/22/2017, 13:15",PRE-QS,Final
Illusion,Wisconsin Hops,15,6,"07/22/2017, 13:15",PRE-QS,Final
CaSTLe,KC SmokeStack,15,12,"07/22/2017, 13:15",PRE-QS,Final
General Strike,Enigma,15,8,"07/22/2017, 13:15",PRE-QS,Final
Haymaker,Midnight Meat Train,14,10,"07/22/2017, 13:15",PRE-QS,Final
Mad Men,Four,15,8,"07/23/2017, 08:00",QUARTERS,Final
Beachfront Property,Black Market,15,14,"07/23/2017, 08:00",QUARTERS,Final
Illusion,CaSTLe,15,7,"07/23/2017, 08:00",QUARTERS,Final
General Strike,Haymaker,15,5,"07/23/2017, 08:00",QUARTERS,Final
Mad Men,Beachfront Property,13,9,"07/23/2017, 09:45",SEMIS,Final
Illusion,General Strike,8,13,"07/23/2017, 09:45",SEMIS,Final
bracket,3RD PLACE
Beachfront Property,Illusion,6,15,"07/23/2017, 11:30",3RD PLACE,Final
bracket,9TH PLACE
Dallas United: Desperados,Climax,10,15,"07/23/2017, 09:45",9TH SEMIS,Final
Wisconsin Hops,Enigma,12,13,"07/23/2017, 09:45",9TH SEMIS,Final
Climax,Enigma,8,11,"07/23/2017, 11:30",9TH PLACE,Final
Dallas United: Desperados,Imperial,15,11,"07/23/2017, 08:00",9TH QUARTERS,Final
Climax,South Shore Line,15,10,"07/23/2017, 08:00",9TH QUARTERS,Final
Wisconsin Hops,KC SmokeStack,12,10,"07/23/2017, 08:00",9TH QUARTERS,Final
Enigma,Midnight Meat Train,15,6,"07/23/2017, 08:00",9TH QUARTERS,Final
bracket,11TH PLACE
Dallas United: Desperados,Wisconsin Hops,13,12,"07/23/2017, 11:30",11TH PLACE,Final
bracket,13TH PLACE
Imperial,South Shore Line,11,10,"07/23/2017, 09:45",13TH SEMIS,Final
KC SmokeStack,Midnight Meat Train,14,13,"07/23/2017, 09:45",13TH SEMIS,Final
Imperial,KC SmokeStack,11,7,"07/23/2017, 11:45",13TH PLACE,Final
bracket,15TH PLACE
South Shore Line,Midnight Meat Train,13,6,"07/23/2017, 11:45",15TH PLACE,Final
bracket,17TH PLACE
Black Market II,Auxiliary,14,13,"07/23/2017, 08:00",17TH QUARTERS,Final
Cream City Crooks,Satellite,8,15,"07/23/2017, 08:00",17TH QUARTERS,Final
The Roofing Co.,Kettering,13,5,"07/23/2017, 08:00",17TH QUARTERS,Final
DeMo,Hippie Mafia,13,6,"07/23/2017, 08:00",17TH QUARTERS,Final
Black Market II,Satellite,12,15,"07/23/2017, 09:45",17TH SEMIS,Final
The Roofing Co.,DeMo,11,12,"07/23/2017, 09:45",17TH SEMIS,Final
Satellite,DeMo,0,1,"07/23/2017, 13:15",17TH PLACE,Final
bracket,19TH PLACE
Black Market II,The Roofing Co.,3,13,"07/23/2017, 13:15",19TH PLACE,Final
bracket,21ST PLACE
Auxiliary,Cream City Crooks,15,7,"07/23/2017, 09:45",21ST SEMIS,Final
Kettering,Hippie Mafia,7,13,"07/23/2017, 09:45",21ST SEMIS,Final
Auxiliary,Hippie Mafia,13,6,"07/23/2017, 13:15",21ST PLACE,Final
bracket,23RD PLACE
Cream City Crooks,Kettering,15,4,"07/23/2017, 13:15",23RD PLACE,Final
b,r,e,a,k
