Santa Barbara Invitational 2017 powered by SAVAGE,College - Men ,28,1,2017
Santa Barbara,CA,2017-01-27,2017-01-29
https://play.usaultimate.org/events/Santa-Barbara-Invitational-2017/schedule/Men/CollegeMen/
Washington,1
24,Sam Gittleman
31,Ben Aunins
33,Jeremy Marcus
33,Sam Fisher
41,Cole Atkins
42,Jacob Reed
b,r,e,a,k
California,15
1,Vitchyr Pong
3,Mason Chupka
4,Andrew Lin
6,Alexander Pan
7,JAMES FENG
8,Jesus Avila
9,Elliot Davis
10,Ben Chiu
14,Joshua Yuan
17,Ashwin Vaidyanathan
20,Greg Salazar
21,Derek Tang
22,Samuel Brocchini
25,Tommy Lin
26,Rajiv Sambharya
27,Liam Coyle
31,Justin Geffrey
32,Paul Han
42,Aaron Yuan
47,Rafael Castro
59,Liam Kreiss
77,Brian Kooperberg
81,Ben Bavonese
b,r,e,a,k
Stanford,3
1,Allan Ndovu
2,Jack Kimmel
5,Zane Kashner
8,Grant Lin
03,Sam Kunz
10,Elliott Chartock
11,Drew Mathieson
13,JOHN KADAVY
14,Lyndon Whittaker
16,Sergio Licon
17,NOLAN WALSH
20,Ethan Shen
21,Phillip Cathers
22,David Mondry
23,Gabriel Hernandez
24,Kevin Tien
25,Ri Chen
28,Michael Becich
33,Nicholas Hirning
46,Cyrus Ready-Campbell
47,Abdramane Diabate
49,Maxwell Perham
69,Wilson Ruotolo
74,Alvin Kim
88,Maxwell Melin
b,r,e,a,k
University of British Columbia,6
0,Connor McFadyen
0,Darren Pun
0,Eddison Ng
0,Felix Ma
0,Hugh Knapp
0,Jordan Zhao
0,Kyle Chan
0,Ruilin Yao
7,Victor Cheng
13,Kevin Chu
16,Nicholas Yun
21,NICHOLAS LIN
21,Trevor McCann
22,Aman Khangura
26,Joshua Lam
27,Graeme Rennie
42,Steve Farra
55,Allen Greer
74,Samuel Creed
87,Brendan Gibson
88,Patrick Mavety
96,Ryan Hoy
97,Brian Miura-Wong
b,r,e,a,k
Brigham Young,14
01,Tanner Yorgason
02,Taylor Caldwell
03,Spencer Hodson
04,Devon Terry
06,Matt Ricks
07,Will Honey
08,Sean Connole
09,Bryson Chipman
11,ROBERT BODILY
12,Ryan Savage
13,Seokhee Burningham
15,Benjamin Hodson
16,Ben Guthrie
18,Ryan Hawkley
19,Parker Eldredge
23,Jesse Taylor
25,Andrew Larsen
32,Nacody de la Rosa
33,Joseph Merrill
50,Austin Alpeter
55,Wyatt Nethercott
63,Nolan Hutchings
64,Jason McKeen
72,Jordan Hill
91,Clark Davis
b,r,e,a,k
San Diego State,19
2,Mitch Wellman
4,Brian Haley
5,Brady Dove
6,JJ Rogers
7,Eric Goulet
8,Michael Brogan
9,Brian Doyle
10,Liam Lau
11,Justen Hitchcock
14,Dean Wedeking
15,Bailey Bingham
21,Michael Tran
23,Joseph Huppert
24,Robert Horewitz
26,Ryan Wilbanks
37,Daniel Koble
94,Josiah Reeve
b,r,e,a,k
Dartmouth,11
1,EVAN RHEINGOLD
3,Matt Mitman
4,Daniel Moder
8,Peter Lobel
11,Robert Livaudais
12,Spencer Heim
13,Leo Blooston
14,Karim Itani
19,Rohan Bose
22,Garrett Rawlings
24,Eric Greenlee
36,Kevin Mercado
44,Cedar Farwell
64,DAVID KLINGES
72,George Robert Halvorsen Jr.
88,Connor Haines
95,Dakota Thompson
b,r,e,a,k
Western Washington,4
00,Ryan Schluter
03,Dennis Casio
04,Chuck Tookey
05,NAT BREW
07,BEN LARSON
10,ADAM CHOI
11,Ian Browning
13,Nathan White
15,EARL LE
17,Christopher Penuelas
18,Ethan Katz
19,Jonas Golden
20,Daniel Mah
21,Joshua Kent
23,Yuval Arian
24,Zhi Chen
27,Aaron Glickman
29,Kunyao  Zhang 
38,Alexander Grey
43,Daniel Lorigan
55,Morgan Higgins
80,Liam Bateman
82,Trevor McNamara
99,Gavin Maxwell
b,r,e,a,k
Cincinnati,12
2,Nicholas Betsch
3,Justin Latz
5,Sophainara Long
6,Ryan Adams
7,Jacob Turner
9,Jacob Miller
11,Anthony Tran
12,Jacob Chialastri
13,Kyle Romard
16,Matthew Furnas
18,Kevin Parker
22,Stephen Kenny
33,Elliot Skindzier
38,Jose Mikalauskas
49,Tanner Segbers
69,Connor Messmore
77,Samuel Kratt
82,David Brockhoff
b,r,e,a,k
California-Santa Barbara,5
0,Nathan Steinert
0,Mitchell Solkov
1,Jeffrey Frye
3,William Pearce
8,Bailey Wu
9,Erik Bedrosian
02,Jack Hamner
11,Adonay Bahta
12,Alexandre Kupelian
13,Guillaume Bellegarda
14,William Turner
15,Alex Heinzen
19,Evan Bosinger
21,Aidan Hall
22,Duncan Brin
23,Stephen Smoots
25,Ian Ladner
26,Brendan Champlin
32,Kieran Bates
34,Arthur Pan
34,Sean Flaherty
39,Jordan Lund
42,Marcel Osborne
44,Trevor Arbab
94,Cooper Austin
b,r,e,a,k
Victoria,13
0,Jonathan Hewlett
5,Adrian Chow
9,Evan Reynolds
01,Jozef Gaber
03,David  Whitney-Brown
04,Dawson Pasin
11,Patrick Church
12,Max Peiffer
16,Trevor Knechtel
21,Keith Kirchner
22,Jonah Thiele
24,Peter Galbraith
27,Sean Battiston
33,Rishigan Manilall
44,Devon Thomson
46,Chase Turner
55,Scott Spanier
73,Ben Burelle
88,Alex Beek
b,r,e,a,k
California-Santa Cruz,20
0,John Chavez
0,Kai Schniedergers
0,JAKE NG
0,Trenton Davis
0,Zachary Shamroukh
0,Noah Kipnes
0,Mason Mulholland
0,Lorenzo Yabut
0,Robert Parke
3,Aaron Kees
5,Grady Watkins
6,Loukas Stelyn
11,Royce Friedmann
15,Elijah Newbrun-Mintz
16,Sean Hyslop
17,Robert Gallagher
18,Ryan Glenn
24,Richard Mao
27,Aaron Hom
30,NICK FOX
32,Isaac Kreger
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday
pool,Pool A
Washington,California-San Diego,13,7,"01/28/2017, 08:00",Pool A,Final
Colorado State,Arizona State,13,9,"01/28/2017, 08:00",Pool A,Final
Washington,Colorado State,13,11,"01/28/2017, 09:45",Pool A,Final
California-Davis,Arizona State,9,12,"01/28/2017, 09:45",Pool A,Final
Arizona State,California-San Diego,14,12,"01/28/2017, 11:30",Pool A,Final
California-Davis,Colorado State,9,13,"01/28/2017, 11:30",Pool A,Final
Washington,Arizona State,13,7,"01/28/2017, 13:15",Pool A,Final
California-Davis,California-San Diego,11,13,"01/28/2017, 13:15",Pool A,Final
Washington,California-Davis,13,7,"01/28/2017, 15:00",Pool A,Final
Colorado State,California-San Diego,13,11,"01/28/2017, 15:00",Pool A,Final
pool,Pool B
Cal Poly-SLO,Southern California,13,9,"01/28/2017, 08:00",Pool B,Final
Washington University,California,13,10,"01/28/2017, 08:00",Pool B,Final
Cal Poly-SLO,Washington University,13,10,"01/28/2017, 09:45",Pool B,Final
Oregon State,California,12,10,"01/28/2017, 09:45",Pool B,Final
California,Southern California,12,13,"01/28/2017, 11:30",Pool B,Final
Oregon State,Washington University,11,13,"01/28/2017, 11:30",Pool B,Final
Cal Poly-SLO,California,13,9,"01/28/2017, 13:15",Pool B,Final
Oregon State,Southern California,11,10,"01/28/2017, 13:15",Pool B,Final
Cal Poly-SLO,Oregon State,13,11,"01/28/2017, 15:00",Pool B,Final
Washington University,Southern California,8,13,"01/28/2017, 15:00",Pool B,Final
pool,Pool C
Stanford,San Diego State,13,6,"01/28/2017, 08:00",Pool C,Final
Dartmouth,Brigham Young,8,13,"01/28/2017, 08:00",Pool C,Final
Stanford,Dartmouth,13,7,"01/28/2017, 09:45",Pool C,Final
University of British Columbia,Brigham Young,13,11,"01/28/2017, 09:45",Pool C,Final
Brigham Young,San Diego State,13,8,"01/28/2017, 11:30",Pool C,Final
University of British Columbia,Dartmouth,13,5,"01/28/2017, 11:30",Pool C,Final
Stanford,Brigham Young,13,10,"01/28/2017, 13:15",Pool C,Final
University of British Columbia,San Diego State,13,6,"01/28/2017, 13:15",Pool C,Final
Stanford,University of British Columbia,13,12,"01/28/2017, 15:00",Pool C,Final
Dartmouth,San Diego State,11,12,"01/28/2017, 15:00",Pool C,Final
pool,Pool D
Western Washington,California-Santa Cruz,13,10,"01/28/2017, 08:00",Pool D,Final
Cincinnati,Victoria,13,10,"01/28/2017, 08:00",Pool D,Final
Western Washington,Cincinnati,11,13,"01/28/2017, 09:45",Pool D,Final
California-Santa Barbara,Victoria,14,13,"01/28/2017, 09:45",Pool D,Final
Victoria,California-Santa Cruz,13,8,"01/28/2017, 11:30",Pool D,Final
California-Santa Barbara,Cincinnati,13,12,"01/28/2017, 11:30",Pool D,Final
Western Washington,Victoria,13,12,"01/28/2017, 13:15",Pool D,Final
California-Santa Barbara,California-Santa Cruz,13,12,"01/28/2017, 13:15",Pool D,Final
Western Washington,California-Santa Barbara,13,9,"01/28/2017, 15:00",Pool D,Final
Cincinnati,California-Santa Cruz,12,8,"01/28/2017, 15:00",Pool D,Final
b,r,e,a,k
brackets,Sunday
bracket,Championship
Western Washington,Stanford,6,9,"01/29/2017, 15:00",FINALS,Final
Washington,Western Washington,11,12,"01/29/2017, 11:30",Semis,Final
Cal Poly-SLO,Stanford,8,13,"01/29/2017, 11:30",Semis,Final
Washington,Southern California,13,9,"01/29/2017, 09:45",Quarters,Final
Western Washington,Oregon State,13,12,"01/29/2017, 09:45",Quarters,Final
Cal Poly-SLO,Colorado State,13,12,"01/29/2017, 09:45",Quarters,Final
Stanford,Arizona State,13,11,"01/29/2017, 09:45",Quarters,Final
Southern California,San Diego State,13,8,"01/29/2017, 08:00",Prequarters,Final
University of British Columbia,Oregon State,11,13,"01/29/2017, 08:00",Prequarters,Final
Colorado State,California-Santa Barbara,13,8,"01/29/2017, 08:00",Prequarters,Final
Cincinnati,Arizona State,11,12,"01/29/2017, 08:00",Prequarters,Final
bracket,9th
California-Santa Barbara,Cincinnati,7,13,"01/29/2017, 11:30",9th,Final
University of British Columbia,California-Santa Barbara,10,12,"01/29/2017, 09:45",Prequarters Defeat,Final
Cincinnati,San Diego State,13,5,"01/29/2017, 09:45",Prequarters Defeat,Final
bracket,11th
San Diego State,University of British Columbia,6,13,"01/29/2017, 11:30",11th,Final
bracket,5th
Colorado State,Oregon State,13,7,"01/29/2017, 13:15",5th,Final
Arizona State,Colorado State,7,13,"01/29/2017, 11:30",Quarters Defeat,Final
Oregon State,Southern California,11,10,"01/29/2017, 11:30",Quarters Defeat,Final
bracket,7th
Southern California,Arizona State,1,0,"01/29/2017, 13:15",7th,Final
bracket,3rd
Washington,Cal Poly-SLO,10,11,"01/29/2017, 13:15",3rd,Final
bracket,Consolation - Reseeded 4s
California-San Diego,Dartmouth,11,10,"01/29/2017, 11:30",13th,Final
California-San Diego,Victoria,13,9,"01/29/2017, 08:00",Reseeded 4s,Final
Washington University,Dartmouth,12,13,"01/29/2017, 08:00",Reseeded 4s,Final
bracket,15th
Washington University,Victoria,12,8,"01/29/2017, 11:30",15th,Final
b,r,e,a,k
brackets,Friday Night
bracket,BYU v UCSB
Brigham Young,California-Santa Barbara,11,10,"01/27/2017, 18:00",BYU v UCSB,Final
bracket,BYU v Cal Poly SLO
Brigham Young,Cal Poly-SLO,10,12,"01/27/2017, 19:30",BYU v Cal Poly SLO,Final
b,r,e,a,k
pools,Sunday Pool Z
pool,Pool Z
California,California-Santa Cruz,11,10,"01/29/2017, 08:00",Pool Z,Final
California-Davis,California,5,13,"01/29/2017, 11:30",Pool Z,Final
California-Davis,California-Santa Cruz,11,6,"01/29/2017, 13:15",Pool Z,Final
b,r,e,a,k
