Mid-Atlantic Mixed Regional Championship 2017,Club - Mixed ,23,9,2017
Milford,DE,2017-09-23,2017-09-24
https://play.usaultimate.org/events/Mid-Atlantic-Mixed-Regionals-2017/schedule/Mixed/Club-Mixed
AMP,1
10,Mathieu Savarit-Cosenza
11,Mason Compton
13,Elizabeth O'Grady
21,Elizabeth Melillo
23,Otto Gomez
25,Andrew Geisel
31,Jonathan (Johnny) Sisto
b,r,e,a,k
Tyrannis,14
teamInfo,,"Charlottesville, Virginia",https://www.cvillemixed.wordpress.com,https://www.facebook.com/pages/Tyrannis-Ultimate/300757090061321,https://twitter.com/tyrannisorus
0,Caitlin  Gee
0,Mary McCall
0,STEPHANIE WITHEY
01,Brittany Taylor
05,Joseph Terrana
06,James King
07,Joshua Carrier
08,Ashley Sylvester
09,Charles Burgis
10,Audrey Isaac
11,Ryan French
13,Michael Chisholm
15,Elliott Isaac
19,Bridgette Heine
20,John Dickerson
21,Spenser Foley
23,Sam Gillespie
24,Connor High
26,Rachel Shannon
31,Eva Voth
36,Ellis Nottingham
42,Caleb Ward
44,Evan Crawford
70,Lincoln Hirn
99,Yannick Albert
b,r,e,a,k
Chef Curry with the Pot,11
teamInfo,,"Arlington, Virginia",,,
0,Allen Krieg
0,Andrew Linville
0,Angelena Parker
0,Robert (Bob) Neel
0,David Crane
0,Emily Jacobson
0,Hannah Hellman
0,Jessie Walter
0,Jody Karol
0,KEVIN SHEA
0,Olivia Kirk
0,Luke Curran
0,Patrick Spauster
0,Savannah Erwin
0,Tori Pitts
0,Tyler Samson
0,Xavier Maxstadt
1,Grace Alston
9,Fred Wolf
22,Paul DiFiore
27,Austin Mercadante
29,Haley Sanner
32,Kyle Taylor
40,Phillip Bader
b,r,e,a,k
Ambiguous Grey,3
teamInfo,,"Washington, District of Columbia",,https://www.facebook.com/AmbiguouslyGrey,https://twitter.com/ambiguouslygrey
0,Sam Gabrielson
0,Shannon Tsai
1,Mason Gardner
2,Sara Peczkowski
3,ALANNA McKee
4,Kelly Ross
5,Jillian Du
6,Maggie John
6,Thomas Piper
7,Peter MacArthur
11,Kevin Chiang
12,James (Jim)  Boley
15,Zachary Norrbom
17,Kyle Khalifa
18,Christine Valvo
19,Noah Newberger
21,Andrew Allen
23,Emilio Craddock
25,Michelle Carey
27,Ernest Svenson
36,Rebecca Meeker
52,Tess Warner
70,Brian O'Hara
73,Mark Flores
81,Alexander Taylor
88,Duncan Fitzgerald
b,r,e,a,k
Dub Club,6
teamInfo,,"West Chester, Pennsylvania",,https://www.facebook.com/dubclubultimate,https://twitter.com/DubClubUltimate
0,Ashley Cantasano
0,Ben Crescenzo
0,Chris Schauble
0,Christopher Pokorny
0,Elise Colomb
0,Emily Smulowitz
0,Eric Lachance
0,Gillian Crysler
0,Hannah Short
0,JONATHAN HOLLOWAY
0,Daniel Monts
0,Lindsay McKenna
0,Meghan Wadlinger
0,Rachel Crew
0,Stephen Magerr
0,Steven Broome
6,Jessica Brand
8,Liz Hart
10,Ryan Dealy
13,Joseph Brennecke
19,Courtney Potts
32,Jeffrey Andrews
34,Joshua Romani
42,Edwin Finley
44,Nicholas Moon
65,Robert Yu
72,Justin Creighton
b,r,e,a,k
Blowing Heat 2.0,15
teamInfo,,"New Castle , Delaware",,,
coaches,Matt Zumbrum
0,Andrea Schulze
0,Brian Turner
0,Esther Hampson
0,Jonathan Cohen
0,Kaitlin Phillips
0,Kaylee Viets
0,Krystal Ferguson
0,Kyle Weinberg
0,Mackenzie Perkett
0,Rachel Bova
0,Sean Duncan
0,Stayc Piecyk
1,Rob Allan
1,Max Charles
1,Alex Peters
4,Dustin Damiano
5,Kevin Venose
10,David Boyer
13,Christopher Schulze
21,Kevin McCormick
24,Krista Winalski
28,Caitlin Ferguson
30,Brian McAloon
55,Matthew Hale
69,Brett Pfeil
79,David Hampson
b,r,e,a,k
LORD,10
teamInfo,,"Fairfax, Virginia",,,
0,Allison Hanson
0,Andrew Han
0,Becka Alper
0,Crystal Au
0,Daniel Sablosky
0,Eliana Harnage
0,Adel Al-Awadhi
0,Jacob (Jake) Ray
0,Janelle Heinig
0,Katherine Kane
0,Kristin Lue Chee Lip
0,Leo Pierson
0,Mary Nguyen
0,Nicholas Kwan
0,Sean Degrace
5,Joey Lisko
7,Jonathan (Charlie) Smedberg
13,Jacob Harnage
14,Melanie Hernandez
15,Anthony McLean
16,Anthony Cheu
16,Tre Williams
17,Alexis Planche
27,Matt Kalna
50,Jeremy Steinel
66,Miranda Briseno
b,r,e,a,k
Bang!,4
teamInfo,,"West Chester, Pennsylvania",,https://www.facebook.com/clickclickbangultimate,https://twitter.com/WCbangultimate
0,Allyce Estremera
0,Andrea Hall
0,Andrew Landes
0,Christian Weisenbacher
0,Declan French
0,Kyle Wolf
0,MATT HORNSTEIN
0,Nate Venditta
0,Nathaniel Reiter
0,Rachel Alfano
0,ELIZABETH PAPPA
0,Kathryn Wert
0,Samuel Esser
0,Sarah Roberts
0,Will Hoehne
0,Zach Thurston
10,Rachel Clarkson
16,Stacey Daniels
17,Eileen Peach French Regan
21,Regina Wilkinson
30,Austin Doucette
35,Ryan Forster
64,Eric Lu
74,David Kelly
91,Kenneth Wells
b,r,e,a,k
Distelfink,5
teamInfo,,"Lancaster, Pennsylvania",,,
0,Ashlynn Trimmer
0,Beth Johns
0,Eric Witmer
0,Kristin Thomas
0,Mallory Schaffer
0,Tom Pribicko
4,Kenny Johns
5,Anthony Bowers
8,Kadi McCoy
8,TAYLOR WHITNEY
10,Matthew Stilley
11,Tim Hushon
12,Lindsey King
12,Jordan Vanasdale
15,Christopher Man
15,Ashley Hah
15,Rebecca Holmes
17,David Naylor jr
20,Timothy Holmes
21,Derek Bigley
22,Nicole Singiser
25,Ethan Krokonko
26,Brett Sawyer
26,Angela Martin
49,Ian Preston
49,Jordan Winey
69,Peter Burt
b,r,e,a,k
Sparkle Ponies,9
teamInfo,,"Rockville, Maryland",,,
0,Andrew Fine
0,Andrew Gravunder
0,Calvin Tam
0,Dan Grabowski
0,Emma Scazzero
0,Francoise Delisle
0,Gabriel Lesser
0,James Kirchhoff
0,James Anderson
0,Katherine Mallory
0,Keerti Goorah
0,Kelsey Hales
0,LT Tucker
0,Matthew Hassink
0,Michaela Gramzinski
0,Paul Butterfoss
0,Paul Corbett
0,Reagan Grabowski
0,Tess Geers
10,Bridget Van Fleet
13,Chris Muller
13,Dan Jacobson
20,Lee Langston
24,Jack Reickel
36,Lauren Edwards
37,Max Trifillis
44,Gunnar Olgren
b,r,e,a,k
Crucible,16
teamInfo,,"Pittsburgh, Pennsylvania",,,
coaches,Christie Lawry
0,Lauren Franke
01,Blaine Taylor
03,Taha Udyawar
04,Bridget McCoy
05,CAROLINE NOFZINGER
06,Kalene Morozumi
07,Cory Ruff
08,Ronald Persico
09,Katelyn Bozich
10,Josh Pogue
13,Melissa Zajdel
14,Patrick McMullen
15,Rachel Diffendal
17,Samuel Munnis
18,Amanda Erlandson
21,Elliott Diamond
25,Rachel Olszewski
27,STEVE OLDRATI
31,Anthony Erlandson
33,Andrew Walsh
35,Ana Vizcaya Hernandez
37,Nick Bozich
42,Rachel Parlock
56,Julia Lekht
73,Svetlana Romanova
80,Jay Walker
89,Eric Petrow
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
AMP,Ant Madness,15,5,"09/23/2017, 09:00",Pool A,Final
Fireball,American Hyperbole,15,12,"09/23/2017, 09:00",Pool A,Final
AMP,American Hyperbole,15,6,"09/23/2017, 11:00",Pool A,Final
Fireball,Ant Madness,9,15,"09/23/2017, 11:00",Pool A,Final
AMP,Fireball,15,3,"09/23/2017, 13:00",Pool A,Final
Ant Madness,American Hyperbole,13,8,"09/23/2017, 13:00",Pool A,Final
pool,Pool B
Alloy,Chef Curry with the Pot,15,4,"09/23/2017, 09:00",Pool B,Final
Jughandle,Tyrannis,14,8,"09/23/2017, 09:00",Pool B,Final
Alloy,Tyrannis,15,3,"09/23/2017, 11:00",Pool B,Final
Jughandle,Chef Curry with the Pot,15,13,"09/23/2017, 11:00",Pool B,Final
Alloy,Jughandle,15,7,"09/23/2017, 13:00",Pool B,Final
Chef Curry with the Pot,Tyrannis,8,14,"09/23/2017, 13:00",Pool B,Final
pool,Pool C
Ambiguous Grey,LORD,15,8,"09/23/2017, 09:00",Pool C,Final
Dub Club,Blowing Heat 2.0,15,10,"09/23/2017, 09:00",Pool C,Final
Ambiguous Grey,Blowing Heat 2.0,15,8,"09/23/2017, 11:00",Pool C,Final
Dub Club,LORD,15,6,"09/23/2017, 11:00",Pool C,Final
Ambiguous Grey,Dub Club,13,8,"09/23/2017, 13:00",Pool C,Final
LORD,Blowing Heat 2.0,13,15,"09/23/2017, 13:00",Pool C,Final
pool,Pool D
Bang!,Sparkle Ponies,15,8,"09/23/2017, 09:00",Pool D,Final
Distelfink,Crucible,14,8,"09/23/2017, 09:00",Pool D,Final
Bang!,Crucible,15,7,"09/23/2017, 11:00",Pool D,Final
Distelfink,Sparkle Ponies,12,11,"09/23/2017, 11:00",Pool D,Final
Bang!,Distelfink,15,10,"09/23/2017, 13:00",Pool D,Final
Sparkle Ponies,Crucible,15,5,"09/23/2017, 13:00",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
AMP,Alloy,14,10,"09/24/2017, 13:00",1st Place Finals,Final
AMP,Dub Club,14,12,"09/24/2017, 11:00",1st Place Semis,Final
Ambiguous Grey,Alloy,9,15,"09/24/2017, 11:00",1st Place Semis,Final
AMP,Jughandle,15,5,"09/24/2017, 09:00",1st Place Quarters,Final
Bang!,Dub Club,11,12,"09/24/2017, 09:00",1st Place Quarters,Final
Ambiguous Grey,Distelfink,14,11,"09/24/2017, 09:00",1st Place Quarters,Final
Alloy,Sparkle Ponies,13,10,"09/24/2017, 09:00",1st Place Quarters,Final
Jughandle,Blowing Heat 2.0,14,8,"09/23/2017, 15:00",1st Place Prequarters,Final
Dub Club,Tyrannis,15,10,"09/23/2017, 15:00",1st Place Prequarters,Final
Fireball,Distelfink,11,12,"09/23/2017, 15:00",1st Place Prequarters,Final
Sparkle Ponies,Ant Madness,14,10,"09/23/2017, 15:00",1st Place Prequarters,Final
bracket,3rd Place
Dub Club,Ambiguous Grey,7,11,"09/24/2017, 13:00",3rd Place,Final
bracket,5th Place
Jughandle,Distelfink,9,15,"09/24/2017, 13:00",5th Place Finals,Final
Jughandle,Bang!,15,12,"09/24/2017, 11:00",5th Place Semis,Final
Distelfink,Sparkle Ponies,12,10,"09/24/2017, 11:00",5th Place Semis,Final
bracket,7th Place
Bang!,Sparkle Ponies,15,14,"09/24/2017, 13:00",7th Place,Final
bracket,9th Place Bracket
Tyrannis,Ant Madness,6,13,"09/24/2017, 13:00",9th Place Finals,Final
Blowing Heat 2.0,Tyrannis,6,11,"09/24/2017, 11:00",9th Place Semis,Final
Fireball,Ant Madness,10,15,"09/24/2017, 11:00",9th Place Semis,Final
Blowing Heat 2.0,American Hyperbole,13,9,"09/24/2017, 09:00",9th Place Quarters,Final
Tyrannis,LORD,12,11,"09/24/2017, 09:00",9th Place Quarters,Final
Fireball,Chef Curry with the Pot,13,9,"09/24/2017, 09:00",9th Place Quarters,Final
Ant Madness,Crucible,15,10,"09/24/2017, 09:00",9th Place Quarters,Final
bracket,11th Place
Blowing Heat 2.0,Fireball,0,0,"09/24/2017, 13:00",11th Place,Scheduled
bracket,13th Place
American Hyperbole,Chef Curry with the Pot,14,15,"09/24/2017, 13:00",13th Place Finals,Final
American Hyperbole,LORD,14,9,"09/24/2017, 11:00",13th Semis,Final
Chef Curry with the Pot,Crucible,13,11,"09/24/2017, 11:00",13th Semis,Final
bracket,15th Place
LORD,Crucible,11,10,"09/24/2017, 13:00",15th Place,Final
b,r,e,a,k
