Easterns 2017,College - Men ,1,4,2017
https://play.usaultimate.org/events/Easterns-2017/schedule/Men/CollegeMen/
Wisconsin,9
0,Bryn Huxley-Reicher
0,Jack Deschler
0,Keiran Carpen
0,Shelly Tsirulik
0,William Strang
2,Ryan Kerr
6,Zachary Dietz
7,BEN BANAVIGE
9,John Rahill
10,Adam Ehrenberg
10,Olivia Player
11,Calvin Deng
14,John Stubbs
15,Jacob Barton
17,JONAH HAHN
22,Kaishu Mason
24,Pablo Reimers
25,Aron Szanto
46,Eric Chin
50,Jeffrey Naftaly
72,Ryan Plunkett
89,Milan Ravenell
91,Christopher Haley
b,r,e,a,k
Central Florida,14
0,Adam Lapikas
01,Austin Gaines
02,Kameron Knight
03,Benjamin Ostman
04,Kyle Reedy
05,Michael Fairley
06,Kyle Lockwood
07,Kyle Stinson
08,Harrison Slate
10,James Dangler
13,Adam Vinson
15,Jacob Larsen
16,Zachary Good
18,Tyler Carolino
20,John Scott
21,Jonah Larsen
25,Cole Friedes
27,Robert Matthew Hankin
29,Andre Fernandez
32,Austin Malone
47,Austin Koffarnus
b,r,e,a,k
Connecticut,22
0,Alex Jayakar
0,Brian Abedon
0,Brody O'Brien
0,Christian Bonebrake
0,Darryle Wiggins
0,Lee Martel
0,Navarre Pratt
0,Philip Murray
0,Steven Purugganan
0,Walter Esker
3,John Friedman
7,Clayton Duffy
9,Ryan Kennedy
11,Corey Danko
14,Christopher Bohr
14,Owen Casey
18,Jordan Layne
22,Nathan Getz
33,Daniel Reilly
35,Christopher  Rodo
65,Michael Rice
74,Alex Fishman
77,Jake Hansen
87,Bryan Maloney
96,Pat Kunkel
99,Gavin Clemmey
b,r,e,a,k
Massachusetts,4
0,Alexander Donadio
0,Eugene L'Heureux
2,Patrick Barron
4,Ciaran Shaughnessy
5,Jacob Radack
8,Dustin Baglow
8,Ben Sadok
12,Matt Caswell
14,Gabriel Schmitt
14,Gregory Oreste
18,Jared Madore
18,Brett Gramann
21,GABRIEL FEARON
21,Jared Chapman
21,Tannor Johnson
27,Nico Mueller
28,Aaron Raskin
31,Eddie Scott
32,Jack Staples
33,William Thornton
44,Giancarlo Cincotta
76,Solomon Maerowitz-McMahan
80,Chris Bartoli
b,r,e,a,k
Cal Poly-SLO,13
0,Sunghoon Chung
02,Brennan Bryant
04,Daniel Hoffman
05,Aaron Shi
08,Dillon Whited
11,Hudson Stuck
13,Theodore Watkins
14,Dean Otsuka
17,Joshua (Slater) Levey
18,Alec Bandler
19,Conor Schofield
20,Sean Liston
21,Caleb Merriam
24,Cameron Wariner
25,Camden Reynolds
28,Joseph Gagliano
33,Ian Sweeney
35,Justin Ting
53,Matthew Ferrari
82,Morgan Sommer
87,Matthew Ryan
95,Jake Biancur
b,r,e,a,k
Oregon,5
0,Theodore Sither
02,Kerry Athey
03,Duncan Fitzgerald
05,Logan Chantelois
08,Kent Mastroianni
09,Colby Chuck
11,Tim McGinn
13,Raven Miller-Berg
14,Michael Fielden
15,Max Moore
17,Jacob Lambert
19,Steven Pearlman
21,Spencer Latarski
22,Zach Meyer
23,Xander Cuizon Tice
24,Adam Rees
25,Leandro Marx
26,Colton Clark
33,Ben Pettis
42,Will Lohre
55,Connor Matthews
57,Jonathan Aycock
59,Noah Coolman
69,Hai Luong
77,Kit Asterin
80,Braedon Petrus
88,Noah Stuart
b,r,e,a,k
North Carolina State,12
0,Conor Chickos
01,Taylor Waters
02,Bailey Laberteaux
03,Matthew Lampe
04,Wesley Dudas
05,Sean Murray
07,Henry Poe
08,Andrew Bunting
09,Austin Maune
10,Valeri Kozarev
11,Nicholas Donahue
12,Jeff Wiltgen
13,Austin von Alten
13,Austin Maidene
14,Jason Chung
15,David Jones
19,Kevin Harrow
23,Archer Gordon
24,Michael Lee
25,Avery Acierno
27,Justin McPherson
28,Fate Gowan
34,Davis Mossman
81,Rhys Gretsch
88,Hunter Shumaker
b,r,e,a,k
LSU,20
01,Johnny Sims
02,Kody Kempff
03,Patrick Mancuso
04,Thomas Echols
05,Dexter Turner
06,Garrett Baringer
09,Kenny Hingle
11,Taron Graham
12,Jeffrey Oravic
13,M.P. Hayes
14,Luke Landaiche
15,Jason Xie
16,Dylan Zeringue
17,Kyle Breen
18,Grant Odenwald
20,Wesley Freeburgh
21,Eric Reviere
24,Grant Hardy
25,Thomas Hannie
29,Nicholas  Harper
33,Christopher Powers
34,Mitchell Lutz
45,Mark Graham
53,Brandon Magazine
77,Destin Tate
87,Anthony Myer
b,r,e,a,k
Georgia Tech,21
0,Arthur Shim
0,Chidike Iromuanya
0,David Fernandez
0,Jeffrey Minowa
0,Kenta Kawaguchi
0,Logan Bonds
0,Luke Willis
0,Micah Jo
0,Nicholas Chen
0,Victor Pria
0,ZACHARY SHEAR
2,Ashwin Anantharaman
3,Andrew Bassett
4,Nick Ryan
4,Zephren Collinson
11,Stephen Cook
12,Edward Foyle
15,Mark Farid
17,William Syre
18,Patrick McGannon
20,Alexander Fache
20,Zach Hsu
22,Nicholas Button
23,Brandon Chen
24,Conor Brownell
56,Micah Halter
98,Michael Tillotson
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Pittsburgh,Wisconsin,9,13,"04/01/2017, 09:00",Pool A
North Carolina-Wilmington,Virginia,13,7,"04/01/2017, 09:00",Pool A
Case Western Reserve,Tufts,14,13,"04/01/2017, 09:00",Pool A
Pittsburgh,North Carolina-Wilmington,15,13,"04/01/2017, 10:45",Pool A
Wisconsin,Case Western Reserve,13,11,"04/01/2017, 10:45",Pool A
Virginia,Tufts,9,13,"04/01/2017, 10:45",Pool A
Pittsburgh,Case Western Reserve,13,8,"04/01/2017, 13:30",Pool A
North Carolina-Wilmington,Tufts,12,11,"04/01/2017, 13:30",Pool A
Wisconsin,Virginia,14,12,"04/01/2017, 13:30",Pool A
Pittsburgh,Tufts,13,6,"04/01/2017, 15:15",Pool A
North Carolina-Wilmington,Wisconsin,13,14,"04/01/2017, 15:15",Pool A
Case Western Reserve,Virginia,5,13,"04/01/2017, 15:15",Pool A
Pittsburgh,Virginia,13,5,"04/02/2017, 08:30",Pool A
North Carolina-Wilmington,Case Western Reserve,13,10,"04/02/2017, 08:30",Pool A
Wisconsin,Tufts,11,13,"04/02/2017, 08:30",Pool A
pool,Pool B
North Carolina,Stanford,10,11,"04/01/2017, 09:00",Pool B
Georgia,Florida State,14,12,"04/01/2017, 09:00",Pool B
Virginia Tech,Brown,13,9,"04/01/2017, 09:00",Pool B
North Carolina,Georgia,12,6,"04/01/2017, 10:45",Pool B
Stanford,Virginia Tech,9,11,"04/01/2017, 10:45",Pool B
Florida State,Brown,8,12,"04/01/2017, 10:45",Pool B
North Carolina,Virginia Tech,13,9,"04/01/2017, 13:30",Pool B
Georgia,Brown,13,12,"04/01/2017, 13:30",Pool B
Stanford,Florida State,11,10,"04/01/2017, 13:30",Pool B
North Carolina,Brown,13,6,"04/01/2017, 15:15",Pool B
Georgia,Stanford,12,14,"04/01/2017, 15:15",Pool B
Virginia Tech,Florida State,9,11,"04/01/2017, 15:15",Pool B
North Carolina,Florida State,12,9,"04/02/2017, 08:30",Pool B
Georgia,Virginia Tech,13,8,"04/02/2017, 08:30",Pool B
Stanford,Brown,10,9,"04/02/2017, 08:30",Pool B
pool,Pool C
Colorado,Michigan,13,9,"04/01/2017, 09:00",Pool C
Carleton College,Harvard,13,6,"04/01/2017, 09:00",Pool C
Central Florida,Connecticut,13,11,"04/01/2017, 09:00",Pool C
Colorado,Carleton College,10,13,"04/01/2017, 10:45",Pool C
Michigan,Central Florida,13,10,"04/01/2017, 10:45",Pool C
Harvard,Connecticut,14,13,"04/01/2017, 10:45",Pool C
Colorado,Central Florida,13,11,"04/01/2017, 13:30",Pool C
Carleton College,Connecticut,13,5,"04/01/2017, 13:30",Pool C
Michigan,Harvard,13,7,"04/01/2017, 13:30",Pool C
Colorado,Connecticut,10,13,"04/01/2017, 15:15",Pool C
Carleton College,Michigan,11,12,"04/01/2017, 15:15",Pool C
Central Florida,Harvard,11,13,"04/01/2017, 15:15",Pool C
Colorado,Harvard,13,5,"04/02/2017, 08:30",Pool C
Carleton College,Central Florida,13,4,"04/02/2017, 08:30",Pool C
Michigan,Connecticut,13,11,"04/02/2017, 08:30",Pool C
pool,Pool D
Massachusetts,North Carolina State,13,7,"04/01/2017, 09:00",Pool D
Oregon,LSU,13,4,"04/01/2017, 09:00",Pool D
Cal Poly-SLO,Georgia Tech,13,5,"04/01/2017, 09:00",Pool D
Massachusetts,Cal Poly-SLO,12,9,"04/01/2017, 10:45",Pool D
Oregon,Georgia Tech,13,6,"04/01/2017, 10:45",Pool D
North Carolina State,LSU,13,8,"04/01/2017, 10:45",Pool D
Massachusetts,Oregon,14,13,"04/01/2017, 13:30",Pool D
North Carolina State,Cal Poly-SLO,13,9,"04/01/2017, 13:30",Pool D
LSU,Georgia Tech,11,10,"04/01/2017, 13:30",Pool D
Massachusetts,Georgia Tech,13,8,"04/01/2017, 15:15",Pool D
Oregon,North Carolina State,12,9,"04/01/2017, 15:15",Pool D
Cal Poly-SLO,LSU,12,2,"04/01/2017, 15:15",Pool D
Massachusetts,LSU,13,5,"04/02/2017, 08:30",Pool D
Oregon,Cal Poly-SLO,9,10,"04/02/2017, 08:30",Pool D
North Carolina State,Georgia Tech,8,10,"04/02/2017, 08:30",Pool D
b,r,e,a,k
brackets,A Bracket
bracket,Championship Bracket
Wisconsin,North Carolina,14,11,"04/02/2017, 10:15",Quarterfinals
Carleton College,Massachusetts,10,11,"04/02/2017, 10:15",Quarterfinals
Michigan,Cal Poly-SLO,15,9,"04/02/2017, 10:15",Quarterfinals
Pittsburgh,Stanford,15,10,"04/02/2017, 10:15",Quarterfinals
Wisconsin,Massachusetts,11,13,"04/02/2017, 12:00",Semifinals
Michigan,Pittsburgh,9,13,"04/02/2017, 12:00",Semifinals
Massachusetts,Pittsburgh,15,8,"04/02/2017, 13:45",Finals
bracket,3rd Place
Wisconsin,Michigan,15,7,"04/02/2017, 13:45",3rd Place
bracket,5th Place
North Carolina,Carleton College,13,9,"04/02/2017, 12:00",5th Place Semis
Cal Poly-SLO,Stanford,15,9,"04/02/2017, 12:00",5th Place Semis
North Carolina,Cal Poly-SLO,6,12,"04/02/2017, 13:45",5th Place
bracket,7th Place
Stanford,Carleton College,9,13,"04/02/2017, 13:45",7th Place
b,r,e,a,k
brackets,B Bracket
bracket,9th Place
North Carolina-Wilmington,Virginia Tech,12,9,"04/02/2017, 10:15",Quarters
Harvard,Oregon,12,15,"04/02/2017, 10:15",Quarters
Colorado,North Carolina State,11,10,"04/02/2017, 10:15",Quarters
Tufts,Georgia,9,12,"04/02/2017, 10:15",Quarters
North Carolina-Wilmington,Oregon,9,15,"04/02/2017, 12:00",Semifinals
Colorado,Georgia,13,9,"04/02/2017, 12:00",Semifinals
Oregon,Colorado,13,11,"04/02/2017, 13:45",9th Place
bracket,11th Place
North Carolina-Wilmington,Georgia,11,9,"04/02/2017, 13:45",11th Place
bracket,13th Place
Virginia Tech,Harvard,9,15,"04/02/2017, 12:00",13th Place Semifinals
North Carolina State,Tufts,14,7,"04/02/2017, 12:00",13th Place Semifinals
Harvard,North Carolina State,0,0,"04/02/2017, 13:45",13th Place
bracket,15th Place
Tufts,Virginia Tech,15,9,"04/02/2017, 13:45",15th Place
b,r,e,a,k
brackets,C Bracket
bracket,17th Place
Virginia,Florida State,11,10,"04/02/2017, 10:15",Quarterfinals
Connecticut,LSU,15,9,"04/02/2017, 10:15",Quarterfinals
Central Florida,Georgia Tech,11,5,"04/02/2017, 10:15",Quarterfinals
Case Western Reserve,Brown,9,12,"04/02/2017, 10:15",Quarterfinals
Virginia,Connecticut,12,10,"04/02/2017, 12:00",Semifinals
Central Florida,Brown,13,14,"04/02/2017, 12:00",Semifinals
Virginia,Brown,1,0,"04/02/2017, 13:45",17th Place
b,r,e,a,k
