Huck Finn 2017,College - Men ,1,4,2017
St. Charles,MO,2017-04-01,2017-04-02
https://play.usaultimate.org/events/Huck-Finn-2017/schedule/Men/CollegeMen/
Minnesota,1
6,Evan Caldwell
9,Dustin Register
12,Jackson Crouch
12,Jordan Quinn
18,Chandler Purtle
20,Mitch Parker
22,Rocco Magnella
23,Martin Newman
25,Reid Williams
26,Hamilton  Wasnick
27,Michael Volz
28,Reid Thackerson
35,Clark Missildine
37,Michael Strobel
47,Joshua Connelly
b,r,e,a,k
Illinois,7
0,Ben Foster
0,Cameron Hartman
0,Devin Kelly
0,Drake Hill
0,Jacob Trueb
0,Jacob  Cuthbert
0,Josh Deeman
2,Ben Sabourin
3,Cody Gray
4,Tat Shing Thum
21,Jarred Elliott
23,Hector Moreno
37,Walter Jaskowiak
38,John Kulikowski
47,Grant Whitman
69,Frank Dore
81,Chris Buchta
97,Kevin Lin
b,r,e,a,k
Northwestern,3
2,Benjamin Spielman
5,Raul Rosenfeld
7,Keith Bohrer
8,Elliott Siu
9,Michael Hamburger
10,Matthew Niemer
11,Jeffrey Holm
12,Kyle Rutledge
13,Jeremy Piech
15,Elan Kane
17,Andrew Patel
19,Jevons Liu
20,Jay Valdillez
23,Eric Hochberger
25,Jonathan Piech
27,Edward Speyer
31,Christopher Pierce
33,Jakub Jezusek
36,Will Frolich
41,Christian Rozolis
42,Henry Richey
44,Isaiah Mendoza
49,Peter Pribyl Pierdinock
57,Bif Reiser
58,Theodore Bisdikian
99,Joshua Venegas
b,r,e,a,k
Lehigh,17
0,Ben Durkee
0,Carter Hartmann
0,Christopher O'Byrne
0,Jeremy Glennon
0,Kevin Latwis
0,Marshall Stallings
0,Noah Katz
0,Stuart Gordon
6,Alex Schlegel
11,Ian Haney
21,Adam Kafka
23,Caleb Leaser
26,Vincent Rienzi
28,Alec Marks
35,ZIV ARZT
42,Daniel Slesinski
47,Sam Joynson
59,Kyle Fischer
61,Timothy Predmore
69,John Lund
77,Ryan Santos
84,Matt Lubitz
87,KYLE MEGATHLIN
b,r,e,a,k
Iowa State,9
0,Josh Poterack 
0,JUSTIN PAGE
0,Michael Stevens
2,Logan Grothus
4,Brian Wandrei
5,Daniel Sullivan
6,Scott Hearne
8,Joseph Kosterman
11,Richard Poterack
11,Jacob Badger
12,Grant Larson
12,Jack Sanders
16,Jon Olson
18,Rahul Seshappa
21,Ethan Sabado
23,Ben Joerger
27,Lukas Nesheim
28,Niko Beauchamp
28,Trevor Sawatzky
33,Peter Miller
34,Sam Habel
52,Bryan Hall
54,Alec Sauerbrei
89,Michael Sandstrom
95,Zachary Diener
97,Tanner Boyle
b,r,e,a,k
Indiana,16
0,Adam Hathaway
0,Adrian Golay
0,Carlton Anker
0,Jackson Sills
0,Jake Frederickson
0,Joshua Duncan
0,Kip Curtis
0,Kwunho Wu
0,Luke Crowe
0,Paul Bean
8,Nathan Roush
15,Zephyr Wenrich
21,Matthew Nadler
22,William Kasprzycki
22,Eric Benenson
23,Clark Barco
32,Robert Woodcock
70,Philip Brewer
b,r,e,a,k
Saint Louis,24
0,Bryce Drezek
0,Lucas Rydberg
0,ZACH WRIGHT
1,Aleksandr Knapowski
2,Devin Belvin
4,Eric Lang
5,Joey  Schlueter 
8,Troy Lensing
10,Christopher Parma
12,Raymond Moylan
14,BRENNAN KELLY
23,John Ward
27,Thomas Neiers
28,Daniel Stork
33,Jared Roznowski
34,Scott Lambert
39,Samuel Agra
41,Greg Farnsworth
42,Henry Huelsman
50,Sid Pang
52,Reece  Thornton
b,r,e,a,k
Washington University,10
0,Arman Guerra
0,Brandon Parr
0,Delmar Tarrago
0,Evan Korte
0,Ian Bernstein
0,John Bisognano
0,JOHNNY HEIN
0,Khoa Nguyen
0,Nathan Vogt
0,Zachary Lin
2,Josh Rotker
5,Rett Hooper
7,Campbell Eshleman
8,Joel Maiman
9,Jared Crane
10,Nirek Sharma
10,Tony Bumatay
14,Matthew McElduff
16,Yuval Pearl
17,Evan Wilder
21,David Jones
21,Tanner  Nordell
22,Jordan Chow
24,Sam Gittleman
31,Ben Aunins
33,Jeremy Marcus
33,Sam Fisher
41,Cole Atkins
42,Jacob Reed
b,r,e,a,k
Tennessee-Chattanooga,15
0,David Thomas
3,Connor Jenkins
4,Jeremiah Branson
5,Chase Hammond
7,James Russnogle
9,Jason Raymond
10,James Conners
11,John Oehlschlaeger
12,Nicholas Whiteaker
13,Noah Watson
14,Cody Havens
15,Kristofer Eden
18,Yanni Killebrew
19,Peter Vongsayarath
22,Paul Lally
23,Josh Johnson
31,Brian Vilayphanh
32,Mathew Taylor
43,Samuel Milligan
47,Jacob Tanner
62,David McKay
97,Vasili Doan
b,r,e,a,k
Luther,18
0,Henry Cravens
0,Jimmy Conway
0,John Mai
0,Marshall Creech
0,Matthew Deetz
0,Peder Hopkins
0,Samuel Moyer
0,SEAN DEMPSEY
0,Winter Hawley
5,Paul Fritzell
7,Matt Smith
11,Kaelib TeeGarden
11,Blake Heeren
12,Jack Jagielski
13,Arlen Bonson-Anderson
17,Chad Villhauer
21,Matthew Peterson
23,Peter Murry
24,Henry Craig
27,Owen Schleif
29,Peter Scott
33,Jay Puffer
42,Evan Berg
44,Jonathan Lovagnini
57,Nathaniel Koch
b,r,e,a,k
Wisconsin-Milwaukee,23
0,Kyle Gasiorowicz
0,Ryan Cindric
7,Samuel Dirks
8,Tate Halberg
8,Richard Kerr
9,Greg Maddox
10,Deng Deng
11,Will Casperson
17,Drew Chapman
19,Austin Johnson
27,Peter Kuenzle
30,Stephen Becker
52,Jared Matthews
81,Joseph Pederson
87,John McCune
b,r,e,a,k
Vermont,11
2,Eric Chen
3,Justin Decatur
5,Quinn Ledak
6,Nathaniel Pucci
8,Michael Voelpel
9,Ted Blum
11,Stephen Donahue
12,Caleb Guziak
16,J. Chapin Cheney
17,Sage Tanner
19,Ryan Colarusso
20,Jackson Berman
21,Jack Duncan
24,Bastien Taylor
29,Samuel Hanlon
33,Jordan Kaufman
38,Liam McAuliffe
41,Sam Callison
42,James Cataldo
64,Conor Murphy
67,Noah Peterman
69,Stephen Krajeski
99,Sam Kilburn
b,r,e,a,k
Tennessee,14
0,Charles Cianciolo
0,Clay Leach
0,John Newman
0,Jonah Stewart
0,Philip Throckmorton
0,Stefan Dopatka
2,Mac McClellan
7,Evan Alexander
9,Christopher Calhoun
9,Samuel Feldman
10,BOONE MCCLELLAN
11,Daniel Epperson
14,William White
15,Coleman Davis
15,Matthew Freels
18,Jacob Flowers
23,Christopher Leighton
24,Matthew Sui
34,Tommy Cianciolo
44,LUKE HUDGIN
80,William Fleming
b,r,e,a,k
Illinois State,19
0,Ryan Adams
1,Cameron Powers
2,Jacob Kaindl
3,Kollin Kaczynski
5,Cal Tornabene
7,Jack Shanahan
9,SAM GESESSEW
10,Stephen McCracken
11,Josh Graunke
12,Jeremy Burril
13,Karl Beck
14,Owen McGee
16,Nicholas Bratt
17,Kevin Szczygiel
18,CHRIS  OESTERREICH
19,Michael Reaves
20,Ricky Ramirez
21,Jack Giannini
22,Dominick Pietrantonio
23,Charlie Pomrehn
24,Kevin Berenschot
24,Joseph Cacciatore
25,Ryan  Pedote
27,Patrick Pearce
28,Zach Delegatto
30,Stone Swayze
31,Kyle Jones
32,Nick Johnson
34,Jason Belzer
55,Nicholas Kluessendorf
88,Nick Espe
99,Joshua Sanabria
b,r,e,a,k
Loyola-Chicago,22
0,Honami Nelson
0,Hubert Gawin
0,Jose Pimentel
0,Joseph Wang
0,Kenny Banh
0,Kyle Baker
0,Matthew Fix
0,Nic Nagata
0,Philip Titean
0,Robert McCarthy
0,Samuel Hunt
0,Simon Grzebien 
0,Therenz Jude Escobar
0,Tommy Oswood
0,William Laveck
0,Enrique Fernandez
2,EVAN SABADO
4,Alec Ricker
11,Adnan Ahmad
20,Anthony Andreshak
24,Alex Kim
60,William Meyer
b,r,e,a,k
Chicago,12
00,Judah Newman
02,Peter Becht
05,Kenneth Debacker
06,Jacob Pierce
07,Willem Longendyke
09,Jeffrey Weis
10,Percy Stogdon
11,Ryan Thiermann
13,Nicholas McDonnell
17,ABHISAAR YADAV
19,Dylan Petiprin
21,David Ran
23,Jeff Zhao
27,Milan Rivas
29,Isaac Harris
33,MATTHEW CARTIER
45,Will Clay
76,Ellis Soodak
94,Jason  Vallee
b,r,e,a,k
Ohio State,13
0,Chase Gregory
0,Evan  Berry
0,Victor Monaco
3,Richard Johnson
4,Eric Schumacher
4,Zachary Braun
4,Timothy Harmody
5,Eric Momenee
6,Mark Luke
7,Steven Moliterno
7,Cody Fox
10,Peter Crofut
13,Jackson Shorey
20,Andrew Klarner
22,Jesse Weber
22,TJ Kalvas
23,Benjamin Whiteman
24,Michael Verma
27,Neil Taylor
35,Mitchell O'Connor
55,Joseph Rains
69,Hartley Stevenson
99,Joey Chiu
b,r,e,a,k
Iowa,20
1,Tyler Barrett
2,Taustin Kaste
8,Ben  Mirr
9,Kegan Wakefield
10,Jacob Jahnke
13,Cooper Wigglesworth
14,TRAVER BATSON
17,Reno Brinn
17,IAN KOLB
20,Nick Culver
21,Ben Masterson
22,Hank Hugen
23,Matthew Murry
24,Dominick Peluso
25,Adam Wong
26,Evan Scaletta
28,Carson Hemphill
30,Joshua Meyer
32,Collin Spratt
33,Charles Rathe
35,Trevor Donato
39,Michael Wormley
42,Ian Taylor
44,Hunter Carver
52,Jun Shinohara
88,WILLIAM HEAN
b,r,e,a,k
Missouri,21
0,Alex Werner
0,Ben Rollings
0,Colin Iglehart
0,Colin Macgregor
0,Eric Piatchek
0,Eric Rideout
0,Jonathon Morris
0,Joshua Morris
0,MIKE BOYLE
0,Nicholas Biggs
0,Thomas Hopper
0,Zachary Campbell
5,Zachary Gase
6,Nicholas Mihulka
11,Colin OBrien
15,Mark Stedem
16,Evan Opsal
17,Ryan Tray
34,Kyle Hatten
35,Samuel Staloch
35,Sawyer Novak
54,Jack Carmichael
67,Greg Francis
69,JORDAN MCGHEE
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Minnesota,Cincinnati,15,12,"04/01/2017, 09:00",Pool A,Final
Purdue,Notre Dame,15,7,"04/01/2017, 09:00",Pool A,Final
Minnesota,Notre Dame,15,11,"04/01/2017, 11:00",Pool A,Final
Purdue,Cincinnati,15,10,"04/01/2017, 11:00",Pool A,Final
Minnesota,Purdue,15,6,"04/01/2017, 13:00",Pool A,Final
Cincinnati,Notre Dame,10,15,"04/01/2017, 13:00",Pool A,Final
pool,Pool B
Colorado State,Auburn,14,13,"04/01/2017, 09:00",Pool B,Final
Northwestern,Illinois,11,15,"04/01/2017, 09:00",Pool B,Final
Colorado State,Illinois,15,10,"04/01/2017, 11:00",Pool B,Final
Northwestern,Auburn,9,15,"04/01/2017, 11:00",Pool B,Final
Colorado State,Northwestern,15,13,"04/01/2017, 13:00",Pool B,Final
Auburn,Illinois,15,9,"04/01/2017, 13:00",Pool B,Final
pool,Pool C
Iowa State,Lehigh,13,15,"04/01/2017, 09:00",Pool C,Final
Indiana,Saint Louis,14,13,"04/01/2017, 09:00",Pool C,Final
Iowa State,Saint Louis,15,11,"04/01/2017, 11:00",Pool C,Final
Indiana,Lehigh,5,15,"04/01/2017, 11:00",Pool C,Final
Iowa State,Indiana,15,10,"04/01/2017, 13:00",Pool C,Final
Lehigh,Saint Louis,14,10,"04/01/2017, 13:00",Pool C,Final
pool,Pool D
Washington University,Luther,13,11,"04/01/2017, 09:00",Pool D,Final
Tennessee-Chattanooga,Wisconsin-Milwaukee,W,F,"04/01/2017, 09:00",Pool D,Final
Washington University,Wisconsin-Milwaukee,W,F,"04/01/2017, 11:00",Pool D,Final
Tennessee-Chattanooga,Luther,15,6,"04/01/2017, 11:00",Pool D,Final
Washington University,Tennessee-Chattanooga,15,13,"04/01/2017, 13:00",Pool D,Final
Luther,Wisconsin-Milwaukee,W,F,"04/01/2017, 13:00",Pool D,Final
pool,Pool E
Vermont,Illinois State,12,11,"04/01/2017, 09:00",Pool E,Final
Tennessee,Loyola-Chicago,15,5,"04/01/2017, 09:00",Pool E,Final
Vermont,Loyola-Chicago,15,2,"04/01/2017, 11:00",Pool E,Final
Tennessee,Illinois State,15,14,"04/01/2017, 11:00",Pool E,Final
Vermont,Tennessee,15,9,"04/01/2017, 13:00",Pool E,Final
Illinois State,Loyola-Chicago,15,6,"04/01/2017, 13:00",Pool E,Final
pool,Pool F
Chicago,Iowa,15,14,"04/01/2017, 09:00",Pool F,Final
Ohio State,Missouri,15,5,"04/01/2017, 09:00",Pool F,Final
Chicago,Missouri,15,8,"04/01/2017, 11:00",Pool F,Final
Ohio State,Iowa,15,9,"04/01/2017, 11:00",Pool F,Final
Chicago,Ohio State,15,11,"04/01/2017, 13:00",Pool F,Final
Iowa,Missouri,15,11,"04/01/2017, 13:00",Pool F,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Minnesota,Cincinnati,15,9,"04/02/2017, 13:00",Finals,Final
Minnesota,Auburn,14,12,"04/02/2017, 11:00",Semis,Final
Cincinnati,Vermont,15,13,"04/02/2017, 11:00",Semis,Final
Minnesota,Northwestern,15,10,"04/02/2017, 09:00",Quarters,Final
Auburn,Chicago,15,7,"04/02/2017, 09:00",Quarters,Final
Colorado State,Cincinnati,14,15,"04/02/2017, 09:00",Quarters,Final
Purdue,Vermont,13,15,"04/02/2017, 09:00",Quarters,Final
Minnesota,Iowa State,15,12,"04/01/2017, 15:00",Preq,Final
Northwestern,Lehigh,15,10,"04/01/2017, 15:00",Preq,Final
Auburn,Ohio State,15,7,"04/01/2017, 15:00",Preq,Final
Notre Dame,Chicago,14,15,"04/01/2017, 15:00",Preq,Final
Tennessee-Chattanooga,Colorado State,9,15,"04/01/2017, 15:00",Preq,Final
Cincinnati,Washington University,15,9,"04/01/2017, 15:00",Preq,Final
Purdue,Tennessee,15,6,"04/01/2017, 15:00",Preq,Final
Illinois,Vermont,10,13,"04/01/2017, 15:00",Preq,Final
bracket,3rd Place
Auburn,Vermont,15,13,"04/02/2017, 13:00",3rd Place Game,Final
bracket,5th Place
Colorado State,Purdue,14,15,"04/02/2017, 13:00",5th Place Finals,Final
Northwestern,Colorado State,8,15,"04/02/2017, 11:00",5th Place Semis,Final
Chicago,Purdue,11,15,"04/02/2017, 11:00",5th Place Semis,Final
bracket,7th Place
Northwestern,Chicago,15,12,"04/02/2017, 13:00",7th Place Game,Final
bracket,9th Place
Ohio State,Tennessee-Chattanooga,15,10,"04/02/2017, 13:00",9th Place Finals,Final
Ohio State,Illinois,13,11,"04/02/2017, 11:00",9th Place Semis,Final
Tennessee-Chattanooga,Notre Dame,13,12,"04/02/2017, 11:00",9th Place Semis,Final
Iowa State,Ohio State,10,14,"04/02/2017, 09:00",9th Place Quarters,Final
Washington University,Illinois,9,15,"04/02/2017, 09:00",9th Place Quarters,Final
Tennessee-Chattanooga,Tennessee,14,11,"04/02/2017, 09:00",9th Place Quarters,Final
Lehigh,Notre Dame,13,14,"04/02/2017, 09:00",9th Place Quarters,Final
bracket,11th Place
Illinois,Notre Dame,12,11,"04/02/2017, 13:00",11th Place Game,Final
bracket,13th Place
Iowa State,Washington University,15,3,"04/02/2017, 13:00",13th Place Finals,Final
Iowa State,Tennessee,12,11,"04/02/2017, 11:00",13th Place Semis,Final
Washington University,Lehigh,15,14,"04/02/2017, 11:00",13th Place Semis,Final
bracket,15th Place
Tennessee,Lehigh,11,9,"04/02/2017, 13:00",15th Place game,Final
b,r,e,a,k
clusters,Saturday Crossover
cluster,Consolation Crossover
Indiana,Luther,8,15,"04/01/2017, 15:00",,Final
Illinois State,Iowa,15,11,"04/01/2017, 15:00",,Final
Saint Louis,Wisconsin-Milwaukee,W,F,"04/01/2017, 15:00",,Final
Loyola-Chicago,Missouri,12,13,"04/01/2017, 15:00",,Final
b,r,e,a,k
brackets,Consolation Bracket
bracket,17th Place Bracket
Missouri,Indiana,12,11,"04/02/2017, 13:00",17th Place Finals,Final
Missouri,Iowa,15,14,"04/02/2017, 11:00",17th Place Semis,Final
Illinois State,Indiana,11,13,"04/02/2017, 11:00",17th Place Semis,Final
Luther,Iowa,12,15,"04/02/2017, 09:00",17th Place Quarters,Final
Illinois State,Saint Louis,13,11,"04/02/2017, 09:00",17th Place Quarters,Final
Loyola-Chicago,Indiana,4,15,"04/02/2017, 09:00",17th Place Quarters,Final
Missouri,Wisconsin-Milwaukee,1,0,"04/02/2017, 09:00",17th Place Quarters,Final
bracket,19th Place 
Iowa,Illinois State,14,15,"04/02/2017, 13:00",19th Place Game,Final
bracket,21st Place Bracket
Loyola-Chicago,Luther,0,1,"04/02/2017, 13:00",21st Place Finals,Final
Luther,Saint Louis,15,11,"04/02/2017, 11:00",21st Place Semis,Final
Wisconsin-Milwaukee,Loyola-Chicago,0,1,"04/02/2017, 11:00",21st Place Semis,Final
bracket,23rd Place
Loyola-Chicago,Saint Louis,0,1,"04/02/2017, 13:00",23rd Place Game,Final
b,r,e,a,k
