Southeast Mixed Regional Championship 2017,Club - Mixed ,23,9,2017
Huntsville,AL,2017-09-23,2017-09-24
https://play.usaultimate.org/events/Southeast-Mixed-Regionals-2017/schedule/Mixed/Club-Mixed
Toro,1
0,Matthew Gallin
0,Meagan Fairchild
0,Merkle Moore
0,Mikeie Reiland
0,Miles Littlefield
0,Nora Kern
0,Rob Ferguson
3,CALEB GOFF
4,Bryan Griffith
8,Daniel Leo Hogan
11,Corey Lockridge
23,Craig Stewart
23,"Emilie ""Shep"" Shepherd"
24,Michael Dayton
44,Ford Heacock
46,Anthony Heath
87,Jon Schumm
b,r,e,a,k
Bucket,2
0,Ahna Weeks
0,Michelle Yang
9,ANA LEON
00,Benjamin Spears
02,Cori Bradham
03,Aidan Rogers
04,RYAN ARCHIBALD
05,Emily Karoblis
06,Beret Amundson
07,Jack Barrow
08,Timothy Brady
09,Kenta Kawaguchi
10,Michael Venezia
12,Ryan Landry
13,Matthew Hardman
19,Kalie Thompson
20,Aileen Thomas
21,Michael Arenson
22,Taylor Hide
23,Karl Ekwurtzel
24,Jason Crowe
25,Robert Bradham
33,Caroline Taylor
44,Samantha Hill
55,Evelina Pierce
58,Brian Walsh
62,Steven Hicks
b,r,e,a,k
Murmur,11
00,Collin Cassidy
00,Zachary Hart
01,Gabriel Wittosch
02,Lauren Baggett
03,Philip Smith
04,Paige Howell
05,Stephen Rockwell
07,Elizabeth Austin
08,Alexandra Fairley
09,Jason Jones
10,Javid Aceil
11,Mary Rockwell
13,Robert Farrington
14,Rosanna Smith
15,Jay Norton
16,Taylor Capers
17,Katherine Jennings
18,KT Truszczynski
19,Oreon Jackson
21,Ben Ayres
22,Suzannah Hope Blackshear
26,Courtnie VIckery
33,Edward Stephens
45,Thomas Nuckols
66,Sean Diller
78,Gayeon Ko
b,r,e,a,k
Malice in Wonderland,7
0,Alexa Barwick
0,Benjamin Noblit
0,Beth Stagner
0,Bryan Brickhouse
0,Chanchai Hongdoxmai
0,James Mangum
0,Joey Saba
0,Joseph Connelly
0,Kevin Harrow
0,Lauren Gardner
0,Layla Williams
0,Mark Saba
0,Michael Wetzel
0,Noah Donnell-Kilmer
0,Emma Hoyle 
0,Whitney Kramer
7,Beth Gifford
03,Eric Martin
13,Daniel Brown
21,Kelly Sullivan
21,Xenia Boyer
25,Alexandra (Sasha) Resnick
27,Aaron Saylor
40,Eric Snavely
47,BRIAN MAULUCCI
55,Ryan Smith
58,Rowan Jaynes
b,r,e,a,k
The Hucking Dead,14
0,Alek Hartzog
0,Alicia Bender
0,Alicia Vogt
0,ALISON DAHL
0,Drew Ladage
0,Anthony Vogt
0,Ariel Stepniak
0,Brad Clarkson
0,Bryan Jagemann
0,Carolyn Abbott
0,Erich Hess
0,Jennifer Morrill
0,Jeremy Brenner
0,Johnathan Schimmelpfennig
0,LANCE RILEY
0,Lindsey Brenner
0,Madison Dressler
0,Vinny Losito
4,Justin Dean
5,Tyler Falcao
13,Daniel West
20,Vincent Sansone
22,STEPH JAMIS
22,Matthew Weatherhead
23,Marcus Maiten
29,Daniel Viggiani
30,Ryan Hoger
b,r,e,a,k
Charlotte Storm,3
0,Andrew West
0,Eric Olson
0,Kathryn West
0,Kelly Rigsbee
0,Ken Porter
0,Kerry Younts
0,James Seagraves
0,Madison Coughlin
0,Olivia Dewey
0,Paul Grabowski
0,Ransome Martin
0,Sean Kelley
2,Thomas Lineberger
6,Dylan Welchman
7,Jessica Grabowski
9,Miller Yoho
11,James Parks
12,Philip Hadwiger
13,Jocelyn Keung
18,Ismael Salgado
19,Alyssa Belsito
21,Erik Messina
27,Zan Derby-Wright
30,Savannah Hadwiger
40,Kristin Rosser
60,Ereckson Hillis
73,Adam Bostian
b,r,e,a,k
Swing State,6
00,Amy Walker
01,Shawna Zielstorff
02,Gentry Maddox
04,Timothy Miller
05,STACEY HERDEGEN
06,LOIS Torvik
08,Alex Bullock
09,Johnathan Hunter
10,Nick Hunter
11,Jacob Clary
12,Bradley Tinney
14,Alexander Guedouar
19,Forrest Hannahs
20,Ginger Price
21,Jeffrey Walker
24,YUSUKE ASAI
27,Rebecca Poznansky
30,Andrew McKelvey
33,Jaime Benites
37,Chase Stein
77,Quentin Voorhees
81,Eric Kieffer
86,Mark Mendelevitz
b,r,e,a,k
Mutiny,15
0,Austin Mackey
0,Bryana Yocum
0,Cody McAlpine
0,JACOB SAGER
0,Michael Goldsmith
0,Rocco Davis
0,Ronald Peterman
0,Sam Pederson
0,Sean Salamone
0,Sharon Pederson
0,Shirlene Sze
0,Timothy Chafin
0,Trystan Grzyll
0,Whitney Bastian
0,Yale Lin
5,Brandon Perales
6,Jennifer Schimmel
7,Corinne Barrett
10,Therese Doebler
13,Sean Flannigan
14,Tim Scheu
20,Braanah Craig
22,Natasha Bedoya-Ross
22,Jacob Lane
30,Domenick Fareri
52,Amy Stewart
91,Mark Schimmel
b,r,e,a,k
LoveShack,10
3,Jessica Wackerman
4,Ethan Gould
6,Jarrod Sinnock
7,Sophie Kay
9,Tyson Puckett
10,Benjamin Breault
13,Lindsay Turner
17,Victoria Thompson
18,Daniel Wang
19,Troy Baker
21,Michael Jendzurski
23,Alexis Emanuel
24,MOLLY SNIPES
28,TYLER PLUNKETT
30,Alex Waxman
33,Katherine Yost
35,LAWRENCE LAUER
36,AHSHA MCQUAIN
38,Katie Powell
42,Sean Morris
44,Christopher Purvis
47,John (Jack) Curran
48,Kathryn Watson
77,Joshua Swaney
82,Kallie Monroe
b,r,e,a,k
G-Unit,4
0,Alleigh Grover
0,ASA ELIASSON
0,Brawley Adams
0,Corey McCall
0,Craig Anderson
0,DREW WARD
0,Graham Culbertson
0,Hayley Cotton
0,Jaime Estes
0,Joshua Layton
0,Julia Gregory
0,Kelsea LeBeau
0,Kody Cotton
0,Lawrence (Larz) Hanselman
0,Lisa Fitton
0,Michelle Floyd
0,Tori Taylor
2,Bennett Wachob
3,Jose Varillas
4,Drew Magee
6,Adam Carr
7,Craig Adams
10,Mia Griner
11,Janina Freystaetter
18,Hayden Wachob
25,Zach Floyd
26,Brian Campbell
b,r,e,a,k
JLP,5
0,Alicia Queen
0,Caroline Pearson
0,Dana Bidot
0,Gracie White
0,Ishaan Dave
0,Devin Cox
0,MICHAEL PETERS
0,Rachel Shallenberger
0,ROBERT STEVENS
0,Ryan Simmons
0,Stephanie Shane
0,William Sloane
3,Rachel Thurston
6,Gabriel Bidot
6,Jonathan Clark
6,Joshua Feng
6,Justin Mattingly
6,Leah Barlow
6,Max Leonard
6,Jacob Zirbel
6,Chad Borer
6,Thomas Bailey
6,Sarah Burzynski
6,Rebecca Colbert
8,Timothy Martin
12,Jennie Wainer
21,Daniel Jones
b,r,e,a,k
Method,9
01,Jake Brouwer
02,Kelsey Moser
03,Anthony Lowther
04,Jordan Matthews
05,Rose Missildine
06,Alice Radcliffe
07,Riley Mog
08,Danny Yates
09,Hannah Yates
10,Elliott Terrell
11,Stephen Brandon
13,Andy Sieja
14,Maggie Smallwood
16,Leah Gauldin
18,Allyson Smith
19,Mark Daigle
20,Desiree Garcia
21,Wesley Seat
22,Jonathan Lee
25,"Michael Guiles, Jr"
27,Michael Robie
32,Lauren Bryant
35,Clark Missildine
51,Collin Orcutt
72,Liz Craig
77,Abigail Waldron
98,Amy Guiles
b,r,e,a,k
Mississippi Blues,16
00,Alison Walker
00,Austin Uhl
00,Matthew Riddle
00,Ryan Weesner
00,Sammy Kealhofer
00,Sandy Sillivant
00,SEAN KANG
00,Tabitha Joyner
00,Darryl Smith
00,Dianna Kimball
08,HUNTER MARTIN
69,Jason Teng
69,Jordan McInnis
69,Kyle Ho
69,Marie Kimball
69,Carson Turner
69,Amit Tzivion
69,Angel Mobley
69,Savannah Kirk
69,Molly Morrow
69,OMAR YASSIN
69,Reed Schaub
69,robert crowder
69,Grant Weesner
69,Taylor Hood
69,Tucker  Griggs
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Toro,Crush,13,7,"09/23/2017, 10:30",Pool A,Final
Cahoots,Trash Pandas,13,7,"09/23/2017, 10:30",Pool A,Final
Toro,Trash Pandas,13,4,"09/23/2017, 12:30",Pool A,Final
Cahoots,Crush,13,9,"09/23/2017, 12:30",Pool A,Final
Toro,Cahoots,13,8,"09/23/2017, 14:30",Pool A,Final
Crush,Trash Pandas,12,10,"09/23/2017, 14:30",Pool A,Final
pool,Pool B
Bucket,Murmur,13,10,"09/23/2017, 08:30",Pool B,Final
Malice in Wonderland,The Hucking Dead,13,10,"09/23/2017, 08:30",Pool B,Final
Bucket,The Hucking Dead,13,5,"09/23/2017, 10:30",Pool B,Final
Malice in Wonderland,Murmur,8,13,"09/23/2017, 10:30",Pool B,Final
Bucket,Malice in Wonderland,13,5,"09/23/2017, 12:30",Pool B,Final
Murmur,The Hucking Dead,13,10,"09/23/2017, 12:30",Pool B,Final
pool,Pool C
Charlotte Storm,LoveShack,13,7,"09/23/2017, 08:30",Pool C,Final
Swing State,Mutiny,16,14,"09/23/2017, 08:30",Pool C,Final
Charlotte Storm,Mutiny,13,9,"09/23/2017, 10:30",Pool C,Final
Swing State,LoveShack,13,4,"09/23/2017, 10:30",Pool C,Final
Charlotte Storm,Swing State,13,8,"09/23/2017, 12:30",Pool C,Final
LoveShack,Mutiny,11,13,"09/23/2017, 12:30",Pool C,Final
pool,Pool D
G-Unit,Mississippi Blues,13,4,"09/23/2017, 10:30",Pool D,Final
JLP,Method,14,13,"09/23/2017, 10:30",Pool D,Final
G-Unit,Method,13,3,"09/23/2017, 12:30",Pool D,Final
JLP,Mississippi Blues,13,6,"09/23/2017, 12:30",Pool D,Final
G-Unit,JLP,13,7,"09/23/2017, 14:30",Pool D,Final
Method,Mississippi Blues,13,6,"09/23/2017, 14:30",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Toro,Bucket,15,6,"09/24/2017, 11:40",1st Place Finals,Final
Toro,G-Unit,14,12,"09/24/2017, 09:50",1st Place Semis,Final
JLP,Bucket,8,13,"09/24/2017, 09:50",1st Place Semis,Final
Toro,Mutiny,15,8,"09/24/2017, 08:00",1st Place Quarters,Final
G-Unit,Swing State,15,11,"09/24/2017, 08:00",1st Place Quarters,Final
Charlotte Storm,JLP,11,13,"09/24/2017, 08:00",1st Place Quarters,Final
Bucket,Method,15,11,"09/24/2017, 08:00",1st Place Quarters,Final
Murmur,Mutiny,15,16,"09/23/2017, 16:30",1st Place Prequarters,Final
Swing State,Malice in Wonderland,15,14,"09/23/2017, 16:30",1st Place Prequarters,Final
Crush,JLP,7,15,"09/23/2017, 16:30",1st Place Prequarters,Final
Method,Cahoots,12,11,"09/23/2017, 16:30",1st Place Prequarters,Final
bracket,3rd Place Bracket
G-Unit,JLP,15,11,"09/24/2017, 11:40",3rd Place Finals,Final
bracket,5th Place Bracket
Charlotte Storm,Swing State,14,11,"09/24/2017, 11:40",5th Place Finals,Final
Mutiny,Charlotte Storm,9,15,"09/24/2017, 09:50",5th Place Semis,Final
Swing State,Method,13,11,"09/24/2017, 09:50",5th Place Semis,Final
bracket,7th Place Bracket
Mutiny,Method,10,13,"09/24/2017, 11:40",7th Place Finals,Final
bracket,9th Place Bracket
Malice in Wonderland,The Hucking Dead,13,8,"09/24/2017, 11:40",9th Place Finals,Final
Trash Pandas,Malice in Wonderland,8,14,"09/24/2017, 09:50",9th Place Semis,Final
The Hucking Dead,LoveShack,14,13,"09/24/2017, 09:50",9th Place Semis,Final
Trash Pandas,Murmur,15,9,"09/24/2017, 08:00",9th Place Quarters,Final
Mississippi Blues,Malice in Wonderland,4,15,"09/24/2017, 08:00",9th Place Quarters,Final
The Hucking Dead,Crush,12,11,"09/24/2017, 08:00",9th Place Quarters,Final
LoveShack,Cahoots,12,10,"09/24/2017, 08:00",9th Place Quarters,Final
bracket,11th Place Bracket
Trash Pandas,LoveShack,7,4,"09/24/2017, 11:40",11th Place Finals,Final
bracket,13th Place Bracket
Murmur,Crush,15,5,"09/24/2017, 11:40",13th Place Finals,Final
Murmur,Cahoots,13,11,"09/24/2017, 09:50",13th Place Semis,Final
Mississippi Blues,Crush,8,14,"09/24/2017, 09:50",13th Place Semis,Final
b,r,e,a,k
