South Central Mixed Regional Championship 2017,Club - Mixed ,23,9,2017
https://play.usaultimate.org/events/South-Central-Mixed-Regionals-2017/schedule/Mixed/Club-Mixed
shame.,1
44,Jordan Denecour
46,Jacob Thomas
52,Kamron Daftari
55,Wendy Hogg
82,Robert McDonald
91,Alex Hodgson
93,Kyle Teske
b,r,e,a,k
Mesteño,5
0,Chelsea Tossing
0,Chris Van Thiel
0,Danielle Swales
0,Hannah Zax
0,John Marcy
0,Jose Maldonado
0,Maria Schwab
0,Moriah LaRocque
0,Nate Hopp
0,RACHEL SEWELL
0,Ryan Meinkoth
0,Kelly Moses
0,Kristen Dietrick
0,Scott Harper
0,Steven Stanish
0,Tessa Walter
5,Stephen Lin
7,Katherine England
7,Chris O'Connell
8,Lauren Foster
9,Jamian Jacobs
12,DAVID MARES
15,Sarah Toth
15,Zachary Radcliff
22,Iris Ng
37,Ryan Hummel
99,Scott Salvati
b,r,e,a,k
Balloon,15
0,Corinne Empleo
0,Hailey Gassiot
0,Mitchell Whittier
0,Ryan Holley
0,Sarah Bovio
0,Spiro Nakos
2,Reece Rose
3,Rae Van Sandt
3,Geoffrey Avila
4,Anita Richert
5,Corey Green
7,SARAH SOUTHMAYD
8,Spencer Herber
12,Mike Welch
13,Rohit Chintala
14,Josette Cervantes
17,Todd Schrader
20,Jon Corser
21,Austin Wehrheim
22,Alyson Brokaw
24,Mathias Weeks
28,Samantha Stewart
37,Connor Okonski
51,Shai Herman
53,Taylor Neigut
65,Samuel Bondurant
87,Julia Popp
b,r,e,a,k
"All Jeeps, All Night",10
0,Adam Chilton
0,Alan Hsieh
0,BENNETT WASHBURN
0,Christopher Anderson
0,Christina Swift
0,Dimitri Krattiger
0,Julia  Messing 
0,KYLE ADAMS
0,Lucille Sylvester
0,Marek Slipski
0,PHOEBE JUDGE
0,Regina Matranga
0,Stacey Krattiger
0,Benjamin Gross
0,Michael Stefferson
0,Tom Nummy
0,Tristan Weber
8,Brad Agee
11,Killian Burns
17,Mark Piper
21,Philip Harvey
22,Stanley Ly
40,Michael Galloy
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
shame.,Sweet Action,13,8,"09/23/2017, 09:00",Pool A
Risky Business,Moontower,11,9,"09/23/2017, 09:00",Pool A
shame.,Moontower,13,11,"09/23/2017, 11:00",Pool A
Risky Business,Sweet Action,10,13,"09/23/2017, 11:00",Pool A
shame.,Risky Business,13,6,"09/23/2017, 13:00",Pool A
Sweet Action,Moontower,13,11,"09/23/2017, 13:00",Pool A
pool,Pool B
Public Enemy,Boomtown,13,3,"09/23/2017, 09:00",Pool B
tHUMP,Tex Mix,13,8,"09/23/2017, 09:00",Pool B
Public Enemy,Tex Mix,13,6,"09/23/2017, 11:00",Pool B
tHUMP,Boomtown,13,6,"09/23/2017, 11:00",Pool B
Public Enemy,tHUMP,13,6,"09/23/2017, 13:00",Pool B
Boomtown,Tex Mix,6,13,"09/23/2017, 13:00",Pool B
pool,Pool C
Love Tractor,The Strangers,15,3,"09/23/2017, 09:00",Pool C
Sellout,The Strangers,15,1,"09/23/2017, 11:00",Pool C
Love Tractor,Sellout,15,13,"09/23/2017, 13:00",Pool C
pool,Pool D
Cosa Nostra,"All Jeeps, All Night",13,8,"09/23/2017, 09:00",Pool D
Mesteño,Balloon,13,3,"09/23/2017, 09:00",Pool D
Cosa Nostra,Balloon,13,7,"09/23/2017, 11:00",Pool D
Mesteño,"All Jeeps, All Night",13,6,"09/23/2017, 11:00",Pool D
Cosa Nostra,Mesteño,15,13,"09/23/2017, 13:00",Pool D
"All Jeeps, All Night",Balloon,5,13,"09/23/2017, 13:00",Pool D
b,r,e,a,k
clusters,Crossover Play
cluster,Crossover Games
shame.,Love Tractor,13,6,"09/23/2017, 15:00",
Public Enemy,Cosa Nostra,13,10,"09/23/2017, 15:00",
Mesteño,Tex Mix,13,10,"09/23/2017, 15:00",
Sellout,Risky Business,13,7,"09/23/2017, 15:00",
tHUMP,Balloon,11,12,"09/23/2017, 15:00",
Sweet Action,The Strangers,13,4,"09/23/2017, 15:00",
b,r,e,a,k
brackets,Championship Bracket Play
bracket,1st Place Bracket
shame.,Public Enemy,13,15,"09/24/2017, 12:00",1st Place Finals
shame.,Cosa Nostra,15,12,"09/24/2017, 10:00",1st Place Semis
Love Tractor,Public Enemy,11,15,"09/24/2017, 10:00",1st Place Semis
shame.,Balloon,15,5,"09/24/2017, 08:00",1st Place Quarters
Sellout,Cosa Nostra,16,17,"09/24/2017, 08:00",1st Place Quarters
Love Tractor,Mesteño,15,10,"09/24/2017, 08:00",1st Place Quarters
Sweet Action,Public Enemy,11,15,"09/24/2017, 08:00",1st Place Quarters
bracket,3rd Place Bracket
Love Tractor,Mesteño,15,5,"09/24/2017, 14:00",3rd Place Finals
Sellout,Love Tractor,8,15,"09/24/2017, 12:00",3rd Place Semis
Mesteño,Cosa Nostra,13,11,"09/24/2017, 12:00",3rd Place Semis
Balloon,Sellout,6,15,"09/24/2017, 10:00",3rd Place Quarters
Mesteño,Sweet Action,15,7,"09/24/2017, 10:00",3rd Place Quarters
bracket,5th Place Game
Sellout,Cosa Nostra,0,0,"09/24/2017, 14:00",5th Place Finals
bracket,7th Place Game
Balloon,Sweet Action,9,15,"09/24/2017, 12:00",7th Place Finals
b,r,e,a,k
brackets,Consolation Bracket Play
bracket,9th Place Bracket
tHUMP,Moontower,10,11,"09/24/2017, 12:00",9th Place Finals
tHUMP,Risky Business,13,11,"09/24/2017, 10:00",9th Place Semis
Tex Mix,Moontower,7,15,"09/24/2017, 10:00",9th Place Semis
Boomtown,Risky Business,9,15,"09/24/2017, 08:00",9th Place Quarters
Tex Mix,"All Jeeps, All Night",15,9,"09/24/2017, 08:00",9th Place Quarters
Moontower,The Strangers,15,3,"09/24/2017, 08:00",9th Place Quarters
bracket,11th Place Game
Risky Business,Tex Mix,15,11,"09/24/2017, 12:00",11th Place Finals
bracket,13th Place Bracket
Boomtown,"All Jeeps, All Night",1,0,"09/24/2017, 12:00",13th Place Finals
"All Jeeps, All Night",The Strangers,11,10,"09/24/2017, 10:00",13 Place Semis
b,r,e,a,k
